ML,NO.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_max,sheet,feature_sum,candidate_id,retro_mean,retro_std,archived_predicted_strength,nn_dist,penalized_score
GP-GP-3rd-ei,7,0.0,0.6800268403861934,0.0,0.07016794018291524,0.24980521943088732,0.0,250.98372257607926,EI,0.999999999999996,115,110.27896343228949,16.535389848486876,250.98372257607926,0.2325406388305798,92.70964295482285
GP-GP-3rd-ei,8,0.0,0.3200646818905708,0.20981787065397678,0.17003293257227375,0.3000845148831786,0.0,81.0757254069356,EI,1.0,116,101.24445577083632,20.717809517403673,81.0757254069356,0.25477722668200525,80.69446194485428
GP-GP-3rd-ei,9,0.0,0.6398925234534203,0.0,0.07014122615059554,0.28996625039598395,0.0,235.47062986553433,EI,0.9999999999999998,117,115.96532901147074,17.440154890530184,235.47062986553433,0.2560446866162214,97.0034641015568
GP-GP-3rd-ei,10,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0,225.3927813163482,EI,1.0000000000000002,118,119.5920611322606,21.392816840232943,225.3927813163482,0.28468946303483356,97.50807419075079
RFR-GP,1,0.0,0.5862277169858116,0.0,0.08070109448767526,0.33307118852651296,0.0,272.3849964614296,PRED,0.9999999999999998,119,136.9087367163655,16.65307244664553,272.3849964614296,0.2862940294544062,117.13043931486649
RFR-GP,2,0.0,0.7996691118884616,0.0,0.10025176678241,0.10007912132912954,0.0,189.10120311394198,PRED,1.000000000000001,120,113.84850625035997,16.138783789512956,189.10120311394198,0.23870704058195294,96.23083273232538
RFR-GP,3,0.0,0.6800526006189997,0.0,0.09985284603006436,0.2200945533509406,0.0,321.18895966029726,PRED,1.0000000000000047,121,114.03443897583358,16.205909884208197,321.18895966029726,0.21408793444241303,97.36796665603296
RFR-GP,4,0.0,0.6802357394406793,0.0,0.10983047191845287,0.20993378864086762,0.0,278.3297947629158,PRED,0.9999999999999998,122,113.11757085178253,16.071705653637142,278.3297947629158,0.20936509980435952,96.70711403278958
RFR-GP,5,0.0,0.5603442178578459,0.0,0.139825675254311,0.2998301068878433,0.0,165.03892427459306,PRED,1.0000000000000002,123,128.94361190888984,16.843123005841452,165.03892427459306,0.2646373933494136,109.93655467199257
RFR-GP,6,0.09019319805734387,0.6394575527072175,0.0,0.07022192728620198,0.20012732194923546,0.0,205.1238499646143,PRED,0.9999999999999988,124,110.67778980579135,16.60054568072837,205.1238499646143,0.1492005389083859,96.40949540909173
RFR-GP,7,0.0,0.65651189340022,0.0,0.06067586529899036,0.2828122413007896,0.0,303.86411889596604,PRED,1.0,125,112.5914322549083,17.098722864647478,303.86411889596604,0.2526651205297814,93.93546600139331
RFR-GP,8,0.0,0.46987923926463593,0.0,0.0901977817902402,0.33003920200232817,0.10988377694279143,163.5102618542109,PRED,0.9999999999999957,126,124.41039317245884,15.533054963191383,163.5102618542109,0.32545949859995177,103.62548574686508
RFR-GP,9,0.0,0.48425920995183225,0.0,0.09102000698981905,0.4247207830583444,0.0,197.76362349610758,PRED,0.9999999999999957,127,131.239634251008,13.820492053076011,197.76362349610758,0.3443591987947665,110.55502027267933
RFR-GP,10,0.12007216990540996,0.499946645104958,0.0,0.06998318899510875,0.30999799599452477,0.0,258.1740976645435,PRED,1.0000000000000013,128,117.93331562700894,16.59756303899065,258.1740976645435,0.20949047350751948,101.25491516721283
GP-GP,1,0.0,0.6698724083478642,0.0,0.09992410157279753,0.16034664571542787,0.06985684436391423,193.97027600849256,PRED,1.0000000000000038,129,113.37875292147255,16.016713814317825,193.97027600849256,0.19309669917668004,97.64652804724643
GP-GP,2,0.0,0.6696058409186365,0.0,0.10017596063123838,0.17015598826332723,0.06006221018679824,169.6815286624204,PRED,1.0000000000000002,130,112.88236543226908,16.23577250405847,169.6815286624204,0.19373065936783615,97.0152528055264
GP-GP,3,0.0,0.6802319727129349,0.0,0.0999317619993385,0.16994452648896496,0.04989173879876124,134.80537862703468,PRED,0.9999999999999996,131,112.85591372150357,16.21556534031903,134.80537862703468,0.1937263096989522,96.99907866338596
GP-GP,4,0.0,0.6703221377604839,0.0,0.09988757091972418,0.2297902913197883,0.0,216.61712668082095,PRED,0.9999999999999964,132,114.31877852243436,16.286755967677525,216.61712668082095,0.21779924583303487,97.4634307052742
GP-GP,5,0.0,0.6866802313494658,0.0,0.10116700465156638,0.21215276399897148,0.0,216.1641896673744,PRED,1.0000000000000036,133,114.03443897583358,16.205909884208197,216.1641896673744,0.2113939098888878,97.47572763817396
GP-GP,6,0.0,0.6805383235345969,0.0,0.10992958475014866,0.14978719904546114,0.05974489266979317,164.41613588110403,PRED,0.9999999999999999,134,111.98096457449451,16.061324341948183,164.41613588110403,0.19051304328576113,96.32978067208997
GP-GP,7,0.0,0.6921834555062866,0.0,0.10968910475579655,0.16839063220806516,0.029736807529850716,248.54918612880397,PRED,0.999999999999999,135,112.7242185548483,15.93786036836718,248.54918612880397,0.19445168944938696,96.97722079268924
GP-GP,8,0.0,0.6868704766183894,0.0,0.1109566680907599,0.2021728552908541,0.0,228.619957537155,PRED,1.0000000000000033,136,112.72632459946188,15.979869724577956,228.619957537155,0.20713969490432066,96.45080194100007
GP-GP,9,0.0,0.633532357801899,0.0,0.11884343999261548,0.2476242022054837,0.0,206.53927813163483,PRED,0.9999999999999982,137,113.33036170990144,16.13120455106175,206.53927813163483,0.22595259839807452,96.22665549844758
GP-GP,10,0.0,0.729439933008693,0.0,0.11007404150995177,0.1400028008912618,0.020483224590092084,199.34890304317057,PRED,0.9999999999999988,138,112.80093090113246,15.957331319667503,199.34890304317057,0.20079945075496472,96.79028721110012
old-SM-GP,1,0.0,0.5881002724572348,0.0,0.09387710903197888,0.3180226185107864,0.0,353.2908704883227,PRED,1.0,139,136.85931318217357,15.626139459738193,353.2908704883227,0.27377809702387496,118.09511957134949
old-SM-GP,2,0.0,0.6236185243788649,0.0,0.09925911223269186,0.2771223633884463,0.0,216.05095541401275,PRED,1.000000000000003,140,118.11741479471979,17.781404583853643,216.05095541401275,0.2441839557055756,99.45935427456993
old-SM-GP,3,0.0,0.7799311208741685,0.0,0.10026676420724634,0.11980211491858285,0.0,247.0205237084218,PRED,0.9999999999999977,141,113.75353889284244,16.09484786657869,247.0205237084218,0.22623937460553192,96.65653997533182
old-SM-GP,4,0.0,0.5698486315050519,0.0,0.06012094390784448,0.3700304245871038,0.0,308.9030431705591,PRED,1.0000000000000002,142,124.38476973270122,15.565631253702021,308.9030431705591,0.31928949141031415,103.83037444943764
old-SM-GP,5,0.0,0.6199656655199758,0.0,0.14991526075534467,0.23011907372468274,0.0,260.38216560509557,PRED,1.000000000000003,143,112.81008681896381,16.948736717300164,260.38216560509557,0.2161078112208385,95.69140601148018
old-SM-GP,6,0.0,0.7496097843652806,0.0,0.09990444682738794,0.15048576880732684,0.0,252.965322009908,PRED,0.9999999999999953,144,113.69240338675118,16.08945243238719,252.965322009908,0.2129383618608334,97.13014269612425
old-SM-GP,7,0.0,0.6598139129682237,0.0,0.11010760323534784,0.23007848379642823,0.0,269.10120311394195,PRED,0.9999999999999998,145,113.43562154842633,16.158581144846778,269.10120311394195,0.2171838476583789,96.66897706966778
old-SM-GP,8,0.12004796406587426,0.6293367656982021,0.0,0.07029235349628758,0.18032291673964032,0.0,173.7579617834395,PRED,1.0000000000000042,146,111.71338314825275,16.451437975594228,173.7579617834395,0.12451066015271835,98.5072377543469
old-SM-GP,9,0.03907273745472384,0.5346089048230481,0.0,0.05942050861521831,0.27780921421484706,0.08908863489216619,195.78202406227885,PRED,1.0000000000000036,147,116.04026018108353,13.002137686556777,195.78202406227885,0.2483240472110506,99.60622944936311
old-SM-GP,10,0.0,0.6899042454375599,0.0,0.08013419921814893,0.03017761242531342,0.19978394291897283,120.14154281670206,PRED,0.9999999999999951,148,99.58758691342004,14.334141785432143,120.14154281670206,0.23092667706089315,83.18344893826824
SM-ETR,1,0.019871410746196794,0.589470441151411,0.05035837280150482,0.050220577493968466,0.09996258375221385,0.19011661405470479,102.19391365888181,PRED,0.9999999999999998,149,104.78425078026024,17.020360964558527,102.19391365888181,0.16830930070928693,89.5416982696095
SM-ETR,2,0.08954504738520104,0.5701671577137912,0.03062429370020851,0.0498653878422161,0.15991220400448017,0.09988590935409802,84.13305024769993,PRED,0.999999999999995,150,99.8107562411864,18.30905135835091,84.13305024769993,0.12719918610772654,85.56826311770189
SM-ETR,3,0.0793836888694998,0.5835438893985819,0.07002319449924065,0.06932849173218752,0.07877168339682292,0.1189490521036631,95.96602972399151,PRED,0.9999999999999959,151,104.89873069964771,9.927907666722646,95.96602972399151,0.10061921161141484,95.9100084018298
SM-ETR,4,0.020238536735142823,0.6092446188459986,0.03076161661059641,0.07987539447533869,0.08036285436252012,0.17951697897039842,134.12597310686482,PRED,0.999999999999995,152,98.62197144556004,15.137149863616859,134.12597310686482,0.18177417897429948,83.78242935477962
SM-ETR,5,0.01011255171544404,0.7193314128847218,0.020744961584032034,0.09996396975865462,0.09024891799467935,0.05959818606247083,171.15357395612173,PRED,1.0000000000000027,153,104.1222802538909,14.856640935507428,171.15357395612173,0.1793498444888437,89.51996600658343
SM-ETR,6,0.06887181360860153,0.7223007604181749,0.030024938159594575,0.06983061215783835,0.08917849073531789,0.019793384920473236,133.55980184005662,PRED,1.0000000000000007,154,99.81697939799318,14.967333968653366,133.55980184005662,0.13350118828753335,86.99326488216516
SM-ETR,7,0.010289737411595199,0.5995618726228988,0.029523298739557433,0.06032131289233435,0.050057051839546396,0.25024672649406826,146.46850672328378,PRED,1.0000000000000004,155,88.2531727418,15.333872044522108,146.46850672328378,0.2222841791786866,71.69486955239148
SM-ETR,8,0.009847701872140355,0.6528973325652931,0.02961347967694518,0.060113542928981835,0.009590328420616284,0.23793761453602416,176.02264685067232,PRED,1.0000000000000009,156,91.10953731531384,13.846124755353458,176.02264685067232,0.2207905293509964,75.35485376359726
SM-ETR,9,0.17005614873220806,0.5899004163406562,0.010304479893391581,0.03973672982768094,0.04015561214212441,0.1498466130639411,115.04600141542817,PRED,1.0000000000000022,157,82.83380230014238,17.994595695503385,115.04600141542817,0.1302715448436094,68.62564265864631
SM-ETR,10,0.11984733797646936,0.580155385346596,0.04047078757740332,0.16975265789731636,0.07980927902961407,0.009964552172604856,171.380042462845,PRED,1.000000000000004,158,103.38968826506452,8.446331261879992,171.380042462845,0.0679270092846801,96.44944226273732
SM-GBM,1,0.1104747490792623,0.5888247985830962,0.03023633637415718,0.08008133529070774,0.18014439007144087,0.010238390601335702,141.54281670205236,PRED,0.9999999999999999,159,126.83639610778698,11.49040906026288,141.54281670205236,0.1025754136041398,116.98817503348994
SM-GBM,2,0.08982283256502514,0.579292111529773,0.03083776524513135,0.10005188662743054,0.12008474216573424,0.07991066186690277,192.7246992215145,PRED,0.9999999999999971,160,126.47277298656836,9.707845852392246,192.7246992215145,0.10867351222497368,117.27190957137329
SM-GBM,3,0.010972957447198872,0.585991646863022,0.07041509822760118,0.12097938198984741,0.1511248883310362,0.060516027141294546,250.87048832271762,PRED,1.0,161,123.27501396804924,10.700494040478645,250.87048832271762,0.14322478678443062,112.19577547643269
SM-GBM,4,0.02976827747699041,0.6188375830090551,0.031476067055885286,0.09979645003273162,0.22012162242533798,0.0,224.0339702760085,PRED,1.0000000000000004,162,114.37422783770872,16.432002948752174,224.0339702760085,0.17475141829349822,99.1681696315927
SM-GBM,5,0.06946658277069218,0.6107117276269584,0.059802954835411905,0.0499025110321438,0.14014367622417273,0.06997254751062079,164.24628450106158,PRED,0.9999999999999998,163,93.12011264051412,19.441724021820498,164.24628450106158,0.11204312107957184,78.917525786421
SM-GBM,6,0.05052879400465998,0.565148691763067,0.0205524784129122,0.0604511984177732,0.24261091989772018,0.06070791750386701,173.3050247699929,PRED,0.9999999999999997,164,113.8865542773151,11.697841751126731,173.3050247699929,0.1955681274174427,100.21490830505402
SM-GBM,7,0.13100512743817244,0.534961886171871,0.03018561369260337,0.10113012317166006,0.16218379029180882,0.04053345923388451,144.60014154281671,PRED,1.0000000000000002,165,119.16088098345001,11.538429344645404,144.60014154281671,0.10707211885477666,109.10878155693624
SM-GBM,8,0.05004781404957459,0.54968931973543,0.02013587322310775,0.08995521273401551,0.26988930938040046,0.020282470877471488,183.43949044585986,PRED,0.9999999999999998,166,118.90981570856782,12.472027007992443,183.43949044585986,0.20898572012947375,104.31437339939265
SM-GBM,9,0.0804710252131081,0.5441322771286901,0.04135511631794169,0.15150811610767745,0.13190329862969777,0.050630166602884503,249.2285916489738,PRED,0.9999999999999996,167,112.42019328341289,12.623264026310641,249.2285916489738,0.11299342387813481,101.58882431513217
SM-GBM,10,0.029717581777783213,0.5492055253073844,0.030660534146412084,0.07018177549934941,0.32023458326907134,0.0,42.1797593772116,PRED,1.0000000000000004,168,123.76297036056194,16.800946654714757,42.1797593772116,0.2569687506552715,105.0837470069937
RFR-GP-2rd-pred,1,0.0,0.6192433539426908,0.0,0.17043234953189607,0.21032429652541432,0.0,219.39136588818118,PRED,1.0000000000000013,169,106.63507509695098,16.263982369922708,219.39136588818118,0.20888031200227086,90.1478714318988
RFR-GP-2rd-pred,3,0.0,0.629819080934605,0.0,0.3000342064791126,0.07014671258628262,0.0,101.79759377211606,PRED,1.0000000000000002,170,76.68527405118151,15.670917263627954,101.79759377211606,0.24811384933824243,58.92526144583783
RFR-GP-2rd-pred,4,0.0,0.4598666661957702,0.0,0.19992014642060546,0.34021318738362477,0.0,195.72540693559802,PRED,1.0000000000000004,171,112.68166527917307,16.17213182412767,195.72540693559802,0.326797044833849,91.52371757375528
RFR-GP-2rd-pred,5,0.0,0.21006775997132376,0.0,0.45002433508783557,0.33990790494084083,0.0,131.01203113941966,PRED,1.0000000000000002,172,67.76509798924172,18.325744478791027,131.01203113941966,0.2672214473592107,47.91336785547779
RFR-GP-2rd-pred,6,0.0,0.36979769383923783,0.0,0.2502907751507629,0.3799115310099966,0.0,128.40764331210192,PRED,0.9999999999999973,173,98.06571040941718,16.08284708731293,128.40764331210192,0.3045472378494043,77.84239735178454
RFR-GP-2rd-pred,7,0.0,0.4749385518910037,0.0,0.2827468472731347,0.24231460083585807,0.0,153.82873319179052,PRED,0.9999999999999964,174,89.05802517148264,13.298081486452599,153.82873319179052,0.2808449493042039,71.1751864560882
RFR-GP-2rd-pred,8,0.0,0.18978944460297642,0.0,0.360253550428691,0.4499570049683317,0.0,152.86624203821657,PRED,0.9999999999999991,175,76.54577192057482,15.34035503445526,152.86624203821657,0.3251060798943628,55.87135120757268
RFR-GP-2rd-pred,9,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723,221.20311394196744,PRED,0.9999999999999984,176,123.52067612683852,16.2020560025866,221.20311394196744,0.28297387582218125,104.10069309265798
RFR-GP-2rd-pred,10,0.0,0.35127093436126383,0.0,0.3193809825462181,0.23922426542260788,0.09012381766990858,157.8485491861288,PRED,0.9999999999999984,177,74.72671565980461,13.863642616600027,157.8485491861288,0.3110461194794306,55.35304957232737
GP-GP-2rd-pred,1,0.0,0.6500774895758523,0.0,0.009903284052116578,0.3400192263720315,0.0,152.9794762915782,PRED,1.0000000000000004,178,66.04783386158704,20.277617824758536,152.9794762915782,0.30528902114922296,43.69746410323885
GP-GP-2rd-pred,2,0.0,0.6199326361010132,0.0,0.030074186330798912,0.34999317756818826,0.0,177.43807501769285,PRED,1.0000000000000004,179,90.66340486537499,26.214128112399123,177.43807501769285,0.30846082158699406,65.21790794569566
GP-GP-2rd-pred,3,0.0,0.6100651329642471,0.0,0.03997199321789556,0.34996287381786156,0.0,196.4614295824487,PRED,1.0000000000000042,180,103.50827456443021,21.841312373945655,196.4614295824487,0.3056509074066339,80.36158208119201
GP-GP-2rd-pred,4,0.0,0.6402880697187442,0.0,0.04991790454403562,0.30979402573722414,0.0,241.13234253361642,PRED,1.000000000000004,181,104.14996539536597,21.420526881619843,241.13234253361642,0.2732298098547534,82.5105095603659
GP-GP-2rd-pred,5,0.0,0.610219200084122,0.0,0.050019276625789845,0.3397615232900878,0.0,253.70134465675866,PRED,0.9999999999999997,182,103.65781234461008,22.06457185044715,253.70134465675866,0.2956677825742891,80.79881511641494
GP-GP-2rd-pred,7,0.0,0.6060517709231227,0.0,0.04048352420304563,0.3534647048738314,0.0,206.70912951167728,PRED,0.9999999999999997,183,101.86472749064998,21.573008019878365,206.70912951167728,0.3081807879164853,78.7509919640514
GP-GP-2rd-pred,10,0.0,0.629477516904649,0.0,0.060727362401018864,0.30979512069433035,0.0,281.6135881104034,PRED,0.9999999999999982,184,120.23354152675631,20.259107955660564,281.6135881104034,0.2718286968331139,99.23083967560147
RFR-GP-3rd-pred,1,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,PRED,1.0000000000000002,185,126.0124324307372,22.03155453872351,229.69568294409058,0.2688439263321132,104.24289810809093
RFR-GP-3rd-pred,2,0.0,0.5697701241069648,0.0,0.10015256785522626,0.330077308037806,0.0,206.65251238499647,PRED,0.9999999999999971,186,131.37078644790873,16.95472604744088,206.65251238499647,0.2841521186177929,111.52733867947657
RFR-GP-3rd-pred,4,0.0,0.539657245652324,0.0,0.06001198946971338,0.25011739945820494,0.15021336541975822,101.3446567586695,PRED,1.0000000000000004,187,111.68300172138338,12.19496132059578,101.3446567586695,0.2542402891676463,95.41590949437963
RFR-GP-3rd-pred,5,0.0,0.4255505410460293,0.0,0.1385728403353752,0.38646157877441417,0.04941503984418106,117.310686482661,PRED,0.9999999999999998,188,125.65992844034767,13.560691923384724,117.310686482661,0.3312899153348964,105.62798586525946
RFR-GP-3rd-pred,6,0.021470921801020653,0.3327401978681413,0.02029533095585027,0.23174235660496248,0.3629444161878205,0.030806776582209573,193.5739561217268,PRED,1.0000000000000049,189,98.20434091082848,16.882848143399382,193.5739561217268,0.25746985368607295,79.46412269168587
RFR-GP-3rd-pred,7,0.0,0.29695967595683287,0.0,0.20782084610479792,0.2973125132243898,0.1979069647139796,155.07430997876858,PRED,1.0000000000000002,190,86.03615949902051,17.413234879842733,155.07430997876858,0.32398931378880746,64.36996950754684
RFR-GP-3rd-pred,8,0.009970656910408639,0.4098140035643566,0.020126289805429083,0.0,0.39997783426823935,0.16011121545156465,62.22222222222222,PRED,0.9999999999999984,191,69.71046411548998,14.848621193124195,62.22222222222222,0.35100958252001413,48.245770218127326
RFR-GP-3rd-pred,9,0.14839909282488428,0.3662071735437376,0.009875221837254046,0.07925387369964097,0.38582840431218046,0.010436233782305002,147.99716914366596,PRED,1.0000000000000024,192,111.9185713308838,15.082032395395203,147.99716914366596,0.18519713657299647,96.96966967026633
RFR-GP-3rd-pred,10,0.0,0.3026869124989193,0.0,0.1618195430236925,0.2628894011568846,0.27260414332050337,160.2830856334041,PRED,0.9999999999999998,193,80.29607916298423,13.616047323019274,160.2830856334041,0.35518375047816914,59.28070548234783
GP-GP-3rd-pred,1,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,PRED,1.0000000000000002,194,126.0124324307372,22.03155453872351,229.69568294409058,0.2688439263321132,104.24289810809093
GP-GP-3rd-pred,2,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0,225.3927813163482,PRED,1.0000000000000002,195,119.5920611322606,21.392816840232943,225.3927813163482,0.28468946303483356,97.50807419075079
GP-GP-3rd-pred,3,0.0,0.6063188913985983,0.0,0.08081296353314583,0.31286814506825583,0.0,229.7523000707714,PRED,1.0,196,124.4106510622956,22.476732958390723,229.7523000707714,0.27064104164094804,102.34664291746232
GP-GP-3rd-pred,4,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0,225.3927813163482,PRED,1.0000000000000002,197,119.5920611322606,21.392816840232943,225.3927813163482,0.28468946303483356,97.50807419075079
GP-GP-3rd-pred,5,0.0,0.6398925234534203,0.0,0.07014122615059554,0.28996625039598395,0.0,235.47062986553433,PRED,0.9999999999999998,198,115.96532901147074,17.440154890530184,235.47062986553433,0.2560446866162214,97.0034641015568
GP-GP-3rd-pred,6,0.0,0.6502067967256617,0.0,0.08003454420927895,0.2697586590650559,0.0,245.0955414012739,PRED,0.9999999999999966,199,115.65092474149796,17.281041067939388,245.0955414012739,0.24138484197668023,97.35501052846107
GP-GP-3rd-pred,7,0.0,0.6664812891286024,0.0,0.08069229982169294,0.25282641104970216,0.0,232.07360226468506,PRED,0.9999999999999974,200,115.08803783354767,17.110652202064546,232.07360226468506,0.23155538490517508,97.2704963363084
GP-GP-3rd-pred,8,0.0,0.6299155888485775,0.0,0.05005227827225272,0.32003213287917,0.0,200.08492569002124,PRED,1.0,201,104.1245605593065,21.39235451579535,200.08492569002124,0.28107188852042897,82.18550776059166
GP-GP-3rd-pred,9,0.0,0.6800268403861934,0.0,0.07016794018291524,0.24980521943088732,0.0,250.98372257607926,PRED,0.999999999999996,202,110.27896343228949,16.535389848486876,250.98372257607926,0.2325406388305798,92.70964295482285
GP-GP-3rd-pred,10,0.0,0.48440376314619743,0.0,0.06082922074785176,0.4547670161059549,0.0,199.1224345364473,PRED,1.000000000000004,203,123.34225023597666,15.633410847662551,199.1224345364473,0.3558062128225166,101.29329629924472
