No.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_10s,Glass (kPa)_60s,Steel (kPa)_10s,Steel (kPa)_60s,Q,Phase Seperation,Modulus (kPa),Tanδ,Slope,Log_Slope,G'',XlogP3,feature_sum,is_holdout
G-112,0.24341535780384216,0.4853372979708185,0.16997098617236436,0.1012763580529751,0.0,0.0,93.81457891012032,,,,0.45062962962962955,1.0,9378.0,0.1323,47.152384128042684,0.12712755196670297,1240.7094,0.43616229457863803,1.0000000000000002,False
G-113,0.5391860316789622,0.3096191503436502,0.07216230122930252,0.0,0.07903251674808513,0.0,7.246992215145081,,,,0.3732480000000001,0.0,13562.0,0.1517,64.96498832944316,0.12402746338921512,2057.3554,0.4673570251794833,1.0,False
G-114,0.37838672894125835,0.3650971598554051,0.0,0.0,0.25651611120333656,0.0,11.153573956121727,,,,0.28749600000000003,0.0,7274.0,0.1732,60.66355451817273,0.16663626113317656,1259.8568,0.9031948148346037,1.0,False
G-115,0.453448475007193,0.28263013170338613,0.18350882201320068,0.08041257127622027,0.0,0.0,93.41825902335457,,,,0.3629757037037036,1.0,16524.0,0.0773,35.148382794264755,0.06558838086472314,1277.3051999999998,0.123852043834867,1.0,False
G-116,0.37425081415665234,0.39972266629943853,0.07083021449377222,0.08370056337120889,0.07149574167892792,0.0,40.14154281670205,,,,0.636056,1.0,6301.0,0.1563,33.86128709569857,0.15084343970457947,984.8462999999999,0.4228635317977588,1.0,False
G-117,0.4910678828200969,0.36829612699284403,0.0,0.14063599018705916,0.0,0.0,62.27883934890304,,,,1.1033703703703706,1.0,4676.0,0.0191,5.321773924641548,0.03721533550544536,89.3116,0.0527603451717758,1.0,False
G-118,0.5498863026281411,0.2874712177830317,0.07708836340657559,0.08555411618225164,0.0,0.0,21.684359518754423,,,,0.7957389629629629,1.0,11173.0,0.0805,25.471823941313772,0.06885271394682309,899.4265,0.0695340745923462,0.9999999999999999,False
G-119,0.5612664153634275,0.29320109823871277,0.07041301552604319,0.0,0.07511947087181638,0.0,15.060155697098372,,,,0.216,0.0,12606.0,0.1539,55.11170390130044,0.11610751453721725,1940.0634,0.4286672798237722,0.9999999999999998,False
G-120,0.13266298912730656,0.39537516919156435,0.20499757653731931,0.17088059166272984,0.09608367348108,0.0,87.19037508846426,,,,0.9221143703703701,1.0,7792.0,0.102,30.59353117705902,0.10494645015414851,794.784,0.3320792150298013,1.0,False
G-121,0.22668795950622386,0.50214097356411,0.1753172477562139,0.09585381917345212,0.0,0.0,59.447983014862,,,,0.3943703703703705,1.0,7348.0,0.1294,40.09669889963322,0.13134951186486157,950.8311999999999,0.48149373841858323,1.0,False
G-122,0.5156267545493285,0.2998039317620829,0.09740822443676243,0.0871610892518262,0.0,0.0,21.910828025477706,,,,0.5380290370370371,1.0,7955.0,0.0838,16.715571857285763,0.06511508610549321,666.629,0.09796397944395077,1.0,False
G-123,0.2871380480524351,0.19207442188036408,0.0,0.29937276459677553,0.2214147654704252,0.0,43.76503892427459,,,,2.3349922962962975,1.0,6267.0,0.0574,9.729909969989997,0.0506071854307452,359.7258,-0.1660402551038428,1.0,False
G-124,0.44395709506135683,0.18949018686979524,0.0,0.0,0.3665527180688479,0.0,11.832979476291579,,,,0.3943703703703705,0.0,5302.0,0.2203,58.28609536512171,0.2040463683459549,1168.0306,0.8153459166174808,1.0,False
G-125,0.41751294874352585,0.39866146594074414,0.0959258092610319,0.0,0.08789977605469813,0.0,12.738853503184714,,,,0.238328,0.0,6988.0,0.1522,40.613537845948656,0.1334124745090306,1063.5736,0.658294311950445,1.0,False
G-126,0.5408646164606482,0.29442519195686906,0.08530167134751504,0.0,0.0794085202349678,0.0,18.343949044585987,,,,0.24609896296296288,0.0,28703.0,0.1416,33.42447482494165,0.04228349062041456,4064.3448000000003,0.44701229443526297,1.0,False
G-127,0.2897073520078211,0.0882508295236742,0.0,0.22431275868167375,0.39772905978683093,0.0,63.411181882519465,,,,1.061208,1.0,3967.0,0.1054,14.441480493497833,0.1015024377403122,418.12179999999995,0.18547693208263072,1.0,False
G-128,0.5126470832591984,0.22070585526963613,0.075734279977142,0.19091278149402355,0.0,0.0,19.532908704883226,,,,2.3349922962962975,1.0,4408.0,0.00523384,3.6478826275425145,0.027678021187493948,23.07076672,-0.2922565541728894,1.0,False
G-129,0.5080259931748321,0.30264225192731725,0.10209309284300998,0.08723866205484065,0.0,0.0,24.118895966029726,,,,0.8130370370370368,1.0,11711.0,0.0843,28.606202067355788,0.07361084781116381,987.2373,0.10517799941539185,1.0,False
G-130,0.08357729671481373,0.41950965278751234,0.202057375761216,0.21374163878472044,0.08111403595173736,0.0,69.63906581740977,,,,1.5879629629629635,1.0,5073.0,0.0956,16.525508502834278,0.08887961444374322,484.97880000000004,0.24524087275259765,0.9999999999999998,False
G-131,0.09092841797831432,0.495840373158557,0.20848041288395222,0.20475079597917642,0.0,0.0,82.66100495399859,,,,1.1910160000000003,1.0,5550.0,0.0805,14.754918306102034,0.07706795573486284,446.77500000000003,0.23758730146305063,1.0,False
G-132,0.2895698111353848,0.08711089524489309,0.0,0.22476541996611693,0.3985538736536052,0.0,71.9037508846426,,,,1.4049280000000004,1.0,9929.0,0.0977,33.71123707902635,0.09478132531647024,970.0632999999999,0.18410427967202025,1.0,False
G-133,0.5094941751903237,0.2322821711035913,0.08916022918624283,0.16906342451984224,0.0,0.0,25.194621372965322,,,,2.032296296296296,1.0,4577.0,0.00506556,3.037679226408803,0.022772069262798535,23.18506812,-0.2149899292185079,1.0,False
G-134,0.47107101049520667,0.35281007775740697,0.1761189117473862,0.0,0.0,0.0,4.18966737438075,,,,0.3629757037037036,0.0,12753.0,0.0539,26.178726242080696,0.06526783250440564,687.3867,0.430668060407662,0.9999999999999998,False
G-135,0.22168470761105027,0.31250266385558884,0.39272997292204676,0.0,0.07308265561131412,0.0,16.022646850672327,,50.16277423920736,,0.27042162962962957,0.0,17175.0,0.0304,49.89663221073692,0.0844118653873729,522.12,0.6147929048201288,0.9999999999999999,False
G-136,0.29705705173127567,0.24237147389579852,0.3859430070370206,0.0,0.07462846733590511,0.0,1.9249823071479122,,18.400566171266806,,0.24609896296296288,0.0,14112.0,0.0376,32.07735911970657,0.07390760852468739,530.6112,0.4879614204632462,0.9999999999999999,False
G-137,0.276485301440791,0.08239661890924391,0.0,0.2199275355272614,0.42119054412270385,0.0,76.9992922859165,,,,1.3799890370370376,1.0,10333.0,0.1143,37.59586528842948,0.10037885007159468,1181.0619,0.2338582872582139,1.0,False
G-138,0.5653235172852438,0.19826046247091347,0.1658107504777617,0.07060526976608099,0.0,0.0,41.953290870488324,,,,0.4624877037037039,1.0,11590.0,0.0457,20.050016672224075,0.05347823358208692,529.663,-0.01482757415528857,0.9999999999999999,False
G-139,0.36973028974786887,0.40040174563165526,0.22986796462047576,0.0,0.0,0.0,4.359518754423213,,,,0.26214400000000004,0.0,12484.0,0.0425,23.30443481160387,0.0492585384503727,530.57,0.5426322832061777,0.9999999999999999,False
G-140,0.21164360999707796,0.4025153430264303,0.09287501922066868,0.10129852863707643,0.09109104855033559,0.10057645056841101,95.6829440905874,,,,0.4052239999999998,1.0,9573.0,0.1693,67.54918306102034,0.16083422490889526,1620.7089,0.4342265986338179,0.9999999999999999,False
G-141,0.24038480507031545,0.4190266636623315,0.16174875011207296,0.09152076806089708,0.0,0.08731901309438288,101.45789101203114,,,,0.5249069629629629,1.0,16646.0,0.1176,70.59686562187396,0.11513815853463209,1957.5696,0.33019942288621446,0.9999999999999997,False
G-142,0.10455876120721212,0.4094284402235343,0.18659558956413066,0.20504898841919952,0.0,0.09436822058592348,89.68152866242038,,,,1.5341383703703702,1.0,5999.0,0.0627,14.894964988329445,0.07214306980487491,376.13730000000004,0.0653969995410777,1.0,False
G-143,0.19951187055579056,0.3408425136489475,0.36962095764586056,0.0,0.0,0.09002465814940139,11.210191082802547,,77.33899504600141,,0.216,0.0,21474.0,0.0774,73.59119706568856,0.08551016744599017,1662.0875999999998,0.4978573120942541,1.0,False
G-144,0.6551647897877959,0.08169038018915961,0.08661260189143336,0.0,0.08627990664164539,0.09025232148996576,11.32342533616419,,,,0.43897600000000025,1.0,21146.0,0.0917,49.07635878626209,0.06902121397451157,1939.0882000000001,0.07287053698269638,1.0,False
G-145,0.5680881880046112,0.277493134908946,0.08315374321845595,0.0,0.0,0.07126493386798677,14.94692144373673,,,,0.24609896296296288,1.0,11241.0,0.1156,30.89029676558853,0.08048148375067334,1299.4596,0.24608712379937064,1.0,False
G-146,0.13731725974380973,0.5708618210544056,0.10710073093898878,0.0,0.08533666264631296,0.09938352561648296,32.554847841472046,,,,0.3144320000000001,0.0,12389.0,0.1812,117.49916638879627,0.1830410044035093,2244.8868,0.9646512826579272,1.0,False
G-147,0.505868351494165,0.30362873891071124,0.12989836278481728,0.0,0.0,0.06060454681030653,17.098372257607927,,,,0.17561600000000005,1.0,4941.0,0.0533,13.14438146048683,0.07247547878385144,263.3553,0.3164193571766744,1.0,False
G-148,0.45763739138809845,0.41394344726194937,0.06616844690456163,0.0,0.0,0.062250714445390716,14.94692144373673,,,,0.2232802962962962,0.0,18134.0,0.1358,79.14971657219074,0.10674948030375522,2462.5972,0.48502097519728493,1.0000000000000002,False
G-149,0.11012284089441772,0.4301319058361455,0.18344093699749087,0.18742939832917896,0.0,0.08887491794276692,83.62349610757254,,,,1.0201336296296295,1.0,5419.0,0.062,14.081360453484496,0.07646050288815986,335.978,0.1417883821610574,1.0,False
G-150,0.6503990972192661,0.09890803540593152,0.07338191550418281,0.07661330018219,0.0,0.10069765168842962,25.534324133050248,,,,0.9801330370370369,1.0,5513.0,0.0094913,2.140713571190397,0.013756163758960561,52.325536899999996,-0.2577895858336292,1.0000000000000002,False
G-151,0.6345624607699576,0.11853828483526574,0.09498576497755915,0.0,0.07638119883655282,0.07553229058066467,15.399858457183297,,,,0.2232802962962962,1.0,16671.0,0.0735,38.352784261420474,0.06910971396912724,1225.3184999999999,0.12360662111780357,1.0,False
G-152,0.14164926999612998,0.5797928455802961,0.10449837361472324,0.08608844230889631,0.0,0.08797106849995458,113.8004246284501,,,,0.254037037037037,1.0,11920.0,0.12,99.8166055351784,0.16650239364648964,1430.3999999999999,0.6055798948562355,1.0000000000000002,False
G-153,0.16249466873075383,0.575870681244267,0.1038209193654809,0.08804577070242324,0.0,0.06976795995707516,107.8556263269639,,,,0.33329303703703705,1.0,10617.0,0.1834,85.70523507835946,0.1663887965653028,1947.1578000000002,0.5946095859362549,1.0,False
G-154,0.1360027324230745,0.5760787538394659,0.09639392267261102,0.09824696492092226,0.0,0.09327762614392625,121.33050247699929,,,,0.38371229629629616,1.0,5937.0,0.1781,50.05668556185395,0.14662121032531625,1057.3797,0.5669427000705657,0.9999999999999999,False
G-155,0.3876382754320898,0.3407972176833833,0.17277529371400627,0.0,0.0,0.09878921317052057,15.682944090587403,,55.25831564048124,,0.3528936296296296,0.0,15043.0,0.0563,36.025341780593536,0.06723370221927939,846.9209000000001,0.40237906556155967,0.9999999999999999,False
G-156,0.6309308234278235,0.13662087323374614,0.08543541469237108,0.07890616247378018,0.0,0.0681067261722789,37.53715498938429,,,,1.1910160000000003,1.0,7323.0,0.0125,4.661553851283761,0.022322523583254546,91.53750000000001,-0.18739430670984294,0.9999999999999997,False
G-157,0.6078580100544446,0.10728073566023055,0.07235034510365862,0.0,0.14134279966579474,0.07116810951587152,5.322009907997169,,,,0.27042162962962957,1.0,6449.0,0.1501,26.498832944314774,0.10143432428064965,967.9949,0.22811057786603578,1.0000000000000002,False
G-158,0.46626929021892155,0.20548036436124478,0.274251059388884,0.0,0.0,0.05399928603094978,4.585987261146497,,,,0.216,1.0,17276.0,0.0197,11.5405135045015,0.022807008006358764,340.3372,0.20895260707210836,1.0,False
G-159,0.32861726998345503,0.42822286143519467,0.08154793047724172,0.0,0.07381190524926409,0.08780003285484443,18.343949044585987,,,,0.20887970370370365,0.0,12910.0,0.158,87.0490163387796,0.1530003811870722,2039.78,0.6709949361197878,0.9999999999999999,False
G-160,0.34061263720958507,0.5183737552721069,0.06353048088872827,0.0,0.0,0.07748312662957964,12.229299363057326,,,,0.238328,0.0,4205.0,0.1746,26.28209403134378,0.15393717125600936,734.193,0.6717728905000238,1.0,False
G-161,0.4685729616022154,0.36054520892009984,0.0,0.0,0.0,0.1708818294776847,13.13517338995046,,,,0.17561600000000005,1.0,12237.0,0.1303,55.928642880960325,0.12241933862895395,1594.4811,0.3511153608459767,0.9999999999999999,False
G-162,0.5408159565311154,0.2718028093252027,0.10382117932728582,0.0,0.0,0.08356005481639618,16.475583864118896,,,,0.2019176296296295,1.0,21833.0,0.0939,51.19373124374792,0.07011582495718893,2050.1187,0.2451527026420077,1.0,False
G-163,0.10106956619077907,0.41748770523596856,0.20029274912653733,0.20040989910779067,0.0,0.0807400803389243,91.15357395612173,,58.31564048124557,,0.9032962962962963,1.0,3610.0,0.0773,9.336445481827276,0.07493760169217127,279.053,0.09784490998983127,1.0,False
G-164,0.1318291300177241,0.5795522916729042,0.1177844702812793,0.07684392559088624,0.0,0.09399018243720617,118.895966029724,,,,0.27042162962962957,1.0,8901.0,0.1739,75.88529509836613,0.179684053616163,1547.8839,0.6323488537559534,1.0,False
G-165,0.5655275912572929,0.19628203853970289,0.15776738435980855,0.0,0.0,0.08042298584319564,7.643312101910828,,,,0.27042162962962957,1.0,12124.0,0.0478,17.939313104368125,0.05224828844997212,579.5272,0.13480684392407452,1.0,False
G-166,0.221317709979232,0.40700391622488735,0.08597976124365894,0.0,0.08984585151227459,0.19585276103994728,20.099079971691438,,,,0.20887970370370365,0.0,15198.0,0.1924,146.31543847949317,0.1936859047579896,2924.0951999999997,0.6628069865241379,1.0,False
G-167,0.15976980216069409,0.4419800110877564,0.12960504969101153,0.12278073231345744,0.0,0.14586440474708054,97.38145789101203,,62.84501061571125,,0.4993063703703704,1.0,7008.0,0.1356,30.880293431143716,0.11880379031804858,950.2848,0.2819113416340485,0.9999999999999999,False
G-168,0.2109621697167597,0.4002201405866712,0.21414414007641167,0.0,0.08217385450076159,0.09249969511939582,8.88888888888889,,,,0.20887970370370376,0.0,16959.0,0.1137,113.24441480493499,0.14729048859741573,1928.2383,0.7015476593757899,1.0,False
G-169,0.2628950117951479,0.4991987321272498,0.16464691491948594,0.0,0.0,0.07325934115811648,13.531493276716207,,,,0.20887970370370365,0.0,14216.0,0.0923,66.88562854284763,0.11403586079001929,1312.1368,0.6860978743015155,1.0,False
G-170,0.5308109599307134,0.30086944231919627,0.0,0.08576000830050318,0.0,0.08255958944958729,65.10969568294409,,,,0.8130370370370368,1.0,9720.0,0.0571,12.860953651217073,0.044887344378333985,555.012,0.051954371491695406,1.0,False
G-171,0.22478399604804378,0.1856652719505916,0.1052261854096245,0.18866282933766998,0.0,0.2956617172540701,20.38216560509554,,,,3.285797629629629,1.0,1960.0,0.00737874,4.0313437812604205,0.06072476592733702,14.462330399999999,-0.3510839228256226,0.9999999999999999,False
G-172,0.4250004389698795,0.08199564419837216,0.2520798474162552,0.17611111464310453,0.0,0.06481295477238856,7.246992215145081,,,,1.7862423703703696,1.0,3358.0,0.00830938,2.1973991330443483,0.022460518625122078,27.90289804,-0.42742426187965815,1.0,False
G-173,0.5593263594284578,0.19688469265579872,0.16260773954684574,0.0,0.0,0.0811812083688977,2.6610049539985847,,,,0.254037037037037,1.0,13068.0,0.0363,24.52817605868623,0.05577363047939748,474.3684,0.13819319820303722,0.9999999999999998,False
G-174,0.6313261233454271,0.15233327338730754,0.0,0.06968846707821404,0.07709262773752161,0.06955950845152956,61.769285208775656,,,,0.5927039999999999,1.0,6168.0,0.0481,8.662887629209738,0.04463561588305775,296.6808,-0.018370660113998117,0.9999999999999999,False
G-175,0.14490169293881866,0.5972041881923081,0.10814638896591676,0.08747024681390135,0.0,0.062277483089055286,48.35102618542109,,,,0.3943703703703705,1.0,16381.0,0.2098,137.41913971323777,0.1725603143785397,3436.7338,0.6369522880822485,1.0000000000000002,False
G-176,0.2101589951048604,0.18974061634006914,0.10831624998957703,0.19215045507064352,0.0,0.29963368349484987,12.965322009907997,,,,2.1970000000000005,1.0,3466.0,0.00997024,1.6338779593197734,0.01682045988042937,34.55685184,-0.35038440237610796,1.0,False
G-177,0.0,0.2871786345133568,0.24031058033921487,0.393044152893331,0.0,0.07946663225409732,31.64897381457891,,,,3.2417919999999985,1.0,2572.0,0.0325,1.1637212404134711,0.016291131204721438,83.59,-0.5579703299339459,1.0,False
G-178,0.2605721879300392,0.49371517556211575,0.1741091930397266,0.0,0.0,0.07160344346811835,8.32271762208068,,20.495399858457183,,0.254037037037037,0.0,10786.0,0.109,57.0923641213738,0.13969725913219408,1175.674,0.6808323351495271,0.9999999999999999,False
G-179,0.5548886084257583,0.19856927535100755,0.1631952219439171,0.0,0.0,0.08334689427931703,5.8881811748053785,,15.56970983722576,,0.28749600000000003,1.0,11120.0,0.0781,22.380793597865956,0.06016627815484178,868.472,0.14141326500025592,1.0,False
G-180,0.5336866613665922,0.27705674536449004,0.10462298378508265,0.0,0.0,0.0846336094838351,1.1889596602972399,,20.89171974522293,,0.3629757037037036,1.0,10168.0,0.1349,28.882960986995666,0.08292734643329797,1371.6632,0.2549836582219226,0.9999999999999999,False
GPRFR-1,0.0,0.48451258787893264,0.0,0.060700692151103144,0.45478647504419284,0.0,238.20712432177402,,,,,,,,,,,,0.9999997550742286,True
GPRFR-2,0.0,0.5301078450090368,0.0,0.0500926869726537,0.3697016062106456,0.050097791441497265,304.60014154281674,,,,,,,,,,,,0.9999999296338333,True
GPRFR-3,0.0,0.5706106704507212,0.0,0.14944086180721236,0.20982239211675183,0.0701261674416365,253.19179051663127,,,,,,,,,,,,1.0000000918163219,True
GPRFR-4,0.0,0.6796300844191252,0.0,0.23033092595743287,0.0900391617164726,0.0,146.24203821656047,,,,,,,,,,,,1.0000001720930307,True
