cell,reference_pseudotime,trajectory_bin,embedding_1,embedding_2,annotated_age,phase,state,batch
667,0.13196016633782703,Q2,16.200987,3.7940786,9.6,S,cycling,1
668,0.16125724314904158,Q5,15.741042,4.6251574,6.1333333329999995,S,cycling,1
669,0.18671180966069645,Q6,14.046937,6.0121336,1.8666666669999998,G1,cycling,1
670,0.12951379938533988,Q2,15.683608,3.0237489,6.933333332999999,S,cycling,1
671,0.22716887263547425,Q8,11.859202,6.1587367,5.8666666670000005,S,cycling,1
672,0.16805689329816914,Q5,16.227911,5.122497,1.8666666669999998,G1,cycling,1
673,0.16380393044633917,Q5,15.865375,4.7885885,7.733333332999999,S,cycling,1
674,0.13059485356722467,Q2,16.355724,3.6218066,0.533333333,G1,cycling,1
675,0.1775408527485074,Q6,15.913229,4.086095,9.6,S,cycling,1
676,0.11980339153033123,Q2,13.54604,1.9105772,6.933333332999999,G1,cycling,1
677,0.23263719371930008,Q8,12.021036,7.138436,2.666666667,G0,arrested,1
678,0.1363572667038148,Q3,13.466084,1.7081711,1.333333333,G0,arrested,1
679,0.15544512417786058,Q4,16.048414,4.8396587,3.4666666669999997,G1,nan,1
680,0.17433068371844343,Q6,12.627566,2.4313297,13.06666667,S,cycling,1
681,0.17148090226072865,Q5,15.922691,5.5977254,3.4666666669999997,G0,arrested,1
682,0.22037405708599236,Q7,10.5895,6.7338486,2.933333333,G0,arrested,1
683,0.17922133807687696,Q6,14.04342,7.2757273,16.0,G0,arrested,1
684,0.238775473517249,Q8,9.258739,3.584998,3.733333333,G1,cycling,1
685,0.16172216937483103,Q5,15.843572,4.307201,9.6,S,nan,1
686,0.2203047352061955,Q7,12.492771,7.193473,4.533333333,G0,arrested,1
687,0.12509220320558306,Q2,16.395212,3.6095967,0.533333333,G1,nan,1
688,0.11890682790269327,Q2,14.972383,2.8879483,8.0,G1,cycling,1
689,0.14500110214228315,Q3,11.913467,1.949385,6.1333333329999995,G1,cycling,1
690,0.135099178070144,Q3,12.224661,5.092476,0.533333333,G1,cycling,1
691,0.16611023843838224,Q5,13.728012,6.7338076,2.133333333,G0,arrested,1
692,0.08670190543113002,Q1,16.01616,2.931959,1.333333333,G0,arrested,1
693,0.08962927698171845,Q1,16.296442,3.3920183,4.266666667,G0,arrested,1
694,0.29502036690248623,Q8,9.11083,3.5955236,25.06666667,G2,cycling,1
695,0.13189386109787915,Q2,16.413372,4.1603026,5.066666667,G1,nan,1
696,0.18597484993888946,Q6,14.017252,6.2348986,6.1333333329999995,S,cycling,1
697,0.15742327403614811,Q4,14.124972,3.882063,17.6,G2,cycling,1
698,0.1856612263190121,Q6,12.83316,4.95309,19.46666667,G2,nan,1
699,0.154410163941051,Q4,15.950516,4.0940275,6.1333333329999995,S,cycling,1
700,0.1560170138995706,Q4,11.694328,4.9022055,8.8,S,cycling,1
701,0.13153367691837106,Q2,16.265745,4.1531014,10.4,S,cycling,1
702,0.15168083512019315,Q4,15.549741,4.53909,12.8,S,cycling,1
703,0.1905839840055988,Q6,12.829106,2.1521533,12.0,S,cycling,1
704,0.2959291666804406,Q8,8.917756,5.4544926,0.26666666699999997,G1,cycling,1
705,0.09210466083472088,Q1,15.511435,2.9124172,1.066666667,G1,cycling,1
706,0.09616072370916925,Q1,16.179659,3.1211643,4.0,G0,arrested,1
707,0.12686775089719476,Q2,16.285715,3.6418653,1.8666666669999998,G0,arrested,1
708,0.15265794313119138,Q4,14.832987,4.242631,8.533333333,S,cycling,1
709,0.22397105584343283,Q7,10.282167,6.793159,2.4,G1,cycling,1
710,0.17396084657497177,Q6,12.886374,2.2346132,8.0,S,cycling,1
711,0.21370370739146796,Q7,11.133025,2.29675,10.4,S,cycling,1
712,0.17013778261388507,Q5,16.342834,4.373767,3.4666666669999997,G1,cycling,1
713,0.22469730964801937,Q7,10.488069,6.699158,0.26666666699999997,G1,cycling,1
714,0.18639034549891242,Q6,10.48741,2.797779,16.8,G2,cycling,1
715,0.1949086582656397,Q7,12.326279,7.060856,1.333333333,G1,cycling,1
716,0.11831501757808106,Q2,15.524801,2.460162,1.066666667,G1,cycling,1
717,0.12564318044111938,Q2,16.327435,3.4338522,1.8666666669999998,G0,arrested,1
718,0.16803382520394008,Q5,16.005995,5.3049803,3.4666666669999997,G0,arrested,1
719,0.16746884776948423,Q5,13.9216795,6.563107,4.8,G1,cycling,1
720,0.18961357036348098,Q6,13.795338,6.6244407,6.1333333329999995,S,cycling,1
721,0.0839740916395421,Q1,15.708969,2.5785358,0.533333333,G1,cycling,1
722,0.1925695905762688,Q6,12.450252,5.537553,12.8,S,cycling,1
723,0.18384202710522052,Q6,16.222988,5.0576277,3.4666666669999997,G1,cycling,1
724,0.11910177776168097,Q2,15.009539,2.7922218,7.733333332999999,S,cycling,1
725,0.08695489161729013,Q1,13.79623,3.0694659,8.0,S,cycling,1
726,0.21624885585078193,Q7,11.915895,5.5949264,14.13333333,G2,cycling,1
727,0.166079972569543,Q5,13.33957,2.3770683,10.66666667,S,cycling,1
728,0.15767440569686508,Q4,12.636849,5.638902,17.86666667,G2,cycling,1
729,0.1576257885347727,Q4,15.53766,5.797979,4.0,G1,cycling,1
730,0.12243306578223742,Q2,15.356358,3.3491673,7.466666667,S,cycling,1
731,0.18055182549542287,Q6,13.9353485,5.9553638,6.1333333329999995,S,cycling,1
732,0.15416970454534726,Q4,15.563773,5.646884,5.066666667,G1,cycling,1
733,0.21956149525307325,Q7,14.553582,7.5954676,20.8,G0,arrested,1
734,0.2093227054635784,Q7,12.175232,6.9567676,14.13333333,G2,cycling,1
735,0.1672264485525677,Q5,13.9916115,6.678812,2.133333333,G0,arrested,1
736,0.1889282757559893,Q6,12.326951,2.2285602,14.4,S,cycling,1
737,0.2107011522091923,Q7,11.964791,4.932354,10.93333333,G2,cycling,1
738,0.2032372779523791,Q7,12.530057,7.0814753,1.333333333,G1,cycling,1
739,0.18098875457167266,Q6,15.172385,6.2117257,3.2,G1,cycling,1
740,0.15571247900607177,Q4,15.744455,4.6811833,13.06666667,S,cycling,1
741,0.13734896722570147,Q3,14.983844,3.5535386,14.93333333,S,cycling,1
742,0.18439103806124946,Q6,13.995702,6.6576457,5.6,G1,cycling,1
743,0.18417813098641503,Q6,12.561138,5.2427826,8.266666667,S,cycling,1
744,0.19731543400833187,Q7,12.507451,6.001925,7.733333332999999,S,cycling,1
745,0.15869642327687244,Q4,14.292666,6.564939,4.266666667,G1,nan,1
746,0.18401926189905585,Q6,12.57869,3.08078,10.93333333,S,cycling,1
747,0.08618544933955648,Q1,15.315598,2.2939894,1.066666667,G1,cycling,1
748,0.1732146098978235,Q5,11.228975,2.885379,8.0,S,cycling,1
749,0.1241057475794906,Q2,14.639218,2.7920947,5.8666666670000005,S,cycling,1
750,0.16246559627252427,Q5,15.361621,5.6654463,3.733333333,G1,cycling,1
751,0.1810363407383658,Q6,13.014795,4.7404213,10.93333333,S,cycling,1
752,0.2569856866314729,Q8,10.131535,6.68003,1.8666666669999998,G0,arrested,1
753,0.16139644178521567,Q5,14.449258,3.986355,17.6,G2,cycling,1
754,0.16283888619449466,Q5,11.21136,2.813066,16.0,G0,arrested,1
755,0.2309311388020725,Q8,11.762748,6.054556,6.1333333329999995,S,cycling,1
756,0.1575389244711141,Q4,12.304381,4.313554,8.0,S,cycling,1
757,0.20363847202454857,Q7,11.771334,6.2838845,6.933333332999999,S,cycling,1
758,0.15840303673021894,Q4,14.965,6.201953,4.8,G1,cycling,1
759,0.2098447201755266,Q7,11.896236,5.471285,10.66666667,S,cycling,1
760,0.12488598504163627,Q2,13.0747595,3.8264906,7.733333332999999,S,cycling,1
761,0.21689699959139808,Q7,11.932876,5.224045,14.4,G2,cycling,1
762,0.18840886395661577,Q6,10.819285,2.8060024,16.8,G1,cycling,1
763,0.08749758720310126,Q1,12.823113,3.4121468,6.666666667,S,cycling,1
764,0.22367178500678483,Q7,11.86811,5.654652,8.266666667,S,cycling,1
765,0.15906804428132,Q4,15.397347,5.7765713,3.733333333,G1,cycling,1
766,0.18147983489748176,Q6,13.952932,4.6426187,10.66666667,S,cycling,1
767,0.11491517913540622,Q1,14.203277,2.4402955,6.933333332999999,S,cycling,1
768,0.3004117132195577,Q8,9.554572,5.6029534,15.46666667,G2,cycling,1
769,0.14953976881711994,Q3,15.223875,5.6730523,4.0,G1,cycling,1
770,0.12195514408828885,Q2,14.481666,4.365716,9.6,S,cycling,1
771,0.1532526587100804,Q4,11.38998,4.4924498,1.066666667,G1,cycling,1
772,0.19954194526989916,Q7,11.429624,3.0929654,14.4,G2,cycling,1
773,0.12074320621822504,Q2,14.853321,4.2725863,7.2,S,cycling,1
774,0.25804535208326473,Q8,9.263936,5.488337,5.066666667,G1,cycling,1
775,0.2566106156924407,Q8,9.198123,3.3904676,6.1333333329999995,S,cycling,1
776,0.1522502287293764,Q4,15.36608,4.4244933,13.33333333,S,cycling,1
777,0.16902149766618615,Q5,14.812341,6.077387,8.266666667,G1,cycling,1
778,0.1853318075757273,Q6,14.846237,7.4624715,17.86666667,G0,arrested,1
779,0.21105804659258137,Q7,10.920108,4.9058595,13.06666667,S,cycling,1
780,0.127672055424336,Q2,15.395875,4.9714537,5.066666667,S,cycling,1
781,0.3483892175128344,Q8,8.90491,5.101399,13.33333333,S,cycling,1
782,0.12972563678656762,Q2,13.231159,3.510902,8.0,S,cycling,1
783,0.19827027811824616,Q7,11.747389,6.6466184,4.266666667,G1,nan,1
784,0.13609443460331858,Q3,11.471576,2.72687,6.666666667,S,cycling,1
785,0.18372419620329172,Q6,13.943376,6.3296304,5.8666666670000005,S,cycling,1
786,0.2786990995313405,Q8,9.100995,5.3471375,1.6,G0,arrested,1
787,0.2522824748725214,Q8,9.568054,5.901929,4.266666667,G1,nan,1
788,0.1883849869054249,Q6,13.769125,4.841272,9.6,S,cycling,1
789,0.19444497850953082,Q7,12.29337,6.362474,2.933333333,G1,cycling,1
790,0.1959330598920779,Q7,13.422221,6.8532457,5.6,G1,cycling,1
791,0.13260674379583418,Q2,12.021927,2.5397081,14.4,G2,cycling,1
792,0.15734088291827578,Q4,10.367973,3.0539176,7.2,S,cycling,1
793,0.1909842101508912,Q6,14.320606,7.252643,17.33333333,G0,arrested,1
794,0.1943222957626592,Q7,12.770751,6.7959533,2.933333333,G1,nan,1
795,0.2559867395815709,Q8,10.622325,6.2263703,12.8,S,cycling,1
796,0.3190511878484195,Q8,9.162169,3.8814635,4.533333333,G0,arrested,1
797,0.1551834706152391,Q4,14.398975,3.5703807,18.66666667,S,cycling,1
798,0.15836529718402023,Q4,14.855453,6.0750203,2.133333333,G1,nan,1
799,0.13988008782224157,Q3,14.152352,5.4384,2.133333333,G1,nan,1
800,0.1631861818979138,Q5,14.827353,7.240886,17.06666667,G1,nan,1
801,0.15201320383253905,Q4,14.167338,6.992857,3.2,G0,arrested,1
802,0.162570719326651,Q5,13.844615,6.1421027,4.8,G1,cycling,1
803,0.21191957526029342,Q7,11.309055,6.491561,1.6,G0,arrested,1
804,0.15537381935876515,Q4,15.481797,5.5440335,6.666666667,S,cycling,1
805,0.12541391063448148,Q2,15.247414,5.502322,1.8666666669999998,G0,arrested,1
806,0.21249582802948136,Q7,10.504117,2.5477924,18.4,G2,cycling,1
807,0.1982013304389465,Q7,9.462704,3.505756,7.733333332999999,S,cycling,1
808,0.15122266961947228,Q4,13.707696,4.6034803,13.06666667,S,cycling,1
809,0.16509868847537224,Q5,14.861888,6.197558,1.333333333,G0,arrested,1
810,0.15295710854309674,Q4,11.58311,2.1635962,4.266666667,G1,cycling,1
811,0.19054980221464812,Q6,14.394763,6.289925,15.46666667,G2,cycling,1
812,0.19757645970830298,Q7,11.230784,4.8234854,8.266666667,S,cycling,1
813,0.1555786167101385,Q4,14.076656,5.092289,13.86666667,G2,cycling,1
814,0.13952425954919054,Q3,14.573586,5.582706,5.066666667,S,cycling,1
815,0.22506282465788227,Q7,12.175187,5.677729,18.13333333,S,cycling,1
816,0.1850172032340465,Q6,15.144891,7.6038427,13.86666667,G0,arrested,1
817,0.1506050206617593,Q4,15.266479,5.7133894,4.8,G1,cycling,1
818,0.23168439796590945,Q8,9.296672,3.509606,2.933333333,G1,cycling,1
819,0.11792566622018304,Q2,15.333056,4.1617904,5.8666666670000005,S,cycling,1
820,0.19604515160036168,Q7,13.297576,7.0682797,0.8,G0,arrested,1
821,0.12640628090176992,Q2,14.909658,4.5786176,18.4,G2,cycling,1
822,0.2122129006874938,Q7,12.163704,6.5943685,0.0,G1,cycling,1
823,0.19115845502415385,Q6,12.754869,6.5542884,0.0,G1,cycling,1
824,0.15658251739370446,Q4,14.905319,4.8298674,10.4,S,cycling,1
825,0.19930480047564536,Q7,13.913184,6.8535104,1.066666667,G0,arrested,1
826,0.1396862184272598,Q3,15.448223,5.464047,3.2,G0,arrested,1
827,0.23591372792799747,Q8,10.60392,3.761603,16.53333333,G2,cycling,1
828,0.149671602000815,Q3,15.460534,5.020067,1.8666666669999998,G0,arrested,1
829,0.15214536987057556,Q4,15.914844,5.2343564,5.333333333,S,cycling,1
830,0.19419323349435388,Q7,14.865373,6.342934,1.066666667,G0,arrested,1
831,0.19914728599872902,Q7,13.531095,6.9335933,1.8666666669999998,G0,arrested,1
832,0.18879371508386728,Q6,12.698052,7.0590425,2.133333333,G0,arrested,1
833,0.12084573240562758,Q2,15.325337,4.3652225,7.733333332999999,S,cycling,1
834,0.18356979281933766,Q6,13.10841,4.066695,20.8,S,cycling,1
835,0.17233210638503635,Q5,11.415078,3.8312604,2.133333333,G0,arrested,1
836,0.17175124154341723,Q5,13.7042,5.3976793,5.333333333,S,cycling,1
837,0.21338202227516903,Q7,12.263636,7.25899,0.8,G0,arrested,1
838,0.19166741449479288,Q6,11.894672,5.30369,12.8,G2,cycling,1
839,0.16966396585832694,Q5,15.2778225,6.059529,1.333333333,G0,arrested,1
840,0.19480113013153322,Q7,10.329522,3.9663928,0.8,G1,cycling,1
841,0.15170897839160455,Q4,15.131419,4.14015,14.93333333,G2,cycling,1
842,0.15076011503293021,Q4,15.194593,5.05709,5.8666666670000005,S,cycling,1
843,0.19454358480621467,Q7,13.396506,6.573723,6.666666667,S,cycling,1
844,0.12952057103164272,Q2,12.003919,2.958051,5.8666666670000005,S,cycling,1
845,0.209068089988553,Q7,12.441131,7.222142,1.066666667,G1,nan,1
846,0.20616390594419412,Q7,11.202449,6.790599,13.86666667,G2,cycling,1
847,0.19782686695360652,Q7,10.826368,6.436383,9.333333332999999,S,cycling,1
848,0.15629511930560344,Q4,15.481098,5.3163466,6.933333332999999,G1,cycling,1
849,0.16140991752226375,Q5,15.50156,5.9420934,6.933333332999999,G1,cycling,1
850,0.13034315981416056,Q2,12.843856,2.2673428,12.0,S,cycling,1
851,0.15627642017421664,Q4,15.452947,6.007536,2.133333333,G1,cycling,1
852,0.10241521549144843,Q1,12.183352,1.3814958,0.8,G1,cycling,1
853,0.19468572571062226,Q7,12.9862995,6.470954,7.2,S,cycling,1
854,0.1458456032588626,Q3,12.02888,3.405413,9.333333332999999,S,cycling,1
855,0.25028929970044494,Q8,10.171415,4.134645,14.93333333,G2,cycling,1
856,0.16603068254283587,Q5,13.379058,3.558091,9.333333332999999,S,cycling,1
857,0.19862462278162762,Q7,12.594765,7.042357,3.733333333,G1,cycling,1
858,0.15119000641942795,Q4,13.053867,6.318476,0.26666666699999997,G0,arrested,1
859,0.15771448443921,Q4,15.288674,5.851912,1.333333333,G0,arrested,1
860,0.18381000606681305,Q6,9.800558,3.2204182,2.933333333,G1,cycling,1
861,0.12057136718949338,Q2,15.249833,3.2749019,16.8,G2,cycling,1
862,0.13717395450126632,Q3,15.073146,3.7047105,1.6,G1,nan,1
863,0.22636566511193024,Q8,10.777869,3.8857358,15.46666667,G2,cycling,1
864,0.22003030494723158,Q7,10.282078,3.1381207,16.8,G2,cycling,1
865,0.16260778985327057,Q5,14.786948,7.1465383,16.0,G0,arrested,1
866,0.11044104736602808,Q1,11.959392,2.0135508,4.533333333,G1,cycling,1
867,0.15548952411940817,Q4,13.359105,5.952189,4.8,G1,cycling,1
868,0.20243872043379024,Q7,12.467814,5.5283155,16.26666667,G2,cycling,1
869,0.2525924450174419,Q8,9.506949,6.3734035,1.8666666669999998,G0,arrested,1
870,0.12322900226976213,Q2,14.247502,2.2294607,3.733333333,G1,nan,1
871,0.05496491921273796,Q1,12.329605,1.4867423,0.8,G1,nan,1
872,0.14314951672557066,Q3,15.668289,3.5617354,7.2,S,cycling,1
873,0.27369455586191593,Q8,9.810684,5.4314065,8.266666667,S,cycling,1
874,0.13551967808559745,Q3,16.107965,4.6131034,5.8666666670000005,S,cycling,1
875,0.15167900773618734,Q4,15.121548,7.086447,13.86666667,G1,cycling,1
876,0.0846049232593432,Q1,15.573758,3.1190434,1.066666667,G0,arrested,1
877,0.18487283240120836,Q6,13.946397,6.2667623,6.666666667,S,cycling,1
878,0.15458824672149155,Q4,14.53507,6.374335,13.86666667,S,cycling,1
879,0.13316600818466662,Q2,13.938876,4.749497,5.066666667,G1,cycling,1
880,0.18147641799091824,Q6,16.26386,4.9714227,1.066666667,G1,nan,1
881,0.160993752026612,Q5,13.266355,4.2879596,7.733333332999999,S,cycling,1
882,0.1099421723113551,Q1,11.845556,2.0212405,4.533333333,G1,cycling,1
883,0.17518868586988692,Q6,10.643374,3.6597943,4.8,G1,cycling,1
884,0.17973265099137917,Q6,13.429616,4.822424,7.733333332999999,S,cycling,1
885,0.24653385931400115,Q8,9.868376,1.6404891,16.53333333,G2,cycling,1
886,0.13199526470518735,Q2,16.454037,4.2114525,5.8666666670000005,S,cycling,1
887,0.23194190709797907,Q8,10.491431,3.2720547,17.06666667,G2,cycling,1
888,0.2141137873719141,Q7,12.482798,7.209323,2.133333333,G0,arrested,1
889,0.15067491757869791,Q4,15.372801,5.222562,1.6,G1,cycling,1
890,0.1619057978548272,Q5,15.629153,5.686777,2.666666667,G0,arrested,1
891,0.20718834742755124,Q7,12.291754,2.1585326,14.13333333,S,cycling,1
892,0.12188142726384042,Q2,15.491727,2.9205303,1.066666667,G0,arrested,1
893,0.23449464234664016,Q8,12.205907,7.214844,8.266666667,S,nan,1
894,0.14423958948281268,Q3,14.921589,3.0503016,3.2,G1,nan,1
895,0.16939178350616776,Q5,11.210625,2.5502732,4.266666667,G1,cycling,1
896,0.09768130703213239,Q1,13.64598,1.7316443,6.4,G0,arrested,1
897,0.13591807737562955,Q3,16.408741,4.4569263,3.4666666669999997,G0,arrested,1
898,0.21930878209814464,Q7,10.361908,2.9350545,19.73333333,G2,cycling,1
899,0.1483884107805611,Q3,13.891468,4.862137,9.333333332999999,S,cycling,1
900,0.2016154111535929,Q7,12.484886,5.3721323,13.33333333,G2,nan,1
901,0.13838953593427308,Q3,11.62774,2.822233,0.8,G1,cycling,1
902,0.1613725604125625,Q5,15.734404,5.652261,2.666666667,G0,arrested,1
903,0.2965038467369661,Q8,9.050589,3.7589781,4.266666667,G1,cycling,1
904,0.11504554500041317,Q1,15.2195635,1.9737943,2.133333333,G1,cycling,1
905,0.20378833600908883,Q7,10.98161,3.336401,19.73333333,G2,cycling,1
906,0.13990533579464878,Q3,16.381098,3.9866076,7.2,S,cycling,1
907,0.3185200709140572,Q8,10.111042,3.3125517,4.533333333,G0,arrested,1
908,0.17123657999014755,Q5,16.28782,4.2160397,5.8666666670000005,S,nan,1
909,0.09204856823203837,Q1,12.390715,1.2330202,0.8,G1,cycling,1
910,0.15121675053596467,Q4,13.361766,4.1023216,10.4,S,cycling,1
911,0.13967108685962917,Q3,16.215902,3.6052794,0.8,G0,arrested,1
912,0.18771361828995514,Q6,12.970929,2.1228068,22.66666667,S,cycling,1
913,0.15853991385912938,Q4,12.098889,3.8693445,4.8,G1,cycling,1
914,0.1226158946550076,Q2,14.788233,1.5612617,1.333333333,G1,nan,1
915,0.1839281910751664,Q6,11.455085,3.0764563,15.46666667,G2,cycling,1
916,0.23239711919292116,Q8,12.155353,7.2764177,4.0,G0,arrested,1
917,0.16636883212476958,Q5,11.838338,3.2842355,15.2,G2,cycling,1
918,0.13258991395073894,Q2,13.545438,2.3988228,7.2,S,cycling,1
919,0.15587881451594002,Q4,11.599163,2.1863453,6.4,S,cycling,1
920,0.1423585037042311,Q3,11.7091055,2.3703146,8.8,G0,arrested,1
921,0.23985544608966614,Q8,10.120761,2.5749564,16.53333333,G2,cycling,1
922,0.13482249913538982,Q3,10.796642,6.410319,0.26666666699999997,G1,cycling,1
923,0.2911064979704353,Q8,8.809374,6.2404394,0.0,G1,cycling,1
924,0.16174380052425838,Q5,12.040164,3.1050622,16.53333333,G2,cycling,1
925,0.40782396675221,Q8,8.516611,6.2745423,0.26666666699999997,G1,cycling,1
926,0.2890201781496735,Q8,8.989454,5.601073,0.533333333,G1,cycling,1
927,0.12187577335712275,Q2,15.357042,4.7860827,3.2,G1,cycling,1
928,0.12831534204903894,Q2,11.424192,2.345219,0.26666666699999997,G1,cycling,1
929,0.16269125471101234,Q5,13.539917,5.982513,4.8,G1,cycling,1
930,0.12876937203525587,Q2,12.238381,3.912552,4.266666667,G1,cycling,1
931,0.15097914140772037,Q4,15.429644,5.5719113,3.733333333,G1,cycling,1
932,0.30963137200227014,Q8,8.627273,6.480946,0.0,G1,cycling,1
933,0.3326275919592715,Q8,9.003988,5.298595,17.06666667,G2,cycling,1
934,0.25063536984718354,Q8,10.132417,6.844146,0.8,G1,cycling,1
935,0.3129149621855237,Q8,8.859855,5.517743,0.533333333,G1,cycling,1
936,0.21050431341470976,Q7,9.164079,3.5375159,0.26666666699999997,G1,cycling,1
937,0.1451257806028859,Q3,12.696422,3.5942967,4.533333333,G1,cycling,1
938,0.13823862876026707,Q3,14.057433,2.1773436,5.066666667,G1,cycling,1
939,0.22072114022355194,Q7,12.326588,7.248461,5.333333333,G1,cycling,1
940,0.13798150874850407,Q3,11.668241,3.662026,2.933333333,G1,cycling,1
941,0.23749333191048647,Q8,10.353161,6.84283,2.133333333,G1,cycling,1
942,0.1326760172512931,Q2,16.321264,4.3652635,4.266666667,G1,cycling,1
943,0.25248607226065567,Q8,10.114363,6.7577763,2.133333333,G0,arrested,1
944,0.15392950927192942,Q4,14.656512,5.4783707,22.66666667,S,cycling,1
945,0.234051079447199,Q8,12.188966,7.2679367,2.4,G1,cycling,1
946,0.23276542332846645,Q8,12.083702,7.1448126,6.1333333329999995,G1,cycling,1
947,0.28285260192561096,Q8,8.928166,5.472139,1.066666667,G1,cycling,1
948,0.13450809356819782,Q3,12.090074,1.9482989,2.133333333,G0,arrested,1
949,0.21073255620233572,Q7,12.258138,7.1432877,4.533333333,G0,arrested,1
950,0.19638770133856603,Q7,11.3572445,5.783429,0.8,G1,cycling,1
951,0.15609728904377818,Q4,13.049619,4.1649046,10.93333333,G2,cycling,1
952,0.192687837464665,Q6,12.968942,6.8843203,2.4,G1,nan,1
953,0.2286680116732267,Q8,10.112175,2.516024,17.33333333,G2,cycling,1
954,0.11446661409502784,Q1,11.7361555,2.5457413,1.6,G0,arrested,1
955,0.13810827452841404,Q3,15.308332,4.725188,0.8,G0,arrested,1
956,0.15550248907484562,Q4,14.304316,6.0321136,4.266666667,G1,cycling,1
957,0.15958973308203345,Q4,11.571115,3.764417,3.733333333,G1,cycling,1
958,0.09202103557533951,Q1,14.8965435,5.5057983,1.6,G1,cycling,1
959,0.19366891337792924,Q7,12.642281,6.551581,8.0,S,cycling,1
960,0.1450161261632345,Q3,14.174732,5.3110337,8.266666667,S,cycling,1
961,0.1410735167070552,Q3,14.617959,5.5267577,1.8666666669999998,G1,cycling,1
962,0.20166418102506972,Q7,12.941858,7.139929,0.8,G0,arrested,1
963,0.3457684921307022,Q8,15.519994,1.6094549,4.533333333,G1,cycling,1
964,0.14873671125250795,Q3,14.567406,5.7274785,6.666666667,S,cycling,1
965,0.13766540495711388,Q3,13.985499,2.000099,5.6,G1,cycling,1
966,0.18539174901179276,Q6,15.239033,7.582025,16.0,G0,arrested,1
967,0.15686569079002233,Q4,11.78716,3.8386981,12.0,S,cycling,1
968,0.23693000291294752,Q8,12.036205,7.247739,4.533333333,G0,arrested,1
969,0.08781298579499816,Q1,14.717055,2.622468,16.0,S,cycling,1
970,0.24273787220585488,Q8,9.404814,6.054878,0.533333333,G1,cycling,1
971,0.17645015431532246,Q6,11.533682,4.213069,12.26666667,S,cycling,1
972,0.11110451233113824,Q1,13.781909,2.6073637,10.4,S,cycling,1
973,0.13582060300184895,Q3,15.4015875,7.2372375,17.6,G0,arrested,1
974,0.17008094517311712,Q5,11.583606,3.848879,7.2,S,cycling,1
975,0.12134217142037441,Q2,14.707317,5.3562465,6.666666667,G1,cycling,1
976,0.14486108605902354,Q3,15.540804,4.6463647,11.2,S,cycling,1
977,0.1647520304851828,Q5,10.481074,2.8844821,12.26666667,S,cycling,1
978,0.15682727260549334,Q4,13.983085,5.9469824,1.8666666669999998,G1,cycling,1
979,0.19783771484187074,Q7,13.279291,5.8924546,5.8666666670000005,S,cycling,1
980,0.18054807219512578,Q6,13.358603,4.7627935,5.333333333,G1,cycling,1
981,0.247999305542325,Q8,9.23253,3.580908,1.6,G1,cycling,1
982,0.12581624521835,Q2,15.299479,5.5473924,1.6,G1,cycling,1
983,0.21022960958183076,Q7,11.700775,5.2410393,10.4,S,cycling,1
984,0.3200259499957893,Q8,8.724645,5.6132894,1.066666667,G1,cycling,1
985,0.18576819871246236,Q6,9.82875,4.4493093,0.533333333,G1,cycling,1
986,0.24878731443829918,Q8,10.272627,6.8620353,1.066666667,G1,cycling,1
987,0.09287328599709224,Q1,13.741206,2.0399363,5.6,G1,cycling,1
988,0.23088659970013667,Q8,9.480952,4.45986,5.066666667,G1,cycling,1
989,0.14053671295780867,Q3,11.249538,3.6483498,1.6,G0,arrested,1
990,0.18526188343719963,Q6,13.2482815,4.6197042,13.86666667,S,cycling,1
991,0.24965805356214602,Q8,10.0513115,5.382567,10.66666667,S,cycling,1
992,0.1627782259686415,Q5,11.088834,3.6437185,2.933333333,G1,cycling,1
993,0.2214843279991034,Q7,11.747934,7.0278687,2.4,G1,cycling,1
994,0.08940824656113243,Q1,14.296078,2.0599735,2.4,G1,cycling,1
995,0.16977564905017456,Q5,11.849223,2.2255168,10.4,S,cycling,1
996,0.2489804658573198,Q8,10.104443,6.6523666,4.0,G0,arrested,1
997,0.22418587990922403,Q7,11.855976,7.116916,6.1333333329999995,G1,cycling,1
998,0.14726358592510813,Q3,13.683728,1.9032463,18.13333333,G0,arrested,1
999,0.3654386672767839,Q8,8.565575,6.0478325,0.0,G1,cycling,1
1000,0.16005747197251588,Q4,13.669564,6.564028,5.333333333,G1,cycling,1
1001,0.17476415499523096,Q6,14.060587,4.7760143,18.13333333,S,cycling,1
1002,0.19934810716929205,Q7,13.029051,7.009281,1.6,G1,cycling,1
1003,0.1486493326032254,Q3,11.467443,2.804016,1.6,G1,cycling,1
1004,0.1545217282311524,Q4,13.733615,4.289692,8.0,S,cycling,1
1005,0.1407751327549353,Q3,14.717327,5.8027544,1.066666667,G1,cycling,1
1006,0.1556563359442629,Q4,15.251651,4.9816504,6.933333332999999,S,cycling,1
1007,0.12656603669546823,Q2,14.546761,2.2483118,4.533333333,G1,cycling,1
1008,0.3188010739842029,Q8,8.468868,6.1651883,1.6,G1,cycling,1
1009,0.23168856954919925,Q8,10.152124,6.8735485,1.066666667,G1,cycling,1
1010,0.16177628447987344,Q5,13.011202,2.2689288,10.4,S,cycling,1
1011,0.15305057535371946,Q4,13.186961,5.557234,0.26666666699999997,G1,cycling,1
1012,0.12115105851733653,Q2,15.367452,4.620294,6.666666667,G1,cycling,1
1013,0.24947699638129392,Q8,10.337534,6.807901,5.333333333,G1,cycling,1
1014,0.1701553971141096,Q5,11.551117,6.584795,0.26666666699999997,G1,cycling,1
