feature,clean_feature,spearman_rho,spearman_abs,spearman_p,mutual_information,anova_F,anova_p,trajectory_eta2,variance,spearman_abs_z01,mutual_information_z01,trajectory_eta2_z01,dynamic_score
Int_Med_pGSK3b_cyto,Med_pGSK3b,0.36143508420212206,0.36143508420212206,6.49466191448778e-86,0.14239210231343336,76.03380975317336,5.014045700228851e-101,0.1621073111833574,1.0000000000000027,0.5159869109490396,0.3785126769535261,0.30613920498125163,0.4259013878570523
Int_Med_Cdh1_cyto,Med_Cdh1,0.35163426896268457,0.35163426896268457,4.147859359174451e-81,0.12980384555543978,101.67466526149396,1.4504012321632036e-132,0.20553845264694698,1.0000000000000049,0.5018471672138869,0.34505004323836286,0.39194537842302546,0.42498781606428115
Int_Med_Cdh1_ring,Med_Cdh1_ring,0.35163426896268457,0.35163426896268457,4.147859359174451e-81,0.12932992380191255,101.67466526149396,1.4504012321632036e-132,0.20553845264694698,1.0000000000000049,0.5018471672138869,0.3437902444947553,0.39194537842302546,0.4245468865040185
Int_Med_pp38_cyto,Med_pp38,0.331088879184212,0.331088879184212,1.4133692764648128e-71,0.12629835920511479,106.46570375456149,2.7735114585006577e-138,0.2131591878165851,1.0000000000000038,0.4722061078418605,0.3357316119424694,0.40700153632456243,0.411399119973614
Int_Med_pp38_ring,Med_pp38_ring,0.331088879184212,0.331088879184212,1.4133692764648128e-71,0.12627727136799827,106.46570375456149,2.7735114585006577e-138,0.2131591878165851,1.0000000000000038,0.4722061078418605,0.33567555536665905,0.40700153632456243,0.41137950017208036
Int_MeanEdge_Cdh1_cell,Cdh1,0.3499369033440896,0.3499369033440896,2.709341117756128e-80,0.12700015422871935,84.2095348003293,2.943330880474382e-111,0.17646238949429968,0.9999999999999979,0.49939835920297604,0.33759715299946225,0.33450029100869577,0.4097883233928902
Int_MeanEdge_CDK4_cell,CDK4,0.37647014867483974,0.37647014867483974,1.275713123437386e-93,0.10477205325427352,84.17768328800061,3.2238537815849976e-111,0.17640741852798497,0.9999999999999972,0.5376781635124261,0.27850947982984553,0.3343916857979896,0.40631182868063564
Int_Med_cMyc_cyto,Med_cMyc,0.3364480098572963,0.3364480098572963,5.408705046603934e-74,0.12353422733543695,91.59351315357523,2.347630245306079e-120,0.18901101782711605,1.0000000000000073,0.4799377844941955,0.32838388031658694,0.3592924042918497,0.4027648419915633
Int_MeanEdge_p53_cell,p53,0.40879503851802285,0.40879503851802285,1.2503630089238032e-111,0.09216163818576639,64.86974267602973,8.818556785180434e-87,0.1416772864197077,1.0000000000000029,0.584313636938194,0.244987943961452,0.26577594974055985,0.4018421069568075
Int_Med_cMyc_ring,Med_cMyc_ring,0.3364480098572963,0.3364480098572963,5.408705046603934e-74,0.12239183338223825,91.59351315357523,2.347630245306079e-120,0.18901101782711605,1.0000000000000073,0.4799377844941955,0.3253471206484914,0.3592924042918497,0.4017019761077299
Int_MeanEdge_pp38_cell,pp38,0.33774155287790164,0.33774155287790164,1.3880430672991636e-74,0.11117591426133178,105.10275501127195,1.1598201358064178e-136,0.21100617082291281,1.0,0.4818039932099926,0.29553249257590597,0.4027478569747574,0.40079774074101526
Int_MeanEdge_CDK2_cell,CDK2,0.30343341597597306,0.30343341597597306,7.448270228757578e-60,0.12368186091882105,108.15025597495959,2.786131195886122e-140,0.2158040521491091,0.999999999999999,0.4323072674813228,0.32877632611903707,0.4122269501635419,0.3920553745409666
Int_Med_pRSK_cell,Med_pRSK,0.37828798254673973,0.37828798254673973,1.3991624088481794e-94,0.1096044511685994,56.6344552086697,4.577038009934798e-76,0.1259566622455264,1.0000000000000007,0.5403007723948298,0.2913551632697168,0.23471697778990067,0.39205305028005444
Int_Med_cycB1_cell,Med_cycB1,0.36536757784751317,0.36536757784751317,6.861513225066517e-88,0.10560673574895585,70.7681590713164,2.3944693617732764e-94,0.15259382880667735,1.0000000000000004,0.521660362700502,0.2807282679531714,0.2873435783562176,0.3904707726700794
Int_Med_Skp2_ring,Med_Skp2_ring,0.35467687050263097,0.35467687050263097,1.3938301077322075e-82,0.1082496788774785,70.96155474101211,1.3572188805832796e-94,0.15294705782383958,1.000000000000003,0.506236761855964,0.2877538505687787,0.28804144696592704,0.38612867992744176
Int_Med_Skp2_cyto,Med_Skp2,0.35467687050263097,0.35467687050263097,1.3938301077322075e-82,0.10507159975714941,70.96155474101211,1.3572188805832796e-94,0.15294705782383958,1.000000000000003,0.506236761855964,0.2793057469460234,0.28804144696592704,0.38317184365947743
Int_MeanEdge_p27_cell,p27,0.31733826626478456,0.31733826626478456,1.361028704268513e-65,0.12095341606668164,83.30822006517509,3.8777772278683066e-110,0.17490401499637295,0.9999999999999993,0.4523679476345732,0.32152345922456516,0.33142143680523345,0.3823830745252024
Int_MeanEdge_p16_cell,p16,0.3953195930618591,0.3953195930618591,7.079818033587576e-104,0.0968590967684193,43.06651708766901,5.032574366907321e-58,0.098761348097292,1.0,0.5648724638508297,0.257474925992832,0.18098765445256143,0.3805063637208769
Int_MeanEdge_BP1_cell,BP1,0.3531721034104273,0.3531721034104273,7.49961801863476e-82,0.10397744726165392,49.28768676884761,2.342994274578963e-66,0.11143807129002617,1.0000000000000022,0.5040658178533434,0.2763972247503629,0.20603284258930452,0.36477521521449247
Int_Med_cycB1_ring,Med_cycB1_ring,0.34114750902066804,0.34114750902066804,3.7453856729625626e-76,0.09627400169556388,64.42525550405657,3.30532218537901e-86,0.14084324100789664,1.0000000000000042,0.4867178035263118,0.25591960165460903,0.2641281402920292,0.36142050022435934
Int_MeanEdge_CDK6_cell,CDK6,0.36021865695453886,0.36021865695453886,2.619500264171824e-85,0.11704281622933621,24.449311165850872,1.600749580615895e-32,0.05856833515324034,1.000000000000002,0.514231958005526,0.31112813821392793,0.10157899689480285,0.360615028856322
Int_Med_cycB1_cyto,Med_cycB1,0.34114750902066804,0.34114750902066804,3.7453856729625626e-76,0.09527523933636228,64.42525550405657,3.30532218537901e-86,0.14084324100789664,1.0000000000000042,0.4867178035263118,0.2532646495324073,0.2641281402920292,0.36049126698158873
Int_MeanEdge_PCNA_cell,PCNA,0.32023318201601825,0.32023318201601825,7.942701356032452e-67,0.10706099307318695,65.67834990325848,7.995254199678385e-88,0.14319042945260202,0.9999999999999989,0.45654447436804224,0.2845940359545619,0.2687654409016796,0.3588060142300516
Int_Med_CDK2_ring,Med_CDK2_ring,0.3078805430114215,0.3078805430114215,1.1762386014467775e-61,0.09735543140716274,89.03683243998053,3.204561336726071e-117,0.18470960401364483,0.9999999999999947,0.43872318647404923,0.2587943036108547,0.35079417359181214,0.35816227489548375
Int_Med_CDK2_cyto,Med_CDK2,0.3078805430114215,0.3078805430114215,1.1762386014467775e-61,0.09723675715307767,89.03683243998053,3.204561336726071e-117,0.18470960401364483,0.9999999999999947,0.43872318647404923,0.2584788387158964,0.35079417359181214,0.3580518621822483
Int_Med_Bcl2_nuc,Med_Bcl2_nuc,0.3370959330782233,0.3370959330782233,2.7389013789564e-74,0.09939143278955331,53.16596960192612,1.68551915036183e-71,0.11916186626550958,0.9999999999999956,0.48087255043765476,0.2642064881422227,0.22129261401047806,0.35312344134881823
Int_Med_pp65_cyto,Med_pp65,0.27705825571828363,0.27705825571828363,8.367642719273429e-50,0.13401733802808202,61.721370468812246,1.0493307314782634e-82,0.13573448374589966,0.9999999999999929,0.39425553424216864,0.35625052619515457,0.2540348547618219,0.35290964552964443
Int_Med_pp65_ring,Med_pp65_ring,0.27705825571828363,0.27705825571828363,8.367642719273429e-50,0.13387414883175897,61.721370468812246,1.0493307314782634e-82,0.13573448374589966,0.9999999999999929,0.39425553424216864,0.3558698946493701,0.2540348547618219,0.3527764244886198
Int_MeanEdge_Skp2_cell,Skp2,0.29331479200630617,0.29331479200630617,7.162021227313298e-56,0.11673925844171418,66.77457813169939,3.1055338106167883e-89,0.14523329759343986,0.999999999999999,0.41770901760229795,0.3103212081318789,0.2728015010213143,0.35114178097145454
Int_Med_Cdt1_cell,Med_Cdt1,0.19194218537273383,0.19194218537273383,2.6403789882308578e-24,0.16415296633473897,89.82946085730434,3.404909990231583e-118,0.18604801102609717,1.0,0.2714576451863214,0.4363583211971605,0.35343844174540073,0.345569041101931
Int_Med_pRSK_ring,Med_pRSK_ring,0.35203843953685304,0.35203843953685304,2.6485484257656222e-81,0.07826069039718409,50.36840660394404,8.563495908975048e-68,0.11360395971771965,1.0000000000000002,0.5024302685380538,0.2080358597224998,0.21031195181414497,0.34096856210782817
Int_Med_pRSK_cyto,Med_pRSK,0.35203843953685304,0.35203843953685304,2.6485484257656222e-81,0.07782297513378644,50.36840660394404,8.563495908975048e-68,0.11360395971771965,1.0000000000000002,0.5024302685380538,0.20687230659419945,0.21031195181414497,0.34056131851292304
Int_Med_pAKT_nuc,Med_pAKT_nuc,-0.3355892181669224,0.3355892181669224,1.329514495168859e-73,0.09110369051172373,37.984574981154786,3.8180600136910685e-51,0.08813441869193506,1.0000000000000002,0.47869879629504014,0.24217566294535195,0.15999220931847494,0.33217438222733625
Int_Med_bCat_cell,Med_bCat,0.2541566676240218,0.2541566676240218,6.266247172591347e-42,0.11433995382511242,73.06672144061666,2.8508908037236465e-97,0.15677309294850894,1.0000000000000002,0.3612151616946017,0.30394327565878554,0.2956004800108431,0.3280470652453143
Int_Med_RSK1_cell,Med_RSK1,0.2889460681796558,0.2889460681796558,3.3527896084321616e-54,0.1035184727221834,55.847940426817964,4.934416431747832e-75,0.1244250789559402,0.9999999999999976,0.41140621177958175,0.27517715932000575,0.23169105452474928,0.3277830119677636
Int_MeanEdge_Fra1_cell,Fra1,0.23561017043690283,0.23561017043690283,4.121470527486078e-36,0.13244402058930183,60.313531147911704,7.10732719924057e-81,0.13305036581454255,1.0000000000000027,0.33445792660712104,0.35206826758828674,0.24873188824989437,0.3234763382790837
Int_MeanEdge_cMyc_cell,cMyc,0.23674607748389925,0.23674607748389925,1.8740998703338808e-36,0.11725468990619792,77.3344185086979,1.1516910360482952e-102,0.16442432334402451,1.0000000000000016,0.3360967121733313,0.3116913497355078,0.3107168868156464,0.32247887024855615
Int_Med_cycD1_cell,Med_cycD1,0.29327433041981144,0.29327433041981144,7.424060511851144e-56,0.07263462576824775,80.45742425404143,1.3917367035528222e-106,0.16993592270900928,1.0,0.4176506432272918,0.19308041803146625,0.3216060606921823,0.31984214790173093
Int_Med_pAKT_ring,Med_pAKT_ring,-0.28946654185575926,0.28946654185575926,2.1278974976202728e-54,0.0927212708734011,40.5022047592762,1.4630053769158944e-54,0.09343021630482146,1.0000000000000002,0.4121571048656368,0.24647558311605225,0.17045502731428602,0.30582815674301206
Int_Med_pAKT_cyto,Med_pAKT,-0.28946654185575926,0.28946654185575926,2.1278974976202728e-54,0.0926151084888085,40.5022047592762,1.4630053769158944e-54,0.09343021630482146,1.0000000000000002,0.4121571048656368,0.24619337779896616,0.17045502731428602,0.3057293848820319
Int_Med_pp27_cell,Med_pp27,0.26258869526968553,0.26258869526968553,9.722493650122439e-45,0.09261094816533033,60.48344227321706,4.27045432854653e-81,0.13337519440627488,0.9999999999999946,0.3733801405422441,0.24618231865206736,0.2493736466182393,0.3040596040958813
Int_MeanEdge_pp53_cell,pp53,0.30270887869314217,0.30270887869314217,1.4541186523096392e-59,0.08497987308854427,29.121629332588444,5.3838951577988894e-39,0.0689887163058484,1.0000000000000013,0.4312619695897179,0.22589707383568314,0.12216636813070904,0.2975651357840039
Int_Med_pSTAT3_cell,Med_pSTAT3,0.26507549336290137,0.26507549336290137,1.3783938040639455e-45,0.08491530532774583,52.54096931101448,1.1295000361462581e-70,0.11792623558786058,0.9999999999999997,0.37696787145034727,0.22572543709749582,0.21885139932757106,0.292409725002294
Int_Med_cycD1_ring,Med_cycD1_ring,0.247889441073653,0.247889441073653,6.5784550677637455e-40,0.08674094272847377,60.185035846544764,1.0448726567793726e-80,0.13280455241448944,1.0000000000000022,0.3521733651514148,0.23057842324257655,0.24824623886264646,0.2888297102255677
Int_Med_cycD1_cyto,Med_cycD1,0.247889441073653,0.247889441073653,6.5784550677637455e-40,0.08655034601262468,60.185035846544764,1.0448726567793726e-80,0.13280455241448944,1.0000000000000022,0.3521733651514148,0.23007177103390428,0.24824623886264646,0.2886523819525324
Int_MeanEdge_STAT3_cell,STAT3,0.32937228621455833,0.32937228621455833,8.20958180817021e-71,0.04470844699050236,38.71956915240689,3.826170829226375e-52,0.08968685211195045,1.0000000000000002,0.4697295603205075,0.11884587472105443,0.1630593258345426,0.28558622346350593
Int_Med_pAKT_cell,Med_pAKT,-0.27723256606942576,0.27723256606942576,7.238970254081456e-50,0.07992480859118611,37.18843690830721,4.629624249189386e-50,0.08644685379173445,0.999999999999998,0.3945070136992669,0.21245948871698056,0.15665811581687406,0.2832206003789881
Int_MeanEdge_DNA_cell,DNA,0.20908568819860462,0.20908568819860462,1.2487946620679447e-28,0.10680652781703426,55.958774316519886,3.528731316850812e-75,0.12464123103888476,0.9999999999999983,0.2961907649073489,0.2839176057050386,0.2321181025482163,0.2790806267147138
Int_Med_BP1_nuc,Med_BP1_nuc,0.28672957909498153,0.28672957909498153,2.2994618532535155e-53,0.06108845227229498,41.08338083301817,2.392319099820359e-55,0.09464398465146949,0.9999999999999992,0.40820845864543986,0.16238789388498742,0.17285304895868442,0.2751001790419304
Int_MeanEdge_bCat_cell,bCat,0.2141385830809553,0.2141385830809553,5.571651541311934e-30,0.08559691314543638,67.3436215136441,5.768760859248153e-90,0.14628989816827098,1.0000000000000009,0.3034806318226652,0.22753731567443122,0.27488900895058765,0.2711821465963678
Int_MeanEdge_pRB_cell,pRB,0.21302765980650487,0.21302765980650487,1.1114461153574389e-29,0.10874014261701781,32.85475436213053,3.904017214780664e-44,0.07715014104126239,1.0000000000000007,0.30187789061936837,0.2890576219155422,0.13829075728511364,0.2646733699061783
Int_MeanEdge_pRSK_cell,pRSK,0.29442180328127443,0.29442180328127443,2.6734915183104564e-56,0.04914443667311463,35.34006805814655,1.5400515680748762e-47,0.08250469823745084,0.9999999999999997,0.41930611492099756,0.13063780912207765,0.14886966559829318,0.2641849180268347
Int_Med_p14ARF_nuc,Med_p14ARF_nuc,-0.256244557320504,0.256244557320504,1.291404868842622e-42,0.07022480092773087,35.52517457155983,8.601906439654639e-48,0.08290102117589229,1.000000000000002,0.3642273830796891,0.1866745202565649,0.14965267414121555,0.25916893930390095
Int_MeanEdge_pp21_cell,pp21,0.29945897796241405,0.29945897796241405,2.85527688871589e-58,0.03457554791727624,39.56756979017066,2.702420115298076e-53,0.0914714198509242,1.0000000000000002,0.4265733021294569,0.09191017610299361,0.1665850662081257,0.2574435608359285
Int_Med_CDK2_nuc,Med_CDK2_nuc,0.25467471052588286,0.25467471052588286,4.240360601899931e-42,0.06577565523962559,34.27666476551337,4.387566898003906e-46,0.08022124209456692,0.9999999999999983,0.3619625478759732,0.17484761400825327,0.14435827982209287,0.25295146741149516
Int_Med_Cdt1_cyto,Med_Cdt1,0.12041821970441441,0.12041821970441441,2.2192785627050735e-10,0.12021188760796786,68.27718889344338,3.660465158005671e-91,0.14801770071750855,1.0000000000000056,0.16826923475670705,0.3195522970787381,0.27830259929652196,0.2432249794773809
Int_Med_Cdt1_ring,Med_Cdt1_ring,0.12041821970441441,0.12041821970441441,2.2192785627050735e-10,0.11874818669426279,68.27718889344338,3.660465158005671e-91,0.14801770071750855,1.0000000000000056,0.16826923475670705,0.3156614257305063,0.27830259929652196,0.2418631745054998
Int_Med_bCat_cyto,Med_bCat,0.18067511218197224,0.18067511218197224,1.1253965370983733e-21,0.09125767717895705,47.52480906176108,5.254962782508116e-64,0.10788225335817156,1.0000000000000027,0.255202515008832,0.24258499678257092,0.1990076730932673,0.2395474152465277
Int_Med_bCat_ring,Med_bCat_ring,0.18067511218197224,0.18067511218197224,1.1253965370983733e-21,0.08743706585973765,47.52480906176108,5.254962782508116e-64,0.10788225335817156,1.0000000000000027,0.255202515008832,0.2324288870367269,0.1990076730932673,0.23599277683548228
Int_Med_cycE_cell,Med_cycE,0.16515559290647958,0.16515559290647958,2.522465956112884e-18,0.11588824241653928,26.97758692877351,4.9699386768152526e-36,0.0642357777377029,0.9999999999999952,0.23281233418334152,0.30805900153062904,0.11277606759075448,0.23514141443637473
Int_Med_RSK1_ring,Med_RSK1_ring,0.21532365339221618,0.21532365339221618,2.6558509296338787e-30,0.06586901551859459,41.20953324923311,1.6152041869710761e-55,0.09490702090499502,1.0000000000000089,0.3051903457699234,0.1750957882295728,0.17337272524696268,0.23329372652620856
Int_MeanEdge_pp65_cell,pp65,0.20322052862940046,0.20322052862940046,4.175022270157817e-27,0.06906685272169799,45.94937080510984,6.734080622147003e-62,0.10468034324967972,0.999999999999999,0.28772903481160994,0.18359641361920198,0.1926817133128975,0.23227315309452468
Int_Med_RSK1_cyto,Med_RSK1,0.21532365339221618,0.21532365339221618,2.6558509296338787e-30,0.06464288767572768,41.20953324923311,1.6152041869710761e-55,0.09490702090499502,1.0000000000000089,0.3051903457699234,0.17183644361318937,0.17337272524696268,0.23215295591047433
Int_Med_pp27_ring,Med_pp27_ring,0.1971418930315239,0.1971418930315239,1.417180899674761e-25,0.07915898510810715,37.60121239954886,1.2690545900159036e-50,0.08732258831788704,0.999999999999997,0.27895932050585553,0.210423744515269,0.15838828974525204,0.23085766275702957
Int_MeanEdge_p21_cell,p21,0.23556751525865355,0.23556751525865355,4.2449166137427724e-36,0.05953118437557414,29.084308662923974,6.062214068765661e-39,0.0689063963430838,0.9999999999999992,0.33439638751321027,0.15824829884604275,0.12200372996913503,0.2302660249708866
Int_Med_pRSK_nuc,Med_pRSK_nuc,0.26168325683823623,0.26168325683823623,1.9697901025306065e-44,0.047444569920011226,21.49258142737985,2.089297935378633e-28,0.05185275295728156,1.0000000000000016,0.37207385457767095,0.12611915180381453,0.08831113445208957,0.22923716458170493
Int_Med_STAT3_nuc,Med_STAT3_nuc,0.21912813281165577,0.21912813281165577,2.388762455870376e-31,0.07377360583934056,23.915544385213472,8.8377736076927e-32,0.057363043204540366,0.9999999999999987,0.3106791099923194,0.19610810277452229,0.09919772192682101,0.2282829798529907
Int_Med_pp27_cyto,Med_pp27,0.1971418930315239,0.1971418930315239,1.417180899674761e-25,0.07465462647221566,37.60121239954886,1.2690545900159036e-50,0.08732258831788704,0.999999999999997,0.27895932050585553,0.1984500688862859,0.15838828974525204,0.22666687628688548
Int_MeanEdge_RSK1_cell,RSK1,0.2242998285273013,0.2242998285273013,8.399852468440692e-33,0.05584623469271577,33.01970502129331,2.318141481450345e-44,0.07750745947219251,0.9999999999999983,0.31814037217397556,0.14845281056939985,0.13899670528060984,0.22292099223370093
Int_MeanEdge_cycD1_cell,cycD1,0.20773098532924925,0.20773098532924925,2.8357495913915484e-28,0.04699095331393455,50.15592221732992,1.6404651605121062e-67,0.11317895057426924,0.9999999999999992,0.2942363202063732,0.12491332905741871,0.20947226841996527,0.21802046294695754
Int_Med_AKT_nuc,Med_AKT_nuc,0.23405441772417487,0.23405441772417487,1.2046618193496265e-35,0.049090131130307135,27.211779991584674,2.3551029599712972e-36,0.06475729926497925,0.9999999999999993,0.3322134250900713,0.13049345184349606,0.11380642887335188,0.2179300352104261
Int_Med_p38_nuc,Med_p38_nuc,0.18524385441227595,0.18524385441227595,1.0119430594072235e-22,0.07435943886816876,26.79143565568732,8.999809125409336e-36,0.06382082477180795,1.000000000000002,0.26179388957821653,0.1976653887783587,0.11195625201690845,0.20938138678600465
Int_Med_pSTAT3_ring,Med_pSTAT3_ring,0.18656612201038564,0.18656612201038564,4.98040262777093e-23,0.06046235279093537,38.4475934807128,8.959925690564275e-52,0.08911300946317952,1.0000000000000062,0.2637015395573054,0.16072356990298042,0.16192559459494338,0.20730406118581926
Int_MeanEdge_Cdt1_cell,Cdt1,0.13143855972960264,0.13143855972960264,4.18096576697252e-12,0.08902819299887899,49.62194527953143,8.413060506209157e-67,0.11210909402197265,0.9999999999999972,0.18416840028769108,0.23665848813836732,0.2073585708796614,0.20717796515382184
Int_MeanEdge_RB_cell,RB,0.2197996576149564,0.2197996576149564,1.554083158443316e-31,0.0493924979378173,24.40389317854012,1.8511575263356978e-32,0.058465897365508286,1.0000000000000004,0.3116479261977573,0.1312972160121059,0.10137661228585819,0.20647091485039948
Int_Med_pSTAT3_cyto,Med_pSTAT3,0.18656612201038564,0.18656612201038564,4.98040262777093e-23,0.056194481805487584,38.4475934807128,8.959925690564275e-52,0.08911300946317952,1.0000000000000062,0.2637015395573054,0.1493785356956884,0.16192559459494338,0.20333329921326707
Int_Med_pERK_cell,Med_pERK,0.18073687426400187,0.18073687426400187,1.0897975022072326e-21,0.05494196908636351,34.385742121109345,3.110904764746458e-46,0.08045598795704646,1.0000000000000067,0.25529161984257426,0.14604905369119897,0.14482206326208247,0.19496281037349456
Int_Med_pERK_nuc,Med_pERK_nuc,-0.20175836746200707,0.20175836746200707,9.849191171787238e-27,0.048781041735148634,18.602461900746135,2.2538471024561886e-24,0.045195215341622345,1.0000000000000013,0.28561955884442286,0.12967181740957315,0.07515794970737591,0.18894552751481608
Int_Med_E2F1_cell,Med_E2F1,0.18705556388540073,0.18705556388540073,3.8257188902697724e-23,0.058565746575080624,10.811784312647308,1.628722592942812e-13,0.0267743159874611,0.9999999999999915,0.26440766272327615,0.15568193146779769,0.03876408964128177,0.1812249421674598
Int_Med_p53_nuc,Med_p53_nuc,0.19114473283222222,0.19114473283222222,4.104850034248513e-24,0.04865122609180972,16.80186703073573,7.378123309741028e-22,0.0409999767753024,0.999999999999997,0.2703071516520276,0.1293267360049704,0.06686948765180102,0.18027647337551228
Int_Med_pp21_nuc,Med_pp21_nuc,0.18093601473559495,0.18093601473559495,9.82428844897973e-22,0.04822024168715444,23.156534232125303,1.0052193182042706e-30,0.05564380786391533,1.0000000000000016,0.2555789219870217,0.12818107512855326,0.09580105767040094,0.17903410272323358
Int_Intg_DNA_nuc,DNA_nuc,0.14501292304976626,0.14501292304976626,1.948022641191069e-14,0.0643661804293405,24.903056764345052,3.749014475691786e-33,0.059590511151460294,1.0,0.2037522832633267,0.17110088876948112,0.10359849276885925,0.17229353709158723
Int_MeanEdge_pp27_cell,pp27,0.15413093567873712,0.15413093567873712,3.922477292186634e-16,0.06318955053309594,18.873267608863788,9.435422682166722e-25,0.045822997249694804,0.9999999999999963,0.21690694017684006,0.16797312167723935,0.07639824783154178,0.17167836523292015
Int_Med_cFos_cell,Med_cFos,0.06924912848444287,0.06924912848444287,0.0002725169452866909,0.10203857709807629,36.537463363921354,3.571169371209278e-49,0.08506234375408918,0.9999999999999979,0.09444702514095125,0.2712432385112549,0.15392276269423827,0.16822084733121492
Int_Med_YAP_nuc,Med_YAP_nuc,-0.22005285261528015,0.22005285261528015,1.3210500057478076e-31,0.013148557276290163,18.556801244811982,2.6102998387872775e-24,0.045089283395838176,1.0000000000000013,0.3120132134041923,0.03495204812532521,0.07494866174931933,0.16762889522561425
Int_Med_E2F1_cyto,Med_E2F1,0.14633812382564185,0.14633812382564185,1.1210082592502374e-14,0.07472597968041939,7.806701928657349,2.186269389798094e-09,0.019477473532982282,0.9999999999999977,0.20566416497017762,0.19863974298623682,0.02434784111253405,0.16694235250426961
Int_Med_E2F1_ring,Med_E2F1_ring,0.14633812382564185,0.14633812382564185,1.1210082592502374e-14,0.07465839320405276,7.806701928657349,2.186269389798094e-09,0.019477473532982282,0.9999999999999977,0.20566416497017762,0.19846008177132565,0.02434784111253405,0.1668794710790507
Int_Med_pERK_cyto,Med_pERK,0.159643433421343,0.159643433421343,3.2889990135853427e-17,0.03322395854083737,31.00057120804869,1.381649109218122e-41,0.07311445623698777,0.9999999999999982,0.22485988118397288,0.0883173243597719,0.13031752290530285,0.15816151463976855
Int_Med_pH2AX_nuc,Med_pH2AX_nuc,0.1460244774794868,0.1460244774794868,1.2782260360736006e-14,0.05711664383836457,15.747330375527897,2.1918027004655e-20,0.03852583051994581,1.0000000000000036,0.2052116639435024,0.1518298656077986,0.06198135863761378,0.15788197346482835
Int_Med_cFos_nuc,Med_cFos_nuc,-0.1671623845745039,0.1671623845745039,9.685484331957733e-19,0.04281829896241085,15.140293675777425,1.5429604007676526e-19,0.03709580727602631,0.999999999999999,0.2357075545525128,0.11382140371228662,0.05915608584121735,0.15773710801617455
Int_Med_pERK_ring,Med_pERK_ring,0.159643433421343,0.159643433421343,3.2889990135853427e-17,0.031018317339044366,31.00057120804869,1.381649109218122e-41,0.07311445623698777,0.9999999999999982,0.22485988118397288,0.08245419612354456,0.13031752290530285,0.15610941975708897
Int_Med_GSK3b_nuc,Med_GSK3b_nuc,0.14889571249852765,0.14889571249852765,3.8035922993679366e-15,0.043259548678762805,21.165798382305933,5.964796499034183e-28,0.051104650516719675,1.0000000000000007,0.20935402622467975,0.11499435227212824,0.08683312108187036,0.15182395931272485
Int_MeanEdge_cycE_cell,cycE,0.10924227289038138,0.10924227289038138,8.782764274819766e-09,0.06757327483865172,22.991704129136636,1.7048405891111435e-30,0.05526962172783931,0.9999999999999993,0.15214557360327094,0.1796261220541122,0.09506178443443121,0.15034700772729742
Int_Med_cycE_cyto,Med_cycE,0.10512810087811372,0.10512810087811372,3.1155119123928846e-08,0.07265591474475297,19.64776861824176,7.824750404726955e-26,0.047613897644552046,0.9999999999999983,0.14621001247752718,0.1931370092844618,0.07993649952651256,0.14937975876975138
Int_Med_cycA_nuc,Med_cycA_nuc,0.10111353561715919,0.10111353561715919,1.0243723924124479e-07,0.0694981402073438,24.68148752635859,7.615674388488049e-33,0.05909164821388213,1.000000000000001,0.14041815510534378,0.18474288015825907,0.10261289767964452,0.14837075738872427
Int_Med_RSK1_nuc,Med_RSK1_nuc,0.16404721214306156,0.16404721214306156,4.257996237307216e-18,0.03609024863989241,13.656695266190912,1.8113268434797748e-17,0.033582860986098986,1.0000000000000027,0.23121326108862178,0.09593661728888793,0.05221561712482765,0.14806690696595612
Int_Med_cycE_ring,Med_cycE_ring,0.10512810087811372,0.10512810087811372,3.1155119123928846e-08,0.07045618687361799,19.64776861824176,7.824750404726955e-26,0.047613897644552046,0.9999999999999983,0.14621001247752718,0.1872896001125696,0.07993649952651256,0.14733316555958909
Int_Med_p14ARF_cyto,Med_p14ARF,-0.04838892353097811,0.04838892353097811,0.011021298170575903,0.09367299545314722,34.21596799008418,5.312947053264363e-46,0.08009056438376932,1.0000000000000056,0.06435177846005544,0.2490054974339771,0.14410010207359708,0.14493024482363634
Int_Med_pCHK1_nuc,Med_pCHK1_nuc,0.1554960707639668,0.1554960707639668,2.1407968547092132e-16,0.036431058014763984,15.594757741072675,3.5797458331089025e-20,0.038166808177590716,1.0000000000000007,0.21887643555017813,0.0968425711073767,0.0612720442530628,0.14464370473577454
Int_Med_p14ARF_ring,Med_p14ARF_ring,-0.04838892353097811,0.04838892353097811,0.011021298170575903,0.093211523800246,34.21596799008418,5.312947053264363e-46,0.08009056438376932,1.0000000000000056,0.06435177846005544,0.24777879407164227,0.14410010207359708,0.14450089864681917
Int_MeanEdge_p14ARF_cell,p14ARF,-0.0860552790845765,0.0860552790845765,5.996696077642422e-06,0.0720169141208098,25.56099396131701,4.575621619036194e-34,0.061068743456967535,1.0000000000000002,0.11869344310259733,0.1914383909424747,0.10651901139487613,0.14171928850501014
Int_MeanEdge_cFos_cell,cFos,-0.03147679854422955,0.03147679854422955,0.0983275139843334,0.09301734693892527,35.978832111039424,2.0655705790543497e-48,0.08387087990795412,0.9999999999999989,0.039952470087497874,0.24726262496965687,0.15156880767519332,0.1348342918137926
Int_Med_S6_nuc,Med_S6_nuc,-0.07394615541721711,0.07394615541721711,0.00010121010229514421,0.07279341587505694,19.04731027326334,5.391921501371743e-25,0.04622602744483744,0.9999999999999997,0.10122347745884534,0.1935025205738515,0.07719450778836731,0.1287153486150019
