scenario,time,bus,carrier,generator_id,dispatch_mw
base,111,Bus8,onshore wind,7,26.814645
base,112,Bus8,onshore wind,7,25.0
base,113,Bus8,onshore wind,7,166.82443
base,114,Bus8,onshore wind,7,62.415289
base,115,Bus8,onshore wind,7,130.60671
base,116,Bus8,onshore wind,7,94.609433
base,117,Bus8,onshore wind,7,74.21575
base,118,Bus8,onshore wind,7,202.26399
base,119,Bus8,onshore wind,7,223.45523
base,120,Bus8,onshore wind,7,166.17611
base,121,Bus8,onshore wind,7,73.936353
base,122,Bus8,onshore wind,7,183.45392
base,123,Bus8,onshore wind,7,236.26032
base,124,Bus8,onshore wind,7,147.12137
base,125,Bus8,onshore wind,7,233.02522
base,126,Bus8,onshore wind,7,224.21237
base,127,Bus8,onshore wind,7,253.36812
base,128,Bus8,onshore wind,7,228.12627
base,129,Bus8,onshore wind,7,169.60654
base,130,Bus8,onshore wind,7,272.6582
base,131,Bus8,onshore wind,7,198.05244
base,132,Bus8,onshore wind,7,196.49752
base,133,Bus8,onshore wind,7,142.00119
base,134,Bus8,onshore wind,7,156.42825
base,135,Bus8,onshore wind,7,123.63364
base,136,Bus8,onshore wind,7,148.10383
base,137,Bus8,onshore wind,7,231.0613
base,138,Bus8,onshore wind,7,65.707828
base,139,Bus8,onshore wind,7,42.806679
base,140,Bus8,onshore wind,7,186.82454
base,141,Bus8,onshore wind,7,93.411524
base,142,Bus8,onshore wind,7,62.078407
base,143,Bus8,onshore wind,7,140.41292
base,144,Bus8,onshore wind,7,52.4147
base,145,Bus8,onshore wind,7,169.79525
base,146,Bus8,onshore wind,7,109.8068
base,147,Bus8,onshore wind,7,50.605557
base,148,Bus8,onshore wind,7,183.6526
base,149,Bus8,onshore wind,7,47.965169
base,150,Bus8,onshore wind,7,119.44138
base,151,Bus8,onshore wind,7,102.91655
base,152,Bus8,onshore wind,7,160.05697
base,153,Bus8,onshore wind,7,181.30746
base,154,Bus8,onshore wind,7,114.15135
base,155,Bus8,onshore wind,7,85.04607
base,156,Bus8,onshore wind,7,156.49816
base,157,Bus8,onshore wind,7,110.76938
base,158,Bus8,onshore wind,7,256.60093
base,159,Bus8,onshore wind,7,173.90067
base,160,Bus8,onshore wind,7,159.56418
base,161,Bus8,onshore wind,7,197.1915
base,162,Bus8,onshore wind,7,129.87032
base,163,Bus8,onshore wind,7,156.84747
base,164,Bus8,onshore wind,7,272.39738
base,165,Bus8,onshore wind,7,185.07039
base,166,Bus8,onshore wind,7,169.57268
base,167,Bus8,onshore wind,7,251.12819
base,0,Bus9,onshore wind,8,187.69246
base,1,Bus9,onshore wind,8,153.83048
base,2,Bus9,onshore wind,8,157.88681
base,3,Bus9,onshore wind,8,61.393839
base,4,Bus9,onshore wind,8,25.0
base,5,Bus9,onshore wind,8,160.21564
base,6,Bus9,onshore wind,8,64.099573
base,7,Bus9,onshore wind,8,64.35367
base,8,Bus9,onshore wind,8,141.6194
base,9,Bus9,onshore wind,8,103.02629
base,10,Bus9,onshore wind,8,99.704878
base,11,Bus9,onshore wind,8,188.50858
base,12,Bus9,onshore wind,8,53.007117
base,13,Bus9,onshore wind,8,137.96486
base,14,Bus9,onshore wind,8,102.13415
base,15,Bus9,onshore wind,8,121.57026
base,16,Bus9,onshore wind,8,194.36749
base,17,Bus9,onshore wind,8,153.86395
base,18,Bus9,onshore wind,8,166.40171
base,19,Bus9,onshore wind,8,204.36469
base,20,Bus9,onshore wind,8,143.72738
base,21,Bus9,onshore wind,8,130.97952
base,22,Bus9,onshore wind,8,131.14595
base,23,Bus9,onshore wind,8,94.760243
base,24,Bus9,onshore wind,8,304.60626
base,25,Bus9,onshore wind,8,154.18241
base,26,Bus9,onshore wind,8,204.48557
base,27,Bus9,onshore wind,8,206.4312
base,28,Bus9,onshore wind,8,238.77724
base,29,Bus9,onshore wind,8,265.66936
base,30,Bus9,onshore wind,8,267.68896
base,31,Bus9,onshore wind,8,193.6063
base,32,Bus9,onshore wind,8,210.85415
base,33,Bus9,onshore wind,8,228.22472
base,34,Bus9,onshore wind,8,195.09769
base,35,Bus9,onshore wind,8,280.03546
base,36,Bus9,onshore wind,8,215.23007
base,37,Bus9,onshore wind,8,217.51869
base,38,Bus9,onshore wind,8,203.31665
base,39,Bus9,onshore wind,8,217.78804
base,40,Bus9,onshore wind,8,156.90115
base,41,Bus9,onshore wind,8,71.792792
base,42,Bus9,onshore wind,8,145.70525
base,43,Bus9,onshore wind,8,82.788336
base,44,Bus9,onshore wind,8,79.343836
base,45,Bus9,onshore wind,8,126.51112
base,46,Bus9,onshore wind,8,151.7191
base,47,Bus9,onshore wind,8,84.841321
base,48,Bus9,onshore wind,8,94.689224
base,49,Bus9,onshore wind,8,161.42759
base,50,Bus9,onshore wind,8,87.089469
base,51,Bus9,onshore wind,8,205.56522
base,52,Bus9,onshore wind,8,105.87039
base,53,Bus9,onshore wind,8,25.0
base,54,Bus9,onshore wind,8,124.3153
base,55,Bus9,onshore wind,8,112.44094
base,56,Bus9,onshore wind,8,165.88535
base,57,Bus9,onshore wind,8,144.17018
base,58,Bus9,onshore wind,8,113.59441
base,59,Bus9,onshore wind,8,69.974891
base,60,Bus9,onshore wind,8,131.83646
base,61,Bus9,onshore wind,8,111.03376
base,62,Bus9,onshore wind,8,135.7253
base,63,Bus9,onshore wind,8,205.03861
base,64,Bus9,onshore wind,8,269.3842
base,65,Bus9,onshore wind,8,215.09051
base,66,Bus9,onshore wind,8,144.00541
base,67,Bus9,onshore wind,8,233.25611
base,68,Bus9,onshore wind,8,276.70441
base,69,Bus9,onshore wind,8,190.71881
base,70,Bus9,onshore wind,8,217.23247
base,71,Bus9,onshore wind,8,225.72177
base,72,Bus9,onshore wind,8,185.1013
base,73,Bus9,onshore wind,8,254.4384
base,74,Bus9,onshore wind,8,212.02695
base,75,Bus9,onshore wind,8,233.56205
base,76,Bus9,onshore wind,8,161.30708
base,77,Bus9,onshore wind,8,175.64628
base,78,Bus9,onshore wind,8,224.40154
base,79,Bus9,onshore wind,8,159.53868
base,80,Bus9,onshore wind,8,253.78934
base,81,Bus9,onshore wind,8,136.32587
base,82,Bus9,onshore wind,8,156.26586
base,83,Bus9,onshore wind,8,180.49742
base,84,Bus9,onshore wind,8,52.150539
base,85,Bus9,onshore wind,8,25.0
base,86,Bus9,onshore wind,8,27.244689
base,87,Bus9,onshore wind,8,158.3562
base,88,Bus9,onshore wind,8,60.571788
base,89,Bus9,onshore wind,8,210.41022
base,90,Bus9,onshore wind,8,50.149343
base,91,Bus9,onshore wind,8,85.070224
base,92,Bus9,onshore wind,8,152.10551
base,93,Bus9,onshore wind,8,176.15746
base,94,Bus9,onshore wind,8,181.45699
base,95,Bus9,onshore wind,8,142.94813
base,96,Bus9,onshore wind,8,139.4062
base,97,Bus9,onshore wind,8,124.89966
base,98,Bus9,onshore wind,8,142.49877
base,99,Bus9,onshore wind,8,85.378193
base,100,Bus9,onshore wind,8,82.22214
base,101,Bus9,onshore wind,8,133.76535
base,102,Bus9,onshore wind,8,136.59001
base,103,Bus9,onshore wind,8,133.71381
base,104,Bus9,onshore wind,8,202.32642
base,105,Bus9,onshore wind,8,226.00839
base,106,Bus9,onshore wind,8,192.76108
base,107,Bus9,onshore wind,8,271.44811
base,108,Bus9,onshore wind,8,148.64261
base,109,Bus9,onshore wind,8,202.93978
base,110,Bus9,onshore wind,8,182.26165
base,111,Bus9,onshore wind,8,128.71642
base,112,Bus9,onshore wind,8,220.22108
base,113,Bus9,onshore wind,8,218.89871
base,114,Bus9,onshore wind,8,299.5944
base,115,Bus9,onshore wind,8,252.72723
base,116,Bus9,onshore wind,8,165.63278
base,117,Bus9,onshore wind,8,303.69119
base,118,Bus9,onshore wind,8,264.80401
base,119,Bus9,onshore wind,8,224.40783
base,120,Bus9,onshore wind,8,174.50525
base,121,Bus9,onshore wind,8,127.57402
base,122,Bus9,onshore wind,8,146.07469
base,123,Bus9,onshore wind,8,207.92952
base,124,Bus9,onshore wind,8,236.44953
base,125,Bus9,onshore wind,8,208.28638
base,126,Bus9,onshore wind,8,96.012441
base,127,Bus9,onshore wind,8,54.472646
base,128,Bus9,onshore wind,8,108.39043
base,129,Bus9,onshore wind,8,25.0
base,130,Bus9,onshore wind,8,102.77035
base,131,Bus9,onshore wind,8,73.938175
base,132,Bus9,onshore wind,8,54.275444
base,133,Bus9,onshore wind,8,25.0
base,134,Bus9,onshore wind,8,100.73436
base,135,Bus9,onshore wind,8,49.694476
base,136,Bus9,onshore wind,8,25.0
base,137,Bus9,onshore wind,8,25.0
base,138,Bus9,onshore wind,8,88.469647
base,139,Bus9,onshore wind,8,185.85365
base,140,Bus9,onshore wind,8,188.89238
base,141,Bus9,onshore wind,8,92.561487
base,142,Bus9,onshore wind,8,95.674382
base,143,Bus9,onshore wind,8,160.13979
base,144,Bus9,onshore wind,8,97.998537
base,145,Bus9,onshore wind,8,174.27121
base,146,Bus9,onshore wind,8,208.54186
base,147,Bus9,onshore wind,8,242.18325
base,148,Bus9,onshore wind,8,185.73053
base,149,Bus9,onshore wind,8,189.53525
base,150,Bus9,onshore wind,8,163.67657
base,151,Bus9,onshore wind,8,172.78686
base,152,Bus9,onshore wind,8,207.91237
base,153,Bus9,onshore wind,8,241.14486
base,154,Bus9,onshore wind,8,270.35088
base,155,Bus9,onshore wind,8,184.71973
base,156,Bus9,onshore wind,8,298.02741
base,157,Bus9,onshore wind,8,206.69198
base,158,Bus9,onshore wind,8,214.44692
base,159,Bus9,onshore wind,8,171.94078
base,160,Bus9,onshore wind,8,80.534861
base,161,Bus9,onshore wind,8,237.22485
base,162,Bus9,onshore wind,8,220.16791
base,163,Bus9,onshore wind,8,158.8091
base,164,Bus9,onshore wind,8,165.25765
base,165,Bus9,onshore wind,8,176.46852
base,166,Bus9,onshore wind,8,61.292521
base,167,Bus9,onshore wind,8,101.95462
base,0,Bus10,onshore wind,9,133.38919
base,1,Bus10,onshore wind,9,39.023118
base,2,Bus10,onshore wind,9,125.56815
base,3,Bus10,onshore wind,9,53.097943
base,4,Bus10,onshore wind,9,154.94254
base,5,Bus10,onshore wind,9,140.94846
base,6,Bus10,onshore wind,9,73.247766
base,7,Bus10,onshore wind,9,223.42462
base,8,Bus10,onshore wind,9,139.29804
base,9,Bus10,onshore wind,9,145.76658
base,10,Bus10,onshore wind,9,205.73911
base,11,Bus10,onshore wind,9,261.54062
base,12,Bus10,onshore wind,9,160.49258
base,13,Bus10,onshore wind,9,220.15718
base,14,Bus10,onshore wind,9,242.78727
base,15,Bus10,onshore wind,9,258.66212
base,16,Bus10,onshore wind,9,233.81629
base,17,Bus10,onshore wind,9,205.93486
base,18,Bus10,onshore wind,9,180.51946
base,19,Bus10,onshore wind,9,222.19352
base,20,Bus10,onshore wind,9,158.73208
base,21,Bus10,onshore wind,9,59.314971
base,22,Bus10,onshore wind,9,219.00196
base,23,Bus10,onshore wind,9,233.09576
base,24,Bus10,onshore wind,9,59.620699
base,25,Bus10,onshore wind,9,116.52137
base,26,Bus10,onshore wind,9,186.82172
base,27,Bus10,onshore wind,9,247.46233
base,28,Bus10,onshore wind,9,134.47313
base,29,Bus10,onshore wind,9,86.253703
base,30,Bus10,onshore wind,9,103.34762
base,31,Bus10,onshore wind,9,171.92276
base,32,Bus10,onshore wind,9,62.62567
base,33,Bus10,onshore wind,9,47.954279
base,34,Bus10,onshore wind,9,58.170233
base,35,Bus10,onshore wind,9,30.564778
base,36,Bus10,onshore wind,9,81.910941
base,37,Bus10,onshore wind,9,156.23545
base,38,Bus10,onshore wind,9,92.075026
base,39,Bus10,onshore wind,9,65.897561
base,40,Bus10,onshore wind,9,68.134842
base,41,Bus10,onshore wind,9,25.0
base,42,Bus10,onshore wind,9,139.73414
base,43,Bus10,onshore wind,9,100.03931
base,44,Bus10,onshore wind,9,104.30112
base,45,Bus10,onshore wind,9,283.20353
base,46,Bus10,onshore wind,9,149.3068
base,47,Bus10,onshore wind,9,107.95397
base,48,Bus10,onshore wind,9,135.50074
base,49,Bus10,onshore wind,9,225.36187
base,50,Bus10,onshore wind,9,184.31852
base,51,Bus10,onshore wind,9,116.80874
base,52,Bus10,onshore wind,9,243.87635
base,53,Bus10,onshore wind,9,172.61679
base,54,Bus10,onshore wind,9,306.53149
base,55,Bus10,onshore wind,9,272.29044
base,56,Bus10,onshore wind,9,199.79964
base,57,Bus10,onshore wind,9,288.46287
base,58,Bus10,onshore wind,9,228.36896
base,59,Bus10,onshore wind,9,266.48409
base,60,Bus10,onshore wind,9,245.2819
base,61,Bus10,onshore wind,9,174.32122
base,62,Bus10,onshore wind,9,178.5489
base,63,Bus10,onshore wind,9,254.93898
base,64,Bus10,onshore wind,9,178.20863
base,65,Bus10,onshore wind,9,165.25534
base,66,Bus10,onshore wind,9,127.37089
base,67,Bus10,onshore wind,9,185.4282
base,68,Bus10,onshore wind,9,256.17362
base,69,Bus10,onshore wind,9,88.400969
base,70,Bus10,onshore wind,9,131.9047
base,71,Bus10,onshore wind,9,190.65732
base,72,Bus10,onshore wind,9,106.09392
base,73,Bus10,onshore wind,9,123.6268
base,74,Bus10,onshore wind,9,39.928277
base,75,Bus10,onshore wind,9,107.79052
base,76,Bus10,onshore wind,9,71.783473
base,77,Bus10,onshore wind,9,126.74935
base,78,Bus10,onshore wind,9,134.79411
base,79,Bus10,onshore wind,9,204.55081
base,80,Bus10,onshore wind,9,105.39592
base,81,Bus10,onshore wind,9,95.709202
base,82,Bus10,onshore wind,9,93.739285
base,83,Bus10,onshore wind,9,72.453992
base,84,Bus10,onshore wind,9,114.48257
base,85,Bus10,onshore wind,9,91.419877
base,86,Bus10,onshore wind,9,124.23495
base,87,Bus10,onshore wind,9,192.08659
base,88,Bus10,onshore wind,9,86.812268
base,89,Bus10,onshore wind,9,205.35674
base,90,Bus10,onshore wind,9,225.47899
base,91,Bus10,onshore wind,9,164.76269
base,92,Bus10,onshore wind,9,75.149075
base,93,Bus10,onshore wind,9,160.72016
base,94,Bus10,onshore wind,9,264.90106
base,95,Bus10,onshore wind,9,206.71654
base,96,Bus10,onshore wind,9,164.39544
base,97,Bus10,onshore wind,9,194.16748
base,98,Bus10,onshore wind,9,264.91389
base,99,Bus10,onshore wind,9,252.04862
base,100,Bus10,onshore wind,9,212.90544
base,101,Bus10,onshore wind,9,204.95882
base,102,Bus10,onshore wind,9,200.50308
base,103,Bus10,onshore wind,9,169.17695
base,104,Bus10,onshore wind,9,289.79658
base,105,Bus10,onshore wind,9,185.30773
base,106,Bus10,onshore wind,9,253.51513
base,107,Bus10,onshore wind,9,258.99215
base,108,Bus10,onshore wind,9,222.36669
base,109,Bus10,onshore wind,9,139.8874
base,110,Bus10,onshore wind,9,170.41293
base,111,Bus10,onshore wind,9,137.76953
base,112,Bus10,onshore wind,9,82.796248
base,113,Bus10,onshore wind,9,133.69909
base,114,Bus10,onshore wind,9,48.764048
base,115,Bus10,onshore wind,9,158.2908
base,116,Bus10,onshore wind,9,68.021773
base,117,Bus10,onshore wind,9,94.984484
base,118,Bus10,onshore wind,9,94.23582
base,119,Bus10,onshore wind,9,63.851921
base,120,Bus10,onshore wind,9,104.51244
base,121,Bus10,onshore wind,9,51.504587
base,122,Bus10,onshore wind,9,120.57647
base,123,Bus10,onshore wind,9,25.0
base,124,Bus10,onshore wind,9,91.7271
base,125,Bus10,onshore wind,9,188.79943
base,126,Bus10,onshore wind,9,49.595757
base,127,Bus10,onshore wind,9,74.623489
base,128,Bus10,onshore wind,9,144.04246
base,129,Bus10,onshore wind,9,137.87803
base,130,Bus10,onshore wind,9,157.45934
base,131,Bus10,onshore wind,9,175.64378
base,132,Bus10,onshore wind,9,194.15031
base,133,Bus10,onshore wind,9,228.8484
base,134,Bus10,onshore wind,9,204.27535
base,135,Bus10,onshore wind,9,181.37882
base,136,Bus10,onshore wind,9,235.74561
base,137,Bus10,onshore wind,9,304.60809
base,138,Bus10,onshore wind,9,209.13173
base,139,Bus10,onshore wind,9,171.69971
base,140,Bus10,onshore wind,9,278.85091
base,141,Bus10,onshore wind,9,218.88703
base,142,Bus10,onshore wind,9,115.98848
base,143,Bus10,onshore wind,9,265.022
base,144,Bus10,onshore wind,9,192.27111
base,145,Bus10,onshore wind,9,209.33678
base,146,Bus10,onshore wind,9,223.84468
base,147,Bus10,onshore wind,9,208.85876
base,148,Bus10,onshore wind,9,225.77923
base,149,Bus10,onshore wind,9,158.59401
base,150,Bus10,onshore wind,9,195.39879
base,151,Bus10,onshore wind,9,145.69502
base,152,Bus10,onshore wind,9,184.34568
base,153,Bus10,onshore wind,9,166.96499
base,154,Bus10,onshore wind,9,78.528181
base,155,Bus10,onshore wind,9,169.26109
base,156,Bus10,onshore wind,9,78.617764
base,157,Bus10,onshore wind,9,137.28065
base,158,Bus10,onshore wind,9,107.90484
base,159,Bus10,onshore wind,9,175.47913
base,160,Bus10,onshore wind,9,67.927844
base,161,Bus10,onshore wind,9,58.769254
base,162,Bus10,onshore wind,9,74.065607
base,163,Bus10,onshore wind,9,60.373727
base,164,Bus10,onshore wind,9,117.70936
base,165,Bus10,onshore wind,9,25.0
base,166,Bus10,onshore wind,9,34.203473
base,167,Bus10,onshore wind,9,40.28581
base,0,Bus11,onshore wind,10,265.98627
base,1,Bus11,onshore wind,10,307.81635
base,2,Bus11,onshore wind,10,219.24391
base,3,Bus11,onshore wind,10,216.52257
base,4,Bus11,onshore wind,10,227.26891
base,5,Bus11,onshore wind,10,278.99529
base,6,Bus11,onshore wind,10,170.06598
base,7,Bus11,onshore wind,10,222.38254
base,8,Bus11,onshore wind,10,251.88756
base,9,Bus11,onshore wind,10,219.64497
base,10,Bus11,onshore wind,10,194.52391
base,11,Bus11,onshore wind,10,224.75947
base,12,Bus11,onshore wind,10,28.649347
base,13,Bus11,onshore wind,10,186.49632
base,14,Bus11,onshore wind,10,108.63152
base,15,Bus11,onshore wind,10,38.732291
base,16,Bus11,onshore wind,10,145.19885
base,17,Bus11,onshore wind,10,178.38279
base,18,Bus11,onshore wind,10,93.799607
base,19,Bus11,onshore wind,10,140.40305
base,20,Bus11,onshore wind,10,166.75451
base,21,Bus11,onshore wind,10,146.71122
base,22,Bus11,onshore wind,10,159.34922
base,23,Bus11,onshore wind,10,112.48519
base,24,Bus11,onshore wind,10,78.86521
base,25,Bus11,onshore wind,10,25.0
base,26,Bus11,onshore wind,10,67.268049
base,27,Bus11,onshore wind,10,42.070551
base,28,Bus11,onshore wind,10,198.92847
base,29,Bus11,onshore wind,10,89.083239
base,30,Bus11,onshore wind,10,112.71226
base,31,Bus11,onshore wind,10,143.78297
base,32,Bus11,onshore wind,10,128.80939
base,33,Bus11,onshore wind,10,222.33072
base,34,Bus11,onshore wind,10,117.6754
base,35,Bus11,onshore wind,10,169.7949
base,36,Bus11,onshore wind,10,133.97013
base,37,Bus11,onshore wind,10,115.64482
base,38,Bus11,onshore wind,10,160.89439
base,39,Bus11,onshore wind,10,198.53013
base,40,Bus11,onshore wind,10,186.67704
base,41,Bus11,onshore wind,10,179.96691
base,42,Bus11,onshore wind,10,149.25781
base,43,Bus11,onshore wind,10,218.83134
base,44,Bus11,onshore wind,10,149.51358
base,45,Bus11,onshore wind,10,262.82558
base,46,Bus11,onshore wind,10,227.3265
base,47,Bus11,onshore wind,10,147.05378
base,48,Bus11,onshore wind,10,199.61688
base,49,Bus11,onshore wind,10,171.14433
base,50,Bus11,onshore wind,10,217.05754
base,51,Bus11,onshore wind,10,259.31285
base,52,Bus11,onshore wind,10,88.767195
base,53,Bus11,onshore wind,10,177.77733
base,54,Bus11,onshore wind,10,153.02167
base,55,Bus11,onshore wind,10,183.34829
base,56,Bus11,onshore wind,10,149.19903
base,57,Bus11,onshore wind,10,89.957741
base,58,Bus11,onshore wind,10,101.12788
base,59,Bus11,onshore wind,10,67.547841
base,60,Bus11,onshore wind,10,152.38222
base,61,Bus11,onshore wind,10,92.042537
base,62,Bus11,onshore wind,10,179.76587
base,63,Bus11,onshore wind,10,76.87871
base,64,Bus11,onshore wind,10,41.281258
base,65,Bus11,onshore wind,10,25.0
base,66,Bus11,onshore wind,10,25.0
base,67,Bus11,onshore wind,10,25.0
base,68,Bus11,onshore wind,10,93.947188
base,69,Bus11,onshore wind,10,111.07174
base,70,Bus11,onshore wind,10,25.0
base,71,Bus11,onshore wind,10,144.69484
base,72,Bus11,onshore wind,10,84.72924
base,73,Bus11,onshore wind,10,126.09082
base,74,Bus11,onshore wind,10,209.9375
base,75,Bus11,onshore wind,10,185.21108
base,76,Bus11,onshore wind,10,138.20295
base,77,Bus11,onshore wind,10,118.2934
base,78,Bus11,onshore wind,10,66.195212
base,79,Bus11,onshore wind,10,148.22358
base,80,Bus11,onshore wind,10,183.24729
base,81,Bus11,onshore wind,10,153.07714
base,82,Bus11,onshore wind,10,203.32021
base,83,Bus11,onshore wind,10,219.81886
base,84,Bus11,onshore wind,10,209.33521
base,85,Bus11,onshore wind,10,191.08412
base,86,Bus11,onshore wind,10,233.35977
base,87,Bus11,onshore wind,10,246.67304
base,88,Bus11,onshore wind,10,168.01915
base,89,Bus11,onshore wind,10,289.40899
base,90,Bus11,onshore wind,10,208.69951
base,91,Bus11,onshore wind,10,207.89954
base,92,Bus11,onshore wind,10,234.40834
base,93,Bus11,onshore wind,10,201.59134
base,94,Bus11,onshore wind,10,227.61761
base,95,Bus11,onshore wind,10,183.66992
base,96,Bus11,onshore wind,10,127.60818
base,97,Bus11,onshore wind,10,165.0355
base,98,Bus11,onshore wind,10,78.573012
base,99,Bus11,onshore wind,10,130.30823
base,100,Bus11,onshore wind,10,112.90753
base,101,Bus11,onshore wind,10,94.65293
base,102,Bus11,onshore wind,10,90.13759
base,103,Bus11,onshore wind,10,25.0
base,104,Bus11,onshore wind,10,55.928238
base,105,Bus11,onshore wind,10,83.599455
base,106,Bus11,onshore wind,10,84.148762
base,107,Bus11,onshore wind,10,25.0
base,108,Bus11,onshore wind,10,138.87238
base,109,Bus11,onshore wind,10,34.523422
base,110,Bus11,onshore wind,10,130.18164
base,111,Bus11,onshore wind,10,108.48891
base,112,Bus11,onshore wind,10,61.659515
base,113,Bus11,onshore wind,10,190.84471
base,114,Bus11,onshore wind,10,51.588922
base,115,Bus11,onshore wind,10,167.29559
base,116,Bus11,onshore wind,10,182.08205
base,117,Bus11,onshore wind,10,109.64269
base,118,Bus11,onshore wind,10,224.07205
base,119,Bus11,onshore wind,10,153.12098
base,120,Bus11,onshore wind,10,190.87932
base,121,Bus11,onshore wind,10,199.68425
base,122,Bus11,onshore wind,10,189.34732
base,123,Bus11,onshore wind,10,244.95646
base,124,Bus11,onshore wind,10,251.21363
base,125,Bus11,onshore wind,10,129.84459
base,126,Bus11,onshore wind,10,286.69944
base,127,Bus11,onshore wind,10,140.95313
base,128,Bus11,onshore wind,10,276.62573
base,129,Bus11,onshore wind,10,280.55894
base,130,Bus11,onshore wind,10,167.22271
base,131,Bus11,onshore wind,10,197.15519
base,132,Bus11,onshore wind,10,156.80521
base,133,Bus11,onshore wind,10,194.3353
base,134,Bus11,onshore wind,10,181.42537
base,135,Bus11,onshore wind,10,226.49726
base,136,Bus11,onshore wind,10,242.86876
base,137,Bus11,onshore wind,10,236.35826
base,138,Bus11,onshore wind,10,127.31173
base,139,Bus11,onshore wind,10,133.68258
base,140,Bus11,onshore wind,10,48.827688
base,141,Bus11,onshore wind,10,81.946335
base,142,Bus11,onshore wind,10,160.35021
base,143,Bus11,onshore wind,10,183.61116
base,144,Bus11,onshore wind,10,32.905258
base,145,Bus11,onshore wind,10,58.042037
base,146,Bus11,onshore wind,10,80.79666
base,147,Bus11,onshore wind,10,92.11128
base,148,Bus11,onshore wind,10,35.23463
base,149,Bus11,onshore wind,10,96.208746
base,150,Bus11,onshore wind,10,52.299948
base,151,Bus11,onshore wind,10,77.928562
base,152,Bus11,onshore wind,10,110.23757
base,153,Bus11,onshore wind,10,89.033003
base,154,Bus11,onshore wind,10,74.066614
base,155,Bus11,onshore wind,10,98.80275
base,156,Bus11,onshore wind,10,109.2959
base,157,Bus11,onshore wind,10,105.4646
base,158,Bus11,onshore wind,10,121.86499
base,159,Bus11,onshore wind,10,225.92031
base,160,Bus11,onshore wind,10,185.30777
base,161,Bus11,onshore wind,10,153.59747
base,162,Bus11,onshore wind,10,213.91358
base,163,Bus11,onshore wind,10,172.4122
base,164,Bus11,onshore wind,10,256.91274
base,165,Bus11,onshore wind,10,224.80106
base,166,Bus11,onshore wind,10,207.74313
base,167,Bus11,onshore wind,10,240.85674
base,0,Bus12,onshore wind,11,70.792344
base,1,Bus12,onshore wind,11,81.761122
base,2,Bus12,onshore wind,11,67.435613
base,3,Bus12,onshore wind,11,123.82835
base,4,Bus12,onshore wind,11,193.60948
base,5,Bus12,onshore wind,11,209.82371
base,6,Bus12,onshore wind,11,122.60591
base,7,Bus12,onshore wind,11,109.53069
base,8,Bus12,onshore wind,11,25.0
base,9,Bus12,onshore wind,11,49.474915
base,10,Bus12,onshore wind,11,35.732576
base,11,Bus12,onshore wind,11,44.285252
base,12,Bus12,onshore wind,11,68.814365
base,13,Bus12,onshore wind,11,57.156193
base,14,Bus12,onshore wind,11,25.0
base,15,Bus12,onshore wind,11,129.81488
base,16,Bus12,onshore wind,11,46.638137
base,17,Bus12,onshore wind,11,121.21764
base,18,Bus12,onshore wind,11,222.86052
base,19,Bus12,onshore wind,11,83.785499
base,20,Bus12,onshore wind,11,25.0
base,21,Bus12,onshore wind,11,137.77428
base,22,Bus12,onshore wind,11,218.33932
base,23,Bus12,onshore wind,11,272.12509
base,24,Bus12,onshore wind,11,123.09938
base,25,Bus12,onshore wind,11,218.99931
base,26,Bus12,onshore wind,11,179.48793
base,27,Bus12,onshore wind,11,204.85259
base,28,Bus12,onshore wind,11,348.40396
base,29,Bus12,onshore wind,11,145.57884
base,30,Bus12,onshore wind,11,236.35602
base,31,Bus12,onshore wind,11,248.33001
base,32,Bus12,onshore wind,11,278.81675
base,33,Bus12,onshore wind,11,227.32389
base,34,Bus12,onshore wind,11,234.08732
base,35,Bus12,onshore wind,11,193.80972
base,36,Bus12,onshore wind,11,220.1228
base,37,Bus12,onshore wind,11,181.50013
base,38,Bus12,onshore wind,11,220.63162
base,39,Bus12,onshore wind,11,161.07165
base,40,Bus12,onshore wind,11,187.73827
base,41,Bus12,onshore wind,11,156.32431
base,42,Bus12,onshore wind,11,202.81812
base,43,Bus12,onshore wind,11,132.75285
base,44,Bus12,onshore wind,11,35.809637
base,45,Bus12,onshore wind,11,177.2734
base,46,Bus12,onshore wind,11,59.416578
base,47,Bus12,onshore wind,11,63.564737
base,48,Bus12,onshore wind,11,59.234862
base,49,Bus12,onshore wind,11,151.88328
base,50,Bus12,onshore wind,11,25.0
base,51,Bus12,onshore wind,11,232.96682
base,52,Bus12,onshore wind,11,127.8169
base,53,Bus12,onshore wind,11,86.805828
base,54,Bus12,onshore wind,11,75.209906
base,55,Bus12,onshore wind,11,96.171705
base,56,Bus12,onshore wind,11,113.42913
base,57,Bus12,onshore wind,11,126.52856
base,58,Bus12,onshore wind,11,130.20266
base,59,Bus12,onshore wind,11,116.13167
base,60,Bus12,onshore wind,11,111.88281
base,61,Bus12,onshore wind,11,124.92179
base,62,Bus12,onshore wind,11,133.8717
base,63,Bus12,onshore wind,11,211.58157
base,64,Bus12,onshore wind,11,195.73624
base,65,Bus12,onshore wind,11,29.841289
base,66,Bus12,onshore wind,11,219.85086
base,67,Bus12,onshore wind,11,206.15004
base,68,Bus12,onshore wind,11,203.78598
base,69,Bus12,onshore wind,11,192.36664
base,70,Bus12,onshore wind,11,273.67245
base,71,Bus12,onshore wind,11,268.99222
base,72,Bus12,onshore wind,11,185.50214
base,73,Bus12,onshore wind,11,245.3526
base,74,Bus12,onshore wind,11,175.57566
