lat_grid,lon_grid,mangrove_count,lat_mean,lon_mean
-5,-81,2,-4.993959848907559,-81.06881272995616
-5,-38,9,-4.530633333333333,-37.734966666666665
-5,-37,53,-5.0445809850636305,-36.81382966554553
-5,-36,40,-5.093519757646709,-36.27712078537395
-5,-35,1,-5.2895,-35.372499999999995
-5,12,81,-4.957672866988479,11.999180072412564
-5,39,87,-4.86870929717885,39.20370136889961
-5,40,59,-5.1373169491525426,39.74455084745763
-5,53,12,-5.1844166666666665,53.34286666666667
-5,55,5,-4.681659999999999,55.4563
-5,56,2,-4.6683,55.513400000000004
-5,72,4,-5.268714492174491,71.92917032404729
-5,102,21,-5.400052380952381,102.28263333333334
-5,104,16,-5.33465,104.039475
-5,105,2,-5.491999999999999,104.5673
-5,106,41,-4.913475609756097,105.85350487804878
-5,115,2,-5.0741,114.6156
-5,116,1,-4.7837,115.8385
-5,117,1,-5.0499,117.03370000000001
-5,118,18,-5.224094699910336,117.79335409101382
-5,119,27,-5.0960384014457665,119.39382616487748
-5,120,43,-4.978620578162836,120.10606947547618
-5,121,8,-4.6669044091280085,121.2347142029216
-5,122,87,-4.865029440623577,122.14242577603251
-5,123,152,-4.870800505539833,122.90823345099405
-5,124,8,-5.3950499999999995,123.7088
-5,128,1,-5.347468765424583,127.77787069126161
-5,130,1,-4.5095651841621,129.89241503855055
-5,132,2,-5.3575,132.01170000000002
-5,133,3,-5.3473,133.13469999999998
-5,134,2,-5.4578,134.4763
-5,135,38,-5.419571674315175,134.59452056719536
-5,136,161,-4.622962212279973,136.25036721739667
-5,137,655,-4.895124976171736,137.11295949526064
-5,138,656,-5.1671936436192825,137.80429698460347
-5,146,9,-5.082969597378134,145.82902138208217
-5,149,6,-5.47795699318802,148.806438319322
-5,150,33,-5.336813720560148,149.98811492350006
-5,151,32,-5.296135243900215,150.97947504245903
-5,152,30,-4.843744614459806,152.02783169964195
-5,153,10,-4.692880000000001,152.78818
-5,154,6,-4.5465083946710525,154.2203715169307
-5,155,15,-5.34461956911312,154.63901583074014
-4,-80,13,-3.51077089345685,-80.43422578457645
-4,-39,8,-3.7203904708307136,-38.619511200659154
-4,-38,46,-4.130459872320809,-38.12281843785255
-4,-34,2,-3.8675617084839815,-33.80122360591467
-4,-32,1,-3.84620426260404,-32.395562307206546
-4,11,73,-3.8796408649016754,11.157141762819553
-4,12,23,-4.383712042802623,11.62833682815486
-4,40,38,-3.883760623038217,39.73771716620164
-4,56,2,-4.3315,55.726200000000006
-4,102,14,-3.9058806368141377,102.30591028214941
-4,103,3,-4.335188513344832,102.77053490132465
-4,106,80,-4.014548766118095,105.80927429512033
-4,112,1,-3.51137776771691,111.77832301555135
-4,115,40,-3.868158534671127,114.78724485161368
-4,116,69,-3.782958788338452,116.0937742206851
-4,119,6,-3.5982333333333334,119.29270000000001
-4,120,45,-3.983934395438167,119.99551309793159
-4,121,4,-3.93045,121.28505000000001
-4,122,38,-3.9443293485895086,122.15832065170976
-4,123,68,-4.189998063984175,122.77970356573205
-4,126,3,-3.7253666666666674,126.39943333333333
-4,127,4,-3.82095,126.71820000000001
-4,128,13,-3.6876409139660313,128.12170603108768
-4,129,10,-3.562465149438367,128.64641236708715
-4,130,2,-3.5624000000000002,130.2305
-4,131,33,-3.850780518353337,130.91846132348078
-4,133,64,-3.7596433859893454,133.33684064020576
-4,134,19,-3.8153526315789477,134.1048052631579
-4,135,166,-4.194274274199913,134.93140056392664
-4,136,22,-4.476990120138897,135.7955731997029
-4,144,59,-3.8237677966101695,144.2180491525424
-4,145,34,-4.078635294117647,144.7650470588235
-4,151,1,-4.219870082984093,151.48841461560858
-4,152,43,-4.116692711707289,152.12897208908052
-4,153,13,-4.053115384615385,152.65125384615385
-4,154,22,-4.19979124938354,153.87854728008813
-3,-172,5,-2.78914,-171.71545999999998
-3,-80,453,-2.8472650538442403,-79.96364926443273
-3,-45,249,-2.9356812191245973,-44.63454084651898
-3,-44,376,-2.716086281951907,-44.11963318347692
-3,-43,77,-2.608313253971665,-43.0730811896906
-3,-42,193,-2.7934366374019843,-42.07525049008029
-3,-41,66,-2.9603857044912107,-41.24238152200283
-3,-40,44,-2.9118594449802657,-39.93740708425729
-3,-39,19,-3.272138082374799,-39.28737578705731
-3,10,68,-2.909390888947406,10.221945588981068
-3,11,72,-3.396906931688475,10.680820376280701
-3,40,59,-2.9019929904504256,40.19338570836601
-3,41,1,-2.5269000000000004,40.5183
-3,100,92,-3.023167417312319,100.29212181974735
-3,101,26,-2.861694076445789,101.19257228657692
-3,102,15,-3.2579730812304826,101.6931545790151
-3,104,12,-2.6254500000000003,104.38158333333335
-3,105,51,-2.6103571991807546,104.78537154413175
-3,106,142,-2.866612297440294,105.90217098312057
-3,107,99,-2.8982381517456393,107.02783448500549
-3,108,100,-2.9287403232451124,107.8731956366109
-3,110,34,-2.6998676370229777,110.22938760022058
-3,111,50,-2.94723915902631,110.88079772138441
-3,112,96,-2.9222507002248097,111.85653753650314
-3,113,110,-3.1226406877580737,113.0668025610347
-3,114,134,-3.3057746652298845,113.94775024715132
-3,115,11,-3.351354545454546,114.5411
-3,116,234,-2.98369009628614,116.16816588489938
-3,119,20,-3.0111200000000005,119.04182
-3,120,21,-3.182719047619048,120.34924285714285
-3,121,17,-2.976323529411765,120.94301764705882
-3,122,75,-3.063945093976145,122.270604745349
-3,123,12,-3.310752016365304,122.71171160204811
-3,126,3,-3.3194271600667964,126.01474082282068
-3,127,24,-3.3516558347138328,127.06334282876082
-3,128,48,-3.146214898560243,127.93381954844862
-3,129,21,-2.9656370654775634,129.1617482016418
-3,130,58,-2.9399975871875053,129.98999752223756
-3,131,26,-3.297904172679775,130.69013610558454
-3,132,16,-2.7579451173184957,132.25492972953023
-3,133,146,-2.722531741236679,133.33050773570602
-3,134,336,-2.6948370113056064,133.73203562107665
-3,135,20,-3.0360847974403016,134.82183959015092
-3,136,117,-2.890003180924321,135.943241494521
-3,141,9,-2.6004752262767976,140.7134450000273
-3,142,11,-3.0771406108408828,142.20253783116107
-3,144,7,-3.398042857142858,143.58075714285715
-3,148,2,-3.282601253347452,148.02131578736663
-3,150,48,-2.6140324794663985,150.32439934843188
-3,151,127,-2.79623701260269,150.84813765783045
-3,152,45,-3.075669075555109,151.87958314713248
-3,155,2,-3.24673601562898,154.6690959265542
-2,-81,6,-2.1063925613665444,-80.75617386175136
-2,-80,204,-2.3985976827657294,-79.89097824599814
-2,-49,6,-1.5353,-48.650666666666666
-2,-48,7,-1.5777285714285714,-48.47644285714285
-2,-46,9,-1.5221,-45.55292222222222
-2,-45,649,-1.7899012391154139,-44.924712086045915
-2,-44,137,-2.3760597620887354,-43.89974746748463
-2,-43,53,-2.4150145537369783,-43.39094510384837
-2,9,25,-1.820916,9.322308
-2,10,6,-2.43200891629807,9.658766140923007
-2,40,4,-2.4832929682549225,40.44616502963153
-2,41,156,-2.0643723703013888,41.06224169448511
-2,99,97,-1.6581006687621807,99.16406590015539
-2,100,47,-2.159926178827735,99.63738987608791
-2,101,69,-1.9950234076014013,100.83487808976614
-2,104,195,-1.9273189828431398,104.43029101672676
-2,105,566,-2.170385015032858,104.84796055312174
-2,106,227,-2.0829206883658196,105.72819414276404
-2,109,13,-1.607034101230572,108.84870437313292
-2,110,40,-1.9056171306076375,110.04593309372191
-2,116,159,-1.998564348865839,116.30924918756249
-2,117,22,-1.9428559405427834,116.53636128750678
-2,119,23,-2.085891304347826,119.20201304347826
-2,121,22,-1.8545708569888104,121.37042561881138
-2,122,122,-1.8198377951134033,121.82660894577994
-2,123,33,-1.7343614615940606,123.2195330236376
-2,124,58,-1.9019206896551726,124.04803103448276
-2,125,35,-1.742042857142857,125.07949428571428
-2,126,15,-1.9641400000000002,125.91376666666666
-2,127,4,-1.5583,127.41005000000001
-2,128,25,-1.615268820881603,128.01037977300686
-2,130,114,-1.9297645110134205,130.17069171957093
-2,131,10,-1.99898,130.74144
-2,132,281,-1.7531285444051072,132.00341123842603
-2,133,151,-2.2448438074053345,133.27560522629122
-2,134,612,-2.2599184863998163,133.83123827412925
-2,135,7,-2.0104428571428574,134.8582714285714
-2,136,73,-2.1572570005689227,136.20694903762615
-2,137,413,-2.027656988019186,137.09506530665308
-2,138,152,-1.5837102760234802,137.83349624965578
-2,139,2,-1.9247,138.9094
-2,140,24,-2.353080886366907,139.78467717675767
-2,146,2,-2.1361,146.4462
-2,147,110,-2.104346365988335,146.99834748163747
-2,148,9,-2.231077777777778,147.7659
-2,150,49,-2.2622054382710406,150.1348798628738
-2,175,1,-1.554826551636171,174.94512740959064
-2,176,10,-1.872110473224872,175.55139459792707
-1,-91,27,-0.8253157833118009,-91.04137157928686
-1,-90,28,-0.710513433646921,-90.15974980981194
-1,-89,3,-0.8043474482388818,-89.42794329017012
-1,-81,3,-0.8113206403303114,-80.52155476463768
-1,-80,15,-0.6517133333333334,-80.34788666666667
-1,-49,123,-0.995632075548479,-48.62449694906024
-1,-48,453,-0.7605647027965204,-47.89745683888418
-1,-47,641,-0.8289387415789842,-46.99213275840995
-1,-46,803,-1.1807764522550859,-45.98963745232155
-1,-45,199,-1.4054763784367625,-45.16376550911905
-1,9,263,-0.8986476655603136,8.996394454347426
-1,42,47,-0.9517809256056016,41.947167786539566
-1,73,2,-0.650722808998166,73.18493909091305
-1,98,8,-0.5478034207929138,98.40074181354339
-1,99,97,-1.221136165207243,98.95891000152926
-1,100,41,-1.1209534898401374,100.37451773980943
-1,101,18,-1.3979335339583585,100.5760913997858
-1,103,130,-0.6568223032137536,103.36483098748214
-1,104,108,-1.003290671581919,104.01357060029251
-1,105,5,-0.97714,104.96582000000001
-1,109,217,-0.665450205580314,109.37069066534968
-1,110,221,-0.8872902718557636,109.68779977595072
-1,117,171,-0.9131230535868119,117.0695246616585
-1,118,26,-0.6897935378359974,117.55635056994035
-1,119,9,-1.2259444444444445,119.37161111111111
-1,120,11,-0.7708004203065016,119.84823764736433
-1,121,11,-1.2454636363636362,120.81006363636362
-1,122,32,-0.9868798843041333,122.09419715371942
-1,123,57,-0.956579922754204,123.05855797792425
-1,124,7,-1.4647007579126792,123.52978341475328
-1,127,80,-0.8105711068623316,127.30795563629817
-1,128,80,-0.9621330492126381,128.06616755550195
-1,129,10,-1.01084,129.15130000000002
-1,130,26,-1.1835929724794372,129.89903322267784
-1,131,215,-1.1003406630453128,131.0572292182221
-1,132,78,-1.3591767356027247,131.70680744625736
-1,134,5,-1.18546,134.16258
-1,135,33,-0.9967083230781933,135.06348044849827
-1,136,27,-0.9810370069468047,135.89189109729247
-1,137,4,-1.2946,136.64245
-1,138,14,-1.4791437086966719,137.82950724309438
-1,144,3,-1.1181405201042693,144.3901307739773
-1,150,8,-1.405475,149.6297
-1,175,10,-1.143747684846989,174.68580664230367
-1,176,3,-1.3055060191917234,175.96213023455746
0,-91,15,-0.29230307217371065,-91.16745136604621
0,-90,4,-0.49800889459978775,-90.31640586657804
0,-80,24,0.317464831899787,-80.0350459065074
0,-51,52,-0.03894637775485559,-50.70010200667298
0,-50,138,0.14929997245930807,-49.9626126363377
0,-49,77,-0.22955434840772557,-49.09191803491761
0,-48,49,-0.35651168245808573,-48.4305469893473
0,6,1,0.3232999999999999,6.4845
0,7,4,0.21634999999999996,6.6594
0,9,60,0.1917922678252241,9.41385842632019
0,10,286,0.1699515745460815,9.721673026214697
0,42,1,-0.4449,42.4711
0,43,6,-0.2803666666666667,42.60320000000001
0,98,44,-0.15509129593341042,98.41270329912055
0,99,91,0.052832558771317414,98.97114679432354
0,100,71,-0.06525532801806572,99.71384736439768
0,102,5,0.28981999999999997,102.28242
0,103,381,-0.039558092751454305,103.21756524096361
0,104,399,-0.0408196562936543,103.82085047182198
0,105,101,-0.07613150314338292,104.68631237827357
0,109,103,-0.10090289222131849,109.10856863245621
0,117,32,-0.21966875000000002,117.45371875000001
0,118,34,0.12020301269216217,117.53587805853329
0,120,34,0.09157647058823529,119.93022941176471
0,121,13,0.4414692307692307,121.09382307692309
0,122,62,-0.006212902685855463,122.04705222339192
0,123,2,-0.08850000000000005,123.037
0,124,15,0.39011333333333326,124.09366
0,127,78,-0.18681257848207242,127.31637554201359
0,128,44,0.16825024127935492,127.88194894954769
0,129,29,0.041090111537666466,129.2010360520834
0,130,50,-0.19174790024044427,130.19504628090817
0,131,70,-0.2554831491113558,130.79255782156443
0,174,4,0.3547693802306162,173.90682815470146
1,-80,17,0.7476021372553671,-79.88356834981583
1,-79,130,1.3085698853933956,-78.9097627822644
1,-51,1,0.6129,-50.5547
1,-50,127,1.049100214199069,-50.07022145409501
1,9,24,0.6394166666666666,9.447375
1,10,179,0.8942649399562016,9.69171740794874
1,97,33,1.2456004523352076,97.25559499849658
1,98,42,0.9884464144649515,97.81078286246286
1,99,51,0.9645116792861855,98.97840691698994
1,102,164,1.202788981711891,102.34800062045278
1,103,291,0.9498918723514184,102.99070660245057
1,104,522,0.9909406246581246,103.94070451586369
1,105,84,0.8717774239883946,104.6346828546239
1,107,4,0.70835,107.2758
1,108,3,0.9445666666666667,107.55096666666668
1,109,75,1.1844998868747758,109.07909535794512
1,110,5,1.45466,110.44834
1,111,42,1.4005107481687042,110.91387082637378
1,118,120,1.0762363719959576,118.1358323807427
1,119,21,1.1602027426092771,118.69393059450829
1,120,13,0.7461856097268404,120.13144440475216
1,121,22,0.9978454545454546,120.83148181818183
1,122,34,0.8733126679540599,121.94893126106896
1,123,51,0.8858698617546772,123.02011578520083
1,124,15,0.9053814071633692,123.94018418691338
1,125,25,1.07762,124.725228
1,127,19,0.9507138623454592,127.44521250634159
1,128,95,0.9566150975366782,127.95861343742995
1,129,13,0.8499897388483971,128.6445300537168
1,173,1,1.37601689433218,173.0996734056597
2,-157,5,1.8749771357435268,-157.39094183009576
2,-79,215,1.9498310266627341,-78.68695730342799
2,-78,98,2.4553613124497926,-78.3460766077607
2,-51,64,2.1113821427537958,-50.677852745460896
2,-50,329,1.73814274546498,-50.135395496563675
2,10,39,1.9822900749124706,9.770575065424335
2,73,3,1.7969885655223006,73.38200278297451
2,96,2,2.4892,96.3872
2,97,52,2.07252946612152,97.30247455565942
2,98,26,2.244697259264039,97.9260543233069
2,99,65,1.6736910988140632,98.7388271897249
2,100,20,2.34925,100.35191
2,101,136,2.099827847039197,101.00788301917437
2,102,105,1.9459023341565966,101.90198814476256
2,103,40,1.7828969318792462,102.95015347336422
2,104,38,1.69654220304153,104.02637818321269
2,109,43,1.8133693409975562,109.36234202314863
2,110,169,1.6586033379734397,110.16311942149511
2,111,321,2.062565116660556,111.2477370748527
2,112,43,2.3076155448090376,111.59036637129941
2,118,236,2.0152016142037343,117.86915762119013
2,119,7,2.188814285714286,118.58175714285714
2,125,49,1.874523238040953,125.04850075297716
2,128,86,1.9679706470449436,128.05323930743472
2,129,11,2.1182212264327624,128.67729473501657
2,173,2,1.885765902305802,172.9418394102399
3,-78,259,2.6749781363496643,-78.08331679997414
3,-77,42,3.3838430570421307,-77.38689907972744
3,-51,43,3.0732767416532165,-51.00621812880085
3,10,8,3.2191093143940632,9.939763484718357
3,96,55,2.7145115298764635,96.02700757213813
3,99,21,3.397178303438266,99.35965567298948
3,100,97,2.8332485541959755,99.97391843136816
3,101,134,3.023455838150719,101.3080881017297
3,102,16,2.6474499999999996,101.703975
3,103,15,3.174513333333333,103.43509999999999
3,104,26,2.6630633588346178,103.70370372807767
3,106,86,3.086275928172945,106.1014810691219
3,107,1,3.1871,106.50150000000001
3,109,19,2.855436842105263,108.86983684210526
3,111,28,2.6788615393925173,111.3798676267795
3,112,72,2.7702427393569895,111.80234657430805
3,113,1,3.4638999999999998,113.2553
3,117,102,3.2289602752503783,117.36033971666586
3,118,94,2.9269626995137736,117.62932913557682
3,125,5,2.99158,125.46178
3,126,13,3.341224638301832,125.58478830651393
3,129,1,2.5880999999999994,128.6067
3,173,13,3.09867082677984,172.8183243279264
4,-78,6,4.214249947652019,-77.51735537035954
4,-77,167,3.8886934580612103,-77.24906092084815
4,-52,65,4.32976266282395,-51.679726837104695
4,-51,72,4.035007563924421,-51.251820333369864
4,-8,33,4.410115377491374,-7.671552025189774
4,-7,18,4.421379015458261,-7.375446786605784
4,6,463,4.416880338670115,6.208418975151428
4,7,313,4.437353693242904,6.792616445113944
4,8,12,4.485002571327043,7.623692880197148
4,9,220,4.0779747351619555,9.306176458648748
4,10,242,3.8775962651853377,9.670031077860413
4,73,1,3.931184888481746,73.49528318624289
4,74,1,4.037051344715232,73.52245722358751
4,96,14,4.210326891917664,96.05436957288894
4,97,6,3.6924824566736127,96.76538327287363
4,98,102,4.207892978401621,98.24228116960079
4,99,79,3.7906624198973735,98.7363372807669
4,101,83,4.016313671705946,100.78515758198046
4,103,83,4.009014163369679,103.39928803369234
4,108,59,3.8897468882439705,108.14807999265084
4,113,12,3.6413960802802183,113.39338731863586
4,114,7,3.8434142857142857,113.60710000000002
4,117,232,3.953159984797777,117.37630561763869
4,118,338,4.102018428965453,117.68450043066625
4,119,24,4.450557504620316,118.6290470699808
4,125,2,3.5709,125.4657
4,126,9,3.596722222222222,125.5811888888889
4,127,2,4.276810964858305,126.72225621305499
5,-78,1,5.495490208714278,-77.51688881716233
5,-77,80,5.132810379232594,-77.3568975834414
5,-53,127,5.32191898534917,-52.87185677901575
5,-52,139,4.733776383089198,-52.100638463954816
5,-10,27,5.461411221298971,-9.567210494236592
5,-9,90,5.042760794343055,-9.041622115294865
5,-8,31,4.597107516857026,-8.17820803746692
5,-7,47,4.682582034237495,-6.823164927584278
5,-6,63,4.983252651531108,-5.969775432657858
5,-5,73,5.177022493003435,-5.077996550223454
5,-4,75,5.261964585418014,-4.0372012191599875
5,-3,83,5.168021069824046,-3.0450009863703658
5,-2,57,4.910697202748996,-1.950512468071045
5,-1,41,5.2023027039775736,-1.024254366236833
5,0,3,5.4553,-0.4061666666666666
5,5,155,5.329658234413212,5.430123513121295
5,6,831,4.858855269424139,5.784658567171621
5,7,651,4.634193272627714,6.855688182211681
5,8,279,4.708753332156214,8.105463551009615
5,9,570,4.654235645684927,8.706803562719802
5,74,1,5.315443825545723,73.63263559318476
5,95,18,5.044752104744207,95.34770318460792
5,96,29,5.130385675868239,95.9476433198937
5,97,30,5.193331853611072,97.17972226829143
5,98,67,4.6786640932393775,97.94672733880584
5,100,43,5.1356481959934905,100.41622699649045
5,101,182,4.751728650555225,100.61240312198679
5,103,42,4.906148009788208,103.3148537587844
5,108,2,4.755000000000001,108.0017
5,114,4,4.6152500000000005,114.3121
5,115,177,5.000514635647994,115.18852641555323
5,116,44,5.204158486836612,115.55198017197766
5,118,68,4.796244161346314,118.34147026646984
5,119,100,5.264837432610637,118.84014569633968
5,120,82,5.198949861954677,120.13614002119785
5,121,11,5.434750153102371,120.72489931787922
5,127,4,4.726800000000001,127.12495
5,163,33,5.306023915730058,162.9436846504338
6,-162,1,5.894003784282901,-162.0887534736215
6,-77,42,5.96534780000325,-77.30747437239293
6,-58,27,6.317989701259807,-57.59721537779337
6,-57,97,5.947651216777771,-56.997517342471575
6,-56,188,5.886841061336391,-55.88901495077639
6,-55,156,5.939068638055207,-54.95866870394639
6,-54,86,5.740204472803706,-53.960603192210826
6,-53,104,5.545143503978926,-53.31055637221118
6,-11,29,6.290056316086997,-10.681127356138955
6,-10,97,5.852100405185656,-10.00300273623254
6,0,12,5.614202104631924,-0.03959366008578373
6,1,80,5.9577699760916225,0.8890863417291713
6,2,45,6.320935555555555,1.9350644444444445
6,3,71,6.430178873239437,3.04673661971831
6,4,33,6.416287878787879,4.016687878787879
6,5,580,5.792365588205321,5.262978233946503
6,6,115,5.670134404866973,5.592938478142163
6,80,24,6.173158333333333,80.12155833333334
6,81,4,6.0905000000000005,80.92840000000001
6,82,1,6.383100000000001,81.5713
6,95,20,5.767499902199722,95.29903298060906
6,96,12,5.597446460033301,95.61932787929351
6,100,129,6.1580431892539105,100.07836211139677
6,102,47,6.1520501661586735,102.21189714255675
6,103,16,5.7268216894765995,102.70770632872363
6,116,54,5.950132440235507,116.03671171410407
6,117,7,6.059271428571429,117.46021428571429
6,118,375,5.995668697279791,117.85660940389864
6,119,32,5.5785,118.59203125
6,120,14,5.879985714285715,120.10260000000001
6,121,93,5.949414146927776,121.00841652669587
6,122,48,6.15296102019832,121.81953428200184
6,124,14,6.4046534271669495,124.07624687455127
6,125,16,5.841145484095354,125.23980404631057
6,126,25,6.3276644315379835,126.16608122609769
6,168,3,5.6388046625853185,168.09374137510056
6,172,10,5.927512947105884,172.1347463603392
7,-82,10,7.3974,-81.6828
7,-81,4,7.39065,-80.9049
7,-80,8,7.409575,-80.29429999999999
7,-78,21,7.057976597338575,-77.7209367347161
7,-77,10,6.7093879622210695,-77.4591840518049
7,-59,20,7.04009636885602,-58.55799871809573
7,-58,45,6.827951466332438,-58.18887203229221
7,-13,6,7.428733333333334,-12.557566666666666
7,-12,69,7.277323933966544,-12.053441163553465
7,-11,34,6.729076470588235,-11.236711764705882
7,3,16,6.580839565462278,3.430152180076326
7,4,26,6.578561538461538,3.722730769230769
7,73,6,7.028411296990434,72.83875694680484
7,80,5,7.2883,79.83926
7,82,45,7.280799090681362,81.81472679946903
7,94,23,7.04559506721493,93.76202653451237
7,98,1,7.4703,98.3065
7,99,46,7.225662920398344,99.3762043827398
7,100,329,6.924529743720278,99.84311821351297
7,101,46,6.994707713345001,100.94492159121434
7,102,20,6.730886651083232,101.61342162523255
7,117,296,6.8452576395892075,117.15334060225096
7,118,10,6.597163467642936,117.51967572037447
7,119,1,6.9707,118.52890000000001
7,121,2,6.760971159237693,121.45105054461644
7,122,59,6.841049636836668,121.97340884891697
7,123,45,7.386019095065751,122.90792225796878
7,124,39,6.901172147446303,124.09093211906922
7,125,11,6.812147443674613,125.42123362267984
7,126,119,7.112627880764999,125.92497941232014
7,127,12,7.394652471495586,126.57084833769353
7,134,16,7.222515740898257,134.36641716499653
7,135,26,7.406245891082747,134.5520210019031
7,152,32,7.329268513181883,151.83648563691392
7,158,57,6.870268508227706,158.21342806427052
7,171,6,7.123924669574443,171.28042775014296
8,-83,21,8.359188186557333,-82.78968497207818
8,-82,190,8.186466021081882,-82.07397909921251
8,-81,134,7.821892188033724,-81.10026045763276
8,-80,64,8.054683490716675,-80.30882827420977
8,-79,61,8.39233537780426,-78.94850494998364
8,-78,170,8.302905729214755,-78.19053243599438
8,-77,108,8.033982314371631,-76.87427484341171
8,-60,68,8.349451070061843,-59.78898411064274
8,-59,77,7.903295105065541,-59.06530117131302
8,-13,350,7.879074100570967,-12.770759877280854
8,-12,193,7.655148085477942,-12.425954724804127
8,77,1,8.097925806424074,77.49250538667752
8,80,45,8.103210813401123,79.78349871781813
8,81,32,8.290182552478313,81.35090121447703
8,82,206,7.70395016508154,81.64729518656016
8,93,23,7.996474392221502,93.40202641104734
8,94,21,8.069178341842589,93.56066188339638
8,98,71,8.162277985818502,98.39885969368972
8,99,255,7.979257662751516,98.91301931385448
8,100,63,8.328954310158824,100.18871639772412
8,114,5,7.663011157535268,114.01295864323967
8,117,72,8.229727044414439,117.164447645303
8,122,35,7.655942075178814,122.2685443661181
8,123,62,7.783734595163029,122.92831568154494
8,124,67,8.073101112498739,123.84396527393392
8,126,62,8.138823899504503,126.40014714101527
8,127,20,7.616320438440326,126.57083642853722
8,134,2,7.569429162812117,134.48826340575232
8,135,29,7.6280461452607335,134.6075651760467
8,152,1,7.6501,151.68410000000003
9,-84,124,8.971267743245267,-83.6918281672994
9,-83,47,8.638493878915732,-83.34116034416314
9,-82,91,9.192521265880547,-82.15932980066074
9,-81,3,8.81569605370098,-81.08330589585876
9,-80,71,8.908189611547375,-79.77009789065733
9,-79,152,8.949992642988068,-78.87813776487765
9,-78,113,8.862098916058132,-78.05648515063582
9,-77,19,8.579647291714048,-77.02971439632707
9,-76,87,9.389984392711286,-75.85596835706721
9,-72,20,9.29871,-71.78424
9,-71,9,9.294166666666667,-71.12447777777778
9,-62,80,9.352165000000001,-61.838339999999995
9,-61,190,8.979119277541354,-60.828729051887805
9,-60,58,8.57415136423413,-60.219387165510504
9,-14,8,9.46855,-13.74695
9,-13,303,9.046693965221353,-13.177767686139958
9,76,7,9.121226598381387,76.4810653710853
9,78,5,8.946128776760228,78.2607918695799
9,79,7,9.21759456294512,79.08280895547189
9,80,54,9.182781088686106,80.05044181823112
9,81,39,8.916920512820512,80.9905717948718
9,93,4,9.132696215151613,92.77307109143288
9,98,135,9.026765698481443,98.32555575414476
9,99,35,9.28964350255853,99.28600356569227
9,100,65,9.104978200170606,99.79767985407044
9,105,355,9.011177383271436,105.07292682983574
9,106,73,9.337868618138689,105.90415923871291
9,107,3,8.704142825152529,106.6078922482644
9,117,33,8.657773667459228,117.36203814999341
9,118,116,9.043417874507755,117.90597085287054
9,119,9,9.445211111111112,118.59534444444444
9,123,31,9.042472518185757,123.12785752920861
9,124,31,8.738629096010632,123.79266548525177
9,125,55,8.836473589639157,124.9050403281324
9,126,71,9.003032857888233,126.02218143436798
9,138,8,9.462898179233234,138.06812775166702
10,-86,15,10.240073333333333,-85.76631333333333
10,-85,107,9.980570605093305,-85.02315080188451
10,-84,7,9.51127142857143,-84.33901428571428
10,-83,7,9.552370123791603,-82.54732870601673
10,-80,10,9.609947908497467,-79.59172024031096
10,-79,36,9.56130255633341,-79.00628854056212
10,-76,91,10.009078229654476,-75.58485119424611
10,-75,17,10.211287064246216,-75.472994991133
10,-72,16,9.8123,-71.95853749999999
10,-71,24,9.928044004550614,-71.1518080183726
10,-68,5,10.46697520023139,-67.94829393190076
10,-66,29,10.293664427730622,-65.86877707457428
10,-65,29,10.138614442549494,-64.99848272607595
10,-64,4,10.354425564589713,-64.32009658637455
10,-63,414,10.226187897515786,-62.80034147873711
10,-62,542,9.85602706279646,-62.05670753064857
10,-61,130,9.753892217258128,-61.25714447986711
10,-15,21,10.451214285714286,-14.572128571428571
10,-14,375,9.973078994812552,-13.909796910661857
10,-13,50,9.57886,-13.42218
10,76,12,9.904783333333334,76.31728333333334
10,79,20,9.895289494635708,79.10723385663007
10,80,95,9.894636842105264,79.95357789473684
10,98,70,9.99933746173213,98.2167099173416
10,99,210,9.993754666839909,98.74415800626767
10,100,1,9.699896148512076,100.00851980786008
10,103,1,10.256900000000002,103.1691
10,104,26,10.359819934575343,104.1345710464895
10,105,122,9.906914754098361,104.95248524590164
10,106,196,9.944800730784541,106.29394801399953
10,107,189,10.215425509520458,106.75884947576138
10,113,4,9.567405873045498,112.92026365215415
10,114,6,9.972355174185527,114.16429931634742
10,116,2,9.827659039795975,115.99235594760924
10,118,2,9.717500000000001,118.43690000000001
10,119,118,10.110059279862247,118.9937371359028
10,120,41,10.447034547816274,119.6814996844694
10,122,27,9.952746035051167,122.33060622289001
10,123,89,10.079062967047069,123.04344379535657
10,124,107,10.056269378331786,124.01954416902916
10,125,63,10.087287910687133,124.9166071843634
10,126,182,9.87333687651367,125.72291950730515
10,138,37,9.555627909613714,138.15046687789132
11,-86,40,10.97774010894546,-85.78755758250256
11,-76,1,10.5707,-75.50829999999999
11,-75,97,10.870880274999053,-74.72378414535173
11,-74,51,10.806551089005746,-74.3618493072451
11,-73,27,11.296618500989599,-73.29953868408174
11,-72,74,11.076697575411474,-71.82916029845067
11,-71,31,10.886589908716896,-71.30620991169901
11,-70,8,11.409275,-70.14925
11,-69,5,11.358821379947015,-68.76163174589314
11,-68,30,10.9338380782954,-68.33474284131866
11,-66,3,10.5488154697088,-66.09749740261903
11,-65,14,10.937087609594835,-65.32433949608419
11,-64,24,10.88310866638674,-63.99174353551326
11,-63,75,10.555213959410722,-62.781883135467
11,-62,14,10.570754354479382,-62.33970448083802
11,-61,53,10.831776302380128,-61.124423418033274
11,-16,151,11.26296600621628,-16.00971774163611
11,-15,662,11.022473134014668,-14.961489017399742
