region_id,region_name,year,n_methods,methods,gt_spread,gt_mean,relative_spread,altimetry_gt,demdiff_and_glaciological_gt,altimetry_gt_err,demdiff_and_glaciological_gt_err,gravimetry_gt,gravimetry_gt_err
3,Arctic Canada North,2002.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",12.831233905952187,-15.694872467197172,0.817543049984631,-8.974001546598318,-16.30538040244269,9.911336294076976,12.038308820267536,-21.805235452550505,4.929971797025612
3,Arctic Canada North,2003.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.00511218821911,14.432526555221175,0.4853697764848324,18.500983322288395,13.300725209305844,6.488943302945801,10.230752024691451,11.495871134069285,4.626869734204806
3,Arctic Canada North,2004.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.8395382730023755,-34.72281189399102,0.2257748680301739,-33.51372061342106,-31.407588397774816,6.637664717542028,11.106060091887583,-39.24712667077719,4.986840981722098
3,Arctic Canada North,2005.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.177882438675077,-10.07690053454383,0.8115474009732577,-8.867809253973865,-6.592504955491273,6.437954980545324,10.517797479625852,-14.770387394166349,4.673940799259993
3,Arctic Canada North,2006.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.192514146163056,-63.101373850013,0.20906857238196785,-61.89228256944303,-57.10966241721645,7.129327165536424,11.502917066447786,-70.3021765633795,5.7701566372603965
3,Arctic Canada North,2007.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",16.333448065219457,-56.00970892443727,0.29161815654594675,-54.8006176438673,-64.78097859733198,6.982724286730038,10.908783728386686,-48.44753053211252,5.188103269160703
3,Arctic Canada North,2008.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.539598022338126,-52.02228274960291,0.260265357587398,-50.81319146903294,-45.85702937871883,6.906925531471123,11.172135504119185,-59.39662740105695,5.470261485895348
3,Arctic Canada North,2009.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",1.3096522432319162,-30.20680090631919,0.0433562046935576,-29.464580971204064,-30.38158853331753,12.760537394920783,11.410230826584533,-30.77423321443598,5.073377827100231
3,Arctic Canada North,2010.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.770127620455938,-87.18100094823338,0.10059677596112361,-87.57092283733029,-91.3711038139129,16.48599345486407,11.031955265819468,-82.60097619345696,6.506452737137745
3,Arctic Canada North,2011.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",32.44064876143029,-66.72987355333203,0.48614881212839384,-48.66024029223768,-81.10088905366797,10.655700105297186,10.41918500516948,-70.42849131409044,6.170241068952178
3,Arctic Canada North,2012.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",15.596682696462793,14.853951641101743,1.0500022534950142,6.221833101969615,16.521506022903203,6.305839603625658,9.382565864516806,21.818515798432408,5.127195923342403
3,Arctic Canada North,2013.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",25.511740107663158,-26.199338711281012,0.9737551160662775,-30.098206213460447,-11.494034906359715,8.312223612168925,9.749955893863682,-37.00577501402287,5.370156988727286
3,Arctic Canada North,2014.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.359285361050162,-61.94859521843731,0.13493906248518528,-66.51161852277413,-61.18183397081384,13.239039491670477,9.78037997846637,-58.152333161723966,5.825901379631312
3,Arctic Canada North,2015.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",37.87319879935234,-16.118658421799868,2.3496495681135774,-4.705464420296842,-40.76185482222755,6.348394969499392,10.219692001575757,-2.888656022875208,5.4124245600406775
3,Arctic Canada North,2016.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",9.32473076660888,13.43761852918159,0.6939273314210385,18.499444574513124,12.638697205127398,6.868013890670542,9.555049639429884,9.174713807904244,4.219290564272304
3,Arctic Canada North,2017.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",12.18495441806592,11.094728273222222,1.0982652407517743,8.194603245732566,18.63726799600001,8.17193653262884,8.951067814794476,6.452313577934089,4.206667957943068
3,Arctic Canada North,2018.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",14.094377060348997,-54.06061307114428,0.2607143400649316,-45.05734077983579,-59.15171784018479,13.19543211460204,10.749085911112076,-57.97278059341225,6.271785963492174
3,Arctic Canada North,2019.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",22.700943887728215,-55.638061843635946,0.40801104739281674,-44.70479111951131,-54.803659404157,8.51063416502434,11.24987785388334,-67.40573500723953,6.5112662164577415
3,Arctic Canada North,2020.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",23.941512787265182,-5.714096962016645,4.189903137173164,5.219173762107983,-3.639125623000714,8.216002522831854,11.22720760924036,-18.7223390251572,5.687258699068554
3,Arctic Canada North,2021.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",35.427238916795545,-35.27519354589246,1.0043102632648995,-22.991558156683592,-58.41879707347913,8.291931462841582,19.45957491858397,-24.415225407514665,10.1887842530708
3,Arctic Canada North,2022.75,2,"['altimetry', 'demdiff_and_glaciological']",23.515897179005684,-44.23613701726664,0.531599248140197,-32.4781884277638,-55.99408560676948,8.370882858286516,24.765466692770527,,
4,Arctic Canada South,2002.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",10.5698619236925,-11.061419460445876,0.9555610797953085,-5.324559783147596,-15.894421706840095,7.550317338712115,8.385775464579789,-11.965276891349932,7.061492318843084
4,Arctic Canada South,2003.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",11.155528008136208,3.4481858504196676,3.235187571684544,7.800974720031305,-3.354553288104904,5.005959085108722,7.111330098379662,5.898136119332603,6.632886096685431
4,Arctic Canada South,2004.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",10.038721458280875,-27.389719239318406,0.3665142154458495,-24.507268175685983,-23.811584041994173,5.138969140685086,7.869275410197547,-33.85030550027505,6.834800642084844
4,Arctic Canada South,2005.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.543715383297553,-16.174093596922145,0.528234570432026,-13.291642533289728,-13.395280340889425,5.0347947076726,7.421668031618879,-21.83535791658728,6.727079533441722
4,Arctic Canada South,2006.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",4.805077661218583,-33.629850912773406,0.14288132509661236,-30.747399849140997,-35.55247751035958,5.222163808138684,8.368403173439214,-34.58967537881965,6.856053158328158
4,Arctic Canada South,2007.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.632146856819794,-34.404588248791725,0.22183514598776902,-31.52213718515931,-39.1542840419791,5.233698613516653,7.550364739654428,-32.53734351923675,6.841655434858852
4,Arctic Canada South,2008.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",18.133405679179464,-39.146681154813216,0.4632169354910921,-36.26423009118079,-31.521203847039697,5.309917542259145,8.243994635234676,-49.65460952621916,7.098383527053677
4,Arctic Canada South,2009.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",10.143268304384698,-32.777401339054464,0.30945919719080767,-29.780054577020003,-29.204440567879345,9.348853738773796,9.506873693980795,-39.34770887226404,7.315248162150251
4,Arctic Canada South,2010.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",19.65428768361717,-43.35998234076302,0.45328172712699744,-36.16104162662084,-55.81532931023801,8.125282424181478,7.69463430092002,-38.1035760854302,7.736293482156797
4,Arctic Canada South,2011.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",25.902561527895156,-35.00534990142728,0.7399600804115666,-32.98717576831382,-48.96571773193158,7.688491919944041,6.89093935302686,-23.063156204036428,7.597810539208758
4,Arctic Canada South,2012.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",9.018146376627868,-7.895973098354183,1.1421196937091374,-11.489880892817247,-2.4717345161893784,5.23106305314692,6.48688514727725,-9.726303886055923,7.501519842816167
4,Arctic Canada South,2013.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",24.105127335687513,-19.054772830243067,1.2650440679843058,-8.880360099387309,-15.298470956267066,5.032218950623956,6.821937049845888,-32.98548743507482,7.675021802193421
4,Arctic Canada South,2014.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",25.434972536591527,-26.37579994273786,0.9643299005835319,-27.94536235173631,-38.3085050065344,7.013310339198779,6.742239477848194,-12.873532469942877,7.536390477523311
4,Arctic Canada South,2015.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.260017832589838,-28.355625110215414,0.46763271065439416,-28.77914848053588,-34.7738723413501,7.127743908796641,7.379855333553877,-21.51385450876026,8.15172317932774
4,Arctic Canada South,2016.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",0.9515009414982272,-7.546963572856169,0.12607732001257416,-7.007045313023903,-7.675299151022471,4.915465287290379,6.430245508566905,-7.958546254522131,6.331269161893972
4,Arctic Canada South,2017.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.656156939647943,5.020813924473061,2.719908991863539,12.323941450822456,-1.332215488825487,5.982822376506482,6.169151280934108,4.070715811422213,6.322028936360508
4,Arctic Canada South,2018.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",16.983797720681302,-50.77520512551259,0.33448998736092933,-56.53012080561684,-39.54632308493554,14.541349020560816,7.673215798415187,-56.2491714859854,8.70400576123273
4,Arctic Canada South,2019.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",22.600850166969927,-42.97223453088737,0.5259407711443305,-33.82413984525644,-38.667573735179296,6.970934197470929,8.361311422171916,-56.42499001222637,8.73041092780439
4,Arctic Canada South,2020.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",29.971875487630335,5.673710966696388,5.282587650932447,14.82180565232731,-13.88627411993424,6.803157891874876,7.343118632026284,16.085601367696096,8.335589600459407
4,Arctic Canada South,2021.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",18.01193772898377,-27.644204960699167,0.6515628774490254,-20.80386872468473,-38.8158064536685,6.842203218231376,13.456999870332632,-23.31293970374427,14.060363842787275
4,Arctic Canada South,2022.75,2,"['altimetry', 'demdiff_and_glaciological']",15.478876035643978,-24.458431373641375,0.6328646264831774,-16.718993355819386,-32.197869391463364,6.814143698357912,15.20611446785841,,
5,Greenland Periphery,2000.75,2,"['altimetry', 'demdiff_and_glaciological']",14.853625337217046,-31.893017733428042,0.4657328278361226,-24.46620506481952,-39.319830402036565,26.15905230733109,24.192243266679537,,
5,Greenland Periphery,2001.75,2,"['altimetry', 'demdiff_and_glaciological']",13.438552414771799,3.997738478588221,3.36153865160223,10.71701468597412,-2.7215377287976787,25.15093538005712,24.349511680523506,,
5,Greenland Periphery,2002.75,2,"['altimetry', 'demdiff_and_glaciological']",62.81070881765926,25.30628616493381,2.4820200170143596,-6.099068243895822,56.71164057376344,17.832198891101502,26.660649134975337,,
5,Greenland Periphery,2003.75,2,"['altimetry', 'demdiff_and_glaciological']",25.202737886035546,-36.155365361538394,0.6970677141281468,-23.553996418520622,-48.75673430455617,12.890942732866822,24.66649330770268,,
5,Greenland Periphery,2004.75,2,"['altimetry', 'demdiff_and_glaciological']",45.66390398406925,-62.717893620870434,0.728084145492951,-39.88594162883581,-85.54984561290506,13.828443887370623,24.569808334403344,,
5,Greenland Periphery,2005.75,2,"['altimetry', 'demdiff_and_glaciological']",38.79834993812817,-9.502269382421119,4.0830614642333565,-28.901444351485203,9.896905586642966,13.191134755538483,24.203152523114625,,
5,Greenland Periphery,2006.75,2,"['altimetry', 'demdiff_and_glaciological']",36.430730665198894,-48.022575151523654,0.7586167661823738,-29.80720981892421,-66.2379404841231,13.456550657565206,24.478789454963504,,
5,Greenland Periphery,2007.75,2,"['altimetry', 'demdiff_and_glaciological']",20.5280953279934,-31.843805799416813,0.6446495578229331,-42.10785346341351,-21.57975813542011,16.044530568771517,20.82779460167842,,
5,Greenland Periphery,2008.75,2,"['altimetry', 'demdiff_and_glaciological']",17.02777687798433,-46.48624004230524,0.366297142175578,-55.0001284812974,-37.97235160331307,16.977614880028128,20.647012987044334,,
5,Greenland Periphery,2009.75,2,"['altimetry', 'demdiff_and_glaciological']",54.815200974621575,-60.74018948344363,0.9024535721865493,-33.33258899613284,-88.14778997075442,19.474094369985693,21.82834124898742,,
5,Greenland Periphery,2010.75,2,"['altimetry', 'demdiff_and_glaciological']",58.59401861465046,-77.96841809668257,0.7515096502534215,-48.671408789357336,-107.2654274040078,13.60265385176116,18.70983426766833,,
5,Greenland Periphery,2011.75,2,"['altimetry', 'demdiff_and_glaciological']",10.665350464875473,-46.35664342408191,0.23007167208605334,-51.689318656519646,-41.02396819164417,14.02384978415993,17.790170592192222,,
5,Greenland Periphery,2012.75,2,"['altimetry', 'demdiff_and_glaciological']",34.16540040904999,-28.622892563983523,1.1936389843436248,-11.540192359458532,-45.70559276850852,12.346718952532918,15.51896607854307,,
5,Greenland Periphery,2013.75,2,"['altimetry', 'demdiff_and_glaciological']",23.85442774120052,-7.585888557743216,3.144579248643373,-19.513102428343476,4.341325312857045,12.48540286137686,14.882622146166517,,
5,Greenland Periphery,2014.75,2,"['altimetry', 'demdiff_and_glaciological']",43.44510242916511,10.018154470243726,4.336637307620608,-11.704396744338831,31.74070568482628,12.342741131979915,14.984959610148486,,
5,Greenland Periphery,2015.75,2,"['altimetry', 'demdiff_and_glaciological']",44.787443728861355,-59.42964903755697,0.7536212051421947,-37.03592717312629,-81.82337090198764,13.180146297244422,15.491968062347324,,
5,Greenland Periphery,2016.75,2,"['altimetry', 'demdiff_and_glaciological']",16.71036382005,-6.079975393665818,2.748426225122396,2.27520651635918,-14.435157303690817,12.318093288927187,14.995282819526068,,
5,Greenland Periphery,2017.75,2,"['altimetry', 'demdiff_and_glaciological']",39.24780914731312,19.087435654700123,2.0562117330647647,-0.5364689189564406,38.71134022835668,12.316337605897909,16.841571922647667,,
5,Greenland Periphery,2018.75,2,"['altimetry', 'demdiff_and_glaciological']",50.182665240531,-70.5316300044441,0.7114916419394967,-45.4402973841786,-95.6229626247096,12.481530740176009,17.127505526368974,,
5,Greenland Periphery,2019.75,2,"['altimetry', 'demdiff_and_glaciological']",28.649931764915216,-37.03465928390504,0.7735978221181109,-22.70969340144744,-51.359625166362655,16.101195937897614,19.442584516137256,,
5,Greenland Periphery,2020.75,2,"['altimetry', 'demdiff_and_glaciological']",22.04819450293259,-54.13270153148162,0.40729898710320517,-43.10860428001533,-65.15679878294792,17.455084229712053,19.640486810735077,,
6,Iceland,2002.75,2,"['gravimetry', 'demdiff_and_glaciological']",3.1699172007333694,-11.127505686046423,0.28487221576605043,,-12.712464286413107,,2.044024743867215,-9.542547085679738,2.579727088801144
6,Iceland,2003.75,2,"['gravimetry', 'demdiff_and_glaciological']",0.2996890460624524,-14.510785234120522,0.02065284829367927,,-14.660629757151748,,1.8669054715505748,-14.360940711089295,2.652519414560165
6,Iceland,2004.75,2,"['gravimetry', 'demdiff_and_glaciological']",6.691470369138381,-17.499620939176122,0.3823780179237079,,-14.15388575460693,,1.991771605224651,-20.84535612374531,2.7349090540361
6,Iceland,2005.75,2,"['gravimetry', 'demdiff_and_glaciological']",8.528488862497,-6.386002349009232,1.3354972949266404,,-10.650246780257731,,1.7926330218090454,-2.1217579177607324,2.536747625461592
6,Iceland,2006.75,2,"['gravimetry', 'demdiff_and_glaciological']",2.900912594116864,-10.06366874496767,0.28825596982884233,,-8.613212447909238,,1.7478606873186455,-11.514125042026102,2.5950100420683464
6,Iceland,2007.75,2,"['gravimetry', 'demdiff_and_glaciological']",5.667694644314166,-13.636175595510139,0.41563667207250665,,-10.802328273353057,,1.7735473638368395,-16.470022917667222,2.651698366546816
6,Iceland,2008.75,2,"['gravimetry', 'demdiff_and_glaciological']",9.002252616886302,-0.08387208299992688,107.33312319063485,,-4.584998391443078,,1.698082552764269,4.417254225443224,2.5679367958663395
6,Iceland,2009.75,2,"['gravimetry', 'demdiff_and_glaciological']",4.014117771820384,-31.307108225184997,0.12821745601502818,,-29.300049339274803,,2.273848471039216,-33.31416711109519,3.0333478815492048
6,Iceland,2010.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.75509483494241,-10.0419710713334,1.3697604521296407,-17.467097089713814,-3.712002254771404,3.809994151787432,1.802000376575524,-8.946813869514981,2.7208897820604325
6,Iceland,2011.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",14.87261023722889,-5.854491286540963,2.5403761845918034,-12.040735731007542,-8.354612634836693,3.03784842912278,1.7869768931801548,2.8318745062213475,2.700943602984569
6,Iceland,2012.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.845903838593672,-2.9925478700789814,2.6218139789979693,1.710673421939089,-4.55308661552145,1.8853406245292852,1.6061325035637668,-6.135230416654583,2.657990625783582
6,Iceland,2013.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.520869343148985,-4.249448449497785,1.769846000611639,-2.888410423816448,-8.690402133912945,2.059882768723508,1.6949818811879904,-1.16953279076396,2.673513294343556
6,Iceland,2014.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",5.519260772828012,9.623980295084058,0.5734904481929642,12.709708346964089,8.971784964152011,2.6414321019715827,1.644541297807425,7.190447574136076,2.701014184768198
6,Iceland,2015.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",6.378458565532913,-11.215690802140594,0.5687084886751281,-8.524608353924762,-10.219397133039347,3.200782487118667,1.6792326581877248,-14.903066919457675,2.959631729926023
6,Iceland,2016.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",6.3671125774992685,-0.0997111185970095,63.85559270709283,3.053028130377426,-3.314084447121842,2.1310223494071487,1.614964321093085,-0.0380770390466125,1.8447529855760083
6,Iceland,2017.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",5.928862763884281,-2.4677267483326313,2.402560481175736,-5.445220775931062,0.483641987953219,3.918326722823138,1.6025579128759642,-2.441601457020052,1.848787034064942
6,Iceland,2018.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",10.84683022992153,-8.03868194090613,1.3493294435155698,-6.811279725666062,-14.075798163486928,4.189245763387914,1.7746779295211663,-3.2289679335653987,2.94033103258083
6,Iceland,2019.75,2,"['gravimetry', 'demdiff_and_glaciological']",9.148413102383682,-8.841217024685216,1.034745903967831,,-4.267010473493376,,1.9084459214463756,-13.415423575877057,3.01384567348797
6,Iceland,2020.75,2,"['gravimetry', 'demdiff_and_glaciological']",7.011040657796311,-16.909569973909505,0.41461968983326863,,-13.404049645011352,,2.037751461577596,-20.415090302807663,3.1204095965641465
6,Iceland,2021.75,2,"['gravimetry', 'demdiff_and_glaciological']",14.339917222847511,5.790373670818704,2.4765098140583355,,-1.3795849406050502,,2.812790838007892,12.96033228224246,5.43386298391617
7,Svalbard,2002.75,2,"['gravimetry', 'demdiff_and_glaciological']",15.238264584037763,-20.408937410160675,0.7466466419977029,,-12.789805118141794,,3.174970562033301,-28.028069702179558,3.502015986443347
7,Svalbard,2003.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",9.255726993653498,-13.050226168476064,0.7092388188651855,-12.069112259625946,-18.16864661972787,4.458613181549854,3.4118975749929503,-8.912919626074371,3.2262258122637624
7,Svalbard,2004.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",4.579536722026912,-10.97110204573049,0.41741811378092897,-9.41755263064134,-13.997089352668253,4.442611683427748,3.1607316533723653,-9.498664153881878,3.275838156271367
7,Svalbard,2005.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.595234669925256,-2.053659808640126,4.185325453496979,-0.5001103935509749,-7.12805185114733,4.4176575356025305,2.8628567453067606,1.467182818777926,3.255025713996033
7,Svalbard,2006.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",3.5877690986206963,-6.439750541929093,0.5571285836711842,-4.886201126839942,-5.959080273486697,4.424337264436484,2.8560470579206902,-8.473970225460638,3.335033181230791
7,Svalbard,2007.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",9.237761383912936,9.247902978757539,0.9989033627550054,10.801452393846686,3.852247579256496,4.450477644072917,2.863292252762979,13.090008963169431,3.275993933859164
7,Svalbard,2008.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",4.58367945796814,-6.553584898277627,0.6994155914837991,-5.000035483188476,-9.583714941156616,4.424655208367578,3.4529360657926587,-5.077004270487787,3.261026679222797
7,Svalbard,2009.75,2,"['gravimetry', 'demdiff_and_glaciological']",1.478160266680959,-0.5904652322400619,2.5033823940373723,,-1.3295453655805414,,2.834714702106933,0.1486149011004176,3.2070944215992987
7,Svalbard,2010.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",9.668490657483414,-17.53119608414396,0.5515020544564014,-11.898982962009317,-21.56747361949273,4.802977847569325,3.009976154642294,-19.12713167092984,3.542619446604163
7,Svalbard,2011.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.966984641183698,3.155044770396645,2.8421101105504722,6.775730564989558,-2.191254076194141,3.9398601170054808,2.647943529046435,4.880657822394519,3.447380060754829
7,Svalbard,2012.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",11.74903642623589,-29.047559187708092,0.40447585803380237,-35.91630990828496,-24.16727348204907,8.687713409473245,3.423276486909527,-27.05909417279025,3.659187363443469
7,Svalbard,2013.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",25.819676540820353,-15.666224673874956,1.6481109570627648,-26.948594977021337,-1.128918436200982,7.076708688466238,2.801207861086409,-18.921160608402545,3.5384482806580726
7,Svalbard,2014.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.673215064476128,-11.200862896856455,1.2207287233480506,-2.231783034699389,-15.904998099175517,3.958233082187221,3.062069596064826,-15.465807556694456,3.4595073592839354
7,Svalbard,2015.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",10.329659322346103,-24.198212622556525,0.4268769550655672,-18.33092692715324,-25.60312469101699,5.677674637447407,3.2510009018872035,-28.660586249499342,3.946162580371065
7,Svalbard,2016.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",10.498179840020864,-18.317340455088555,0.5731279530323121,-23.14795274030666,-12.649772900285797,6.451999480636146,2.9985732697116325,-19.154295724673208,1.546613508774084
7,Svalbard,2017.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",0.35966328874566145,-20.162687430515774,0.01783806300549594,-19.92857278092961,-20.28823606967527,7.885292345463687,3.1562290043636825,-20.27125344094244,1.581804357030034
7,Svalbard,2018.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",7.149528857529626,-17.832325383917173,0.40093082105700734,-17.223008158682305,-14.562219567769796,7.362735680609445,2.817189731358884,-21.711748425299422,3.82129403551516
7,Svalbard,2019.75,2,"['gravimetry', 'demdiff_and_glaciological']",4.438669198164391,-43.289353939106334,0.1025348912438868,,-45.50868853818853,,4.245247090654893,-41.07001934002414,4.187919672951941
7,Svalbard,2020.75,2,"['gravimetry', 'demdiff_and_glaciological']",7.664334333925165,-5.9768635324582835,1.282333834845452,,-9.809030699420866,,3.073257480671105,-2.144696365495701,3.68555714785342
7,Svalbard,2021.75,2,"['gravimetry', 'demdiff_and_glaciological']",9.433680049325645,-43.590835153179206,0.21641429938599419,,-38.873995128516384,,5.561754911639837,-48.30767517784203,7.677301089116825
9,Russian Arctic,2002.75,2,"['gravimetry', 'demdiff_and_glaciological']",7.836886199130573,-10.138204405578424,0.773005345484889,,-14.056647505143712,,5.383275608415281,-6.2197613060131385,5.262907471686007
9,Russian Arctic,2003.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",3.6064006799762574,-23.455771196880637,0.15375323410623434,-24.02301031807249,-21.368951296296583,4.037696703550044,5.933286948000913,-24.97535197627284,5.410906324465285
9,Russian Arctic,2004.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",5.817070938281624,-19.27452072369944,0.3018010679315677,-18.988239020550203,-16.509126106133245,3.970090069602604,5.318907582699298,-22.32619704441487,5.326957165942979
9,Russian Arctic,2005.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",18.596322275660686,2.7281456946492395,6.816469630685041,3.014427397798476,-6.713156294755722,3.857842536877942,5.122429794723809,11.883165980904964,5.458052216587711
9,Russian Arctic,2006.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",28.207890302308385,-18.365871265205197,1.5358863129869176,-18.07958956205596,-4.405066965625621,3.959471051142355,5.188934056405889,-32.61295726793401,5.483666839013513
9,Russian Arctic,2007.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",16.61319574634505,1.8643484301824087,8.910992965365175,2.1506301333316458,10.027805451780315,3.856396651400025,5.1937349206680565,-6.585390294564735,5.248525726336878
9,Russian Arctic,2008.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",18.132590603171916,-0.054064333600715386,335.3891446639783,0.2322173695485196,-9.263500486761291,3.854914645004496,5.215498022103142,8.869090116410625,5.35231022998574
9,Russian Arctic,2009.75,2,"['gravimetry', 'demdiff_and_glaciological']",5.703186142913256,2.6451728443317024,2.1560731485409432,,-0.2064202271249258,,5.076735047306175,5.49676591578833,5.451351683239692
9,Russian Arctic,2010.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",11.41886896976096,-23.089719324865285,0.49454342900842435,-15.543344336125786,-26.76360033258332,4.605927729834407,4.9204144166765085,-26.962213305886745,5.2903502437047045
9,Russian Arctic,2011.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",17.238652443592407,-10.23805197255875,1.6837824705127014,-9.600008493071922,-1.937747490505961,3.723186010050632,4.208368328176173,-19.17639993409837,5.191617366380343
9,Russian Arctic,2012.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",19.717712459380476,-24.905712840810935,0.7916943628720672,-32.612695718910615,-29.209459543992057,7.677702306003291,4.526045643352025,-12.89498325953014,5.019287692803057
9,Russian Arctic,2013.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",19.729189205166172,2.7177352496194858,7.259422788856452,13.895353884577974,0.0916871848686832,3.75815074596453,4.216946596204889,-5.833835320588198,5.118290111163826
9,Russian Arctic,2014.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",11.37664591612564,-21.901013181165652,0.5194575165092947,-28.18797268350417,-16.81132676737853,6.840787282082978,4.328680842669296,-20.70374009261425,5.111438078109041
9,Russian Arctic,2015.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",13.84293501526086,-36.16816632219615,0.3827380932708648,-35.01630491537016,-29.822629517978708,8.138944558638014,4.659716543670682,-43.66556453323957,5.839950436880106
9,Russian Arctic,2016.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",8.19353309696475,-10.181504743067222,0.804746774050651,-5.152662448863613,-12.045656234509693,3.21409231908157,4.562713188577336,-13.346195545828362,3.148321838584516
9,Russian Arctic,2017.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",5.427883609323544,-21.301390264820252,0.2548135845521699,-18.491934976883577,-21.492417231370062,6.825569160359505,4.769831706489492,-23.91981858620712,3.3010638229867832
9,Russian Arctic,2018.75,3,"['altimetry', 'gravimetry', 'demdiff_and_glaciological']",17.17849397773077,-21.81985519280488,0.7872872585971789,-20.81453611411665,-13.733267743283612,7.367402392768289,4.631012250170558,-30.911761721014383,5.684131565371398
