year,region_id,region_name,glacier_area,mass_change_gt,mass_change_gt_err,mass_change_mwe,mass_change_mwe_err,cumulative_gt,cumulative_gt_err,cumulative_mwe,cumulative_mwe_err
2010,15,South Asia East,14214.6265,-4.663836245068104,5.284357474628559,-0.3290884818276441,0.3593793285545597,-72.59641140649211,7.660663602151152,-4.999944596861845,1.9966158577098434
2011,15,South Asia East,14145.3767,0.8262841166758295,5.286064056891564,0.0585894915021745,0.3598349415723019,-71.77012728981627,7.998239236370403,-4.94135510535967,2.084780521980843
2012,15,South Asia East,14076.1269,-9.263476118598678,5.270056695685486,-0.6600786022400804,0.3573679890146167,-81.03360340841495,8.321171046066803,-5.6014337075997505,2.1687963975083813
2013,15,South Asia East,14006.8771,-4.762808642776319,5.430590923475173,-0.3410567558249808,0.3693289032395563,-85.79641205119127,8.64132388592024,-5.942490463424731,2.2523336158493237
2014,15,South Asia East,13937.6273,-7.233284672588605,5.320519997990309,-0.5205369368755304,0.361353753021102,-93.02969672377988,8.943880505651112,-6.463027400300261,2.331171480201744
2015,15,South Asia East,13868.3775,-6.492342790490154,5.3590451850896,-0.4695486855450435,0.3641441850391824,-99.52203951427003,9.238616978988553,-6.932576085845304,2.408008441668171
2016,15,South Asia East,13799.1277,-3.767927807121404,5.296852272899367,-0.2738771381855682,0.3603521850804552,-103.28996732139144,9.52097137677427,-7.206453224030873,2.481704422413279
2017,15,South Asia East,13729.8779,-17.122102144399964,6.222615527630999,-1.2508212482676402,0.4195730174854195,-120.4120694657914,9.84233262417939,-8.457274472298513,2.5648449968197
2018,15,South Asia East,13660.6281,-4.530994315133016,5.395884008163018,-0.3326807644907786,0.366997966307237,-124.94306378092442,10.112734323275232,-8.789955236789291,2.635417960024232
2019,15,South Asia East,13591.3783,-8.507998145090227,5.343388879407178,-0.6278685467768913,0.3625937138609445,-133.45106192601463,10.373561797789424,-9.417823783566183,2.7033352618347637
2020,15,South Asia East,13522.1285,-5.707608395472385,5.4117991791636335,-0.4233640246580628,0.3678927006155137,-139.15867032148702,10.631208000585811,-9.841187808224246,2.770544032946371
2021,15,South Asia East,13452.8787,-4.153046594747883,7.938420838696924,-0.3096395438710932,0.540218762755367,-143.3117169162349,10.998227329457084,-10.15082735209534,2.866379772683674
2022,15,South Asia East,13383.6289,-15.619011518634077,8.923206806807814,-1.1705352609766329,0.6051115944085789,-158.93072843486897,11.396675444936761,-11.321362613071972,2.9700580121705853
2023,15,South Asia East,13314.3791,-17.589780221019534,8.953095982384424,-1.3250868263213045,0.6065293659463733,-176.5205086558885,11.782924389964018,-12.646449439393276,3.0704680362454617
2000,16,Low Latitudes,2354.92895,0.3705258618555614,0.5346473022213154,0.157814011419829,0.228933800352463,0.3705258618555614,0.7311958029292259,0.157814011419829,0.4784702711271234
2001,16,Low Latitudes,2327.07105,-0.3070070498935514,0.5172510572472317,-0.1323255009428327,0.2215202773884822,0.06351881196201004,1.0256209628652035,0.025488510476996296,0.6711587574791416
2002,16,Low Latitudes,2299.21315,-1.2859863528499784,0.5250969807283328,-0.5609988445881208,0.2232863959982013,-1.2224675408879684,1.255784750742292,-0.5355103341111245,0.8208169550753361
2003,16,Low Latitudes,2271.35525,-1.5816633780124076,0.4893433831894396,-0.6984476100558282,0.2069046767967312,-2.804130918900376,1.4374765122903121,-1.2339579441669528,0.9384269553544792
2004,16,Low Latitudes,2243.49735,-2.4619022051780592,0.4967700282785205,-1.100652129401808,0.2062049127766357,-5.266033124078435,1.6009711901420463,-2.3346100735687605,1.042521013367363
2005,16,Low Latitudes,2215.63945,-2.769504894430206,0.4947088906345829,-1.253741176010918,0.2034866435691645,-8.03553801850864,1.7486616717648453,-3.5883512495796785,1.1359298864285936
2006,16,Low Latitudes,2187.78155,-0.6472329547886849,0.453868358783612,-0.2967300351707955,0.1939664213532102,-8.682770973297325,1.873949305899985,-3.885081284750474,1.218319797194024
2007,16,Low Latitudes,2159.92365,0.2943631715954311,0.4533688289494152,0.1366941458094977,0.1941449555565516,-8.388407801701893,1.9912445430012986,-3.748387138940976,1.295549336687507
2008,16,Low Latitudes,2132.06575,1.0742074293211157,0.4546635712035953,0.5053501509354559,0.1934380523884974,-7.314200372380777,2.1023126316597267,-3.24303698800552,1.3681688989960037
2009,16,Low Latitudes,2104.20785,-1.8409386137271275,0.4694606379390745,-0.8775169467553976,0.1972377637248387,-9.155138986107906,2.211148805298983,-4.120553934760918,1.4384449589416952
2010,16,Low Latitudes,2076.34995,-1.8410246444614369,0.4540162630694458,-0.8893319440077325,0.1904846125109849,-10.996163630569342,2.311535269522091,-5.00988587876865,1.503199425364366
2011,16,Low Latitudes,2048.49205,-0.1241596044782535,0.4465345728623108,-0.0607926225979373,0.1913006929043157,-11.120323235047595,2.4061857524112464,-5.070678501366587,1.5655379922953245
2012,16,Low Latitudes,2020.63415,-0.0184015312558621,0.4444848617975117,-0.0091342126241642,0.1904405696905319,-11.138724766303456,2.4968409514633465,-5.079812713990751,1.6252229923953845
2013,16,Low Latitudes,1992.77625,-0.5516197398382917,0.4911311260759708,-0.2776425996516236,0.2100946439094557,-11.690344506141749,2.593327180087457,-5.357455313642375,1.6886220473865854
2014,16,Low Latitudes,1964.91835,-0.239795478092252,0.4889898652342481,-0.1224056099734584,0.2094463020263459,-11.930139984234,2.6859515498635873,-5.479860923615833,1.7495401455658024
2015,16,Low Latitudes,1937.06045,-1.6897583338338864,0.500517508508474,-0.8749561029038354,0.2113710409333535,-13.619898318067886,2.7775624631541738,-6.354817026519669,1.8089394024896917
2016,16,Low Latitudes,1909.20255,-2.36942463411635,0.5050237682774874,-1.244788981141562,0.2103411186413965,-15.989322952184235,2.8670327875698542,-7.599606007661231,1.86617332542322
2017,16,Low Latitudes,1881.34465,-0.6457522446867621,0.5558366147801133,-0.3442725556313132,0.2377478680751023,-16.635075196870996,2.9623830980784174,-7.943878563292545,1.928821077393199
2018,16,Low Latitudes,1853.48675,-0.1008118792306184,0.6414614071574477,-0.0545540586709532,0.2748277306916271,-16.735887076101616,3.0687416031556207,-7.998432621963498,1.9987942563675452
2019,16,Low Latitudes,1825.62885,-0.900957994194518,0.6712927059312396,-0.4949905350137911,0.2869691962872982,-17.636845070296133,3.1762348359133283,-8.49342315697729,2.0693350805452426
2020,16,Low Latitudes,1797.77095,-0.562694930155122,0.948935574874308,-0.3139377096055741,0.4063957799277559,-18.199540000451254,3.322258765921715,-8.807360866582863,2.165304471778263
2021,16,Low Latitudes,1769.91305,0.0949249570660994,1.3349790454063797,0.053793935714863,0.5719724779712119,-18.104615043385156,3.517439744068128,-8.753566930868,2.2935814643204093
2022,16,Low Latitudes,1742.05515,0.0057083128047794,1.4142485234769082,0.0032866291704928,0.6059393450220042,-18.098906730580378,3.713035264662452,-8.750280301697508,2.422076645875633
2023,16,Low Latitudes,1714.1972500000002,-2.3020962323277,1.9925253299197072,-1.3469997704373884,0.8522782557620759,-20.401002962908077,3.9722986049070723,-10.097280072134897,2.592051992969708
2000,17,Southern Andes,29402.5139,1.6621530202778638,40.09978572586517,0.0567010864920992,1.3666913821962534,1.6621530202778638,6.332439160849883,0.0567010864920992,1.1690557652209126
2001,17,Southern Andes,29349.5417,-13.891168790717536,39.98689045112812,-0.4747252218183336,1.3626409786393447,-12.229015770439673,8.949115943879221,-0.4180241353262344,1.652069115029876
2002,17,Southern Andes,29296.5695,-4.276535598304034,31.99366956425893,-0.1464131767964585,1.0903945998300746,-16.505551368743706,10.586800543188307,-0.5644373121226929,1.9544121777827912
2003,17,Southern Andes,29243.5973,-27.16845138254913,31.62169392415089,-0.9318348118722956,1.0767462436447068,-43.67400275129283,11.987578557215093,-1.4962721239949883,2.2127975967788784
2004,17,Southern Andes,29190.6251,2.950386466804427,33.43610211740283,0.1013772144120057,1.1395693311838286,-40.72361628448841,13.309325369184043,-1.3948949095829826,2.456835878827523
2005,17,Southern Andes,29137.6529,-49.94872117965508,32.49739236357843,-1.7193910026417452,1.1043114675484875,-90.67233746414348,14.478796018536361,-3.1142859122247275,2.6721440835109727
2006,17,Southern Andes,29084.6807,-25.498355751885686,31.467914845836017,-0.8793316749346434,1.0716194145881497,-116.17069321602916,15.527506206478245,-3.993617587159371,2.8656540994388777
2007,17,Southern Andes,29031.7085,-34.04845631063346,31.689762903926432,-1.1763313563770008,1.0785014487142162,-150.21914952666262,16.516452763718572,-5.1699489435363715,3.048028029127203
2008,17,Southern Andes,28978.7363,-24.53194697778392,31.821476455445747,-0.8490972144494688,1.0837441928380966,-174.75109650444654,17.4532142699158,-6.019046157985841,3.220903453874884
2009,17,Southern Andes,28925.7641,6.37479807413442,31.30006389621053,0.2210479208802284,1.0667239385800849,-168.37629843031212,18.327977309234182,-5.797998237105612,3.3824463037516566
2010,17,Southern Andes,28872.7919,-48.57203133766705,31.20220977664176,-1.687338933626059,1.0602179969833798,-216.94832976797917,19.160296501475255,-7.485337170731671,3.5356980915721046
2011,17,Southern Andes,28819.8197,-60.086977800912216,26.95585631552635,-2.0911921646874583,0.9129944853533032,-277.03530756889137,19.851267424020342,-9.57652933541913,3.662534024428978
2012,17,Southern Andes,28766.8475,-26.839376086207103,25.51747696661394,-0.9358041925064672,0.868491687338202,-303.87468365509847,20.48390332203765,-10.512333527925596,3.779238966701911
2013,17,Southern Andes,28713.8753,7.61001311639548,25.398830645018155,0.2658266002830811,0.8655543012579553,-296.264670538703,21.09476536848901,-10.246506927642516,3.8920690472672863
2014,17,Southern Andes,28660.9031,4.985710861841842,25.789676607401983,0.1744785564989532,0.8789313255613701,-291.2789596768612,21.697437695705116,-10.072028371143563,4.003390162631848
2015,17,Southern Andes,28607.9309,-37.60738322194243,26.956754246306343,-1.3185345346493396,0.9165111860790248,-328.8863428988036,22.309987826202676,-11.390562905792903,4.116265781061334
2016,17,Southern Andes,28554.9587,-67.135862594548,28.34976142048762,-2.358185032963037,0.959428867336088,-396.02220549335163,22.936549832653544,-13.74874793875594,4.231202293399899
2017,17,Southern Andes,28501.9865,-22.636310348294185,25.603237901943995,-0.7965909189926688,0.8717650854945556,-418.6585158416458,23.48805134803105,-14.54533885774861,4.332994107215831
2018,17,Southern Andes,28449.0143,-40.53808128665813,25.94977050271366,-1.4292256681480646,0.881726695833653,-459.1965971283039,24.0341075688376,-15.974564525896675,4.433572445444055
2019,17,Southern Andes,28396.0421,-28.156311429256267,28.340548702909857,-0.9945412263230456,0.9647195865873284,-487.35290855756017,24.616638180981717,-16.969105752219722,4.5410664183193905
2020,17,Southern Andes,28343.0699,-27.999018663858664,35.820039400687854,-0.9908336876827328,1.2198978217195289,-515.3519272214188,25.33375050666708,-17.959939439902456,4.673455042825129
2021,17,Southern Andes,28290.0977,-24.094368057838505,43.24273954227486,-0.8542518629700595,1.4732414613178697,-539.4462952792574,26.173300408552404,-18.814191302872516,4.828501164815589
2022,17,Southern Andes,28237.1255,-41.30439245425599,47.95914134907887,-1.4671705336906609,1.6330432871909653,-580.7506877335134,27.07398743490527,-20.28136183656318,4.994743915939681
2023,17,Southern Andes,28184.1533,-50.03848428365572,47.54480191289456,-1.780754273642474,1.61819269968553,-630.7891720171691,27.938246142846957,-22.06211611020565,5.154188538024389
2000,18,New Zealand,981.5995,0.0879743435703125,0.5917289805148116,0.0898931394653015,0.5107513858148645,0.0879743435703125,0.7692392219035712,0.0898931394653015,0.7146687245254716
2001,18,New Zealand,973.5817,-0.94077364134553,0.6310131979549193,-0.96920931721463,0.5431591794045684,-0.8527992977752175,1.1057767308411453,-0.8793161777493285,1.026601463674893
2002,18,New Zealand,965.5639,-1.020883713895824,0.6429659917476624,-1.060474175388845,0.5532402934275195,-1.8736830116710415,1.3659092833044928,-1.9397903531381733,1.267734537924621
2003,18,New Zealand,957.5461,-1.4815955888514936,0.666833418053626,-1.5519396404014374,0.5720309054022729,-3.355278600522535,1.5913961129370082,-3.491729993539611,1.4762051903611588
2004,18,New Zealand,949.5283,-0.534730129084154,0.5203010387611173,-0.5648479845453,0.4485173553901526,-3.8900087296066888,1.7472385718705206,-4.056577978084911,1.6210179269333753
2005,18,New Zealand,941.5105,0.1857570750016101,0.467644549311449,0.1978905419226048,0.4035793331168855,-3.7042516546050788,1.8762961323691913,-3.858687436162306,1.7410567057268018
2006,18,New Zealand,933.4927,0.8406476913557156,0.5402074032023204,0.9032499375997152,0.4648797474144066,-2.8636039632493633,2.015116517610311,-2.955437498562591,1.8698016472264296
2007,18,New Zealand,925.4749,-0.5992142058732299,0.67534105918383,-0.6494149734867671,0.5823633948807986,-3.462818169122593,2.1762434695432713,-3.604852472049358,2.0195349947083034
2008,18,New Zealand,917.4571,-2.1815863332370538,0.6538954777020072,-2.385017005802053,0.5565174671799532,-5.644404502359647,2.32162251807475,-5.9898694778514106,2.152914086077617
2009,18,New Zealand,909.4393,-0.1010482490554054,0.5867978499081477,-0.1114448275693885,0.5064902957687418,-5.745452751415052,2.4447349480751264,-6.101314305420799,2.2674940700694597
2010,18,New Zealand,901.4215,-1.489786079497439,0.6848185589572584,-1.6576805480631496,0.5876107819897949,-7.2352388309124915,2.5809973896339278,-7.758994853483949,2.3935622281006106
2011,18,New Zealand,893.4037000000001,-1.8505679072267327,0.6501157133600923,-2.077600883201244,0.5554507115523012,-9.085806738139224,2.704008734944701,-9.836595736685194,2.5069086244500935
2012,18,New Zealand,885.3859,-0.2441112063576637,0.5695291275046163,-0.2765412726681429,0.4914902400830283,-9.329917944496888,2.8073461429189415,-10.113137009353336,2.6030906805997533
2013,18,New Zealand,877.3681,0.0497800113362103,0.5597612749575636,0.0569086119479675,0.4831670063638937,-9.280137933160677,2.905331933036124,-10.056228397405368,2.694299184906751
2014,18,New Zealand,869.3503000000001,-0.2056041796257262,0.5558625201204962,-0.2372149042454311,0.479724414282972,-9.485742112786404,2.999469313268585,-10.293443301650798,2.7819008810653467
2015,18,New Zealand,861.3325,-0.1545894695964328,0.6856278160308884,-0.1800171635192258,0.591778990383012,-9.640331582382837,3.1116625744561066,-10.473460465170024,2.8863041250802324
2016,18,New Zealand,853.3147,-1.3500601973377886,0.6161128462469087,-1.5868970322823306,0.5286114578306013,-10.990391779720625,3.209136460719256,-12.060357497452355,2.9764682024650906
2017,18,New Zealand,845.2969,-0.5357355420070528,0.7189885870435461,-0.6356909445206018,0.6201819115796665,-11.526127321727678,3.31926880661408,-12.696048441972957,3.0788869534079084
2018,18,New Zealand,837.2791,-2.020976853697841,0.8250098284441189,-2.421006361894361,0.7067658328912777,-13.547104175425519,3.4413013874122353,-15.117054803867319,3.191600022677765
2019,18,New Zealand,829.2613,-1.8455830286413584,0.7683584298466601,-2.2322715867184737,0.6584270724927886,-15.392687204066878,3.551184826061865,-17.349326390585794,3.293134946711036
2020,18,New Zealand,821.2435,-1.3979458572570234,0.7189742168527151,-1.7073527086663358,0.617660650032283,-16.790633061323902,3.651011898871976,-19.05667909925213,3.3856164028551405
2021,18,New Zealand,813.2257,-0.0666513400570155,0.9327021431578773,-0.0822058325803627,0.8050797741487655,-16.857284401380916,3.7765844395250356,-19.138884931832493,3.502495995919274
2022,18,New Zealand,805.2079,-1.8364658742589808,0.9694595669524252,-2.287597836295951,0.8330509638861755,-18.693750275639896,3.902825847487312,-21.426482768128444,3.619465314838191
2023,18,New Zealand,797.1901,-1.2971385849938588,0.915939434460759,-1.6320344546730214,0.7886312255365956,-19.990888860633756,4.018456050559196,-23.058517222801466,3.7268163881325465
2000,19,Antarctic & Subantarctic,127665.25695,-18.995791012237024,55.08026072784176,-0.1492414640992307,0.4157374254838302,-18.995791012237024,7.4216076915882425,-0.1492414640992307,0.6447770354811267
2001,19,Antarctic & Subantarctic,127306.51605,-31.12965808605476,53.47723243260334,-0.2452610364264661,0.4035270065256567,-50.12544909829178,10.419092722518842,-0.3945025005256968,0.9051322732117593
2002,19,Antarctic & Subantarctic,126947.77515,-16.125234566354507,54.28703506190431,-0.1274047994519427,0.409766011449231,-66.25068366464629,12.761055137501343,-0.5219072999776395,1.1086164546220292
2003,19,Antarctic & Subantarctic,126589.03425,-29.725715486761946,38.141852438751904,-0.2355272014382316,0.287713020149573,-95.97639915140823,14.176966553572075,-0.7574345014158711,1.23156139254537
2004,19,Antarctic & Subantarctic,126230.29335,10.490007275767162,37.79291875859271,0.0833521947268958,0.2852701420831864,-85.48639187564106,15.452485218232503,-0.6740823066889753,1.342391003281636
2005,19,Antarctic & Subantarctic,125871.55245,-0.2061686008879221,40.36237708961583,-0.0016428570536097,0.3046943729820781,-85.69256047652898,16.707533525607836,-0.675725163742585,1.4514503018269538
2006,19,Antarctic & Subantarctic,125512.81155,-82.18509811946437,39.66497333125076,-0.6567647898839575,0.2978185128188883,-167.87765859599335,17.85515751374265,-1.3324899536265424,1.5506535691418775
2007,19,Antarctic & Subantarctic,125154.07065,-11.470246634669804,38.17883128629401,-0.0919247840495395,0.2881783410682529,-179.34790523066314,18.894059413658425,-1.4244147376760818,1.6409463222667269
2008,19,Antarctic & Subantarctic,124795.32975,-9.881790656837852,38.91017947159705,-0.0794222448259163,0.2937081040695881,-189.229695887501,19.897126943316504,-1.5038369825019982,1.7281241091513897
2009,19,Antarctic & Subantarctic,124436.58885,-20.936619711003868,38.1472073897723,-0.1687575877864798,0.2878636827253949,-210.16631559850487,20.83369549523617,-1.672594570288478,1.8094962335842757
2010,19,Antarctic & Subantarctic,124077.84795,54.21030700577958,38.65199727371667,0.4382202640196784,0.2910644458993552,-155.95600859272528,21.741546984102595,-1.2343743062687995,1.8882110753978314
2011,19,Antarctic & Subantarctic,123719.10705,-23.802465555915493,38.415496505553065,-0.1929700948271887,0.2898582392998091,-179.75847414864077,22.60775003770817,-1.4273444010959881,1.9634661455076947
2012,19,Antarctic & Subantarctic,123360.36615,-7.772400110473913,37.8848645988477,-0.063195236170208,0.2859766677595218,-187.53087425911468,23.430647160638593,-1.490539637266196,2.03498795384994
2013,19,Antarctic & Subantarctic,123001.62525,-50.85851340701423,38.22463497018672,-0.4147225530352715,0.2879173926747373,-238.38938766612893,24.23261977864812,-1.9052621903014675,2.10454112931753
2014,19,Antarctic & Subantarctic,122642.88435,20.7809251461336,37.3194935400524,0.1699524242530717,0.2816145322009629,-217.60846251999533,24.99078539935431,-1.7353097660483958,2.1704165261972332
2015,19,Antarctic & Subantarctic,122284.14345,3.1301780762685625,37.44048198949635,0.0256746032501989,0.2826346143761225,-214.47828444372678,25.728968826326422,-1.709635162798197,2.234578821963143
2016,19,Antarctic & Subantarctic,121925.40255,32.89845255203744,38.232161340406,0.2706363415381443,0.2883461956685147,-181.57983189168934,26.461519196873084,-1.4389988212600526,2.2981924869850876
2017,19,Antarctic & Subantarctic,121566.66165,-47.9765486112687,39.08530865491247,-0.3958397038478239,0.2944976047514639,-229.55638050295804,27.190022193102294,-1.8348385251078765,2.361394992792643
2018,19,Antarctic & Subantarctic,121207.92075,-26.68093690435365,37.37653091461051,-0.2207877208062065,0.2819745399160574,-256.2373174073117,27.868868613131855,-2.055626245914083,2.42036378503361
2019,19,Antarctic & Subantarctic,120849.17985,45.08614127117214,39.50329539223523,0.3742003607089095,0.2977232362651528,-211.15117613613955,28.568813996528473,-1.6814258852051736,2.4811054165769293
2020,19,Antarctic & Subantarctic,120490.43895,-77.34985364357878,41.07037544759855,-0.6438901055055252,0.3086613434056207,-288.50102977971835,29.2787893980581,-2.3253159907106986,2.5425470362557694
2021,19,Antarctic & Subantarctic,120131.69805,-31.329553932028546,41.89878316579056,-0.2615781339840414,0.3160715321041902,-319.8305837117469,29.985768153936462,-2.58689412469474,2.6039617822996535
2022,19,Antarctic & Subantarctic,119772.95715,-47.739787569614585,45.09507993888022,-0.3997850518401797,0.3399441788771001,-367.5703712813615,30.72851073059855,-2.9866791765349197,2.668437959285223
2023,19,Antarctic & Subantarctic,119414.21625,-60.08931641518733,64.35166346523269,-0.5047148378832496,0.4852590435105063,-427.6596876965488,31.758353785826856,-3.4913940144181694,2.757865150087073
2000,1,Alaska,89847.1,45.88379869548132,50.97137265990765,0.5122242597518045,0.5889067195856142,45.88379869548132,7.139423832488701,0.5122242597518045,0.7674025798664051
2001,1,Alaska,89430.82,-27.10431231414758,45.315105856652586,-0.3039877071899747,0.5238527511556423,18.779486381333736,9.812567376408696,0.20823655256182982,1.0548741492430538
2002,1,Alaska,89014.54,-49.090521732004326,43.73940940981681,-0.5531482434367275,0.5050664792014296,-30.31103535067059,11.833253480187816,-0.3449116908748977,1.2719378718878867
2003,1,Alaska,88598.26,-60.38343349383753,32.762711072604006,-0.6835927576961328,0.3773014296801541,-90.69446884450812,13.144907721204476,-1.0285044485710304,1.4124897803604954
2004,1,Alaska,88181.98,-139.61243654977957,34.0179893706625,-1.587994895921324,0.3850590263517239,-230.3069053942877,14.380771480335941,-2.6164993444923543,1.5427852753946558
2005,1,Alaska,87765.7,-75.9364588983793,34.00214171122874,-0.8678214126892201,0.3907888797724588,-306.243364292667,15.51801308418292,-3.4843207571815746,1.6646246681300332
2006,1,Alaska,87349.42,-33.62467247388402,33.41346150038564,-0.3861027357016897,0.3859504506333436,-339.86803676655103,16.559655539329853,-3.870423492883264,1.7767739688492645
2007,1,Alaska,86933.14,-49.64964952566811,33.02440892276953,-0.5728430684278183,0.3808597452132063,-389.51768629221914,17.52845117242329,-4.443266561311082,1.8809001785298372
2008,1,Alaska,86516.86,36.92273833725146,32.58004055973452,0.4280534436504274,0.3761956743143984,-352.59494795496767,18.434387461040355,-4.015213117660655,1.9783784157506297
2009,1,Alaska,86100.58,-91.88170145027088,32.24465731114693,-1.0703548800508138,0.3691178034732737,-444.47664940523856,19.28914975769821,-5.085567997711468,2.0695649203108477
2010,1,Alaska,85684.3,-73.86920837996944,32.343385894189225,-0.8647031349786927,0.3716170832318943,-518.345857785208,20.110064253231467,-5.950271132690161,2.157479094362942
2011,1,Alaska,85268.02,-45.5027751725263,29.157521312501565,-0.5352498422655079,0.3361901459132969,-563.8486329577343,20.82239673000204,-6.485520974955669,2.2340336140099675
2012,1,Alaska,84851.74,55.42475171089546,30.148080936014395,0.6551607107852443,0.3471983372878921,-508.4238812468388,21.534165563532152,-5.830360264170425,2.3104338393068797
2013,1,Alaska,84435.46,-119.81656842938212,29.00415627332505,-1.4233012969736627,0.3282110128846671,-628.2404496762209,22.197397207576817,-7.253661561144088,2.380402390080088
2014,1,Alaska,84019.18,-96.90050239940116,28.81743768287512,-1.1567844227390354,0.3285408285541129,-725.1409520756221,22.837291443466192,-8.410445983883124,2.448439578027832
2015,1,Alaska,83602.9,-73.32394274102282,28.97833324745177,-0.879689298701769,0.3324529143498325,-798.4648948166449,23.463167171574813,-9.290135282584892,2.5154143359699095
2016,1,Alaska,83186.62,-92.27650551738216,30.48923159059384,-1.112608830860618,0.3485592328227158,-890.741400334027,24.104137514374163,-10.40274411344551,2.583770213162474
2017,1,Alaska,82770.34,-83.06911803362412,27.636962973575063,-1.0066296122427711,0.3160022218517191,-973.8105183676512,24.670760188641022,-11.40937372568828,2.644214578334628
2018,1,Alaska,82354.06,-108.99297703385028,28.924411356939945,-1.3274505209993352,0.3285311496484349,-1082.8034954015016,25.250164744856118,-12.736824246687615,2.7056241213305685
2019,1,Alaska,81937.78,-144.96724967946653,31.31208913455925,-1.7745594286255435,0.3523003152746206,-1227.770745080968,25.86277070959208,-14.511383675313159,2.7699642960154613
2020,1,Alaska,81521.5,-49.20877235678205,34.77656659343751,-0.6054457153688091,0.4011968972178538,-1276.97951743775,26.526580544246023,-15.116829390681968,2.8414607332177377
2021,1,Alaska,81105.22,-31.22685347401838,34.534193732586914,-0.3861750935609784,0.3989932363358637,-1308.2063709117683,27.16971970968708,-15.503004484242947,2.9108233087486
2022,1,Alaska,80688.94,-64.91355586052026,36.826519796080056,-0.8069121060215241,0.424255912990561,-1373.1199267722886,27.83918441511961,-16.30991659026447,2.9828087849784657
2023,1,Alaska,80272.66,-100.73996979950844,54.88197386901296,-1.2587486087641648,0.632052865019273,-1473.859896571797,28.808022541786023,-17.568665199028636,3.0869404128949403
2000,2,Western Canada & US,14563.2148,6.971917908706984,7.770347074198091,0.4801753386554795,0.5360700473304427,6.971917908706984,2.787534228345563,0.4801753386554795,0.732168045827215
2001,2,Western Canada & US,14484.7852,-1.6612808463881623,5.303001415060549,-0.115036547828441,0.3661736265380721,5.310637062318822,3.6157085736074803,0.3651387908270385,0.9498650819292784
2002,2,Western Canada & US,14406.3556,2.0771861792514,6.15785539194263,0.1446192601769147,0.4251931970750917,7.3878232415702225,4.385339654029237,0.5097580510039532,1.152144466177574
2003,2,Western Canada & US,14327.926,-17.056030773498726,5.474498668109094,-1.1939866825104142,0.3734466454119415,-9.668207531928504,4.970483130371772,-0.684228631506461,1.3041792500862557
2004,2,Western Canada & US,14249.4964,-16.80729443592748,5.098743955840538,-1.1830500929175032,0.347297298648853,-26.475501967855983,5.459344878751562,-1.8672787244239641,1.431146678368224
2005,2,Western Canada & US,14171.0668,-21.028659163977256,5.243764511689932,-1.4883801810096542,0.3547734336073986,-47.50416113183324,5.920152955527487,-3.3556589054336183,1.5501465248845994
2006,2,Western Canada & US,14092.6372,-8.342113934146381,5.466772582464278,-0.5937295810672717,0.3764279011476983,-55.846275065979626,6.3651381445578314,-3.94938848650089,1.6671479087829904
2007,2,Western Canada & US,14014.2076,1.7805033372420636,5.552152255552618,0.1274321724763139,0.3833753034934106,-54.06577172873756,6.787277499473389,-3.8219563140245763,1.7784143086617663
2008,2,Western Canada & US,13935.778,3.3868051381654745,5.504732963272803,0.2437607808150438,0.379969961381111,-50.67896659057209,7.181355639301715,-3.5781955332095325,1.882213434930805
2009,2,Western Canada & US,13857.3484,-12.903706819800696,5.4242856469661485,-0.9339834757326232,0.3719350392218095,-63.582673410372784,7.549579754204646,-4.512179008942156,1.9785505942117905
2010,2,Western Canada & US,13778.9188,6.207456521254985,5.395873637429762,0.4518594685406727,0.3720152371686145,-57.3752168891178,7.898862456235483,-4.060319540401483,2.0704293494404595
2011,2,Western Canada & US,13700.4892,12.22074313575233,5.865486060445464,0.8946772267665255,0.4028590751552044,-45.15447375336547,8.261810586243909,-3.165642313634958,2.165533829377793
2012,2,Western Canada & US,13622.0596,1.0773388501318926,5.4324703928133085,0.0793257865284641,0.3751410746323647,-44.07713490323358,8.584287073239409,-3.086316527106494,2.250483912586805
2013,2,Western Canada & US,13543.63,-16.240657004636397,4.116542259273677,-1.2027444327245012,0.2786973168327323,-60.317791907869974,8.820800803501852,-4.289060959830995,2.3115741730787582
2014,2,Western Canada & US,13465.2004,-18.67077997041907,4.10333494994411,-1.3907673333237582,0.2759400863487337,-78.98857187828904,9.050406718209024,-5.6798282931547535,2.3705094903824957
2015,2,Western Canada & US,13386.7708,-28.95006204561516,3.9570944448424368,-2.169094698051759,0.2543324559840723,-107.93863392390419,9.266442478634692,-7.848922991206512,2.4235609544588623
2016,2,Western Canada & US,13308.3412,-8.864805714406188,3.834622506304549,-0.6681133299220492,0.2630391524026073,-116.80343963831038,9.471091738345164,-8.517036321128561,2.4772337096810544
2017,2,Western Canada & US,13229.9116,-4.836844783972129,3.8206528631956047,-0.3666992741595396,0.2633203269213112,-121.6402844222825,9.670689302182426,-8.883735595288101,2.5298235470683466
2018,2,Western Canada & US,13151.482,-8.838275285155387,3.6040232205551264,-0.6740586266125677,0.2470111787232015,-130.47855970743788,9.855265333815256,-9.557794221900668,2.578181211246539
2019,2,Western Canada & US,13073.0524,-12.641308163481227,3.749470174141536,-0.9698841413721778,0.2552280312239809,-143.1198678709191,10.043690804382733,-10.527678363272846,2.6272126654019945
2020,2,Western Canada & US,12994.6228,-11.421484744557484,4.360827162444375,-0.8815840580968515,0.2985597391276979,-154.5413526154766,10.258486834640216,-11.409262421369698,2.6834317819494404
