,dpt_pseudotime
1669,0.16907723
1670,0.28692624
1671,0.2677969
1672,0.2868876
1673,0.371812
1674,0.29443163
1675,0.2376253
1676,0.115872346
1677,0.21486752
1678,0.19520363
1679,0.31401184
1680,0.3550502
1681,0.389439
1682,0.4011872
1683,0.18481031
1684,0.2311378
1685,0.121153094
1686,0.5497846
1687,0.56689465
1688,0.43307447
1689,0.3452968
1690,0.43503577
1691,0.18713766
1692,0.20391908
1693,0.34126398
1694,0.19281712
1695,0.5583803
1696,0.39822942
1697,0.35168
1698,0.35396013
1699,0.36338502
1700,0.16010499
1701,0.49103606
1702,0.35890847
1703,0.2625889
1704,0.14686035
1705,0.19217053
1706,0.10317712
1707,0.30423072
1708,0.25869763
1709,0.44748956
1710,0.19300191
1711,0.41835827
1712,0.29648542
1713,0.3097587
1714,0.33889952
1715,0.32839507
1716,0.37339777
1717,0.23238806
1718,0.1280705
1719,0.14272991
1720,0.23789531
1721,0.2424791
1722,0.64435303
1723,0.61488086
1724,0.26969844
1725,0.4643537
1726,0.3581811
1727,0.20309326
1728,0.24171764
1729,0.2926601
1730,0.3206655
1731,0.6396676
1732,0.3601812
1733,0.10343853
1734,0.3693685
1735,0.29139355
1736,0.26006883
1737,0.46142352
1738,0.30062702
1739,0.41050348
1740,0.31206545
1741,0.38616845
1742,0.26772133
1743,0.30379754
1744,0.39900148
1745,0.37476912
1746,0.1660154
1747,0.2598422
1748,0.1997231
1749,0.31001136
1750,0.43651977
1751,0.3599184
1752,0.35415795
1753,0.1461127
1754,0.31031504
1755,0.35974395
1756,0.39627862
1757,0.39314437
1758,0.3916239
1759,0.40260002
1760,0.24793635
1761,0.19766949
1762,0.27643946
1763,0.3982607
1764,0.1874063
1765,0.22139822
1766,0.16855057
1767,0.15122443
1768,0.40078574
1769,0.43655726
1770,0.24003871
1771,0.24719338
1772,0.3219278
1773,0.28912553
1774,0.3461745
1775,0.14000723
1776,0.35087168
1777,0.2007323
1778,0.26794428
1779,0.18871722
1780,0.22926381
1781,0.16452222
1782,0.22390895
1783,0.16257727
1784,0.28666404
1785,0.22012463
1786,0.3673865
1787,0.28522143
1788,0.52280825
1789,0.28968626
1790,0.26758593
1791,0.4246019
1792,0.36444712
1793,0.19819741
1794,0.31647295
1795,0.15257497
1796,0.28243652
1797,0.37077257
1798,0.31668356
1799,0.35162747
1800,0.22136691
1801,0.16741583
1802,0.25318694
1803,0.23731063
1804,0.39648765
1805,0.18327089
1806,0.21499877
1807,0.37295058
1808,0.3642921
1809,0.21962106
1810,0.1749685
1811,0.39654714
1812,0.2763869
1813,0.39165002
1814,0.5193176
1815,0.17435367
1816,0.49130085
1817,0.40998635
1818,0.30189535
1819,0.26600483
1820,0.34709468
1821,0.47063595
1822,0.14121804
1823,0.23518042
1824,0.31822726
1825,0.36210135
1826,0.29281592
1827,0.20698792
1828,0.30840752
1829,0.29934916
1830,0.37690526
1831,0.26245433
1832,0.112010024
1833,0.1514525
1834,0.18308334
1835,0.34035462
1836,0.3288967
1837,0.34958714
1838,0.34947684
1839,0.35206538
1840,0.32335323
1841,0.20927244
1842,0.3405402
1843,0.3931071
1844,0.2544415
1845,0.2942155
1846,0.16228992
1847,0.5453747
1848,0.18653113
1849,0.34035853
1850,0.50442207
1851,0.27424374
1852,0.2515988
1853,0.38852972
1854,0.34924528
1855,0.27866456
1856,0.42708918
1857,0.32647035
1858,0.28708348
1859,0.23353049
1860,0.4793868
1861,0.33065853
1862,0.3601075
1863,0.29545864
1864,0.40333688
1865,0.38905635
1866,0.34111756
1867,0.26693973
1868,0.3596124
1869,0.17972688
1870,0.5127766
1871,0.3691974
1872,0.24123146
1873,0.35737297
1874,0.19768566
1875,0.35939354
1876,0.298412
1877,0.19715652
1878,0.22915721
1879,0.22995166
1880,0.3701331
1881,0.24929893
1882,0.24703355
1883,0.35850456
1884,0.23778647
1885,0.1965768
1886,0.24600363
1887,0.31515443
1888,0.28705707
1889,0.5258703
1890,0.45381147
1891,0.35975006
1892,0.33596915
1893,0.46496898
1894,0.29098836
1895,0.25561962
1896,0.1444912
1897,0.25797093
1898,0.22935748
1899,0.42614797
1900,0.32665825
1901,0.29858324
1902,0.14058772
1903,0.13784452
1904,0.31461075
1905,0.16105461
1906,0.34863657
1907,0.357915
1908,0.32810137
1909,0.36260882
1910,0.35608548
1911,0.15294263
1912,0.3075287
1913,0.20285381
1914,0.3314365
1915,0.37768772
1916,0.35083872
1917,0.25842145
1918,0.22991276
1919,0.33747855
1920,0.35346723
1921,0.3081826
1922,0.45565206
1923,0.17286369
1924,0.61973
1925,0.32195714
1926,0.5245745
1927,0.34941912
1928,0.2858804
1929,0.58705693
1930,0.21069138
1931,0.3180456
1932,0.4128356
1933,0.36707518
1934,0.4794661
1935,0.2566886
1936,0.33512333
1937,0.2530806
1938,0.32747012
1939,0.24754071
1940,0.47727415
1941,0.4911298
1942,0.23215543
1943,0.33021793
1944,0.49272123
1945,0.24761091
1946,0.5663069
1947,0.36880782
1948,0.2898929
1949,0.267023
1950,0.58705825
1951,0.32926303
1952,0.54742205
1953,0.31517184
1954,0.32150468
1955,0.24804986
1956,0.23471843
1957,0.4984629
1958,0.44465014
1959,0.288905
1960,0.48480988
1961,0.37410364
1962,0.3400995
1963,0.36547658
1964,0.2607707
1965,0.393466
1966,0.5462437
1967,0.41032273
1968,0.24627653
1969,0.1382478
1970,0.44248125
1971,0.28712985
1972,0.36058182
1973,0.4406488
1974,0.14876992
1975,0.2938955
1976,0.20141305
1977,0.37216595
1978,0.3494698
1979,0.43029845
1980,0.44786173
1981,0.27135476
1982,0.27991554
1983,0.26748183
1984,0.21206173
1985,0.29290935
1986,0.35627085
1987,0.3472067
1988,0.35904032
1989,0.31628346
1990,0.24557392
1991,0.20437406
1992,0.35315368
1993,0.27990314
1994,0.27260712
1995,0.4194141
1996,0.35387826
1997,0.4472644
1998,0.1644166
1999,0.33634096
2000,0.35169622
2001,0.37083268
2002,0.092428446
2003,0.25042123
2004,0.3795468
2005,0.46860674
2006,0.22657779
2007,0.26977932
2008,0.41125372
2009,0.2829583
2010,0.36377367
2011,0.505459
2012,0.31243825
2013,0.53737164
2014,0.21638003
2015,0.23335107
2016,1.0
2017,0.19709916
2018,0.7223246
2019,0.36874384
2020,0.44707394
2021,0.3642582
2022,0.37706855
2023,0.24363135
2024,0.34058842
2025,0.35783714
2026,0.38895282
2027,0.35624194
2028,0.29246533
2029,0.29245284
2030,0.22422935
2031,0.22739539
2032,0.3254131
2033,0.25176224
2034,0.227051
2035,0.29079303
2036,0.3167343
2037,0.29072806
2038,0.38334072
2039,0.3763571
2040,0.4468048
2041,0.50616527
2042,0.40230465
2043,0.3169773
2044,0.249818
2045,0.31154746
2046,0.31497267
2047,0.15444303
2048,0.48442918
2049,0.23796175
2050,0.38615617
2051,0.14343928
2052,0.56310105
2053,0.22003226
2054,0.18150072
2055,0.42032793
2056,0.33444875
2057,0.29530123
2058,0.42968783
2059,0.19534867
2060,0.24307026
2061,0.30130813
2062,0.27675918
2063,0.42985845
2064,0.28976265
2065,0.9961548
2066,0.18650383
2067,0.33257976
2068,0.36832714
2069,0.6331736
2070,0.3366337
2071,0.41884068
2072,0.33168328
2073,0.36490363
2074,0.44717866
2075,0.54319566
2076,0.5327589
2077,0.23546726
2078,0.18972687
2079,0.21871486
2080,0.27844092
2081,0.25463977
2082,0.489368
2083,0.23053977
2084,0.34975368
2085,0.28997603
2086,0.2583326
2087,0.19123676
2088,0.3353624
2089,0.23534088
2090,0.3019352
2091,0.4402563
2092,0.21314768
2093,0.22787979
2094,0.19728245
2095,0.24750414
2096,0.291736
2097,0.45601192
2098,0.20261751
2099,0.3076917
2100,0.35898638
2101,0.2264898
2102,0.11134786
2103,0.5171147
2104,0.21320896
2105,0.1917791
2106,0.2549307
2107,0.64590424
2108,0.20767438
2109,0.21566011
2110,0.1866917
2111,0.3488882
2112,0.5032708
2113,0.41159928
2114,0.3898324
2115,0.4643494
2116,0.5066326
2117,0.6092355
2118,0.3981885
2119,0.42008582
2120,0.44514427
2121,0.18669881
2122,0.29727536
2123,0.3598445
2124,0.3346448
2125,0.29810756
2126,0.29256976
2127,0.22806804
2128,0.35634673
2129,0.22500198
2130,0.39632517
2131,0.24985975
2132,0.29500914
2133,0.36181435
2134,0.28303567
2135,0.27977613
2136,0.30735728
2137,0.30178156
2138,0.18669279
2139,0.40398183
2140,0.19812083
2141,0.54927343
2142,0.20468675
2143,0.22768134
2144,0.27311626
2145,0.37896734
2146,0.23369691
2147,0.57619977
2148,0.5464232
2149,0.2616047
2150,0.33467418
2151,0.45287162
2152,0.31992772
2153,0.42846778
2154,0.28011394
2155,0.3587117
2156,0.24669163
2157,0.2117517
2158,0.33314785
2159,0.33104244
2160,0.60743326
2161,0.43766668
2162,0.49444124
2163,0.40207592
2164,0.30039325
2165,0.3365908
2166,0.20555799
2167,0.20059755
2168,0.5608022
2169,0.14284785
2170,0.20987238
2171,0.26215705
2172,0.34806404
2173,0.34078145
2174,0.17356841
2175,0.22239581
2176,0.3389568
2177,0.43269104
2178,0.4094566
2179,0.5046865
2180,0.46516743
2181,0.18546274
2182,0.59054506
2183,0.59422994
2184,0.31844926
2185,0.17027064
2186,0.25749663
2187,0.18999827
2188,0.2699263
2189,0.26502177
2190,0.24931376
2191,0.2696309
2192,0.51600057
2193,0.20086265
2194,0.29156828
2195,0.24064843
2196,0.5375191
2197,0.20519108
2198,0.28843454
2199,0.2103398
2200,0.28685918
2201,0.19936953
2202,0.3735999
2203,0.2264446
2204,0.27639312
2205,0.45974877
2206,0.3230731
2207,0.21837996
2208,0.26131627
2209,0.21339658
2210,0.5629211
2211,0.23867367
2212,0.4116433
2213,0.341235
2214,0.47665554
2215,0.3584731
2216,0.41100553
2217,0.4533999
2218,0.42157024
2219,0.33068016
2220,0.3151192
2221,0.37692806
2222,0.2523072
2223,0.44385982
2224,0.34983465
2225,0.23382753
2226,0.25386903
2227,0.3040146
2228,0.24097073
2229,0.36715877
2230,0.4025284
2231,0.43399394
2232,0.45355853
2233,0.21511166
2234,0.31950697
2235,0.23568672
2236,0.23524673
2237,0.45260537
2238,0.38748
2239,0.23051219
2240,0.44235
2241,0.384537
2242,0.5585291
2243,0.49535018
2244,0.42856228
2245,0.43779075
2246,0.34911668
2247,0.2356011
2248,0.25394183
2249,0.22232573
2250,0.31196305
2251,0.46085948
2252,0.35122392
2253,0.74402225
2254,0.27627516
2255,0.48524243
2256,0.32086584
2257,0.45121545
2258,0.4296893
2259,0.20622833
2260,0.32969266
2261,0.37966332
2262,0.25218186
2263,0.27902105
2264,0.3410978
2265,0.26637557
2266,0.50950956
2267,0.34238046
2268,0.4098639
2269,0.46721995
2270,0.47125754
2271,0.21052283
2272,0.26005065
2273,0.3630605
2274,0.1980809
2275,0.31862143
2276,0.27448604
2277,0.3588014
2278,0.28546998
2279,0.26642632
2280,0.35855055
2281,0.38063437
2282,0.17322628
2283,0.20468658
2284,0.30125022
2285,0.2047793
2286,0.4028379
2287,0.1887781
2288,0.26501685
2289,0.16191065
2290,0.37427774
2291,0.23123598
2292,0.4377127
2293,0.5201747
2294,0.28397238
2295,0.3620552
2296,0.40475386
2297,0.3364995
2298,0.38151306
2299,0.32975766
2300,0.3953498
2301,0.36630455
2302,0.54059273
2303,0.2124498
2304,0.36572236
2305,0.4533326
2306,0.20965557
2307,0.19555266
2308,0.44653055
2309,0.5130289
2310,0.3774564
2311,0.30857274
2312,0.17937048
2313,0.4924033
2314,0.32476047
2315,0.3315964
2316,0.3686012
2317,0.19452295
2318,0.445331
2319,0.32471454
2320,0.4384455
2321,0.3695322
2322,0.3033859
2323,0.21871236
2324,0.28624934
2325,0.34515145
2326,0.27683827
2327,0.32008076
2328,0.18563946
2329,0.47690126
2330,0.5941218
2331,0.18664496
2332,0.481884
2333,0.11075956
2334,0.30515888
2335,0.3304674
2336,0.33418345
2337,0.29383913
2338,0.2902858
2339,0.25743878
2340,0.18264127
2341,0.20425816
2342,0.22161326
2343,0.5585642
2344,0.28588995
2345,0.26415247
2346,0.38963658
2347,0.20969675
2348,0.3359971
2349,0.3806576
2350,0.37715796
2351,0.42251432
2352,0.30298072
2353,0.323617
2354,0.57629144
2355,0.22382526
2356,0.4371971
2357,0.5665687
2358,0.337638
2359,0.41793528
2360,0.27050915
2361,0.24008551
2362,0.43345585
2363,0.35213095
2364,0.27929834
2365,0.19172786
2366,0.35635614
2367,0.2825251
2368,0.26314032
2369,0.46671262
2370,0.40895814
2371,0.18103369
2372,0.5206333
2373,0.29322338
2374,0.2897911
2375,0.28265136
2376,0.38194692
2377,0.39556947
2378,0.60085946
2379,0.6029955
2380,0.24607597
2381,0.5094976
2382,0.30002424
2383,0.44575515
2384,0.27485058
2385,0.98347515
2386,0.36269262
2387,0.38545194
2388,0.23904932
2389,0.21680662
2390,0.29595655
2391,0.2718185
2392,0.24315317
2393,0.5248108
2394,0.31961524
2395,0.26505795
2396,0.26548752
2397,0.55836743
2398,0.49318346
2399,0.24205273
2400,0.86731017
2401,0.21412428
2402,0.9495453
2403,0.2608449
2404,0.3171589
2405,0.23810495
2406,0.4676567
2407,0.23743609
2408,0.22982116
2409,0.29850864
2410,0.42969358
2411,0.8731585
2412,0.18634611
2413,0.2834247
2414,0.42900512
2415,0.4044555
2416,0.34282604
2417,0.5334492
2418,0.51401144
2419,0.23077801
2420,0.43564048
2421,0.3102486
2422,0.30530646
2423,0.41601887
2424,0.1786877
2425,0.33179614
2426,0.24586447
2427,0.43455085
2428,0.719646
2429,0.3529619
2430,0.37521863
2431,0.27927238
2432,0.2951176
2433,0.31570357
2434,0.29384622
2435,0.4280452
2436,0.53411996
2437,0.30654442
2438,0.22625746
2439,0.24502948
2440,0.5645304
2441,0.36329824
2442,0.6641245
2443,0.27676186
2444,0.49573782
2445,0.4379666
2446,0.25391978
2447,0.23078586
2448,0.33765104
2449,0.50579065
2450,0.27106604
2451,0.59782386
2452,0.37862247
2453,0.32096204
2454,0.27810773
2455,0.38341814
2456,0.3664397
2457,0.41768557
2458,0.32613373
2459,0.3151583
2460,0.2332864
2461,0.44571084
2462,0.22730318
2463,0.17224309
2464,0.41566932
2465,0.41359317
2466,0.35415542
2467,0.498759
2468,0.2159222
2469,0.4997096
2470,0.2726061
2471,0.56021136
2472,0.24859612
2473,0.24731547
2474,0.4589792
2475,0.20153701
2476,0.23090893
2477,0.59153455
2478,0.23478088
2479,0.37790158
2480,0.38470325
2481,0.33775496
2482,0.28311
2483,0.40782076
2484,0.28207144
2485,0.41748026
2486,0.2253211
2487,0.59611887
2488,0.21455368
2489,0.3972159
2490,0.3221843
2491,0.14805193
2492,0.62566006
2493,0.21077661
2494,0.55262417
2495,0.30056894
2496,0.53244746
2497,0.36136475
2498,0.21038984
2499,0.39279988
2500,0.25940517
2501,0.20440933
2502,0.26116163
2503,0.31473473
2504,0.24904816
2505,0.26984322
2506,0.51863873
2507,0.3779292
2508,0.23756856
2509,0.35027495
2510,0.24519187
2511,0.21469283
2512,0.2434092
2513,0.6212571
2514,0.1741235
2515,0.40084904
2516,0.30255136
2517,0.2391431
2518,0.23050793
2519,0.24864297
2520,0.63038635
2521,0.55096555
2522,0.39653066
2523,0.2619458
2524,0.37071547
2525,0.3653848
2526,0.45919314
2527,0.21504523
2528,0.24808493
2529,0.48198196
2530,0.3953438
2531,0.24070016
2532,0.24979484
2533,0.37991816
2534,0.53183985
2535,0.37282306
2536,0.5172693
2537,0.24531907
2538,0.3362643
2539,0.2642935
2540,0.25624147
2541,0.40806898
2542,0.6386545
2543,0.19651198
2544,0.28973353
2545,0.61256427
2546,0.2857977
2547,0.37677893
2548,0.34265408
2549,0.21833396
2550,0.4969071
2551,0.2724033
2552,0.37067538
2553,0.19293103
2554,0.45886636
2555,0.40498072
2556,0.32541233
2557,0.3943076
2558,0.33349752
2559,0.46430838
2560,0.18985242
2561,0.37233755
2562,0.24333447
2563,0.2001867
2564,0.43468216
2565,0.3013052
2566,0.20618084
2567,0.2176345
2568,0.41536292
2569,0.5991878
2570,0.3764102
2571,0.28562897
2572,0.277989
2573,0.22722118
2574,0.28869915
2575,0.23256817
2576,0.3471195
2577,0.25865948
2578,0.27915907
2579,0.4289652
2580,0.25730044
2581,0.45620862
2582,0.20274363
2583,0.2179159
2584,0.45721164
2585,0.3388979
2586,0.41258317
2587,0.3604531
2588,0.36210963
2589,0.23828456
2590,0.25001484
2591,0.27497074
2592,0.49119022
2593,0.3149002
2594,0.38579366
2595,0.34960103
2596,0.30523345
2597,0.41857463
2598,0.33614
2599,0.32237062
2600,0.40452698
2601,0.41329762
2602,0.2658747
2603,0.23721924
2604,0.25972804
2605,0.3232282
2606,0.2789703
2607,0.29598165
2608,0.4406869
2609,0.39065784
2610,0.26553458
2611,0.36870235
2612,0.3188053
2613,0.21184777
2614,0.30093068
2615,0.5743837
2616,0.2153294
2617,0.54757226
2618,0.40149745
2619,0.32758236
2620,0.17364733
2621,0.28590447
2622,0.43391982
2623,0.46555504
2624,0.29483384
2625,0.42033815
2626,0.17477979
2627,0.28155527
2628,0.29687425
2629,0.22322492
2630,0.33278096
2631,0.2670178
2632,0.27061102
2633,0.43091416
2634,0.17722777
2635,0.24018632
2636,0.3803096
2637,0.282872
2638,0.34890783
2639,0.48239368
2640,0.919248
2641,0.34662127
2642,0.24187356
2643,0.30434486
2644,0.29980662
2645,0.4184792
2646,0.39915374
2647,0.17779104
2648,0.38466266
2649,0.20191135
2650,0.24401402
2651,0.299911
2652,0.45463544
2653,0.60449964
2654,0.29966322
2655,0.2051564
2656,0.51219857
2657,0.35770452
2658,0.26237267
2659,0.16455895
2660,0.35761127
2661,0.2999296
2662,0.32699507
2663,0.20993136
2664,0.17090683
2665,0.2696262
2666,0.3061889
2667,0.2971677
2668,0.1545933
2669,0.2890063
2670,0.3708661
2671,0.17483707
2672,0.34159663
2673,0.19230242
2674,0.24168752
2675,0.24126005
2676,0.43949738
2677,0.19956137
2678,0.3710346
2679,0.4988045
2680,0.21729825
2681,0.13597848
2682,0.3244019
2683,0.30816153
2684,0.38257927
2685,0.22227602
2686,0.50481576
2687,0.3883761
2688,0.29459593
2689,0.5591845
2690,0.57279074
2691,0.2331454
2692,0.28018078
2693,0.25273696
2694,0.1997672
2695,0.2353423
2696,0.3697293
2697,0.22006874
2698,0.15490597
2699,0.25137648
2700,0.19839591
2701,0.57535
2702,0.33490282
2703,0.54986036
2704,0.381619
2705,0.36014706
2706,0.2990371
2707,0.23123224
2708,0.47151938
2709,0.38723361
2710,0.29834148
2711,0.3050587
2712,0.55143714
2713,0.33134577
2714,0.20073968
2715,0.71621853
2716,0.2641012
2717,0.16896865
2718,0.49880573
2719,0.35829338
2720,0.2590675
2721,0.34921038
2722,0.3473062
2723,0.42826474
2724,0.23055169
2725,0.3256939
2726,0.14688665
2727,0.2773259
2728,0.4001036
2729,0.2480144
2730,0.2891422
2731,0.23890458
2732,0.20744826
2733,0.22135344
2734,0.2955226
2735,0.27131107
2736,0.30705452
2737,0.21551077
2738,0.39278176
2739,0.2518668
2740,0.40581164
2741,0.49719656
2742,0.2000548
2743,0.3802082
2744,0.24733496
2745,0.31668133
2746,0.3680796
2747,0.20657444
2748,0.25653705
2749,0.38880065
2750,0.25118965
2751,0.7139354
2752,0.20698632
2753,0.32329243
2754,0.32154784
2755,0.28111172
2756,0.2736264
2757,0.2432536
2758,0.20517717
