feature,spearman_r,spearman_pval,r2_poly3,mutual_info,variance,abs_spearman_r,spearman_qval,dynamic_score
Int_Med_CDK6_cell,-0.024208970597518368,0.20365220723628358,0.0041803438944261195,0.11662683782244976,0.0034764046,0.024208970597518368,0.24654085648891264,0.07338572049541481
Int_MeanEdge_S6_cell,-0.14149742010444838,8.232710248141318e-14,0.0373539178093355,0.008887416244289348,0.011213971,0.14149742010444838,2.759081077439623e-13,0.07256392479804999
Int_Med_bCat_cell,0.03179761300010028,0.09494456506492485,0.009405580885805453,0.1046129178201527,0.0070283846,0.03179761300010028,0.12368454151701021,0.07155587564250399
Int_Med_pH2AX_ring,0.02813812094666046,0.1395119529342069,0.004683602044998736,0.10899552850631622,0.007374803,0.02813812094666046,0.17420922620281792,0.0710221611546306
Int_Med_pH2AX_cyto,0.02813812094666046,0.1395119529342069,0.004683602044998736,0.10899552850631622,0.007374803,0.02813812094666046,0.17420922620281792,0.0710221611546306
Int_Med_pp53_cell,0.0144844728112777,0.4469502677846019,0.003949555107409797,0.11837977838997205,0.0022200865,0.0144844728112777,0.4787333979381736,0.0703652996090609
Int_Med_RSK1_ring,-0.02011618487608783,0.290851965938706,0.0029725863698001342,0.11435810493429521,0.00084673264,0.02011618487608783,0.3322053260247779,0.07017148225224652
Int_Med_RSK1_cyto,-0.02011618487608783,0.290851965938706,0.0029725863698001342,0.11435810493429521,0.00084673264,0.02011618487608783,0.3322053260247779,0.07017148225224652
Int_Med_RSK1_nuc,0.08812780653742924,3.5531606752094605e-06,0.003816333917129433,0.06247727166118455,0.0015062399,0.08812780653742924,7.0189485469301645e-06,0.06984957902886574
Int_Med_pp53_ring,-0.019313854239664852,0.3105264851891388,0.0037440692997779967,0.1129665035000107,0.0021244565,0.019313854239664852,0.35134686821869693,0.06933685963619103
Int_Med_pp53_cyto,-0.019313854239664852,0.3105264851891388,0.0037440692997779967,0.1129665035000107,0.0021244565,0.019313854239664852,0.35134686821869693,0.06933685963619103
Int_Med_pSTAT3_cell,-0.02975553623307318,0.1181508308059664,0.0031377056608712373,0.10450611627238526,0.0009922774,0.02975553623307318,0.1514593097033931,0.0688014953065883
Int_MeanEdge_cMyc_cell,-0.1196201287998278,2.9196821047342515e-10,0.042002241544575214,0.01113937814913779,0.0028718424,0.1196201287998278,8.376706990963745e-10,0.06641332204382464
Int_Med_RB_nuc,0.0758886216652919,6.604878017822603e-05,0.01690477814368785,0.05706395568995948,0.011587783,0.0758886216652919,0.0001184293153517225,0.06598186954901396
Int_MeanEdge_pp21_cell,-0.12393793844722409,6.479504542911227e-11,0.01802234450842577,0.02032041913411753,0.0029782923,0.12393793844722409,1.9043421888312266e-10,0.06586248004808168
Int_Med_RSK1_cell,0.0004180954171696553,0.9824870376696616,0.001517834742596036,0.1199029952995474,0.00083267,0.0004180954171696553,0.9824870376696616,0.06482484150173486
Int_MeanEdge_YAP_cell,-0.12364819655305123,7.180091492577285e-11,0.026440625936957396,0.012687950818912164,0.017278593,0.12364819655305123,2.0848217466399105e-10,0.06418525020543019
Int_Med_pERK_nuc,-0.05677977697738272,0.0028499021065904596,0.04972468712287814,0.04917588856185162,0.0046160533,0.05677977697738272,0.004319662941435854,0.06396062605597623
Int_MeanEdge_p14ARF_cell,-0.12968895943101802,8.037684770353624e-12,0.014345008781680879,0.013819931574151845,0.005914237,0.12968895943101802,2.4834384995579787e-11,0.06357899113768845
Int_Med_p14ARF_nuc,0.10096769821655012,1.0687398591635593e-07,0.013717669588131032,0.03517679917164873,0.009769215,0.10096769821655012,2.429870811871866e-07,0.06333785421784681
Int_MeanEdge_pS6_cell,-0.09196464653274018,1.3074423854399206e-06,0.05148113561085621,0.01987236186882857,0.005782294,0.09196464653274018,2.670284871957804e-06,0.06287088762507799
Int_Med_AKT_cyto,-0.0935730414438983,8.496070585320264e-07,0.014326860860552015,0.039201131488254326,0.013659475,0.0935730414438983,1.750045308600157e-06,0.06271758414335595
Int_Med_AKT_ring,-0.0935730414438983,8.496070585320264e-07,0.014326860860552015,0.039201131488254326,0.013659475,0.0935730414438983,1.750045308600157e-06,0.06271758414335595
Int_MeanEdge_p53_cell,-0.1401330627363786,1.4265944425584387e-13,0.01860363194294057,0.0,0.002472251,0.1401330627363786,4.709715899405257e-13,0.06163431467743361
Int_Med_pGSK3b_cyto,-0.1159699814494251,1.0005458806290186e-09,0.017833203781307927,0.016985434480105255,0.011163874,0.1159699814494251,2.740131332177199e-09,0.060832832099719625
Int_Med_pGSK3b_ring,-0.1159699814494251,1.0005458806290186e-09,0.017833203781307927,0.016985434480105255,0.011163874,0.1159699814494251,2.740131332177199e-09,0.060832832099719625
Int_MeanEdge_cycD1_cell,-0.0728479788376462,0.00012825714112397465,0.05586684534883135,0.02756403911340044,0.0062189605,0.0728479788376462,0.0002239852971802746,0.06065845449904159
Int_Med_ERK_cell,0.08446699430615631,8.885377468927933e-06,0.026901517565991684,0.030182121214664015,0.010498845,0.08446699430615631,1.686122811032781e-05,0.058018318650429425
Int_Med_p14ARF_ring,-0.10633435157098928,2.1598291089939116e-08,0.006971381142690691,0.024906782743906675,0.006826223,0.10633435157098928,5.153651636312205e-08,0.05796153210636833
Int_Med_p14ARF_cyto,-0.10633435157098928,2.1598291089939116e-08,0.006971381142690691,0.024906782743906675,0.006826223,0.10633435157098928,5.153651636312205e-08,0.05796153210636833
Int_Med_pp27_cyto,0.020346008238520227,0.2853741783675277,0.011834169512572101,0.08603527407329281,0.013629265,0.020346008238520227,0.3290678324716468,0.05775638091125852
Int_Med_pp27_ring,0.020346008238520227,0.2853741783675277,0.011834169512572101,0.08603527407329281,0.013629265,0.020346008238520227,0.3290678324716468,0.05775638091125852
Int_Med_pRSK_nuc,0.118745420387973,3.9355028099047915e-10,0.0077936931610042,0.01470608502715276,0.0083601745,0.118745420387973,1.1158307966906525e-09,0.057710673135034
Int_Med_STAT3_ring,-0.07173629666069929,0.00016247378804710836,0.007745362803042832,0.04973284904437669,0.0029015995,0.07173629666069929,0.00027770342495995115,0.05764766202523494
Int_Med_STAT3_cyto,-0.07173629666069929,0.00016247378804710836,0.007745362803042832,0.04973284904437669,0.0029015995,0.07173629666069929,0.00027770342495995115,0.05764766202523494
Int_MeanEdge_pp27_cell,-0.09699049977798929,3.320741577072594e-07,0.01730660583338517,0.025426570369184276,0.001614338,0.09699049977798929,7.145524286379421e-07,0.05760287992167698
Int_MeanEdge_pp65_cell,-0.0974407377625937,2.9271609229876525e-07,0.017666038340401813,0.021459573263232556,0.006331085,0.0974407377625937,6.355367409369588e-07,0.05576666984612944
Int_MeanEdge_Bcl2_cell,-0.10733214947020464,1.5902997126229475e-08,0.020876739348189566,0.009134463976208096,0.0036452266,0.10733214947020464,3.992314903563858e-08,0.054086945113944226
Int_Med_ERK_ring,0.07848939123929342,3.671301330137678e-05,0.021637115250155436,0.02851369128775083,0.010058869,0.07848939123929342,6.806027850486003e-05,0.053154593223991985
Int_Med_ERK_cyto,0.07848939123929342,3.671301330137678e-05,0.021637115250155436,0.02851369128775083,0.010058869,0.07848939123929342,6.806027850486003e-05,0.053154593223991985
Int_MeanEdge_ERK_cell,-0.09640514762218498,3.9093407322247715e-07,0.04022749827252747,0.002252039851576626,0.00799267,0.09640514762218498,8.337620499700619e-07,0.051836166914384973
Int_MeanEdge_p21_cell,-0.10938292525994234,8.40369233355833e-09,0.019188180389860365,0.0029858460578546797,0.0032591769,0.10938292525994234,2.1777310240726426e-08,0.051108400325602314
Int_Med_AKT_cell,-0.07227270445232711,0.00014501271577595774,0.012431452760811146,0.03423564931957923,0.009883864,0.07227270445232711,0.000251424924474862,0.05097005145229481
Int_Med_STAT3_cell,-0.056873499520277905,0.0028043024130417716,0.006674453618988774,0.04866729863505803,0.0021813447,0.056873499520277905,0.0042774486173611835,0.05081071972244543
Int_MeanEdge_pp53_cell,-0.11851613260173162,4.2543630560530483e-10,0.007226729742139115,0.000898358027998647,0.011557201,0.11851613260173162,1.1922110424520752e-09,0.05005549922353822
Int_Med_pp21_ring,-0.01572091851764839,0.40912372606039865,0.005670471307212099,0.078208308983017,0.0048345793,0.01572091851764839,0.44214716583209,0.04986627443472959
Int_Med_pp21_cyto,-0.01572091851764839,0.40912372606039865,0.005670471307212099,0.078208308983017,0.0048345793,0.01572091851764839,0.44214716583209,0.04986627443472959
Int_MeanEdge_RSK1_cell,-0.10157582083547603,8.951975438605064e-08,0.010533694479949895,0.008698656543763228,0.0061225006,0.10157582083547603,2.0546915054322098e-07,0.048448146404465986
Int_Med_GSK3b_cyto,-0.021715186490916544,0.25418905789344054,0.006435273247717865,0.07045479447213499,0.0047890567,0.021715186490916544,0.2973765191860154,0.04834179031124231
Int_Med_GSK3b_ring,-0.021715186490916544,0.25418905789344054,0.006435273247717865,0.07045479447213499,0.0047890567,0.021715186490916544,0.2973765191860154,0.04834179031124231
Int_Med_S6_nuc,0.07103784385741135,0.0001881824299562512,0.006806850743583892,0.03203588441496752,0.007297248,0.07103784385741135,0.0003171466127234723,0.04761085893037391
Int_Med_pp38_cyto,0.011951646772377228,0.5303234585536456,0.0033892422005461498,0.07628868104037778,0.0020132256,0.011951646772377228,0.5630306322089366,0.04664632911556202
Int_Med_pp38_ring,0.011951646772377228,0.5303234585536456,0.0033892422005461498,0.07628868104037778,0.0020132256,0.011951646772377228,0.5630306322089366,0.04664632911556202
Int_Med_pp21_cell,0.03504531501333939,0.06569078164684557,0.009370528265400968,0.055362927282157415,0.004225148,0.03504531501333939,0.08746673136403195,0.046473453510448556
Int_MeanEdge_CDK6_cell,-0.10719738920254981,1.6576918229722453e-08,0.006954770728558213,0.0,0.0018715027,0.10719738920254981,4.0516090360051735e-08,0.044965386899587394
Int_Med_p14ARF_cell,-0.07950769083552546,2.902771157899545e-05,0.0054585314047498334,0.020900911652919518,0.00832149,0.07950769083552546,5.465373820732737e-05,0.044632062731096316
Int_Med_pGSK3b_cell,-0.08893840217624241,2.8862642541223814e-06,0.015470132510092327,0.008073145746076982,0.009048376,0.08893840217624241,5.748675084656974e-06,0.04453917958072173
Int_Med_YAP_cyto,0.017320961051890734,0.3631074033354365,0.00946316096003963,0.06111222392421478,0.017683866,0.017320961051890734,0.40326674748313457,0.04248997192725161
Int_Med_YAP_ring,0.017320961051890734,0.3631074033354365,0.00946316096003963,0.06111222392421478,0.017683866,0.017320961051890734,0.40326674748313457,0.04248997192725161
Int_Med_cycE_ring,-0.007390527993064244,0.6979970758459139,0.0023720739790540346,0.0724381799702849,0.000972466,0.007390527993064244,0.728213399475607,0.04245497410685983
Int_Med_cycE_cyto,-0.007390527993064244,0.6979970758459139,0.0023720739790540346,0.0724381799702849,0.000972466,0.007390527993064244,0.728213399475607,0.04245497410685983
Int_Med_pRSK_cell,-0.001206207317802089,0.9495046989475608,0.001977219148763143,0.07367220334648295,0.00087373884,0.001206207317802089,0.953460968526509,0.040523549201883925
Int_MeanEdge_Skp2_cell,-0.052183797555815564,0.0061132994721269165,0.02559901025513922,0.021203521529116642,0.0024790925,0.052183797555815564,0.009150963806103024,0.03990668202235326
Int_Med_GSK3b_cell,0.002208635052129933,0.907685240937194,0.009498143103860324,0.06734160669837408,0.009597359,0.002208635052129933,0.9152809333299738,0.039791069260001644
Int_MeanEdge_pSTAT3_cell,-0.0851007512885164,7.601401955993951e-06,0.004284175715425054,0.007120393187241447,0.0027915984,0.0851007512885164,1.4539189455512238e-05,0.03913817928744593
Int_MeanEdge_BP1_cell,-0.08976532499241016,2.33044251801755e-06,0.010366985104887094,0.0,0.0015397754,0.08976532499241016,4.680305390351913e-06,0.0390162255284302
Int_MeanEdge_STAT3_cell,-0.09014835934928671,2.1092766805510796e-06,0.009439578697625794,0.0,0.0030170027,0.09014835934928671,4.271728403468993e-06,0.03889121734900242
Int_Med_Fra1_nuc,-0.061649171029852394,0.0011960932040313832,0.00597461914163977,0.022303832940782975,0.021419577,0.061649171029852394,0.0019089964382222738,0.038394677604295255
Int_Med_p38_ring,-0.03685551653615735,0.05290935904923341,0.010486468018597095,0.03820850044744084,0.017262192,0.03685551653615735,0.0708397529492514,0.038346950430164145
Int_Med_p38_cyto,-0.03685551653615735,0.05290935904923341,0.010486468018597095,0.03820850044744084,0.017262192,0.03685551653615735,0.0708397529492514,0.038346950430164145
Int_MeanEdge_cycA_cell,0.03378840063731623,0.07598409485079195,0.01670382710060625,0.0351241153612909,0.00253234,0.03378840063731623,0.09952264597304816,0.03733377280836396
Int_Med_p38_cell,-0.015064807256720804,0.42895383149427513,0.010391906437376863,0.04722388371643316,0.011759651,0.015064807256720804,0.46150836334875134,0.034429599808002295
Int_Med_pRSK_cyto,-0.004077172202488541,0.8304985998492903,0.0028950539512031526,0.050388289017170074,0.0008001784,0.004077172202488541,0.8517028194199106,0.029479875980747722
Int_Med_pRSK_ring,-0.004077172202488541,0.8304985998492903,0.0028950539512031526,0.050388289017170074,0.0008001784,0.004077172202488541,0.8517028194199106,0.029479875980747722
Int_MeanEdge_cycE_cell,-0.06677828053949578,0.00044821292876627864,0.004192325302397326,0.0,0.001101345,0.06677828053949578,0.0007449607988460218,0.02796900980651751
Int_Med_YAP_cell,0.025633598053227194,0.17828764833890196,0.007282086780913244,0.024960897411512306,0.011011296,0.025633598053227194,0.2181082398460679,0.025803418177091485
Int_Med_cycE_cell,-0.002652896986770219,0.8892260059517697,0.0020507161855507494,0.04125782319447424,0.0010834563,0.002652896986770219,0.900434737119229,0.02376794186112886
Int_MeanEdge_p16_cell,-0.055480953598460246,0.003555431921395588,0.003530923645615469,0.0,0.0058908267,0.055480953598460246,0.005355369331602105,0.02325165853306874
Int_MeanEdge_E2F1_cell,-0.011847915902740428,0.5338987134618501,0.0003489133494045671,0.03034609914624653,0.0018318136,0.011847915902740428,0.5643403067732714,0.021092708272972882
Int_MeanEdge_CDK4_cell,-0.025407566050300628,0.1821471380028191,0.015516698003876339,0.01069567278624195,0.0068604946,0.025407566050300628,0.22170434474080505,0.020545051127045383
Int_MeanEdge_cFos_cell,-0.02744291432543554,0.14955932987504786,0.013169463207205467,0.009169680064482932,0.0058656675,0.02744291432543554,0.185792775772611,0.019837924725210038
Int_MeanEdge_pRSK_cell,-0.006487175609937316,0.7334079285004875,0.0013734178991923196,0.008975291602310698,0.0029728808,0.006487175609937316,0.7618590981405926,0.007812730029893097
