snapshot,onshore wind_Bus1,onshore wind_Bus2,onshore wind_Bus3,onshore wind_Bus4,onshore wind_Bus5,onshore wind_Bus6,onshore wind_Bus7,onshore wind_Bus8,onshore wind_Bus9,onshore wind_Bus10,onshore wind_Bus11,onshore wind_Bus12,onshore wind_Bus13,onshore wind_Bus14,onshore wind_Bus15,onshore wind_Bus16,onshore wind_Bus17,onshore wind_Bus18,onshore wind_Bus19,onshore wind_Bus20,gas_Bus1,gas_Bus2,gas_Bus3,gas_Bus4,gas_Bus5,gas_Bus6,gas_Bus7,gas_Bus8,gas_Bus9,gas_Bus10,gas_Bus11,gas_Bus12,gas_Bus13,gas_Bus14,gas_Bus15,gas_Bus16,gas_Bus17,gas_Bus18,gas_Bus19,gas_Bus20,nuclear_Bus2,nuclear_Bus8,nuclear_Bus14,LS_Bus1,LS_Bus2,LS_Bus3,LS_Bus4,LS_Bus5,LS_Bus6,LS_Bus7,LS_Bus8,LS_Bus9,LS_Bus10,LS_Bus11,LS_Bus12,LS_Bus13,LS_Bus14,LS_Bus15,LS_Bus16,LS_Bus17,LS_Bus18,LS_Bus19,LS_Bus20
39,0.0,0.0,7217.3069,3854.1355,0.0,173.36831,35.707664,198.07853,217.78804,65.897561,198.53013,161.07165,25.0,148.97336,163.10883,81.601145,145.1082,287.97526,55.14764,127.14299,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,8282.0197,-0.0,-0.0,-0.0,2664.2618,15943.268,5820.3914,-0.0,6187.0877,-0.0,15972.116,-0.0,-0.0,2563.6681,9861.5193
40,0.0,0.0,7974.9182,3713.5423,0.0,139.17818,125.30712,279.71885,156.90115,68.134842,186.67704,187.73827,113.18266,252.29423,142.60261,98.305024,135.14297,157.43544,105.24028,223.73999,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4206.8215,11517.597,-0.0,-0.0,7134.7432,16896.103,-0.0,3156.4056,16209.257,7116.0821,4810.8825,-0.0,357.57471,10688.624
41,0.0,0.0,5697.9696,6359.0917,0.0,88.342093,50.213952,229.75356,71.792792,25.0,179.96691,156.32431,53.269913,152.30489,136.72906,147.85725,119.24098,283.96508,59.269398,39.627876,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,651.68062,14186.59,-0.0,-0.0,14091.534,7846.1482,-0.0,12286.886,-0.0,16831.623,-0.0,13082.295,-0.0,1283.4728,11424.547
42,0.0,0.0,7914.6167,3921.7377,0.0,42.844947,80.97768,340.5952,145.70525,139.73414,149.25781,202.81812,71.896354,185.75624,164.22901,111.61056,170.87514,233.86878,68.338365,238.75456,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,10318.859,-0.0,7795.9042,-0.0,6248.0153,-0.0,7145.2542,7831.6391,15988.098,3815.9646,-0.0,4974.0034,10721.864,-0.0,10895.013
43,0.0,0.0,1508.7011,5884.0409,3741.1749,141.7724,218.00437,244.56856,82.788336,100.03931,218.83134,132.75285,39.511875,238.35954,120.67009,118.82131,211.39942,165.25142,112.11674,202.13242,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,9015.8657,-0.0,-0.0,-0.0,12325.818,2002.7351,-0.0,6534.7017,14626.375,-0.0,9980.3662,-0.0,-0.0,14073.528,-0.0
44,0.0,0.0,3829.6126,3334.7109,3259.8982,123.1211,123.53149,233.0858,79.343836,104.30112,149.51358,35.809637,25.0,259.23087,179.28486,88.139763,239.54352,223.06803,25.0,134.40867,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5879.477,-0.0,-0.0,-0.0,14750.393,-0.0,-0.0,13282.857,-0.0,5386.9122,-0.0,-0.0,3346.1241,8885.3374
45,0.0,975.2841,5658.7738,2574.2156,979.42191,79.456316,155.08288,204.94702,126.51112,283.20353,262.82558,177.2734,95.440819,210.70544,208.37764,160.54452,188.03319,99.811995,145.74387,149.51079,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10185.227,2442.8652,-0.0,-0.0,-0.0,7197.2352,-0.0,7864.1819,-0.0,12740.115,-0.0,-0.0,4793.0321
46,0.0,1154.7626,5846.4021,1765.918,1778.1579,172.03365,198.99111,222.40785,151.7191,149.3068,227.3265,59.416578,235.12651,194.97127,94.207099,117.93871,199.87691,102.62472,88.22548,294.40835,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7976.54,-0.0,-0.0,-0.0,-0.0,8514.7952,-0.0,15225.052,3572.6578,-0.0,6366.1662,-0.0,-0.0,12348.754,-0.0
47,0.0,0.0,5155.9023,4788.0476,1222.56,25.0,191.42425,201.94936,84.841321,107.95397,147.05378,63.564737,164.0321,295.83767,124.98004,63.013122,177.22,102.28371,70.25813,169.25596,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2583.3886,9190.8373,-0.0,-0.0,16176.496,-0.0,12559.61,-0.0,6153.0805,-0.0,14067.008,-0.0,8984.259,-0.0
48,0.0,2491.4652,2831.8488,3721.0421,2477.4197,25.0,184.93736,237.47361,94.689224,135.50074,199.61688,59.234862,134.71464,309.84745,128.63033,185.84611,223.34827,95.51787,93.949956,163.30236,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,9797.4766,-0.0,6816.5106,4661.9987,3228.0989,3529.9377,-0.0,17173.499,-0.0,11222.178,-0.0,6466.8663,-0.0,4722.3365,10499.528
49,0.0,693.22118,4511.8382,2818.1669,3262.3823,40.746473,205.82095,241.22156,161.42759,225.36187,171.14433,151.88328,133.73267,268.38061,118.93034,160.95877,182.17045,59.026157,105.27822,280.66985,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,9376.9102,-0.0,-0.0,10265.286,-0.0,9186.1437,-0.0,2939.7626,10438.21,-0.0,16295.626,-0.0,-0.0,3578.1611,10028.608
50,0.0,1640.2736,2995.8739,2997.5586,2951.2771,74.97887,317.05078,144.42443,87.089469,184.31852,217.05754,25.0,159.27066,218.66913,92.048007,114.83851,251.2337,163.75781,30.310304,241.89757,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2005.0971,-0.0,-0.0,4995.2515,-0.0,14994.723,5087.3438,-0.0,-0.0,3413.3677,8234.897,-0.0,13860.67,2571.0054,-0.0
51,0.0,2143.6211,4673.9145,1476.2327,1609.1254,92.98585,202.24638,106.73735,205.56522,116.80874,259.31285,232.96682,196.58928,167.49955,119.70031,124.23725,129.62871,81.482005,202.07983,177.54467,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5363.599,-0.0,-0.0,-0.0,-0.0,-0.0,3660.7406,14047.985,-0.0,1795.6757,-0.0,-0.0,12978.63,-0.0,544.35803
52,0.0,0.0,4085.946,4974.5184,650.40358,73.881703,222.18338,70.537126,105.87039,243.87635,88.767195,127.8169,120.84386,158.59103,102.519,174.30229,195.72721,105.12739,140.37416,233.06039,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10211.719,-0.0,-0.0,8950.8711,-0.0,-0.0,-0.0,12091.295,2683.5042,10.234584,-0.0
53,0.0,970.70117,2512.2213,2629.5942,3997.6785,110.11897,270.25777,176.51623,25.0,172.61679,177.77733,86.805828,245.57619,217.30651,25.0,193.68021,222.11052,53.474817,171.69726,167.09688,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9693.8966,-0.0,-0.0,-0.0,1926.3289,14391.304,478.55465,-0.0,-0.0,5901.5463,-0.0,11168.483,-0.0
54,0.0,1225.1945,2694.6765,2626.5784,4208.6065,37.811422,277.06697,84.692356,124.3153,306.53149,153.02167,75.209906,234.70368,202.23733,118.45789,190.96914,208.30353,25.0,208.37416,268.03504,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1167.2956,11795.254,-0.0,-0.0,737.78916,15340.99,4251.2214,-0.0,-0.0,8750.2937,-0.0,14239.871,2845.347,-0.0
55,0.0,865.96511,1934.9671,3304.5847,5010.562,181.57034,283.58489,25.0,112.44094,272.29044,183.34829,96.171705,242.81219,240.826,120.19481,206.55036,324.70992,89.177725,120.74399,259.24793,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2173.158,12440.675,3979.0807,-0.0,-0.0,14529.482,-0.0,10888.309,-0.0,1205.477,3851.7109,14686.096,3957.5939,-0.0
56,0.0,0.0,2661.1933,3164.8923,5057.5592,115.18648,256.93446,137.71457,165.88535,199.79964,149.19903,113.42913,235.50863,192.22823,40.172837,284.93669,197.5891,25.0,205.98829,224.6951,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7017.2467,-0.0,-0.0,12266.203,-0.0,11166.076,-0.0,5036.7734,-0.0,15415.516,1858.0378,-0.0,-0.0,9482.8264
57,0.0,0.0,3626.7962,3053.8875,3523.1558,185.76491,166.91686,233.10428,144.17018,288.46287,89.957741,126.52856,219.8102,73.291959,84.360929,261.34094,119.2568,72.60847,178.71471,207.00601,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3789.8176,-0.0,-0.0,-0.0,13292.29,-0.0,-0.0,13058.074,-0.0,4188.3401,-0.0,-0.0,11385.048,-0.0
58,0.0,1005.7957,1585.0549,2223.4017,4753.1411,158.09684,303.13347,99.258603,113.59441,228.36896,101.12788,130.20266,256.16099,189.81873,122.28411,223.81471,153.60685,25.0,243.26572,266.93063,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5225.6371,-0.0,3353.4988,1755.4144,12682.046,3000.6444,-0.0,3971.0671,-0.0,-0.0
59,0.0,0.0,3017.5668,2964.0,3454.6037,175.06304,159.92393,133.73474,69.974891,266.48409,67.547841,116.13167,254.15784,76.382577,84.704517,266.41441,58.298841,182.41928,102.24497,168.15115,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7797.2531,-0.0,-0.0,-0.0,-0.0,10786.597,1256.4831,-0.0,-0.0,-0.0,-0.0,7372.4415
60,0.0,0.0,1970.9087,5359.5166,2561.1884,191.92823,226.63221,89.465174,131.83646,245.2819,152.38222,111.88281,207.22862,96.687391,157.11115,171.22093,131.87757,134.45007,210.00591,97.958043,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8298.5279,-0.0,-0.0,3167.0422,1511.4777,-0.0,-0.0,2452.7891,13189.484,-0.0,-0.0,-0.0,9555.2892,-0.0
61,0.0,0.0,1741.1255,5092.1748,3739.5356,196.73597,166.65559,75.453679,111.03376,174.32122,92.042537,124.92179,194.9202,118.7675,230.99995,244.59492,83.369724,101.37771,189.70538,168.25095,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6988.3992,-0.0,-0.0,-0.0,-0.0,15096.515,-0.0,10283.2,-0.0,-0.0,10094.942,-0.0,-0.0,12451.077,-0.0
62,0.0,0.0,2504.2437,5626.232,2821.0183,216.84688,192.80234,122.94987,135.7253,178.5489,179.76587,133.8717,225.69892,197.40125,83.691907,315.32669,160.47166,167.70214,244.76637,238.90058,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1701.5977,2075.7001,13685.949,2382.8906,-0.0,1366.003,15366.221,-0.0,-0.0,5512.7567,13794.654,-0.0,-0.0,7765.7041
63,0.0,411.28117,1696.0044,3818.6764,4808.1853,260.74389,203.04715,60.730547,205.03861,254.93898,76.87871,211.58157,293.46679,245.65835,64.734428,212.42955,77.702698,71.655999,248.30854,73.02939,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,8211.6393,-0.0,-0.0,-0.0,-0.0,5206.215,10691.468,-0.0,13874.033,-0.0,9897.8196,-0.0,1279.7387,-0.0,9410.6881
64,0.0,0.0,2337.5548,3640.9794,4107.1894,212.6867,192.44907,88.552056,269.3842,178.20863,41.281258,195.73624,147.97774,114.39581,160.13956,177.76287,90.832198,151.41522,189.38706,95.456387,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9639.0304,1538.8667,-0.0,-0.0,-0.0,14442.592,-0.0,-0.0,329.67265,2700.208,3167.1751,11153.577,-0.0
65,0.0,0.0,1889.6522,4802.5375,2811.7508,245.69024,186.65305,92.896836,215.09051,165.25534,25.0,29.841289,129.11929,70.28773,192.30292,182.76714,57.58896,145.08352,187.43145,124.93845,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8025.3389,-0.0,-0.0,-0.0,11756.689,-0.0,-0.0,-0.0,9219.4944,-0.0,-0.0
66,0.0,0.0,5280.5119,4159.7867,0.0,211.77087,235.0667,46.691429,144.00541,127.37089,25.0,219.85086,202.10933,103.15566,155.81692,154.63915,170.37646,159.48275,214.12752,93.044779,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7725.1011,-0.0,-0.0,926.39427,-0.0,-0.0,2435.9444,12830.743,-0.0,-0.0,3314.6554,-0.0
67,0.0,0.0,3606.0774,6350.1645,0.0,292.78329,165.78293,134.56234,233.25611,185.4282,25.0,206.15004,186.79965,119.4591,250.76627,162.29543,62.9436,221.17222,169.87455,39.475329,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8914.8649,-0.0,2932.7233,-0.0,1926.3497,-0.0,12550.464,-0.0,-0.0,-0.0,12465.906,864.74075,-0.0
68,0.0,0.0,3147.1208,4045.3023,3483.8748,189.87758,119.77931,82.546801,276.70441,256.17362,93.947188,203.78598,182.53194,59.382634,121.28063,174.25587,167.81034,205.28118,250.38895,138.92212,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,8183.3446,2736.9578,-0.0,-0.0,-0.0,11973.973,-0.0,9087.5782,-0.0,-0.0,5136.1575,13417.296,-0.0,-0.0,6659.0834
69,0.0,0.0,4351.624,6722.2564,0.0,314.99798,169.47962,61.1692,190.71881,88.400969,111.07174,192.36664,175.13261,167.20233,232.10074,112.78355,115.73556,193.77302,182.0948,194.58846,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12018.699,-0.0,4848.2324,-0.0,-0.0,15793.452,871.10851,-0.0,15091.86,-0.0,4471.3078,-0.0,13842.166,-0.0
70,0.0,0.0,4324.3052,5989.852,557.9743,222.50246,170.68627,134.59752,217.23247,131.9047,25.0,273.67245,140.55253,92.611303,175.33289,173.37604,99.671627,106.60954,46.328286,85.764577,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6873.5229,-0.0,-0.0,-0.0,12317.903,-0.0,7025.6988,-0.0,14284.239,-0.0,316.61781,3748.7458,14323.779,3519.0851,-0.0
71,0.0,0.0,4516.0854,5738.5018,0.0,150.84662,40.646667,72.618806,225.72177,190.65732,144.69484,268.99222,214.94479,111.21832,298.50845,206.73142,96.227878,150.47903,163.11696,29.799976,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3136.6693,-0.0,5825.9422,-0.0,14253.059,4695.189,-0.0,6769.893,-0.0,639.11012,-0.0,11720.644,-0.0
72,0.0,0.0,5646.2845,4078.9708,0.0,225.02925,123.79586,129.45519,185.1013,106.09392,84.72924,185.50214,49.361244,126.29008,317.66517,104.98956,101.33638,200.37736,119.39105,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7835.5177,79.729317,-0.0,2356.5886,-0.0,-0.0,733.29011,12113.147,-0.0,6167.115,-0.0,-0.0,-0.0,5093.3858
73,0.0,0.0,6072.6592,3651.9924,0.0,179.25877,122.15091,138.5904,254.4384,123.6268,126.09082,245.3526,77.401959,122.02459,183.66831,215.09284,25.0,217.93534,78.732699,91.062375,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6562.7232,-0.0,-0.0,-0.0,-0.0,-0.0,426.57288,13829.86,-0.0,-0.0,8305.1509,2280.5552,-0.0,2842.8409,-0.0
74,0.0,0.0,5049.2565,5244.9034,0.0,248.59963,66.802616,204.58897,212.02695,39.928277,209.9375,175.57566,103.78915,151.95262,196.85735,153.66529,79.926479,162.08023,87.170646,137.4008,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3150.2981,-0.0,-0.0,11596.903,-0.0,6891.9969,-0.0,-0.0,8260.9154,-0.0,2991.3702,13451.191,1800.3373,-0.0
75,0.0,0.0,5244.1365,5800.153,0.0,165.91358,146.59909,185.27029,233.56205,107.79052,185.21108,152.65965,25.0,89.10739,267.96823,169.14624,144.22105,342.94739,143.27955,111.54122,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12095.902,-0.0,4393.0396,-0.0,-0.0,15780.291,-0.0,988.18905,15006.501,4100.0005,-0.0,-0.0,13880.767,-0.0
76,0.0,0.0,5755.2609,5120.4236,575.31492,167.11553,68.075777,171.26445,161.30708,71.783473,138.20295,186.16724,83.395389,102.69828,204.59073,74.949067,108.69672,300.32053,193.2839,94.645035,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3475.6706,12837.79,4479.3384,-0.0,-0.0,6394.9198,7090.8784,5352.9773,15750.11,-0.0,6159.2507,-0.0,4529.8106,10462.23
77,0.0,0.0,1989.1958,5004.9592,4260.3047,84.936338,81.304573,223.87553,175.64628,126.74935,118.2934,254.95934,168.75173,86.687228,218.96346,141.7437,50.938952,255.05983,132.07711,73.532682,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2915.2227,12466.31,4142.7596,-0.0,5287.7291,-0.0,11636.283,-0.0,15407.02,567.79075,-0.0,9048.0832,-0.0,10189.114
78,0.0,0.0,4828.0805,5813.2149,15.318895,146.12181,67.514233,262.2233,224.40154,134.79411,66.195212,252.43452,81.666737,174.93932,218.17987,36.749898,129.28618,227.31443,76.417902,57.681696,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2411.2988,-0.0,3113.7979,12011.867,-0.0,10270.418,-0.0,-0.0,13797.43,-0.0,8665.9911,-0.0,6809.0491,-0.0
79,0.0,0.0,7805.6721,2361.4444,0.0,36.443336,79.757913,229.36357,159.53868,204.55081,148.22358,222.13281,88.670004,203.11339,115.09064,129.51406,228.22867,210.19445,120.84134,164.17354,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7463.9787,-0.0,-0.0,-0.0,-0.0,9409.8058,-0.0,-0.0,12859.813,-0.0,6722.836,-0.0,-0.0,-0.0,8470.6756
