snapshot,Bus1_Bus2,Bus2_Bus3,Bus3_Bus4,Bus4_Bus5,Bus6_Bus7,Bus7_Bus8,Bus8_Bus9,Bus9_Bus10,Bus10_Bus11,Bus11_Bus12,Bus12_Bus13,Bus13_Bus14,Bus14_Bus15,Bus15_Bus16,Bus16_Bus17,Bus17_Bus18,Bus18_Bus19,Bus19_Bus20,Bus1_Bus6,Bus2_Bus7,Bus3_Bus8,Bus4_Bus9,Bus5_Bus10
104,-1721.4524,-2500.0,-2407.2222,-748.63507,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
105,-1658.803,-2275.1199,-2500.0,1309.0578,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
106,-1537.4024,-2500.0,-131.64013,3.3705997,-2500.0,2105.4932,-2500.0,2066.7372,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
107,-1448.8001,-2500.0,-2500.0,1507.7106,2195.4145,-2500.0,-2500.0,1345.1864,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2114.1248,-2500.0,1993.6386,-2500.0,750.0,750.0,750.0,750.0,750.0
108,-1458.7854,-2500.0,-2500.0,1518.5377,-2500.0,1353.0826,-2500.0,2500.0,-1462.5117,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2146.9626,-2500.0,2184.9282,-2500.0,750.0,750.0,750.0,750.0,750.0
109,-1557.3022,-2500.0,94.939518,1625.3597,-2500.0,2228.5133,-2500.0,2500.0,-2341.1925,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
110,-1666.12,-2500.0,-1599.1706,1743.3511,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
111,-1698.4202,-2500.0,-1701.1525,1778.3744,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
112,-1624.9258,-2500.0,-1033.5449,1698.6842,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
113,-1496.2208,-2500.0,-2135.3871,1559.129,-2500.0,1638.2403,-2500.0,1853.7281,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2490.9366,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
114,-1404.2636,-2500.0,-2138.9593,1459.4196,-2500.0,2500.0,-885.4377,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1812.542,-2500.0,1766.2972,-2500.0,750.0,750.0,750.0,750.0,750.0
115,-1412.4004,-2500.0,-2500.0,1468.2424,1888.6119,-2500.0,2500.0,1151.7099,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1818.8791,-2500.0,1968.7523,-2500.0,750.0,750.0,750.0,750.0,750.0
116,-1507.1684,-2500.0,-2500.0,1570.9995,-2500.0,1812.5071,-2500.0,2007.8825,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
117,-1608.5878,-2500.0,-2500.0,1680.9688,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
118,-1631.1065,-2500.0,-2500.0,1705.3859,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
119,-1548.79,-2500.0,-1584.2979,1616.1299,-2500.0,2071.6524,-2500.0,2500.0,-2348.4338,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
120,-1415.1189,-2500.0,-2371.6075,1471.19,2039.4671,-2500.0,-2500.0,1227.4586,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1859.9716,-2500.0,1937.0723,-2500.0,750.0,750.0,750.0,750.0,750.0
121,-1322.3184,-2500.0,-2500.0,1370.5662,1204.805,-2500.0,2500.0,-1676.6233,-2500.0,-2500.0,-2500.0,-2500.0,2183.3398,-2500.0,1134.2717,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
122,-1331.1883,-2500.0,-1463.836,1380.1839,-2500.0,83.202111,-2500.0,533.07752,-2500.0,-2500.0,-2500.0,1669.4712,-2500.0,-2500.0,1120.4467,-2500.0,1376.4566,-2500.0,750.0,750.0,750.0,750.0,750.0
123,-1424.8633,-2500.0,-2500.0,1481.756,2107.7833,-2500.0,-2500.0,1385.7246,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1798.3053,-2500.0,2077.1978,-2500.0,750.0,750.0,750.0,750.0,750.0
124,-1521.712,-2500.0,-1424.1716,1586.7692,-2500.0,2500.0,-1895.5692,2101.7174,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
125,-1537.553,-2500.0,-957.94649,1603.9456,-2500.0,1957.3327,-2500.0,2132.6701,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
126,-1449.8133,-2500.0,-1970.1062,1508.8092,2276.6617,-2500.0,-2500.0,1562.7711,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2126.9389,-2500.0,2195.1036,-2500.0,750.0,750.0,750.0,750.0,750.0
127,-1314.7756,-2500.0,-1750.03,1362.3876,-2500.0,-139.7093,-2500.0,446.38463,-2500.0,-2500.0,-2500.0,-2500.0,2077.1847,-2500.0,1000.5152,-2500.0,1195.2748,-2500.0,750.0,750.0,750.0,750.0,750.0
128,-1224.7823,-2500.0,-881.16415,1264.8075,380.50813,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-2223.1165,2500.0,1872.9675,-2500.0,2500.0,-888.24686,-2500.0,750.0,750.0,750.0,750.0,750.0
129,-1237.9807,-2500.0,-2084.8135,1279.1187,2108.6349,-771.81869,-2500.0,-2500.0,2500.0,1862.6289,-2500.0,620.76014,-2500.0,2500.0,2500.0,-411.30435,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
130,-1334.1066,-2500.0,666.77232,1383.3482,2500.0,2500.0,-21.201008,519.77932,-2500.0,-2500.0,-2500.0,-2500.0,2377.1555,-2500.0,1151.4236,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
131,-1429.9714,-2500.0,-652.62254,1378.8987,1994.3496,-2500.0,-2500.0,1276.3638,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1876.3824,-2500.0,1994.3942,-2500.0,750.0,750.0,750.0,750.0,750.0
132,-1442.8628,-2500.0,-782.13081,997.68837,-2500.0,1111.1719,-2500.0,1362.0439,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1927.4553,-2500.0,2123.1183,-2500.0,750.0,750.0,750.0,750.0,750.0
133,-1353.5798,-2500.0,569.71216,1404.463,-2500.0,333.38473,-2500.0,605.77072,-2500.0,-2500.0,-2500.0,2500.0,-1765.9329,-2500.0,2500.0,-1262.8558,1386.0924,-2500.0,750.0,750.0,750.0,750.0,750.0
134,-1221.1067,-2500.0,-269.97842,1260.8221,1784.6868,-915.93781,-2500.0,2500.0,1807.3899,-2500.0,-2500.0,2500.0,1167.2331,-2500.0,344.8311,-2500.0,545.68499,-2500.0,750.0,750.0,750.0,750.0,750.0
135,-1137.7507,657.5213,2496.3906,1170.439,-2381.9795,2500.0,1660.1761,2500.0,1091.066,2500.0,-1026.1686,-2500.0,2500.0,-470.82535,-2500.0,2500.0,-152.29435,-2500.0,750.0,750.0,750.0,750.0,750.0
136,-1158.9037,-2411.8728,-882.21561,1193.3753,-345.09775,-2500.0,2500.0,-239.76414,1062.669,-2500.0,2500.0,2500.0,204.24834,1071.5697,-2500.0,2500.0,7.1408604,-2500.0,750.0,750.0,750.0,750.0,750.0
137,-1260.9104,-2500.0,-2500.0,-1690.6634,501.28028,-2500.0,1200.7088,-2500.0,2189.6864,-2500.0,-2500.0,-2500.0,2500.0,-1709.3155,-2500.0,-2500.0,694.74656,-2500.0,750.0,750.0,750.0,750.0,750.0
138,-1359.1229,-2500.0,-794.89473,-429.92678,1362.5676,-2500.0,2500.0,670.28646,-2500.0,-2500.0,-2500.0,1986.9072,-2500.0,-2500.0,-2500.0,2048.7012,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
139,-1372.3951,-2500.0,-2150.2886,-149.71618,2500.0,607.97314,-2500.0,814.98282,-2500.0,-2500.0,-2500.0,2500.0,-2139.5334,-2500.0,2500.0,-1462.4478,1514.4237,-2500.0,750.0,750.0,750.0,750.0,750.0
140,-1284.9065,-2500.0,-1670.0684,-1166.9472,763.95045,-2500.0,2500.0,-1262.8695,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,2500.0,2500.0,-798.21414,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
141,-1158.241,-487.05982,1040.0437,1192.6567,-319.36458,-2500.0,-2500.0,-962.97367,-2500.0,2500.0,-1193.647,-2500.0,-2500.0,2500.0,-1030.4556,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
142,-1084.523,-2246.0007,-1636.2659,-1321.0826,-909.3293,-2500.0,-2500.0,2500.0,1455.8556,444.11819,-2500.0,2500.0,2500.0,136.36028,-2500.0,2500.0,172.601,2349.5819,750.0,750.0,750.0,750.0,750.0
143,-1116.2941,-2316.8517,-1296.2194,1147.1736,-790.26431,-2500.0,-296.77513,-2500.0,2500.0,-653.87587,-2500.0,2500.0,568.4919,-2179.4253,2500.0,2171.7591,-370.63746,-2500.0,750.0,750.0,750.0,750.0,750.0
144,-1226.5263,-2500.0,-182.52691,688.8316,-2500.0,2500.0,761.40352,-384.48397,-2500.0,2500.0,2049.2148,-2500.0,1361.2741,-2500.0,-2500.0,2500.0,450.62548,-2500.0,750.0,750.0,750.0,750.0,750.0
145,-1329.218,-2500.0,-2500.0,1378.0474,-2500.0,2500.0,-78.493078,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-1739.0093,-2500.0,-2500.0,2500.0,-1787.6155,-2500.0,750.0,750.0,750.0,750.0,750.0
146,-1344.8912,-2500.0,-310.9823,154.0219,-2500.0,284.5854,-2500.0,540.55432,-2500.0,-2500.0,-2500.0,1824.1891,-2500.0,-2500.0,1261.9221,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
147,-1261.1168,-2500.0,-2500.0,1304.2052,-2500.0,2500.0,2500.0,-985.47032,-2500.0,2202.1182,-2500.0,2500.0,-926.66947,2500.0,2500.0,1212.4292,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
148,-1141.9812,-2374.135,-2484.0031,1175.0262,2500.0,2500.0,1680.7583,-738.85878,2500.0,-1084.416,-2500.0,2500.0,2500.0,-446.43775,-2500.0,-2500.0,-216.9577,-2500.0,750.0,750.0,750.0,750.0,750.0
149,-1079.2867,-2234.3235,1343.726,1107.0463,-1787.1226,2500.0,2129.5004,304.29621,334.76481,-2500.0,2500.0,2500.0,2417.8803,114.98219,-2500.0,-276.40463,-2500.0,2394.8628,750.0,750.0,750.0,750.0,750.0
150,-1122.643,1041.4639,907.61441,1154.0577,2500.0,549.00775,-154.17671,-1227.1846,-2500.0,2500.0,-757.91223,-442.42882,-2500.0,2500.0,-694.72045,2289.9024,-323.87254,-2500.0,750.0,750.0,750.0,750.0,750.0
151,-1241.6818,-2500.0,-2500.0,1283.1317,-2500.0,2500.0,871.78042,-2500.0,2500.0,1903.4992,-2500.0,2500.0,1383.9799,-2500.0,2500.0,2500.0,433.29125,-2500.0,750.0,750.0,750.0,750.0,750.0
152,-1349.1654,-2500.0,-2500.0,1399.6765,1418.284,-2500.0,2500.0,-1849.1946,-2500.0,-2500.0,-2500.0,-2500.0,2457.7244,-2500.0,-2500.0,1768.2165,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
153,-1367.3941,-2500.0,-2500.0,1419.442,2500.0,2500.0,2500.0,-1987.6844,-2500.0,-2500.0,-2500.0,2500.0,-2178.3937,-2500.0,-2500.0,1992.738,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
154,-1287.3466,-2500.0,-2500.0,1332.6462,2500.0,-927.34379,2500.0,-1204.3979,-2500.0,2354.4117,-2500.0,2500.0,2500.0,-1845.8606,-2500.0,2500.0,-1322.5653,-2500.0,750.0,750.0,750.0,750.0,750.0
155,-1175.5215,-2448.9313,-2500.0,1211.394,-95.090396,-2500.0,2500.0,-236.5912,2500.0,-1389.276,-2500.0,2500.0,-109.50717,-2500.0,-2500.0,2500.0,-382.22793,-2500.0,750.0,750.0,750.0,750.0,750.0
156,-1123.2714,-1699.8513,2459.1837,1154.7391,2500.0,550.59732,-121.38865,-2252.4548,2500.0,-804.83415,1166.1389,-2500.0,2500.0,-263.19218,2500.0,357.61904,-2190.8676,-2500.0,750.0,750.0,750.0,750.0,750.0
157,-1177.2077,-2452.6916,-2500.0,1213.2223,-2500.0,2500.0,1279.4989,-1451.0045,1401.1362,-2500.0,2500.0,-1689.1007,-2500.0,2500.0,2500.0,331.9656,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
158,-1303.6702,-2500.0,-2500.0,1350.3459,1043.7622,-2500.0,-2500.0,323.3504,-2500.0,-2500.0,-2500.0,-2500.0,1899.4129,-2500.0,1066.7091,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
159,-1414.3154,-2500.0,-1532.2424,1470.3188,1990.1906,-2500.0,2500.0,1149.998,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-1802.5337,1770.8764,-2500.0,750.0,750.0,750.0,750.0,750.0
160,-1433.3401,-2500.0,-1756.3331,1490.9473,2145.59,-2500.0,-2500.0,1411.3049,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,1998.2018,-2500.0,2152.3821,-2500.0,750.0,750.0,750.0,750.0,750.0
161,-1355.1534,-2500.0,-2500.0,1406.1693,2500.0,-1486.2502,1876.2916,-2500.0,-2500.0,-2500.0,-2500.0,2500.0,-1938.5793,-2500.0,-2500.0,2500.0,-1763.2215,-2500.0,750.0,750.0,750.0,750.0,750.0
162,-1248.5834,-2500.0,-2500.0,1290.6152,517.42947,-2500.0,2500.0,2500.0,88.015406,-2500.0,-2500.0,-2500.0,2500.0,2115.5224,-2500.0,2500.0,699.12914,-2500.0,750.0,750.0,750.0,750.0,750.0
163,-1204.416,-2500.0,-2500.0,1242.7244,73.792144,-2500.0,534.69991,-2500.0,1633.0624,-2500.0,2109.9562,-2500.0,2500.0,2500.0,2500.0,-113.41307,325.88216,-2500.0,750.0,750.0,750.0,750.0,750.0
164,-1266.2122,-2500.0,-2500.0,1309.7302,-2500.0,-611.43934,-2500.0,2500.0,2227.371,-2500.0,-2500.0,2500.0,-1004.6136,-2500.0,669.18202,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
165,-1397.0825,-2500.0,-2500.0,1451.6331,2500.0,2500.0,-695.84169,-2500.0,-2500.0,-2500.0,-2500.0,2289.5771,-2500.0,-2500.0,1624.4889,-2500.0,1871.0554,-2500.0,750.0,750.0,750.0,750.0,750.0
166,-1507.7187,-2500.0,-1089.0595,1571.5962,-2500.0,1742.6742,-2500.0,2046.1487,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
167,-1524.3385,-2500.0,-514.14211,1589.6171,-2500.0,1816.046,-2500.0,2174.3856,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,-2500.0,750.0,750.0,750.0,750.0,750.0
