snapshot,onshore wind_Bus1,onshore wind_Bus2,onshore wind_Bus3,onshore wind_Bus4,onshore wind_Bus5,onshore wind_Bus6,onshore wind_Bus7,onshore wind_Bus8,onshore wind_Bus9,onshore wind_Bus10,onshore wind_Bus11,onshore wind_Bus12,onshore wind_Bus13,onshore wind_Bus14,onshore wind_Bus15,onshore wind_Bus16,onshore wind_Bus17,onshore wind_Bus18,onshore wind_Bus19,onshore wind_Bus20,gas_Bus1,gas_Bus2,gas_Bus3,gas_Bus4,gas_Bus5,gas_Bus6,gas_Bus7,gas_Bus8,gas_Bus9,gas_Bus10,gas_Bus11,gas_Bus12,gas_Bus13,gas_Bus14,gas_Bus15,gas_Bus16,gas_Bus17,gas_Bus18,gas_Bus19,gas_Bus20,nuclear_Bus2,nuclear_Bus8,nuclear_Bus14,LS_Bus1,LS_Bus2,LS_Bus3,LS_Bus4,LS_Bus5,LS_Bus6,LS_Bus7,LS_Bus8,LS_Bus9,LS_Bus10,LS_Bus11,LS_Bus12,LS_Bus13,LS_Bus14,LS_Bus15,LS_Bus16,LS_Bus17,LS_Bus18,LS_Bus19,LS_Bus20
39,0.0,386.16801,2302.7796,4632.4948,0.0,173.36831,35.707664,198.07853,217.78804,65.897561,198.53013,161.07165,25.0,148.97336,163.10883,81.601145,145.1082,287.97526,55.14764,127.14299,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2127.1809,9159.1125,2945.1773,-0.0,2964.8108,5943.2685,5820.3914,11030.313,-0.0,5156.7746,9943.4123,-0.0,8592.3722,-0.0,7361.5193
40,0.0,625.64849,1439.5847,5873.2273,0.0,139.17818,125.30712,279.71885,156.90115,68.134842,186.67704,187.73827,113.18266,252.29423,142.60261,98.305024,135.14297,157.43544,105.24028,223.73999,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3219.0169,8852.3997,-0.0,9903.0015,-0.0,7134.7432,6896.1035,7510.4723,5645.9333,6209.2565,11926.965,-0.0,10427.053,-0.0,8119.1459
41,0.0,768.71187,1500.2709,6038.0786,0.0,88.342093,50.213952,229.75356,71.792792,25.0,179.96691,156.32431,53.269913,152.30489,136.72906,147.85725,119.24098,283.96508,59.269398,39.627876,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3901.6806,10124.06,-0.0,11154.065,-0.0,7846.1482,7586.0681,8267.9404,6432.8772,6831.6226,7759.9028,5322.3925,5821.639,5461.8339,8924.5466
42,0.0,683.04988,2282.3065,5120.9981,0.0,42.844947,80.97768,340.5952,145.70525,139.73414,149.25781,202.81812,71.896354,185.75624,164.22901,111.61056,170.87514,233.86878,68.338365,238.75456,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3568.8586,9295.9042,-0.0,10293.108,-0.0,7454.9075,7145.2542,7831.6391,5988.0984,6434.9857,12354.982,-0.0,5559.707,5162.1575,8395.0126
43,0.0,410.41593,1348.2851,5625.2158,0.0,141.7724,218.00437,244.56856,82.788336,100.03931,218.83134,132.75285,39.511875,238.35954,120.67009,118.82131,211.39942,165.25142,112.11674,202.13242,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2265.8657,9069.7949,3000.0466,-0.0,3255.9764,6042.4066,5960.3285,11534.702,-0.0,4930.0781,11052.417,-0.0,3624.2464,4193.4714,7380.0567
44,0.0,134.9651,3204.5456,3334.7109,0.0,123.1211,123.53149,233.0858,79.343836,104.30112,149.51358,35.809637,25.0,259.23087,179.28486,88.139763,239.54352,223.06803,25.0,134.40867,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6036.169,-0.0,-0.0,8627.8327,-0.0,2220.3969,4789.314,8489.0145,-0.0,9058.1083,-0.0,7754.724,1920.2041,-0.0,6385.3374
45,0.0,43.163238,3820.3166,2574.2156,0.0,79.456316,155.08288,204.94702,126.51112,283.20353,262.82558,177.2734,95.440819,210.70544,208.37764,160.54452,188.03319,99.811995,145.74387,149.51079,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4935.227,-0.0,-0.0,8192.8652,1953.8744,3414.6834,-0.0,9688.1042,-0.0,1523.9938,9230.7614,2740.1149,1276.8863,-0.0,6016.1458
46,0.0,181.93563,4847.3869,1765.918,0.0,172.03365,198.99111,222.40785,151.7191,149.3068,227.3265,59.416578,235.12651,194.97127,94.207099,117.93871,199.87691,102.62472,88.22548,294.40835,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1226.54,5279.8281,-0.0,3753.8758,7590.6952,-0.0,4890.3961,8797.7095,-0.0,4345.5927,4945.9434,8209.0141,-0.0,2307.8615,6406.508
47,0.0,423.06608,2205.3961,4788.0476,0.0,25.0,191.42425,201.94936,84.841321,107.95397,147.05378,63.564737,164.0321,295.83767,124.98004,63.013122,177.22,102.28371,70.25813,169.25596,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6583.3886,-0.0,7934.9099,-0.0,3505.9274,6176.4956,6087.7479,11101.501,-0.0,5353.9056,6169.5352,9067.0084,-0.0,4022.5328,7461.7261
48,0.0,560.95387,2831.8488,3721.0421,657.93101,25.0,184.93736,237.47361,94.689224,135.50074,199.61688,59.234862,134.71464,309.84745,128.63033,185.84611,223.34827,95.51787,93.949956,163.30236,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3047.4766,8316.5106,-0.0,9390.0976,-0.0,6803.1337,6726.804,7173.4991,5277.7326,5944.445,11213.55,-0.0,9975.6532,-0.0,7999.5275
49,0.0,469.29137,4248.1503,2818.1669,0.0,40.746473,205.82095,241.22156,161.42759,225.36187,171.14433,151.88328,133.73267,268.38061,118.93034,160.95877,182.17045,59.026157,105.27822,280.66985,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7626.9102,-0.0,7515.2861,-0.0,3556.0443,6380.0994,6212.214,11727.549,-0.0,5438.2095,11295.626,4178.117,-0.0,4400.0442,7528.6081
50,0.0,197.36074,2995.8739,2997.5586,644.18994,74.97887,317.05078,144.42443,87.089469,184.31852,217.05754,25.0,159.27066,218.66913,92.048007,114.83851,251.2337,163.75781,30.310304,241.89757,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1391.7185,5363.3786,-0.0,3883.6659,7611.5856,4994.7231,87.343758,8999.1455,-0.0,4414.2221,8234.897,-0.0,3860.6696,3552.4903,6518.5151
51,0.0,2.7465909,4673.9145,1476.2327,0.0,92.98585,202.24638,106.73735,205.56522,116.80874,259.31285,232.96682,196.58928,167.49955,119.70031,124.23725,129.62871,81.482005,202.07983,177.54467,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3598.6299,-0.0,-0.0,2646.8604,6719.6663,2309.183,-0.0,9047.9854,648.76084,-0.0,8731.3299,-0.0,394.21448,2482.6059,5561.7522
52,0.0,1874.922,4085.946,0.0,0.0,73.881703,222.18338,70.537126,105.87039,243.87635,88.767195,127.8169,120.84386,158.59103,102.519,174.30229,195.72721,105.12739,140.37416,233.06039,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5139.2251,-0.0,-0.0,6322.4944,-0.0,1874.6836,8760.3331,2054.033,1261.8213,-0.0,7066.268,-0.0,-0.0,5218.7658
53,0.0,1218.3797,2512.2213,2629.5942,0.0,110.11897,270.25777,176.51623,25.0,172.61679,177.77733,86.805828,245.57619,217.30651,25.0,193.68021,222.11052,53.474817,171.69726,167.09688,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,542.73285,7493.964,1407.1998,3167.3098,-0.0,1081.7481,9177.2711,2130.8409,-0.0,7739.0181,-0.0,7601.8335,1085.6574,-0.0,5882.5388
54,0.0,263.37034,2694.6765,2626.5784,1420.4307,37.811422,277.06697,84.692356,124.3153,306.53149,153.02167,75.209906,234.70368,202.23733,118.45789,190.96914,208.30353,25.0,208.37416,268.03504,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5167.2956,-0.0,6670.5395,-0.0,2728.5976,5383.906,5340.9899,10622.538,3628.6835,-0.0,8750.2937,-0.0,4239.8709,3598.3634,6746.9837
55,0.0,403.49259,1934.9671,3304.5847,1723.0346,181.57034,283.58489,25.0,112.44094,272.29044,183.34829,96.171705,242.81219,240.826,120.19481,206.55036,324.70992,89.177725,120.74399,259.24793,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6173.158,-0.0,8190.6747,-0.0,2999.7354,6043.7869,5965.04,11297.644,-0.0,4865.0085,9782.8437,-0.0,8847.4526,-0.0,7296.2371
56,0.0,313.27894,2751.1795,3164.8923,904.29397,115.18648,256.93446,137.71457,165.88535,199.79964,149.19903,113.42913,235.50863,192.22823,40.172837,284.93669,197.5891,25.0,205.98829,224.6951,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5521.8456,-0.0,2700.8559,4294.5452,3016.2029,5633.566,5532.5103,10071.158,-0.0,4965.6151,5415.5158,8666.3086,3191.7292,-0.0,6982.8264
57,0.0,49.429144,3350.5228,3053.8875,0.0,185.76491,166.91686,233.10428,144.17018,288.46287,89.957741,126.52856,219.8102,73.291959,84.360929,261.34094,119.2568,72.60847,178.71471,207.00601,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,627.60471,7736.673,1502.5413,172.99861,-0.0,9393.1485,-0.0,8899.1416,3058.0741,-0.0,5775.3698,-0.0,6315.1999,-0.0,5982.8188
58,0.0,4232.3385,1585.0549,0.0,0.0,158.09684,303.13347,99.258603,113.59441,228.36896,101.12788,130.20266,256.16099,189.81873,122.28411,223.81471,153.60685,25.0,243.26572,266.93063,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1217.5758,-0.0,3928.7552,-0.0,-0.0,6329.3062,-0.0,8353.4988,1755.4144,-0.0,682.69039,4501.2963,-0.0,6969.7708,-0.0
59,0.0,1669.9687,3017.5668,998.635,0.0,175.06304,159.92393,133.73474,69.974891,266.48409,67.547841,116.13167,254.15784,76.382577,84.704517,266.41441,58.298841,182.41928,102.24497,168.15115,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5923.591,-0.0,1235.079,-0.0,-0.0,6050.8872,-0.0,4124.445,-0.0,7711.2019,-0.0,1045.1288,-0.0,4872.4415
60,0.0,0.0,1071.9997,5069.614,0.0,191.92823,226.63221,89.465174,131.83646,245.2819,152.38222,111.88281,207.22862,96.687391,157.11115,171.22093,131.87757,134.45007,210.00591,97.958043,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2298.5279,-0.0,6139.6212,-0.0,-0.0,3011.2284,8761.6712,4015.999,-0.0,4305.4003,-0.0,2398.1691,2909.7139,2459.827,5624.4519
61,0.0,192.64606,1538.015,5092.1748,0.0,196.73597,166.65559,75.453679,111.03376,174.32122,92.042537,124.92179,194.9202,118.7675,230.99995,244.59492,83.369724,101.37771,189.70538,168.25095,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1249.1394,8286.1017,-0.0,3703.1581,-0.0,10062.234,-0.0,9017.7708,-0.0,9254.9535,-0.0,3233.8215,7282.977,-0.0,6573.9767
62,0.0,339.61298,1318.2512,5543.6299,0.0,216.84688,192.80234,122.94987,135.7253,178.5489,179.76587,133.8717,225.69892,197.40125,83.691907,315.32669,160.47166,167.70214,244.76637,238.90058,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6878.0958,-0.0,6085.1506,-0.0,3132.8906,5732.7142,5633.2889,11003.29,-0.0,4362.9305,9307.4106,-0.0,4374.8866,3820.6235,7070.1941
63,0.0,255.25513,1696.0044,3818.6764,1214.2113,260.74389,203.04715,60.730547,205.03861,254.93898,76.87871,211.58157,293.46679,245.65835,64.734428,212.42955,77.702698,71.655999,248.30854,73.02939,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4951.4249,-0.0,7535.2932,1761.0608,-0.0,5420.0754,5167.2622,5524.2062,8565.0484,-0.0,8791.9897,-0.0,4163.6548,3530.8982,6910.6881
64,0.0,3.5853543,2337.5548,3640.9794,353.60404,212.6867,192.44907,88.552056,269.3842,178.20863,41.281258,195.73624,147.97774,114.39581,160.13956,177.76287,90.832198,151.41522,189.38706,95.456387,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,398.21758,7535.3521,-0.0,-0.0,6253.6987,3240.6287,-0.0,9442.5915,-0.0,5329.6727,-0.0,7700.208,903.20778,-0.0,5917.5441
65,0.0,2052.3532,1889.6522,1811.935,0.0,245.69024,186.65305,92.896836,215.09051,165.25534,25.0,29.841289,129.11929,70.28773,192.30292,182.76714,57.58896,145.08352,187.43145,124.93845,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3533.7099,-0.0,-0.0,6110.0505,-0.0,4631.5784,-0.0,1756.6892,7505.9008,-0.0,-0.0,2224.5372,1971.9476,5017.1087
66,0.0,409.78675,5280.5119,0.0,0.0,211.77087,235.0667,46.691429,144.00541,127.37089,25.0,219.85086,202.10933,103.15566,155.81692,154.63915,170.37646,159.48275,214.12752,93.044779,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,824.96035,5450.1756,-0.0,-0.0,1006.7421,2847.3733,8167.031,-0.0,-0.0,3624.7475,-0.0,7246.6265,-0.0,1815.1814
67,0.0,0.0,1107.7239,5098.518,0.0,292.78329,165.78293,134.56234,233.25611,185.4282,25.0,206.15004,186.79965,119.4591,250.76627,162.29543,62.9436,221.17222,169.87455,39.475329,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,96.173183,7369.3141,632.10099,-0.0,-0.0,8984.7465,3782.8701,4158.733,-0.0,754.38468,8793.6244,-0.0,468.36095,2585.0551,5779.6857
68,0.0,232.80232,2648.1933,4045.3023,0.0,189.87758,119.77931,82.546801,276.70441,256.17362,93.947188,203.78598,182.53194,59.382634,121.28063,174.25587,167.81034,205.28118,250.38895,138.92212,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1433.3446,8486.9578,-0.0,1263.3888,2668.1741,10292.41,71.702775,9478.1602,-0.0,4537.7153,5136.1575,8417.2959,2400.8909,-0.0,6758.1925
69,0.0,387.11422,1338.4008,5598.3653,0.0,314.99798,169.47962,61.1692,190.71881,88.400969,111.07174,192.36664,175.13261,167.20233,232.10074,112.78355,115.73556,193.77302,182.0948,194.58846,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1989.73,9028.9688,-0.0,2667.6572,3395.1875,6035.3877,5793.452,10871.109,-0.0,5091.8601,5945.52,8525.7878,-0.0,4044.4425,7297.7235
70,0.0,308.81036,1305.185,5508.1362,0.0,222.50246,170.68627,134.59752,217.23247,131.9047,25.0,273.67245,140.55253,92.611303,175.33289,173.37604,99.671627,106.60954,46.328286,85.764577,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,1736.403,8727.5048,1909.6151,-0.0,3067.9032,5735.7539,5351.6972,10222.486,-0.0,4811.1989,5505.4189,8748.7458,-0.0,3238.343,7104.5211
71,0.0,69.125642,1203.513,5231.9486,0.0,150.84662,40.646667,72.618806,225.72177,190.65732,144.69484,268.99222,214.94479,111.21832,298.50845,206.73142,96.227878,150.47903,163.11696,29.799976,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,3687.9807,-0.0,6745.3605,-0.0,4779.2702,-0.0,9253.0586,2809.9144,-0.0,8655.1676,2232.2649,-0.0,6391.4927,-0.0,6235.9963
72,0.0,328.97085,5646.2845,0.0,0.0,225.02925,123.79586,129.45519,185.1013,106.09392,84.72924,185.50214,49.361244,126.29008,317.66517,104.98956,101.33638,200.37736,119.39105,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4767.9876,-0.0,-0.0,5273.3338,1480.5142,-0.0,5733.2901,-0.0,7113.1474,1167.115,-0.0,4813.6252,-0.0,2331.3959,5448.3647
73,0.0,0.0,5974.6516,0.0,0.0,179.25877,122.15091,138.5904,254.4384,123.6268,126.09082,245.3526,77.401959,122.02459,183.66831,215.09284,25.0,217.93534,78.732699,91.062375,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1880.9997,819.6146,7208.7786,-0.0,-0.0,8329.9031,-0.0,946.1475,7883.6794,3175.9221,-0.0,-0.0,2371.2593,5381.3985
74,0.0,84.484834,1210.0282,5249.6469,0.0,248.59963,66.802616,204.58897,212.02695,39.928277,209.9375,175.57566,103.78915,151.95262,196.85735,153.66529,79.926479,162.08023,87.170646,137.4008,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5368.3931,-0.0,-0.0,3281.9049,6792.7473,-0.0,9417.1767,-0.0,3028.9758,8823.0049,4437.9105,-0.0,4555.2606,-0.0,6187.6376
75,0.0,375.62924,1333.5289,5585.1313,0.0,165.91358,146.59909,185.27029,233.56205,107.79052,185.21108,152.65965,25.0,89.10739,267.96823,169.14624,144.22105,342.94739,143.27955,111.54122,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,2088.092,9007.81,2404.1881,-0.0,3334.1753,5904.6762,5780.2913,11379.599,-0.0,4615.0914,5833.4941,8935.674,-0.0,3375.1275,7336.472
76,0.0,533.48377,2047.0921,5120.4236,0.0,167.11553,68.075777,171.26445,161.30708,71.783473,138.20295,186.16724,83.395389,102.69828,204.59073,74.949067,108.69672,300.32053,193.2839,94.645035,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,7784.0416,-0.0,3279.4185,9171.6004,-0.0,6729.2367,6473.4211,7090.8784,5352.9773,5750.1097,6692.7512,9518.0467,4478.2633,-0.0,7962.2298
77,0.0,457.2017,2042.2988,5004.9592,0.0,84.936338,81.304573,223.87553,175.64628,126.74935,118.2934,254.95934,168.75173,86.687228,218.96346,141.7437,50.938952,255.05983,132.07711,73.532682,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,6915.2227,-0.0,8109.0695,-0.0,3610.8427,6373.3996,6053.4867,6633.5822,5002.7009,5407.0203,6256.2468,9311.5439,4048.0832,-0.0,7689.1141
78,0.0,225.16264,1269.7024,5411.7493,0.0,146.12181,67.514233,262.2233,224.40154,134.79411,66.195212,252.43452,81.666737,174.93932,218.17987,36.749898,129.28618,227.31443,76.417902,57.681696,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,4953.2888,-0.0,6071.8079,-0.0,2761.8667,10282.531,-0.0,10577.167,3208.15,-0.0,10236.637,2327.7371,-0.0,3600.7004,6809.9658
79,0.0,35.176056,1189.1119,5192.8286,0.0,36.443336,79.757913,229.36357,159.53868,204.55081,148.22358,222.13281,88.670004,203.11339,115.09064,129.51406,228.22867,210.19445,120.84134,164.17354,-0.0,-0.0,-0.0,-0.0,-0.0,571.34804,370.46211,701.09849,337.27532,793.44347,686.12238,399.35784,302.76106,707.73071,653.42867,664.50358,685.63517,337.02233,479.23286,357.93453,-0.0,1200.0,1200.0,-0.0,-0.0,-0.0,-0.0,-0.0,5713.9787,2769.1783,-0.0,1576.3804,-0.0,9264.6754,-0.0,8799.5717,1552.1018,-0.0,9223.0811,895.71647,-0.0,2911.7495,5970.6756
