snapshot,Bus1_Bus2,Bus2_Bus3,Bus3_Bus4,Bus4_Bus5,Bus6_Bus7,Bus7_Bus8,Bus8_Bus9,Bus9_Bus10,Bus10_Bus11,Bus11_Bus12,Bus12_Bus13,Bus13_Bus14,Bus14_Bus15,Bus15_Bus16,Bus16_Bus17,Bus17_Bus18,Bus18_Bus19,Bus19_Bus20,Bus1_Bus6,Bus2_Bus7,Bus3_Bus8,Bus4_Bus9,Bus5_Bus10
100,-2194.3019,-3719.912,-1801.2626,-1300.0348,-4651.4856,-2033.8588,-5000.0,-1895.0806,-5000.0,5000.0,5000.0,367.87921,-5000.0,1619.1632,-5000.0,-5000.0,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
101,-2206.9967,-3074.5936,-2198.283,-2001.4569,-4708.05,5000.0,2904.6208,-1784.536,-5000.0,5000.0,-1784.9641,565.54379,-5000.0,1769.6269,-5000.0,-5000.0,-324.30757,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
102,-2310.2703,-881.33292,-1679.9153,-2077.8529,-181.31175,-5000.0,5000.0,-659.21168,3124.2688,-5000.0,5000.0,1743.7333,-5000.0,5000.0,5000.0,-471.30479,473.46949,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
103,-2427.7456,-3465.584,-3484.334,-2438.9673,-5000.0,182.94052,-5000.0,5000.0,-35.313327,3942.1603,-5000.0,-5000.0,5000.0,4152.9217,-5000.0,-5000.0,1252.1781,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
104,-2471.4524,-2297.9376,-4258.0107,-3349.4236,-5000.0,5000.0,-597.64887,-5000.0,5000.0,-4929.0048,5000.0,-4939.3979,-5000.0,5000.0,5000.0,5000.0,-2469.8992,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
105,-2408.803,-4025.1199,-5000.0,-1940.9422,5000.0,-702.65352,5000.0,-1498.0109,-5000.0,5000.0,-3810.2581,-5000.0,5000.0,3898.7007,-5000.0,1901.1708,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
106,-2287.4024,-2074.6441,-456.28419,-1071.2735,-316.21032,-5000.0,5000.0,-387.61537,5000.0,-2879.0616,3060.2502,-5000.0,1761.2587,-5000.0,5000.0,-357.91142,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
107,-2198.8001,-4558.3543,-1668.186,1886.8528,5000.0,5000.0,1964.6166,-2509.6416,-5000.0,-5000.0,5000.0,-2112.9673,5000.0,-1013.8064,-385.87523,-5000.0,-506.36137,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
108,-2208.7854,-4580.6219,-4772.4247,-793.03202,-4647.0464,-1896.9174,-5000.0,-5000.0,5000.0,-1960.7579,2221.5795,-5000.0,5000.0,1765.354,-5000.0,-5000.0,-315.07181,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
109,-2307.3022,-2431.7101,-494.32966,286.09051,5000.0,93.381224,4656.093,-908.8075,-5000.0,5000.0,-2698.9797,5000.0,1966.4236,-5000.0,5000.0,-498.64071,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
110,-2416.12,-3292.9319,-2391.7767,200.74505,918.78947,-5000.0,-5000.0,-5000.0,-5000.0,5000.0,5000.0,-4597.9545,-5000.0,5000.0,5000.0,2026.7773,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
111,-2448.4202,-5000.0,-5000.0,-2270.4732,5000.0,-1125.8339,5000.0,-1968.5136,5000.0,-4623.4445,-5000.0,5000.0,5000.0,-3111.7944,1577.8483,-5000.0,1528.3896,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
112,-2374.9258,-4951.1223,-3359.2936,-1377.0644,551.74999,-5000.0,5000.0,-1184.6618,-5000.0,5000.0,5000.0,-4132.9229,5000.0,3672.7781,-5000.0,-5000.0,1027.378,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
113,-2246.2208,-4664.1045,-2922.4058,22.110363,-534.14117,-5000.0,-5000.0,5000.0,2320.0003,-5000.0,5000.0,981.95382,-5000.0,-5000.0,5000.0,9.0633511,80.942781,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
114,-2154.2636,-4459.036,-1425.164,1423.2149,-1376.8532,-5000.0,-5000.0,5000.0,2054.5243,-4394.615,5000.0,5000.0,368.61987,-5000.0,4107.2982,-205.24389,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
115,-2162.4004,-4477.1815,-2051.4656,2218.2424,-1361.3881,-5000.0,5000.0,849.9204,1422.8129,-5000.0,5000.0,5000.0,465.2068,-5000.0,5000.0,681.12093,-531.24773,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
116,-2257.1684,-4688.5181,-991.99685,2320.9995,-522.29493,-5000.0,5000.0,-129.92668,5000.0,5000.0,-2081.5261,1175.1115,-5000.0,5000.0,-2376.956,5000.0,-718.22727,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
117,-2358.5878,-4914.6877,-2530.1725,2430.9688,446.43711,-5000.0,-5000.0,-449.42014,-5000.0,5000.0,-3259.0358,2143.1127,-5000.0,3428.5849,-5000.0,5000.0,859.42501,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
118,-2381.1065,-4964.9054,-1844.286,2455.3859,5000.0,-638.19759,-5000.0,-5000.0,5000.0,5000.0,-3580.2621,-5000.0,-5000.0,5000.0,5000.0,-987.2856,1053.2442,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
119,-2298.79,-4781.3362,-1700.3985,750.02935,3659.5596,-1178.3476,-5000.0,5000.0,901.5662,-5000.0,5000.0,-3357.7645,-5000.0,5000.0,-2937.5716,-5000.0,428.73963,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
120,-2165.1189,-4483.2438,-818.03255,2221.19,-4329.3015,-5000.0,-5000.0,-5000.0,5000.0,-1429.0906,1840.2261,-5000.0,-5000.0,5000.0,4199.6539,-160.31767,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
121,-2072.3184,-4276.2947,893.59845,2120.5662,5000.0,2567.1221,707.08684,-2719.5365,-5000.0,5000.0,876.83957,-5000.0,-5000.0,-5000.0,2704.052,-930.21969,-5000.0,4499.5548,1500.0,1500.0,1500.0,1500.0,1500.0
122,-2081.1883,-4296.075,651.47161,2130.1839,5000.0,2012.8849,5000.0,1508.3188,-774.75874,-5000.0,5000.0,5000.0,830.52876,4139.0275,-1379.5533,-5000.0,5000.0,1123.5434,1500.0,1500.0,1500.0,1500.0,1500.0
123,-2174.8633,-4504.9743,-1129.1262,2231.756,5000.0,1142.2167,-1511.4039,-5000.0,5000.0,5000.0,1958.9381,-5000.0,-5000.0,-5000.0,-5000.0,4505.0319,-422.80221,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
124,-2271.712,671.56361,4983.044,2336.7692,3270.2201,-1354.4308,-5000.0,5000.0,1148.2826,-5000.0,3043.0799,-5000.0,-5000.0,5000.0,-2500.6269,-5000.0,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
125,-2287.553,-4756.2772,98.728338,1910.6205,-176.69428,-5000.0,5000.0,-373.50889,2835.0202,-5000.0,3155.2539,-5000.0,5000.0,2720.7934,-5000.0,-5000.0,361.3788,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
126,-2199.8133,-4560.6137,-2178.7368,550.17856,5000.0,973.33826,-1924.9098,-5000.0,5000.0,1619.7618,-5000.0,-5000.0,860.7615,-5000.0,5000.0,373.06115,-4761.763,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
127,-2064.7756,-4259.4739,288.84352,2112.3876,-3374.9765,2235.3439,625.05319,-2803.6154,-5000.0,5000.0,-243.15543,-1139.6928,-5000.0,5000.0,-305.96142,5000.0,928.91531,4358.1077,1500.0,1500.0,1500.0,1500.0,1500.0
128,-1974.7823,-4058.7849,-1417.3993,-21.427591,-2515.4525,5000.0,4203.3726,5000.0,3600.3503,-652.21427,-276.88349,-5000.0,-1168.168,-5000.0,-5000.0,1363.7188,-2024.5281,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
129,-1987.9807,-4088.218,-3739.6185,-1125.6863,-2646.8103,-4777.2639,5000.0,2265.298,5000.0,606.38834,-41.740777,-5000.0,-5000.0,5000.0,485.1025,-2426.2018,5000.0,1812.4649,1500.0,1500.0,1500.0,1500.0,1500.0
130,-2084.1066,-3048.1636,-536.15677,-569.58094,-3572.7902,2603.4567,832.25565,-2730.2207,-5000.0,5000.0,-476.74447,5000.0,886.04944,5000.0,-564.56092,3002.594,-1231.1312,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
131,-2179.9714,-1149.2111,-51.833598,1229.6876,-4600.5562,5000.0,2260.5545,4612.3284,1585.9646,-5000.0,5000.0,-1937.0041,5000.0,5000.0,-623.61757,-5000.0,-505.60575,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
132,-2192.8628,-3885.3014,-2917.4322,-1887.6131,5000.0,1139.4819,-1721.69,-1887.9561,-5000.0,1628.4947,-5000.0,-5000.0,5000.0,5000.0,-1744.2006,-5000.0,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
133,-2103.5798,-4346.0089,-2428.7223,-2343.9714,5000.0,1969.7236,-113.66109,5000.0,5000.0,771.60252,-5000.0,-734.06711,-5000.0,5000.0,-650.98905,5000.0,5000.0,1113.9076,1500.0,1500.0,1500.0,1500.0,1500.0
134,-1971.1067,-3476.9348,-1011.5559,-230.75537,5000.0,3049.3754,2215.3132,-284.69408,-1594.4053,5000.0,5000.0,1610.8214,-1332.7669,-5000.0,-2155.1689,-5000.0,-1954.315,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
135,-1887.7507,-1056.7942,32.075068,-735.23651,-1631.9795,-2889.9012,-2979.7252,-4745.5246,1872.8507,-1473.8314,-5000.0,77.307405,-2029.1746,-5000.0,5000.0,2800.5603,138.52304,-2209.1826,1500.0,1500.0,1500.0,1500.0,1500.0
136,-1908.9037,-3911.8728,-2933.3976,-1607.8067,-1890.9654,1590.496,1327.9567,-661.80743,-1437.331,-5000.0,4567.7317,546.78969,-1748.962,-5000.0,-5000.0,5000.0,2040.4774,2979.5601,1500.0,1500.0,1500.0,1500.0,1500.0
137,-2010.9104,-1537.1601,-1854.9796,-1795.643,-2785.5075,-918.81769,-2049.2912,-5000.0,4450.7952,-238.89117,-5000.0,5000.0,1636.2122,2821.8643,-1964.7475,-5000.0,-5000.0,3816.8846,1500.0,1500.0,1500.0,1500.0,1500.0
138,-2109.1229,-2855.4259,-1900.3206,-2285.3526,-1887.4324,-5000.0,-5000.0,-2579.7135,-5000.0,5000.0,-814.90043,-513.09284,-5000.0,5000.0,-701.57094,-4664.3407,5000.0,4628.6064,1500.0,1500.0,1500.0,1500.0,1500.0
139,-2122.3951,-4387.968,-4788.2565,-3537.6841,-1775.1348,-5000.0,-5000.0,5000.0,2435.0172,849.2491,-5000.0,-5000.0,5000.0,-146.34093,5000.0,1037.5522,-3645.2293,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
140,-2034.9065,-1949.4354,-1869.5038,-2116.3826,1925.2185,-588.732,-1987.1305,-5000.0,5000.0,5000.0,-0.98378065,-1351.17,-5000.0,5000.0,57.536223,-3240.6779,5000.0,4128.2876,1500.0,1500.0,1500.0,1500.0,1500.0
141,-1908.241,-2112.7785,-1335.675,-1933.062,-1761.5928,-3192.2282,-3084.0402,-5000.0,5000.0,1283.688,-2409.9591,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3009.7034,1500.0,1500.0,1500.0,1500.0,1500.0
142,-1834.523,-1153.6427,-1293.9079,-1728.7246,-992.52297,-1833.1937,5000.0,3781.6068,3487.4624,659.32005,-2284.7981,-1082.7326,-2623.7693,-5000.0,5000.0,3234.8011,907.40208,-925.05463,1500.0,1500.0,1500.0,1500.0,1500.0
143,-1866.2941,-3816.8517,-3546.2194,-1633.123,-1401.2996,-2361.0353,-2234.0652,-3687.2901,-4089.1717,1694.8445,-1541.5703,-5000.0,5000.0,2624.3577,-474.091,-2457.6034,-5000.0,2633.8871,1500.0,1500.0,1500.0,1500.0,1500.0
144,-1976.5263,-4062.6741,-2495.201,-2373.8425,-2398.9821,5000.0,4011.4035,1457.6056,5000.0,5000.0,675.95446,-3873.2604,-1138.7259,-5000.0,-2141.7337,-5000.0,5000.0,2049.3745,1500.0,1500.0,1500.0,1500.0,1500.0
145,-2079.218,-4291.681,-4349.325,-1066.7128,-3455.566,2451.8086,623.31556,-2821.6073,-5000.0,5000.0,-451.85873,5000.0,760.99069,-4007.1877,5000.0,1235.9231,-3051.6925,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
146,-2094.8912,-4326.633,-2887.6153,-3172.6111,-3606.6386,5000.0,2965.4146,5000.0,2709.4457,-3058.3017,-5000.0,5000.0,675.81091,4204.6605,-1238.0779,-5000.0,5000.0,4604.6264,1500.0,1500.0,1500.0,1500.0,1500.0
147,-2011.1168,-4139.8125,-4446.5841,-529.14122,-2719.6461,-4993.4818,5000.0,5000.0,3371.5148,-297.88182,-5000.0,-5000.0,5000.0,881.2244,-3756.3768,-1287.5708,-5000.0,3845.428,1500.0,1500.0,1500.0,1500.0,1500.0
148,-1891.9812,-3874.135,-2230.0504,678.97884,-1549.8705,-2875.0112,-2681.6584,-4351.2755,-5000.0,-5000.0,5000.0,3514.6529,1250.0056,-1696.4322,-5000.0,5000.0,2277.8795,2791.4183,1500.0,1500.0,1500.0,1500.0,1500.0
149,-1829.2867,-3734.3235,-906.27395,1857.0463,-1037.1226,-1760.0505,-1380.5501,-2455.7543,-2664.9739,-5000.0,-324.5215,-3412.9516,-5000.0,5000.0,2385.0178,809.30111,4286.5519,2394.8628,1500.0,1500.0,1500.0,1500.0,1500.0
150,-1872.643,-3831.0099,-4714.8593,-1958.5577,-1306.1998,-2507.192,5000.0,3490.5032,2967.6878,-387.23902,-3645.1513,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,4906.9134,2730.7859,1500.0,1500.0,1500.0,1500.0,1500.0
151,-1991.6818,-4096.4715,-3151.8947,633.07829,883.66565,-1298.8478,-2378.2196,-5000.0,-363.10342,-5000.0,5000.0,201.73975,5000.0,2425.8425,-2050.802,-5000.0,-2066.7087,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
152,-2099.1654,-4336.1646,-1835.0767,1589.6731,-3636.4565,-2975.8215,-5000.0,5000.0,2635.4033,-3149.8535,5000.0,4393.8745,-42.275613,-5000.0,5000.0,1117.8421,-3150.3743,4705.5087,1500.0,1500.0,1500.0,1500.0,1500.0
153,-2117.3941,-4376.8155,-2377.3584,2169.442,5000.0,3439.8381,1266.9844,-2470.7,-5000.0,-5000.0,5000.0,-1283.0597,-5000.0,746.23153,-5000.0,-507.26202,-5000.0,4880.4652,1500.0,1500.0,1500.0,1500.0,1500.0
154,-2037.3466,-4198.3061,-1248.3797,2082.6462,5000.0,2322.6562,828.83806,-2125.5598,-4096.3616,-5000.0,487.25391,-5000.0,5000.0,5000.0,52.075667,-1177.4347,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
155,-1925.5215,-3948.9313,-1569.7664,1961.394,-1885.7908,-3540.7004,5000.0,3013.4088,2037.0973,5000.0,1247.4479,-2891.3746,2063.2382,-1177.4236,-5000.0,5000.0,2117.7721,3277.1941,1500.0,1500.0,1500.0,1500.0,1500.0
156,-1873.2714,-3832.4113,-423.37628,1904.7391,-1416.2886,-2615.6913,-2537.6772,-3918.7434,-4563.4188,5000.0,1811.9025,-1854.2364,5000.0,2236.8078,1860.4936,-281.8874,-2830.3741,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
157,-1927.2077,-3952.6916,-562.3483,1963.2223,5000.0,3322.2421,5000.0,3019.4966,1997.5772,-1903.559,-5000.0,4599.8351,2041.795,-1154.2075,-5000.0,383.15042,-2448.8152,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
158,-2053.6702,-4234.7083,612.58327,2100.3459,-3180.2123,-3496.4654,-5000.0,-2926.6496,-5000.0,-5000.0,5000.0,-692.48989,-4634.7187,5000.0,-213.61345,-3780.3226,-1434.5299,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
159,-2164.3154,-4481.4519,-426.27106,1826.2902,-4218.6167,-5000.0,5000.0,5000.0,5000.0,-1385.2232,5000.0,-1780.0008,-5000.0,5000.0,4056.5448,-245.98895,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
160,-2183.3401,-4523.8779,-209.90337,2240.9473,-1104.41,-5000.0,5000.0,5000.0,1838.6951,5000.0,-1522.4563,-5000.0,5000.0,-688.59793,5000.0,501.79818,-4523.6973,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
161,-2105.1534,-4349.5181,-554.13797,2156.1693,-1763.7498,-5000.0,1164.8591,-2461.4325,-5000.0,5000.0,5000.0,-1157.7864,5000.0,738.36465,-5000.0,-5000.0,5000.0,1065.4149,1500.0,1500.0,1500.0,1500.0,1500.0
162,-1998.5834,-4111.8624,-174.70907,2040.6152,-2637.2915,-3883.2459,-5000.0,5000.0,3338.0154,5000.0,553.13229,-4485.9891,5000.0,2666.7334,-1948.7891,-5000.0,-5000.0,3713.7887,1500.0,1500.0,1500.0,1500.0,1500.0
163,-1954.416,-4013.3673,94.435531,1992.7244,-2379.1056,-4202.8977,-4880.9529,-5000.0,-866.9376,-5000.0,-5000.0,-5000.0,5000.0,1491.7179,5000.0,2386.5869,-721.23745,-3547.1196,1500.0,1500.0,1500.0,1500.0,1500.0
164,-2016.2122,-4151.1755,754.46233,2059.7302,5000.0,2514.5636,1376.003,1488.1862,-272.62902,-5000.0,3760.1552,-1495.3864,-5000.0,5000.0,165.65114,1947.8167,-1683.2047,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
165,-2147.0825,-4443.0219,-492.53865,2201.6331,-1362.1727,-5000.0,5000.0,917.96261,5000.0,1009.7667,-5000.0,5000.0,429.67003,-5000.0,-5000.0,-275.07766,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
166,-2257.7187,-4689.7454,-193.92131,1716.7344,-487.41676,-5000.0,-5000.0,-1203.8513,-5000.0,5000.0,-2213.8724,5000.0,1373.9459,-5000.0,5000.0,-23.112198,-5000.0,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
167,-2274.3385,-1171.7067,4989.7932,2339.6171,-5000.0,5000.0,1433.954,-3921.4005,2578.8514,-5000.0,5000.0,-3005.5923,-5000.0,2643.602,-5000.0,-5000.0,353.94559,-5000.0,1500.0,1500.0,1500.0,1500.0,1500.0
