Country,cri_ssp245_mean,cri_ssp245_median,cri_ssp245_max,cri_ssp245_std,slr_score_ssp245_mean,slr_rate_2100_ssp245_mean,slr_rate_2100_ssp245_std,cri_ssp370_mean,cri_ssp370_median,cri_ssp370_max,cri_ssp370_std,slr_score_ssp370_mean,slr_rate_2100_ssp370_mean,slr_rate_2100_ssp370_std,cri_ssp585_mean,cri_ssp585_median,cri_ssp585_max,cri_ssp585_std,slr_score_ssp585_mean,slr_rate_2100_ssp585_mean,slr_rate_2100_ssp585_std,tc_score_mean,tcri_mean,tc_freq_major_mean,uid_count,ISO3,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,area_risk_ssp245,pop_risk_ssp245,stock_risk_ssp245,area_risk_ssp370,pop_risk_ssp370,stock_risk_ssp370,area_risk_ssp585,pop_risk_ssp585,stock_risk_ssp585
Guadeloupe,0.4211822992967073,0.4431767877983017,0.4431767877983017,0.0299016363403895,0.7123473541383989,7.052238805970149,0.22334316221195177,0.4441130998394482,0.46656451118602515,0.46656451118602515,0.029564957736769277,0.7582089552238807,9.85671641791045,0.2232527012168184,0.4609510952926457,0.4836811693622859,0.4836811693622859,0.029800497095896272,0.7918849461302756,11.957462686567164,0.24567747843314713,0.13001724445501578,0.0068201313183299805,0.02121212121212121,134,GLP,3415,2631,0.0,1016.0,0.0,1438.3375520982554,427.9212160854546,0.0,1516.6462359517157,451.21890943687936,0.0,1574.1479904243852,468.3263128173281,0.0
Guam,0.8792522218817039,0.852589641434263,0.9681274900398407,0.05066669832650171,1.0,10.23076923076923,0.13155870289605426,0.8351693816450176,0.8102819491265707,0.9181274900398407,0.0472933982522439,0.9118343195266273,11.853846153846153,0.08770580193070257,0.8560734139346842,0.8294108334872431,0.9449486820928208,0.05066669832650171,0.9536423841059603,14.400000000000002,0.0,0.758504443763408,0.03978779840848807,0.13566433566433567,13,GUM,52,0,0.0,0.0,0.0,45.721115537848604,0.0,0.0,43.428807845540916,0.0,0.0,44.51581752460358,0.0,0.0
Guatemala,0.4565441935959865,0.44800595597408355,0.6135458167330677,0.05484872988687985,0.8743386243386245,8.79672619047619,1.1028949677458757,0.49751132831312117,0.49615384615384617,0.6135458167330677,0.03477580129761627,0.9562728937728938,12.627380952380953,0.8311260034113671,0.4761708448451542,0.4709506345479011,0.5969895253423393,0.044926273609764755,0.9135919268369599,13.907440476190478,1.1782752368439953,0.03874976285334851,0.0020326416878141016,0.011183261183261184,336,GTM,29554,1684,7753412.0,996.0,4470789.0,13492.707097535786,454.7180168216026,2041112.758742807,14703.449796965982,495.5212829998687,2224268.173997691,14072.753148553687,474.26616146577356,2128859.375254422
Guinea,0.3979935408506837,0.398989898989899,0.40909090909090906,0.0037959379115246063,0.7959870817013674,7.880272108843538,0.07515957064818841,0.4082635618349904,0.40769230769230774,0.41923076923076924,0.0021431450586234,0.8165271236699808,10.614852607709752,0.05572177152420795,0.42367587211485036,0.423841059602649,0.4304635761589404,0.0014278042319154818,0.8473517442297007,12.795011337868482,0.04311968780384692,0.0,0.0,0.0,882,GIN,253417,7795,9351624.0,21210.0,30338541.0,100858.32914175771,8441.443001443002,12074543.356833642,103460.92704953776,8659.270146520146,12386120.809536891,107366.66848372904,8986.165247555977,12853707.816867145
Guinea-Bissau,0.3950736029234323,0.393939393939394,0.40404040404040403,0.0032146511918202687,0.7901472058468646,7.82245733788396,0.06365009359804129,0.40731163034917306,0.40769230769230774,0.41923076923076924,0.004041698476771808,0.8146232606983461,10.590102389078499,0.10508416039606647,0.4234884614515291,0.423841059602649,0.4304635761589404,0.003460983183003516,0.8469769229030581,12.789351535836179,0.1045216921267064,0.0,0.0,0.0,1465,GNB,297832,2443,1774430.0,2711.0,1585206.0,117665.5613058917,1071.0445375254249,626273.0457958424,121310.43749015492,1104.2218298766081,645672.8402992912,126128.4154510318,1148.0772189950953,671316.4500237326
Guyana,0.41940961337513066,0.42424242424242425,0.42424242424242425,0.0050567210590735665,0.8388192267502613,8.304310344827586,0.1001230769696569,0.43358753315649873,0.4346153846153846,0.43846153846153846,0.004012639123142324,0.8671750663129975,11.273275862068965,0.10432861720170088,0.4397550810687372,0.44039735099337746,0.44370860927152317,0.0024481601579339615,0.8795101621374743,13.280603448275864,0.07393443676960659,0.0,0.0,0.0,232,GUY,38703,56761,34969608.0,33613.0,14078963.0,16232.410266457682,14097.615334378266,5904852.42855277,16781.13829575597,14574.177751989391,6104462.836571619,17019.840902603333,14781.487539963462,6191295.515428751
Haiti,0.4795155904053647,0.48136745945510884,0.6974324922532095,0.056148652884721297,0.8818527151860486,8.73034188034188,0.16975838231811877,0.48326378902535816,0.48571866380631323,0.6914495862703034,0.05541291980747772,0.8893491124260356,11.561538461538461,0.24664135448425714,0.48968449516588086,0.4888261523442653,0.7033191736365796,0.054300874773162165,0.9021905247070809,13.623076923076924,0.17351929819805115,0.07717846562468077,0.0040484419794764625,0.020745920745920746,234,HTI,18837,29641,75816106.0,32354.0,88657453.0,9032.635176465854,15514.24741197517,42512630.91913087,9103.239993870671,15635.516630126438,42844936.66211761,9224.186835439697,15843.25215659691,43414180.11499781
Honduras,0.5041153595650691,0.5056943941406092,0.9393939393939394,0.09336244916549917,0.9031093053439422,9.344134078212292,1.4282490912185157,0.5290433025097718,0.5182041066503218,0.9615384615384616,0.07638140373778539,0.9529651912333478,12.87709497206704,1.204580635059857,0.5158871340639145,0.509340122951901,0.956953642384106,0.08695535439719537,0.926652854341633,14.400000000000002,1.564880679354256,0.10512141378619601,0.005517708388060921,0.012256644658879295,358,HND,85226,6683,22392815.0,2721.0,8215556.0,42963.735634292585,1371.697893376553,4141587.966966961,45088.244499697816,1439.5268261290892,4346384.878193971,43966.99688773118,1403.7288917879114,4238299.639581597
Hong Kong,0.47525113222324383,0.47454625940681716,0.5705058553664132,0.047772424017010894,0.8700854700854701,8.613846153846154,0.7106064582182874,0.48358117824559754,0.48565737051792834,0.570272755133313,0.044338144120473065,0.8867455621301775,11.527692307692309,0.7620916308726616,0.48142082713466056,0.482203635787974,0.5591673042927627,0.04126450774019643,0.8824248599083035,13.324615384615385,0.7393051571473144,0.08041679436101748,0.0042183104252069776,0.024988344988344985,65,HKG,546,57102,243074683.0,18509.0,54590872.0,259.48711819389115,8796.42320632002,25944373.72705418,264.03532332209625,8950.604028147765,26399118.2032146,262.85577161552465,8910.618089435433,26281182.752242383
India,0.3657366226801405,0.36363636363636365,0.49937623244396157,0.0638985919817771,0.7248286004266866,7.175803144224197,1.2081301314708972,0.38618288295893666,0.39230769230769236,0.5155378486055777,0.051793572725866786,0.7657211209842789,9.954374572795627,1.2424237417267199,0.428199989240595,0.423841059602649,0.5559351995989552,0.04590400219976098,0.8497553335475957,12.831305536568696,1.2756486418229431,0.006644644933594399,0.00034854877290119,0.0009610803869177074,2926,IND,492571,1210902,1698438651.0,1144050.0,1587476843.0,180151.2539701795,418420.98317721474,580598419.1417516,190222.48884196638,441812.52724917146,613056383.8602912,210918.89690022913,489882.1976907027,679757567.0922937
Indonesia,0.4534674457049752,0.4191919191919192,0.8282828282828283,0.06336881087236786,0.8202083926602557,8.120063087336531,0.3351578033069186,0.466103504453934,0.43846153846153846,0.8615384615384616,0.062346096378115244,0.8454805101581734,10.991246632056255,0.4324351220911095,0.4988915949381703,0.4602649006622516,0.923841059602649,0.07113811062721694,0.911056691126646,13.756956036012355,0.2975149223948008,0.08672649874969465,0.004557269000620697,0.011366075820304642,15217,IDN,2913232,783119,2608833271.0,489596.0,1550664018.0,1321055.8737859963,222015.84754737304,703175651.3890737,1357867.644487343,228202.41136662828,722769933.0204182,1453386.9589049157,244255.32931534844,773613245.1532516
"Iran, Islamic Republic of",0.3406112169842296,0.3383838383838384,0.4108817256227615,0.022437919577448312,0.663126593033135,6.564953271028037,0.16988189120998431,0.374540371941422,0.3692307692307693,0.44918786392889976,0.022435280538714925,0.7309849029475198,9.502803738317757,0.11864488690136324,0.42252195648920066,0.41390728476821187,0.5015566871586501,0.023224483318997853,0.8269480720430772,12.486915887850467,0.08058950892187507,0.018095840935324126,0.0009492280198048809,0.00237892948173322,214,IRN,10286,60448,331228543.0,2788.0,26222184.0,3503.5269778997854,949.6240729520321,8931570.004224394,3852.5222657894665,1044.2185569726844,9821266.548476404,4346.060844447918,1177.9912146918914,11079448.487099813
Jamaica,0.5371998220603799,0.5373656887601111,0.6275705259769004,0.07015641794427213,0.8328146328146329,8.244864864864866,0.24536598243216143,0.5566552915158494,0.5511186025130249,0.6624578608642354,0.07511030656953627,0.8717255717255717,11.332432432432432,0.3728955836876125,0.5621742847831869,0.5606448378670748,0.6501807340175721,0.07314516888895069,0.882763558260247,13.32972972972973,0.3519085115055256,0.24158501130612686,0.012672484396622328,0.04291564291564291,185,JAM,9767,9981,163076058.0,2804.0,40149921.0,5246.83066206373,1506.3083010573052,21568530.41693831,5436.852232235301,1560.8614374104416,22349665.978593323,5490.756239477386,1576.336694532056,22571253.122276455
Japan,0.4928767605801407,0.49281661233852475,0.5406253772787638,0.02054364381654291,0.9629629629629631,9.56989247311828,0.3604902899966394,0.4940255520515127,0.4887373582592706,0.5480845847379712,0.01977707547746338,0.9652605459057072,12.591397849462366,0.3927760491398797,0.48462037345171755,0.48147806126487425,0.532598084483259,0.019618154975661245,0.946450188706117,14.329032258064517,0.4412385348088722,0.022790558197318254,0.001195492185481062,0.019028999674160964,93,JPN,1016,33178,1273881731.0,2485.0,392369031.0,500.76278874942295,1224.7987500416496,193389576.9512488,501.92996088433694,1227.6534968480091,193840327.1476921,492.374299426945,1204.281628027518,190150026.33410853
Kenya,0.4019900891037036,0.398989898989899,0.4141414141414142,0.006564149367793499,0.8031696273075585,7.951379310344828,0.1278576235067588,0.4494636308875903,0.44615384615384623,0.45769230769230773,0.004374562447375999,0.8981167108753317,11.675517241379312,0.11092833207713684,0.42811708179840585,0.423841059602649,0.4370860927152318,0.0052808907275726305,0.8554236126969628,12.916896551724138,0.1534742620865665,0.0008105508998488802,4.251792598998307e-05,0.001233019853709509,290,KEN,56260,15358,16215720.0,34183.0,28889528.0,22615.962412974364,13741.2272158319,11613303.93488394,25286.82387373583,15364.015294630499,12984792.149508704,24085.867021978313,14634.326207114907,12368100.421893336
Kiribati,0.4331532985548503,0.4181254778864341,0.49674031148134734,0.02871864036692347,0.8288144603934078,8.205263157894738,0.13981728140845434,0.4579565946739358,0.4424456022065584,0.5261109408519767,0.030275617772650542,0.878421052631579,11.419473684210528,0.13643122127942017,0.4461075183407187,0.43643967177647025,0.5114904619930872,0.029143157358637744,0.8547228999651446,12.906315789473686,0.22244934091424728,0.03749213671629273,0.00196667216630919,0.010462519936204147,190,KIR,146,3919,20428878.52736,890.0,4639372.770949,63.240381589008145,385.50643571381676,2009559.6189621151,66.86166282239462,407.58136925980284,2124631.3556067855,65.13169767774494,397.03569132323963,2069659.0735055618
Liberia,0.4108260519303464,0.4141414141414142,0.42424242424242425,0.006348519138992006,0.8216521038606928,8.13435582822086,0.12570067895204307,0.42065832940066067,0.41923076923076924,0.4307692307692308,0.003805040359476143,0.8413166588013213,10.937116564417177,0.09893104934638025,0.43803071547556166,0.4370860927152318,0.4470198675496688,0.003766331438893137,0.8760614309511233,13.228527607361963,0.11374320945457296,0.0,0.0,0.0,326,LBR,19726,11220,7794388.0,5823.0,5240208.0,8103.954700378013,2392.240100390407,2152813.9639338166,8297.906205757432,2449.493452100047,2204337.1429919773,8640.59389347093,2550.6528562141957,2295372.059480762
Macao,0.44570360687897465,0.43633546621594427,0.5133808201537284,0.039902230782555566,0.8371605326622628,8.287889273356402,0.34894490002376344,0.4576663269731826,0.44828378792522217,0.5222647870058229,0.038347728837530265,0.8610859728506787,11.194117647058825,0.3326033673912518,0.45820562932622955,0.44637344661090733,0.5247354951056701,0.03836706312199632,0.8621645775567726,13.018685121107266,0.3908639839883422,0.054246681095686464,0.0028455416833891955,0.015078116808220614,289,MAC,122,0,0.0,0.0,0.0,54.37584003923491,0.0,0.0,55.83529189072828,0.0,0.0,55.9010867778,0.0,0.0
Madagascar,0.4554534878849133,0.4460139241015736,0.6076502072518009,0.045228988633378285,0.8446437655070749,8.361973278520042,0.16909651986390445,0.48831383297547426,0.4818725099601594,0.638691388292982,0.04512957982540807,0.9103644556881968,11.834737923946557,0.18055087791834382,0.4645106267957851,0.45635999050156983,0.6170153821798897,0.04510517236399719,0.8627580433288184,13.027646454265161,0.18304216603722476,0.06626321026275167,0.003475875815245699,0.020748076863184778,973,MDG,275833,103671,31719761.0,20020.0,13838664.0,125629.10192375928,9118.178827455964,6302867.7864673855,134693.06949112398,9776.042936168995,6757611.061099708,128127.35972096179,9299.502748451618,6428206.488656267
Malaysia,0.4172587499849254,0.4141414141414142,0.7607549599581472,0.037410856990425775,0.8214749027043209,8.132601536772778,0.4063303994430489,0.43743829601518497,0.43846153846153846,0.7850750842782714,0.034246041564817246,0.86183399476484,11.20384193194292,0.4382305278083059,0.44886445306364775,0.4470198675496688,0.8068784464789847,0.034149568817988134,0.8846863088617656,13.35876326381266,0.3804437090437742,0.013042597265529903,0.0006841571397383502,0.0018516670547406003,2733,MYS,579537,106284,342518762.0,22448.0,106584340.0,241816.88419001372,9366.624419661606,44473248.476368286,253511.67775775224,9819.614868948873,46624072.07150312,260133.55853514723,10076.109242372764,47841921.47924987
Maldives,0.4408217634512455,0.42424242424242425,0.5002213368747234,0.038770819123214395,0.8492929292929293,8.408000000000001,0.35814336049502166,0.47248299111247327,0.45769230769230773,0.5250076616610482,0.03301115205132988,0.9126153846153848,11.864,0.25146238950056454,0.47644019946703253,0.4622569325347616,0.5220178887100604,0.02769791300663955,0.9205298013245033,13.9,0.0957427107756333,0.03235059760956176,0.001696969696969697,0.007515151515151515,25,MDV,89,0,0.0,0.0,0.0,39.23313694716085,0.0,0.0,42.05098620901012,0.0,0.0,42.403177752565895,0.0,0.0
Marshall Islands,0.5065857035755221,0.45454545454545453,0.750996015936255,0.08944984354409359,0.9128320239431351,9.046296296296296,0.3323518043772535,0.5120642784985415,0.44615384615384623,0.750996015936255,0.09473542548495817,0.9237891737891738,12.00925925925926,0.5563589578743091,0.5254578937133487,0.4735099337748344,0.7377509828236722,0.08736015145140444,0.9505764042187883,14.364814814814816,0.5812015554678661,0.10033938320790911,0.005263361585200666,0.013916947250280583,54,MHL,26,0,0.0,0.0,0.0,13.171228292963576,0.0,0.0,13.31367124096208,0.0,0.0,13.661905236547067,0.0,0.0
Martinique,0.4295142661676527,0.4304398567346775,0.4304398567346775,0.001861001792534688,0.7474747474747476,7.400000000000001,0.20106101540302032,0.4526999693533559,0.4540606803555011,0.4540606803555011,0.0027358593576138814,0.793846153846154,10.32,0.24127321848362407,0.4557768924302789,0.4591039814252922,0.4591039814252922,0.006689478916735945,0.8,12.079999999999998,0.16084881232241652,0.11155378486055778,0.005851619644723092,0.019393939393939394,95,MTQ,1944,2384,0.0,620.0,0.0,834.9757334299169,266.2988450239447,0.0,880.0487404229239,280.67398099908064,0.0,886.0302788844622,282.5816733067729,0.0
Mauritania,0.39583333333333337,0.393939393939394,0.4191919191919192,0.010411882892973892,0.7916666666666667,7.8375,0.20615528128088306,0.40793269230769236,0.4,0.45769230769230773,0.0196351710160213,0.8158653846153847,10.606250000000001,0.5105144464165532,0.4225993377483444,0.41721854304635764,0.4602649006622516,0.014703130238131848,0.8451986754966888,12.762500000000001,0.44403453319158204,0.0,0.0,0.0,16,MRT,1563,16060,30413407.0,6652.0,21780944.0,618.6875000000001,2633.0833333333335,8621623.666666668,637.5987980769231,2713.5682692307696,8885159.126923079,660.5227649006623,2811.130794701987,9204612.509933775
Mauritius,0.44198809868207756,0.44202986035655367,0.4931787999517084,0.026210279703137072,0.8492471888698305,8.407547169811322,0.32866223988241855,0.4479885971354062,0.4471192154459087,0.5114771682500766,0.02993007876378383,0.8612481857764878,11.196226415094339,0.45487202940495186,0.4285228198788004,0.42715231788079466,0.47762592016041794,0.023323208909346877,0.8223166312632763,12.416981132075472,0.3099229737163014,0.034729008494324594,0.0018217306441119063,0.013036020583190394,53,MUS,396,0,0.0,0.0,0.0,175.02728707810272,0.0,0.0,177.40348446562083,0.0,0.0,169.69503667200496,0.0,0.0
Mayotte,0.463792043669793,0.45518934363555874,0.6076502072518009,0.0421137092266298,0.856842396568424,8.482739726027399,0.2599728444925595,0.4993329107175093,0.4835887220349372,0.638691388292982,0.04515662697778555,0.9279241306638568,12.063013698630137,0.4601441631822906,0.47265652079155024,0.459024827840954,0.6170153821798897,0.043102678721884655,0.8745713508119386,13.206027397260273,0.3900786752357804,0.07074169077116194,0.0037107971543493506,0.026317974263179743,365,MYT,675,2167,0.0,1335.0,0.0,313.05962947711026,619.1623782991736,0.0,337.0497147343188,666.6094358078749,0.0,319.0431515342964,630.9964552567195,0.0
Mexico,0.5516878198720648,0.5,0.9561752988047809,0.11964826935077734,0.9226126555391987,9.19835719314715,0.9356136421657072,0.5720073293021117,0.5107876187557463,0.9692307692307693,0.11697963096237582,0.9632516743992924,12.701830556207463,0.8655354284226789,0.5600664990420422,0.5,0.9561752988047809,0.11415030358974844,0.9393700138791534,14.242454822811547,1.1660383877583749,0.18076298420493103,0.010346176360306119,0.03992091769608784,4261,MEX,1004711,104691,1239455750.0,161141.0,1364288402.0,554286.8211914821,88899.5269820044,752661294.1761231,574702.055830454,92173.83305107159,780382965.2258658,562704.9723190293,90249.67572213372,764092228.9918023
"Micronesia, Federated States of",0.664631894893331,0.7415388949253492,0.7508551651977947,0.1096348550582639,0.9194868391948685,9.102919708029198,0.3857653976644473,0.6796498453127412,0.7301869445295741,0.7692001225865768,0.1103922698013751,0.9495227400336891,12.343795620437957,0.426142290836643,0.6928519306059948,0.7344661090736392,0.7768924302788844,0.10243870687068372,0.9759269106201963,14.82043795620438,0.43726063807248544,0.40977695059179337,0.021495091870123332,0.04560937845609378,137,FSM,8711,2962,0.0,420.0,0.0,5789.608436415806,279.145395855199,0.0,5920.429802519288,285.45293503135133,0.0,6035.433167508821,290.9978108545178,0.0
Mozambique,0.4645978898098688,0.43633546621594427,0.6595838866755201,0.05567096816921405,0.8511641948752783,8.426525529265255,0.11800526006888458,0.488783490427599,0.45769230769230773,0.6728317499233835,0.05524065840854378,0.8995353961107387,11.6939601494396,0.1291028555865466,0.48235121500094813,0.4457006411440331,0.6654705680588904,0.05649951921059221,0.886670845257437,13.388729763387298,0.09701465578754752,0.07803158474445927,0.004093192846574561,0.01284199403751085,1606,MOZ,304897,41997,23362062.0,28845.0,22122480.0,141654.50280935958,13401.326131565665,10278057.525361028,149028.61988090366,14098.959781384094,10813102.99131475,147067.43840014408,13913.420796702349,10670805.106834175
Myanmar,0.3985171273485058,0.393939393939394,0.6003863334540627,0.028126023106082317,0.7780562315120845,7.702756691969636,0.35124022516441,0.4201930897755669,0.41923076923076924,0.5924609255286546,0.0239946600414831,0.8214081563662068,10.678306032760688,0.34322960504906397,0.45128071585198787,0.44370860927152317,0.6155378486055777,0.02329613372663328,0.8835834085190487,13.34430683180184,0.31965732323510465,0.01897802318492709,0.0009955034105364054,0.0034165062531023374,2503,MMR,546707,469825,172667784.0,63024.0,65783025.0,217872.10314131956,25116.14343401223,26215662.151294943,229722.50353193085,26482.24929001533,27641572.529533364,246718.32632129273,28441.515835855684,29686610.612909213
New Caledonia,0.38329137620859627,0.38077991066038874,0.43058070747313776,0.007401609252326816,0.7645641601197157,7.569185185185185,0.10175793009912915,0.48696941010885236,0.48461538461538467,0.5248697517621821,0.007930059751985642,0.9719202279202279,12.637629629629629,0.1923006401777445,0.4535135885205804,0.4503311258278146,0.5087464710693649,0.007784827316937417,0.9050085847436842,13.665629629629631,0.11323806628032468,0.00201859229747676,0.00010588645071403692,0.0011313131313131313,675,NCL,33481,5427,0.0,1384.0,0.0,12832.97856684001,530.4752646726972,0.0,16304.222819854485,673.9656635906516,0.0,15184.088457257552,627.6628065124833,0.0
New Zealand,0.41976367448065566,0.4191919191919192,0.4444444444444445,0.004662910017928435,0.8395273489613113,8.311320754716983,0.09232561835498247,0.4624092888243832,0.46153846153846156,0.49230769230769234,0.004702250350149819,0.9248185776487664,12.022641509433964,0.12225850910389573,0.4580235536673747,0.45695364238410596,0.4768211920529801,0.003433217706372759,0.9160471073347494,13.832311320754718,0.10368317473245707,0.0,0.0,0.0,424,NZL,29676,23126,1361281995.0,1186.0,230904478.0,12456.906803887938,497.8397179340576,96925312.13931772,13722.458055152396,548.4174165457184,106772375.45834544,13592.30697863301,543.2159346495064,105759689.57127014
Nicaragua,0.4748627598138645,0.4181254778864341,0.8378003138959316,0.12075470637544866,0.822554549827277,8.143290043290044,0.36918800251655803,0.5184805897953308,0.46153846153846156,0.8676371437327614,0.11301529211382585,0.9097902097902099,11.827272727272726,0.15873936424900129,0.49968250046744017,0.4476926730165431,0.8586712751642437,0.11850710082895398,0.8721940311344284,13.170129870129871,0.49686171779607247,0.1271709698004519,0.006670828300922345,0.017775154138790505,462,NIC,86057,5268,19362943.0,8175.0,16184777.0,40865.26452130174,3882.0030614783423,7685547.873191958,44618.88411601679,4238.57882157683,8391492.724665906,43001.176942726495,4084.9044413213232,8087249.840867915
Nigeria,0.40426735809930636,0.40404040404040403,0.4141414141414142,0.006503353531916177,0.8085347161986127,8.004493690366267,0.12876639993194294,0.4327603759736724,0.4307692307692308,0.44615384615384623,0.007995183678679066,0.8655207519473448,11.251769775315482,0.20787477564566498,0.44746014565867437,0.4470198675496688,0.45695364238410596,0.005558483598790573,0.8949202913173487,13.513296398891969,0.16786620468347815,0.0,0.0,0.0,3249,NGA,887472,133742,192628973.0,94983.0,86226425.0,358775.9608271076,38398.526474346414,34858529.03309798,384062.716386107,41104.87879110732,37315380.101865664,397108.3503879951,42501.10701509787,38582888.69012676
Oman,0.38485511311853005,0.35353535353535354,0.5265604249667994,0.07029661968188249,0.695017400899754,6.8806722689075634,0.23298989245712196,0.41540071131118705,0.3807692307692308,0.5624578608642354,0.07270384488156538,0.756108597285068,9.829411764705883,0.23192376785855046,0.4573475256966458,0.4205298013245033,0.6104456346798237,0.07532195300812894,0.8400022260559853,12.68403361344538,0.10494808504911485,0.07469282533730624,0.003918056250713451,0.005856888209829387,119,OMN,387,38018,158500289.0,14581.0,36767113.0,148.93892877687114,5611.572404381287,14150011.432656776,160.7600752774294,6056.957771628418,15273084.893058792,176.9934924446019,6668.584272182792,16815348.157558978
Pakistan,0.3242618492618493,0.32323232323232326,0.3484848484848485,0.01305366908033458,0.6485236985236986,6.4203846153846165,0.25846264779062417,0.3475591715976331,0.34615384615384615,0.37692307692307697,0.012812738003353794,0.6951183431952662,9.036538461538461,0.3331311880871983,0.40229240957717777,0.40066225165562913,0.4205298013245033,0.008780036338166266,0.8045848191543555,12.149230769230769,0.26515709741262067,0.0,0.0,0.0,260,PAK,82083,42299,23958274.0,21578.0,18389322.0,26616.385372960376,6996.922183372184,5962955.558391609,28528.699482248518,7499.631804733727,6391377.52056213,33021.367855323486,8680.665613856341,7397884.657870606
Palau,0.44154174783769085,0.42424242424242425,0.7508551651977947,0.05727914225004133,0.8519466970171196,8.434272300469484,0.27279878968707116,0.4460065839926678,0.42692307692307696,0.7301869445295741,0.06019021316096966,0.8608763693270736,11.191392801251956,0.45856984372960036,0.4800462154532488,0.4602649006622516,0.7344661090736392,0.053902855522954936,0.9289556322482355,14.027230046948356,0.32198979029136643,0.031136798658262105,0.0016332991563686077,0.008479157774932423,639,PLW,5687,584,0.0,253.0,0.0,2511.0479199529477,111.71006220293579,0.0,2536.4394431663018,112.83966575014495,0.0,2730.022827282626,121.45169250967196,0.0
Panama,0.4066565584599304,0.393939393939394,0.5,0.03261267992019358,0.8132811677318493,8.066559743384122,0.692215104314654,0.4552161473162314,0.4538461538461539,0.5,0.015841688340155657,0.9104003454444515,11.856856455493183,0.4835818714643232,0.4323144180105232,0.42715231788079466,0.5,0.02437265190872771,0.864596886833035,13.063913392141139,0.7603412802663071,3.194918801138669e-05,1.6759135195105664e-06,4.860149206580642e-05,1247,PAN,152860,8837,29974273.0,4742.0,14958912.0,62161.52152618496,1928.3654002169899,6083139.672224954,69584.34027875913,2158.6349705735693,6809538.288682542,66083.58193708859,2050.034970205901,6466953.335350632
Papua New Guinea,0.5008028851857768,0.44510845506861446,0.9141414141414141,0.14807746969362395,0.7257261611328598,7.1846889952153115,0.9547823536273903,0.5347048124646872,0.45173153539687405,0.9384615384615385,0.15791344033030794,0.7935300156906806,10.315890203978848,0.6914642092525933,0.5757596941829212,0.49630616606421996,0.9735099337748344,0.15524968930649713,0.8756397791271486,13.222236212540922,0.7365496767397613,0.27587960923869365,0.014890716313965909,0.03385453629724594,3971,PNG,461059,22150,107732071.677141,8133.0,39556882.119647,230899.67744086904,4073.029865215922,19810200.694472883,246530.4661301562,4348.7542397753,21151255.235473588,265459.18884028343,4682.6535927896975,22775258.35203782
Peru,0.3335777126099707,0.33333333333333337,0.36363636363636365,0.019729263470156976,0.6671554252199414,6.604838709677419,0.39063941670910807,0.42400744416873454,0.4307692307692308,0.45769230769230773,0.02898085810860525,0.8480148883374691,11.024193548387096,0.7535023108237365,0.3815958128604999,0.3841059602649007,0.4072847682119205,0.017803278378047595,0.7631916257209997,11.524193548387098,0.5376590070170372,0.0,0.0,0.0,62,PER,11845,8188,66437364.0,659.0,5598405.0,3951.228005865103,219.8277126099707,1867503.134164223,5022.36817617866,279.4209057071961,2373765.3954714644,4520.002403332621,251.4716406750694,2136327.9066972868
Philippines,0.5228487813203274,0.5107448991911144,0.7868525896414342,0.06611715404885966,0.9638878153285333,10.511313179026926,1.7423917904996051,0.5107288262740615,0.5,0.7868525896414342,0.0664241000977858,0.9396479052360016,12.810982522437412,1.6212823371925877,0.524487789627994,0.5107385029418748,0.7868525896414342,0.06103656849420206,0.9671658319438665,15.44376476145489,1.6910012096038634,0.08180974731212139,0.004291378594637923,0.018027225490617083,4234,PHL,274939,817650,1465017667.0,327137.0,545975346.0,143751.5210874295,171043.18177478795,285462544.2870441,140419.2727669642,167078.29604081766,278845347.6371546,144202.14839253106,171579.3620355331,286357402.41491926
Puerto Rico,0.47611122906493153,0.4444444444444445,0.5261177512173528,0.03833279011005028,0.8840125391849531,8.751724137931035,0.05968432700931376,0.4806235271117123,0.45000000000000007,0.5316733067729085,0.03717632293209472,0.8930371352785147,11.60948275862069,0.10298032591828876,0.48298027347108485,0.4503311258278146,0.5320044326007229,0.03881580167549348,0.8977506279972596,13.556034482758621,0.05322437020020496,0.06820991894491002,0.0035779915684790832,0.013479623824451411,116,PRI,8200,14668,753682843.679039,17258.0,886764283.897794,3904.1120783324386,8216.727591202589,422198433.0974626,3941.112922316041,8294.60083089393,426199777.84364957,3960.4382424628957,8335.273559563982,428289656.3413473
Qatar,0.33395118279111724,0.33333333333333337,0.3413014608233732,0.0015595977776029241,0.6666666666666667,6.6000000000000005,0.0,0.3698486186885532,0.3692307692307693,0.37719889672080914,0.0015595977776029243,0.7384615384615386,9.600000000000001,0.0,0.4244589090604328,0.423841059602649,0.43180918709268884,0.0015595977776029243,0.8476821192052981,12.799999999999999,0.0,0.0012356989155676758,6.481931615621455e-05,0.001879760168530222,187,QAT,460,3051,53392981.0,6533.0,70418287.0,153.61754408391394,2181.703077174369,23516270.233774357,170.13036459673447,2416.221025892318,26044106.1773641,195.25109816779909,2772.9900528918074,29889669.27792446
