rank,candidate_id,dataset_index,predicted_probability,predicted_label_at_threshold,hidden_true_label,metallicity_proxy,anisotropy_proxy,n_atoms,n_edges,edge_density
218,CAND_0524,524,0.05535876470831267,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,2.0,0.06666666666666667
219,CAND_0199,199,0.05535876470831267,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,2.0,0.022222222222222223
220,CAND_0737,737,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,12.0,0.13333333333333333
221,CAND_0555,555,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,4.0,0.044444444444444446
222,CAND_0140,140,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,8.0,0.08888888888888889
223,CAND_0448,448,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,16.0,32.0,0.13333333333333333
224,CAND_0635,635,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,8.0,0.08888888888888889
225,CAND_0408,408,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,4.0,0.13333333333333333
226,CAND_0735,735,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,52.0,0.1368421052631579
227,CAND_0358,358,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,6.0,0.06666666666666667
228,CAND_0668,668,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,4.0,0.044444444444444446
229,CAND_0384,384,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,12.0,22.0,0.16666666666666666
230,CAND_0039,39,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,16.0,0.2857142857142857
231,CAND_0042,42,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,4.0,0.3333333333333333
232,CAND_0021,21,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,10.0,0.1111111111111111
233,CAND_0788,788,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,16.0,20.0,0.08333333333333333
234,CAND_0655,655,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,18.0,0.13636363636363635
235,CAND_0517,517,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,10.0,0.1111111111111111
236,CAND_0985,985,0.05515154454859731,1,1,metal-like (graph proxy),d-wave-like high-confidence,6.0,10.0,0.3333333333333333
237,CAND_0557,557,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,4.0,0.044444444444444446
238,CAND_0484,484,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,3.0,0.25
239,CAND_0745,745,0.05515154454859731,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,4.0,0.07142857142857142
240,CAND_0252,252,0.05515154454859731,1,0,insulator-like (graph proxy),d-wave-like high-confidence,12.0,16.0,0.12121212121212122
241,CAND_0467,467,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,66.0,0.1736842105263158
242,CAND_0268,268,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,16.0,22.0,0.09166666666666666
243,CAND_0256,256,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,22.0,0.24444444444444444
244,CAND_0601,601,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,12.0,0.13333333333333333
245,CAND_0442,442,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,4.0,0.07142857142857142
246,CAND_0281,281,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,6.0,0.06666666666666667
247,CAND_0409,409,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,3.0,0.1
248,CAND_0958,958,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,2.0,0.03571428571428571
249,CAND_0672,672,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,6.0,0.2
250,CAND_0327,327,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,16.0,20.0,0.08333333333333333
251,CAND_0534,534,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,20.0,0.2222222222222222
252,CAND_0488,488,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,4.0,0.07142857142857142
253,CAND_0111,111,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,7.0,0.125
254,CAND_0018,18,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,20.0,20.0,0.05263157894736842
255,CAND_0058,58,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,4.0,0.044444444444444446
256,CAND_0544,544,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,6.0,0.10714285714285714
257,CAND_0857,857,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,12.0,0.13333333333333333
258,CAND_0754,754,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,18.0,0.13636363636363635
259,CAND_0518,518,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,14.0,0.15555555555555556
260,CAND_0179,179,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,10.0,0.1111111111111111
261,CAND_0565,565,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,4.0,0.07142857142857142
262,CAND_0369,369,0.054945054943085964,1,0,insulator-like (graph proxy),d-wave-like high-confidence,14.0,14.0,0.07692307692307693
263,CAND_0777,777,0.054945054943085964,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,10.0,0.3333333333333333
264,CAND_0723,723,0.054739293653528434,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,6.0,0.10714285714285714
265,CAND_0163,163,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,8.0,0.14285714285714285
266,CAND_0238,238,0.054739293653528434,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,8.0,0.14285714285714285
267,CAND_0430,430,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,14.0,18.0,0.0989010989010989
268,CAND_0435,435,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,2.0,0.03571428571428571
269,CAND_0644,644,0.054739293653528434,1,0,insulator-like (graph proxy),d-wave-like high-confidence,12.0,10.0,0.07575757575757576
270,CAND_0553,553,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
271,CAND_0757,757,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,4.0,0.030303030303030304
272,CAND_0676,676,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,14.0,0.15555555555555556
273,CAND_0107,107,0.054739293653528434,1,0,insulator-like (graph proxy),d-wave-like high-confidence,4.0,4.0,0.3333333333333333
274,CAND_0930,930,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,2.0,0.06666666666666667
275,CAND_0918,918,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
276,CAND_0793,793,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,8.0,0.08888888888888889
277,CAND_0364,364,0.054739293653528434,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,5.0,0.16666666666666666
278,CAND_0895,895,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,12.0,0.13333333333333333
279,CAND_0773,773,0.054739293653528434,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,10.0,0.17857142857142858
280,CAND_0459,459,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,42.0,0.11052631578947368
281,CAND_0192,192,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,4.0,0.3333333333333333
282,CAND_0525,525,0.054739293653528434,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,6.0,0.10714285714285714
283,CAND_0954,954,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,12.0,0.09090909090909091
284,CAND_0922,922,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
285,CAND_0948,948,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,18.0,0.13636363636363635
286,CAND_0841,841,0.054534258445999725,1,1,insulator-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
287,CAND_0636,636,0.054534258445999725,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,14.0,0.25
288,CAND_0851,851,0.054534258445999725,1,0,insulator-like (graph proxy),d-wave-like high-confidence,14.0,38.0,0.2087912087912088
289,CAND_0433,433,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,34.0,0.08947368421052632
290,CAND_0440,440,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,6.0,0.2
291,CAND_0168,168,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,4.0,0.3333333333333333
292,CAND_0967,967,0.054534258445999725,1,0,insulator-like (graph proxy),d-wave-like high-confidence,20.0,28.0,0.07368421052631578
293,CAND_0973,973,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,8.0,0.26666666666666666
294,CAND_0422,422,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,8.0,0.26666666666666666
295,CAND_0349,349,0.054534258445999725,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,6.0,0.06666666666666667
296,CAND_0313,313,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,14.0,32.0,0.17582417582417584
297,CAND_0673,673,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,4.0,0.13333333333333333
298,CAND_0374,374,0.054534258445999725,1,0,metal-like (graph proxy),d-wave-like high-confidence,16.0,22.0,0.09166666666666666
299,CAND_0210,210,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,4.0,0.13333333333333333
300,CAND_0028,28,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,4.0,0.07142857142857142
301,CAND_0516,516,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,48.0,0.12631578947368421
302,CAND_0620,620,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,16.0,24.0,0.1
303,CAND_0299,299,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,3.0,0.25
304,CAND_0740,740,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,14.0,16.0,0.08791208791208792
305,CAND_0622,622,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,16.0,0.17777777777777778
306,CAND_0405,405,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,6.0,0.06666666666666667
307,CAND_0902,902,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,2.0,0.03571428571428571
308,CAND_0539,539,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,12.0,0.09090909090909091
309,CAND_0387,387,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,14.0,20.0,0.10989010989010989
310,CAND_0106,106,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,4.0,0.07142857142857142
311,CAND_0441,441,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,3.0,0.25
312,CAND_0764,764,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
313,CAND_0483,483,0.05432994709091217,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,28.0,0.07368421052631578
314,CAND_0029,29,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,12.0,10.0,0.07575757575757576
315,CAND_0241,241,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,8.0,0.08888888888888889
316,CAND_0765,765,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,4.0,1.0,0.08333333333333333
317,CAND_0257,257,0.05432994709091217,1,0,insulator-like (graph proxy),d-wave-like high-confidence,8.0,7.0,0.125
318,CAND_0880,880,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,16.0,16.0,0.06666666666666667
319,CAND_0173,173,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,10.0,6.0,0.06666666666666667
320,CAND_0265,265,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,18.0,16.0,0.05228758169934641
321,CAND_0633,633,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,16.0,26.0,0.10833333333333334
322,CAND_0753,753,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,20.0,72.0,0.18947368421052632
323,CAND_0145,145,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,12.0,18.0,0.13636363636363635
324,CAND_0476,476,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,16.0,0.17777777777777778
325,CAND_0090,90,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,12.0,0.21428571428571427
326,CAND_0170,170,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
327,CAND_0082,82,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,4.0,0.13333333333333333
328,CAND_0925,925,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
329,CAND_0128,128,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,2.0,0.06666666666666667
330,CAND_0117,117,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,3.0,0.25
331,CAND_0390,390,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,12.0,8.0,0.06060606060606061
332,CAND_0305,305,0.054126357363026845,1,0,insulator-like (graph proxy),d-wave-like high-confidence,6.0,5.0,0.16666666666666666
333,CAND_0538,538,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,6.0,0.06666666666666667
334,CAND_0541,541,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,10.0,14.0,0.15555555555555556
335,CAND_0011,11,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,4.0,2.0,0.16666666666666666
336,CAND_0418,418,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,8.0,2.0,0.03571428571428571
337,CAND_0067,67,0.054126357363026845,1,0,metal-like (graph proxy),d-wave-like high-confidence,6.0,2.0,0.06666666666666667
338,CAND_0069,69,0.05392348704146528,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,58.0,0.10507246376811594
339,CAND_0625,625,0.05392348704146528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,14.0,0.25
340,CAND_0704,704,0.05392348704146528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
341,CAND_0419,419,0.05392348704146528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,38.0,0.1
342,CAND_0347,347,0.05392348704146528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,14.0,0.07692307692307693
343,CAND_0230,230,0.05392348704146528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
344,CAND_0223,223,0.05392348704146528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,8.0,0.26666666666666666
345,CAND_0457,457,0.05392348704146528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
346,CAND_0207,207,0.05392348704146528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
347,CAND_0531,531,0.05392348704146528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
348,CAND_0024,24,0.05392348704146528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
349,CAND_0838,838,0.05392348704146528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
350,CAND_0864,864,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
351,CAND_0590,590,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
352,CAND_0245,245,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
353,CAND_0233,233,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,14.0,0.10606060606060606
354,CAND_0183,183,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
355,CAND_0816,816,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
356,CAND_0811,811,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,18.0,0.0989010989010989
357,CAND_0198,198,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
358,CAND_0224,224,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
359,CAND_0999,999,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
360,CAND_0993,993,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,16.0,46.0,0.19166666666666668
361,CAND_0030,30,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
362,CAND_0584,584,0.05372133390972055,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
363,CAND_0357,357,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,16.0,50.0,0.20833333333333334
364,CAND_0367,367,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,18.0,0.075
365,CAND_0646,646,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,30.0,0.16483516483516483
366,CAND_0893,893,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
367,CAND_0311,311,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
368,CAND_0682,682,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
369,CAND_0088,88,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
370,CAND_0033,33,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,5.0,0.16666666666666666
371,CAND_0490,490,0.05372133390972055,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,14.0,0.25
372,CAND_0491,491,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
373,CAND_0906,906,0.05372133390972055,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,16.0,0.05228758169934641
374,CAND_0487,487,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
375,CAND_0504,504,0.05351989575566851,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
376,CAND_0800,800,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
377,CAND_0950,950,0.05351989575566851,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
378,CAND_0114,114,0.05351989575566851,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
379,CAND_0645,645,0.05351989575566851,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
380,CAND_0475,475,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,24.0,0.1
381,CAND_0427,427,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,20.0,0.2222222222222222
382,CAND_0152,152,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
383,CAND_0562,562,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,12.0,0.13333333333333333
384,CAND_0831,831,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,10.0,0.07575757575757576
385,CAND_0220,220,0.05351989575566851,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,4.0,0.030303030303030304
386,CAND_0099,99,0.05351989575566851,1,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,42.0,0.11052631578947368
387,CAND_0971,971,0.05351989575566851,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
388,CAND_0376,376,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,18.0,0.13636363636363635
389,CAND_0887,887,0.053319170371578475,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,14.0,0.15555555555555556
390,CAND_0898,898,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,18.0,36.0,0.11764705882352941
391,CAND_0445,445,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,22.0,0.12087912087912088
392,CAND_0692,692,0.053319170371578475,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,8.0,0.26666666666666666
393,CAND_0451,451,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,14.0,0.0457516339869281
394,CAND_0705,705,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
395,CAND_0707,707,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
396,CAND_0855,855,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
397,CAND_0607,607,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
398,CAND_0450,450,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,22.0,0.12087912087912088
399,CAND_0083,83,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,8.0,0.6666666666666666
400,CAND_0126,126,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,52.0,0.1368421052631579
401,CAND_0975,975,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,12.0,0.06593406593406594
402,CAND_0666,666,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
403,CAND_0667,667,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,16.0,0.17777777777777778
404,CAND_0951,951,0.053319170371578475,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
405,CAND_0055,55,0.053319170371578475,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
406,CAND_0877,877,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
407,CAND_0697,697,0.0531191555541241,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,8.0,0.6666666666666666
408,CAND_0850,850,0.0531191555541241,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,5.0,0.16666666666666666
409,CAND_0260,260,0.0531191555541241,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
410,CAND_0683,683,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,1.0,0.08333333333333333
411,CAND_0602,602,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
412,CAND_0394,394,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,2.0,0.022222222222222223
413,CAND_0742,742,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
414,CAND_0146,146,0.0531191555541241,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
415,CAND_0094,94,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
416,CAND_0228,228,0.0531191555541241,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
417,CAND_0353,353,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,6.0,0.10714285714285714
418,CAND_0530,530,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,14.0,0.07692307692307693
419,CAND_0494,494,0.0531191555541241,1,0,metal-like (graph proxy),g-wave-like medium-confidence,16.0,16.0,0.06666666666666667
420,CAND_0344,344,0.0531191555541241,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
421,CAND_0674,674,0.0531191555541241,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
422,CAND_0092,92,0.05291984910439364,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
423,CAND_0250,250,0.05291984910439364,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
424,CAND_0368,368,0.05291984910439364,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
425,CAND_0678,678,0.05291984910439364,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,2.0,0.022222222222222223
426,CAND_0566,566,0.05291984910439364,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
427,CAND_0507,507,0.05291984910439364,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
428,CAND_0258,258,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
429,CAND_0431,431,0.052721248827900455,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,20.0,0.2222222222222222
430,CAND_0144,144,0.052721248827900455,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,12.0,0.09090909090909091
431,CAND_0109,109,0.052721248827900455,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,2.0,0.022222222222222223
432,CAND_0380,380,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
433,CAND_0564,564,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
