region_folder,region_name,method,filename,n_records,time_start,time_end,unit
6_iceland,Iceland,glaciological,iceland_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
6_iceland,Iceland,demdiff,iceland_demdiff_UIO_ASTER_Piermattei_et_al.csv,2,2003.75,2019.75,m
6_iceland,Iceland,combined,iceland_combined_Iceland-mb-group_tot_Palsson_et_al.csv,26,1996.75,2022.75,mwe
6_iceland,Iceland,combined,iceland_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
6_iceland,Iceland,demdiff,iceland_demdiff_Zheng et al._Zheng_et_al.csv,1,2012.5833333333333,2021.5833333333333,m
6_iceland,Iceland,combined,iceland_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
6_iceland,Iceland,gravimetry,iceland_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
6_iceland,Iceland,gravimetry,iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
6_iceland,Iceland,demdiff,iceland_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
6_iceland,Iceland,altimetry,iceland_altimetry_Foresta_Foresta_et_al.csv,1,2010.75,2015.6666666666667,m
6_iceland,Iceland,combined,iceland_combined_Box2018_Box_et_al.csv,13,2002.75,2015.75,Gt
6_iceland,Iceland,gravimetry,iceland_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
6_iceland,Iceland,gravimetry,iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
6_iceland,Iceland,gravimetry,iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
6_iceland,Iceland,gravimetry,iceland_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
6_iceland,Iceland,altimetry,iceland_altimetry_Tepes_Tepes_et_al.csv,1,2010.75,2017.6666666666667,m
6_iceland,Iceland,gravimetry,iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
6_iceland,Iceland,combined,iceland_combined_Iceland-mb-group_smb_Palsson_et_al.csv,26,1996.75,2022.75,mwe
7_svalbard,Svalbard,altimetry,svalbard_altimetry_Tepes_Tepes_et_al.csv,1,2010.75,2017.6666666666667,m
7_svalbard,Svalbard,demdiff,svalbard_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
7_svalbard,Svalbard,glaciological,svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
7_svalbard,Svalbard,combined,svalbard_combined_Box2018_Box_et_al.csv,13,2002.75,2015.75,Gt
7_svalbard,Svalbard,altimetry,svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,2010.6666666666667,2020.6666666666667,m
7_svalbard,Svalbard,demdiff,svalbard_demdiff_Zheng et al._Zheng_et_al.csv,1,2012.25,2021.5,m
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
7_svalbard,Svalbard,combined,svalbard_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
7_svalbard,Svalbard,gravimetry,svalbard_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
7_svalbard,Svalbard,glaciological,svalbard_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
7_svalbard,Svalbard,altimetry,svalbard_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,2003.75,2009.75,m
7_svalbard,Svalbard,combined,svalbard_combined_ArcticInSituvGRACE_Box_et_al.csv,52,1970.75,2022.75,Gt
7_svalbard,Svalbard,combined,svalbard_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
8_scandinavia,Scandinavia,gravimetry,scandinavia_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
8_scandinavia,Scandinavia,glaciological,scandinavia_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
8_scandinavia,Scandinavia,gravimetry,scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
8_scandinavia,Scandinavia,demdiff,scandinavia_demdiff_Zheng et al._Zheng_et_al.csv,1,2013.4166666666667,2020.6666666666667,m
8_scandinavia,Scandinavia,combined,scandinavia_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
8_scandinavia,Scandinavia,combined,scandinavia_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
8_scandinavia,Scandinavia,demdiff,scandinavia_demdiff_Andreassen_Andreassen_et_al.csv,1,2010.75,2019.75,m
8_scandinavia,Scandinavia,demdiff,scandinavia_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
8_scandinavia,Scandinavia,glaciological,scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
8_scandinavia,Scandinavia,gravimetry,scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,2003.0,2010.9166666666667,Gt
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Velicogna_Sutterley_et_al.csv,251,2002.25,2023.1666666666667,gt
9_russian_arctic,Russian Arctic,altimetry,russian_arctic_altimetry_Tepes_Tepes_et_al.csv,1,2010.75,2017.6666666666667,m
9_russian_arctic,Russian Arctic,demdiff,russian_arctic_demdiff_FAU-GLACIER_Braun_et_al.csv,1,2011.0,2016.9166666666667,m
9_russian_arctic,Russian Arctic,combined,russian_arctic_combined_Huss_Huss_et_al.csv,31,1990.75,2021.75,mwe
9_russian_arctic,Russian Arctic,glaciological,russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,1999.6666666666667,2024.75,mwe
9_russian_arctic,Russian Arctic,combined,russian_arctic_combined_DUS-combined_Dussaillant_et_al.csv,25,1999.75,2024.75,mwe
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,2002.25,2022.9166666666667,Gt
9_russian_arctic,Russian Arctic,altimetry,russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,2003.75,2009.75,m
9_russian_arctic,Russian Arctic,combined,russian_arctic_combined_ArcticInSituvGRACE_Box_et_al.csv,52,1970.75,2022.75,Gt
9_russian_arctic,Russian Arctic,glaciological,russian_arctic_glaciological_WGMS-beta_WGMS.csv,25,1999.75,2024.75,mwe
9_russian_arctic,Russian Arctic,demdiff,russian_arctic_demdiff_ETH_Hugonnet_et_al.csv,4,2000.0,2020.0,m
9_russian_arctic,Russian Arctic,altimetry,russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,121,2010.5833333333333,2020.6666666666663,m
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Wouters_Wouters_et_al.csv,236,2002.1666666666667,2021.8333333333333,Gt
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Harig_Group_Harig_et_al.csv,251,2002.25,2023.1666666666667,Gt
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
9_russian_arctic,Russian Arctic,demdiff,russian_arctic_demdiff_Zheng et al._Zheng_et_al.csv,1,2012.25,2021.5833333333333,m
9_russian_arctic,Russian Arctic,combined,russian_arctic_combined_Box2018_Box_et_al.csv,13,2002.75,2015.75,Gt
9_russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,2002.25,2022.6666666666667,Gt
