acid,epoxide,generated_status,proxy_md_tg_K,calibrated_tg_mean_K,gp_model_std_K,total_pred_std_K,acid_valid,epoxide_valid,target_Tg_K,abs_target_error_K,score
Nc1cccc(C(=O)O)c1C(=O)O,O=C(COCc1ccncc1)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,new_recombined_pair,501.1047223365292,499.54248971987255,83.45675733011232,86.67931862110913,True,True,500,0.4575102801274511,22.127339935404734
CC(C)(CCNCc1ccc(C(=O)O)cc1)C(=O)O,CC(=O)OCCCc1cccc(NC(=O)N(CC2CO2)CC2CO2)c1,new_recombined_pair,479.40213013335654,500.9404429300538,81.75580677750406,85.04284728537185,True,True,500,0.9404429300537913,22.201154751396754
CNC(=O)c1ccc(CNC(CCCC(=O)O)C(=O)O)cc1,c1cnc2c(CN(CC3CO3)CC3CO3)cccc2c1,new_recombined_pair,461.1894727475314,501.4587591058628,79.67906432501769,83.04834269431755,True,True,500,1.4587591058627822,22.22084477944217
O=C(O)c1cnc(C(=O)O)c(O)c1,COc1cc(C)ccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,new_recombined_pair,480.54647159593526,499.44146075966523,83.46066610885381,86.68308208581465,True,True,500,0.5585392403347669,22.22930976178843
O=C(O)C(CCc1ccccc1)C(=O)O,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1cccc2c1CCCC2,new_recombined_pair,458.2121442649727,500.87403524215006,82.16947507087878,85.44060256099712,True,True,500,0.8740352421500575,22.234185882399338
O=C(O)CCCNc1cc(NCCCC(=O)O)ncn1,O=C(NCC(O)c1ccccc1)c1cccc(OCC2CO2)c1OCC1CO1,new_recombined_pair,448.20574152683014,500.24825553154824,84.95640779601278,88.12414628332533,True,True,500,0.24825553154823865,22.27929210237957
CC(NC(Cc1ccccc1)C(=O)O)C(=O)O,c1ccc2nc(OCC3CO3)c(CNCc3ccc(OCC4CO4)cc3)cc2c1,new_recombined_pair,477.21333200509287,501.5721648685588,79.62680216243713,82.9982021201568,True,True,500,1.5721648685587866,22.321715398597988
NCCOc1ccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CCCC1CCCC1)NCc1ccc(OCC2CO2)cc1OCC1CO1,new_recombined_pair,471.1739864503087,499.7957684772207,85.42977536144937,88.58058732515947,True,True,500,0.20423152277930967,22.349378354069177
Nc1cccc(C(=O)O)c1C(=O)O,COC(=O)c1cc(C(=O)N(CC2CO2)CC2CO2)ccc1C,new_recombined_pair,511.33539111927433,501.07261333874305,81.8871553771336,85.16912673217519,True,True,500,1.0726133387430536,22.36489502178685
O=C(O)CNCCCCCCNCC(=O)O,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)C1CC(O)C1,new_recombined_pair,461.92878488604333,501.1553629951217,81.5599491903493,84.8545770391607,True,True,500,1.1553629951217204,22.369007254911896
N#Cc1cc(C(=O)O)cc(C(=O)O)c1,CCOCc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,new_recombined_pair,501.8924023595567,499.29663886060894,83.55279857801037,86.77179312875856,True,True,500,0.7033611393910633,22.396309421580703
Cc1ccc(C(=O)NC(C)(C)CCC(=O)O)cc1C(=O)O,c1ccc(CC(COCC2CO2)NCc2ccc(COCC3CO3)cc2)cc1,new_recombined_pair,483.6268331509334,501.4333322452816,80.53962056377746,83.87433703535156,True,True,500,1.4333322452815764,22.401916504119466
Cn1cc(NC(=O)C2(C(=O)O)CC2)cc1C(=O)O,COc1ccc(CN(CC2CO2)CC2CO2)cc1,new_recombined_pair,518.1089872842927,498.6904751845241,81.28204653607558,84.58749920440523,True,True,500,1.3095248154759247,22.456399616577233
O=C(O)CC(=Cc1cccc(O)c1)C(=O)O,Nc1ccc(N(CC2CO2)CC2CO2)cc1,new_recombined_pair,536.81301433523,550.1025944495705,78.88702644688684,82.28874087136298,True,True,550,0.10259444957046071,20.674779667411205
O=C(O)CCNC(Cc1ccc(O)cc1)C(=O)O,Nc1ccc(N(CC2CO2)CC2CO2)cc1,new_recombined_pair,536.3932083714475,549.3660063372461,79.0748677725209,82.46883439096351,True,True,550,0.6339936627539373,21.251202260494814
O=C(O)Cc1cccc(NC(=O)CC2(CC(=O)O)CCC2)c1,c1cc(OCC2CO2)c2ncc(OCC3CO3)cc2c1,new_recombined_pair,494.92126673445375,550.0765377340533,81.58451086381704,84.87818533316309,True,True,550,0.07653773405331776,21.29608406734409
O=C(O)Cc1cccc(NCc2ccc(N3CCC(C(=O)O)CC3)o2)c1,Cc1ccc(CCCNCCNC(=O)C(CC2CO2)CC2CO2)cc1,new_recombined_pair,482.0227550565554,549.8608843552666,81.64079326433574,84.93228512993458,True,True,550,0.13911564473335147,21.372186927216998
CC(C)(CCC(=O)O)C(=O)NCCCC(=O)O,O=C(Nc1ccc2ccccc2c1)C(CC1CO1)CC1CO1,new_recombined_pair,455.2084003389224,550.2372103117117,81.26793709986049,84.57394121731221,True,True,550,0.23721031171169216,21.380695616039745
O=Cc1cc(C(=O)O)ccc1C(=O)O,O=C(NCc1ccc2c(c1)CCC2)N(CC1CO1)CC1CO1,new_recombined_pair,507.23949830528454,549.9623745054793,82.10929407246233,85.38272720896539,True,True,550,0.03762549452073927,21.383307296762087
O=C(O)CCC(CCC(=O)O)C(=O)NCC1=CCCC1,O=C(NC(CO)CCC1CO1)c1ccc(OCC2CO2)cc1,new_recombined_pair,460.383037404746,549.8976337322734,81.96505760927775,85.2440297114978,True,True,550,0.102366267726552,21.413373695601003
O=C(O)CNc1ccc(NCC(=O)O)cc1,NCC(=O)NCc1ccc(OCC2CO2)cc1OCC1CO1,new_recombined_pair,535.4500670960725,550.2059175209678,82.06112192923116,85.33640292891799,True,True,550,0.20591752096777327,21.54001825319727
O=C(O)c1cc2cc3ccccc3cc2cc1C(=O)O,CCC(C)c1ccc(NC(=O)CN(CC2CO2)CC2CO2)cc1,new_recombined_pair,476.74604851208187,549.523558943951,80.96248236349898,84.28046916707561,True,True,550,0.4764410560489978,21.5465583478179
O=C(O)CC(=Cc1cccc(O)c1)C(=O)O,CC(=O)c1ccc(NC(=O)COC(=O)C(CC2CO2)CC2CO2)cc1,new_recombined_pair,511.73100483205764,549.3834180188459,80.83133929686589,84.154496879772,True,True,550,0.6165819811541269,21.655206201097126
O=C(O)CCCCNCC1(CCNC(=O)CCCCC(=O)O)CC1,O=C(NCCCCCCNCC1CO1)c1ccccc1OCC1CO1,new_recombined_pair,535.1834444279041,550.3699283381546,82.54152856445256,85.79847242415705,True,True,550,0.36992833815463655,21.8195464441939
NC(Cc1cccc(CC(=O)O)c1)C(=O)O,Cn1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cn1,new_recombined_pair,499.3397527943142,549.6898204894799,82.93829446446284,86.18024495925066,True,True,550,0.31017951052012904,21.855240750332793
O=C(CC1(C(=O)O)CCC1)NCc1cccc(C(=O)O)c1,Cc1ccc(C(C)C)c(OCC(=O)N(CC2CO2)CC2CO2)c1,new_recombined_pair,531.1596479054634,550.2039136709366,83.54845023407532,86.76760610434208,True,True,550,0.2039136709365721,21.895815197022092
NC(Cc1cccc(CC(=O)O)c1)C(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCC(O)(CC2CO2)CC1,new_recombined_pair,512.1534564283921,549.5596232525643,82.7386177120524,85.98809681266152,True,True,550,0.44037674743572097,21.937400950601102
CCc1cc(C(=O)O)ccc1NC(=O)CC(C)CC(=O)O,Nc1ccc(N(CC2CO2)CC2CO2)cc1,new_recombined_pair,542.0978219600264,551.180629940797,79.76724031461336,83.13294509381812,True,True,550,1.1806299407969618,21.963866214251492
O=C(O)c1ccccc1Nc1ccccc1C(=O)O,O=C(CCCCC(=O)NCCCC1CO1)NCCCC1CO1,new_recombined_pair,503.82900368035143,549.4042283383283,82.33677901148505,85.60151348281539,True,True,550,0.5957716616717335,21.99615003237558
CCCCC(NCc1cccc(C(=O)O)c1)C(=O)O,O=C(Nc1ccc2ncccc2c1)C(CC1CO1)CC1CO1,new_recombined_pair,487.39892006678645,551.2917549932876,79.61233694472737,82.98432458219627,True,True,550,1.2917549932875545,22.03783613883662
Cn1cc(NC(=O)C2(C(=O)O)CC2)cc1C(=O)O,Cc1cccc(OCC2CO2)c1CNCCc1ccc(OCC2CO2)cc1,new_recombined_pair,548.6168288101769,550.9423987199717,81.10551537627003,84.41788055271748,True,True,550,0.9423987199717203,22.04686885815109
CCC(CC)(CNCc1ccc(C(=O)O)cc1)C(=O)O,CCC(=O)c1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)c(C)c2)c1,new_recombined_pair,533.9145685554378,550.9232984734901,81.19909575379178,84.50779303588484,True,True,550,0.9232984734901493,22.05024673246136
O=C(O)C(CCCOc1ccc2ccccc2c1)C(=O)O,O=C(Nc1cccc2ccc(OCC3CO3)cc12)c1cccnc1OCC1CO1,new_recombined_pair,542.5748430148553,550.4070458019678,83.80193394744832,87.01171223401474,True,True,550,0.40704580196779716,22.15997386047148
O=C(CC1(C(=O)O)CCCC1)Nc1ccc(C(=O)O)cc1,O=C(NCCCc1ccccn1)c1cccc(OCC2CO2)c1OCC1CO1,new_recombined_pair,486.6168877803534,549.8267033527754,84.80128260743619,87.9746069296633,True,True,550,0.17329664722456073,22.166948379640385
O=C(O)CCC(CCC(=O)O)C(=O)NCC1(O)CCCC1,O=C(CN(CC1CO1)CC1CO1)NCc1ccccc1OC1CCCC1,new_recombined_pair,494.0792667950311,550.1827023507693,84.7836167696761,87.95757844046074,True,True,550,0.1827023507693184,22.172096960884502
CC(=NNc1ccc(CC(=O)O)cc1)c1cncc(C(=O)O)c1,CCCc1ccccc1NC(=O)C(CC1CO1)CC1CO1,new_recombined_pair,529.9302294685414,548.8269347490376,81.0187052475881,84.33448009300858,True,True,550,1.1730652509623951,22.25668527421454
O=C(O)c1ccc2cc3ccc(C(=O)O)cc3cc2c1,COc1cc(C)ccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,new_recombined_pair,489.989540517716,549.1892207651605,82.64999625906013,85.90282774266021,True,True,550,0.8107792348395151,22.286486170504567
O=C(O)c1ccc2cc3ccc(C(=O)O)cc3cc2c1,Cc1cc(OCC2CO2)c2ccccc2c1OCC1CO1,new_recombined_pair,502.51363688928154,550.9234121415786,82.25475481975799,85.52262053410782,True,True,550,0.9234121415786376,22.30406727510559
O=C(O)CCc1ccccc1C(=O)O,O=C(NCc1ccc2c(c1)CCC2)N(CC1CO1)CC1CO1,new_recombined_pair,529.8747127540172,548.9433319561504,81.76548541394021,85.05215186895491,True,True,550,1.0566680438496405,22.319706011088368
CC(C)CC(NC(=O)c1cccc(OCC(=O)O)c1)C(=O)O,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1cccc2c1CCCC2,new_recombined_pair,502.165617724635,549.6038067757901,84.66066024596145,87.83906491900183,True,True,550,0.39619322420992376,22.35595945396038
O=C(O)CCCC=NNc1ccc(C(=O)O)cn1,O=C(c1cc(C2CC2)nc2ccccc12)N(CC1CO1)CC1CO1,new_recombined_pair,536.8345201519995,548.8090982096321,81.65561211121425,84.94652978091324,True,True,550,1.1909017903678887,22.427534235596198
CC(C)CC(NC(=O)c1ccnc(C(=O)O)c1)C(=O)O,O=C(NCc1ccccc1)c1cccc(N=Cc2cccc(OCC3CO3)c2OCC2CO2)c1,observed_library_pair,529.5076797882434,550.405145279344,84.98522234009552,88.15192538315866,True,True,550,0.4051452793439694,22.443126625133633
Cc1cc(C)cc(CCNC(=O)C(CCC(=O)O)CCC(=O)O)c1,CCOCc1cccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,new_recombined_pair,485.67256517402586,549.6946956206264,85.78882062355571,88.92691199261964,True,True,550,0.30530437937363786,22.537032377528547
