feature,spearman_corr,abs_spearman_corr,spearman_pval,mutual_info,rank_mi,rank_corr,combined_rank
Int_Med_GSK3b_cell,0.002208635052129933,0.002208635052129933,0.9076852409371938,0.01597767506384251,152.0,239.0,391.0
Int_Med_CDK6_cyto,-0.0484252437261092,0.0484252437261092,0.010961208785247534,0.0,227.0,168.5,395.5
Int_Med_CDK6_ring,-0.0484252437261092,0.0484252437261092,0.010961208785247534,0.0,227.0,168.5,395.5
Int_Med_pH2AX_ring,0.02813812094666046,0.02813812094666046,0.13951195293420693,0.00048469886015478636,210.0,192.5,402.5
Int_Med_Bcl2_cyto,-0.023220854545899543,0.023220854545899543,0.2227248255833814,0.002246742571594851,203.0,201.5,404.5
Int_Med_p38_cyto,-0.036855516536157346,0.036855516536157346,0.05290935904923348,0.0,227.0,179.5,406.5
Int_Med_p38_ring,-0.036855516536157346,0.036855516536157346,0.05290935904923348,0.0,227.0,179.5,406.5
Int_Med_RSK1_cell,0.0004180954171696553,0.0004180954171696553,0.9824870376696616,0.01227434866460353,166.0,241.0,407.0
Int_Med_Bcl2_ring,-0.023220854545899543,0.023220854545899543,0.2227248255833814,0.0014144814815564288,208.0,201.5,409.5
Int_Med_pp53_cell,0.014484472811277701,0.014484472811277701,0.4469502677846018,0.007934856923231592,186.0,225.0,411.0
Int_Med_bCat_cell,0.03179761300010028,0.03179761300010028,0.09494456506492488,0.0,227.0,185.0,412.0
Int_Med_cycE_ring,-0.007390527993064244,0.007390527993064244,0.6979970758459135,0.008203523090371867,183.0,230.5,413.5
Int_Med_cycE_cyto,-0.007390527993064244,0.007390527993064244,0.6979970758459135,0.008088873431235655,184.0,230.5,414.5
Int_Med_pSTAT3_cell,-0.02975553623307318,0.02975553623307318,0.11815083080596642,0.0,227.0,188.0,415.0
Int_Med_pH2AX_cyto,0.02813812094666046,0.02813812094666046,0.13951195293420693,0.0,227.0,192.5,419.5
Int_Med_YAP_cell,0.025633598053227194,0.025633598053227194,0.178287648338902,0.0,227.0,197.0,424.0
Int_Med_bCat_ring,-0.0029269861185564636,0.0029269861185564636,0.8778667306384798,0.006508002597193752,191.0,236.5,427.5
Int_Med_bCat_cyto,-0.0029269861185564636,0.0029269861185564636,0.8778667306384798,0.005238979321100068,195.0,236.5,431.5
Int_Med_RSK1_ring,-0.02011618487608783,0.02011618487608783,0.29085196593870616,0.0,227.0,210.5,437.5
Int_Med_RSK1_cyto,-0.02011618487608783,0.02011618487608783,0.29085196593870616,0.0,227.0,210.5,437.5
Int_Med_pp53_cyto,-0.019313854239664852,0.019313854239664852,0.3105264851891391,0.0,227.0,212.5,439.5
Int_Med_pp53_ring,-0.019313854239664852,0.019313854239664852,0.3105264851891391,0.0,227.0,212.5,439.5
Int_MeanEdge_pRSK_cell,-0.006487175609937316,0.006487175609937316,0.7334079285004875,5.062365351005127e-05,211.0,232.0,443.0
Int_Med_pp38_ring,0.01195164677237723,0.01195164677237723,0.5303234585536452,0.0,227.0,226.5,453.5
Int_Med_pp38_cyto,0.01195164677237723,0.01195164677237723,0.5303234585536452,0.0,227.0,226.5,453.5
Int_Med_cycE_cell,-0.002652896986770219,0.002652896986770219,0.8892260059517697,0.0,227.0,238.0,465.0
