group,subset,N,d,r,kind,n_shots,fidelity,fidelity_std,n_correct,estimator,n_matched_keys
N40_verification,N40_d20_MB,40,20,37,MB,20,0.2,0.08876304906253997,4.0,MB,
N40_verification,N40_d20_MB,40,20,38,MB,20,0.35,0.10689067132175575,7.0,MB,
N40_verification,N40_d20_MB,40,20,39,MB,20,0.3,0.10366602212945254,6.0,MB,
N40_verification,N40_d20_MB,40,20,3,MB,20,0.25,0.09633908199022201,5.0,MB,
N40_verification,N40_d20_MB,40,20,40,MB,20,0.35,0.10895352619750712,7.0,MB,
N40_verification,N40_d20_MB,40,20,41,MB,20,0.55,0.11282777852819582,11.0,MB,
N40_verification,N40_d20_MB,40,20,42,MB,20,0.25,0.09551902367530712,5.0,MB,
N40_verification,N40_d20_MB,40,20,43,MB,20,0.2,0.08956680307017892,4.0,MB,
N40_verification,N40_d20_MB,40,20,44,MB,20,0.3,0.10098353912977687,6.0,MB,
N40_verification,N40_d20_MB,40,20,45,MB,20,0.3,0.1060723755218523,6.0,MB,
N40_verification,N40_d20_MB,40,20,46,MB,20,0.45,0.11025400648478018,9.0,MB,
N40_verification,N40_d20_MB,40,20,47,MB,20,0.2,0.08886471142662275,4.0,MB,
N40_verification,N40_d20_MB,40,20,48,MB,20,0.25,0.09736918536302056,5.0,MB,
N40_verification,N40_d20_MB,40,20,49,MB,20,0.5,0.11302527244918374,10.0,MB,
N40_verification,N40_d20_MB,40,20,4,MB,20,0.25,0.0980410605284824,5.0,MB,
N40_verification,N40_d20_MB,40,20,50,MB,20,0.2,0.0900600956074377,4.0,MB,
N40_verification,N40_d20_MB,40,20,5,MB,20,0.1,0.06545322088426302,2.0,MB,
N40_verification,N40_d20_MB,40,20,6,MB,20,0.35,0.11257917912105937,7.0,MB,
N40_verification,N40_d20_MB,40,20,7,MB,20,0.05,0.04712176206871366,1.0,MB,
N40_verification,N40_d20_MB,40,20,8,MB,20,0.25,0.0968161834270148,5.0,MB,
N40_verification,N40_d20_MB,40,20,9,MB,20,0.2,0.0879701013909768,4.0,MB,
N40_verification,N40_d20_XEB,40,20,10,XEB,20,0.2597154665254595,0.2946957849027377,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,11,XEB,20,0.5196244480446592,0.27897674159627733,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,12,XEB,20,0.03442853267566237,0.21543115056920564,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,13,XEB,20,0.20515015857965957,0.27166226907697644,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,14,XEB,20,0.4039125968968027,0.29458757791623624,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,15,XEB,20,0.5940874974152659,0.47134438921573824,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,16,XEB,20,-0.29174492488891646,0.15680993792434605,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,17,XEB,20,0.11743144326931287,0.21076916278144645,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,18,XEB,20,0.8646494635288278,0.4622189521772694,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,19,XEB,20,0.33287014708068186,0.28263704819424057,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,1,XEB,20,0.18897434215569642,0.258895820943248,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,20,XEB,20,0.14790954694142133,0.17452825893492072,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,21,XEB,20,0.12051401313902232,0.28331410114717154,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,22,XEB,20,0.3156693921630076,0.2660835948512022,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,23,XEB,20,0.5703009033220281,0.2951100142709237,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,24,XEB,20,-0.11988195976341631,0.1878535353264962,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,25,XEB,20,0.9178601357397305,0.35307277719872754,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,26,XEB,20,0.1944076752683015,0.2163552695195846,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,27,XEB,20,0.15572882410875377,0.18980932503434403,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,28,XEB,20,0.26796873623297346,0.24127128940228962,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,29,XEB,20,0.2502860651016796,0.2559533321726869,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,2,XEB,20,0.1116816712534161,0.2610837629195763,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,30,XEB,20,0.43588412706518187,0.28112358282949595,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,31,XEB,20,-0.02249427357187861,0.2344878256250721,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,32,XEB,20,0.21859008137076108,0.22227278165307843,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,33,XEB,20,0.20862640669569332,0.23635313443569292,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,34,XEB,20,0.1759028008030148,0.18187695949457805,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,35,XEB,20,0.2398543186357791,0.2248772920627048,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,36,XEB,20,0.09398456671304922,0.18059917223805744,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,37,XEB,20,0.6140618921100138,0.3003916390838355,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,38,XEB,20,1.48435962993217,0.42508737446296563,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,39,XEB,20,0.7065135325778946,0.4151873066756372,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,3,XEB,20,-0.0257101780426936,0.2114512787784942,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,40,XEB,20,0.04425123811786591,0.1948738536267059,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,41,XEB,20,0.23083775318391608,0.23730066508939304,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,42,XEB,20,0.5811564420908639,0.32214125523427334,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,43,XEB,20,0.0970332120658628,0.17023193302329756,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,44,XEB,20,0.22195301854581562,0.17481822915651823,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,45,XEB,20,-0.21477823575383015,0.17956572047811903,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,46,XEB,20,0.5177743072068393,0.23912906761974764,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,47,XEB,20,0.5208503955116162,0.2463455755895082,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,48,XEB,20,-0.18653559440681877,0.252299654866797,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,49,XEB,20,1.0699613694480377,0.5503059322234711,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,4,XEB,20,0.008579551239204397,0.23136923852064695,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,50,XEB,20,0.24036318824255543,0.258599814304393,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,5,XEB,20,0.3943756575408224,0.3492095356209861,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,6,XEB,20,0.8051156915236561,0.32860536615927105,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,7,XEB,20,0.37109308184911716,0.24994083743852305,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,8,XEB,20,0.1011972901409961,0.2320969409315547,,XEB,20.0
N40_verification,N40_d20_XEB,40,20,9,XEB,20,0.005641288121169152,0.2231352233753257,,XEB,20.0
N40_verification,N40_d32_Transport_1QRB,40,32,10,Transport_1QRB,10,0.5,0.1556731966143952,5.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,1,Transport_1QRB,10,0.6,0.15752054698585427,6.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,2,Transport_1QRB,10,0.5,0.1590990336315796,5.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,3,Transport_1QRB,10,0.5,0.15467036860020383,5.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,4,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,5,Transport_1QRB,10,0.7,0.13841802465556843,7.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,6,Transport_1QRB,10,0.6,0.1516486310762722,6.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,7,Transport_1QRB,10,0.4,0.1591063318187709,4.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,8,Transport_1QRB,10,0.8,0.12644852402946122,8.0,Transport_1QRB,
N40_verification,N40_d32_Transport_1QRB,40,32,9,Transport_1QRB,10,0.4,0.14829531854209527,4.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,10,Transport_1QRB,10,0.4,0.1574668085527734,4.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,1,Transport_1QRB,10,0.3,0.14883515008861953,3.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,2,Transport_1QRB,10,0.2,0.12681510979403074,2.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,3,Transport_1QRB,10,0.8,0.12997539614713088,8.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,4,Transport_1QRB,10,0.3,0.1470031289460191,3.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,5,Transport_1QRB,10,0.6,0.15947232180357013,6.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,6,Transport_1QRB,10,0.5,0.15919061420715624,5.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,7,Transport_1QRB,10,0.4,0.15000513838379517,4.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,8,Transport_1QRB,10,0.5,0.1598010524883249,5.0,Transport_1QRB,
N40_verification,N40_d48_Transport_1QRB,40,48,9,Transport_1QRB,10,0.4,0.15244566139998764,4.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,10,Transport_1QRB,10,0.9,0.09130216912037789,9.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,1,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,2,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,3,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,4,Transport_1QRB,10,0.9,0.09538033029617483,9.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,5,Transport_1QRB,10,0.9,0.09542067441128839,9.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,6,Transport_1QRB,10,0.8,0.13079104058113575,8.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,7,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,8,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d4_Transport_1QRB,40,4,9,Transport_1QRB,10,1.0,0.0,10.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,10,Transport_1QRB,10,0.4,0.15683681898007173,4.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,1,Transport_1QRB,10,0.4,0.1547588779692794,4.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,2,Transport_1QRB,10,0.3,0.1491249081751209,3.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,3,Transport_1QRB,10,0.2,0.12626834002905754,2.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,4,Transport_1QRB,10,0.2,0.12832563059446644,2.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,5,Transport_1QRB,10,0.5,0.15547012883818215,5.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,6,Transport_1QRB,10,0.8,0.12847667592312725,8.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,7,Transport_1QRB,10,0.1,0.09268927284913449,1.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,8,Transport_1QRB,10,0.5,0.16299176763357193,5.0,Transport_1QRB,
N40_verification,N40_d64_Transport_1QRB,40,64,9,Transport_1QRB,10,0.4,0.15071132639554302,4.0,Transport_1QRB,
N40_verification,N40_d8_MB,40,8,10,MB,20,0.55,0.11204924155268758,11.0,MB,
N40_verification,N40_d8_MB,40,8,11,MB,20,0.75,0.09564485317014156,15.0,MB,
N40_verification,N40_d8_MB,40,8,12,MB,20,0.25,0.0963448095245526,5.0,MB,
N40_verification,N40_d8_MB,40,8,13,MB,20,0.6,0.10592228060955602,12.0,MB,
N40_verification,N40_d8_MB,40,8,14,MB,20,0.65,0.10552218928942116,13.0,MB,
N40_verification,N40_d8_MB,40,8,15,MB,20,0.6,0.11050000113235407,12.0,MB,
N40_verification,N40_d8_MB,40,8,16,MB,20,0.6,0.10602335097020349,12.0,MB,
N40_verification,N40_d8_MB,40,8,17,MB,20,0.35,0.10800418929330892,7.0,MB,
N40_verification,N40_d8_MB,40,8,18,MB,20,0.5,0.11319757590686823,10.0,MB,
N40_verification,N40_d8_MB,40,8,19,MB,20,0.45,0.10961045548647244,9.0,MB,
N40_verification,N40_d8_MB,40,8,1,MB,20,0.6,0.1088424856693685,12.0,MB,
N40_verification,N40_d8_MB,40,8,20,MB,20,0.6,0.1086810082836995,12.0,MB,
N40_verification,N40_d8_MB,40,8,21,MB,20,0.75,0.09659362208669799,15.0,MB,
N40_verification,N40_d8_MB,40,8,22,MB,20,0.65,0.10256372076332262,13.0,MB,
N40_verification,N40_d8_MB,40,8,23,MB,20,0.45,0.11305083144537457,9.0,MB,
N40_verification,N40_d8_MB,40,8,24,MB,20,0.45,0.11444600424605433,9.0,MB,
N40_verification,N40_d8_MB,40,8,25,MB,20,0.75,0.09767660015693737,15.0,MB,
N40_verification,N40_d8_MB,40,8,26,MB,20,0.8,0.08683997455769538,16.0,MB,
N40_verification,N40_d8_MB,40,8,27,MB,20,0.75,0.09724471211348222,15.0,MB,
N40_verification,N40_d8_MB,40,8,28,MB,20,0.6,0.10896413714237901,12.0,MB,
N40_verification,N40_d8_MB,40,8,29,MB,20,0.65,0.10556938426880633,13.0,MB,
N40_verification,N40_d8_MB,40,8,2,MB,20,0.6,0.10529732915666724,12.0,MB,
N40_verification,N40_d8_MB,40,8,30,MB,20,0.65,0.10609285175351443,13.0,MB,
N40_verification,N40_d8_MB,40,8,31,MB,20,0.3,0.102682928395054,6.0,MB,
N40_verification,N40_d8_MB,40,8,32,MB,20,0.7,0.09980931519351988,14.0,MB,
N40_verification,N40_d8_MB,40,8,33,MB,20,0.75,0.09641770518879753,15.0,MB,
N40_verification,N40_d8_MB,40,8,34,MB,20,0.6,0.11281084294643971,12.0,MB,
N40_verification,N40_d8_MB,40,8,35,MB,20,0.75,0.10105141705532332,15.0,MB,
N40_verification,N40_d8_MB,40,8,36,MB,20,0.7,0.103080371861296,14.0,MB,
N40_verification,N40_d8_MB,40,8,37,MB,20,0.75,0.0958050944162998,15.0,MB,
N40_verification,N40_d8_MB,40,8,38,MB,20,0.7,0.10597220205132858,14.0,MB,
N40_verification,N40_d8_MB,40,8,39,MB,20,0.55,0.10874568094008663,11.0,MB,
N40_verification,N40_d8_MB,40,8,3,MB,20,0.75,0.09856325235459062,15.0,MB,
N40_verification,N40_d8_MB,40,8,40,MB,20,0.7,0.10225876174858736,14.0,MB,
N40_verification,N40_d8_MB,40,8,41,MB,20,0.3,0.10201767055321889,6.0,MB,
N40_verification,N40_d8_MB,40,8,42,MB,20,0.75,0.09725975251592746,15.0,MB,
N40_verification,N40_d8_MB,40,8,43,MB,20,0.55,0.10761393152495757,11.0,MB,
N40_verification,N40_d8_MB,40,8,44,MB,20,0.5,0.1089709349536135,10.0,MB,
N40_verification,N40_d8_MB,40,8,45,MB,20,0.55,0.10976787547587175,11.0,MB,
N40_verification,N40_d8_MB,40,8,46,MB,20,0.6,0.11208422222986103,12.0,MB,
N40_verification,N40_d8_MB,40,8,47,MB,20,0.55,0.11056972082429783,11.0,MB,
N40_verification,N40_d8_MB,40,8,48,MB,20,0.4,0.1127484909975394,8.0,MB,
N40_verification,N40_d8_MB,40,8,49,MB,20,0.55,0.11460682669337252,11.0,MB,
N40_verification,N40_d8_MB,40,8,4,MB,20,0.5,0.10661273974660006,10.0,MB,
N40_verification,N40_d8_MB,40,8,50,MB,20,0.5,0.11092782555554978,10.0,MB,
N40_verification,N40_d8_MB,40,8,5,MB,20,0.75,0.10105636986301206,15.0,MB,
N40_verification,N40_d8_MB,40,8,6,MB,20,0.65,0.10549031095653148,13.0,MB,
N40_verification,N40_d8_MB,40,8,7,MB,20,0.85,0.07809698546768075,17.0,MB,
N40_verification,N40_d8_MB,40,8,8,MB,20,0.65,0.10379370468931692,13.0,MB,
N40_verification,N40_d8_MB,40,8,9,MB,20,0.5,0.1075509516796909,10.0,MB,
N40_verification,N40_d8_XEB,40,8,10,XEB,20,0.6844823082662501,0.3503204527853479,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,11,XEB,20,0.6621295591524592,0.34286467828092687,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,12,XEB,20,1.042105283058894,0.4300533670131822,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,13,XEB,20,0.9498245353999775,0.29962251600218565,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,14,XEB,20,0.539539506645929,0.23291512463868458,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,15,XEB,20,0.7173477088826767,0.46878957446324604,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,16,XEB,20,0.5763318803613715,0.28147319593907016,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,17,XEB,20,0.6712891051820633,0.2691914574500642,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,18,XEB,20,0.24383595744395392,0.2360131398359889,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,19,XEB,20,0.7253042772327909,0.32836979349423523,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,1,XEB,20,0.5046485164832852,0.2976441692952136,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,20,XEB,20,1.1126529269720002,0.43179497111433646,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,21,XEB,20,0.08188620906846822,0.277607385757655,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,22,XEB,20,-0.014572742140933181,0.1583228638496562,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,23,XEB,20,0.32462219032536543,0.2401266747032494,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,24,XEB,20,0.5798821919531032,0.3958802563141331,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,25,XEB,20,0.44076889868954106,0.23872787328871814,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,26,XEB,20,1.1247508462483657,0.6125884901258636,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,27,XEB,20,0.3670036701044528,0.29576146172536816,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,28,XEB,20,1.0648218878017017,0.29580045662590326,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,29,XEB,20,1.000785828643715,0.4392510614546999,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,2,XEB,20,0.671013536866448,0.33824957520020926,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,30,XEB,20,0.3413383876374445,0.2979303819919351,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,31,XEB,20,1.4198548036449155,0.4252251444704962,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,32,XEB,20,-0.20238658504805374,0.1316604070492758,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,33,XEB,20,0.6483409514830032,0.3206977531737345,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,34,XEB,20,0.17283646762235572,0.21255592963908465,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,35,XEB,20,0.2971540217382356,0.19401022204239107,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,36,XEB,20,0.9592109454431881,0.4086919531312449,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,37,XEB,20,0.5749248083932605,0.3102568779502563,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,38,XEB,20,0.3544461621738406,0.2601768917935744,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,39,XEB,20,0.7582121767995667,0.22353338104412213,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,3,XEB,20,0.29638105148397176,0.23611277916972861,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,40,XEB,20,0.47400448123849626,0.2424521802171109,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,41,XEB,20,0.7972184296544658,0.33925337587964566,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,42,XEB,20,0.7412806230300746,0.3441029080398501,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,43,XEB,20,0.8403531121606345,0.2675244098081438,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,44,XEB,20,0.43676926384396486,0.3090270101799662,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,45,XEB,20,0.9810095698993238,0.5123018325572467,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,46,XEB,20,0.8754578935640343,0.2784977246898445,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,47,XEB,20,0.3270304087516158,0.25923158358273296,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,48,XEB,20,0.679357555946164,0.28073115804409143,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,49,XEB,20,1.1920426723100856,0.3340532799029777,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,4,XEB,20,0.4319765643998734,0.23570709196417045,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,50,XEB,20,1.3338733888005363,0.3441865702420485,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,5,XEB,20,0.876432985904745,0.45303327571343277,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,6,XEB,20,0.7930746004209734,0.40415392378306597,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,7,XEB,20,0.3672279750022016,0.3332795056843271,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,8,XEB,20,0.2403720733406598,0.19026802857950306,,XEB,20.0
N40_verification,N40_d8_XEB,40,8,9,XEB,20,0.5077858215737094,0.298338526357703,,XEB,20.0
N40_verification,N40_d96_Transport_1QRB,40,96,10,Transport_1QRB,10,0.4,0.14984245981284064,4.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,1,Transport_1QRB,10,0.4,0.15660103410860313,4.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,2,Transport_1QRB,10,0.4,0.15153452647074434,4.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,3,Transport_1QRB,10,0.4,0.15195670712686835,4.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,4,Transport_1QRB,10,0.0,0.0,0.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,5,Transport_1QRB,10,0.1,0.09059424549780917,1.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,6,Transport_1QRB,10,0.3,0.15071069541911652,3.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,7,Transport_1QRB,10,0.3,0.14425671561490647,3.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,8,Transport_1QRB,10,0.3,0.14843160695061527,3.0,Transport_1QRB,
N40_verification,N40_d96_Transport_1QRB,40,96,9,Transport_1QRB,10,0.3,0.14652614070502884,3.0,Transport_1QRB,
N56_depths,N56_d10_MB,56,10,10,MB,20,0.4,0.1093423328164611,8.0,MB,
N56_depths,N56_d10_MB,56,10,11,MB,20,0.5,0.11125338113879872,10.0,MB,
N56_depths,N56_d10_MB,56,10,12,MB,20,0.1,0.06593045066071006,2.0,MB,
N56_depths,N56_d10_MB,56,10,13,MB,20,0.45,0.11021590196085611,9.0,MB,
N56_depths,N56_d10_MB,56,10,14,MB,20,0.35,0.1085073792483781,7.0,MB,
N56_depths,N56_d10_MB,56,10,15,MB,20,0.25,0.09477066518168467,5.0,MB,
N56_depths,N56_d10_MB,56,10,16,MB,20,0.5,0.11441976176291349,10.0,MB,
N56_depths,N56_d10_MB,56,10,17,MB,20,0.25,0.09974762949358541,5.0,MB,
N56_depths,N56_d10_MB,56,10,18,MB,20,0.35,0.10611456215006639,7.0,MB,
N56_depths,N56_d10_MB,56,10,19,MB,20,0.4,0.1080197123596349,8.0,MB,
N56_depths,N56_d10_MB,56,10,1,MB,20,0.55,0.10948967069083726,11.0,MB,
N56_depths,N56_d10_MB,56,10,20,MB,20,0.35,0.10815403272552898,7.0,MB,
N56_depths,N56_d10_MB,56,10,21,MB,20,0.5,0.10850968552093333,10.0,MB,
N56_depths,N56_d10_MB,56,10,22,MB,20,0.5,0.1147062226625806,10.0,MB,
N56_depths,N56_d10_MB,56,10,23,MB,20,0.3,0.10453189425681005,6.0,MB,
N56_depths,N56_d10_MB,56,10,24,MB,20,0.3,0.10465592607618004,6.0,MB,
N56_depths,N56_d10_MB,56,10,25,MB,20,0.6,0.10934329406029414,12.0,MB,
N56_depths,N56_d10_MB,56,10,26,MB,20,0.5,0.11312575938943985,10.0,MB,
N56_depths,N56_d10_MB,56,10,27,MB,20,0.55,0.1143217366009608,11.0,MB,
N56_depths,N56_d10_MB,56,10,28,MB,20,0.3,0.10529712714497479,6.0,MB,
N56_depths,N56_d10_MB,56,10,29,MB,20,0.5,0.11239452847016189,10.0,MB,
N56_depths,N56_d10_MB,56,10,2,MB,20,0.35,0.10989292039960516,7.0,MB,
N56_depths,N56_d10_MB,56,10,30,MB,20,0.55,0.1121369015297136,11.0,MB,
N56_depths,N56_d10_MB,56,10,31,MB,20,0.6,0.1055480003618277,12.0,MB,
N56_depths,N56_d10_MB,56,10,32,MB,20,0.45,0.11221957598045554,9.0,MB,
N56_depths,N56_d10_MB,56,10,33,MB,20,0.45,0.11149794523573874,9.0,MB,
N56_depths,N56_d10_MB,56,10,34,MB,20,0.5,0.1067497330465304,10.0,MB,
N56_depths,N56_d10_MB,56,10,35,MB,20,0.4,0.11282681370086586,8.0,MB,
N56_depths,N56_d10_MB,56,10,36,MB,20,0.1,0.06823528085641294,2.0,MB,
N56_depths,N56_d10_MB,56,10,37,MB,20,0.5,0.10805793129852394,10.0,MB,
N56_depths,N56_d10_MB,56,10,38,MB,20,0.3,0.10338019619329886,6.0,MB,
N56_depths,N56_d10_MB,56,10,39,MB,20,0.45,0.10941829080351403,9.0,MB,
N56_depths,N56_d10_MB,56,10,3,MB,20,0.55,0.1074659314686586,11.0,MB,
N56_depths,N56_d10_MB,56,10,40,MB,20,0.35,0.10628285866519609,7.0,MB,
N56_depths,N56_d10_MB,56,10,41,MB,20,0.45,0.1082048903622119,9.0,MB,
N56_depths,N56_d10_MB,56,10,42,MB,20,0.1,0.066919864526673,2.0,MB,
N56_depths,N56_d10_MB,56,10,43,MB,20,0.55,0.11178852434026568,11.0,MB,
N56_depths,N56_d10_MB,56,10,44,MB,20,0.5,0.11687196651274656,10.0,MB,
N56_depths,N56_d10_MB,56,10,45,MB,20,0.5,0.10889194164379179,10.0,MB,
N56_depths,N56_d10_MB,56,10,46,MB,20,0.25,0.0947967505979183,5.0,MB,
