feature,protein,measurement,compartment,variance,spearman_abs_pseudotime,anova_F_phase,laplacian_score_neg,graph_smoothness,dyn_score,variance_rank,spearman_abs_pseudotime_rank,anova_F_phase_rank,laplacian_score_neg_rank,graph_smoothness_rank,dyn_score_rank
Int_Med_Bcl2_nuc,Bcl2,Int_Med,nuc,0.0041758595,0.06187178214416964,47.73414611816406,-0.4917629972843745,0.810920055541696,0.05017306901281376,134,150,43,152,145,152
Int_Med_CDK2_nuc,CDK2,Int_Med,nuc,0.015399682,0.6006848984169891,543.0411376953125,-0.4547657454758558,0.8128223395843316,0.48825010448427364,20,4,11,119,138,8
Int_Med_CDK4_nuc,CDK4,Int_Med,nuc,0.0079085305,0.16333329739785604,109.29644775390625,-0.38942310583747897,0.888499620163456,0.14512157269803988,73,59,29,63,35,52
Int_Med_CDK6_nuc,CDK6,Int_Med,nuc,0.004171435,0.2602019924685828,77.594970703125,-0.6284468673061396,0.6913168628528,0.17988202514142854,135,31,35,219,223,41
Int_Med_Cdh1_nuc,Cdh1,Int_Med,nuc,0.017832275,0.3670541048862092,221.59017944335938,-0.5241481922076243,0.7828737670431027,0.2873570298009007,7,17,21,182,179,17
Int_Med_Cdt1_nuc,Cdt1,Int_Med,nuc,0.0077581573,0.5046742396668275,408.20562744140625,-0.5659793956035926,0.7616558837853304,0.38438810403712714,74,11,16,199,199,12
Int_Med_E2F1_nuc,E2F1,Int_Med,nuc,0.0055323867,0.4287877583366292,730.6646728515625,-0.5073415557769267,0.8034298914838852,0.3445009021500164,108,15,9,164,161,15
Int_Med_ERK_nuc,ERK,Int_Med,nuc,0.005764394,0.042191400486813614,15.557112693786621,-0.5381324692355333,0.812020743617312,0.03426029239755821,107,177,113,188,141,177
Int_Med_Fra1_nuc,Fra1,Int_Med,nuc,0.021419603,0.06157886610363132,10.687833786010742,-0.7266139336158352,0.6619011563872347,0.04075912268300826,5,151,133,239,233,166
Int_Med_GSK3b_nuc,GSK3b,Int_Med,nuc,0.0063704606,0.3111244732714731,46.93071365356445,-0.4784077183739613,0.8457727565687317,0.2631406033948085,93,22,44,142,75,21
Int_Med_RB_nuc,RB,Int_Med,nuc,0.011587773,0.07587641735702101,96.19832611083984,-0.5767357930812981,0.7378306989690151,0.05598395005379552,41,135,30,203,210,141
Int_Med_RSK1_nuc,RSK1,Int_Med,nuc,0.0015062366,0.08810490568514541,3.823415517807007,-0.6221974017544418,0.7113228943507365,0.06267103651845629,203,122,198,216,217,130
Int_Med_S6_nuc,S6,Int_Med,nuc,0.007297246,0.071042107512552,1.0403727293014526,-0.4118189975185083,0.8411321053487718,0.05975579746044666,82,143,235,77,87,132
Int_Med_STAT3_nuc,STAT3,Int_Med,nuc,0.005865666,0.11090860884555838,8.503795623779297,-0.5561091621823601,0.7382231279057896,0.08187530013364783,101,92,150,196,209,107
Int_Med_Skp2_nuc,Skp2,Int_Med,nuc,0.031221703,0.5137815692119067,1066.6488037109375,-0.4172002054179583,0.8260401556902935,0.4244042074226067,1,10,7,84,113,10
Int_Med_YAP_nuc,YAP,Int_Med,nuc,0.016110195,0.13118871736962956,15.219090461730957,-0.6643107860015058,0.6757707239786385,0.08865349451470356,18,77,115,231,231,94
Int_Med_bCat_nuc,bCat,Int_Med,nuc,0.00442289,0.18947487293822832,23.943315505981445,-0.5170285284682242,0.7846112139263952,0.1486641100646128,128,49,76,176,177,50
Int_Med_cFos_nuc,cFos,Int_Med,nuc,0.00964524,0.31386560339570463,52.09354019165039,-0.4243845939933493,0.8182488513537202,0.2568201694579776,55,21,41,86,125,22
Int_Med_cJun_nuc,cJun,Int_Med,nuc,0.01047288,0.1652652617559758,49.71341323852539,-0.6788556025456511,0.6770348360582817,0.1118903393990861,49,57,42,234,228,74
Int_Med_cMyc_nuc,cMyc,Int_Med,nuc,0.007061354,0.005852928024577821,189.30462646484375,-0.5916711532865477,0.7156270545207992,0.004188513642550866,83,233,22,208,216,233
Int_Med_cycA_nuc,cycA,Int_Med,nuc,0.024504459,0.7324191383042254,1801.4364013671875,-0.2870046513957861,0.9118211475479204,0.667835259174618,3,2,1,15,16,1
Int_Med_cycB1_nuc,cycB1,Int_Med,nuc,0.00945933,0.4304940776560623,372.1610412597656,-0.4352832626574661,0.834861057960193,0.35940274111753767,58,14,17,96,101,14
Int_Med_cycD1_nuc,cycD1,Int_Med,nuc,0.012135805,0.15776619985997115,447.4086608886719,-0.4452418285451304,0.8423429707552128,0.13289324947480874,38,61,14,109,82,57
Int_Med_cycE_nuc,cycE,Int_Med,nuc,0.0015232954,0.3615684116461011,26.401790618896484,-0.6520447732840708,0.6769917342130592,0.24477882603695528,202,18,71,228,229,24
Int_Med_p14ARF_nuc,p14ARF,Int_Med,nuc,0.009769213,0.10092725683451834,12.97552490234375,-0.46594380705136684,0.7856409230926469,0.07929258322467964,54,106,124,127,174,108
Int_Med_p16_nuc,p16,Int_Med,nuc,0.013392003,0.32422525143554576,64.22498321533203,-0.5591663779380284,0.7651806029658763,0.24809087339021377,30,20,36,197,197,23
Int_Med_p21_nuc,p21,Int_Med,nuc,0.011806693,0.22668035320990887,671.66259765625,-0.5013222145825088,0.80871739307238,0.1833203443086438,39,41,10,157,147,40
Int_Med_p27_nuc,p27,Int_Med,nuc,0.016722526,0.49475824305248955,419.8927001953125,-0.5641967798677472,0.7463482914140275,0.3692619693652317,16,12,15,198,205,13
Int_Med_p38_nuc,p38,Int_Med,nuc,0.004142753,0.2072658487935425,37.47294616699219,-0.4527581872383312,0.8450401875496054,0.17514797173712332,136,46,53,114,77,44
Int_Med_p53_nuc,p53,Int_Med,nuc,0.009108955,0.2979391702062578,58.98130798339844,-0.6312436017112836,0.7028783967977424,0.2094150062978242,62,23,37,222,220,31
Int_Med_pAKT_nuc,pAKT,Int_Med,nuc,0.007315478,0.14153534273061874,7.690963268280029,-0.4877960987708988,0.8227210074319111,0.11644409975855546,80,71,160,148,119,69
Int_Med_pCHK1_nuc,pCHK1,Int_Med,nuc,0.006997042,0.3293410100881068,58.761383056640625,-0.5145931420696499,0.8277309982404015,0.2726057630417308,85,19,38,174,110,18
Int_Med_pERK_nuc,pERK,Int_Med,nuc,0.004616043,0.056790315668179624,2.8477983474731445,-0.5725414753397742,0.7660059982882081,0.0435017224465064,125,159,216,202,195,159
Int_Med_pGSK3b_nuc,pGSK3b,Int_Med,nuc,0.010136929,0.17473077067593604,20.791933059692383,-0.554249114817208,0.7654924696413885,0.13375508916706538,50,54,94,195,196,54
Int_Med_pH2AX_nuc,pH2AX,Int_Med,nuc,0.015501865,0.5826117142738507,456.4983825683594,-0.4382542424053832,0.8415413894939004,0.49029187156543963,19,5,13,99,85,7
Int_Med_pRB_nuc,pRB,Int_Med,nuc,0.026878322,0.25821757555936725,1307.7020263671875,-0.543170307158056,0.7667890684818647,0.19799841422881273,2,33,3,193,194,38
Int_Med_pRSK_nuc,pRSK,Int_Med,nuc,0.00836018,0.11873344896435611,9.819416999816895,-0.6154945186144738,0.7216880550466759,0.08568851185206992,69,85,140,213,214,101
Int_Med_pS6_nuc,pS6,Int_Med,nuc,0.0022821287,0.153911023676312,10.1202392578125,-0.6493704492682106,0.7382815968289951,0.11362967632933288,177,64,136,227,208,71
Int_Med_pSTAT3_nuc,pSTAT3,Int_Med,nuc,0.0016745758,0.20883007098992426,20.806854248046875,-0.6912212613606421,0.6438293623706162,0.13445093144925344,195,45,93,235,239,53
Int_Med_pp21_nuc,pp21,Int_Med,nuc,0.0018224826,0.4840718546552783,134.6685791015625,-0.5348642997048374,0.8827523225647265,0.42731555398516163,192,13,27,184,43,9
Int_Med_pp27_nuc,pp27,Int_Med,nuc,0.0004638799,0.18302024651156137,14.275829315185547,-0.7476621943608647,0.6027408205133473,0.11031377355293359,241,51,123,241,241,76
Int_Med_pp38_nuc,pp38,Int_Med,nuc,0.004701226,0.21003696090604873,32.53514099121094,-0.4627365827690317,0.8196261644383322,0.17215178865770867,123,44,57,126,123,45
Int_Med_pp53_nuc,pp53,Int_Med,nuc,0.002665842,0.37042858337022816,77.68799591064453,-0.46023308522312,0.8109631768242492,0.3004039407564265,169,16,34,123,144,16
Int_Med_pp65_nuc,pp65,Int_Med,nuc,0.008369559,0.08692477567109161,110.95768737792969,-0.48360607351592355,0.8072389551256965,0.07016906508726756,68,123,28,143,149,121
Int_Std_PCNA_nuc,PCNA,Int_Std,nuc,0.023470003,0.5537384707185917,813.3028564453125,-0.5702326044150181,0.7502844310477539,0.4154613534523519,4,8,8,201,204,11
Int_Med_AKT_ring,AKT,Int_Med,ring,0.013659527,0.09351887776670618,21.52938461303711,-0.3093392589232682,0.8856171184430404,0.08282191904777725,24,116,86,27,38,105
Int_Med_BP1_ring,BP1,Int_Med,ring,0.0014814256,0.06471022969012238,7.856409549713135,-0.4389259228485173,0.7930752368009113,0.05132008073493517,204,147,158,104,170,149
Int_Med_Bcl2_ring,Bcl2,Int_Med,ring,0.005826879,0.023557443327215717,8.083078384399414,-0.32447246043430095,0.8802997415287654,0.020737611272026536,104,200,155,32,44,196
Int_Med_CDK2_ring,CDK2,Int_Med,ring,0.008563544,0.14759092205998414,33.131900787353516,-0.3845513820424605,0.8606435680492207,0.12702317777337918,66,67,55,58,64,58
Int_Med_CDK4_ring,CDK4,Int_Med,ring,0.009219067,0.08643683753427733,14.296748161315918,-0.46194933980924435,0.8338826133999596,0.0720781759771109,60,124,121,124,104,117
Int_Med_CDK6_ring,CDK6,Int_Med,ring,0.0029507794,0.0484252437261092,6.6849260330200195,-0.435527345243947,0.8290257627347793,0.040145774615655265,158,168,171,97,108,169
Int_Med_Cdh1_ring,Cdh1,Int_Med,ring,0.0022131135,0.09484747697919868,41.48818588256836,-0.469063874296283,0.8165413924084509,0.07744689091902339,180,114,47,133,132,110
Int_Med_Cdt1_ring,Cdt1,Int_Med,ring,0.0054659117,0.031707134510974046,20.245546340942383,-0.28715746580487267,0.9049674353091084,0.028693924199397102,109,186,97,17,17,183
Int_Med_DNA_ring,DNA,Int_Med,ring,0.0023605567,0.04945690942483249,7.53974723815918,-0.4343505211977474,0.8128035135323106,0.04019874974895309,175,164,165,93,139,167
Int_Med_E2F1_ring,E2F1,Int_Med,ring,0.0014078658,0.028082438534351897,0.7154896855354309,-0.472579005077697,0.9163067247996529,0.02573212727779955,207,192,238,138,9,188
Int_Med_ERK_ring,ERK,Int_Med,ring,0.010058904,0.07859194232344702,29.544477462768555,-0.28911325288198825,0.8887416260586319,0.06984793061564652,51,129,66,20,33,122
Int_Med_Fra1_ring,Fra1,Int_Med,ring,0.0049609193,0.14575576650308933,39.55475616455078,-0.3900012097114332,0.8398682282504281,0.12241563737023273,115,69,51,64,91,63
Int_Med_GSK3b_ring,GSK3b,Int_Med,ring,0.0047890595,0.021721272450597167,7.244662284851074,-0.3765923110757476,0.8767883162640324,0.019044957899071402,121,205,167,52,50,204
Int_Med_RB_ring,RB,Int_Med,ring,0.0011878404,0.07580263457210897,4.168081760406494,-0.5221496326159601,0.7687554892869259,0.05827369142971967,215,136,195,180,192,138
Int_Med_RSK1_ring,RSK1,Int_Med,ring,0.0008467314,0.020117976176626452,3.5591721534729004,-0.45426007177761357,0.8041445551571493,0.016177761003215406,231,210,204,117,157,214
Int_Med_S6_ring,S6,Int_Med,ring,0.014904062,0.07599555590051178,20.09893035888672,-0.2575043447031591,0.9176984161558066,0.06974100128477972,21,133,99,4,7,124
Int_Med_STAT3_ring,STAT3,Int_Med,ring,0.002901611,0.07173629666069929,7.664863586425781,-0.43891691664870475,0.8128665035739948,0.058312032645929476,162,140,161,102,136,136
Int_Med_Skp2_ring,Skp2,Int_Med,ring,0.00089741737,0.1005782081024607,22.19563102722168,-0.5046452021102568,0.7690448427047283,0.0773491522296803,227,107,82,160,189,112
Int_Med_YAP_ring,YAP,Int_Med,ring,0.017683873,0.01731027088708605,7.574772834777832,-0.3317052945084472,0.8643580261106429,0.014962271575402227,8,217,163,35,61,217
Int_Med_bCat_ring,bCat,Int_Med,ring,0.0063732318,0.003134312088732159,1.8642560243606567,-0.3855371982748882,0.8725343984809925,0.0027347951129936174,91,236,223,60,55,236
Int_Med_cFos_ring,cFos,Int_Med,ring,0.0026805112,0.10522418596354395,22.075054168701172,-0.4402842167942082,0.8242254614890379,0.08672845323561035,167,103,84,106,117,98
Int_Med_cJun_ring,cJun,Int_Med,ring,0.0021635897,0.1071843575033122,8.605426788330078,-0.41094183471168816,0.8173045194082421,0.08760225979732579,183,98,147,73,128,95
Int_Med_cMyc_ring,cMyc,Int_Med,ring,0.0040392163,0.033673122782576725,29.867786407470703,-0.4691941951246665,0.8178934079373396,0.027541025148534147,137,183,64,135,126,185
Int_Med_cycA_ring,cycA,Int_Med,ring,0.0041985647,0.29375625025194296,367.8931579589844,-0.2636277424396153,0.912299178725059,0.26799358585020044,132,24,18,8,14,19
Int_Med_cycB1_ring,cycB1,Int_Med,ring,0.012809296,0.5606849004599256,1122.1014404296875,-0.25829493891609906,0.926129062627333,0.5192665812922503,32,6,4,6,2,4
Int_Med_cycD1_ring,cycD1,Int_Med,ring,0.0032522397,0.016584455260380847,164.85682678222656,-0.5012322143363201,0.8167932631515041,0.0135460713297166,148,219,24,155,130,220
Int_Med_cycE_ring,cycE,Int_Med,ring,0.0009724699,0.007370692857877115,3.065784215927124,-0.6266396962152662,0.6819026730545864,0.005026095162050753,223,230,214,217,226,230
Int_Med_p14ARF_ring,p14ARF,Int_Med,ring,0.006826223,0.10638954822648515,10.01911449432373,-0.39309256959647904,0.848790961704599,0.09030248695447615,87,100,137,66,71,90
Int_Med_p16_ring,p16,Int_Med,ring,0.0051652617,0.059881483659304235,3.6721608638763428,-0.348656631575629,0.867140959954936,0.05192568722385489,113,153,199,45,59,146
Int_Med_p21_ring,p21,Int_Med,ring,0.004562818,0.04899299173364124,20.941761016845703,-0.41116458591282545,0.8402661806802898,0.041167154044127734,126,166,89,75,88,164
Int_Med_p27_ring,p27,Int_Med,ring,0.0012719365,0.025685647733713974,39.66731643676758,-0.4903471457403729,0.7890167018853171,0.02026640506064307,212,195,49,149,172,198
Int_Med_p38_ring,p38,Int_Med,ring,0.017262222,0.03680209678078003,12.689517974853516,-0.26370329274893844,0.9143047402483337,0.03364833153774512,11,179,125,10,11,178
Int_Med_p53_ring,p53,Int_Med,ring,0.0015378683,0.022951332702955293,1.846684455871582,-0.40977829964706275,0.836401637528592,0.019196532256215332,200,203,225,71,96,201
Int_Med_pAKT_ring,pAKT,Int_Med,ring,0.012575388,0.25002329981663307,30.83428955078125,-0.48630142330308096,0.8431494476046977,0.21080700712869788,35,36,61,146,79,29
Int_Med_pCHK1_ring,pCHK1,Int_Med,ring,0.0034302005,0.01876277545017283,3.552950620651245,-0.33486763437321115,0.8775359549505138,0.016465010072189472,143,214,206,39,48,212
Int_Med_pERK_ring,pERK,Int_Med,ring,0.016871948,0.12473294661687655,15.046060562133789,-0.509947268289589,0.8041325027018045,0.10030181653239952,13,80,116,170,159,78
Int_Med_pGSK3b_ring,pGSK3b,Int_Med,ring,0.01116385,0.11599288850400268,15.839458465576172,-0.4130320884865057,0.8383671446513938,0.09724462673496821,45,87,109,79,94,82
Int_Med_pH2AX_ring,pH2AX,Int_Med,ring,0.0073747844,0.02812581660307744,2.3103034496307373,-0.2976867476952199,0.904351696461902,0.025435629959369415,77,190,220,23,19,190
Int_Med_pRB_ring,pRB,Int_Med,ring,0.0005521056,0.07799781670190681,8.331377029418945,-0.6288225672574503,0.6850570058774865,0.05343295077478929,237,131,152,220,224,144
Int_Med_pRSK_ring,pRSK,Int_Med,ring,0.00080017967,0.004095433852270652,5.646609306335449,-0.45398081937056023,0.8047155162852367,0.003295659166842014,234,234,182,115,155,234
Int_Med_pS6_ring,pS6,Int_Med,ring,0.0042417953,0.10847194963669579,81.06524658203125,-0.42820836487453867,0.8423119834106655,0.09136722304290705,129,94,32,89,83,87
Int_Med_pSTAT3_ring,pSTAT3,Int_Med,ring,0.0009507202,0.0590357736561028,3.393838882446289,-0.5351587622630135,0.7602081441821659,0.044879475931464304,225,155,211,185,201,157
Int_Med_pp21_ring,pp21,Int_Med,ring,0.004834544,0.01572091851764839,8.893031120300293,-0.5411244903578152,0.7974203239575856,0.012536179937253984,119,222,145,190,167,224
Int_Med_pp27_ring,pp27,Int_Med,ring,0.013629197,0.02117586716699384,6.950872898101807,-0.5123307630209044,0.8144740560897676,0.01724719442271961,26,207,169,172,134,208
Int_Med_pp38_ring,pp38,Int_Med,ring,0.0020132216,0.011588973292210692,1.4746428728103638,-0.33713217311802096,0.8832963017782761,0.010236497250416917,188,227,231,41,40,227
Int_Med_pp53_ring,pp53,Int_Med,ring,0.0021244558,0.019319045493225332,2.7560160160064697,-0.3380792487948953,0.87272911288687,0.01686029343512363,185,212,217,43,53,210
Int_Med_pp65_ring,pp65,Int_Med,ring,0.0017437667,0.04605575387957466,23.093286514282227,-0.5098042026526541,0.7709336216893855,0.03550592913801546,193,172,78,168,185,174
Int_Med_PCNA_ring,PCNA,Int_Med,ring,0.0030177366,0.2745114406756147,56.264503479003906,-0.4663954465723335,0.8021875089984989,0.2202096487871606,152,27,39,129,162,27
Int_Intg_DNA_nuc,DNA,Int_Intg,nuc,0.013663321,0.7360623111006452,1734.654296875,-0.3644095952395178,0.8617723397934977,0.6343181400710124,23,1,2,49,63,2
AreaShape_Area_nuc,Area,AreaShape_Area,nuc,0.007515461,0.7146312782700714,493.7314453125,-0.5192890707553822,0.7698204569915676,0.5501377772183346,75,3,12,177,188,3
