target_Tg,decoder,anchor_idx,acid_decoded,epoxide_decoded,acid_canonical,epoxide_canonical,valid,novel_pair,novel_monomer,pred_tg
350.0,greedy,140,COc1ccc(NC(=O)N(CCCOCC(=O)O)CCOCC(=O)NCCCOCC(=O)O)cc1OC,O=C(CCCC1CCN(Cc2ccccc2)CC1)c1ccc(OCC2CO2)cc1OCC1CO1,COc1ccc(NC(=O)N(CCCOCC(=O)O)CCOCC(=O)NCCCOCC(=O)O)cc1OC,O=C(CCCC1CCN(Cc2ccccc2)CC1)c1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,349.9997253417969
350.0,sample,140,CCOc1ccc(NC(=O)NCCC(=O)NC(COCC(=O)O)CCOCC(=O)O)cc1NC(C)C,O=C(O)c1cccc(NC(=O)CN(CC2CO2)CC2CO2)c1,CCOc1ccc(NC(=O)NCCC(=O)NC(CCOCC(=O)O)COCC(=O)O)cc1NC(C)C,O=C(CN(CC1CO1)CC1CO1)Nc1cccc(C(=O)O)c1,True,True,True,349.9997253417969
350.0,greedy,141,CC(CC(=O)O)c1ccc(CC(=O)O)cc1,O=C(Cc1ccc(OCC2CO2)cc1)Nc1ccc(CN(Cc2ccccc2)ccc1OCC1CO1,CC(CC(=O)O)c1ccc(CC(=O)O)cc1,,False,False,False,350.000244140625
350.0,sample,141,O=C(O)CCN(CCC(=O)O)Cc1ccccc1)c1ccccc1,O=C(Cc1ccc2ccccc2c1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,,O=C(Cc1ccc2ccccc2c1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,False,False,False,350.000244140625
350.0,greedy,142,CN(C)C(=O)c1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCOc1ccc(CN(CCOCC2CO2)CCOCC2CO2)cc1,CN(C)C(=O)c1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCOc1ccc(CN(CCOCC2CO2)CCOCC2CO2)cc1,True,True,True,349.99920654296875
350.0,sample,142,CCNC(=O)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCOC(=O)c1ccc(OCC2CO2)c(OCC2CO2)c1,CCNC(=O)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCOC(=O)c1ccc(OCC2CO2)c(OCC2CO2)c1,True,True,True,349.99920654296875
350.0,greedy,143,O=C(O)CCCCCCCCNC(=O)CCCCCC(=O)NCCCCC(=O)O,O=C(c1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc(OCC2CO2)cc1OC1=Cn1cccc12,O=C(O)CCCCCCCCNC(=O)CCCCCC(=O)NCCCCC(=O)O,,False,False,False,350.0002746582031
350.0,sample,143,O=C(O)CCCCCCNC(=O)CCNCCCNC(=O)CCCCC(=O)O,O=C(c1ccc(OCC2CO2)c(OCC2CO2)n1)c1cc2c(cc1)C=C(OC2CO2)c1,O=C(O)CCCCCCNC(=O)CCNCCCNC(=O)CCCCC(=O)O,,False,False,False,350.0002746582031
350.0,greedy,144,O=C(O)COCc1ccc(CNC(=O)c2ccccc2cc1OCCOCCOCCOCCOCCOCCOCC(=O)O)c1ccccc1,COc1ccc(CNC(=O)C(=O)N(CC2CO2)CC2CO2)cc1,O=C(O)COCCOCCOCCOCCOCCOCCOC1=Cc2ccccc2C(=O)NCC(c2ccccc2)=CC=C1COCC(=O)O,COc1ccc(CNC(=O)C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,350.0003967285156
350.0,sample,144,O=C(O)COCc1ccc(C=Cc2ccc(COCC(=O)O)cc2)ccc1Oc1ccccc1,CCOc1ccc(CNC(=O)CCN(C)C(=O)c2c(OCC3CO3)nccc2OCC2CO2)c1,,,False,False,False,350.0003967285156
350.0,greedy,145,O=C(O)CCC(CCC(=O)O)C(=O)CN1CCC(NC(=O)CCCCC(=O)O)CC1,Cc1ccc(OCC2CO2)c(CN2CCN(Cc3ccccc3)ccc3OCC3CO3)c2)CC1,O=C(O)CCCCC(=O)NC1CCN(CC(=O)C(CCC(=O)O)CCC(=O)O)CC1,,False,False,False,350.00018310546875
350.0,sample,145,O=C(O)CCC(CCC(=O)O)C(=O)CN1CCCCC1,COc1cc(OCC2CO2)cc(CN2CCN(c3ccccc3)cccc3OCC3CO3)cc2c1,O=C(O)CCC(CCC(=O)O)C(=O)CN1CCCCC1,,False,False,False,350.00018310546875
350.0,greedy,146,CC(C)(C)CN1CCC(NCCCCCCC2CO2)CC1)C(=O)NCCCCCC1,Cc1ccc(CN2CCC(CN(CC3CO3)CC3CO3)CC2)cc1,,Cc1ccc(CN2CCC(CN(CC3CO3)CC3CO3)CC2)cc1,False,False,False,349.9997863769531
350.0,sample,146,CN(C)CCN(CCCN1CCCCCC(=O)O)CC1)NCC1CO1,CCN(Cc2ccc(C(=O)N(CC2CO2)CC2CO2)ccc12,,,False,False,False,349.9997863769531
350.0,greedy,147,CC(C)(C)CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCOc1ccc(C(=O)NCC(=O)N(CC2CO2)CC2CO2)cc1C,CC(C)(C)CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCOc1ccc(C(=O)NCC(=O)N(CC2CO2)CC2CO2)cc1C,True,True,True,350.00018310546875
350.0,sample,147,CCCCOc1ccc(CCNC(=O)CN(CCOCC2CO2)CCOCC(=O)O)cc1,CCN(Cc1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1C,CCCCOc1ccc(CCNC(=O)CN(CCOCC(=O)O)CCOCC2CO2)cc1,,False,False,False,350.00018310546875
350.0,greedy,148,O=C(O)COCc1ccc(C(=O)N2CCC(COCC(=O)O)cccc2COCC(=O)O)c1,CCOc1ccc(C(=O)NCCCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,,,False,False,False,349.99957275390625
350.0,sample,148,O=C(O)COCCCN(Cc1ccc(C(=O)O)cc2)c1ccc(C)c(C(=O)O)c1,COc1cc(C(=O)NCCCNC(=O)c2ccc(OCC3CO3)c(OCC3CO3)c2)c(C)c1,,,False,False,False,349.99957275390625
350.0,greedy,149,CC(C)(C)CN(CC(=O)O)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(CCCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1OCC1CO1,CC(C)(C)CN(CC(=O)O)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(CCCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,349.9999084472656
350.0,sample,149,CCCCC(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCCc1cc(OCC2CO2)ccc1OCC1CO1)NCc1ccc(OCC2CO2)cc1,CCCCC(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCCc1cc(OCC2CO2)ccc1OCC1CO1)NCc1ccc(OCC2CO2)cc1,True,True,True,349.9999084472656
350.0,greedy,150,CC(C)(CCC(=O)O)C(=O)N1CCC(C(=O)N(CCC(=O)O)CCCCCC2)CC1,O=C(c1ccc2ccccc2c1OCC1CO1)N(Cc1ccccc1)CC1CO1,,O=C(c1ccc2ccccc2c1OCC1CO1)N(Cc1ccccc1)CC1CO1,False,False,False,349.9996643066406
350.0,sample,150,CC(C)C(=O)NC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(Nc1nnc2ccccc2c1OCC1CO1)CC1CO1)c1ccc2ccccc2c1OCC1CO1,CC(C)C(=O)NC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,,False,False,False,349.9996643066406
350.0,greedy,151,O=C(O)CCN(CCC(=O)O)C(=O)Cc1ccc(NCc2ccccc2)cc1)c1ccccc1,O=C(NCCc1ccc(OCC2CO2)cc1)N1CCN(Cc2ccc(OCC3CO3)cc2)CC1,,O=C(NCCc1ccc(OCC2CO2)cc1)N1CCN(Cc2ccc(OCC3CO3)cc2)CC1,False,False,False,350.0003662109375
350.0,sample,151,C#Cc1cccc(CNC(=O)Cn2cccc2ccccc2o1)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(CCc1ccc(OCC2CO2)cc1)N1CCC(CNC(=O)c1ccccc21)N1CCOCC1,,,False,False,False,350.0003662109375
350.0,greedy,152,COc1ccc(C(=O)N2CCC(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,CN(CCCOCC1CO1)NCCc1ccc(CNC(=O)COCC2CO2)cc1,COC1=CC=C(C(=O)N2C=CC(C(=O)N(CCC(=O)O)CCC(=O)O)CC2)CC1,CN(CCCOCC1CO1)NCCc1ccc(CNC(=O)COCC2CO2)cc1,True,True,True,349.9996032714844
350.0,sample,152,COC(=O)c1ccc(NC(=O)CN2CCC(CC(=O)O)CCCCC2)c(C)c1C,CN(CCCCOCC1CO1)CCc1ccc(CN(CCOCC2CO2)c2)c1,COC(=O)c1ccc(NC(=O)CN2CCCCCC(CC(=O)O)CC2)c(C)c1C,,False,False,False,349.9996032714844
350.0,greedy,153,COc1cc(COCC(=O)O)ccc1CN(CCOCC(=O)O)CCc1ccccc1OC,COc1cc(C(=O)Nc2ccc(OC)c(OCC3CO3)c2)ccc1OCC1CO1,COc1ccccc1CCN(CCOCC(=O)O)Cc1ccc(COCC(=O)O)cc1OC,COc1cc(C(=O)Nc2ccc(OC)c(OCC3CO3)c2)ccc1OCC1CO1,True,True,True,349.99981689453125
350.0,sample,153,COc1ccc(COC(=O)c2ccc(COCC(=O)O)cc(COCC(=O)O)c2)cc1OC,COc1cc(OC)cc(C=Cc2ccc(OC)c(OCC3CO3)c2)c(OCC2CO2)cc1OCC(=O)c1cccnc(OC),,,False,False,False,349.99981689453125
350.0,greedy,154,COC(=O)c1ccc(COCC(=O)O)cc(NC(=O)COCCOCC(=O)O)c1,COc1ccc(CNC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)cc1OCC1CO1,,COc1ccc(CNC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)cc1OCC1CO1,False,False,False,349.9997253417969
350.0,sample,154,COCc1cc(COCC(=O)O)c(COCC(=O)O)cc1OCOCc1ccccc1,COc1cc(C=Cc2ccc(OCC3CO3)cc(OCC3CO3)c2)c2ccccc2o1,COCc1cc(COCC(=O)O)c(COCC(=O)O)cc1OCOCc1ccccc1,,False,False,False,349.9997253417969
350.0,greedy,155,O=C(O)CCCCCCCNC(=O)CNCCCCC(=O)O,Cc1ccc(OCC2CO2)c(C(=O)c2cccc(OCC3CO3)c2)c(OCC2CO2)c1,O=C(O)CCCCCCCNC(=O)CNCCCCC(=O)O,,False,False,False,349.9996643066406
350.0,sample,155,O=C(O)CCCNCCNC(=O)CCCCC(=O)N(CCC(=O)O)CC1CO1,Cc1cc(C)c(OCC2CO2)c(CCn2cc(C)ccc3c2OCC2CO2)c1,O=C(O)CCCNCCNC(=O)CCCCC(=O)N(CCC(=O)O)CC1CO1,,False,False,False,349.9996643066406
350.0,greedy,156,Cc1nn(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,Cc1ccc(OCC2CO2)c(C(=O)c2ccc3ccccc3c2c1OCC1CO1)c1ccc(OCC2CO2)cc1,Cc1nn(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,CC1=C(OCC2CO2)c2c(ccc3ccccc23)C(=O)C(c2ccc(OCC3CO3)cc2)=C(OCC2CO2)C=C1,True,True,True,349.9999084472656
350.0,sample,156,Cc1cnc(C(=O)N(CCC(=O)O)CCC(=O)O)c(=O)n1C,Cc1ccc(C=Cc2cccc3ccc(OC3CC3)cc3c1OCC1CO1)c1cccnc1OCC1CO1,Cc1cnc(C(=O)N(CCC(=O)O)CCC(=O)O)c(=O)n1C,,False,False,False,349.9999084472656
350.0,greedy,157,CC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)N2CCCCCCCC2)CC1,CCCN1CCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,CC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)N2CCCCCCCC2)CC1,CCCN1CCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,True,True,True,350.0000305175781
350.0,sample,157,CC1CCCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1)CCCC1=C(CCCC2)C1,CCCNC(=O)c1cccc(OCC2CO2)c1)N1CCCCC1)c1ccc(OCC2CO2)cc1OCC1CO1,,,False,False,False,350.0000305175781
350.0,greedy,158,Cc1ccc(CN(CC(=O)N(CCC(=O)O)CCC(=O)O)cc1C1CC1,Cc1ccc(C(=O)N2CCN(C(=O)N(CC3CO3)CC3CO3)CC2)cc1,,Cc1ccc(C(=O)N2CCN(C(=O)N(CC3CO3)CC3CO3)CC2)cc1,False,False,False,349.9999694824219
350.0,sample,158,Cc1cccc(CN(CCC(=O)O)C(=O)C(CCC(=O)O)CCC(=O)O)c1,Cc1ccc(CN2CCN(CC3CO3)CC2)oc1)C1CCN(C(=O)N(CC2CO2)CC1,Cc1cccc(CN(CCC(=O)O)C(=O)C(CCC(=O)O)CCC(=O)O)c1,,False,False,False,349.9999694824219
350.0,greedy,159,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,CC(C)c1ccc(CN(CCOCC2CO2)CCOCC2CO2)cc1CNCc1ccccc1,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,CC(C)c1ccc(CN(CCOCC2CO2)CCOCC2CO2)cc1CNCc1ccccc1,True,True,True,349.99993896484375
350.0,sample,159,CC(C)(C)NC(=O)c1ccc(NC(=O)Nc2ccccc23CCC(=O)NCCC(=O)O)cc1)c1ccccc1C(=O,CCn1cc(CNC(COCC2CO2)CC2CC2)c(COCC2CO2)c1,,CCn1cc(CNC(COCC2CO2)CC2CC2)c(COCC2CO2)c1,False,False,False,349.99993896484375
350.0,greedy,160,O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)c2cccc(COCC(=O)O)c2)c1,c1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc2ccccc2c1OCC1CO1,O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)c2cccc(COCC(=O)O)c2)c1,,False,False,False,350.0002746582031
350.0,sample,160,O=C(O)COCc1ccc2ccc(Cn2c(=O)Nc2ccc(COCC(=O)O)cc3)cc2c1,c1cc2ncc(OCC3CO3)cc2cc1OCC1CO1,,c1cc2ncc(OCC3CO3)cc2cc1OCC1CO1,False,False,False,350.0002746582031
350.0,greedy,161,CCCC(C)(C)OC(=O)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1ccc(C(=O)Nc2ccc(C)c(OCC3CO3)cc2)ccc1OCC1CO1,CCCC(C)(C)OC(=O)c1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,,False,False,False,350.0003356933594
350.0,sample,161,CCC(C)(C)c1cc(NC(=O)CC(COCC(=O)O)CCOCC(=O)O)cc(C(=O)O,Cc1cc(C(=O)NCc2cccc(OCC3CO3)cc2)c(OCC2CO2)c1CC(=O)Nc1cccc(OC2Cc1ccccc,,,False,False,False,350.0003356933594
350.0,greedy,162,CCCC(=O)Nc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CN(CCCCCC1CO1)C(=O)CCc1ccc(OCC2CO2)cc1,CCCC(=O)Nc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CN(CCCCCC1CO1)C(=O)CCc1ccc(OCC2CO2)cc1,True,True,True,350.0004577636719
350.0,sample,162,CCC(C)(N)CC(=O)Nc1ccc(C(=O)NCC(COCC(=O)O)COCC(=O)O)cc1,CN(CCCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,CCC(C)(N)CC(=O)Nc1ccc(C(=O)NCC(COCC(=O)O)COCC(=O)O)cc1,,False,False,False,350.0004577636719
350.0,greedy,163,O=C(O)CCN(CCCC(=O)O)C(=O)CCn1cnn2ccccc12,CC(C)C(=O)N1CCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,,CC(C)C(=O)N1CCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,False,False,False,350.0003356933594
350.0,sample,163,O=C(O)CCN(CCC(=O)O)C(=O)CCN(Cc1cccnc1)Cn1cnncc12,CC1CCN(C(=O)Cc2ccc(OCC3CO3)cc2OCC2CO2)CC1,,CC1CCN(C(=O)Cc2ccc(OCC3CO3)cc2OCC2CO2)CC1,False,False,False,350.0003356933594
350.0,greedy,164,COC(=O)C(=O)c1ccc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccc(CNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1OCC1CO1,COC(=O)C(=O)c1ccc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccc(CNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1OCC1CO1,True,True,True,349.9999084472656
350.0,sample,164,CC(=O)N(CCc1ccccc1C(=O)O)C(=O)CC(=O)O,CCOc1ccc(CN(C)C(=O)c2cccc(OCC3CO3)c2)ccc1OCC1CO1,CC(=O)N(CCc1ccccc1C(=O)O)C(=O)CC(=O)O,,False,False,False,349.9999084472656
350.0,greedy,165,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)cc1C(=O)O,c1ccc2c(c1)N2CCN(CC2CCCC2)cc1)C1CCN(CC2CO2)CC1)CC1,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)cc1C(=O)O,,False,False,False,349.9996643066406
350.0,sample,165,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)cc1NCC(=O)O,c1ccc(CN2CCN(Cc2ccc(OCC4CO4)cc2)CC2)c(OCC2CO1)C1CCCC12,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)cc1NCC(=O)O,,False,False,False,349.9996643066406
350.0,greedy,166,O=C(O)CCN(CCC(=O)O)C(=O)Cn1cnnc1,CCc1ccc(OCC2CO2)c(C(=O)NCc2ccc(OCC3CO3)cc2)c1,O=C(O)CCN(CCC(=O)O)C(=O)Cn1cnnc1,CCc1ccc(OCC2CO2)c(C(=O)NCc2ccc(OCC3CO3)cc2)c1,True,True,True,349.99981689453125
350.0,sample,166,O=C(O)CCN(CCC(=O)O)CCC(=O)c1ccnc2cccnc12,CCc1ccccc1OCC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,O=C(O)CCN(CCC(=O)O)CCC(=O)c1ccnc2cccnc12,CCc1ccccc1OCC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,True,True,True,349.99981689453125
350.0,greedy,167,O=C(O)CCCCC(=O)NCC1CCC(C(=O)O)CC1,COc1ccc(CN2Cc3ccc(C)c(OCC3CO3)c(OCC3CO3)c2)c1,O=C(O)CCCCC(=O)NCC1CCC(C(=O)O)CC1,,False,False,False,350.0005798339844
350.0,sample,167,O=C(O)CCCCCOC(=O)CN1CCN(C(=O)CCCC(=O)O,COc1cc(C2)c(CN(Cc2ccc(C)c2OCC2CO2)c(OCC2CO2)c1,,,False,False,False,350.0005798339844
350.0,greedy,168,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCCN(CCC(=O)O)c1,CCCOc1ccc(CNC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,O=C(O)CCN1CCCN(CC(=O)N(CCC(=O)O)CCC(=O)O)C1,CCCOc1ccc(CNC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,True,True,True,349.99981689453125
350.0,sample,168,O=C(O)CCN(CCC(=O)O)C(=O)CN(CCC(=O)NC1CC1,CN(C)COc1ccc(CNC(=O)Cc2ccc(C)c(OCC3CO3)c2)cc(OCCOCC2CO2)c1,,,False,False,False,349.99981689453125
350.0,greedy,169,COc1cc(C)cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1OC,Cc1ccc(CN2CCN(CC(=O)N(CC3CO3)CC3CO3)CC2)nc1,COc1cc(C)cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1OC,Cc1ccc(CN2CCN(CC(=O)N(CC3CO3)CC3CO3)CC2)nc1,True,True,True,349.9997863769531
350.0,sample,169,COc1cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)ccc1OC,CCN1CCN(CCNC(=O)N(CC2CO2)CC2)ccc1OCC1CO1)C1CCCCCC1,COc1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1OC,,False,False,False,349.9997863769531
350.0,greedy,170,O=C(O)C1(C(=O)O)CCCCCCCCC2)c1,c1ccc(Cn2c(=O)n(CC3CO3)c2)nn1,,,False,False,False,349.99969482421875
350.0,sample,170,O=C(O)C1(C(=O)O)CCC1)N(C(=O)O,c1cn(CCc2ccc(OCCC3CC3)cc2)Oc2ccccc2)ccn1C(=O)O,,,False,False,False,349.99969482421875
350.0,greedy,171,CC(C)(C)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nn1,CCN1CCN(C(=O)CN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,CC(C)(C)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nn1,,False,False,False,350.0005187988281
350.0,sample,171,CC(C)Cn1cc(CCNC(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1ccc(C(=O)N2CCN(C(=O)C(CC3CO3)CC3CO3)cc2)CCN(C(=O)CC2CC2)c1,CC(C)Cn1ccc(CCNC(=O)N(CCC(=O)O)CCC(=O)O)c1,,False,False,False,350.0005187988281
350.0,greedy,172,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)C(=O)NCCc1ccccc1,O=C(CCc1ccc(CNCc2ccccc2)cc1)c1ccc(C(=O)Nc2ccc(COCC3CO3)cc2)cc1)c1ccc(,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)C(=O)NCCc1ccccc1,,False,False,False,350.0003356933594
350.0,sample,172,NC(=O)C(=O)NCCCNC(=O)C(=O)C(=O)NCC(=O)Nc1ccc(C(=O)O)oc1,O=C(C=Cc1ccc(Oc2ccc(NCc3ccccc3)ccc3c2OCC2CO2)ccc1OCC1CO1,,,False,False,False,350.0003356933594
350.0,greedy,173,Cc1ccc(C(=O)NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)O,Cc1cc(C)c(CN(C)CCN(C)C(=O)N(CC2CO2)CC2CO2)cc1,Cc1ccc(C(=O)NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1C(=O)O,Cc1ccc(CN(C)CCN(C)C(=O)N(CC2CO2)CC2CO2)c(C)c1,True,True,True,349.99969482421875
350.0,sample,173,Cc1cccc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C(=O)CCC(=O)O,Cc1cc(C(=O)N(CC2CO2)CC2CO2)ccc1CN1CCCCC1,Cc1cccc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C(=O)CCC(=O)O,Cc1cc(C(=O)N(CC2CO2)CC2CO2)ccc1CN1CCCCC1,True,True,True,349.99969482421875
350.0,greedy,174,O=C(COCC1CO1)c1ccc(C(=O)NCc2ccc(COCC3CO3)cc2)cc1COCC1CO1,O=C(CCCC1CCCC1)NCCC1CCCC1)NCC1CO1,O=C(NCc1ccc(COCC2CO2)cc1)c1ccc(C(=O)COCC2CO2)c(COCC2CO2)c1,,False,False,False,349.99969482421875
350.0,sample,174,O=C(O)COc1ccc(CNC(=O)c2ccc(COCC3CO3)cc2c2ccccc2C(=O)O)COCC1,O=C(CCCC1CCN(CCCCC1CO1)CC1CO1)NCc1ccccc1,O=C(O)COC1=CC=C(CNC(=O)c2ccc(COCC3CO3)cc2-c2ccccc2C(=O)O)COCC1,,False,False,False,349.99969482421875
350.0,greedy,175,Cc1ccc(NC(=O)Nc2ccc(C(=O)Nc3ccc(COCC(=O)O)cc3)ccc2NCCC(=O)O)ccc1C,COc1ccc(C(=O)NC(COCC2CO2)C(=O)c2ccc(OCC3CO3)cc2)cc1,,COc1ccc(C(=O)NC(COCC2CO2)C(=O)c2ccc(OCC3CO3)cc2)cc1,False,False,False,350.0003356933594
350.0,sample,175,Cc1cccc(NC(=O)Nc2ccc(C(=O)Nc3ccc(COCC(=O)O)cc(COCC(=O)O)c2)c(C(=O)Nc2,COc1cc(C(=O)NCC2CCCC2)ccc1OCC1CO1)NC(C)C1,,,False,False,False,350.0003356933594
350.0,greedy,176,O=C(O)CCN(CCC(=O)O)C(=O)NCCn1cnc(NCC(=O)O)n1,CN(CCCOCC1CO1)CC1CO1)N1CCCCC1,O=C(O)CCN(CCC(=O)O)C(=O)NCCn1cnc(NCC(=O)O)n1,,False,False,False,350.00030517578125
350.0,sample,176,COCCN(CCN(C)=O)c1ccc(OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN(CCCCOc1ccc(OCC2CO2)cc1OCC1CO1)C1CCCCC1,,CN(CCCCOc1ccc(OCC2CO2)cc1OCC1CO1)C1CCCCC1,False,False,False,350.00030517578125
350.0,greedy,177,Cc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1C,Cc1cc(C)c(CN(C)C(=O)C(CC2CO2)CC2CO2)cc1C,,Cc1cc(C)c(CN(C)C(=O)C(CC2CO2)CC2CO2)cc1C,False,False,False,350.0001220703125
350.0,sample,177,C#Cc1cc(COCC(=O)O)c(C)cc1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)c2CCc2ccccc2C)c1,Cc1cnc(OCC2CO2)c(C)c1NC(=O)CN(C)C)c1ccc(C)c(OCC2CO2)cc1,,,False,False,False,350.0001220703125
350.0,greedy,178,COc1cc(CN(CCC(=O)O)CCC(=O)O)ccc1CN(C)C,O=C(NCc1ccc(OCC2CO2)cc1)N1CCN(Cc2ccccc2OCC2CO2)CC1,COc1cc(CN(CCC(=O)O)CCC(=O)O)ccc1CN(C)C,O=C(NCc1ccc(OCC2CO2)cc1)N1CCN(Cc2ccccc2OCC2CO2)CC1,True,True,True,350.00006103515625
350.0,sample,178,COc1cc(CCC(=O)N(CCC(=O)O)CCOCC(=O)O)ccc1CCC(=O)O,O=C(c1ccccc1OCC1CO1)N1CCC(CNC(=O)c2ccc(OCC3CO3)cc2)CC1,COc1cc(CCC(=O)N(CCOCC(=O)O)CCC(=O)O)ccc1CCC(=O)O,O=C(NCC1CCN(C(=O)c2ccccc2OCC2CO2)CC1)c1ccc(OCC2CO2)cc1,True,True,True,350.00006103515625
350.0,greedy,179,O=C(O)CCN(CCC(=O)O)C(=O)COc1ccc(C2CCCCC2)cc1)C(=O)O,CN(CCc1ccccc1)C(=O)N(CC1CO1)CC1CO1,,CN(CCc1ccccc1)C(=O)N(CC1CO1)CC1CO1,False,False,False,349.9996643066406
350.0,sample,179,O=C(O)CCN(CCC(=O)O)C(=O)Cc1ccc(OC(=O)C2CCC(Cc3ccccc3)CC2)cc1,Cn1cc(CNC(=O)N(CC2CO2)CC2CO2)cc1)NCc1ccccc1,O=C(O)CCN(CCC(=O)O)C(=O)Cc1ccc(OC(=O)C2CCC(Cc3ccccc3)CC2)cc1,,False,False,False,349.9996643066406
350.0,greedy,180,O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc(C(=O)NCc2ccccc2)c1,O=C(NCc1ccc(OCC2CO2)cc1)N1CCN(c2ccccc2)CC1)c1ccc(OCC2CO2)cc1,O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc(C(=O)NCc2ccccc2)c1,,False,False,False,349.9998779296875
