No.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass_max_kPa,Steel_max_kPa,Q,Phase Seperation,Modulus (kPa),Tanδ,XlogP3
G-154,0.1360027324230745,0.5760787538394659,0.09639392267261102,0.09824696492092226,0.0,0.09327762614392625,121.33050247699929,,0.38371229629629616,1.0,5937.0,0.1781,0.5669427000705657
G-155,0.3876382754320898,0.3407972176833833,0.17277529371400627,0.0,0.0,0.09878921317052057,15.682944090587403,55.25831564048124,0.3528936296296296,0.0,15043.0,0.0563,0.40237906556155967
G-156,0.6309308234278235,0.13662087323374614,0.08543541469237108,0.07890616247378018,0.0,0.0681067261722789,37.53715498938429,,1.1910160000000003,1.0,7323.0,0.0125,-0.18739430670984294
G-157,0.6078580100544446,0.10728073566023055,0.07235034510365862,0.0,0.14134279966579474,0.07116810951587152,5.322009907997169,,0.27042162962962957,1.0,6449.0,0.1501,0.22811057786603578
G-158,0.46626929021892155,0.20548036436124478,0.274251059388884,0.0,0.0,0.05399928603094978,4.585987261146497,,0.216,1.0,17276.0,0.0197,0.20895260707210836
G-159,0.32861726998345503,0.42822286143519467,0.08154793047724172,0.0,0.07381190524926409,0.08780003285484443,18.343949044585987,,0.20887970370370365,0.0,12910.0,0.158,0.6709949361197878
G-160,0.34061263720958507,0.5183737552721069,0.06353048088872827,0.0,0.0,0.07748312662957964,12.229299363057326,,0.238328,0.0,4205.0,0.1746,0.6717728905000238
G-161,0.4685729616022154,0.36054520892009984,0.0,0.0,0.0,0.1708818294776847,13.13517338995046,,0.17561600000000005,1.0,12237.0,0.1303,0.3511153608459767
G-162,0.5408159565311154,0.2718028093252027,0.10382117932728582,0.0,0.0,0.08356005481639618,16.475583864118896,,0.2019176296296295,1.0,21833.0,0.0939,0.2451527026420077
G-163,0.10106956619077907,0.41748770523596856,0.20029274912653733,0.20040989910779067,0.0,0.0807400803389243,91.15357395612173,58.31564048124557,0.9032962962962963,1.0,3610.0,0.0773,0.09784490998983127
G-164,0.1318291300177241,0.5795522916729042,0.1177844702812793,0.07684392559088624,0.0,0.09399018243720617,118.895966029724,,0.27042162962962957,1.0,8901.0,0.1739,0.6323488537559534
G-165,0.5655275912572929,0.19628203853970289,0.15776738435980855,0.0,0.0,0.08042298584319564,7.643312101910828,,0.27042162962962957,1.0,12124.0,0.0478,0.13480684392407452
G-166,0.221317709979232,0.40700391622488735,0.08597976124365894,0.0,0.08984585151227459,0.19585276103994728,20.099079971691438,,0.20887970370370365,0.0,15198.0,0.1924,0.6628069865241379
G-167,0.15976980216069409,0.4419800110877564,0.12960504969101153,0.12278073231345744,0.0,0.14586440474708054,97.38145789101203,62.84501061571125,0.4993063703703704,1.0,7008.0,0.1356,0.2819113416340485
G-168,0.2109621697167597,0.4002201405866712,0.21414414007641167,0.0,0.08217385450076159,0.09249969511939582,8.88888888888889,,0.20887970370370376,0.0,16959.0,0.1137,0.7015476593757899
G-169,0.2628950117951479,0.4991987321272498,0.16464691491948594,0.0,0.0,0.07325934115811648,13.531493276716207,,0.20887970370370365,0.0,14216.0,0.0923,0.6860978743015155
G-170,0.5308109599307134,0.30086944231919627,0.0,0.08576000830050318,0.0,0.08255958944958729,65.10969568294409,,0.8130370370370368,1.0,9720.0,0.0571,0.051954371491695406
G-171,0.22478399604804378,0.1856652719505916,0.1052261854096245,0.18866282933766998,0.0,0.2956617172540701,20.38216560509554,,3.285797629629629,1.0,1960.0,0.00737874,-0.3510839228256226
G-172,0.4250004389698795,0.08199564419837216,0.2520798474162552,0.17611111464310453,0.0,0.06481295477238856,7.246992215145081,,1.7862423703703696,1.0,3358.0,0.00830938,-0.42742426187965815
G-173,0.5593263594284578,0.19688469265579872,0.16260773954684574,0.0,0.0,0.0811812083688977,2.6610049539985847,,0.254037037037037,1.0,13068.0,0.0363,0.13819319820303722
G-174,0.6313261233454271,0.15233327338730754,0.0,0.06968846707821404,0.07709262773752161,0.06955950845152956,61.769285208775656,,0.5927039999999999,1.0,6168.0,0.0481,-0.018370660113998117
G-175,0.14490169293881866,0.5972041881923081,0.10814638896591676,0.08747024681390135,0.0,0.062277483089055286,48.35102618542109,,0.3943703703703705,1.0,16381.0,0.2098,0.6369522880822485
G-176,0.2101589951048604,0.18974061634006914,0.10831624998957703,0.19215045507064352,0.0,0.29963368349484987,12.965322009907997,,2.1970000000000005,1.0,3466.0,0.00997024,-0.35038440237610796
G-177,0.0,0.2871786345133568,0.24031058033921487,0.393044152893331,0.0,0.07946663225409732,31.64897381457891,,3.2417919999999985,1.0,2572.0,0.0325,-0.5579703299339459
G-178,0.2605721879300392,0.49371517556211575,0.1741091930397266,0.0,0.0,0.07160344346811835,8.32271762208068,20.495399858457183,0.254037037037037,0.0,10786.0,0.109,0.6808323351495271
G-179,0.5548886084257583,0.19856927535100755,0.1631952219439171,0.0,0.0,0.08334689427931703,5.8881811748053785,15.56970983722576,0.28749600000000003,1.0,11120.0,0.0781,0.14141326500025592
G-180,0.5336866613665922,0.27705674536449004,0.10462298378508265,0.0,0.0,0.0846336094838351,1.1889596602972399,20.89171974522293,0.3629757037037036,1.0,10168.0,0.1349,0.2549836582219226
GPRFR-1,0.0,0.48451258787893264,0.0,0.060700692151103144,0.45478647504419284,0.0,238.20712432177402,,,,,,
GPRFR-2,0.0,0.5301078450090368,0.0,0.0500926869726537,0.3697016062106456,0.050097791441497265,304.60014154281674,,,,,,
GPRFR-3,0.0,0.5706106704507212,0.0,0.14944086180721236,0.20982239211675183,0.0701261674416365,253.19179051663127,,,,,,
GPRFR-4,0.0,0.6796300844191252,0.0,0.23033092595743287,0.0900391617164726,0.0,146.24203821656047,,,,,,
