feature,variance,abs_correlation,dynamic_r2,neighborhood_preservation,pca_score,mutual_info,variance_rank,correlation_rank,dynamic_rank,neighborhood_rank,pca_rank,mi_rank,avg_rank,composite_rank
Int_Med_STAT3_ring,0.002901611,0.06972718602929155,0.007745362803042832,0.006854811431682174,0.02760869,0.034098233653833895,162,129,168,111,148,183,150.16666666666666,165
Int_Med_STAT3_cyto,0.002901611,0.06972718602929155,0.007745362803042832,0.006854811431682174,0.027608693,0.034098233653833895,163,130,169,110,147,184,150.5,166
Int_Med_cJun_cyto,0.0021635897,0.07646195254050184,0.017344789608820244,0.006756155888150282,0.023377033,0.03450840798277874,183,124,128,117,173,180,150.83333333333334,167
Int_MeanEdge_RSK1_cell,0.006122501,0.08233085429987598,0.010533694479949895,0.004119969218518182,0.02730253,0.04642443889531174,96,119,152,239,151,149,151.0,168
Int_Med_cJun_ring,0.0021635897,0.07646195254050184,0.017344789608820244,0.006756155888150282,0.023377035,0.03450840798277874,184,125,129,118,172,181,151.5,169
Int_Med_pp38_cell,0.002262856,0.03641521802474609,0.004879303865560014,0.008439117631359207,0.02482319,0.03746400387801678,178,175,195,29,164,170,151.83333333333334,170
Int_Med_p21_cell,0.0024339939,0.018137720471690842,0.02338688292417801,0.007267830801469993,0.023827342,0.038665420400968244,174,219,107,82,170,169,153.5,171
Int_MeanEdge_cFos_cell,0.0058656624,0.017808524004012404,0.013169463207205356,0.0054218353889649434,0.036019277,0.04453091625724919,102,221,146,197,106,151,153.83333333333334,172
Int_Med_BP1_cell,0.0021089632,0.06241827879306133,0.004879464341562834,0.010083289683730595,0.023893585,0.018797615036578535,187,142,194,2,169,229,153.83333333333334,172
Int_Med_pp21_cell,0.0042251567,0.05042225066681373,0.009370528265401079,0.0053922304122956035,0.031304356,0.04774919792692955,131,153,164,203,128,145,154.0,174
Int_Med_cMyc_cell,0.0014068572,0.07069939021288245,0.019621576082295866,0.007145655140305928,0.01656888,0.03140640667557526,209,128,117,86,198,191,154.83333333333334,175
Int_Med_STAT3_cell,0.002181344,0.06340665275235233,0.006674453618988774,0.007282144309553104,0.025189996,0.028534699777824305,182,141,182,79,159,198,156.83333333333334,176
Int_MeanEdge_Skp2_cell,0.002479093,0.06810382433865425,0.02559901025513922,0.005389032359698916,0.023162106,0.04244420909722917,172,135,101,204,174,157,157.16666666666666,177
Int_Med_pp27_nuc,0.0004638799,0.17315509645725038,0.07391297943119524,0.005128575956337166,0.006473039,0.04633508137146538,241,50,53,213,241,150,158.0,178
Int_Med_GSK3b_cyto,0.0047890595,0.006221189629726844,0.006435273247717865,0.006603602077974402,0.03324039,0.0409311008862586,122,234,185,129,117,165,158.66666666666666,179
Int_Med_GSK3b_ring,0.0047890595,0.006221189629726844,0.006435273247717865,0.006603602077974402,0.033240385,0.0409311008862586,121,233,186,130,118,166,159.0,180
Int_Med_BP1_cyto,0.0014814256,0.06889055952638887,0.00648320631239363,0.009564704853613586,0.019752674,0.017808467838710308,204,133,183,12,187,236,159.16666666666666,181
Int_Med_BP1_ring,0.0014814256,0.06889055952638887,0.00648320631239363,0.009564704853613586,0.019752676,0.017808467838710308,205,134,184,13,186,235,159.5,182
Int_MeanEdge_p53_cell,0.002472249,0.1062230225800354,0.01860363194294057,0.00497550634406819,0.019758454,0.03913363028985639,173,91,122,219,185,167,159.5,182
Int_Med_CDK6_cyto,0.0029507794,0.0667661990022467,0.006863336573997292,0.00638271711499147,0.026134258,0.03247733437633526,158,137,180,146,156,186,160.5,184
Int_Med_CDK6_ring,0.0029507794,0.0667661990022467,0.006863336573997292,0.00638271711499147,0.02613426,0.03247733437633526,159,136,179,147,155,187,160.5,184
Int_Med_pCHK1_cyto,0.0034302005,0.004564932418211405,0.003609263721232936,0.008217807017347156,0.025751553,0.036154141783999366,143,240,212,37,158,174,160.66666666666666,186
Int_Med_pCHK1_ring,0.0034302005,0.004564932418211405,0.003609263721232936,0.008217807017347156,0.025751557,0.036154141783999366,144,239,213,36,157,175,160.66666666666666,186
Int_MeanEdge_p16_cell,0.0058908295,0.03764571967535054,0.003530923645615469,0.00547156908782189,0.027838772,0.04197471482020721,100,172,214,192,144,160,163.66666666666666,188
Int_MeanEdge_pCHK1_cell,0.0011836957,0.09512755422560981,0.02426240960706294,0.005713698493441312,0.014557091,0.03661395373037941,217,105,104,182,206,171,164.16666666666666,189
Int_Med_CDK6_cell,0.0034764097,0.05091298647533606,0.0041803438944258975,0.005864883444216317,0.029029293,0.03518014332299713,142,152,205,175,141,178,165.5,190
Int_MeanEdge_p21_cell,0.003259176,0.09301840008451501,0.019188180389860365,0.0041871226833294665,0.018719396,0.032285776546762096,147,111,120,238,190,188,165.66666666666666,191
Int_Med_DNA_cyto,0.0023605567,0.037675125653207325,0.005375418594993131,0.007016918262871991,0.022360342,0.026545875583304863,176,169,192,95,180,207,169.83333333333334,192
Int_Med_DNA_ring,0.0023605567,0.037675125653207325,0.005375418594993131,0.007016918262871991,0.022360345,0.026545875583304863,175,170,193,96,179,206,169.83333333333334,192
Int_Med_p27_cell,0.0005342423,0.017886569126660166,0.01935185598291378,0.007962037088032333,0.009187999,0.041358773871487196,239,220,118,47,237,162,170.5,194
Int_Med_Fra1_cell,0.0008619117,0.0327358864350453,0.010611383926543927,0.007781093561173868,0.011574271,0.033849871098458634,230,185,151,50,223,185,170.66666666666666,195
Int_MeanEdge_cycA_cell,0.002532339,0.018862544792247034,0.01670382710060625,0.005335467533165378,0.020250544,0.05208349154876438,171,214,132,205,183,121,171.0,196
Int_Med_pp53_cell,0.0022200875,0.008019646491583668,0.003949555107409797,0.00819431460068923,0.024211138,0.02695670466909526,179,230,208,41,168,205,171.83333333333334,197
Int_Med_Skp2_cyto,0.00089741737,0.09832331208112574,0.01015247101209027,0.006460718794023015,0.013706712,0.029176665911490093,227,101,157,138,215,195,172.16666666666666,198
Int_Med_Skp2_ring,0.00089741737,0.09832331208112574,0.01015247101209027,0.006460718794023015,0.013706717,0.029176665911490093,228,102,158,137,214,196,172.5,199
Int_Med_Skp2_cell,0.0011707441,0.055447278044805676,0.0047641839736105585,0.007742407110374511,0.014760949,0.01951013240248908,219,146,196,54,205,226,174.33333333333334,200
Int_Med_p53_ring,0.0015378683,0.029744025231303702,0.004187985141618333,0.007350056217087054,0.018099444,0.02606386649704271,201,189,203,69,192,209,177.16666666666666,201
Int_Med_p53_cyto,0.0015378683,0.029744025231303702,0.004187985141618333,0.007350056217087054,0.01809945,0.02606386649704271,200,188,204,70,191,210,177.16666666666666,201
Int_Med_pp38_cyto,0.0020132216,0.02663051596415907,0.0033892422005461498,0.007077311362972141,0.022976786,0.028426716425617525,188,202,216,91,175,199,178.5,203
Int_Med_RB_cell,0.0016238986,0.029385266750016764,0.001896330413327929,0.008372582445658347,0.015976243,0.020496881186194787,196,190,233,30,200,222,178.5,203
Int_Med_pp38_ring,0.0020132216,0.02663051596415907,0.0033892422005461498,0.007077311362972141,0.022976782,0.028426716425617525,189,203,215,92,176,200,179.16666666666666,206
Int_Med_pp21_cyto,0.004834544,0.007292188087661973,0.005670471307212099,0.004451768834166273,0.030851163,0.03622328458839976,119,232,188,230,133,173,179.16666666666666,206
Int_Med_pp21_ring,0.004834544,0.007292188087661973,0.005670471307212099,0.004451768834166273,0.030851169,0.03622328458839976,120,231,189,231,132,172,179.16666666666666,206
Int_MeanEdge_STAT3_cell,0.003017001,0.08043189877849938,0.009439578697625794,0.004413877218866551,0.018825872,0.022327614939992253,154,121,162,232,189,219,179.5,208
Int_Med_pp53_ring,0.0021244558,0.009265388743881813,0.0037440692997779967,0.0069060208128586785,0.02425261,0.030074742190595003,186,227,210,106,167,192,181.33333333333334,209
Int_Med_pp53_cyto,0.0021244558,0.009265388743881813,0.0037440692997779967,0.0069060208128586785,0.024252616,0.030074742190595003,185,228,211,107,166,193,181.66666666666666,210
Int_MeanEdge_pp27_cell,0.0016143377,0.06901926251723213,0.01730660583338517,0.004754802563853842,0.014362967,0.027589676725321515,197,132,130,224,209,203,182.5,211
Int_Med_p53_cell,0.0015723608,0.011809040403710062,0.002112751139712543,0.007590602770640572,0.019305872,0.02991575900789648,198,225,230,61,188,194,182.66666666666666,212
Int_Med_pRB_ring,0.0005521056,0.03302525847361347,0.007322619599769098,0.0076321007692944755,0.009473148,0.023131218824679833,237,181,170,58,234,216,182.66666666666666,212
Int_Med_pRB_cyto,0.0005521056,0.03302525847361347,0.007322619599769098,0.0076321007692944755,0.009473147,0.023131218824679833,238,182,171,59,235,215,183.33333333333334,214
Int_MeanEdge_BP1_cell,0.0015397753,0.091232993229175,0.010366985104887316,0.0049813739743874595,0.014244209,0.027563494898890706,199,115,156,218,210,204,183.66666666666666,215
Int_Med_cJun_cell,0.0004944567,0.051186020436483105,0.006959947430236757,0.007080581670325626,0.008986771,0.020134989313212497,240,151,177,90,238,223,186.5,216
Int_Med_RB_cyto,0.0011878404,0.032802607940156624,0.002697072561748781,0.0072891010028458565,0.014472737,0.022911720417950365,215,183,223,77,207,217,187.0,217
Int_Med_RB_ring,0.0011878404,0.032802607940156624,0.002697072561748781,0.0072891010028458565,0.014472736,0.022911720417950365,216,184,224,78,208,218,188.0,218
Int_Med_RSK1_nuc,0.0015062366,0.058326766830911134,0.003816333917129433,0.005946999747852171,0.013677411,0.025963612129562132,203,144,209,171,216,211,192.33333333333334,219
Int_MeanEdge_CDK6_cell,0.0018715028,0.06060889858468753,0.006954770728558102,0.004968776500190953,0.013401632,0.024463784388735834,190,143,178,220,217,212,193.33333333333334,220
Int_Med_E2F1_cell,0.0014343453,0.023520290701135257,0.0010890072063441947,0.007593336932117564,0.009302984,0.02356108983648478,206,207,238,60,236,213,193.33333333333334,220
Int_Med_pSTAT3_cell,0.0009922805,0.03992906433508151,0.0031377056608711262,0.006456171189770362,0.01517648,0.021707000045910675,222,166,218,139,204,220,194.83333333333334,222
Int_Med_pSTAT3_cyto,0.0009507202,0.05292388149169687,0.004276375164354862,0.006144492433877686,0.014050834,0.018323012296392154,226,148,200,162,212,232,196.66666666666666,223
Int_Med_pRB_cell,0.0011773119,0.01479060309800596,0.0018944346981046856,0.008176450593743284,0.011224685,0.011487807000343077,218,223,234,42,224,240,196.83333333333334,224
Int_Med_pSTAT3_ring,0.0009507202,0.05292388149169687,0.004276375164354862,0.006144492433877686,0.014050836,0.018323012296392154,225,149,201,163,211,233,197.0,225
Int_Med_RSK1_ring,0.0008467314,0.021624294082558573,0.0029725863698001342,0.007268940996803476,0.013148806,0.01882490143547925,231,210,220,80,218,228,197.83333333333334,226
Int_Med_RSK1_cyto,0.0008467314,0.021624294082558573,0.0029725863698001342,0.007268940996803476,0.013148806,0.01882490143547925,232,211,219,81,219,227,198.16666666666666,227
Int_Med_E2F1_cyto,0.0014078658,0.01858824637322977,0.0006037735921891052,0.007327056132845403,0.0085374275,0.020115763584567112,208,215,240,72,240,224,199.83333333333334,228
Int_Med_E2F1_ring,0.0014078658,0.01858824637322977,0.0006037735921891052,0.007327056132845403,0.0085374275,0.020115763584567112,207,216,239,73,239,225,199.83333333333334,228
Int_Med_DNA_cell,0.0013890185,0.023657585061881016,0.0016928096038305585,0.007132231778978769,0.012535734,0.00915603495104835,211,206,235,89,221,241,200.5,230
Int_Med_RSK1_cell,0.000832669,0.011254772414959978,0.001517834742596147,0.007302494075562838,0.014014551,0.020960098010888526,233,226,236,75,213,221,200.66666666666666,231
Int_MeanEdge_E2F1_cell,0.001831811,0.0010092852561259494,0.00034891334940434504,0.006833869977687762,0.010475986,0.029170564271660038,191,241,241,112,229,197,201.83333333333334,232
Int_Med_cycE_cell,0.0010834554,0.02699999157121777,0.0020507161855505274,0.006920401699000135,0.011041534,0.018220011669053966,221,200,231,104,225,234,202.5,233
Int_MeanEdge_pRSK_cell,0.0029728748,0.02935932825716298,0.0013734178991920976,0.004482022610779928,0.017270207,0.026122919852727976,157,191,237,228,195,208,202.66666666666666,234
Int_MeanEdge_cycE_cell,0.0011013461,0.029277997031358263,0.004192325302397326,0.006015728503886422,0.010328292,0.023384599949822116,220,192,202,168,230,214,204.33333333333334,235
Int_MeanEdge_pSTAT3_cell,0.002791598,0.018573549217106567,0.004284175715425165,0.003620137151776556,0.009729721,0.03443375710413574,166,217,199,241,233,182,206.33333333333334,236
Int_Med_pRSK_ring,0.00080017967,0.029038199680339976,0.0028950539512031526,0.006402210355416836,0.0107970275,0.018409990879155284,234,193,221,144,227,230,208.16666666666666,237
Int_Med_pRSK_cyto,0.00080017967,0.029038199680339976,0.0028950539512031526,0.006402210355416836,0.010797028,0.018409990879155284,235,194,222,145,226,231,208.83333333333334,238
Int_Med_cycE_ring,0.0009724699,0.028890888556767424,0.0023720739790540346,0.006431941115922121,0.009841941,0.015582406832907581,223,195,229,140,232,238,209.5,239
Int_Med_cycE_cyto,0.0009724699,0.028890888556767424,0.0023720739790540346,0.006431941115922121,0.009841942,0.015582406832907581,224,196,228,141,231,239,209.83333333333334,240
Int_Med_pRSK_cell,0.0008737385,0.024204494309063726,0.001977219148763143,0.006059598734355999,0.011678205,0.017060127655989618,229,205,232,167,222,237,215.33333333333334,241
