,mean,std,pseudotime_correlation,pseudotime_pvalue,abs_correlation,rf_importance,mutual_info,rank_corr,rank_rf,rank_mi,composite_rank,composite_score
Int_Med_pRB_cyto,0.016002150503309238,0.02350110766002744,-0.04356812061800693,0.022107447430514553,0.04356812061800693,0.00026876514796017175,0.04194906548827415,166.5,163.0,80.0,136.5,0.007326007326007326
Int_Med_CDK4_ring,0.4010391696482821,0.09603334619939423,0.09777204002492663,2.666714565573622e-07,0.09777204002492663,0.00015541565818942316,0.03421330440369097,102.5,221.0,95.0,139.5,0.007168458781362007
Int_MeanEdge_p53_cell,0.06795705711174371,0.049730748066197254,-0.10892278967789717,9.706563771753172e-09,0.10892278967789717,0.0004260852486126081,0.0,89.0,105.0,225.5,139.83333333333334,0.007151370679380214
Int_Med_p16_cyto,0.16856528147491354,0.07188300155616081,-0.052608624431006105,0.005709891858780153,0.052608624431006105,0.00018630509870518563,0.0514962321141752,151.5,208.0,65.0,141.5,0.007067137809187279
Int_Med_S6_cyto,0.24867051941703502,0.12210422565396378,0.1006626624651082,1.167628954064474e-07,0.1006626624651082,0.00028520410956282675,0.011472669580009587,100.5,153.0,171.0,141.5,0.007067137809187279
Int_Med_Skp2_cell,0.07942890527888717,0.034222278529432826,0.0695322409334745,0.0002571495165999922,0.0695322409334745,0.0002817989986357886,0.01997951641920981,136.0,154.0,135.0,141.66666666666666,0.007058823529411765
Int_MeanEdge_CDK6_cell,0.03365993896329173,0.043268711909499595,-0.060507025585408325,0.0014743959473553214,0.060507025585408325,0.0007340239353922624,0.0,148.0,52.0,225.5,141.83333333333334,0.007050528789659224
Int_MeanEdge_Bcl2_cell,0.08898089008584753,0.0603866586668544,-0.10759328471584197,1.4671972372962965e-08,0.10759328471584197,0.00035106971143169694,0.003504451177711587,91.0,133.0,202.0,142.0,0.007042253521126761
Int_Med_p14ARF_ring,0.15058249255516384,0.08263594038979469,-0.06473063145535236,0.0006687493747554471,0.06473063145535236,0.0003721092430004115,0.012153822518000013,144.5,119.0,165.0,142.83333333333334,0.007001166861143523
Int_Med_E2F1_cyto,0.0673214211386884,0.037528314891221534,0.0301747943416277,0.11305511477998105,0.0301747943416277,0.00035854993104855244,0.029356392718933755,194.5,128.0,108.0,143.5,0.006968641114982578
Int_MeanEdge_CDK4_cell,0.2601850512665374,0.0828431128598519,-0.027615299342721257,0.14701794404983323,0.027615299342721257,0.0005406461784704106,0.01600279796496462,198.0,81.0,152.0,143.66666666666666,0.006960556844547564
Int_Med_Cdh1_cell,0.13332297735594026,0.053926432910968325,-0.009713863922827345,0.610042340462734,0.009713863922827345,0.0002712398860797816,0.07113833297666972,229.0,159.0,44.0,144.0,0.006944444444444444
Int_Med_pRB_ring,0.016002150503309238,0.02350110766002744,-0.04356812061800693,0.022107447430514553,0.04356812061800693,0.00022254460842246532,0.04237287425205949,166.5,187.0,79.0,144.16666666666666,0.006936416184971099
Int_Med_GSK3b_cell,0.17504480038212572,0.09798387343541728,0.027516351924304936,0.14847261010178442,0.027516351924304936,0.00040217203353636483,0.02252054040475393,201.0,109.0,124.0,144.66666666666666,0.0069124423963133645
Int_Med_p16_cell,0.17595338173645733,0.07678136557725795,-0.04082625772918254,0.032003271002057826,0.04082625772918254,0.0002164959005004912,0.0409278065844525,171.0,189.0,83.0,147.66666666666666,0.006772009029345373
Int_MeanEdge_p16_cell,0.09640983345962567,0.07676563197874364,-0.03995076120990072,0.035874433863254646,0.03995076120990072,0.0008048470680654048,0.0,174.0,44.0,225.5,147.83333333333334,0.006764374295377677
Int_Med_DNA_cell,0.011847588325507707,0.037276299779018134,-0.03893044020741335,0.04088287361567108,0.03893044020741335,0.0004552294008569369,0.011661303222092467,176.0,100.0,170.0,148.66666666666666,0.006726457399103139
Int_Med_p14ARF_cell,0.16719828406711698,0.09123873832895592,-0.043988754513478126,0.020853145722472433,0.043988754513478126,0.0003903177111817029,0.011787419471508187,165.0,113.0,169.0,149.0,0.006711409395973154
Int_MeanEdge_E2F1_cell,0.06062916336897065,0.04280745137039637,0.004530157022710417,0.8120011197004989,0.004530157022710417,0.00047555894173831326,0.027430093770175468,239.0,95.0,114.0,149.33333333333334,0.006696428571428571
Int_MeanEdge_pp53_cell,0.11411881469108769,0.10752390321576374,-0.05663507720005739,0.002921634212165272,0.05663507720005739,0.0004268439752926109,0.005021798520637333,149.0,103.0,196.0,149.33333333333334,0.006696428571428571
Int_Med_pRSK_cell,0.05165079323464962,0.029564432981949863,-0.022265273511691122,0.24235335262201282,0.022265273511691122,0.0002705260797773612,0.04244086674134451,211.0,160.0,78.0,149.66666666666666,0.0066815144766146995
Int_Med_DNA_cyto,0.09090678925265763,0.04859442357320532,-0.03997734285236252,0.03575127325784692,0.03997734285236252,0.00021300632183462328,0.035833145420862245,172.5,190.0,90.0,150.83333333333334,0.006629834254143646
Int_MeanEdge_cycE_cell,0.04364486932825404,0.033192534889593985,-0.043171170814340645,0.023350763479751624,0.043171170814340645,0.00064011885951836,0.0,169.0,62.0,225.5,152.16666666666666,0.006571741511500548
Int_Med_Fra1_cyto,0.14705072384683437,0.07044679696187343,-0.045935541625430024,0.015821860920855406,0.045935541625430024,0.00016771613609738073,0.04440733148303888,162.5,217.0,77.0,152.16666666666666,0.006571741511500548
Int_Med_CDK6_cell,0.08156711975670879,0.0589717299092681,-0.05061731705533019,0.007831847171523321,0.05061731705533019,0.00036190938784698233,0.009977103769563733,155.0,126.0,176.0,152.33333333333334,0.006564551422319475
Int_Med_S6_cell,0.21414163580246,0.11536269916135378,0.11562947556690384,1.120228292306676e-09,0.11562947556690384,0.00015840109649997898,0.014627126752018604,82.0,220.0,156.0,152.66666666666666,0.006550218340611354
Int_Med_p27_cell,0.020676331884601454,0.023117824191877762,0.020818146297291132,0.27434080309529835,0.020818146297291132,0.00022528586207852863,0.05443105935750214,212.0,185.0,62.0,153.0,0.006535947712418301
Int_Med_pRSK_cyto,0.04969326818860214,0.028292551950510777,-0.02761430244987504,0.14703254525868042,0.02761430244987504,0.0003093647693127664,0.024127813513959318,199.5,141.0,119.0,153.16666666666666,0.006528835690968444
Int_Med_Cdh1_ring,0.13786260692126598,0.04705224819602578,-0.0195730011692967,0.304077973420263,0.0195730011692967,0.00023980299201889388,0.046810250839482315,214.5,175.0,73.0,154.16666666666666,0.006486486486486487
Int_Med_DNA_ring,0.09090678925265763,0.04859442357320532,-0.03997734285236252,0.03575127325784692,0.03997734285236252,0.00018836256317474463,0.04039617953539576,172.5,206.0,85.0,154.5,0.006472491909385114
Int_Med_AKT_cell,0.1974051267194473,0.09943565013172181,-0.08786243831308733,3.8019038447961978e-06,0.08786243831308733,0.0002519310911877145,0.006879339501436377,117.0,169.0,186.0,157.33333333333334,0.00635593220338983
Int_Med_CDK4_cell,0.29182172092180747,0.07989602336213066,0.10276708364393959,6.307941337166198e-08,0.10276708364393959,0.0002923207646088228,0.0,97.0,150.0,225.5,157.5,0.006349206349206349
Int_Med_p27_cyto,0.06245129014668418,0.035670577185472715,0.048392319287235475,0.01101566774426855,0.048392319287235475,0.0001445295862083135,0.03736279104297946,157.5,229.0,88.0,158.16666666666666,0.006322444678609062
Int_Med_S6_ring,0.24867051941703502,0.12210422565396378,0.1006626624651082,1.167628954064474e-07,0.1006626624651082,0.00016093703362739692,0.013998363676116732,100.5,219.0,158.0,159.16666666666666,0.0062827225130890054
Int_Med_pGSK3b_cell,0.21371827656760994,0.09514019661502221,-0.08607582615286344,5.966003018930126e-06,0.08607582615286344,0.00034916880809521955,0.0,120.0,135.0,225.5,160.16666666666666,0.0062434963579604584
Int_MeanEdge_pRSK_cell,0.08760198131332768,0.05453401506527161,-0.028593440132049334,0.133218355727006,0.028593440132049334,0.00045685944167921875,0.006837039529421496,196.0,99.0,188.0,161.0,0.006211180124223602
Int_Med_Cdt1_cell,0.08148936610478177,0.05391739431180145,0.026721450458842975,0.16056009233091675,0.026721450458842975,0.0002489809075911709,0.02830873134151357,203.0,170.0,111.0,161.33333333333334,0.006198347107438016
Int_Med_p27_ring,0.06245129014668418,0.035670577185472715,0.048392319287235475,0.01101566774426855,0.048392319287235475,0.00012620848409309885,0.03510551360114089,157.5,235.0,92.0,161.5,0.006191950464396285
Int_Med_Bcl2_cell,0.13859489586060153,0.07656964562910913,-0.050013252599680424,0.008602517200901513,0.050013252599680424,0.0001506178914249383,0.030770905162639473,156.0,224.0,105.0,161.66666666666666,0.006185567010309279
Int_Med_CDK6_cyto,0.08206791736324118,0.05433087441281,-0.06815151542207154,0.00034060553647363197,0.06815151542207154,0.00036500750040314057,0.0,138.5,123.0,225.5,162.33333333333334,0.006160164271047227
Int_Med_pp38_cell,0.07781614986863598,0.04757813563223699,0.03655721079281066,0.05486012617083001,0.03655721079281066,0.0003235140595446227,0.010493184677757839,179.0,139.0,174.0,164.0,0.006097560975609756
Int_Med_pSTAT3_cell,0.06417273180773626,0.031506144666524835,-0.046463263380842446,0.014656791734963138,0.046463263380842446,0.00033221575199862284,0.005086616804366173,161.0,137.0,195.0,164.33333333333334,0.006085192697768763
Int_MeanEdge_pSTAT3_cell,0.054437459000069334,0.05284515637495011,-0.015418452101755211,0.41819680227717465,0.015418452101755211,0.0005294487386622238,0.006394531425040206,221.0,84.0,190.0,165.0,0.006060606060606061
Int_Med_p21_cell,0.07845026177848273,0.04934441817597674,-0.017663871307648835,0.3536837746904247,0.017663871307648835,0.0003834970260085301,0.013663223984673678,218.0,117.0,161.0,165.33333333333334,0.006048387096774193
Int_Med_p14ARF_cyto,0.15058249255516384,0.08263594038979469,-0.06473063145535236,0.0006687493747554471,0.06473063145535236,0.0002242525444064728,0.012072977902026771,144.5,186.0,166.0,165.5,0.006042296072507553
Int_Med_p21_cyto,0.14135613288472487,0.06756092431861373,-0.006265396880139332,0.7421923587205437,0.006265396880139332,0.0003561227001110134,0.02001340017405706,233.5,129.0,134.0,165.5,0.006042296072507553
Int_Med_E2F1_ring,0.0673214211386884,0.037528314891221534,0.0301747943416277,0.11305511477998105,0.0301747943416277,0.00023086704377033317,0.022859526498813842,194.5,180.0,123.0,165.83333333333334,0.006030150753768844
Int_Med_p53_ring,0.1022174701336994,0.03922280850228603,-0.03287789216103788,0.08423334440700761,0.03287789216103788,0.00025487657288090836,0.01866961205552098,190.5,168.0,141.0,166.5,0.006006006006006006
Int_Med_RB_ring,0.048411445180781186,0.034471314221900036,-0.033155598706729336,0.08164386910542613,0.033155598706729336,0.00022711382786806092,0.021157099483914088,186.5,184.0,129.0,166.5,0.006006006006006006
Int_Med_ERK_cell,0.2672697407918894,0.10248244311608765,0.10284958736372121,6.155952437707704e-08,0.10284958736372121,0.00014942676733382645,0.007860862819893732,94.0,226.0,183.0,167.66666666666666,0.005964214711729623
Int_Med_pp21_cell,0.15347323960267836,0.06501292026434527,0.051316460555958815,0.00701749899712526,0.051316460555958815,0.0001996826267746321,0.015045404988507816,154.0,196.0,154.0,168.0,0.005952380952380952
Int_Med_pGSK3b_ring,0.24796344724663708,0.1056783851527293,-0.10983459259390066,7.290839967481036e-09,0.10983459259390066,0.00017589335149023025,0.003389881190344113,87.5,214.0,203.0,168.16666666666666,0.005946481665014867
Int_Med_YAP_ring,0.29488480956792046,0.13300480700599226,0.005897220296632176,0.7568493363213356,0.005897220296632176,0.00023087987615228486,0.0329330811614561,235.5,179.0,96.0,170.16666666666666,0.005876591576885407
Int_Med_BP1_ring,0.07406154269742098,0.03849635475033971,-0.07193146329151356,0.00015590367964047686,0.07193146329151356,0.00019849569800700054,0.008395937389676256,132.5,198.0,180.0,170.16666666666666,0.005876591576885407
Int_MeanEdge_cFos_cell,0.1426204223741778,0.07660153000578854,-0.01824170176423944,0.3381573286531202,0.01824170176423944,0.0003805865881385406,0.009544585376213277,216.0,118.0,178.0,170.66666666666666,0.005859375
Int_Med_E2F1_cell,0.07015174115384683,0.037879653394322976,0.03642980035882266,0.0557114067306985,0.03642980035882266,0.0002635548812509825,0.012542444395022834,182.0,166.0,164.0,170.66666666666666,0.005859375
Int_Med_RSK1_ring,0.04287522915797283,0.029103945538329234,-0.025893439627914377,0.17392639722642528,0.025893439627914377,0.0005331666559645261,0.0,204.5,83.0,225.5,171.0,0.005847953216374269
Int_Med_CDK6_ring,0.08206791736324118,0.05433087441281,-0.06815151542207154,0.00034060553647363197,0.06815151542207154,0.0002943476333470533,0.0,138.5,149.0,225.5,171.0,0.005847953216374269
Int_Med_pSTAT3_ring,0.06830198696571953,0.030839362278246244,-0.06056368351239173,0.0014592922159551817,0.06056368351239173,0.00024254335678410157,0.004862372070372878,146.5,173.0,197.0,172.16666666666666,0.005808325266214908
Int_Med_p53_cyto,0.1022174701336994,0.03922280850228603,-0.03287789216103788,0.08423334440700761,0.03287789216103788,0.00019652720784020799,0.0221742446312847,190.5,200.0,126.0,172.16666666666666,0.005808325266214908
Int_Med_Cdt1_ring,0.14271044435658725,0.07394497039828599,0.03320303282715967,0.08120809242535895,0.03320303282715967,0.0002747085759488061,0.00947111116057986,184.5,155.0,179.0,172.83333333333334,0.005785920925747348
Int_Med_p21_ring,0.14135613288472487,0.06756092431861373,-0.006265396880139332,0.7421923587205437,0.006265396880139332,0.00029736733385589376,0.01905337995560874,233.5,146.0,140.0,173.16666666666666,0.00577478344562079
Int_Med_p53_cell,0.08853762866065025,0.0396603016199692,-0.014664099555433633,0.4413345702426565,0.014664099555433633,0.00020800680528537416,0.030879707784944088,223.0,194.0,104.0,173.66666666666666,0.005758157389635317
Int_Med_pp27_ring,0.40414901221412036,0.11676560446142988,0.03217908815240119,0.09104395400703376,0.03217908815240119,0.00012451890822497264,0.034700535739991434,192.5,236.0,93.0,173.83333333333334,0.005752636625119846
Int_Med_pGSK3b_cyto,0.24796344724663708,0.1056783851527293,-0.10983459259390066,7.290839967481036e-09,0.10983459259390066,0.00012227716190924765,0.003927302705706737,87.5,237.0,200.0,174.83333333333334,0.005719733079122974
Int_Med_pRSK_ring,0.04969326818860214,0.028292551950510777,-0.02761430244987504,0.14703254525868042,0.02761430244987504,0.00018951233905728355,0.02317357250350227,199.5,205.0,121.0,175.16666666666666,0.005708848715509039
Int_Med_YAP_cyto,0.29488480956792046,0.13300480700599226,0.005897220296632176,0.7568493363213356,0.005897220296632176,0.00021296454001326523,0.03216378790055607,235.5,191.0,101.0,175.83333333333334,0.005687203791469194
Int_Med_Cdh1_cyto,0.13786260692126598,0.04705224819602578,-0.0195730011692967,0.304077973420263,0.0195730011692967,0.00010877346921099643,0.04570813432223364,214.5,240.0,76.0,176.83333333333334,0.0056550424128180956
Int_Med_RB_cyto,0.048411445180781186,0.034471314221900036,-0.033155598706729336,0.08164386910542613,0.033155598706729336,0.00019562291384947152,0.017106200109495262,186.5,201.0,146.0,177.83333333333334,0.005623242736644799
Int_Med_pRB_cell,0.01249382439060726,0.03431829125124901,-0.0229710400038317,0.2277429093620298,0.0229710400038317,0.00023113466497779,0.01659467184750696,208.0,178.0,148.0,178.0,0.0056179775280898875
Int_Med_pp21_ring,0.15708704157008366,0.06954374607874705,0.007414606044111795,0.697061762607499,0.007414606044111795,0.0002172419453027077,0.02682419527776503,230.5,188.0,116.0,178.16666666666666,0.005612722170252573
Int_Med_bCat_cell,0.24341637863439683,0.08385065774181008,0.03767048468602881,0.04787318890917491,0.03767048468602881,0.0003525752305606907,0.0,178.0,132.0,225.5,178.5,0.0056022408963585435
Int_Med_STAT3_cell,0.07574432861387673,0.04671333267308877,-0.06510720519850266,0.0006218192185481437,0.06510720519850266,0.00025761150400806254,0.0,143.0,167.0,225.5,178.5,0.0056022408963585435
Int_Med_AKT_ring,0.25758842255154507,0.11689494715570362,-0.10277242002462429,6.298001681673355e-08,0.10277242002462429,0.0001737511438046178,0.0,95.5,215.0,225.5,178.66666666666666,0.005597014925373135
Int_Med_STAT3_ring,0.09364784486352487,0.053876260232997686,-0.07269413084463869,0.0001325500330030146,0.07269413084463869,0.00022974006949110014,0.0,129.5,182.0,225.5,179.0,0.00558659217877095
Int_Med_pp27_cyto,0.40414901221412036,0.11676560446142988,0.03217908815240119,0.09104395400703376,0.03217908815240119,0.0001648928320243003,0.021790453450817093,192.5,218.0,127.0,179.16666666666666,0.005581395348837209
Int_Med_BP1_cyto,0.07406154269742098,0.03849635475033971,-0.07193146329151356,0.00015590367964047686,0.07193146329151356,0.0001366400524683204,0.010517935613553853,132.5,233.0,173.0,179.5,0.005571030640668524
Int_Med_pp65_ring,0.0820666570556929,0.04176586515988777,0.08665259590835654,5.163248777639614e-06,0.08665259590835654,0.00017782175491136144,0.001815307110168085,118.5,213.0,207.0,179.5,0.005571030640668524
Int_Med_pSTAT3_cyto,0.06830198696571953,0.030839362278246244,-0.06056368351239173,0.0014592922159551817,0.06056368351239173,0.00018721195437343608,0.006852385243186987,146.5,207.0,187.0,180.16666666666666,0.005550416281221092
Int_Med_Cdt1_cyto,0.14271044435658725,0.07394497039828599,0.03320303282715967,0.08120809242535895,0.03320303282715967,0.0001996313217789097,0.012627185636997496,184.5,197.0,163.0,181.5,0.005509641873278237
Int_Med_pCHK1_cell,0.08417064373241519,0.061153651113043626,0.027417656403066606,0.14993449178018964,0.027417656403066606,0.0002038440759884458,0.01641319582597678,202.0,195.0,149.0,182.0,0.005494505494505495
Int_Med_ERK_ring,0.26968179581313517,0.1003120910707891,0.09491474240601441,5.897961189723077e-07,0.09491474240601441,0.00017004340303539974,0.0,105.5,216.0,225.5,182.33333333333334,0.005484460694698354
Int_Med_GSK3b_cyto,0.132760638205485,0.06921555681769867,0.005559528075555894,0.7703701801212667,0.005559528075555894,0.00027458891833542884,0.01408224027767968,237.5,156.0,157.0,183.5,0.005449591280653951
Int_Med_RB_cell,0.026876920338026147,0.04030499515801884,-0.039798188970704085,0.03658836216297727,0.039798188970704085,0.0002281050257604591,0.005109371955862585,175.0,183.0,193.0,183.66666666666666,0.00544464609800363
Int_Med_RSK1_cyto,0.04287522915797283,0.029103945538329234,-0.025893439627914377,0.17392639722642528,0.025893439627914377,0.00036144247246795084,0.0,204.5,127.0,225.5,185.66666666666666,0.005385996409335727
Int_Med_BP1_cell,0.061346410265859574,0.04593178572818199,-0.07065517553260796,0.00020384160971185377,0.07065517553260796,0.00019792859818412338,0.0,134.0,199.0,225.5,186.16666666666666,0.005371530886302597
Int_Med_bCat_ring,0.24640528570108544,0.07984687157730398,0.022745741916967873,0.23233712775864893,0.022745741916967873,0.00023218091612076862,0.011209561008986846,209.5,177.0,172.0,186.16666666666666,0.005371530886302597
Int_Med_AKT_cyto,0.25758842255154507,0.11689494715570362,-0.10277242002462429,6.298001681673355e-08,0.10277242002462429,0.00011934532656156506,0.0,95.5,238.0,225.5,186.33333333333334,0.005366726296958855
Int_Med_RSK1_cell,0.04073524234376594,0.028861252723732238,-0.015205465413810869,0.42465621625220795,0.015205465413810869,0.0003058635771370102,0.005102434045810789,222.0,143.0,194.0,186.33333333333334,0.005366726296958855
Int_Med_ERK_cyto,0.26968179581313517,0.1003120910707891,0.09491474240601441,5.897961189723077e-07,0.09491474240601441,0.00014404399904105906,0.0,105.5,231.0,225.5,187.33333333333334,0.005338078291814947
Int_Med_STAT3_cyto,0.09364784486352487,0.053876260232997686,-0.07269413084463869,0.0001325500330030146,0.07269413084463869,0.00018478729019866957,0.0,129.5,209.0,225.5,188.0,0.005319148936170213
Int_Med_pp65_cyto,0.0820666570556929,0.04176586515988777,0.08665259590835654,5.163248777639614e-06,0.08665259590835654,0.00015383235040602845,0.0,118.5,222.0,225.5,188.66666666666666,0.00530035335689046
Int_Med_cycE_ring,0.044788526638235286,0.031190040434643348,0.013148963526961708,0.4899541563552642,0.013148963526961708,0.00024180299559318927,0.01181792610553245,224.5,174.0,168.0,188.83333333333334,0.0052956751985878195
Int_Med_p38_cell,0.2457461582517691,0.10846157808717026,-0.012591364689649422,0.5085463669201123,0.012591364689649422,0.00017899560755798078,0.020829037390887706,226.0,212.0,130.0,189.33333333333334,0.00528169014084507
Int_Med_Bcl2_cyto,0.14972454016665676,0.07634779624487058,-0.048374098146173466,0.011045909749528012,0.048374098146173466,0.00018420303867168076,0.0017335380217460283,159.5,210.0,208.0,192.5,0.005194805194805195
Int_Med_pH2AX_cell,0.16776722053338644,0.09539258368382693,0.052289129977113304,0.00601095477381266,0.052289129977113304,0.00012851418038180922,0.0059906302026639935,153.0,234.0,192.0,193.0,0.0051813471502590676
Int_Med_bCat_cyto,0.24640528570108544,0.07984687157730398,0.022745741916967873,0.23233712775864893,0.022745741916967873,0.0002645056995753327,0.0024313982172783355,209.5,165.0,206.0,193.5,0.00516795865633075
Int_Med_pp53_cell,0.08102757765682993,0.04712633625309638,0.007105043037335449,0.7091213625135157,0.007105043037335449,0.0002911780898732937,0.004205528760938826,232.0,151.0,199.0,194.0,0.005154639175257732
Int_Med_YAP_cell,0.21191476658763025,0.10495374382420773,0.018185621209016796,0.33964476912153396,0.018185621209016796,0.0002462072049785497,0.004280155404615016,217.0,171.0,198.0,195.33333333333334,0.005119453924914676
Int_Med_cycE_cell,0.045759094596621704,0.0329218634726292,0.01643855843020319,0.38807051464712483,0.01643855843020319,0.00030690274647986074,0.0,220.0,142.0,225.5,195.83333333333334,0.005106382978723404
Int_Med_pp38_ring,0.08521986586872479,0.044877114542916985,0.025031815558713044,0.18869956488965645,0.025031815558713044,0.00027237017727790516,0.0,206.5,157.0,225.5,196.33333333333334,0.005093378607809847
Int_Med_pp21_cyto,0.15708704157008366,0.06954374607874705,0.007414606044111795,0.697061762607499,0.007414606044111795,0.00014945467783377854,0.019385413389952255,230.5,225.0,137.0,197.5,0.005063291139240506
Int_Med_GSK3b_ring,0.132760638205485,0.06921555681769867,0.005559528075555894,0.7703701801212667,0.005559528075555894,0.00019426337271697552,0.013900566528094238,237.5,202.0,159.0,199.5,0.005012531328320802
Int_Med_pCHK1_ring,0.0913616285996762,0.05857865620870407,0.004097250303306887,0.8296766452982407,0.004097250303306887,0.00014546439552573146,0.020529695991461594,240.5,228.0,131.0,199.83333333333334,0.0050041701417848205
Int_Med_cycE_cyto,0.044788526638235286,0.031190040434643348,0.013148963526961708,0.4899541563552642,0.013148963526961708,0.00018992109316054464,0.00973435289056468,224.5,204.0,177.0,201.83333333333334,0.00495458298926507
Int_Med_pCHK1_cyto,0.0913616285996762,0.05857865620870407,0.004097250303306887,0.8296766452982407,0.004097250303306887,0.00014572069609530987,0.017185535211222458,240.5,227.0,145.0,204.16666666666666,0.00489795918367347
Int_Med_Bcl2_ring,0.14972454016665676,0.07634779624487058,-0.048374098146173466,0.011045909749528012,0.048374098146173466,0.00014430324751018737,0.0,159.5,230.0,225.5,205.0,0.004878048780487805
Int_Med_pH2AX_ring,0.16966955560040445,0.08589224436441063,0.033072524669093946,0.08241163657086209,0.033072524669093946,0.00019351334044032402,0.0,188.5,203.0,225.5,205.66666666666666,0.004862236628849271
Int_Med_p38_cyto,0.3221428526877927,0.13140947983012652,-0.036537413124402174,0.05499168663333928,0.036537413124402174,0.00018264493338133818,0.0,180.5,211.0,225.5,205.66666666666666,0.004862236628849271
Int_Med_pp38_cyto,0.08521986586872479,0.044877114542916985,0.025031815558713044,0.18869956488965645,0.025031815558713044,0.0002101671894181408,0.0,206.5,192.0,225.5,208.0,0.004807692307692308
Int_Med_pp53_ring,0.08726985714181106,0.04610018001152025,-0.01138058009576823,0.5501556495783567,0.01138058009576823,0.00020820607513048344,0.0,227.5,193.0,225.5,215.33333333333334,0.0046439628482972135
Int_Med_p38_ring,0.3221428526877927,0.13140947983012652,-0.036537413124402174,0.05499168663333928,0.036537413124402174,9.466314649821204e-05,0.0,180.5,241.0,225.5,215.66666666666666,0.004636785162287481
Int_Med_pH2AX_cyto,0.16966955560040445,0.08589224436441063,0.033072524669093946,0.08241163657086209,0.033072524669093946,0.00011915843318008346,0.0,188.5,239.0,225.5,217.66666666666666,0.004594180704441042
Int_Med_pp53_cyto,0.08726985714181106,0.04610018001152025,-0.01138058009576823,0.5501556495783567,0.01138058009576823,0.00014251422426997878,0.0,227.5,232.0,225.5,228.33333333333334,0.00437956204379562
