feature,protein,compartment,measurement,spearman_corr,spearman_pval,pearson_corr,pearson_pval,mi_score,f_statistic,dynamic_range,dynamics_score
Int_Med_ERK_cyto,ERK,cyto,Int_Med,0.07848939123929342,3.671301330137678e-05,0.0949147428974209,5.897960395940465e-07,0.0,5.709424,0.85555476,0.05898458642969988
Int_Med_cMyc_cell,cMyc,cell,Int_Med,0.0445129865216665,0.019377045235237693,0.07069938916681259,0.00020197174925739843,0.009751111488202291,3.3627417,1.7096081,0.05787210735306193
Int_MeanEdge_pp53_cell,pp53,cell,Int_MeanEdge,-0.11851613260173162,4.2543630560530483e-10,-0.056635075918345504,0.0029216348547782245,0.006483610484885993,2.0619552,0.27723676,0.05696407603414404
Int_MeanEdge_CDK6_cell,CDK6,cell,Int_MeanEdge,-0.10719738920254983,1.6576918229722453e-08,-0.06060889837757025,0.0014473413369140008,0.009431605164002654,2.6413581,0.33157742,0.056481289778176465
Int_Med_pGSK3b_cell,pGSK3b,cell,Int_Med,-0.0889384021762424,2.88626425412239e-06,-0.08607582676492585,5.966002106877966e-06,0.0,5.4522433,0.5626671,0.05635111686822572
Int_Med_AKT_cell,AKT,cell,Int_Med,-0.07227270445232711,0.00014501271577595774,-0.08786243930135164,3.8019028881074324e-06,0.00694023781032449,4.4163346,0.7551601,0.05628377286921641
Int_MeanEdge_BP1_cell,BP1,cell,Int_MeanEdge,-0.08976532499241018,2.3304425180175434e-06,-0.09123299309561905,1.586956403384968e-06,0.00355368661615163,4.044829,0.32150066,0.05474528914440421
Int_MeanEdge_STAT3_cell,STAT3,cell,Int_MeanEdge,-0.0901483593492867,2.1092766805510864e-06,-0.08043189900285588,2.3398213467637245e-05,0.009636424792206277,3.3719423,0.27707323,0.0544256292005109
Int_Med_cJun_cell,cJun,cell,Int_Med,-0.07105082382683355,0.00018767163276952082,-0.05118602067024007,0.007163405570574759,0.02935584575453465,2.940306,0.32477555,0.051690991215721314
Int_Med_pp65_cyto,pp65,cyto,Int_Med,0.04625381596583965,0.01510982894117735,0.0947581313725431,6.156236221990407e-07,0.004155443904897638,2.8849182,1.090188,0.05124475180860936
Int_Med_pp65_ring,pp65,ring,Int_Med,0.04625381596583965,0.01510982894117735,0.0947581313725431,6.156236221990407e-07,0.004150525610273625,2.8849182,1.090188,0.05124247467050972
Int_Med_pp65_cell,pp65,cell,Int_Med,0.051860092169872266,0.0064377136507965,0.07819923241399057,3.9234212911758805e-05,0.013576413433650458,2.8680992,0.8551963,0.050829097757779385
Int_Med_pRB_cyto,pRB,cyto,Int_Med,-0.07797778424554547,4.1267982000424e-05,-0.03302525864680568,0.0828510722481465,0.027719826377203383,1.7315606,0.45919493,0.05077875627792222
Int_Med_pRB_ring,pRB,ring,Int_Med,-0.07797778424554547,4.1267982000424e-05,-0.03302525864680568,0.0828510722481465,0.026067545131383874,1.7315606,0.45919493,0.05001376091594981
Int_Med_pH2AX_cell,pH2AX,cell,Int_Med,0.0657626283914205,0.0005473682304016669,0.05228912977801219,0.006010954965799379,0.015060684287025339,1.7268139,0.83457434,0.0500053848564661
Int_MeanEdge_pSTAT3_cell,pSTAT3,cell,Int_MeanEdge,-0.0851007512885164,7.601401955993951e-06,-0.018573549664922834,0.3294413702427677,0.017190862007198326,1.9892045,0.7122587,0.0493532512006001
Int_Med_BP1_cyto,BP1,cyto,Int_Med,-0.06471022969012238,0.0006713836010972673,-0.06889055931420475,0.0002932158979835332,0.011269971729966244,3.0371683,0.6195011,0.04899790324108336
Int_Med_STAT3_cyto,STAT3,cyto,Int_Med,-0.07173629666069929,0.00016247378804710836,-0.06972718650876977,0.0002470441101118565,0.0,3.5840788,0.6971556,0.04786538782919009
Int_Med_STAT3_ring,STAT3,ring,Int_Med,-0.07173629666069929,0.00016247378804710836,-0.06972718650876977,0.0002470441101118565,0.0,3.5840788,0.6971556,0.04786538782919009
Int_Med_BP1_ring,BP1,ring,Int_Med,-0.06471022969012238,0.0006713836010972673,-0.06889055931420475,0.0002932158979835332,0.008728538626511906,3.0371683,0.6195011,0.047821236410406226
Int_Med_p27_cyto,p27,cyto,Int_Med,-0.025685647733713974,0.17740758050231206,0.04345668465216186,0.022450536572928555,0.02601967634829805,10.41537,0.9058286,0.04718018639040061
Int_Med_p27_ring,p27,ring,Int_Med,-0.025685647733713974,0.17740758050231206,0.04345668465216186,0.022450536572928555,0.02585076265993802,10.41537,0.9058286,0.04710198046238683
Int_MeanEdge_Skp2_cell,Skp2,cell,Int_MeanEdge,-0.052183797555815564,0.0061132994721269165,-0.0681038246704607,0.0003438973025165575,0.015872955749079765,6.0132985,0.4623106,0.04663194807378589
Int_Med_p16_cyto,p16,cyto,Int_Med,-0.05991985797997554,0.0016396220915194323,-0.04903570687701666,0.00999387840296819,0.025951352206345923,2.3981557,0.3781352,0.04628391669731753
Int_Med_p16_ring,p16,ring,Int_Med,-0.05991985797997554,0.0016396220915194323,-0.04903570687701666,0.00999387840296819,0.02400767889843891,2.3981557,0.3781352,0.045384008724930563
Int_Med_STAT3_cell,STAT3,cell,Int_Med,-0.056873499520277905,0.0028043024130417716,-0.06340665434611012,0.0008611472336261887,0.004932712574823306,3.1628356,0.74404657,0.04422573112609304
Int_Med_RB_cyto,RB,cyto,Int_Med,-0.07580263457210897,6.732288880990034e-05,-0.0328026072936912,0.08494666929017575,0.007622394363943741,1.5334013,0.5884068,0.04242249057056245
Int_Med_p14ARF_cell,p14ARF,cell,Int_Med,-0.07950769083552546,2.902771157899545e-05,-0.043988752856187155,0.020853150539670323,0.0035044313370011793,2.0188894,0.4264043,0.04197776956527776
Int_Med_RB_ring,RB,ring,Int_Med,-0.07580263457210897,6.732288880990034e-05,-0.0328026072936912,0.08494666929017575,0.006591560572617894,1.5334013,0.5884068,0.041945221297353716
Int_Med_pp38_cell,pp38,cell,Int_Med,0.04607951551245458,0.015496193638031529,0.03641521720688023,0.05580954040978017,0.023298449678660127,1.2066782,0.68379503,0.04143353745947458
Int_Med_CDK6_cyto,CDK6,cyto,Int_Med,-0.0484252437261092,0.010961208785247534,-0.06676620034721148,0.00044928680458160443,0.008731498956504602,4.1900196,0.528242,0.04139588144973757
Int_Med_CDK6_ring,CDK6,ring,Int_Med,-0.0484252437261092,0.010961208785247534,-0.06676620034721148,0.00044928680458160443,0.008240453991850138,4.1900196,0.528242,0.04116853085707606
Int_Med_pSTAT3_cyto,pSTAT3,cyto,Int_Med,-0.0590357736561028,0.001920722222740578,-0.05292388051357741,0.0054262144917291855,0.005771285640953749,1.8203514,0.54223734,0.039362718906775854
Int_Med_pSTAT3_ring,pSTAT3,ring,Int_Med,-0.0590357736561028,0.001920722222740578,-0.05292388051357741,0.0054262144917291855,0.005753306415149595,1.8203514,0.54223734,0.03935439464334502
Int_MeanEdge_cycA_cell,cycA,cell,Int_MeanEdge,0.03378840063731623,0.07598409485079195,0.018862545413406203,0.321970505443537,0.03974129374177693,3.8089476,0.32991615,0.0381986088297326
Int_Med_bCat_cell,bCat,cell,Int_Med,0.03179761300010028,0.09494456506492485,0.0376704858468871,0.047873182032908274,0.004197647231041657,2.4486308,1.3109245,0.03801660100351473
Int_Med_S6_nuc,S6,nuc,Int_Med,0.07103784385741135,0.0001881824299562512,0.03803779810134452,0.045738569863997824,0.008964692045385192,1.0989243,0.25144678,0.03723438033411864
Int_Med_BP1_cell,BP1,cell,Int_Med,-0.04571271175415493,0.01633776338537264,-0.06241827839677665,0.0010369416872155939,0.007303157679067418,2.6797888,0.48611313,0.03722942045474832
Int_Med_p27_cell,p27,cell,Int_Med,-0.024158415798324062,0.2045982211526246,0.017886569083731027,0.3476472696866623,0.030326726900279155,5.317022,0.69470197,0.03679213011076085
Int_MeanEdge_p16_cell,p16,cell,Int_MeanEdge,-0.055480953598460246,0.003555431921395588,-0.03764571880075381,0.04802007690194922,0.01488039509500183,1.4176263,0.36688694,0.036522528393547846
Int_Med_pp27_ring,pp27,ring,Int_Med,0.02034600823852023,0.2853741783675276,0.032179086780302006,0.0910439678016361,0.021051814292213145,3.9293575,0.9359899,0.0364930391258623
Int_Med_pp27_cyto,pp27,cyto,Int_Med,0.02034600823852023,0.2853741783675276,0.032179086780302006,0.0910439678016361,0.021016824964562808,3.9293575,0.9359899,0.0364768392970264
Int_Med_pRB_cell,pRB,cell,Int_Med,-0.05814899491813319,0.0022465093736757855,-0.01479060426725681,0.43740399578395767,0.027318444150720822,1.0031348,0.23456605,0.036466099125867756
Int_Med_pCHK1_cell,pCHK1,cell,Int_Med,0.050714029650198375,0.007714373512174269,0.0267813915078561,0.15962346622733414,0.012362793777817238,1.6428142,0.6607624,0.0360395665156335
Int_MeanEdge_CDK4_cell,CDK4,cell,Int_MeanEdge,-0.025407566050300624,0.1821471380028191,-0.027615298683173226,0.14701795370968032,0.008896283574032715,3.3683815,1.2525642,0.035875413547721474
Int_MeanEdge_cycE_cell,cycE,cell,Int_MeanEdge,-0.06677828053949578,0.00044821292876627864,-0.029277995733261866,0.12417236503659376,0.0,2.2656455,0.42744052,0.033334949358087305
Int_Med_p21_cyto,p21,cyto,Int_Med,-0.04899299173364124,0.010059004507090534,-0.005693322500520525,0.7650045878886654,0.006234192389767301,5.986355,0.7586383,0.03310547856979827
Int_Med_p21_ring,p21,ring,Int_Med,-0.04899299173364124,0.010059004507090534,-0.005693322500520525,0.7650045878886654,0.004377427733251338,5.986355,0.7586383,0.032245808732049505
Int_Med_pp21_cell,pp21,cell,Int_Med,0.0350453150133394,0.06569078164684547,0.050422250805883584,0.008073672657686761,0.011737511118527166,2.9845548,0.39654496,0.03222246322817059
Int_Med_RB_cell,RB,cell,Int_Med,-0.06324483684459589,0.0008878957597955434,-0.02938526711392585,0.12279930643209647,0.0039305969492655635,1.1193281,0.30708015,0.03137812675617061
Int_Med_p16_cell,p16,cell,Int_Med,-0.04706970134742349,0.0134118455124005,-0.038809948772572024,0.04151168007361987,0.007418519698480175,2.1154647,0.39474428,0.03135856385737836
Int_Med_Cdt1_ring,Cdt1,ring,Int_Med,-0.03169742840929819,0.09599084290325623,0.03360525575217467,0.07758823916381866,0.011871732593164097,4.5696526,0.5343014,0.031015403384630134
Int_Med_DNA_ring,DNA,ring,Int_Med,-0.04945690942483249,0.009371512448478685,-0.037675125777605414,0.047845704340716264,0.005742225990195138,2.4165432,0.3458227,0.03068216111631266
Int_Med_Cdt1_cyto,Cdt1,cyto,Int_Med,-0.03169742840929819,0.09599084290325623,0.03360525575217467,0.07758823916381866,0.010180309816396615,4.5696526,0.5343014,0.030232285750973375
Int_Med_DNA_cyto,DNA,cyto,Int_Med,-0.04945690942483249,0.009371512448478685,-0.037675125777605414,0.047845704340716264,0.0028743080651434383,2.4165432,0.3458227,0.029354333958113626
Int_Med_E2F1_cell,E2F1,cell,Int_Med,0.04396401281832011,0.020925169771521784,0.02352029277944275,0.21681479119891714,0.013340742232132108,1.2618021,0.38587913,0.02927995800255891
Int_Med_p38_cyto,p38,cyto,Int_Med,-0.036855516536157346,0.05290935904923344,-0.036537412302337514,0.05499169210161966,0.0,4.10082,0.61268103,0.028641046581828696
Int_Med_p38_ring,p38,ring,Int_Med,-0.036855516536157346,0.05290935904923344,-0.036537412302337514,0.05499169210161966,0.0,4.10082,0.61268103,0.028641046581828696
Int_Med_pH2AX_cyto,pH2AX,cyto,Int_Med,0.02813812094666046,0.1395119529342069,0.03335731276964604,0.0798037583685116,0.0038159542078375353,1.4268268,0.8377272,0.02811476822538541
Int_Med_YAP_cell,YAP,cell,Int_Med,0.025633598053227194,0.17828764833890196,0.018185619930272793,0.33964480308575973,0.01924684847296021,1.3289577,0.6105017,0.028050694047432913
Int_Med_E2F1_cyto,E2F1,cyto,Int_Med,0.028438183784505227,0.13533921440316354,0.018588247107863932,0.32905873697398513,0.025517776458260144,0.9588499,0.34619823,0.027870971797240376
Int_Med_E2F1_ring,E2F1,ring,Int_Med,0.028438183784505227,0.13533921440316354,0.018588247107863932,0.32905873697398513,0.025301884499066674,0.9588499,0.34619823,0.027771015238459595
Int_Med_pH2AX_ring,pH2AX,ring,Int_Med,0.02813812094666046,0.1395119529342069,0.03335731276964604,0.0798037583685116,0.0025325442483188354,1.4268268,0.8377272,0.027520557845630095
Int_Med_p21_cell,p21,cell,Int_Med,-0.037143232133353896,0.05108307171127235,-0.018137720533620477,0.34091856746889637,0.0006353550492326221,5.6891537,0.6073394,0.026512891848895364
Int_Med_CDK6_cell,CDK6,cell,Int_Med,-0.024208970597518368,0.20365220723628358,-0.050912984767567435,0.007477659565980451,0.004514735789579838,3.297531,0.44883525,0.026283296689420584
Int_Med_pSTAT3_cell,pSTAT3,cell,Int_Med,-0.02975553623307318,0.1181508308059664,-0.03992906425455808,0.03597523014329404,0.004083048977163273,1.3231621,0.5417264,0.025700561269852252
Int_Med_bCat_cyto,bCat,cyto,Int_Med,-0.0029269861185564636,0.8778667306384798,0.02274574195751836,0.23233712692588168,0.0,2.2891793,1.3091946,0.02318440560670624
Int_Med_bCat_ring,bCat,ring,Int_Med,-0.0029269861185564636,0.8778667306384798,0.02274574195751836,0.23233712692588168,0.0,2.2891793,1.3091946,0.02318440560670624
Int_Med_GSK3b_ring,GSK3b,ring,Int_Med,-0.02171518649091654,0.2541890578934406,0.006221189187457096,0.7439474419767989,0.008255652722078288,2.285496,0.79071265,0.02260502747116148
Int_Med_GSK3b_cyto,GSK3b,cyto,Int_Med,-0.02171518649091654,0.2541890578934406,0.006221189187457096,0.7439474419767989,0.007534825346148466,2.285496,0.79071265,0.022271289131660113
Int_Med_pp53_cyto,pp53,cyto,Int_Med,-0.019313854239664852,0.3105264851891388,-0.009265387898621268,0.6266372527489569,0.005731520622064501,1.1838474,0.8673632,0.021518478997413007
Int_Med_pp53_ring,pp53,ring,Int_Med,-0.019313854239664852,0.3105264851891388,-0.009265387898621268,0.6266372527489569,0.005549590417233574,1.1838474,0.8673632,0.021434246507786633
Int_Med_pp53_cell,pp53,cell,Int_Med,0.014484472811277701,0.4469502677846019,0.008019647629921288,0.6737131909299195,0.010853326022670196,0.98224175,0.8159131,0.021106742042274043
Int_Med_YAP_ring,YAP,ring,Int_Med,0.017320961051890734,0.3631074033354365,0.005897219626310733,0.7568493630881458,0.014457100653919142,1.9712751,0.5939209,0.020826318763210963
Int_Med_YAP_cyto,YAP,cyto,Int_Med,0.017320961051890734,0.3631074033354365,0.005897219626310733,0.7568493630881458,0.014447447737830466,1.9712751,0.5939209,0.020821849526477792
Int_Med_GSK3b_cell,GSK3b,cell,Int_Med,0.002208635052129933,0.907685240937194,0.02751635273576028,0.148472598127366,0.010253332239176238,2.3876038,0.7634308,0.020764733789595705
Int_Med_p53_ring,p53,ring,Int_Med,-0.023092906349823264,0.22528498108776351,-0.029744024268917243,0.11829324770209465,0.0,1.543683,0.5996612,0.020548969301688452
Int_Med_p53_cyto,p53,cyto,Int_Med,-0.023092906349823264,0.22528498108776351,-0.029744024268917243,0.11829324770209465,0.0,1.543683,0.5996612,0.020548969301688452
Int_Med_pCHK1_cyto,pCHK1,cyto,Int_Med,0.01866619100179283,0.32703435900176364,0.004564931681108628,0.8105852931930021,0.01211901129103854,1.3525949,0.66194135,0.02047058554770376
Int_Med_p38_cell,p38,cell,Int_Med,-0.015064807256720804,0.42895383149427513,-0.012591366340864133,0.5085463113209131,0.008140534217024431,3.7272053,0.6336743,0.02032646260284931
Int_Med_pCHK1_ring,pCHK1,ring,Int_Med,0.01866619100179283,0.32703435900176364,0.004564931681108628,0.8105852931930021,0.010593001436783211,1.3525949,0.66194135,0.019764053010471877
Int_Med_Cdt1_cell,Cdt1,cell,Int_Med,-0.021134028369449515,0.26712368961205135,0.025524253288092356,0.18014704343539858,0.0,3.9446554,0.4936816,0.019287961414848814
Int_Med_Bcl2_cyto,Bcl2,cyto,Int_Med,-0.023220854545899543,0.22272482558338122,-0.048374099471066745,0.01104590754789775,0.0,1.6574897,0.24913763,0.0192431466086403
Int_Med_Bcl2_ring,Bcl2,ring,Int_Med,-0.023220854545899543,0.22272482558338122,-0.048374099471066745,0.01104590754789775,0.0,1.6574897,0.24913763,0.0192431466086403
Int_Med_DNA_cell,DNA,cell,Int_Med,-0.028943728751336665,0.12852779081424506,-0.02365758610214262,0.2141430618410216,0.00950869642889085,1.3575221,0.14161822,0.018947993801173513
Int_MeanEdge_cFos_cell,cFos,cell,Int_MeanEdge,-0.02744291432543554,0.14955932987504786,-0.017808524647464703,0.34975526710619353,0.0,3.2189744,0.44822308,0.01871846878598301
Int_Med_p53_cell,p53,cell,Int_Med,0.009913395457826062,0.6027223348231684,-0.011809040046233935,0.5352417615184742,0.014051584847535992,0.8628447,0.5733705,0.018164926063105245
Int_Med_pp38_ring,pp38,ring,Int_Med,0.01195164677237723,0.5303234585536456,0.026630516715086223,0.16198892080769617,0.0012974450221232559,0.9584332,0.72141796,0.018088403897688538
Int_Med_pRSK_cyto,pRSK,cyto,Int_Med,-0.004077172202488541,0.8304985998492903,-0.029038199574279746,0.12728499717596944,0.0198434960383711,1.1689996,0.24112079,0.017646128821525008
Int_Med_pp38_cyto,pp38,cyto,Int_Med,0.01195164677237723,0.5303234585536456,0.026630516715086223,0.16198892080769617,0.0003180564696068089,0.9584332,0.72141796,0.01763495343207344
Int_Med_pRSK_ring,pRSK,ring,Int_Med,-0.004077172202488541,0.8304985998492903,-0.029038199574279746,0.12728499717596944,0.019437863280962198,1.1689996,0.24112079,0.01745832351969337
Int_Med_Bcl2_cell,Bcl2,cell,Int_Med,-0.0168932715547858,0.37507875195112367,-0.04984926466808101,0.00882310650774044,0.0,1.7940226,0.23341563,0.01725492220033643
Int_Med_RSK1_cyto,RSK1,cyto,Int_Med,-0.02011618487608783,0.290851965938706,-0.02162429489398594,0.2561827426833368,0.0,1.2924783,0.44816974,0.015553597468368704
Int_Med_RSK1_ring,RSK1,ring,Int_Med,-0.02011618487608783,0.290851965938706,-0.02162429489398594,0.2561827426833368,0.0,1.2924783,0.44816974,0.015553597468368704
Int_Med_pp21_ring,pp21,ring,Int_Med,-0.01572091851764839,0.40912372606039865,0.0072921871314937025,0.7018218808198529,0.009505129113350996,2.1737385,0.39573967,0.015532871634740783
Int_Med_pRSK_cell,pRSK,cell,Int_Med,-0.001206207317802089,0.9495046989475608,-0.024204493932651998,0.20373584882821907,0.02078052710764222,0.8590028,0.2046221,0.015394475688670368
Int_Med_pp21_cyto,pp21,cyto,Int_Med,-0.01572091851764839,0.40912372606039865,0.0072921871314937025,0.7018218808198529,0.006780129727540718,2.1737385,0.39573967,0.014271214821291582
Int_Med_cycE_cyto,cycE,cyto,Int_Med,-0.007390527993064244,0.6979970758459139,0.02889088875317547,0.12922701670995765,0.0,1.8269194,0.40428627,0.012413928135046158
Int_Med_cycE_ring,cycE,ring,Int_Med,-0.007390527993064244,0.6979970758459139,0.02889088875317547,0.12922701670995765,0.0,1.8269194,0.40428627,0.012413928135046158
Int_MeanEdge_pRSK_cell,pRSK,cell,Int_MeanEdge,-0.006487175609937316,0.7334079285004875,-0.029359328261727487,0.12313022857228902,0.004549688970830523,0.9920761,0.25166446,0.011469891391888299
Int_Med_cycE_cell,cycE,cell,Int_Med,-0.002652896986770219,0.8892260059517697,0.026999991366908976,0.15624265083989675,0.0,1.6948365,0.37441015,0.009900191218082988
Int_MeanEdge_E2F1_cell,E2F1,cell,Int_MeanEdge,-0.011847915902740426,0.5338987134618501,-0.001009285500907658,0.9577399504715944,0.002107343233223702,1.2275794,0.4220416,0.009239499607330288
Int_Med_RSK1_cell,RSK1,cell,Int_Med,0.0004180954171696553,0.9824870376696616,-0.011254773257242461,0.5545732798483353,0.0,0.81769776,0.42954153,0.006198976974272057
