N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment_type
40,18,3,0.2906031227344448,0.22388977720635014,20,20,N40_verification
40,18,22,0.7491203139961224,0.3358530650151628,20,20,N40_verification
40,18,29,-0.07160128716914083,0.21331626140245474,20,20,N40_verification
40,18,8,0.5576426819968279,0.2941672302647905,20,20,N40_verification
40,18,13,0.0012197894480605598,0.28543393717943333,20,20,N40_verification
40,18,38,-0.26032747889459673,0.13942816389284776,20,20,N40_verification
40,18,49,0.39902089113106687,0.2590663402523183,20,20,N40_verification
40,20,10,0.2597154665254595,0.29865310846322934,20,20,N40_verification
40,20,36,0.09398456671304922,0.17885664072416607,20,20,N40_verification
40,20,6,0.8051156915236564,0.33217262926876284,20,20,N40_verification
40,20,26,0.19440767526830172,0.21393983177732145,20,20,N40_verification
40,20,45,-0.21477823575383004,0.17481206160688112,20,20,N40_verification
40,20,29,0.25028606510168006,0.2550586053008616,20,20,N40_verification
40,20,20,0.14790954694142133,0.17852470088457134,20,20,N40_verification
40,20,13,0.20515015857965957,0.2736326716974537,20,20,N40_verification
40,20,19,0.33287014708068186,0.2841835981049086,20,20,N40_verification
40,20,35,0.2398543186357791,0.22334288795715662,20,20,N40_verification
40,20,50,0.2403631882425552,0.2583181674986175,20,20,N40_verification
40,20,42,0.5811564420908637,0.31795773746853023,20,20,N40_verification
40,20,30,0.43588412706518187,0.2709968787943153,20,20,N40_verification
40,20,18,0.8646494635288282,0.4657732679125441,20,20,N40_verification
40,20,40,0.04425123811786591,0.1943467855497709,20,20,N40_verification
40,20,23,0.5703009033220283,0.29560383206595725,20,20,N40_verification
40,20,32,0.21859008137076108,0.21087638464876235,20,20,N40_verification
40,20,27,0.15572882410875355,0.1859143826480602,20,20,N40_verification
40,20,31,-0.02249427357187861,0.2441796295339056,20,20,N40_verification
40,20,1,0.18897434215569664,0.257809117514037,20,20,N40_verification
40,20,46,0.5177743072068393,0.23556913020000403,20,20,N40_verification
40,20,3,-0.0257101780426936,0.21527496815905656,20,20,N40_verification
40,20,34,0.17590280080301524,0.17917937943945056,20,20,N40_verification
40,20,28,0.2679687362329737,0.24104328229957647,20,20,N40_verification
40,20,22,0.31566939216300716,0.2669190486740779,20,20,N40_verification
40,20,41,0.23083775318391586,0.23805679726141238,20,20,N40_verification
40,20,16,-0.29174492488891657,0.15808888220750528,20,20,N40_verification
40,20,2,0.11168167125341633,0.2691814358103047,20,20,N40_verification
40,20,5,0.3943756575408226,0.35502469581139495,20,20,N40_verification
40,20,33,0.2086264066956931,0.23318540073783747,20,20,N40_verification
40,20,43,0.0970332120658628,0.16838663236767065,20,20,N40_verification
40,20,25,0.9178601357397305,0.35040455313699276,20,20,N40_verification
40,20,48,-0.18653559440681877,0.25258983100075144,20,20,N40_verification
40,20,24,-0.11988195976341609,0.1780419272633554,20,20,N40_verification
40,20,11,0.5196244480446595,0.29160793906111454,20,20,N40_verification
40,20,17,0.11743144326931265,0.20831963715909646,20,20,N40_verification
40,20,39,0.7065135325778944,0.405659523875341,20,20,N40_verification
40,20,7,0.37109308184911716,0.2514132099522984,20,20,N40_verification
40,20,49,1.0699613694480377,0.5421507108874317,20,20,N40_verification
40,20,44,0.22195301854581606,0.17670410586291402,20,20,N40_verification
40,20,47,0.5208503955116159,0.24472693036814855,20,20,N40_verification
40,20,38,1.48435962993217,0.43482896980658975,20,20,N40_verification
40,20,14,0.4039125968968027,0.287027216355866,20,20,N40_verification
40,20,4,0.008579551239204397,0.23044665550372992,20,20,N40_verification
40,20,15,0.5940874974152659,0.4712527653517191,20,20,N40_verification
40,20,21,0.12051401313902255,0.2967661271538457,20,20,N40_verification
40,20,12,0.03442853267566259,0.21381825103182417,20,20,N40_verification
40,20,9,0.00564128812116893,0.22674428028141932,20,20,N40_verification
40,20,8,0.10119729014099632,0.22452528806237904,20,20,N40_verification
40,20,37,0.6140618921100134,0.3110594000984431,20,20,N40_verification
40,14,35,0.14383315961004906,0.25307999915243845,20,20,N40_verification
40,14,6,0.2865598113636405,0.22594629527654486,20,20,N40_verification
40,14,44,0.4052324866931081,0.26371871618378107,20,20,N40_verification
40,14,30,0.4597171413115746,0.33387683631550075,20,20,N40_verification
40,14,13,0.42253557435501365,0.23893235314974137,20,20,N40_verification
40,14,50,0.38680064528215086,0.22717942786749618,20,20,N40_verification
40,14,8,0.9375778967904793,0.31996046145790386,20,20,N40_verification
40,14,36,0.27001649723913834,0.18352328467620388,20,20,N40_verification
40,14,19,0.7106249479441675,0.39229846202685414,20,20,N40_verification
40,14,11,0.5503135089176028,0.2594610181518841,20,20,N40_verification
40,14,17,0.4615457310560691,0.35871027765687313,20,20,N40_verification
40,14,41,0.6821850728188512,0.4215787093246074,20,20,N40_verification
40,14,14,0.20120743930669027,0.23006095735134344,20,20,N40_verification
40,14,21,0.751571974518151,0.2804944698296679,20,20,N40_verification
40,14,47,0.2889835778979002,0.21650257827302383,20,20,N40_verification
40,14,39,0.6198288868846049,0.28756144996431543,20,20,N40_verification
40,14,27,0.5137671994414075,0.3070422667421437,20,20,N40_verification
40,14,31,0.4187263588627339,0.2350267012592357,20,20,N40_verification
40,14,12,0.31277265991287884,0.29863588910885847,20,20,N40_verification
40,14,37,0.36700179178202896,0.32897286602834386,20,20,N40_verification
40,14,22,-0.05809522136058498,0.19825926045071285,20,20,N40_verification
40,14,2,0.2472686319644959,0.26965207301659505,20,20,N40_verification
40,14,29,0.2596916796672346,0.23235661985418424,20,20,N40_verification
40,14,18,0.03540521607397751,0.25513671283789924,20,20,N40_verification
40,14,9,0.46767599060045306,0.2364467413458534,20,20,N40_verification
40,14,16,0.33866545172096374,0.1716981932546326,20,20,N40_verification
40,14,49,0.1502982248581075,0.16280068477662182,20,20,N40_verification
40,14,25,0.42364665119457046,0.3579262648752773,20,20,N40_verification
40,14,10,0.0682875909361802,0.20742278346626544,20,20,N40_verification
40,14,23,0.5422621913102568,0.2965556012221461,20,20,N40_verification
40,14,33,0.5030614540090474,0.44435742116386445,20,20,N40_verification
40,14,3,0.1643438279565974,0.28177920039968385,20,20,N40_verification
40,14,7,0.6343391754657113,0.23423418103963844,20,20,N40_verification
40,14,24,0.058438847968821594,0.18038061362567392,20,20,N40_verification
40,14,4,-0.12781543255523342,0.15973546567657004,20,20,N40_verification
40,14,38,0.6967419535607484,0.24406597590580856,20,20,N40_verification
40,14,32,0.19413876525847384,0.23984291927002863,20,20,N40_verification
40,14,28,0.034777301553769124,0.2151013079712684,20,20,N40_verification
40,14,1,0.312724377166832,0.2648700428074297,20,20,N40_verification
40,14,45,0.414253082433788,0.31688126583659215,20,20,N40_verification
40,14,5,0.16687244471344398,0.2656269891501463,20,20,N40_verification
40,14,42,0.9508573789936001,0.3501417336839117,20,20,N40_verification
40,14,20,0.07454147381645115,0.20140194237784467,20,20,N40_verification
40,14,40,0.992215439461652,0.45676164939969516,20,20,N40_verification
40,14,34,0.5928039445922693,0.3391907159756305,20,20,N40_verification
40,14,46,0.6629078397473069,0.33487931197227544,20,20,N40_verification
40,14,26,0.6224960153350989,0.21884735335221853,20,20,N40_verification
40,14,48,0.5353702362974249,0.34211316692696636,20,20,N40_verification
40,14,15,0.12333660888924203,0.257066380207854,20,20,N40_verification
40,14,43,0.5868177250756683,0.3464614975648826,20,20,N40_verification
40,16,46,0.24094286569655643,0.2817576215290409,20,20,N40_verification
40,16,9,0.14794403763755826,0.26504350351333,20,20,N40_verification
40,16,35,0.3128147613999557,0.2034426677788313,20,20,N40_verification
40,16,24,0.3055346280492246,0.24257512907309364,20,20,N40_verification
40,16,1,0.09505100715000259,0.2547615261378119,20,20,N40_verification
40,16,29,-0.052683830573550416,0.1400529742819002,20,20,N40_verification
40,16,44,0.31623378943876346,0.2323466598330633,20,20,N40_verification
40,16,15,0.1095976179399103,0.1713068919344086,20,20,N40_verification
40,16,43,0.21082745885575238,0.3207084839406726,20,20,N40_verification
40,16,16,1.0497691758681236,0.3582377851670637,20,20,N40_verification
40,16,14,0.49884545904896194,0.4226610684849083,20,20,N40_verification
40,16,38,0.20324232345863247,0.30524818870817466,20,20,N40_verification
40,16,33,0.3723377265007499,0.2515199124238572,20,20,N40_verification
40,16,22,0.29864278738360395,0.255735262866975,20,20,N40_verification
40,16,26,-0.05489943030004574,0.22137609426025096,20,20,N40_verification
40,16,47,0.4159118504740773,0.23078095556955217,20,20,N40_verification
40,16,45,0.30388801634744866,0.41944348687334465,20,20,N40_verification
40,16,7,0.300433123219352,0.24093128495240745,20,20,N40_verification
40,16,40,0.6659138524758355,0.38104903442768856,20,20,N40_verification
40,16,19,0.3785991736737986,0.28590304126518323,20,20,N40_verification
40,16,49,0.42352887854272425,0.2784166845038988,20,20,N40_verification
40,16,2,0.1235009463475929,0.18203779653489321,20,20,N40_verification
40,16,11,0.2506225052301083,0.331377773298767,20,20,N40_verification
40,16,31,0.6067765323493592,0.34078729287662507,20,20,N40_verification
40,16,20,0.13095287255154875,0.19518231929343838,20,20,N40_verification
40,16,28,0.012777547196026529,0.15517375952206475,20,20,N40_verification
40,16,21,0.3995865102009779,0.31239328973045954,20,20,N40_verification
40,16,4,0.07587308580741325,0.20708254129118311,20,20,N40_verification
40,16,27,0.2436981247036294,0.4196168227076177,20,20,N40_verification
40,16,50,0.28964550257089483,0.2444511067414975,20,20,N40_verification
40,16,23,-0.2029838968415073,0.13178843003234128,20,20,N40_verification
40,16,3,0.33419886331091453,0.2743722704609593,20,20,N40_verification
40,16,12,0.27245106518479556,0.3718762360232685,20,20,N40_verification
40,16,32,0.4559297913228151,0.30527369802768484,20,20,N40_verification
40,16,42,0.2538904609804924,0.23052937852986644,20,20,N40_verification
40,16,18,0.8827014975274465,0.5151790859617043,20,20,N40_verification
40,16,36,1.2515988877289428,0.4424388912508029,20,20,N40_verification
40,16,10,0.6054921508849767,0.31321344701382126,20,20,N40_verification
40,16,41,0.5765631265269993,0.19968975064290886,20,20,N40_verification
40,16,39,0.6698797386974555,0.4213114773447136,20,20,N40_verification
40,16,17,0.4331330341216577,0.21405936803375736,20,20,N40_verification
40,16,8,0.07635802650973833,0.23218295073302622,20,20,N40_verification
40,16,5,0.555827352830101,0.29327439780880044,20,20,N40_verification
40,16,48,0.6879691797783987,0.3266151610747155,20,20,N40_verification
40,16,25,0.1659671769286437,0.25819240272021027,20,20,N40_verification
40,16,13,0.5566963543540864,0.3240628597080308,20,20,N40_verification
40,16,30,0.6915103442439627,0.31594236363037037,20,20,N40_verification
40,16,37,0.6879884851231826,0.3536267892152341,20,20,N40_verification
40,16,6,0.2724776383033096,0.3043935536910584,20,20,N40_verification
40,16,34,0.499135160596619,0.32955474127725387,20,20,N40_verification
