N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment
24,12,23,0.6019129412216238,0.2417323034242852,20,20,n_scan
24,12,24,0.8314112075406943,0.3129539628123337,20,20,n_scan
24,12,25,0.8511460666468937,0.2588617256074881,20,20,n_scan
24,12,26,0.7238991466489648,0.3235030986082153,20,20,n_scan
24,12,27,0.628177481704022,0.2726046395156214,20,20,n_scan
24,12,28,0.8399713861739433,0.3969960479200848,20,20,n_scan
24,12,29,0.2556462172320664,0.2631758695233574,20,20,n_scan
24,12,2,0.781983055103666,0.2898179661900181,20,20,n_scan
24,12,30,0.2770588280781818,0.1589536871439107,20,20,n_scan
24,12,31,0.0629504478709943,0.1651395164898299,20,20,n_scan
24,12,32,0.4236418272035473,0.2841960346189169,20,20,n_scan
24,12,33,0.6490579063464197,0.3416671019514563,20,20,n_scan
24,12,34,0.5657445904558438,0.2619374601915066,20,20,n_scan
24,12,35,0.6708383259217452,0.338946240309016,20,20,n_scan
24,12,36,0.6035523613441289,0.2920873799290381,20,20,n_scan
24,12,37,0.7442859989227819,0.4395435814740254,20,20,n_scan
24,12,38,0.3897921313434203,0.2159943629759901,20,20,n_scan
24,12,39,0.4826215376940974,0.2958993848245436,20,20,n_scan
24,12,3,0.5985151876205397,0.368671884916264,20,20,n_scan
24,12,40,0.6986762220638851,0.2592929589223176,20,20,n_scan
24,12,41,0.4424427417262504,0.292662872701884,20,20,n_scan
24,12,42,1.084783351785525,0.3195403092296752,20,20,n_scan
24,12,43,0.6815220449180734,0.240568013146714,20,20,n_scan
24,12,44,1.759660436951818,0.545967761099497,20,20,n_scan
24,12,45,0.1413952660006971,0.2333470928999423,20,20,n_scan
24,12,46,0.3388960307620583,0.2487613000847099,20,20,n_scan
24,12,47,0.6014698768304811,0.2679015009512601,20,20,n_scan
24,12,48,1.0142925879988556,0.365029063461754,20,20,n_scan
24,12,49,0.6365555431686771,0.2758611829431489,20,20,n_scan
24,12,4,0.574307269069358,0.3200279666948895,20,20,n_scan
24,12,50,0.7347581893136752,0.2800034786266336,20,20,n_scan
24,12,5,0.6834928745244517,0.3136470009655536,20,20,n_scan
24,12,6,1.0856413273530547,0.3198933066630476,20,20,n_scan
24,12,7,1.0589218391097526,0.4706583150444274,20,20,n_scan
24,12,8,0.4468125134161922,0.2188958989546984,20,20,n_scan
24,12,9,0.9254690811844152,0.2473867964836254,20,20,n_scan
32,12,10,0.3027985904297408,0.2666462223876445,20,20,n_scan
32,12,11,0.7940100835349004,0.3433600282891131,20,20,n_scan
32,12,12,0.5998509534356355,0.4753519930969794,20,20,n_scan
32,12,13,0.6998599083400276,0.2892789985064527,20,20,n_scan
32,12,14,1.216917502661679,0.3848328770799612,20,20,n_scan
32,12,15,0.6262477926113068,0.3263494990880213,20,20,n_scan
32,12,16,0.6769380131939784,0.2860275622986677,20,20,n_scan
32,12,17,0.5695029892978596,0.1857470097305916,20,20,n_scan
32,12,18,0.5499085168407318,0.2739310532885458,20,20,n_scan
32,12,19,0.3534679223843828,0.2856592481251597,20,20,n_scan
32,12,1,0.2572245752383812,0.2001398599044926,20,20,n_scan
32,12,20,0.2605802900748348,0.2533984294989617,20,20,n_scan
32,12,21,0.3070395272817687,0.2006134853657371,20,20,n_scan
32,12,22,0.992074258041206,0.544109076426382,20,20,n_scan
32,12,23,0.3908846936790477,0.2200932894969361,20,20,n_scan
32,12,24,0.3068629500483815,0.1798907588468678,20,20,n_scan
32,12,25,0.996263555304116,0.3175230351374307,20,20,n_scan
32,12,26,1.1131002614095502,0.3545593640125677,20,20,n_scan
32,12,27,0.8730921573629484,0.2696128773921804,20,20,n_scan
32,12,28,0.4433678990531988,0.3018900815394125,20,20,n_scan
32,12,29,0.4078817075697909,0.2200181982056521,20,20,n_scan
32,12,2,0.2840387253022671,0.2240285473307743,20,20,n_scan
32,12,30,0.3016390267254776,0.2046123036578063,20,20,n_scan
32,12,31,0.7917210346145431,0.3298337271976684,20,20,n_scan
32,12,32,0.570320513272534,0.2973466157862966,20,20,n_scan
32,12,33,0.3355003419268072,0.2425691449058311,20,20,n_scan
32,12,34,0.8936958408262492,0.2835587609125006,20,20,n_scan
32,12,35,0.7450352812898438,0.2669296026543789,20,20,n_scan
32,12,36,0.0264550536894609,0.2080697183393873,20,20,n_scan
32,12,37,0.4566509692648572,0.267127697286504,20,20,n_scan
32,12,38,0.7928568388737243,0.354024914998343,20,20,n_scan
32,12,39,0.5796046371713963,0.2426716661084314,20,20,n_scan
32,12,3,0.7651763254339456,0.337563430606504,20,20,n_scan
32,12,40,0.727730576268734,0.2967372624980178,20,20,n_scan
32,12,41,0.1365930148406291,0.2529625252779885,20,20,n_scan
32,12,42,0.3216415751329748,0.273702161616778,20,20,n_scan
32,12,43,0.1048769949376786,0.2261378097126888,20,20,n_scan
32,12,44,0.2693516944168723,0.2225536608327254,20,20,n_scan
32,12,45,0.7856984247362462,0.3132094875097883,20,20,n_scan
32,12,46,1.3588350064777543,0.3239013513425331,20,20,n_scan
32,12,47,0.5328893338646652,0.230211961814461,20,20,n_scan
32,12,48,0.4456399359239977,0.2217815556323419,20,20,n_scan
32,12,49,0.7924648174359905,0.3632370805764079,20,20,n_scan
32,12,4,0.068341375892144,0.2598316521953456,20,20,n_scan
32,12,50,0.1044403657689949,0.2354765767988972,20,20,n_scan
32,12,5,0.6177310046422921,0.3055396266957602,20,20,n_scan
32,12,6,1.1137108295423706,0.3091258829707741,20,20,n_scan
32,12,7,0.2250305144071043,0.1945331787152573,20,20,n_scan
32,12,8,0.5124011735021257,0.2502213191854625,20,20,n_scan
32,12,9,0.8255226322051956,0.3115435354011999,20,20,n_scan
40,12,10,0.5980742731824604,0.2921579673065124,20,20,n_scan
40,12,11,0.1428516754023392,0.259750931763452,20,20,n_scan
40,12,12,0.5582587100885341,0.329717829233553,20,20,n_scan
40,12,13,0.5141860045838731,0.2189729182583283,20,20,n_scan
40,12,14,0.7521590052192972,0.3704388029753574,20,20,n_scan
40,12,15,0.1470671331842781,0.1906666184480607,20,20,n_scan
40,12,16,0.0150402155522821,0.1777107354296672,20,20,n_scan
40,12,17,0.2064747183604096,0.2264941783808473,20,20,n_scan
40,12,18,0.6332510223673573,0.4216467984551149,20,20,n_scan
40,12,19,0.0764140298499165,0.2273570077091823,20,20,n_scan
40,12,1,0.5877072503139902,0.2981223576400526,20,20,n_scan
40,12,20,0.1476983432707248,0.2437283130641284,20,20,n_scan
40,12,21,0.7111083089153301,0.2975882831330354,20,20,n_scan
40,12,22,0.3557721932142379,0.2556911366424801,20,20,n_scan
40,12,23,0.3224200911366703,0.3009390741071313,20,20,n_scan
40,12,24,0.1456703503641307,0.2528244986290326,20,20,n_scan
40,12,25,1.1831695387811427,0.4200777767109361,20,20,n_scan
40,12,26,0.497785241172874,0.2454492682508445,20,20,n_scan
40,12,27,0.3348268379155581,0.1987667284565968,20,20,n_scan
40,12,28,0.239634782068616,0.1804381473664071,20,20,n_scan
40,12,29,0.5089393428028741,0.2539059966688665,20,20,n_scan
40,12,2,0.5004967647129182,0.2556936717002143,20,20,n_scan
40,12,30,0.5035283966182085,0.302497157003283,20,20,n_scan
40,12,31,0.5004923978844165,0.2540540508158499,20,20,n_scan
40,12,32,0.5197812710245642,0.1962893726363496,20,20,n_scan
40,12,33,0.902479049633244,0.323871823055148,20,20,n_scan
40,12,34,0.9588324128718366,0.3119508973049314,20,20,n_scan
40,12,35,0.5316614968598714,0.2585108268389199,20,20,n_scan
40,12,36,0.1179558700224991,0.2039555321563198,20,20,n_scan
40,12,37,-0.0120898085158247,0.1661618446630888,20,20,n_scan
40,12,38,0.3143030011454482,0.2566715310582522,20,20,n_scan
40,12,39,0.7401723908089863,0.45711319219048,20,20,n_scan
40,12,3,0.4047819147571831,0.3121852413483791,20,20,n_scan
40,12,40,0.5827813973671947,0.2616417409655351,20,20,n_scan
40,12,41,-0.0491372729346835,0.1636068995202739,20,20,n_scan
40,12,42,0.2338977456628921,0.1688593981140579,20,20,n_scan
40,12,43,0.4182614960543587,0.2035228545416113,20,20,n_scan
40,12,44,0.3767355482052859,0.3777807130280594,20,20,n_scan
40,12,45,0.567821047734347,0.2946296986377871,20,20,n_scan
40,12,46,0.3548782836172646,0.2760531692857119,20,20,n_scan
40,12,47,0.4785271417602308,0.2757130367191855,20,20,n_scan
40,12,48,0.3723032580835117,0.340000290508572,20,20,n_scan
40,12,49,0.3193582161509094,0.2900037324239655,20,20,n_scan
40,12,4,0.719780118742992,0.3519301187306471,20,20,n_scan
40,12,50,0.3477645389348722,0.2818222821351643,20,20,n_scan
40,12,5,0.0506146531439477,0.2005147762018761,20,20,n_scan
40,12,6,-0.0789578217900819,0.2067528522501074,20,20,n_scan
40,12,7,0.4685925368816377,0.2441315906722713,20,20,n_scan
40,12,8,1.0210691913748255,0.3493651592727647,20,20,n_scan
40,12,9,0.4552954178472876,0.2005279654557729,20,20,n_scan
