file,region,method,dataset_name,author,n_obs,start_min,end_max,unit,mean_period_years,region_label,method_label
data/glambie/input/1_alaska/alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,alaska,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Alaska,Altimetry
data/glambie/input/1_alaska/alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,alaska,combined,ArcticInSituvGRACE_Box_et_al,Box et al.,52,1970.75,2022.75,Gt,1.0,Alaska,Hybrid / combined
data/glambie/input/1_alaska/alaska_combined_Box2018_Box_et_al.csv,alaska,combined,Box2018_Box_et_al,Box et al.,13,2002.75,2015.75,Gt,1.0,Alaska,Hybrid / combined
data/glambie/input/1_alaska/alaska_combined_DUS-combined_Dussaillant_et_al.csv,alaska,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Alaska,Hybrid / combined
data/glambie/input/1_alaska/alaska_combined_Huss_Huss_et_al.csv,alaska,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Alaska,Hybrid / combined
data/glambie/input/1_alaska/alaska_demdiff_ETH_Hugonnet_et_al.csv,alaska,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Alaska,DEM differencing
data/glambie/input/1_alaska/alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,alaska,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Alaska,Glaciological
data/glambie/input/1_alaska/alaska_glaciological_WGMS-beta_WGMS.csv,alaska,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Alaska,Glaciological
data/glambie/input/1_alaska/alaska_gravimetry_Harig_Group_Harig_et_al.csv,alaska,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Alaska,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,alaska,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Alaska,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,alaska,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Alaska,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Velicogna_Sutterley_et_al.csv,alaska,gravimetry,Velicogna_Sutterley_et_al,Sutterley et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Alaska,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Wouters_Wouters_et_al.csv,alaska,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Alaska,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,western_canada_us,altimetry,Menounos_WNA_alt1_Menounos_et_al,Menounos et al.,1,2013.0,2020.6666666666667,m,7.6666666666667425,Western Canada & US,Altimetry
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,western_canada_us,altimetry,Menounos_WNA_is2gedi_Menounos_et_al,Menounos et al.,1,2019.0,2023.0,m,4.0,Western Canada & US,Altimetry
data/glambie/input/2_western_canada_us/western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,western_canada_us,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Western Canada & US,Hybrid / combined
data/glambie/input/2_western_canada_us/western_canada_us_combined_Huss_Huss_et_al.csv,western_canada_us,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Western Canada & US,Hybrid / combined
data/glambie/input/2_western_canada_us/western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,western_canada_us,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Western Canada & US,DEM differencing
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,western_canada_us,glaciological,Menounos_WNA_glac_Menounos_et_al,Menounos et al.,1,2015.75,2016.75,mwe,1.0,Western Canada & US,Glaciological
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,western_canada_us,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Western Canada & US,Glaciological
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_WGMS-beta_WGMS.csv,western_canada_us,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Western Canada & US,Glaciological
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,western_canada_us,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Western Canada & US,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,western_canada_us,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Western Canada & US,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,western_canada_us,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Western Canada & US,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,western_canada_us,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Western Canada & US,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,arctic_canada_north,altimetry,Gardner2013_icesat_Gardner_et_al,Gardner et al.,1,2003.75,2009.75,m,6.0,Arctic Canada North,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,arctic_canada_north,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Arctic Canada North,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Khan_Khan_et_al.csv,arctic_canada_north,altimetry,Khan_Khan_et_al,Khan et al.,3,2003.0833333333333,2023.3333333333333,m,6.75,Arctic Canada North,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Tepes_Tepes_et_al.csv,arctic_canada_north,altimetry,Tepes_Tepes_et_al,Tepes et al.,1,2010.75,2017.6666666666667,m,6.9166666666667425,Arctic Canada North,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al.csv,arctic_canada_north,combined,ArcticInSituvGRACE_Box_et_al,Box et al.,52,1970.75,2022.75,Gt,1.0,Arctic Canada North,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Box2018_Box_et_al.csv,arctic_canada_north,combined,Box2018_Box_et_al,Box et al.,13,2002.75,2015.75,Gt,1.0,Arctic Canada North,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Colgan2015_Colgan_et_al.csv,arctic_canada_north,combined,Colgan2015_Colgan_et_al,Colgan et al.,1,2003.75,2009.75,m,6.0,Arctic Canada North,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_DUS-combined_Dussaillant_et_al.csv,arctic_canada_north,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Arctic Canada North,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Huss_Huss_et_al.csv,arctic_canada_north,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Arctic Canada North,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_ETH_Hugonnet_et_al.csv,arctic_canada_north,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Arctic Canada North,DEM differencing
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_Zheng et al._Zheng_et_al.csv,arctic_canada_north,demdiff,Zheng et al._Zheng_et_al,Zheng et al.,1,2012.25,2021.5,m,9.25,Arctic Canada North,DEM differencing
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,arctic_canada_north,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Arctic Canada North,Glaciological
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_WGMS-beta_WGMS.csv,arctic_canada_north,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Arctic Canada North,Glaciological
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Harig_Group_Harig_et_al.csv,arctic_canada_north,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Arctic Canada North,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,arctic_canada_north,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Arctic Canada North,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,arctic_canada_north,gravimetry,LEGOS-MAGELLIUM-bis_Pfeffer_et_al,Pfeffer et al.,245,2002.25,2022.6666666666667,Gt,0.08333333333333365,Arctic Canada North,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,arctic_canada_north,gravimetry,LEGOS-MAGELLIUM_Pfeffer_et_al,Pfeffer et al.,245,2002.25,2022.6666666666667,Gt,0.08333333333333365,Arctic Canada North,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,arctic_canada_north,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Arctic Canada North,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al.csv,arctic_canada_north,gravimetry,Velicogna_Sutterley_et_al,Sutterley et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Arctic Canada North,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Wouters_Wouters_et_al.csv,arctic_canada_north,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Arctic Canada North,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al.csv,arctic_canada_south,altimetry,Gardner2013_icesat_Gardner_et_al,Gardner et al.,1,2003.75,2009.75,m,6.0,Arctic Canada South,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,arctic_canada_south,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Arctic Canada South,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Khan_Khan_et_al.csv,arctic_canada_south,altimetry,Khan_Khan_et_al,Khan et al.,3,2003.0833333333333,2023.3333333333333,m,6.75,Arctic Canada South,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Tepes_Tepes_et_al.csv,arctic_canada_south,altimetry,Tepes_Tepes_et_al,Tepes et al.,1,2010.75,2017.6666666666667,m,6.9166666666667425,Arctic Canada South,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al.csv,arctic_canada_south,combined,ArcticInSituvGRACE_Box_et_al,Box et al.,52,1970.75,2022.75,Gt,1.0,Arctic Canada South,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Box2018_Box_et_al.csv,arctic_canada_south,combined,Box2018_Box_et_al,Box et al.,13,2002.75,2015.75,Gt,1.0,Arctic Canada South,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Colgan2015_Colgan_et_al.csv,arctic_canada_south,combined,Colgan2015_Colgan_et_al,Colgan et al.,1,2003.75,2009.75,m,6.0,Arctic Canada South,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_DUS-combined_Dussaillant_et_al.csv,arctic_canada_south,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Arctic Canada South,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Huss_Huss_et_al.csv,arctic_canada_south,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Arctic Canada South,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_ETH_Hugonnet_et_al.csv,arctic_canada_south,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Arctic Canada South,DEM differencing
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_Zheng et al._Zheng_et_al.csv,arctic_canada_south,demdiff,Zheng et al._Zheng_et_al,Zheng et al.,1,2012.25,2021.5,m,9.25,Arctic Canada South,DEM differencing
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,arctic_canada_south,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Arctic Canada South,Glaciological
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_WGMS-beta_WGMS.csv,arctic_canada_south,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Arctic Canada South,Glaciological
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Harig_Group_Harig_et_al.csv,arctic_canada_south,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Arctic Canada South,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,arctic_canada_south,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Arctic Canada South,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,arctic_canada_south,gravimetry,LEGOS-MAGELLIUM-bis_Pfeffer_et_al,Pfeffer et al.,245,2002.25,2022.6666666666667,Gt,0.08333333333333365,Arctic Canada South,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,arctic_canada_south,gravimetry,LEGOS-MAGELLIUM_Pfeffer_et_al,Pfeffer et al.,245,2002.25,2022.6666666666667,Gt,0.08333333333333365,Arctic Canada South,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,arctic_canada_south,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Arctic Canada South,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al.csv,arctic_canada_south,gravimetry,Velicogna_Sutterley_et_al,Sutterley et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Arctic Canada South,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Wouters_Wouters_et_al.csv,arctic_canada_south,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Arctic Canada South,Gravimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Bolch_2013_Bolch_et_al.csv,greenland_periphery,altimetry,Bolch_2013_Bolch_et_al,Bolch et al.,1,2003.75,2008.1666666666667,m,4.4166666666667425,Greenland Periphery,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al.csv,greenland_periphery,altimetry,Gardner2013_icesat_Gardner_et_al,Gardner et al.,1,2003.75,2009.75,m,6.0,Greenland Periphery,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,greenland_periphery,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Greenland Periphery,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Khan_Khan_et_al.csv,greenland_periphery,altimetry,Khan_Khan_et_al,Khan et al.,3,2003.0833333333333,2021.9166666666667,m,6.277777777777828,Greenland Periphery,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al.csv,greenland_periphery,altimetry,Nilsson_Gardner_Nilsson_et_al,Nilsson et al.,359,1992.0,2021.9166666666667,m,0.08333333333333355,Greenland Periphery,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Colgan2015_Colgan_et_al.csv,greenland_periphery,combined,Colgan2015_Colgan_et_al,Colgan et al.,1,2003.75,2009.75,m,6.0,Greenland Periphery,Hybrid / combined
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_DUS-combined_Dussaillant_et_al.csv,greenland_periphery,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Greenland Periphery,Hybrid / combined
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Huss_Huss_et_al.csv,greenland_periphery,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Greenland Periphery,Hybrid / combined
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_DLR_Abdullahi_et_al.csv,greenland_periphery,demdiff,DLR_Abdullahi_et_al,Abdullahi et al.,1,2010.9166666666667,2017.75,m,6.8333333333332575,Greenland Periphery,DEM differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_ETH_Hugonnet_et_al.csv,greenland_periphery,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Greenland Periphery,DEM differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_Zheng et al._Zheng_et_al.csv,greenland_periphery,demdiff,Zheng et al._Zheng_et_al,Zheng et al.,1,2012.3333333333333,2021.5833333333333,m,9.25,Greenland Periphery,DEM differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,greenland_periphery,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Greenland Periphery,Glaciological
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_WGMS-beta_WGMS.csv,greenland_periphery,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Greenland Periphery,Glaciological
data/glambie/input/6_iceland/iceland_altimetry_Foresta_Foresta_et_al.csv,iceland,altimetry,Foresta_Foresta_et_al,Foresta et al.,1,2010.75,2015.6666666666667,m,4.9166666666667425,Iceland,Altimetry
data/glambie/input/6_iceland/iceland_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,iceland,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Iceland,Altimetry
data/glambie/input/6_iceland/iceland_altimetry_Tepes_Tepes_et_al.csv,iceland,altimetry,Tepes_Tepes_et_al,Tepes et al.,1,2010.75,2017.6666666666667,m,6.9166666666667425,Iceland,Altimetry
data/glambie/input/6_iceland/iceland_combined_ArcticInSituvGRACE_Box_et_al.csv,iceland,combined,ArcticInSituvGRACE_Box_et_al,Box et al.,34,1988.75,2022.75,Gt,1.0,Iceland,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Box2018_Box_et_al.csv,iceland,combined,Box2018_Box_et_al,Box et al.,13,2002.75,2015.75,Gt,1.0,Iceland,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_DUS-combined_Dussaillant_et_al.csv,iceland,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Iceland,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Huss_Huss_et_al.csv,iceland,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Iceland,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_smb_Palsson_et_al.csv,iceland,combined,Iceland-mb-group_smb_Palsson_et_al,Palsson et al.,26,1996.75,2022.75,mwe,1.0,Iceland,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_tot_Palsson_et_al.csv,iceland,combined,Iceland-mb-group_tot_Palsson_et_al,Palsson et al.,26,1996.75,2022.75,mwe,1.0,Iceland,Hybrid / combined
data/glambie/input/6_iceland/iceland_demdiff_ETH_Hugonnet_et_al.csv,iceland,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Iceland,DEM differencing
data/glambie/input/6_iceland/iceland_demdiff_UIO_ASTER_Piermattei_et_al.csv,iceland,demdiff,UIO_ASTER_Piermattei_et_al,Piermattei et al.,2,2003.75,2019.75,m,8.0,Iceland,DEM differencing
data/glambie/input/6_iceland/iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al.csv,iceland,demdiff,UIO_SPOT5ArticDEM_Piermattei_et_al,Piermattei et al.,2,2003.75,2021.75,m,9.0,Iceland,DEM differencing
data/glambie/input/6_iceland/iceland_demdiff_Zheng et al._Zheng_et_al.csv,iceland,demdiff,Zheng et al._Zheng_et_al,Zheng et al.,1,2012.5833333333333,2021.5833333333333,m,9.0,Iceland,DEM differencing
data/glambie/input/6_iceland/iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,iceland,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Iceland,Glaciological
data/glambie/input/6_iceland/iceland_glaciological_WGMS-beta_WGMS.csv,iceland,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Iceland,Glaciological
data/glambie/input/6_iceland/iceland_gravimetry_Harig_Group_Harig_et_al.csv,iceland,gravimetry,Harig_Group_Harig_et_al,Harig et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Iceland,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,iceland,gravimetry,Jacob_2012_dmdt_Jacob_et_al,Jacob et al.,1,2003.0,2010.9166666666667,Gt,7.9166666666667425,Iceland,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,iceland,gravimetry,LEGOS-MAGELLIUM-bis_Pfeffer_et_al,Pfeffer et al.,245,2002.25,2022.6666666666667,Gt,0.08333333333333365,Iceland,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,iceland,gravimetry,LEGOS-MAGELLIUM_Pfeffer_et_al,Pfeffer et al.,245,2002.25,2022.6666666666667,Gt,0.08333333333333365,Iceland,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,iceland,gravimetry,Sasgen_AWIarc_RL01_2_Sasgen_et_al,Sasgen et al.,248,2002.25,2022.9166666666667,Gt,0.08333333333333363,Iceland,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Velicogna_Sutterley_et_al.csv,iceland,gravimetry,Velicogna_Sutterley_et_al,Sutterley et al.,251,2002.25,2023.1666666666667,Gt,0.08333333333333363,Iceland,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Wouters_Wouters_et_al.csv,iceland,gravimetry,Wouters_Wouters_et_al,Wouters et al.,236,2002.1666666666667,2021.8333333333333,Gt,0.08333333333333269,Iceland,Gravimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Gardner2013_icesat_Gardner_et_al.csv,svalbard,altimetry,Gardner2013_icesat_Gardner_et_al,Gardner et al.,1,2003.75,2009.75,m,6.0,Svalbard,Altimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,svalbard,altimetry,Jakob_Gourmelen_Jakob_et_al,Jakob et al.,120,2010.6666666666667,2020.6666666666667,m,0.08333333333333333,Svalbard,Altimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Tepes_Tepes_et_al.csv,svalbard,altimetry,Tepes_Tepes_et_al,Tepes et al.,1,2010.75,2017.6666666666667,m,6.9166666666667425,Svalbard,Altimetry
data/glambie/input/7_svalbard/svalbard_combined_ArcticInSituvGRACE_Box_et_al.csv,svalbard,combined,ArcticInSituvGRACE_Box_et_al,Box et al.,52,1970.75,2022.75,Gt,1.0,Svalbard,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_combined_Box2018_Box_et_al.csv,svalbard,combined,Box2018_Box_et_al,Box et al.,13,2002.75,2015.75,Gt,1.0,Svalbard,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_combined_DUS-combined_Dussaillant_et_al.csv,svalbard,combined,DUS-combined_Dussaillant_et_al,Dussaillant et al.,25,1999.75,2024.75,mwe,1.0,Svalbard,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_combined_Huss_Huss_et_al.csv,svalbard,combined,Huss_Huss_et_al,Huss et al.,31,1990.75,2021.75,mwe,1.0,Svalbard,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_demdiff_ETH_Hugonnet_et_al.csv,svalbard,demdiff,ETH_Hugonnet_et_al,Hugonnet et al.,4,2000.0,2020.0,m,5.0,Svalbard,DEM differencing
data/glambie/input/7_svalbard/svalbard_demdiff_Zheng et al._Zheng_et_al.csv,svalbard,demdiff,Zheng et al._Zheng_et_al,Zheng et al.,1,2012.25,2021.5,m,9.25,Svalbard,DEM differencing
data/glambie/input/7_svalbard/svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,svalbard,glaciological,UZH_GlaciolSineWave_Zemp_et_al,Zemp et al.,301,1999.6666666666667,2024.75,mwe,0.08333333333333308,Svalbard,Glaciological
data/glambie/input/7_svalbard/svalbard_glaciological_WGMS-beta_WGMS.csv,svalbard,glaciological,WGMS-beta_WGMS,WGMS,25,1999.75,2024.75,mwe,1.0,Svalbard,Glaciological
