snapshot,LoadShedding_Bus1,LoadShedding_Bus2,LoadShedding_Bus3,LoadShedding_Bus4,LoadShedding_Bus5,LoadShedding_Bus6,LoadShedding_Bus7,LoadShedding_Bus8,LoadShedding_Bus9,LoadShedding_Bus10,LoadShedding_Bus11,LoadShedding_Bus12,LoadShedding_Bus13,LoadShedding_Bus14,LoadShedding_Bus15,LoadShedding_Bus16,LoadShedding_Bus17,LoadShedding_Bus18,LoadShedding_Bus19,LoadShedding_Bus20
96,-0.0,-0.0,-0.0,-0.0,-0.0,11243.00745540232,2987.1698479700176,5219.71490737894,6306.531930326675,7265.1720038820495,8955.005827147941,8690.54186131706,9116.600928632744,7435.999355382615,7670.111561088104,8814.062993075557,5913.87166983904,6814.279429336718,6036.394095131333,2094.265813488072
97,-0.0,-0.0,-0.0,-0.0,-0.0,4385.19226869645,10210.913684943684,7448.4143980841545,4029.399897331154,9402.904185429225,9519.582740974403,9224.56920620527,9758.00785434955,8066.929275325885,8280.7347675631,9444.429793463532,6478.793667367059,7190.413477925478,6463.088496317667,2479.0640275650035
98,-0.0,-0.0,-0.0,-0.0,-0.0,11506.268985897348,2887.0647727104392,3825.78171231772,3601.7150008171348,11064.666852443686,9038.35507115054,8736.777648662614,9201.928418172089,7456.691735853473,7897.634244246725,8761.556845578834,6020.463591575465,6887.251065927518,6038.6146906502245,2088.4919147175497
99,-0.0,-0.0,-0.0,-0.0,-0.0,9876.561009933932,4891.793202903393,3472.7637186328216,3074.2045392273344,6404.4062561712235,7738.691813133128,7488.70561055379,7938.197894602602,6265.3471117018635,6805.901684744847,7621.887095912404,5219.279154979198,5964.418774243877,5192.385250678106,1161.5115314915947
100,-0.0,-0.0,-0.0,-0.0,-0.0,6689.612218338319,6410.970639361164,559.3571238980963,4608.467755540267,5852.086181936219,6827.627392186499,6623.200008218413,7065.19924141969,5367.879207599913,5904.798169472201,6619.1632414784635,4552.023541668565,5252.333738798749,4625.658316005284,463.8347401285576
101,-0.0,-0.0,-0.0,-0.0,-0.0,8330.332422541942,1561.3857592067664,4242.516997971933,4576.79846161217,5948.865764273809,6985.3298793540835,6784.964054834434,7055.36961058246,5565.543792037292,6016.1437576788285,6769.626912939424,4673.792758087944,5269.653422527228,4675.692432137045,574.9350593998864
102,-0.0,-0.0,-0.0,-0.0,-0.0,7887.448093286616,2916.066990058924,1582.3218644220658,5785.688476507441,11132.418198975998,8124.268823244205,7761.008782259916,8363.220715482628,6743.7333122741275,6999.923954200408,7835.602389163905,5471.3047863316615,6219.843879652561,5473.469485889274,1435.9618499629023
103,-0.0,-0.0,-0.0,-0.0,-0.0,9812.856136003718,3176.5897619510424,2555.3272585771706,7814.119940941268,11288.472800007796,9479.83048669589,8942.160281599503,9552.701693708339,7867.817367033875,8159.450651728796,9152.92174033212,6386.181826860288,7174.101631657495,6252.178119139966,2475.259702341169
104,-0.0,-0.0,-0.0,-0.0,-0.0,10906.080423097505,3509.9337808516093,2928.6906687109395,8020.462721853445,11123.27071559308,9929.004766790336,9506.89008746865,9939.397886289644,8422.994049160481,8562.626870672457,9626.942313031434,6734.434735989823,7469.899199585365,6706.305960909362,2895.867374179206
105,-0.0,-0.0,-0.0,-0.0,-0.0,8097.760462257172,4910.538057666724,4262.162128525517,3648.1059286721293,12850.317977638168,9213.15261928827,8810.258082900295,9364.003931286099,7778.466469756431,7927.004247783145,8898.700707633863,6190.649240484468,6901.170757644708,6126.581854079376,2346.2840983226506
106,-0.0,-0.0,-0.0,-0.0,-0.0,8135.611096165559,3536.92153481892,5279.40864239214,4772.6260952391995,6462.954872597348,7879.061621641746,7553.261086553637,8060.250210873261,6406.424809969274,6761.258722130637,7610.016695805619,5357.911417331346,5872.164446332806,5208.637607573432,1299.897943199149
107,-0.0,-0.0,-0.0,-0.0,-0.0,6823.71455601276,1585.8602780994318,2544.56635128506,1936.28443441723,11239.26031502421,6964.945637269277,6641.591904773025,7112.967303279296,5516.157690432427,6013.806353194173,6658.487766305797,4614.124773088936,5224.655110373967,4493.638627710281,627.8030075621891
108,-0.0,-0.0,-0.0,-0.0,-0.0,6722.55135889289,5180.513750790377,3161.2797259601134,3722.044021966508,5943.973999485681,6960.75792666187,6645.618767960996,7221.579479340086,5553.090014862093,5999.226748191366,6765.354014530445,4646.962559767282,5291.945618858499,4684.928188152082,621.9522442058773
109,-0.0,-0.0,-0.0,-0.0,-0.0,3018.8899237739815,4782.210809205356,6165.893740089584,2865.7613494911843,12334.661323350454,8147.278664195124,7698.979660545957,8224.956241187483,6631.097372659647,6966.42361133507,7938.276925872162,5498.640711145069,6002.682238643938,5379.47821049107,1548.0566998484412
110,-0.0,-0.0,-0.0,-0.0,-0.0,6815.201698884071,3291.9223847780177,6149.426570287563,4006.6713429329393,13879.336776890075,9246.94546966252,8811.552356961942,9597.954484186876,7792.239312045299,7950.893774036935,9008.792909984018,6351.952929280082,7026.777327907723,6131.023146714774,2497.083117487383
111,-0.0,-0.0,-0.0,-0.0,-0.0,4737.814814181949,3459.23613929445,6865.713839763573,9698.040461653378,11051.694210060774,9623.44452719378,9223.357210547903,9772.927916908222,8223.05762722821,8111.794385357334,9375.04236281199,6577.848315826731,7204.555971071223,6528.389619926761,2774.913868246398
112,-0.0,-0.0,-0.0,-0.0,-0.0,3580.6921426360627,6211.986210839777,6571.663628334721,8166.890959022886,7885.442194175016,8862.964391204338,8331.643527435532,9132.922907760092,7318.202725671217,7528.546670742364,8672.778143263487,5938.595867021194,6568.794932629799,6027.377990983783,2142.7509287268986
113,-0.0,-0.0,-0.0,-0.0,-0.0,4858.4709344149705,2047.9751210231,4879.9390351786515,2365.1190867800115,12326.410189261192,7320.000308418053,7100.422587506867,7686.833005386504,5981.953822128188,6319.1987232717765,7254.150211563179,4990.9366489288,5501.505702941494,5080.942781437436,1035.6927598308976
114,-0.0,-0.0,-0.0,-0.0,-0.0,1596.9008060061983,1318.3743986292006,5669.309703543646,6874.938968298622,6822.2608054578,6449.13936737343,6089.3749226099,6706.031531702285,5021.792277184242,5368.619872154481,6261.28996436909,4312.542042887386,4794.756113462264,4266.297154354653,228.9797524089433
115,-0.0,-0.0,-0.0,-0.0,-0.0,5254.755720272009,1323.830848430453,5068.8125958885985,1666.1725433518397,9295.13437516242,6422.812927775428,6161.599798103085,6754.041682109718,5075.042600721219,5465.2067976475255,6365.204654265241,4318.879074494597,4827.23018502353,4468.752265675083,163.02285685950017
116,-0.0,-0.0,-0.0,-0.0,-0.0,2537.211795134404,6027.093633337648,1096.2537075914577,5118.388206886039,12243.454232289561,7449.018262910678,7081.5260600001975,7903.483916917685,6175.111546367474,6377.116286755875,7376.955990468163,5123.154814266324,5718.227271804425,5121.440853317004,1097.6909455131433
117,-0.0,-0.0,-0.0,-0.0,-0.0,7554.45623369893,6404.905294453819,1966.1255967866634,8605.974969610574,7119.611058866696,8635.513463104027,8259.03580917114,8911.920574496082,7143.112737323009,7342.165086766053,8428.584850066969,5809.099399339635,6447.187506793622,5859.425013089681,1928.9291553400478
118,-0.0,-0.0,-0.0,-0.0,-0.0,3770.9630407035465,6901.4280695023745,2026.6917285274324,8331.618004676706,11601.377749269997,8768.444122600507,8580.26210857668,9086.173212163423,7445.370933671602,7487.543118398312,8699.008814641309,5987.285598604851,6572.801025124659,6053.24423251712,2104.177092879642
119,-0.0,-0.0,-0.0,-0.0,-0.0,3044.3836673684705,7206.147892999003,6996.340113532245,2776.749065765909,8840.790912187358,7935.178252813195,7581.112462126697,8357.76445634568,6568.929715879105,6858.996074496407,7937.571619476314,5376.933972698735,5975.901386056554,5428.739630794072,1401.0865701835053
120,-0.0,-0.0,-0.0,-0.0,-0.0,1864.1826476335107,1471.3422380830948,6548.07971484531,7343.1332472476815,5756.268587101587,6429.090600627203,6135.485059055713,6840.226074782723,5134.7725525587175,5498.934747624175,6403.473050613715,4359.97155806445,4839.682330832325,4437.072283369555,252.21090766816525
121,-0.0,-0.0,-0.0,-0.0,-0.0,7043.361419426729,750.8287106612446,4880.587527034003,1076.521077556813,5159.897272977393,-0.0,620.4198213916382,15876.839567336121,-0.0,-0.0,4052.6133876724316,13634.27165010279,4069.7803101970953,-0.0,3190.1463977844833
122,-0.0,-0.0,-0.0,-0.0,-0.0,5887.7673699802335,772.2283498984535,-0.0,5585.701152469125,-0.0,7712.6370397507,-0.0,5920.312652734596,4169.471243758157,14702.020790997045,-0.0,-0.0,13325.22389330064,-0.0,3309.1078676868797
123,-0.0,-0.0,-0.0,-0.0,-0.0,5575.130354696051,3862.4927348270394,6279.468727874566,1809.8640188614645,5903.968604668512,6482.052722860977,6378.64874885497,6958.938115984643,5054.266692853644,5684.634984890398,6498.714452251869,4298.305278185415,4927.83410279384,4577.197793797854,209.37986663905818
124,-0.0,-0.0,-0.0,-0.0,-0.0,2836.909819770368,2939.845788218081,8207.049574862465,2549.842406276088,11193.029018631272,7539.643623724022,7318.810137574075,8043.079919162199,6185.527519506725,6599.9470192073995,7500.626941957198,5129.116625334595,5778.886392077284,5318.984559035096,1205.6492534347865
125,-0.0,-0.0,-0.0,-0.0,-0.0,8386.087308534248,2474.7725173067915,1212.3365282137752,7185.401014573413,8994.617969150437,7835.020209161011,7581.672462114435,8155.253930298124,6405.515266007431,6756.502946455066,7720.793405911426,5186.662812187073,5878.593476089649,5361.378802535439,1297.8963979364037
126,-0.0,-0.0,-0.0,-0.0,-0.0,2132.4137505689423,8817.464665812658,486.25043593646546,7039.05557901916,6053.96189728191,6714.3755267147,6619.761833548105,7130.240745228122,5429.480139359388,5860.761496878027,6809.050937188165,4626.938850204376,5134.82418933222,4695.10356159024,495.35423998318004
127,-0.0,-0.0,-0.0,-0.0,-0.0,1010.2009346778367,6866.992280111707,-0.0,5464.529993482342,5083.997071306564,619.9372079639093,-0.0,15755.082820879,-0.0,-0.0,3743.4533306720678,13500.515203556497,-0.0,7124.467238812905,-0.0
128,-0.0,-0.0,-0.0,-0.0,-0.0,3143.049106270504,6502.911572273092,-0.0,338.411700505879,-0.0,2939.614168472884,-0.0,11517.158101140425,-0.0,-0.0,14372.967454815445,-0.0,-0.0,-0.0,7635.966133819293
129,-0.0,-0.0,-0.0,-0.0,-0.0,6455.747536681894,3321.5163571869334,-0.0,509.87206843947615,-0.0,3471.7343633641012,-0.0,4958.25922258284,13120.760135599388,1330.85268849234,-0.0,-0.0,13466.17134687231,1856.2922586908699,-0.0
130,-0.0,-0.0,-0.0,-0.0,-0.0,2493.1028197675782,745.7217252194424,4533.207862211394,3529.052156186084,7839.360260854403,5562.855792242036,1453.4391204015592,-0.0,4113.950558482598,4877.155500769558,5564.560924585859,13651.42357196149,-0.0,-0.0,7346.866115975116
131,-0.0,-0.0,-0.0,-0.0,-0.0,6545.34629516719,1407.9553925329558,4086.8229151405644,5775.916017702966,5789.069162687647,6585.964607171038,6513.765287925936,6937.004149744901,5124.36895147675,5835.649951170163,6495.80292899252,4376.382426695068,5161.4194655850915,4494.394247275643,212.37511349708825
132,-0.0,-0.0,-0.0,-0.0,-0.0,2197.5113254245744,8136.1655682532555,2299.840870584354,5665.3186576061,5860.771066135533,6767.921667822917,6628.49472249236,7015.522089776101,5234.278593380916,5916.323429512188,6744.200580842099,4427.455330033574,5116.366508959084,4623.118271327218,368.5123945206098
133,-0.0,-0.0,-0.0,-0.0,-0.0,1444.6101678584437,6116.303785165008,1453.5025791122714,1427.1556129723144,-0.0,15449.391841836185,1861.4773105654112,-0.0,14265.93289254274,-0.0,721.6170828812619,3762.8558496041333,4475.59160538287,13443.9095283468,-0.0
134,-0.0,-0.0,-0.0,-0.0,-0.0,864.1314078607752,6359.255903131509,-0.0,300.2414751109124,-0.0,10847.856513429564,-0.0,2009.4728496864818,-0.0,3667.2331444838405,13520.3923062407,-0.0,-0.0,-0.0,8414.082898021576
135,-0.0,-0.0,-0.0,-0.0,-0.0,4010.288128589493,-0.0,-0.0,-0.0,-0.0,-0.0,7005.816496241559,-0.0,12106.482050562832,-0.0,1274.7807149345035,-0.0,-0.0,10129.667385121475,-0.0
136,-0.0,-0.0,-0.0,-0.0,-0.0,625.0093045491725,-0.0,-0.0,3315.3550047232557,-0.0,945.9992745914267,3749.2706365413483,14020.941994912511,2295.7516636451,-0.0,6822.6077620333535,-0.0,5252.637274433511,486.7009514555803,-0.0
137,-0.0,-0.0,-0.0,-0.0,-0.0,474.59710874484904,5753.8765783762565,402.03351102336194,691.81987460188,8326.710406686767,-0.0,7842.3815515734805,-0.0,-0.0,14209.315519807124,-0.0,1590.6567843873522,-0.0,12011.63113073488,-0.0
138,-0.0,-0.0,-0.0,-0.0,-0.0,1841.9431664881354,6495.3390744021735,3416.4557739622705,3427.409487277936,1137.3757157386153,-0.0,15814.900425429305,560.1690234673154,-0.0,15073.824557695529,4213.041847424053,-0.0,-0.0,13643.792012348575,-0.0
139,-0.0,-0.0,-0.0,-0.0,-0.0,1595.085252959625,2986.023194189762,19.210228767841315,4929.2390876202535,11475.830754582235,-0.0,11866.231274345277,6276.95037145072,-0.0,9785.874322856753,-0.0,8482.241818949908,-0.0,-0.0,9786.366873881641
140,-0.0,-0.0,-0.0,-0.0,-0.0,6795.598318930059,355.9924368987979,-0.0,718.3375782194075,4007.946486690819,-0.0,15000.98378064569,-0.0,8969.402747292845,-0.0,-0.0,2702.572686078906,13845.989047256262,2439.996696462682,-0.0
141,-0.0,-0.0,-0.0,-0.0,-0.0,2148.022597312277,-0.0,1338.1575320175689,-0.0,-0.0,1436.400384244686,13693.647031048633,3902.0190859288864,-0.0,-0.0,4278.1252907301405,-0.0,-0.0,10387.571713274214,-0.0
142,-0.0,-0.0,-0.0,-0.0,-0.0,4569.509459312058,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2336.3908839906862,1541.0367093808673,6777.789903720948,-0.0,-0.0,4159.855697374249,-0.0,7349.58194382497
143,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1725.6164783878464,-0.0,-0.0,-0.0,9143.783603491416,-0.0,-0.0,-0.0,12747.91718794268,-0.0,5081.961118182738,2305.6461801241708,-0.0,-0.0
144,-0.0,-0.0,-0.0,-0.0,-0.0,122.4558113908254,3238.9414890020807,-0.0,2675.1564760082783,-0.0,2844.2529861896405,14324.045543961838,-0.0,-0.0,1506.012810566863,7173.097111482346,-0.0,13501.608979018705,-0.0,1441.4919655497786
145,-0.0,-0.0,-0.0,-0.0,-0.0,2496.5221022121264,704.3587584540802,-0.0,6727.53505296328,4514.117390049953,-0.0,5451.858727695149,15785.323456860511,-0.0,4303.88784211557,-0.0,13764.076931348383,-0.0,7459.56836199066,-0.0
146,-0.0,-0.0,-0.0,-0.0,-0.0,4831.8688777526895,829.2845961131803,-0.0,3273.304851351375,616.6470636174743,15767.747386621224,-0.0,5880.366147598225,-0.0,15038.333741863124,-0.0,9204.66045863003,-0.0,-0.0,7733.13203392397
147,-0.0,-0.0,-0.0,-0.0,-0.0,2822.5745424862425,145.13993587393466,1256.0821635652867,476.27478740666436,10970.219637698918,4836.201141052986,-0.0,-0.0,3202.803937641671,14118.775603457068,-0.0,7789.011386386356,-0.0,5722.377547319729,-0.0
148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3847.0104265465743,-0.0,-0.0,3520.241278887625,13715.805490963518,-0.0,-0.0,-0.0,10738.973753366925,-0.0,-0.0,2796.5811208554273
149,-0.0,-0.0,-0.0,-0.0,-0.0,3683.021280462273,-0.0,-0.0,-0.0,-0.0,6816.717469848786,-0.0,-0.0,-0.0,6232.471322441952,-0.0,-0.0,-0.0,9286.55191490141,-0.0
150,-0.0,-0.0,-0.0,-0.0,-0.0,2847.6155168022174,-0.0,-0.0,-0.0,-0.0,-0.0,13257.912231006834,-0.0,5649.982974029752,-0.0,6000.200167427188,-0.0,-0.0,-0.0,4688.883027788092
151,-0.0,-0.0,-0.0,-0.0,-0.0,3912.0016351520476,77.72368209886127,-0.0,6406.753420588543,-0.0,3541.8410010546213,-0.0,14798.260247771797,-0.0,7198.698726014264,-0.0,7425.842475629144,3477.71054862319,-0.0,1690.5479463268605
152,-0.0,-0.0,-0.0,-0.0,-0.0,1680.8966865677096,931.2847143918337,4775.266474529304,1209.214760309856,1196.0477283810178,15785.256790221529,-0.0,5938.630045432818,-0.0,14957.724387051625,-0.0,9443.95553255513,-0.0,-0.0,7886.862461344112
153,-0.0,-0.0,-0.0,-0.0,-0.0,1347.1176171524162,926.1308693161715,4422.310827540589,8334.48475567971,1366.5556453110883,-0.0,15713.919017417838,6283.059652444979,4678.393691193098,-0.0,811.3571511597183,8487.290022088702,-0.0,13866.342992613418,-0.0
154,-0.0,-0.0,-0.0,-0.0,-0.0,635.167865649979,1083.7222045610176,4693.744493259358,656.2415087584336,-0.0,15142.370451135486,-0.0,341.6655626345343,3808.7974272942547,12685.19122908654,-0.0,-0.0,13822.565290177605,-0.0,2515.754070332826
155,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2089.1358730446054,-0.0,-0.0,-0.0,3784.2493026760894,13752.552067284421,-0.0,-0.0,9988.9914305759,-0.0,1874.290525208713,-0.0,-0.0,8277.19409546486
156,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5412.039871228321,-0.0,-0.0,644.3106197820184,13666.13890262954,1982.118214860468,2763.192176540459,-0.0,-0.0,-0.0,7728.189208301739,-0.0
157,-0.0,-0.0,-0.0,-0.0,-0.0,3595.702790884821,-0.0,4110.844332561444,-0.0,4403.742320459951,-0.0,-0.0,1856.6874979010213,5754.042606497153,-0.0,13845.792481278782,-0.0,-0.0,6121.517996517547,-0.0
158,-0.0,-0.0,-0.0,-0.0,-0.0,826.5421825207361,612.7240510233318,1038.2429089425157,7643.8913227867415,7593.535607568265,321.76865943058783,-0.0,15692.48989030947,3555.2551789982485,-0.0,-0.0,11061.853706689211,-0.0,-0.0,9330.77960863649
159,-0.0,-0.0,-0.0,-0.0,-0.0,4750.546637909516,1423.0541155479425,239.23571106399308,6501.466859865354,9811.061232451251,6385.2232420896935,6229.443426990135,6780.000844871556,5071.768868539418,5517.53500349266,6385.781776081915,4302.533714487681,4754.011051389491,4270.876400162409,162.73191570107423
160,-0.0,-0.0,-0.0,-0.0,-0.0,1963.6966594218702,1555.0522474713669,7373.310432653664,7016.812702515418,5923.927913044674,6634.8156192988345,6522.456305427255,7099.235579131967,5300.769559627094,5688.597930099244,6540.139224001292,4498.201821233836,5025.495523042194,4652.3821364781925,454.83488363888773
161,-0.0,-0.0,-0.0,-0.0,-0.0,1327.9217982967941,991.8854346690654,6088.243482327168,1290.2235607661269,478.77355258456237,11418.668597531781,-0.0,16157.786375097823,-0.0,9453.691444885604,-0.0,7855.6284336549,-0.0,-0.0,9759.930839699124
162,-0.0,-0.0,-0.0,-0.0,-0.0,4793.308098303555,154.15042148964906,-0.0,398.83680762573397,-0.0,9000.171254447016,-0.0,15039.121388383548,-0.0,-0.0,11743.06362035879,-0.0,-0.0,-0.0,8415.902462193306
163,-0.0,-0.0,-0.0,-0.0,-0.0,124.68952309871702,-0.0,3761.915449136097,109.72580114171166,-0.0,3621.1054149955426,14027.1509204905,-0.0,-0.0,10839.758177805288,4141.359679366982,-0.0,-0.0,7011.695636408471,-0.0
164,-0.0,-0.0,-0.0,-0.0,-0.0,5411.98343108122,350.47307138071375,-0.0,593.6327194851874,9703.662155426087,-0.0,-0.0,4652.2621775534635,13504.613581810938,-0.0,8810.775590359995,116.99870758116194,-0.0,-0.0,8971.02939655668
165,-0.0,-0.0,-0.0,-0.0,-0.0,1811.8533710347954,2547.5601934255833,6555.259881443132,1620.8830327031885,9800.288910460471,6197.045750199914,6009.766724446924,6623.176013397019,4789.57709847754,5429.670028319351,6225.560248728505,4124.488945688934,4724.922335766648,4371.055409587909,65.31275907999736
166,-0.0,-0.0,-0.0,-0.0,-0.0,7060.794531216403,6762.230008688218,1387.235550459196,2613.9618807076868,9506.936771301447,7429.402590827702,7213.872440539775,7852.807402710389,5966.163853256925,6373.945886394036,7500.03996851921,5023.112198149692,5559.163356952977,5163.864222273733,956.3186969540245
167,-0.0,-0.0,-0.0,-0.0,-0.0,9116.355880180698,2059.79805598983,7393.696769973691,2705.17849807242,6584.768472298211,7578.851390846349,7390.299208283678,8005.592255040722,6234.192572292645,6567.618464514325,7643.602006870943,5067.215455400858,5756.268624011277,5353.945590277515,1119.9299457869556
