,phase,annotated_age,state,batch,pseudotime_dynamic
550,G0,5.6,arrested,1,0.3025102382875956
551,G0,22.93333333,arrested,1,0.21686819859942383
552,G1,2.133333333,cycling,1,0.11186749969327935
553,G1,2.933333333,cycling,1,0.12187287292959456
554,S,5.6,cycling,1,0.2930209417936958
555,G1,0.26666666699999997,cycling,1,0.06383999363792013
556,G1,4.8,cycling,1,0.07976709938383433
557,G2,15.2,cycling,1,0.3146248724356546
558,S,5.333333333,cycling,1,0.1498220588980238
559,G0,0.8,arrested,1,0.23989600934848954
560,G1,3.2,unassigned,1,0.08837309790664169
561,S,5.8666666670000005,cycling,1,0.1523727487421578
562,G1,4.8,unassigned,1,0.11095699257509842
563,G1,1.8666666669999998,cycling,1,0.12480510513596367
564,G1,4.266666667,cycling,1,0.11947594652438707
565,S,12.26666667,cycling,1,0.3033102408673197
566,G1,4.8,cycling,1,0.20551462666034911
567,S,6.933333332999999,cycling,1,0.10621638959886055
568,G1,1.066666667,unassigned,1,0.048117414384593264
569,G1,2.666666667,cycling,1,0.11755421772753263
570,S,6.666666667,cycling,1,0.18556428691724436
571,G2,20.26666667,cycling,1,0.4569297570640304
572,S,6.933333332999999,cycling,1,0.1828304048034762
573,G1,4.266666667,cycling,1,0.10075082883566755
574,G2,12.53333333,cycling,1,0.2844085379849396
575,S,6.933333332999999,cycling,1,0.13205867331486262
576,G1,4.0,cycling,1,0.1830174945487951
577,S,12.8,cycling,1,0.2832154420016666
578,S,5.6,cycling,1,0.26199008240335575
579,S,5.8666666670000005,cycling,1,0.21428823346734377
580,S,9.066666667,cycling,1,0.24041792470207818
581,G1,17.86666667,unassigned,1,0.1892226030472051
582,G2,14.66666667,cycling,1,0.14923192792612283
583,G2,16.8,cycling,1,0.3816626717047429
584,S,10.13333333,cycling,1,0.22509006323622358
585,G1,4.266666667,unassigned,1,0.07714661467517121
586,S,5.6,cycling,1,0.1524326426603818
587,S,8.0,cycling,1,0.05959497071367832
588,G1,0.0,cycling,1,0.24465432162065448
589,S,5.8666666670000005,cycling,1,0.16129092525190086
590,G0,19.73333333,arrested,1,0.12590251763478733
591,S,9.6,cycling,1,0.24814106424182056
592,S,9.066666667,cycling,1,0.15626764832623483
593,G1,0.533333333,cycling,1,0.07291306022368309
594,S,8.533333333,cycling,1,0.11101782574964206
595,G0,1.6,arrested,1,0.10092810463695169
596,G1,0.0,cycling,1,0.14542456315020072
597,G1,3.733333333,cycling,1,0.10519934885490317
598,G1,4.8,cycling,1,0.10257243735772163
599,S,7.466666667,cycling,1,0.20720899698237227
600,S,8.266666667,cycling,1,0.18069690049483236
601,G1,0.533333333,unassigned,1,0.0787557269852604
602,G0,2.666666667,arrested,1,0.1136987408855097
603,G1,4.8,cycling,1,0.17989206782595213
604,G1,2.933333333,cycling,1,0.1512446711678997
605,G1,2.4,unassigned,1,0.06744805207606318
606,G1,5.6,cycling,1,0.10472662174749948
607,S,13.06666667,cycling,1,0.2616305073301079
608,G2,16.8,cycling,1,0.1937618016438108
609,G1,6.666666667,cycling,1,0.14748993784886122
610,S,10.4,cycling,1,0.14398560477282132
611,G1,1.6,unassigned,1,0.015581757708261933
612,G1,1.8666666669999998,cycling,1,0.08486560756492241
613,G1,6.933333332999999,cycling,1,0.09494842373066728
614,G1,4.8,cycling,1,0.1103985455267292
615,S,16.53333333,cycling,1,0.24472793298716208
616,G1,5.066666667,unassigned,1,0.10447978746775059
617,S,8.8,cycling,1,0.13733695906565127
618,S,9.066666667,cycling,1,0.13966254093996164
619,G1,14.4,unassigned,1,0.13946477416235292
620,S,7.2,cycling,1,0.4243310046707151
621,G0,17.06666667,arrested,1,0.1839013756883335
622,S,10.4,cycling,1,0.14934214670044796
623,S,10.93333333,cycling,1,0.35383161210872566
624,G1,4.533333333,cycling,1,0.06623744467800975
625,G1,2.133333333,cycling,1,0.15196196298573872
626,G1,3.2,cycling,1,0.060269515416373994
627,G0,2.666666667,arrested,1,0.08475706956973843
628,S,14.4,cycling,1,0.3167073931590671
629,G1,3.733333333,cycling,1,0.10822230639900379
630,G2,20.0,cycling,1,0.4111132872683883
631,G0,18.66666667,arrested,1,0.2410358812339251
632,G1,2.666666667,unassigned,1,0.07535201134742972
633,G1,2.933333333,unassigned,1,0.07316845358920449
634,G1,3.4666666669999997,cycling,1,0.10934407334868607
635,G0,4.8,arrested,1,0.08643188461502509
636,G1,6.933333332999999,cycling,1,0.19036749327442076
637,G2,16.8,cycling,1,0.23889852558128252
638,G2,12.26666667,cycling,1,0.18988947881905494
639,S,13.33333333,cycling,1,0.12797772055982395
640,S,16.0,unassigned,1,0.22673711546937245
641,S,5.6,cycling,1,0.33827434554190305
642,G1,3.733333333,cycling,1,0.10820107200334313
643,G1,4.533333333,unassigned,1,0.12501756667887373
644,G2,16.8,cycling,1,0.20456699733603997
645,S,5.333333333,cycling,1,0.14971754189499106
646,G1,2.4,unassigned,1,0.11318160530837883
647,G0,2.4,arrested,1,0.03557039518875933
648,G1,3.4666666669999997,unassigned,1,0.09783385873771923
649,G0,2.933333333,arrested,1,0.11168626164656624
650,G0,3.4666666669999997,arrested,1,0.05503088498738465
651,G0,2.666666667,arrested,1,0.08903237293888422
652,G1,6.1333333329999995,cycling,1,0.13039318758615523
653,G1,2.666666667,cycling,1,0.0999170714546392
654,S,16.53333333,cycling,1,0.24488289628145882
655,S,12.8,cycling,1,0.1596458189146196
656,S,14.66666667,cycling,1,0.2434686870558356
657,G1,2.4,unassigned,1,0.07904326553750764
658,G2,17.86666667,cycling,1,0.48251946406089924
659,S,13.33333333,cycling,1,0.3549142314334363
660,S,6.933333332999999,unassigned,1,0.09368701523298349
661,S,12.8,cycling,1,0.1489793475859582
662,G1,4.0,cycling,1,0.06122366011074658
663,G1,3.4666666669999997,unassigned,1,0.049291900694738974
664,G1,2.4,cycling,1,0.14152543351797944
665,S,16.0,cycling,1,0.23090705775265158
666,G1,0.533333333,cycling,1,0.07029985315287185
667,S,9.6,cycling,1,0.10848330709529082
668,S,6.1333333329999995,cycling,1,0.17131786511835087
669,G1,1.8666666669999998,cycling,1,0.057107869888285846
670,S,6.933333332999999,cycling,1,0.1382742358006774
671,S,5.8666666670000005,cycling,1,0.2027882200419111
672,G1,1.8666666669999998,cycling,1,0.041785621987124585
673,S,7.733333332999999,cycling,1,0.12749707961681814
674,G1,0.533333333,cycling,1,0.08936878183653259
675,S,9.6,cycling,1,0.24268170663130853
676,G1,6.933333332999999,cycling,1,0.17083325057964
677,G0,2.666666667,arrested,1,0.09301273780282346
678,G0,1.333333333,arrested,1,0.16088283553746577
679,G1,3.4666666669999997,unassigned,1,0.055793314169397486
680,S,13.06666667,cycling,1,0.3468905871475342
681,G0,3.4666666669999997,arrested,1,0.07513386385430632
682,G0,2.933333333,arrested,1,0.12837972969428318
683,G0,16.0,arrested,1,0.17972657863699842
684,G1,3.733333333,cycling,1,0.18491752573329728
685,S,9.6,unassigned,1,0.1659715708277521
686,G0,4.533333333,arrested,1,0.09696466614904466
687,G1,0.533333333,unassigned,1,0.050935038608477
688,G1,8.0,cycling,1,0.12740392334363543
689,G1,6.1333333329999995,cycling,1,0.19338196176870961
690,G1,0.533333333,cycling,1,0.0768462784170577
691,G0,2.133333333,arrested,1,0.0463998336236428
692,G0,1.333333333,arrested,1,0.08118373491230893
693,G0,4.266666667,arrested,1,0.07437630163278383
694,G2,25.06666667,cycling,1,0.4457285140578008
695,G1,5.066666667,unassigned,1,0.04517804061012075
696,S,6.1333333329999995,cycling,1,0.15125731109388482
697,G2,17.6,cycling,1,0.2447200574123483
698,G2,19.46666667,unassigned,1,0.2523543053337206
699,S,6.1333333329999995,cycling,1,0.18909998563274785
700,S,8.8,cycling,1,0.1885105220481201
701,S,10.4,cycling,1,0.11004493575129268
702,S,12.8,cycling,1,0.15745533474535078
703,S,12.0,cycling,1,0.3729051086332625
704,G1,0.26666666699999997,cycling,1,0.08708779123009712
705,G1,1.066666667,cycling,1,0.06671217088882969
706,G0,4.0,arrested,1,0.06252068507095045
707,G0,1.8666666669999998,arrested,1,0.0341620701608762
708,S,8.533333333,cycling,1,0.15640637529498344
709,G1,2.4,cycling,1,0.09511492134340412
710,S,8.0,cycling,1,0.3116640926166819
711,S,10.4,cycling,1,0.40120266835391344
712,G1,3.4666666669999997,cycling,1,0.07799734759647979
713,G1,0.26666666699999997,cycling,1,0.09025976983364685
714,G2,16.8,cycling,1,0.45246891457628086
715,G1,1.333333333,cycling,1,0.04546955048208449
716,G1,1.066666667,cycling,1,0.07408580591720718
717,G0,1.8666666669999998,arrested,1,0.07820974408828951
718,G0,3.4666666669999997,arrested,1,0.04623950802232771
719,G1,4.8,cycling,1,0.061966795241500526
720,S,6.1333333329999995,cycling,1,0.1417280323964959
721,G1,0.533333333,cycling,1,0.05493432669563833
722,S,12.8,cycling,1,0.18987722252989298
723,G1,3.4666666669999997,cycling,1,0.04664832777649864
724,S,7.733333332999999,cycling,1,0.18842928109677504
725,S,8.0,cycling,1,0.20942485731006166
726,G2,14.13333333,cycling,1,0.25424287584008604
727,S,10.66666667,cycling,1,0.27006976440972175
728,G2,17.86666667,cycling,1,0.20247190324944572
729,G1,4.0,cycling,1,0.05155070373084226
730,S,7.466666667,cycling,1,0.13590658622752244
731,S,6.1333333329999995,cycling,1,0.15636628236490313
732,G1,5.066666667,cycling,1,0.0796603363748876
733,G0,20.8,arrested,1,0.09979375326147046
734,G2,14.13333333,cycling,1,0.19252207361271
735,G0,2.133333333,arrested,1,0.07912327551130774
736,S,14.4,cycling,1,0.39899687284989305
737,G2,10.93333333,cycling,1,0.2797048371438825
738,G1,1.333333333,cycling,1,0.0366070068256589
739,G1,3.2,cycling,1,0.061650579238347665
740,S,13.06666667,cycling,1,0.10086591372945297
741,S,14.93333333,cycling,1,0.16071038280575872
742,G1,5.6,cycling,1,0.046104281968694275
743,S,8.266666667,cycling,1,0.24079829891943044
744,S,7.733333332999999,cycling,1,0.13042215017964992
745,G1,4.266666667,unassigned,1,0.10146140173778101
746,S,10.93333333,cycling,1,0.3240602747240072
747,G1,1.066666667,cycling,1,0.04916757583826639
748,S,8.0,cycling,1,0.24971155234361497
749,S,5.8666666670000005,cycling,1,0.17835160244632056
750,G1,3.733333333,cycling,1,0.05552539545217269
751,S,10.93333333,cycling,1,0.18617147167291265
752,G0,1.8666666669999998,arrested,1,0.09817530963047864
753,G2,17.6,cycling,1,0.24314554840567665
754,G0,16.0,arrested,1,0.1937022447243918
755,S,6.1333333329999995,cycling,1,0.15154946708787337
756,S,8.0,cycling,1,0.24834406734959896
757,S,6.933333332999999,cycling,1,0.09853415617038233
758,G1,4.8,cycling,1,0.08831697645146507
759,S,10.66666667,cycling,1,0.18916614947683716
760,S,7.733333332999999,cycling,1,0.1932380363830435
761,G2,14.4,cycling,1,0.25050180692443885
762,G1,16.8,cycling,1,0.252190638613141
763,S,6.666666667,cycling,1,0.20012618511641192
764,S,8.266666667,cycling,1,0.2679062830486807
765,G1,3.733333333,cycling,1,0.057926837187463186
766,S,10.66666667,cycling,1,0.20392031734403085
767,S,6.933333332999999,cycling,1,0.11414157712709556
768,G2,15.46666667,cycling,1,0.258153425049212
769,G1,4.0,cycling,1,0.04140142898167989
770,S,9.6,cycling,1,0.16950818357895228
771,G1,1.066666667,cycling,1,0.08627507465047538
772,G2,14.4,cycling,1,0.35005587737431826
773,S,7.2,cycling,1,0.13375873785624326
774,G1,5.066666667,cycling,1,0.1505587341813267
775,S,6.1333333329999995,cycling,1,0.2498453611507616
776,S,13.33333333,cycling,1,0.12070096525338783
777,G1,8.266666667,cycling,1,0.11802021731092623
778,G0,17.86666667,arrested,1,0.13327411362024713
779,S,13.06666667,cycling,1,0.27667821452513536
780,S,5.066666667,cycling,1,0.08375408049483352
781,S,13.33333333,cycling,1,0.41344997862642036
782,S,8.0,cycling,1,0.20479978576839208
783,G1,4.266666667,unassigned,1,0.06934762322444056
784,S,6.666666667,cycling,1,0.22806616585110057
785,S,5.8666666670000005,cycling,1,0.15362224602239008
786,G0,1.6,arrested,1,0.14031067665135794
787,G1,4.266666667,unassigned,1,0.09035307279318816
788,S,9.6,cycling,1,0.1995452924909977
789,G1,2.933333333,cycling,1,0.04882198330670005
790,G1,5.6,cycling,1,0.09712786014090294
791,G2,14.4,cycling,1,0.3288414844023011
792,S,7.2,cycling,1,0.23884792220923817
793,G0,17.33333333,arrested,1,0.11843966791353724
794,G1,2.933333333,unassigned,1,0.07974836239181501
795,S,12.8,cycling,1,0.2297844360687047
796,G0,4.533333333,arrested,1,0.1996914444641339
797,S,18.66666667,cycling,1,0.24402495056466403
798,G1,2.133333333,unassigned,1,0.04269798784476845
799,G1,2.133333333,unassigned,1,0.09260918195499576
800,G1,17.06666667,unassigned,1,0.11505340544275769
801,G0,3.2,arrested,1,0.09577274165866043
802,G1,4.8,cycling,1,0.06386196953014826
803,G0,1.6,arrested,1,0.08594069190931464
804,S,6.666666667,cycling,1,0.06072225048063316
805,G0,1.8666666669999998,arrested,1,0.045998456104996865
806,G2,18.4,cycling,1,0.42974544067255843
807,S,7.733333332999999,cycling,1,0.25707140603538076
808,S,13.06666667,cycling,1,0.2102723209766211
809,G0,1.333333333,arrested,1,0.04573031331837108
810,G1,4.266666667,cycling,1,0.16741797121987145
811,G2,15.46666667,cycling,1,0.1971539243836456
812,S,8.266666667,cycling,1,0.22855477168885394
813,G2,13.86666667,cycling,1,0.14016621872593193
814,S,5.066666667,cycling,1,0.11428886666638409
815,S,18.13333333,cycling,1,0.20206116597889454
816,G0,13.86666667,arrested,1,0.1644453484313543
817,G1,4.8,cycling,1,0.06418635218022334
818,G1,2.933333333,cycling,1,0.2038877231657254
819,S,5.8666666670000005,cycling,1,0.11747719487334958
820,G0,0.8,arrested,1,0.06042339085649318
821,G2,18.4,cycling,1,0.1778858701042476
822,G1,0.0,cycling,1,0.08985520255694751
823,G1,0.0,cycling,1,0.13796704994912748
824,S,10.4,cycling,1,0.17596496311034124
825,G0,1.066666667,arrested,1,0.03854564461458528
826,G0,3.2,arrested,1,0.07371886638490789
827,G2,16.53333333,cycling,1,0.26393982577813324
828,G0,1.8666666669999998,arrested,1,0.05679253952722764
829,S,5.333333333,cycling,1,0.09271516319496455
830,G0,1.066666667,arrested,1,0.04856448097841775
831,G0,1.8666666669999998,arrested,1,0.08717500395429098
832,G0,2.133333333,arrested,1,0.047911787580147414
833,S,7.733333332999999,cycling,1,0.12106731503366343
834,S,20.8,cycling,1,0.24239818440285213
835,G0,2.133333333,arrested,1,0.10174012804390166
836,S,5.333333333,cycling,1,0.12441639853182013
837,G0,0.8,arrested,1,0.034280943156675805
838,G2,12.8,cycling,1,0.21043866965341895
839,G0,1.333333333,arrested,1,0.03972404401211411
840,G1,0.8,cycling,1,0.0993350509364717
841,G2,14.93333333,cycling,1,0.20848588817936095
842,S,5.8666666670000005,cycling,1,0.10115063118934853
843,S,6.666666667,cycling,1,0.18822560743038547
844,S,5.8666666670000005,cycling,1,0.1634432819750296
845,G1,1.066666667,unassigned,1,0.05338095794910319
846,G2,13.86666667,cycling,1,0.17809411543495238
847,S,9.333333332999999,cycling,1,0.12329568475862661
848,G1,6.933333332999999,cycling,1,0.09511423175443585
849,G1,6.933333332999999,cycling,1,0.07667963775403522
850,S,12.0,cycling,1,0.28997053314734705
851,G1,2.133333333,cycling,1,0.07453613587065602
852,G1,0.8,cycling,1,0.11493924183442232
853,S,7.2,cycling,1,0.1346915543901222
854,S,9.333333332999999,cycling,1,0.21858834631369514
855,G2,14.93333333,cycling,1,0.3551177897866832
856,S,9.333333332999999,cycling,1,0.24684481300314434
857,G1,3.733333333,cycling,1,0.11076983429953328
858,G0,0.26666666699999997,arrested,1,0.0566325800924858
859,G0,1.333333333,arrested,1,0.04886181278376058
860,G1,2.933333333,cycling,1,0.22954318130661266
861,G2,16.8,cycling,1,0.19206680744415952
862,G1,1.6,unassigned,1,0.05008890174437445
863,G2,15.46666667,cycling,1,0.2852208569547836
864,G2,16.8,cycling,1,0.3047315549353306
865,G0,16.0,arrested,1,0.12143836204650041
866,G1,4.533333333,cycling,1,0.10571073341825807
867,G1,4.8,cycling,1,0.07449968649722379
868,G2,16.26666667,cycling,1,0.2765953953593141
869,G0,1.8666666669999998,arrested,1,0.17823727159656963
870,G1,3.733333333,unassigned,1,0.11005410096665647
871,G1,0.8,unassigned,1,0.1227006049043726
872,S,7.2,cycling,1,0.09255772838179899
873,S,8.266666667,cycling,1,0.2254369259372674
874,S,5.8666666670000005,cycling,1,0.09691863895483063
875,G1,13.86666667,cycling,1,0.1479698566673204
876,G0,1.066666667,arrested,1,0.08229757066118652
877,S,6.666666667,cycling,1,0.12649227598548637
878,S,13.86666667,cycling,1,0.09498996478582505
879,G1,5.066666667,cycling,1,0.09309363755762408
880,G1,1.066666667,unassigned,1,0.051082306316842366
881,S,7.733333332999999,cycling,1,0.225047770579066
882,G1,4.533333333,cycling,1,0.14963860825519384
883,G1,4.8,cycling,1,0.15106433316439452
884,S,7.733333332999999,cycling,1,0.15170396595895888
885,G2,16.53333333,cycling,1,0.6410049033370716
886,S,5.8666666670000005,cycling,1,0.13143312361036913
887,G2,17.06666667,cycling,1,0.3467256476148917
888,G0,2.133333333,arrested,1,0.08218641025043343
889,G1,1.6,cycling,1,0.04066351195507597
890,G0,2.666666667,arrested,1,0.06340012175478897
891,S,14.13333333,cycling,1,0.43622665037692643
892,G0,1.066666667,arrested,1,0.071410737666852
893,S,8.266666667,unassigned,1,0.15530171985158056
894,G1,3.2,unassigned,1,0.10109248614126755
895,G1,4.266666667,cycling,1,0.12157201887753773
896,G0,6.4,arrested,1,0.16516990651888416
897,G0,3.4666666669999997,arrested,1,0.04899726949617841
898,G2,19.73333333,cycling,1,0.3867205455047868
899,S,9.333333332999999,cycling,1,0.176995923461349
900,G2,13.33333333,unassigned,1,0.25327505785351845
901,G1,0.8,cycling,1,0.07795809319262008
902,G0,2.666666667,arrested,1,0.028082089392544324
903,G1,4.266666667,cycling,1,0.18716746593736552
904,G1,2.133333333,cycling,1,0.09042354007959852
905,G2,19.73333333,cycling,1,0.33591175513317184
906,S,7.2,cycling,1,0.12541093930458044
907,G0,4.533333333,arrested,1,0.3677053362251153
908,S,5.8666666670000005,unassigned,1,0.13906320260964342
909,G1,0.8,cycling,1,0.12302164019490663
910,S,10.4,cycling,1,0.22454997038072544
911,G0,0.8,arrested,1,0.0
912,S,22.66666667,cycling,1,0.39391626564175264
913,G1,4.8,cycling,1,0.15677447921115178
914,G1,1.333333333,unassigned,1,0.06367714181373328
915,G2,15.46666667,cycling,1,0.3089979678306019
916,G0,4.0,arrested,1,0.10080716002232594
917,G2,15.2,cycling,1,0.23971343464185557
918,S,7.2,cycling,1,0.18961278188631792
919,S,6.4,cycling,1,0.2275705202477989
920,G0,8.8,arrested,1,0.16648853079573808
921,G2,16.53333333,cycling,1,0.4659064085337863
922,G1,0.26666666699999997,cycling,1,0.13426725925290742
923,G1,0.0,cycling,1,0.13410055843380403
924,G2,16.53333333,cycling,1,0.2468837596901169
925,G1,0.26666666699999997,cycling,1,0.15132151016959183
926,G1,0.533333333,cycling,1,0.10073263543963354
927,G1,3.2,cycling,1,0.05958363253199379
928,G1,0.26666666699999997,cycling,1,0.0661885164181244
929,G1,4.8,cycling,1,0.08025566322715169
930,G1,4.266666667,cycling,1,0.11701617726655537
931,G1,3.733333333,cycling,1,0.07465126442815662
932,G1,0.0,cycling,1,0.08515481525344631
933,G2,17.06666667,cycling,1,0.31725029319310205
934,G1,0.8,cycling,1,0.07133528032136621
935,G1,0.533333333,cycling,1,0.1370241776584746
936,G1,0.26666666699999997,cycling,1,0.11169381665628063
937,G1,4.533333333,cycling,1,0.13250796990994673
938,G1,5.066666667,cycling,1,0.10340043520756723
939,G1,5.333333333,cycling,1,0.11059156456930759
940,G1,2.933333333,cycling,1,0.07094083331222328
941,G1,2.133333333,cycling,1,0.04808249742880122
942,G1,4.266666667,cycling,1,0.0656410868885194
943,G0,2.133333333,arrested,1,0.09350188783859954
944,S,22.66666667,cycling,1,0.13896368201204803
945,G1,2.4,cycling,1,0.09279882544702481
946,G1,6.1333333329999995,cycling,1,0.04086492466091625
947,G1,1.066666667,cycling,1,0.1253167494515497
948,G0,2.133333333,arrested,1,0.10800822468324921
949,G0,4.533333333,arrested,1,0.07966468085289527
950,G1,0.8,cycling,1,0.06983235292152822
951,G2,10.93333333,cycling,1,0.22640598985099783
952,G1,2.4,unassigned,1,0.059371530804344444
953,G2,17.33333333,cycling,1,0.4214276626790661
954,G0,1.6,arrested,1,0.09595688150687864
955,G0,0.8,arrested,1,0.05975409420127634
956,G1,4.266666667,cycling,1,0.07091931845347758
957,G1,3.733333333,cycling,1,0.09345638328224569
958,G1,1.6,cycling,1,0.05667226911515912
959,S,8.0,cycling,1,0.15242944508609133
960,S,8.266666667,cycling,1,0.12272357349203027
961,G1,1.8666666669999998,cycling,1,0.0680554066913516
962,G0,0.8,arrested,1,0.059812365969202336
963,G1,4.533333333,cycling,1,0.16653966504194587
964,S,6.666666667,cycling,1,0.12718418648921373
965,G1,5.6,cycling,1,0.13653587851630963
966,G0,16.0,arrested,1,0.18221776393615957
967,S,12.0,cycling,1,0.27237991611588597
968,G0,4.533333333,arrested,1,0.08700444202271718
969,S,16.0,cycling,1,0.15279088565375554
970,G1,0.533333333,cycling,1,0.10552594647978103
971,S,12.26666667,cycling,1,0.2826307992089471
972,S,10.4,cycling,1,0.1790207964857165
973,G0,17.6,arrested,1,0.12850948424236985
974,S,7.2,cycling,1,0.17291437508960497
975,G1,6.666666667,cycling,1,0.06747172549926356
976,S,11.2,cycling,1,0.1126464706925517
977,S,12.26666667,cycling,1,0.310452137013445
978,G1,1.8666666669999998,cycling,1,0.05249430919593154
979,S,5.8666666670000005,cycling,1,0.15745252670472135
980,G1,5.333333333,cycling,1,0.14249767744261158
981,G1,1.6,cycling,1,0.21369054184350716
982,G1,1.6,cycling,1,0.05747173427095563
983,S,10.4,cycling,1,0.22573444838364723
984,G1,1.066666667,cycling,1,0.07967789090702003
985,G1,0.533333333,cycling,1,0.07732151062832263
986,G1,1.066666667,cycling,1,0.0729302137291279
987,G1,5.6,cycling,1,0.09955890006320274
988,G1,5.066666667,cycling,1,0.1447915816866159
989,G0,1.6,arrested,1,0.10777549526982032
990,S,13.86666667,cycling,1,0.21505348083764583
991,S,10.66666667,cycling,1,0.20782675120277366
992,G1,2.933333333,cycling,1,0.11083196651423001
993,G1,2.4,cycling,1,0.06570764652159634
994,G1,2.4,cycling,1,0.08071032348840106
995,S,10.4,cycling,1,0.3022661019372787
996,G0,4.0,arrested,1,0.10300062916102579
997,G1,6.1333333329999995,cycling,1,0.12937441120586332
998,G0,18.13333333,arrested,1,0.1777737209047052
999,G1,0.0,cycling,1,0.08977867717136447
1000,G1,5.333333333,cycling,1,0.09466045416310158
1001,S,18.13333333,cycling,1,0.15594264478405936
1002,G1,1.6,cycling,1,0.02925587842522136
1003,G1,1.6,cycling,1,0.11388488133278005
1004,S,8.0,cycling,1,0.15902068480169665
1005,G1,1.066666667,cycling,1,0.07432075067246154
1006,S,6.933333332999999,cycling,1,0.10039969007647982
1007,G1,4.533333333,cycling,1,0.0818172863651677
1008,G1,1.6,cycling,1,0.09336689544726531
1009,G1,1.066666667,cycling,1,0.08798982739509527
1010,S,10.4,cycling,1,0.28109159052015564
1011,G1,0.26666666699999997,cycling,1,0.08553174846121532
1012,G1,6.666666667,cycling,1,0.06043215367946121
1013,G1,5.333333333,cycling,1,0.1206450897586952
1014,G1,0.26666666699999997,cycling,1,0.0651047525671089
1015,G1,5.333333333,cycling,1,0.11042668470834029
1016,G0,7.466666667,arrested,1,0.08521541783429977
1017,G1,0.26666666699999997,cycling,1,0.025512526998252252
1018,S,7.2,cycling,1,0.1877094852382312
1019,G1,0.26666666699999997,cycling,1,0.13458544827342808
1020,G1,0.8,cycling,1,0.0609446476011166
1021,G1,3.733333333,cycling,1,0.10524459052962867
1022,G1,1.6,cycling,1,0.059138309550926714
1023,G1,2.4,cycling,1,0.026869262690929503
1024,G1,0.8,cycling,1,0.07549265212028189
1025,G1,1.333333333,cycling,2,0.15210013230307148
1026,G1,2.133333333,cycling,2,0.1324726985329184
1027,G2,18.13333333,cycling,2,0.3854012672190751
1028,G1,5.333333333,cycling,2,0.173867133164233
1029,G1,0.26666666699999997,cycling,2,0.14200550522479524
1030,G1,2.666666667,unassigned,2,0.15041708232356554
1031,S,6.1333333329999995,cycling,2,0.2792703869747765
1032,G1,2.933333333,unassigned,2,0.15819137306720452
1033,G1,2.666666667,cycling,2,0.19377735744374713
1034,G0,1.6,arrested,2,0.19405190331118707
1035,S,7.2,cycling,2,0.20856646343098004
1036,G1,2.133333333,cycling,2,0.18122003645124707
1037,G1,2.933333333,cycling,2,0.14912549343676001
1038,G1,4.0,unassigned,2,0.10147747988234675
1039,G1,0.533333333,cycling,2,0.1313184697814487
1040,G1,2.933333333,cycling,2,0.12139972930342656
1041,G1,1.6,cycling,2,0.10355675708346587
1042,S,6.666666667,cycling,2,0.4245019178658059
1043,G1,0.0,cycling,2,0.2308966327403673
1044,G1,10.4,cycling,2,0.19547156671924046
1045,G1,2.133333333,unassigned,2,0.22610079457082766
1046,G1,0.8,unassigned,2,0.061840993148865576
1047,G1,0.533333333,cycling,2,0.08526989473721412
1048,S,10.4,cycling,2,0.3310743820437729
1049,S,5.8666666670000005,cycling,2,0.27396882684097484
1050,G1,0.533333333,cycling,2,0.2451800686179936
1051,G1,1.6,cycling,2,0.1977520861956584
1052,S,6.1333333329999995,cycling,2,0.28979508951881233
1053,G2,16.26666667,cycling,2,0.4943217066363933
1054,S,10.4,cycling,2,0.3485842679902995
1055,S,5.6,cycling,2,0.19629161778306833
1056,G2,14.66666667,cycling,2,0.45844221231454935
1057,S,8.533333333,cycling,2,0.2895367487126205
1058,G2,18.66666667,cycling,2,0.25831941030073363
1059,G2,13.6,cycling,2,0.335119607124408
1060,G1,1.333333333,cycling,2,0.006469908226571789
1061,G1,3.733333333,cycling,2,0.19550447056509235
1062,G1,1.8666666669999998,cycling,2,0.17114667922351237
1063,G1,1.6,cycling,2,0.04948442212308675
1064,S,15.73333333,cycling,2,0.43779147594874473
1065,S,4.8,cycling,2,0.30101279935325626
1066,G2,15.2,cycling,2,0.31274309268703204
1067,S,17.33333333,cycling,2,0.23689602046502078
1068,G0,1.8666666669999998,arrested,2,0.10704318761410721
1069,G1,6.1333333329999995,cycling,2,0.17431253447000689
1070,S,15.73333333,cycling,2,0.3538298162142701
1071,S,12.53333333,cycling,2,0.3158852438083793
1072,S,10.13333333,cycling,2,0.42555123534179295
1073,G1,0.533333333,cycling,2,0.1534281828571206
1074,G1,0.26666666699999997,cycling,2,0.13297841796295598
1075,G1,2.666666667,cycling,2,0.19523360380309568
1076,G0,0.8,arrested,2,0.08944921339202783
1077,G1,0.26666666699999997,cycling,2,0.056904204300443795
1078,G2,21.06666667,cycling,2,0.30281259465016935
1079,G0,1.8666666669999998,arrested,2,0.1472308995956522
1080,G1,1.066666667,cycling,2,0.11815108975786988
1081,S,6.666666667,cycling,2,0.14410747552693032
1082,S,7.466666667,cycling,2,0.224021168038754
1083,G0,4.266666667,arrested,2,0.1176620472862447
1084,G0,5.333333333,arrested,2,0.2726652494161065
1085,S,4.8,cycling,2,0.1393897677233587
1086,G0,5.333333333,arrested,2,0.18393579874545923
1087,G1,3.4666666669999997,cycling,2,0.21907436655824666
1088,G1,5.333333333,unassigned,2,0.12194973407770641
1089,G1,0.0,cycling,2,0.2385217560853113
1090,G1,5.6,cycling,2,0.12444532777588665
1091,G1,1.8666666669999998,cycling,2,0.09056635892713213
1092,G2,14.66666667,cycling,2,0.3380836099221863
