feature,dynamic_score,age_spearman,batch_effect,variance,score
Int_Med_pp53_cell,0.015705849285809672,0.014484472811277701,0.0005700065063849175,0.002220086629897073,0.00022736134950981444
Int_Med_pp38_cyto,0.016798489962233598,0.01195164677237723,0.002006599155783564,0.00201322546334373,0.0002003675609592732
Int_Med_pp38_ring,0.016798489962233598,0.01195164677237723,0.002006599155783564,0.00201322546334373,0.0002003675609592732
Int_MeanEdge_E2F1_cell,0.015105926454050086,-0.011847915902740426,0.005406010894368226,0.0018318137177951895,0.00017801141461384296
Int_Med_p53_cell,0.017685798533174674,0.009913395457826062,0.0037847579084780993,0.0015723694104179872,0.00017466524916369202
Int_Med_cycE_ring,0.01895527847530697,-0.007390527993064244,0.00037157067578554406,0.0009724660183367213,0.00014003748236612618
Int_Med_cycE_cyto,0.01895527847530697,-0.007390527993064244,0.00037157067578554406,0.0009724660183367213,0.00014003748236612618
Int_MeanEdge_pRSK_cell,0.015780856033577914,-0.006487175609937316,0.000994546494690544,0.0029728808833425855,0.00010227147063233455
Int_Med_pRSK_ring,0.01682148088645324,-0.004077172202488541,0.0018315594827010128,0.0008001783567506271,6.845868811554814e-05
Int_Med_pRSK_cyto,0.01682148088645324,-0.004077172202488541,0.0018315594827010128,0.0008001783567506271,6.845868811554814e-05
Int_Med_GSK3b_cell,0.027246981490535,0.002208635052129933,0.00023318415999489274,0.009597359647518606,6.016460895093145e-05
Int_Med_cycE_cell,0.018696236264974894,-0.002652896986770219,0.00023719080819125028,0.0010834562670494605,4.958742716936956e-05
Int_Med_bCat_cyto,0.016540047992757333,-0.0029269861185564636,0.005866795165462135,0.0063732124119538465,4.813012131203188e-05
Int_Med_bCat_ring,0.016540047992757333,-0.0029269861185564636,0.005866795165462135,0.0063732124119538465,4.813012131203188e-05
Int_Med_pRSK_cell,0.016071933801257137,-0.001206207317802089,0.0018252118223498488,0.0008737388916509618,1.935076491740834e-05
Int_Med_RSK1_cell,0.015156483958265157,0.0004180954171696553,0.0013089505609572537,0.0008326700113503649,6.328572694577434e-06
