ISO3,Country,mangrove_area_ha,mean_composite,mean_slr_mm_yr,mean_tc_norm,very_high_area_ha,high_or_very_high_area_ha,scenario,share_high_or_very_high
SUR,Suriname,85438.0,0.20995971454652573,11.200000000000001,0.0005645903835090313,0.0,0.0,SSP370,0.0
BEN,Benin,2970.0,0.20967741935477122,11.200000000000001,0.0,0.0,0.0,SSP370,0.0
TCA,Turks and Caicos Islands,15037.000000000002,0.2061779953916421,11.020535714285714,0.05089285714284787,0.0,0.0,SSP370,0.0
TGO,Togo,1455.0,0.1925403225805831,11.09375,0.0,0.0,0.0,SSP370,0.0
CIV,Côte d'Ivoire,6453.0,0.17081061096214104,10.959025787965617,0.0,0.0,0.0,SSP370,0.0
LBR,Liberia,19726.0,0.16697715462294843,10.935258358662615,0.0,0.0,0.0,SSP370,0.0
ERI,Eritrea,7175.0,0.16135260404730567,10.24031830238727,0.21292511055036664,0.0,0.0,SSP370,0.0
DMA,Dominica,1.0,0.1577324383928356,9.9,0.3154648767856712,0.0,0.0,SSP370,0.0
SLE,Sierra Leone,172741.0,0.1475174570534589,10.814608233731741,0.0,0.0,0.0,SSP370,0.0
ATG,Antigua and Barbuda,869.0,0.14133064516125873,10.15625,0.19999999999996357,0.0,0.0,SSP370,0.0
SEN,Senegal,232995.0,0.11637456608242801,10.621522309711287,0.0,0.0,0.0,SSP370,0.0
GIN,Guinea,253417.00000000003,0.1157840083073356,10.617860851505712,0.0,0.0,0.0,SSP370,0.0
GNB,Guinea-Bissau,297832.0,0.11116325923208956,10.589212207239177,0.0,0.0,0.0,SSP370,0.0
SGP,Singapore,15222.0,0.10531309297909326,10.482352941176472,0.0,0.0,0.0,SSP370,0.0
GMB,Gambia,74425.0,0.09834652059238053,10.509748427672955,0.0,0.0,0.0,SSP370,0.0
DJI,Djibouti,779.0,0.08221872541303406,10.409756097560976,0.0,0.0,0.0,SSP370,0.0
EGY,Egypt,266.0,0.06249999670770264,9.915753424657535,0.11019663504157008,0.0,0.0,SSP370,0.0
SAU,Saudi Arabia,6127.0,0.052182904870042936,9.728735632183907,0.09587152315903898,0.0,0.0,SSP370,0.0
OMN,Oman,387.0,0.044890430388539064,9.782580645161291,0.07937503351381404,0.0,0.0,SSP370,0.0
BMU,Bermuda,21.0,0.016129032258059256,10.0,0.0,0.0,0.0,SSP370,0.0
IRN,"Iran, Islamic Republic of",10286.0,0.015970409387274603,9.47375,0.031940818774549205,0.0,0.0,SSP370,0.0
QAT,Qatar,460.0,0.015961020551655984,9.600000000000001,0.03192204110331197,0.0,0.0,SSP370,0.0
BHR,Bahrain,58.0,0.0,9.554545454545455,0.0,0.0,0.0,SSP370,0.0
PAK,Pakistan,82083.0,0.0,9.13048780487805,0.0,0.0,0.0,SSP370,0.0
IDN,Indonesia,2913232.0000000005,0.33562880759181,13.773484500280887,0.16243859750416062,573689.9337112508,1260600.313364997,SSP585,0.43271538736530313
MEX,Mexico,1004711.0,0.5351288576329472,14.250774601789221,0.39846744365032744,426393.8239144665,799735.0486580842,SSP585,0.7959851625572769
AUS,Australia,988391.9999999999,0.5580292624900197,13.869643487469116,0.5598558344676359,585952.8288033886,775397.536180727,SSP585,0.7845040593010941
BGD,Bangladesh,531711.0,0.31994510077880856,14.048904617458712,0.18826803675728085,125266.59555106168,303220.4287158746,SSP585,0.570273003033367
PHL,Philippines,274939.0,0.6269180135873956,15.399908466819223,0.44653032330172304,184467.08192219678,254617.42173913048,SSP585,0.9260869565217393
CUB,Cuba,342417.0,0.4215546989561235,13.288264462809918,0.5141225598346219,118855.48760330578,227523.36198347108,SSP585,0.6644628099173554
PNG,Papua New Guinea,461059.0,0.3611344267869133,13.181845062093435,0.40805635603796825,88476.43140153759,227393.9716144294,SSP585,0.49319929036073346
MOZ,Mozambique,304897.0,0.3713047326237757,13.389091947458594,0.3762791143370965,47885.02284408909,193455.49229011993,SSP585,0.6344945745288406
USA,United States,231525.0,0.5312164275682836,15.022666666666666,0.4155390279762497,134840.15999999997,185590.44,SSP585,0.8016
IND,India,492571.0,0.14157650341653036,12.816819484240689,0.03466526407606905,0.0,129141.10744985669,SSP585,0.26217765042979935
BHS,Bahamas,145902.0,0.33130480988239736,13.091392064559518,0.4065384847428465,16582.002689979825,105967.82784129119,SSP585,0.7262945527908541
VNM,Viet Nam,186363.0,0.30068222251731924,13.038524590163934,0.2945295070522732,10147.39988290398,100164.65690866509,SSP585,0.5374707259953161
MDG,Madagascar,275833.0,0.2686929795800836,13.014763458401305,0.30969578938199044,33522.93393148451,98993.89885807504,SSP585,0.35889070146818924
GAB,Gabon,194197.0,0.26577430308763744,13.835181236673776,0.0,0.0,98133.66524520254,SSP585,0.5053304904051172
COL,Colombia,289936.0,0.1509423409635387,12.883409536250817,0.014853692740690748,4545.045068582625,84651.46440235141,SSP585,0.2919660352710647
MYS,Malaysia,579537.0,0.19015312228098152,13.307038025350234,0.037806306331664756,193.30787191460973,73263.68345563709,SSP585,0.12641761174116076
THA,Thailand,264930.0,0.25819714126309634,14.031898734177217,0.06515190090421576,10395.98734177215,70424.43037974682,SSP585,0.2658227848101265
BLZ,Belize,68012.0,0.985197160636572,16.26532663316583,0.9703943212731441,68012.0,68012.0,SSP585,1.0
BRA,Brazil,1138408.0,0.1378499273243141,13.03021582733813,0.04136656656220304,0.0,61193.10004072214,SSP585,0.05375322383602552
HND,Honduras,85226.0,0.5391516152809063,14.243424317617867,0.5312946835533504,57945.22084367246,57945.22084367246,SSP585,0.6799007444168735
NIC,Nicaragua,86057.0,0.4778905068923329,13.134222222222224,0.6838468574061658,53164.10222222224,53164.10222222224,SSP585,0.617777777777778
SLB,Solomon Islands,51928.0,0.6550603307819125,13.836653895274585,0.7780266262771388,42709.61941251595,51927.999999999985,SSP585,0.9999999999999997
FJI,Fiji,48811.00000000001,0.7985742429173671,14.463548387096774,0.8328713054288049,48811.0,48811.0,SSP585,0.9999999999999999
MMR,Myanmar,546707.0,0.19853652356688672,13.368739662586835,0.03907694319006009,11574.346013893482,38159.17201455508,SSP585,0.06979821369500497
PAN,Panama,152860.0,0.13052349489178544,12.998856640281444,0.034492378884277024,0.0,31862.63852242745,SSP585,0.20844327176781008
AGO,Angola,51756.0,0.3017068273091251,14.029216867469879,0.0,0.0,30710.638554216857,SSP585,0.5933734939759034
TZA,"Tanzania, United Republic of",120155.0,0.262300439184158,13.131280388978931,0.25375628985770154,8958.071312803891,30184.80551053485,SSP585,0.25121555915721233
VEN,"Venezuela, Bolivarian Republic of",300542.0,0.20665054154344015,13.33907074973601,0.06549710170330227,158.68109820485745,18724.369588173184,SSP585,0.06230200633579727
GTM,Guatemala,29554.0,0.3423173170019276,13.879428571428573,0.2717245810938323,9795.039999999997,14523.679999999997,SSP585,0.4914285714285713
COD,"Congo, The Democratic Republic of the",36328.0,0.2966457023059697,14.001886792452831,0.0,0.0,12337.811320754714,SSP585,0.3396226415094339
TTO,Trinidad and Tobago,11169.0,0.3658097358839825,13.414159292035398,0.3560049191624013,0.0,10971.318584070797,SSP585,0.9823008849557523
JAM,Jamaica,9767.0,0.5265707783124403,13.45109489051095,0.6638471527320807,4277.518248175182,9767.0,SSP585,1.0
FSM,"Micronesia, Federated States of",8711.0,0.8397204632931048,14.73154761904762,0.8412575050696396,7362.869047619047,8711.0,SSP585,1.0
CHN,China,24925.999999999996,0.25713641331069,13.257657657657658,0.1966218423038466,1283.1917631917631,7891.629343629342,SSP585,0.3166023166023166
ARE,United Arab Emirates,7392.999999999999,0.3270623065525211,12.65412026726058,0.5600059956011588,0.0,6059.296213808464,SSP585,0.8195991091314033
PLW,Palau,5687.0,0.864472519499065,14.794520547945206,0.8420855767965307,5687.000000000001,5687.000000000001,SSP585,1.0000000000000002
KHM,Cambodia,69351.0,0.19775115876853808,13.250886075949367,0.08035932644483464,0.0,5267.164556962023,SSP585,0.07594936708860757
CYM,Cayman Islands,4432.0,0.6279357615937851,13.944186046511629,0.6839507652205129,4432.000000000001,4432.000000000001,SSP585,1.0000000000000002
TCA,Turks and Caicos Islands,15037.000000000002,0.280324074073975,13.776339285714286,0.05089285714284787,0.0,3826.379464285714,SSP585,0.2544642857142857
DOM,Dominican Republic,19270.0,0.2359003670690813,13.255555555555556,0.15492830615474076,0.0,3639.888888888889,SSP585,0.1888888888888889
NZL,New Zealand,29676.0,0.26524283717670116,13.832311320754718,0.0,0.0,3639.5094339622638,SSP585,0.12264150943396225
ERI,Eritrea,7175.0,0.19153967483502998,12.859416445623342,0.21292511055036664,0.0,3368.6339522546427,SSP585,0.46949602122015927
GLP,Guadeloupe,3415.0,0.30691238212355426,11.957462686567164,0.6022161406981907,0.0,3287.5746268656717,SSP585,0.9626865671641791
GHA,Ghana,18391.0,0.22692235382582304,13.6253807106599,0.0,0.0,2987.3705583756346,SSP585,0.16243654822335027
NCL,New Caledonia,33481.0,0.24367848055824884,13.668529411764707,0.017531253055669407,443.13088235294117,2609.5485294117643,SSP585,0.07794117647058822
COG,Congo,2500.0,0.2946623093680825,13.991176470588236,0.0,0.0,1936.2745098039213,SSP585,0.7745098039215685
VUT,Vanuatu,1532.0,0.5783893499894635,14.68888888888889,0.3090420744648377,1532.0,1532.0,SSP585,1.0
MTQ,Martinique,1944.0,0.32052380441160694,12.079999999999998,0.6410476088232139,0.0,1473.3473684210526,SSP585,0.7578947368421053
TLS,Timor-Leste,1344.0,0.5221032677088463,14.425454545454546,0.29403818524962066,586.4727272727273,1344.0000000000005,SSP585,1.0000000000000004
LKA,Sri Lanka,18119.0,0.23825130740015812,13.60560928433269,0.02998065764022665,0.0,1121.4854932301741,SSP585,0.061895551257253385
TON,Tonga,1039.0,0.6114795679881161,14.436666666666667,0.46863814832219075,658.0333333333333,1039.0,SSP585,1.0
JPN,Japan,1016.0,0.4715421119618065,14.28701298701299,0.2526080334476713,184.72727272727275,950.0259740259742,SSP585,0.9350649350649352
PRI,Puerto Rico,8200.0,0.2419891714354267,13.559836065573773,0.05440942969554195,537.7049180327868,873.7704918032786,SSP585,0.10655737704918031
MYT,Mayotte,675.0,0.6373192479831249,13.700000000000001,0.7931570144849466,675.0,675.0,SSP585,1.0
GNQ,Equatorial Guinea,33795.0,0.2235813795445996,13.607339449541286,0.0,0.0,620.0917431192661,SSP585,0.01834862385321101
SAU,Saudi Arabia,6127.0,0.09863431802518369,12.673772204806689,0.09587152315903898,0.0,409.7471264367815,SSP585,0.06687565308254961
HTI,Haiti,18837.0,0.23887424213603042,13.653588516746414,0.013456441032821141,360.51674641148327,360.51674641148327,SSP585,0.019138755980861243
CRI,Costa Rica,37034.0,0.0986856622034273,12.92529761904762,0.0028166506855863502,0.0,330.66071428571433,SSP585,0.00892857142857143
VIR,"Virgin Islands, U.S.",274.0,0.3153642627055351,13.545454545454545,0.20648610116880298,0.0,261.5454545454546,SSP585,0.9545454545454548
HKG,Hong Kong,546.0,0.26763917674778437,13.151724137931035,0.24153633561572868,0.0,244.75862068965512,SSP585,0.4482758620689654
WSM,Samoa,231.0,1.0,15.511111111111113,1.0,231.00000000000003,231.00000000000003,SSP585,1.0000000000000002
YEM,Yemen,1566.0,0.13279672928039934,12.962237762237763,0.05735725032466749,0.0,229.97202797202803,SSP585,0.1468531468531469
ANT,ANT,228.0,0.42925070173489405,13.604761904761906,0.4122932905951736,21.714285714285715,228.0,SSP585,1.0
SYC,Seychelles,227.0,0.46433968266518505,13.757851239669423,0.42577149878632614,35.64462809917355,226.99999999999991,SSP585,0.9999999999999997
GRD,Grenada,209.0,0.42138441114988334,13.315151515151516,0.5038238166882201,0.0,209.0,SSP585,1.0
SDN,Sudan,684.0,0.26976455837636915,12.853846153846154,0.37143794866163254,112.74725274725276,112.74725274725276,SSP585,0.16483516483516486
VGB,"Virgin Islands, British",109.0,0.28531519757927426,13.600000000000001,0.1261859507142685,0.0,109.0,SSP585,1.0
VCT,Saint Vincent and the Grenadines,106.0,0.32407407407400113,12.8,0.49999999999990896,0.0,106.0,SSP585,1.0
PYF,French Polynesia,126.0,0.5467345755316945,13.246666666666666,0.7798889041499248,87.36000000000003,105.84000000000005,SSP585,0.8400000000000004
MUS,Mauritius,396.0,0.177948448501005,12.480357142857144,0.2798386959438371,0.0,98.99999999999999,SSP585,0.24999999999999997
COM,Comoros,97.0,0.6303288600064451,13.9,0.7051021644575406,96.99999999999999,96.99999999999999,SSP585,0.9999999999999999
LCA,Saint Lucia,162.0,0.24020661190472456,12.4,0.4804132238094491,0.0,90.0,SSP585,0.5555555555555556
MDV,Maldives,89.0,0.39108617243251015,13.9,0.22661678930967086,25.958333333333332,70.45833333333333,SSP585,0.7916666666666666
GUM,Guam,52.0,0.870370370370233,14.400000000000002,1.0,52.0,52.0,SSP585,1.0
STP,Sao Tome and Principe,48.0,0.370370370370233,14.4,0.0,0.0,48.0,SSP585,1.0
ABW,Aruba,43.0,0.5217199475060436,13.693333333333333,0.5644275493332521,20.066666666666666,43.0,SSP585,1.0
ZAF,South Africa,2654.0,0.1848335677448917,13.398101265822785,0.0,0.0,33.59493670886076,SSP585,0.012658227848101266
ASM,American Samoa,32.0,1.0,15.700000000000001,1.0,31.999999999999996,31.999999999999996,SSP585,0.9999999999999999
WLF,Wallis and Futuna,29.0,0.9444444444442796,14.8,1.0,29.0,29.0,SSP585,1.0
MHL,Marshall Islands,26.0,0.7187651033803162,14.908333333333333,0.5177771203411273,22.749999999999993,26.0,SSP585,1.0
BRB,Barbados,11.0,0.45263192621685205,12.8,0.7571157042856109,0.0,11.0,SSP585,1.0
TUV,Tuvalu,9.0,0.6925768022043283,13.7,0.9036721229273535,8.999999999999998,8.999999999999998,SSP585,0.9999999999999998
TWN,"Taiwan, Province of China",167.0,0.24962985060495585,13.721348314606741,0.009871436540929375,1.8764044943820224,5.629213483146067,SSP585,0.033707865168539325
AIA,Anguilla,5.0,0.24186062931343263,13.0,0.2614990364047256,0.0,0.3333333333333333,SSP585,0.06666666666666667
MAF,Saint Martin (French part),10.0,0.23729706182533833,13.0,0.252371901428537,0.0,0.0,SSP585,0.0
KNA,Saint Kitts and Nevis,35.0,0.23167650007270665,12.600000000000001,0.3892789260713663,0.0,0.0,SSP585,0.0
NGA,Nigeria,887472.0,0.20582219300160387,13.511439842209073,0.0,0.0,0.0,SSP585,0.0
CMR,Cameroon,211303.0,0.19376256101055123,13.446317829457366,0.0,0.0,0.0,SSP585,0.0
BRN,Brunei Darussalam,18707.0,0.18684977111936474,13.408988764044945,0.0,0.0,0.0,SSP585,0.0
BEN,Benin,2970.0,0.1851851851851165,13.4,0.0,0.0,0.0,SSP585,0.0
TGO,Togo,1455.0,0.1851851851851165,13.4,0.0,0.0,0.0,SSP585,0.0
GUY,Guyana,38703.0,0.18440521494140372,13.278542510121458,0.04342431502312884,0.0,0.0,SSP585,0.0
CIV,Côte d'Ivoire,6453.0,0.175050408574699,13.345272206303726,0.0,0.0,0.0,SSP585,0.0
SUR,Suriname,85438.0,0.17477893948699183,13.342281879194632,0.0005645903835090313,0.0,0.0,SSP585,0.0
GUF,French Guiana,83100.0,0.15780998389688197,13.252173913043478,0.0,0.0,0.0,SSP585,0.0
DMA,Dominica,1.0,0.1577324383928356,11.9,0.3154648767856712,0.0,0.0,SSP585,0.0
LBR,Liberia,19726.0,0.15281999324546858,13.225227963525837,0.0,0.0,0.0,SSP585,0.0
MAC,Macao,122.0,0.1370370370370053,12.600000000000001,0.19999999999996357,0.0,0.0,SSP585,0.0
ATG,Antigua and Barbuda,869.0,0.12893518518515623,12.418750000000001,0.19999999999996357,0.0,0.0,SSP585,0.0
KIR,Kiribati,146.0,0.12334656084651516,13.057142857142859,0.0,0.0,0.0,SSP585,0.0
SOM,Somalia,5886.000000000001,0.12037037037032569,13.05,0.0,0.0,0.0,SSP585,0.0
EGY,Egypt,266.0,0.11851790148829076,12.742465753424659,0.11019663504157008,0.0,0.0,SSP585,0.0
SLE,Sierra Leone,172741.0,0.11696424179819587,13.031606905710493,0.0,0.0,0.0,SSP585,0.0
DJI,Djibouti,779.0,0.10930442637755652,12.990243902439024,0.0,0.0,0.0,SSP585,0.0
KEN,Kenya,56260.0,0.1019353837888453,12.916262975778547,0.01266225803015151,0.0,0.0,SSP585,0.0
QAT,Qatar,460.0,0.09003509462570267,12.8,0.03192204110331197,0.0,0.0,SSP585,0.0
OMN,Oman,387.0,0.08807461353108276,12.661290322580646,0.07937503351381404,0.0,0.0,SSP585,0.0
SGP,Singapore,15222.0,0.07407407407404668,12.63529411764706,0.0,0.0,0.0,SSP585,0.0
GIN,Guinea,253417.00000000003,0.07372793354099039,12.798130841121496,0.0,0.0,0.0,SSP585,0.0
GNB,Guinea-Bissau,297832.0,0.07199747653967846,12.788786373314409,0.0,0.0,0.0,SSP585,0.0
BHR,Bahrain,58.0,0.06986531986529404,12.77727272727273,0.0,0.0,0.0,SSP585,0.0
SEN,Senegal,232995.0,0.0644988820841601,12.748293963254595,0.0,0.0,0.0,SSP585,0.0
SLV,El Salvador,51920.0,0.06391662726709409,12.696969696969697,0.017844477878785445,0.0,0.0,SSP585,0.0
MRT,Mauritania,1563.0,0.0555555555555351,12.700000000000003,0.0,0.0,0.0,SSP585,0.0
GMB,Gambia,74425.0,0.041113440484494564,12.622012578616353,0.0,0.0,0.0,SSP585,0.0
IRN,"Iran, Islamic Republic of",10286.0,0.03281068716504609,12.477187500000001,0.031940818774549205,0.0,0.0,SSP585,0.0
PAK,Pakistan,82083.0,0.011291779584458374,12.21219512195122,0.0,0.0,0.0,SSP585,0.0
ECU,Ecuador,162785.0,0.005928439751966973,11.730429864253395,0.0,0.0,0.0,SSP585,0.0
BMU,Bermuda,21.0,0.0,11.0,0.0,0.0,0.0,SSP585,0.0
PER,Peru,11845.0,0.0,11.677777777777779,0.0,0.0,0.0,SSP585,0.0
