snapshot,Bus1_onshore_wind,Bus2_onshore_wind,Bus3_onshore_wind,Bus4_onshore_wind,Bus5_onshore_wind,Bus6_onshore_wind,Bus7_onshore_wind,Bus8_onshore_wind,Bus9_onshore_wind,Bus10_onshore_wind,Bus11_onshore_wind,Bus12_onshore_wind,Bus13_onshore_wind,Bus14_onshore_wind,Bus15_onshore_wind,Bus16_onshore_wind,Bus17_onshore_wind,Bus18_onshore_wind,Bus19_onshore_wind,Bus20_onshore_wind,Bus1_gas,Bus2_gas,Bus3_gas,Bus4_gas,Bus5_gas,Bus6_gas,Bus7_gas,Bus8_gas,Bus9_gas,Bus10_gas,Bus11_gas,Bus12_gas,Bus13_gas,Bus14_gas,Bus15_gas,Bus16_gas,Bus17_gas,Bus18_gas,Bus19_gas,Bus20_gas,Bus2_nuclear,Bus8_nuclear,Bus14_nuclear
40,1638.0760418671628,1781.1194880609273,3219.125603613174,1635.735223138759,571.620080500262,139.1781846710221,125.30712268207675,279.7188537897406,156.9011462428885,68.13484230852484,186.67703961711334,187.73826965410444,113.1826569597003,252.29423264432603,142.60260697027243,98.30502442508,135.142974427125,157.4354354395624,105.2402788316954,223.7399901193327,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
41,1404.8562891354923,3175.6442494138737,2996.5238237574977,1387.076825169102,-0.0,88.34209327480664,50.21395153090575,229.75356225583454,71.79279217000395,25.0,179.96691331263483,156.32431050421562,53.26991301640345,152.30489143283572,136.72905850048915,147.85725071108996,119.24097994529009,283.96507811177867,59.2693976379965,39.62787588190965,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
42,1468.5649134377097,1676.2460316099002,3210.73492528693,2537.646190558632,-0.0,42.8449468578214,80.97767958519934,340.59520281825786,145.70525363725656,139.73414093622773,149.25781432280326,202.81812053432716,71.89635414634765,185.756236018034,164.22901010880184,111.6105594809138,170.87513926016896,233.86877544847601,68.33836520931715,238.75456363182084,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
43,1915.0584513630115,2100.832879406999,3938.0213934698113,608.1656900558937,-0.0,141.77240145976285,218.00437208171036,244.5685575939765,82.78833622507085,100.03930596165155,218.83133967516224,132.7528473711558,39.511875425883105,238.35954348050913,120.67008529371886,118.82131247374875,211.39941505069365,165.25142425828446,112.1167361809251,202.1324181518658,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
44,2247.5643291907095,2916.3089206013883,2221.5722922191985,-0.0,-0.0,123.12110246882254,123.53148854852695,233.08579908460854,79.3438356526152,104.3011236261791,149.51358272169173,35.8096369530617,25.0,259.23087465513237,179.28485563041224,88.1397630974688,239.54352334020908,223.06803070150062,25.0,134.40866808496628,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
45,2320.9327046249614,3335.645839979551,1251.1495146128927,-0.0,-0.0,79.4563155751474,155.0828781246502,204.94702095501242,126.51112470560375,283.20352966973235,262.82558075002385,177.2733952255989,95.440819063677,210.70543670050995,208.37763851524997,160.54451534200726,188.03319432667445,99.8119952749818,145.74387351012874,149.51079081140156,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
46,2236.596720314422,2887.593208000038,2363.758723793288,-0.0,-0.0,172.0336467648981,198.99110867957165,222.40785185550484,151.7190969523418,149.30680357772243,227.3264950351022,59.41657845610085,235.12650915423413,194.9712693354208,94.20709918646035,117.93870693615204,199.87690813345378,102.6247159938757,88.22548011437755,294.4083463772157,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
47,1782.159068429441,2060.9100341325316,3808.8992859791633,1102.93045680652,-0.0,25.0,191.42424785987012,201.94935565598334,84.84132133390106,107.95396595791605,147.05378391743236,63.5647370492859,164.0320986233711,295.8376714337403,124.9800413997766,63.01312194184799,177.2199954538785,102.2837094235306,70.25812981784055,169.25595741362608,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
48,1606.373488233172,1908.9862604976888,2831.848756162466,1647.4821901690827,374.3334720936889,25.0,184.93735994616563,237.47360842826984,94.68922365693939,135.50074292158308,199.6168765615714,59.234862200472854,134.71464421031536,309.8474465922646,128.6303332753184,185.84611130718744,223.34826943236942,95.5178700853823,93.94995638097666,163.3023645632691,-0.0,-0.0,173.09946853132442,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
49,1738.9754627181128,2026.5507015748474,3738.10374454388,1343.8202953677269,-0.0,40.7464731343646,205.8209459905361,241.2215557011807,161.42759196976525,225.36186953656988,171.1443326574603,151.88327541168456,133.73267384305024,268.38060573130895,118.9303372014172,160.95876939577786,182.170454110302,59.02615746113445,105.27822342691815,280.66984870487687,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
50,2119.877316569322,2879.0987227976584,2660.1627705432875,-0.0,-0.0,74.9788695237206,317.0507771480322,144.4244309978172,87.08946913774945,184.3185207146108,217.05753999888088,25.0,159.2706562429076,218.66912979455665,92.04800704145035,114.83850780611284,251.23369772156602,163.7578110163812,30.3103036242963,241.89756859526528,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
51,2462.8606868522875,3856.1156298001506,-0.0,-0.0,-0.0,92.98585047119296,202.2463829912904,106.73735230022295,205.56522259484365,116.80873766268469,259.31284998547426,232.96681793970544,196.5892830427653,167.49954605021904,119.70030985932544,124.2372537945311,129.62870897732085,81.482005336561,202.07982726610228,177.54466650751294,-0.0,-0.0,-0.0,-0.0,-0.0,558.8266689601534,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
52,2337.023658003784,3391.156472981499,774.0304682934598,-0.0,-0.0,73.88170277415225,222.18338266809607,70.53712619297436,105.87039333792625,243.87634930825055,88.7671951975248,127.8169047743927,120.84386039135735,158.59103411469843,102.5190018665542,174.30229476180264,195.727213463692,105.127385407059,140.37416049300543,233.06039021468132,-0.0,-0.0,-0.0,-0.0,-0.0,357.0793891474964,-0.0,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
53,2389.942442430849,3625.9577211214414,704.4464979208533,-0.0,-0.0,110.11897496410865,270.2577719494137,176.51622879361258,25.0,172.6167920130892,177.77732954318708,86.80582767793129,245.57618573862194,217.30651341630525,25.0,193.68021268944986,222.11051811132384,53.4748174322167,171.69726243072935,167.0968793374549,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
54,1998.5578398378448,2473.4427149105413,2694.676518500383,-0.0,-0.0,37.81142166779755,277.06696677339744,84.69235628133545,124.31529733036716,306.5314909942861,153.02166870034085,75.20990641404525,234.70368252492037,202.2373326808771,118.45789458096795,190.96914108758676,208.3035327570798,25.0,208.3741585351173,268.03504378151507,-0.0,-0.0,426.7229983037055,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
55,1963.682586930958,2309.2319426888016,1934.967115196306,1145.0988192727252,-0.0,181.570339096582,283.5848915007525,25.0,112.4409360376997,272.29043845366493,183.3482874106522,96.1717048607525,242.81219466663126,240.82599790308657,120.19481213124709,206.55036220751074,324.7099162189079,89.17772548641935,120.74398990104565,259.2479301507081,-0.0,-0.0,714.3687545759647,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
56,2012.307163940513,2323.8136670281956,2751.179545078065,-0.0,-0.0,115.1864808191977,256.9344613201868,137.71457102563494,165.88534799456926,199.79964264114454,149.1990344492054,113.42913279554071,235.50863029939077,192.22823041792586,40.172837263430196,284.9366858538126,197.58909722109135,25.0,205.9882883006276,224.69509940442586,-0.0,-0.0,647.3537366576279,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
57,2419.253235134564,2956.461700061042,963.8625322556836,-0.0,-0.0,185.76490623026788,166.9168623895049,233.10427582632303,144.17018282945864,288.4628670537625,89.95774058987635,126.5285570974698,219.81020163245446,73.2919589802121,84.36092897548416,261.34093808572874,119.25680393229095,72.6084703799515,178.7147080187342,207.00601123862768,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,467.2110524068762,1200.0,1200.0
58,2135.1506073202518,3062.0001261543484,1585.054891486769,101.91137954873147,-0.0,158.09683824703848,303.1334690337688,99.2586025674119,113.5944133659745,228.36896482916185,101.12788266207289,130.20265944690098,256.1609877292542,189.81873380119845,122.2841108291467,223.8147057172094,153.60685373102655,25.0,243.26572409385213,266.9306342392053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,-0.0,664.5035840204937,685.6351733429728,337.0223258670452,271.82770579023577,357.93452976256486,-0.0,1200.0,1200.0
59,2472.2493039232504,1669.9686581791532,3017.566798732318,-0.0,-0.0,175.0630350064846,159.9239276849862,133.7347415598156,69.97489086682135,266.4840891368951,67.54784079302655,116.1316749110549,254.15783745570823,76.38257662645415,84.70451668178309,266.4144103072296,58.29884054969105,182.4192842585348,102.2449686273841,168.1511463827028,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,793.4434683002587,686.1223846483288,-0.0,302.7610585618012,707.7307142274171,653.4286719238086,128.63486278561078,685.6351733429728,-0.0,479.23286427213634,357.93452976256486,-0.0,945.7650506388513,1200.0
60,2662.0416271814033,3210.773947037155,-0.0,-0.0,-0.0,191.92823400362175,226.63220977757663,89.46517373087529,131.83645639535305,245.2819007559106,152.38221735950162,111.88281134019314,207.2286230470651,96.687390978152,157.11114796442223,171.2209288148629,131.87756655801644,134.4500657426974,210.00591424246733,97.95804336622909,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,359.9265327635976,1200.0,1200.0
61,2308.006059751041,2692.0986652627894,1741.125494242483,-0.0,-0.0,196.73596999034677,166.655594054776,75.45367891059865,111.033760494681,174.32122064107014,92.0425367104509,124.9217899488398,194.9202027917606,118.76749928048724,230.99994847163404,244.59492495919866,83.3697241601164,101.37770984104765,189.7053752403474,168.2509518727891,-0.0,-0.0,519.0056010911158,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
62,2380.3957360365334,2244.6092450899914,2504.243734381627,282.6964168425236,-0.0,216.84687956112157,192.8023358330386,122.94987227054536,135.72530160671624,178.54890170326215,179.76586724134654,133.8716986389941,225.6989185613651,197.4012483594351,83.6919067310137,315.3266900140129,160.47165870157136,167.7021428092933,244.76637477070716,238.90057535284814,-0.0,-0.0,714.3687545759647,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
63,2531.835950899055,2136.085469600742,1696.004393023847,137.29390654661074,-0.0,260.7438908314113,203.04714742341284,60.73054699191205,205.0386109225837,254.93898313690912,76.87871048230924,211.5815686424386,293.46679035969356,245.6583456649153,64.7344280818907,212.4295491326474,77.70269831444999,71.65599931630115,248.30854174395333,73.0293900075666,-0.0,-0.0,714.3687545759647,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,454.5726603735475,1200.0,1200.0
64,2805.8881110796524,2422.821208738077,431.5307475542554,-0.0,-0.0,212.68670287895543,192.449071649629,88.55205640812396,269.3841955784321,178.20862972493052,41.28125770588035,195.73623763811148,147.9777441774118,114.39581319160399,160.13955940840455,177.76286693518855,90.83219829047505,151.41521593362444,189.38705832726,95.4563874587041,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,1200.0,1200.0,1200.0
65,2398.419467615275,2052.3531984413203,1889.6522389203628,85.04836577097444,-0.0,245.69023578652406,186.65305449851672,92.8968357588665,215.0905144532184,165.25533889207395,25.0,29.84128860893355,129.11929222523256,70.2877300029143,192.30291839534812,182.7671386854687,57.588959763865844,145.08352416909239,187.43145467521265,124.93844645617939,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,70.75198635852671,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
66,2683.253770772333,1914.587101089976,3123.2280230067026,-0.0,-0.0,211.77087012176085,235.06670162953068,46.6914288963907,144.00540594649743,127.37088684286275,25.0,219.8508600564217,202.10933183177391,103.15566428808,155.81691924432505,154.6391500708148,170.3764602549,159.4827521084874,214.12751648967716,93.0447789582558,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,-0.0,479.23286427213634,320.5395865717755,-0.0,282.973735374322,1200.0
67,3030.062353541501,3357.27467766357,-0.0,-0.0,-0.0,292.7832909261376,165.78293390079142,134.56233777873413,233.25611172808263,185.428197330074,25.0,206.15004176992548,186.79964741598434,119.45910115793434,250.76626746186236,162.2954306314827,62.94359972473671,221.1722240305734,169.87454724682354,39.47532938557375,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,138.12003165266196,1200.0,1200.0
68,2062.389042889954,2494.8643907518463,2763.0953075025454,-0.0,-0.0,189.8775839610456,119.77930967768336,82.5468013132065,276.70440845987144,256.17362006790444,93.94718823522045,203.7859797405149,182.53193791359703,59.3826335873039,121.28063426064351,174.2558697116334,167.81034371642855,205.28117575064255,250.38894754842278,138.92212143539234,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
69,2295.997854413218,1956.2188219264851,3677.076642398035,387.6124347926393,-0.0,314.9979784290554,169.47962416279586,61.1691998207828,190.7188062648417,88.4009690003776,111.0717389327235,192.36663893227205,175.1326140712852,167.20232568656678,232.1007428139254,112.78355164566669,115.73556408530145,193.77302178808034,182.0947988038957,194.5884586206542,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,120.6667500787305,1200.0,1200.0
70,2425.3198979611284,2286.0652514388944,3500.7228839477834,-0.0,-0.0,222.5024631235556,170.68627064082725,134.597517461688,217.23247165616368,131.90470476915962,25.0,273.672448642191,140.55253119042692,92.6113026159967,175.3328866416668,173.37604437331268,99.67162687980485,106.609541396345,46.3282855465622,85.7645766268179,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
71,2092.099498811948,3024.5517989046666,1489.6523484206227,-0.0,-0.0,150.84661576453254,40.64666702167825,72.61880633066205,225.72176902928183,190.65731764909384,144.69483983095623,268.9922207703937,214.94478928402987,111.2183152549297,298.5084499955568,206.73142220635305,96.2278780686967,150.47903186991,163.11695839961703,29.7999760799487,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
72,974.850601391255,3978.083283774226,-0.0,-0.0,-0.0,225.02924604704074,123.795857199183,129.45518975104025,185.10129617326965,106.09391683267309,84.7292395164522,185.50213835065006,49.3612441947132,126.29007795983979,317.6651697306996,104.98956176964904,101.33637952841525,200.37735596093066,119.39104625350406,25.0,308.3879290977603,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,275.13127753038634,1200.0,1200.0
73,2568.651446350685,3530.7630529242942,-0.0,-0.0,-0.0,179.2587706813732,122.1509082669254,138.5904013221094,254.43840317236877,123.6268016436876,126.09082444556854,245.35260282438097,77.4019590305075,122.0245906454149,183.66830998314035,215.0928433122447,25.0,217.9353395062017,78.73269895480264,91.06237501312005,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,12.950759449275438,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
74,1457.569530940385,2837.7963714477487,1066.790384647647,-0.0,-0.0,248.5996322255329,66.80261605318046,204.58896873290155,212.02694850543318,39.928277405980104,209.93750318789276,175.57565620171405,103.78914574659655,151.952619538646,196.85735009471713,153.6652875283909,79.9264789597714,162.08023465337735,87.17064608237669,137.4008019334299,494.338644844741,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,332.8035982688175,1200.0,1200.0
75,2002.4993292311826,2066.1187943177542,3812.9020343110988,327.12440701773767,-0.0,165.91358370147455,146.59908740078896,185.27029085407153,233.5620523268555,107.7905181239732,185.2110847291427,152.6596498729649,25.0,89.10738979848979,267.9682346546586,169.1462428162813,144.22104654546504,342.94738825025405,143.27954705629546,111.541222263284,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
76,1772.848605661888,1821.0987082439744,3221.887594048364,1745.5038541322704,197.38520141674735,167.1155274315124,68.07577739535584,171.2644493325234,161.30707875060074,71.78347314942026,138.202951007191,186.16724364455555,83.3953892750188,102.6982781242254,204.59073098323842,74.94906695489006,108.6967172311515,300.320528219837,193.28389933926016,94.6450346882704,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
77,1798.5777731125522,1914.7858758421248,3476.910160202069,1405.605155086762,-0.0,84.9363376382975,81.30457300827206,223.87553441586493,175.64628060305733,126.7493544637295,118.2934002243838,254.95933879178156,168.7517347217924,86.68722835879849,218.96346155451997,141.7436951508142,50.938952497154396,255.05983435930435,132.0771068481743,73.53268245012309,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
78,2155.5771377895508,2514.1314353075413,2843.6952340798853,-0.0,-0.0,146.1218096670248,67.5142331182377,262.2233045002903,224.40154461638346,134.7941123602204,66.19521219679825,252.43451994077415,81.6667365450886,174.93932129754344,218.1798742477373,36.7498983343117,129.2861835073374,227.3144334897085,76.4179019144504,57.68169599206985,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
79,2288.1021460641487,3243.4217415256408,1140.707429668344,-0.0,-0.0,36.443336150508,79.757913203724,229.36357439786184,159.538680163445,204.5508061906679,148.22357718151443,222.1328145081822,88.67000444984994,203.1133941499177,115.0906372994277,129.51405665934104,228.2286698549737,210.19445488577634,120.84134260841576,164.17353785723554,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
80,2295.1608620825673,3116.1760095797526,1328.6156827244,-0.0,-0.0,67.169688024669,28.581856445538,209.58721353275794,253.7893419505193,105.3959178322585,183.24728519121618,223.3829069598508,25.0,197.93726966537315,203.1655939775118,88.718099711909,216.64268214442794,168.70066586347616,67.5691566616288,178.89376355433583,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
81,2101.084676130765,2078.96452363962,3833.0824114188645,-0.0,-0.0,173.1952660014384,25.0,149.73895753477345,136.32587419285474,95.70920162988075,153.07713880998182,202.7472816593877,44.325181760175745,269.0890519775942,160.936767534864,104.4927251401007,162.37543474053396,214.1635885136526,49.615724837634694,67.0675705443742,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
82,2100.202349280204,1875.002661067198,3155.293289217567,1681.5466181826769,-0.0,163.60939210077268,176.3372927696943,166.8593943312992,156.26586129981104,93.7392846616908,203.3202052705847,134.06556399820866,57.9242039716953,194.60097910309472,161.3058466175065,25.0,223.87579310863396,215.8072473966364,25.0,235.12251924715295,-0.0,-0.0,-0.0,-0.0,-0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,-0.0,1200.0,1200.0
