mu_eV,posterior_density,combined_loglike,exclusion_prob_M33_X_7,exclusion_prob_IRAS_09149_6206
4.462833439439195e-17,10250245566.2878,0.0,0.0,0.0
4.5903573532744904e-17,10250245566.2878,0.0,0.0,0.0
4.7215252186083974e-17,10250245566.2878,0.0,0.0,0.0
4.856441160088089e-17,10250245566.2878,0.0,0.0,0.0
4.9952122776861714e-17,10250245566.2878,0.0,0.0,0.0
5.137948731719849e-17,10250245566.2878,0.0,0.0,0.0
5.284763830299091e-17,10250245566.2878,0.0,0.0,0.0
5.4357741192736294e-17,10250245566.2878,0.0,0.0,0.0
5.591099474750324e-17,10250245566.2878,0.0,0.0,0.0
5.7508631982542e-17,10250245566.2878,0.0,0.0,0.0
5.915192114608491e-17,10250245566.2878,0.0,0.0,0.0
6.084216672611516e-17,10250245566.2878,0.0,0.0,0.0
6.258071048590843e-17,10250245566.2878,0.0,0.0,0.0
6.436893252915749e-17,10250245566.2878,0.0,0.0,0.0
6.620825239553979e-17,10250245566.2878,0.0,0.0,0.0
6.810013018758557e-17,10250245566.2878,0.0,0.0,0.0
7.004606772974607e-17,10250245566.2878,0.0,0.0,0.0
7.204760976058405e-17,10250245566.2878,0.0,0.0,0.0
7.410634515903071e-17,10250245566.2878,0.0,0.0,0.0
7.622390820568039e-17,10250245566.2878,0.0,0.0,0.0
7.840197988012523e-17,10250245566.2878,0.0,0.0,0.0
8.064228919536733e-17,10250245566.2878,0.0,0.0,0.0
8.294661457035158e-17,10250245566.2878,0.0,0.0,0.0
8.53167852417278e-17,10250245566.2878,0.0,0.0,0.0
8.775468271594714e-17,10250245566.2878,0.0,0.0,0.0
9.026224226285128e-17,10250245566.2878,0.0,0.0,0.0
9.284145445194763e-17,10250245566.2878,0.0,0.0,0.0
9.549436673257219e-17,10250245566.2878,0.0,0.0,0.0
9.82230850592169e-17,10250245566.2878,0.0,0.0,0.0
1.0102977556328796e-16,10250245566.2878,0.0,0.0,0.0
1.0391666627264613e-16,10250245566.2878,0.0,0.0,0.0
1.0688604888027205e-16,10250245566.2878,0.0,0.0,0.0
1.0994028056347683e-16,10250245566.2878,0.0,0.0,0.0
1.130817858550937e-16,10250245566.2878,0.0,0.0,0.0
1.163130585681381e-16,10250245566.2878,0.0,0.0,0.0
1.1963666377546726e-16,10250245566.2878,0.0,0.0,0.0
1.2305523984600004e-16,10250245566.2878,0.0,0.0,0.0
1.2657150053913378e-16,10250245566.2878,0.0,0.0,0.0
1.3018823715899296e-16,10250245566.2878,0.0,0.0,0.0
1.339083207702505e-16,10250245566.2878,0.0,0.0,0.0
1.3773470447725206e-16,10250245566.2878,0.0,0.0,0.0
1.4167042576827375e-16,10250245566.2878,0.0,0.0,0.0
1.4571860892676296e-16,10250245566.2878,0.0,0.0,0.0
1.4988246751147976e-16,10250245566.2878,0.0,0.0,0.0
1.541653069075109e-16,10250245566.2878,0.0,0.0,0.0
1.5857052695016837e-16,10250245566.2878,0.0,0.0,0.0
1.6310162462388116e-16,10250245566.2878,0.0,0.0,0.0
1.6776219683818723e-16,10250245566.2878,0.0,0.0,0.0
1.7255594328306867e-16,10250245566.2878,0.0,0.0,0.0
1.774866693658597e-16,10250245566.2878,0.0,0.0,0.0
1.8255828923208672e-16,10250245566.2878,0.0,0.0,0.0
1.8777482887262358e-16,10250245566.2878,0.0,0.0,0.0
1.931404293196328e-16,10250245566.2878,0.0,0.0,0.0
1.986593499338343e-16,10250245566.2878,0.0,0.0,0.0
2.0433597178569396e-16,10250245566.2878,0.0,0.0,0.0
2.1017480113324957e-16,10250245566.2878,0.0,0.0,0.0
2.1618047299928876e-16,10250245566.2878,0.0,0.0,0.0
2.2235775485076984e-16,10250245566.2878,0.0,0.0,0.0
2.2871155038335824e-16,10250245566.2878,0.0,0.0,0.0
2.352469034141191e-16,10250245566.2878,0.0,0.0,0.0
2.4196900188543633e-16,10250245566.2878,0.0,0.0,0.0
2.4888318198334273e-16,10250245566.2878,0.0,0.0,0.0
2.559949323735357e-16,10250245566.2878,0.0,0.0,0.0
2.6330989855841926e-16,10250245566.2878,0.0,0.0,0.0
2.708338873586743e-16,10250245566.2878,0.0,0.0,0.0
2.7857287152285484e-16,10250245566.2878,0.0,0.0,0.0
2.865329944687361e-16,10250245566.2878,0.0,0.0,0.0
2.947205751601155e-16,10250245566.2878,0.0,0.0,0.0
3.0314211312298524e-16,10250245566.2878,0.0,0.0,0.0
3.1180429360503273e-16,10250245566.2878,0.0,0.0,0.0
3.2071399288257245e-16,10250245566.2878,0.0,0.0,0.0
3.2987828371912898e-16,10250245566.2878,0.0,0.0,0.0
3.39304440979976e-16,10250245566.2878,0.0,0.0,0.0
3.489999474071427e-16,10250245566.2878,0.0,0.0,0.0
3.5897249955940426e-16,10250245566.2878,0.0,0.0,0.0
3.692300139220285e-16,10250245566.2878,0.0,0.0,0.0
3.7978063319109704e-16,10250245566.2878,0.0,0.0,0.0
3.90632732737401e-16,10250245566.2878,0.0,0.0,0.0
4.0179492725503967e-16,10250245566.2878,0.0,0.0,0.0
4.132760775999994e-16,10250245566.2878,0.0,0.0,0.0
4.250852978241523e-16,10250245566.2878,0.0,0.0,0.0
4.372319624102216e-16,10250245566.2878,0.0,0.0,0.0
4.497257137135273e-16,10250245566.2878,0.0,0.0,0.0
4.62576469616333e-16,10250245566.2878,0.0,0.0,0.0
4.757944314009414e-16,10250245566.2878,0.0,0.0,0.0
4.893900918477499e-16,10250245566.2878,0.0,0.0,0.0
5.033742435647077e-16,10250245566.2878,0.0,0.0,0.0
5.177579875547836e-16,10250245566.2878,0.0,0.0,0.0
5.325527420282442e-16,10250245566.2878,0.0,0.0,0.0
5.477702514667532e-16,10250245566.2878,0.0,0.0,0.0
5.634225959464391e-16,10250245566.2878,0.0,0.0,0.0
5.795222007274211e-16,10250245566.2878,0.0,0.0,0.0
5.960818461172969e-16,10250245566.2878,0.0,0.0,0.0
6.131146776165129e-16,10250245566.2878,0.0,0.0,0.0
6.306342163536199e-16,10250245566.2878,0.0,0.0,0.0
6.486543698187132e-16,10250245566.2878,0.0,0.0,0.0
6.671894429035926e-16,10250245566.2878,0.0,0.0,0.0
6.862541492573486e-16,10250245566.2878,0.0,0.0,0.0
7.058636229665007e-16,10250245566.2878,0.0,0.0,0.0
7.260334305688059e-16,10250245566.2878,0.0,0.0,0.0
7.467795834104457e-16,10250245566.2878,0.0,0.0,0.0
7.681185503562397e-16,10250245566.2878,0.0,0.0,0.0
7.900672708630967e-16,10250245566.2878,0.0,0.0,0.0
8.12643168427017e-16,10250245566.2878,0.0,0.0,0.0
8.358641644143376e-16,10250245566.2878,0.0,0.0,0.0
8.597486922882211e-16,10250245566.2878,0.0,0.0,0.0
8.843157122416065e-16,10250245566.2878,0.0,0.0,0.0
9.095847262483823e-16,10250245566.2878,0.0,0.0,0.0
9.355757935445306e-16,10250245566.2878,0.0,0.0,0.0
9.623095465517534e-16,10250245566.2878,0.0,0.0,0.0
9.898072072560145e-16,10250245566.2878,0.0,0.0,0.0
1.0180906040541513e-15,10250245566.2878,0.0,0.0,0.0
1.0471821890818507e-15,10250245566.2878,0.0,0.0,0.0
1.077105056036767e-15,10250245566.2878,0.0,0.0,0.0
1.1078829585109523e-15,10250245566.2878,0.0,0.0,0.0
1.139540328847062e-15,10250245566.2878,0.0,0.0,0.0
1.1721022975334842e-15,10250245566.2878,0.0,0.0,0.0
1.205594713153537e-15,10250245566.2878,0.0,0.0,0.0
1.2400441629048536e-15,10250245566.2878,0.0,0.0,0.0
1.2754779937049757e-15,10250245566.2878,0.0,0.0,0.0
1.3119243339001106e-15,10250245566.2878,0.0,0.0,0.0
1.349412115594178e-15,10250245566.2878,0.0,0.0,0.0
1.3879710976159018e-15,10250245566.2878,0.0,0.0,0.0
1.4276318891422133e-15,10250245566.2878,0.0,0.0,0.0
1.4684259739965912e-15,10250245566.2878,0.0,0.0,0.0
1.5103857356418705e-15,10250245566.2878,0.0,0.0,0.0
1.5535444828870285e-15,10250245566.2878,0.0,0.0,0.0
1.597936476328722e-15,10250245566.2878,0.0,0.0,0.0
1.6435969555482186e-15,10250245566.2878,0.0,0.0,0.0
1.6905621670855759e-15,10250245566.2878,0.0,0.0,0.0
1.73886939321313e-15,10250245566.2878,0.0,0.0,0.0
1.7885569815311788e-15,10250245566.2878,0.0,0.0,0.0
1.839664375409396e-15,10250245566.2878,0.0,0.0,0.0
1.8922321452979764e-15,10250245566.2878,0.0,0.0,0.0
1.9463020209336837e-15,10250245566.2878,0.0,0.0,0.0
2.0019169244659394e-15,10250245566.2878,0.0,0.0,0.0
2.059121004529715e-15,10250245566.2878,0.0,0.0,0.0
2.1179596712918456e-15,10250245566.2878,0.0,0.0,0.0
2.178479632498901e-15,10250245566.2878,0.0,0.0,0.0
2.2407289305550715e-15,10250245566.2878,0.0,0.0,0.0
2.3047569806595317e-15,10250245566.2878,0.0,0.0,0.0
2.3706146100336304e-15,10250245566.2878,0.0,0.0,0.0
2.4383540982688265e-15,10250245566.2878,0.0,0.0,0.0
2.508029218827796e-15,10250245566.2878,0.0,0.0,0.0
2.5796952817311747e-15,10250245566.2878,0.0,0.0,0.0
2.653409177464217e-15,10250245566.2878,0.0,0.0,0.0
2.7292294221380127e-15,10250245566.2878,0.0,0.0,0.0
2.8072162039411812e-15,10250245566.2878,0.0,0.0,0.0
2.887431430918904e-15,10250245566.2878,0.0,0.0,0.0
2.969938780117217e-15,10250245566.2878,0.0,0.0,0.0
3.0548037481316543e-15,10250245566.2878,0.0,0.0,0.0
3.1420937031001092e-15,10250245566.2878,0.0,0.0,0.0
3.23187793818168e-15,10250245566.2878,0.0,0.0,0.0
3.324227726563341e-15,10250245566.2878,0.0,0.0,0.0
3.4192163780386175e-15,10250245566.2878,0.0,0.0,0.0
3.516919297202895e-15,10250245566.2878,0.0,0.0,0.0
3.6174140433116545e-15,10250245566.2878,0.0,0.0,0.0
3.7207803918491345e-15,10250245566.2878,0.0,0.0,0.0
3.827100397856284e-15,10250245566.2878,0.0,0.0,0.0
3.93645846106838e-15,10250245566.2878,0.0,0.0,0.0
4.048941392913678e-15,10250245566.2878,0.0,0.0,0.0
4.1646384854269245e-15,10250245566.2878,0.0,0.0,0.0
4.283641582131649e-15,10250245566.2878,0.0,0.0,0.0
4.406045150948146e-15,10250245566.2878,0.0,0.0,0.0
4.531946359184691e-15,10250245566.2878,0.0,0.0,0.0
4.661445150671585e-15,10250245566.2878,0.0,0.0,0.0
4.794644325099412e-15,10250245566.2878,0.0,0.0,0.0
4.93164961962403e-15,10250245566.2878,0.0,0.0,0.0
5.072569792803926e-15,10250245566.2878,0.0,0.0,0.0
5.217516710935413e-15,10250245566.2878,0.0,0.0,0.0
5.366605436855476e-15,10250245566.2878,0.0,0.0,0.0
5.519954321281573e-15,10250245566.2878,0.0,0.0,0.0
5.677685096761786e-15,10250245566.2878,0.0,0.0,0.0
5.8399229743094334e-15,10250245566.2878,0.0,0.0,0.0
6.006796742798979e-15,10250245566.2878,0.0,0.0,0.0
6.178438871202293e-15,10250245566.2878,0.0,0.0,0.0
6.354985613745886e-15,10250245566.2878,0.0,0.0,0.0
6.536577118073617e-15,10250245566.2878,0.0,0.0,0.0
6.723357536499335e-15,10250245566.2878,0.0,0.0,0.0
6.915475140439319e-15,10250245566.2878,0.0,0.0,0.0
7.113082438113909e-15,10250245566.2878,0.0,0.0,0.0
7.316336295612844e-15,10250245566.2878,0.0,0.0,0.0
7.525398061419834e-15,10250245566.2878,0.0,0.0,0.0
7.740433694495377e-15,10250245566.2878,0.0,0.0,0.0
7.9616138960197e-15,10250245566.2878,0.0,0.0,0.0
8.189114244899667e-15,10250245566.2878,0.0,0.0,0.0
8.423115337148632e-15,10250245566.2878,0.0,0.0,0.0
8.663802929247958e-15,10250245566.2878,0.0,0.0,0.0
8.911368085606128e-15,10250245566.2878,0.0,0.0,0.0
9.166007330230517e-15,10250245566.2878,0.0,0.0,0.0
9.427922802733724e-15,10250245566.2878,0.0,0.0,0.0
9.697322418797489e-15,10250245566.2878,0.0,0.0,0.0
9.97442003522183e-15,10250245566.2878,0.0,0.0,0.0
1.025943561969063e-14,10250245566.2878,0.0,0.0,0.0
1.055259542538757e-14,10250245566.2878,0.0,0.0,0.0
1.0854132170602724e-14,10250245566.2878,0.0,0.0,0.0
1.1164285223470048e-14,10250245566.2878,0.0,0.0,0.0
1.1483300791985e-14,10250245566.2878,0.0,0.0,0.0
1.1811432119450737e-14,10250245566.2878,0.0,0.0,0.0
1.2148939685509784e-14,10250245566.2878,0.0,0.0,0.0
1.2496091412919893e-14,10250245566.2878,0.0,0.0,0.0
1.285316288023841e-14,10250245566.2878,0.0,0.0,0.0
1.322043754058435e-14,10250245566.2878,0.0,0.0,0.0
1.3598206946650676e-14,10250245566.2878,0.0,0.0,0.0
1.3986770982147618e-14,10250245566.2878,0.0,0.0,0.0
1.4386438099857708e-14,10250245566.2878,0.0,0.0,0.0
1.4797525566494895e-14,10250245566.2878,0.0,0.0,0.0
1.5220359714558938e-14,10250245566.2878,0.0,0.0,0.0
1.5655276201387368e-14,10250245566.2878,0.0,0.0,0.0
1.6102620275609425e-14,10250245566.2878,0.0,0.0,0.0
1.6562747051213833e-14,10250245566.2878,0.0,0.0,0.0
1.7036021789448338e-14,10250245566.2878,0.0,0.0,0.0
1.752282018877336e-14,10250245566.2878,0.0,0.0,0.0
1.8023528683102685e-14,10250245566.2878,0.0,0.0,0.0
1.8538544748564552e-14,10250245566.2878,0.0,0.0,0.0
1.9068277219029422e-14,10250245566.2878,0.0,0.0,0.0
1.9613146610653465e-14,10250245566.2878,0.0,0.0,0.0
2.0173585455695797e-14,10250245566.2878,0.0,0.0,0.0
2.075003864587446e-14,10250245566.2878,0.0,0.0,0.0
2.1342963785533553e-14,10250245566.2878,0.0,0.0,0.0
2.1952831554902563e-14,10250245566.2878,0.0,0.0,0.0
2.258012608373425e-14,10250245566.2878,0.0,0.0,0.0
2.3225345335621375e-14,10250245566.2878,0.0,0.0,0.0
2.3889001503292847e-14,10250245566.2878,0.0,0.0,0.0
2.4571621415206816e-14,10250245566.2878,0.0,0.0,0.0
2.5273746953761448e-14,10250245566.2878,0.0,0.0,0.0
2.5995935485456026e-14,10250245566.2878,0.0,0.0,0.0
2.6738760303343755e-14,10250245566.2878,0.0,0.0,0.0
2.7502811082127402e-14,10250245566.2878,0.0,0.0,0.0
2.8288694346259782e-14,10250245566.2878,0.0,0.0,0.0
2.909703395141827e-14,10250245566.2878,0.0,0.0,0.0
2.9928471579740117e-14,10250245566.2878,0.0,0.0,0.0
3.078366724920608e-14,10250245566.2878,0.0,0.0,0.0
3.166329983758134e-14,10250245566.2878,0.0,0.0,0.0
3.2568067621327184e-14,10250245566.2878,0.0,0.0,0.0
3.349868882991185e-14,10250245566.2878,0.0,0.0,0.0
3.445590221596147e-14,10250245566.2878,0.0,0.0,0.0
3.544046764170061e-14,10250245566.2878,0.0,0.0,0.0
3.6453166682153864e-14,10250245566.2878,0.0,0.0,0.0
3.7494803245579234e-14,10250245566.2878,0.0,0.0,0.0
3.856620421163472e-14,10250245566.2878,0.0,0.0,0.0
3.966822008777645e-14,10250245566.2878,0.0,0.0,0.0
4.080172568441553e-14,10250245566.2878,0.0,0.0,0.0
4.1967620809366426e-14,10250245566.2878,0.0,0.0,0.0
4.316683098213884e-14,10250245566.2878,0.0,0.0,0.0
4.4400308168641403e-14,10250245566.2878,0.0,0.0,0.0
4.566903153687632e-14,10250245566.2878,0.0,0.0,0.0
4.697400823423248e-14,10250245566.2878,0.0,0.0,0.0
4.831627418698372e-14,10250245566.2878,0.0,0.0,0.0
4.9696894922638313e-14,10250245566.2878,0.0,0.0,0.0
5.111696641578185e-14,10250245566.2878,0.0,0.0,0.0
5.25776159580928e-14,10250245566.2878,0.0,0.0,0.0
5.408000305321742e-14,10250245566.2878,0.0,0.0,0.0
5.562532033721527e-14,10250245566.2878,0.0,0.0,0.0
5.721479452530756e-14,10250245566.2878,0.0,0.0,0.0
5.884968738567479e-14,10250245566.2878,0.0,0.0,0.0
6.053129674108643e-14,10250245566.2878,0.0,0.0,0.0
6.226095749914436e-14,10250245566.2878,0.0,0.0,0.0
6.404004271197283e-14,10250245566.2878,0.0,0.0,0.0
6.58699646661821e-14,10250245566.2878,0.0,0.0,0.0
6.775217600398153e-14,10250245566.2878,0.0,0.0,0.0
6.968817087632655e-14,10250245566.2878,0.0,0.0,0.0
7.167948612901637e-14,10250245566.2878,0.0,0.0,0.0
7.372770252268566e-14,10250245566.2878,0.0,0.0,0.0
7.58344459876526e-14,10250245566.2878,0.0,0.0,0.0
7.80013889146313e-14,10250245566.2878,0.0,0.0,0.0
8.02302514823165e-14,10250245566.2878,0.0,0.0,0.0
8.252280302291335e-14,10250245566.2878,0.0,0.0,0.0
8.488086342667824e-14,10250245566.2878,0.0,0.0,0.0
8.730630458659923e-14,10250245566.2878,0.0,0.0,0.0
8.980105188435564e-14,10250245566.2878,0.0,0.0,0.0
9.236708571873847e-14,10250245566.2878,0.0,0.0,0.0
9.500644307774711e-14,10250245566.2878,0.0,0.0,0.0
9.772121915560212e-14,10250245566.2878,0.0,0.0,0.0
1.0051356901597313e-13,10250245566.2878,0.0,0.0,0.0
1.0338570930272329e-13,10250245566.2878,0.0,0.0,0.0
1.0633991999954377e-13,10250245566.2878,0.0,0.0,0.0
1.0937854623986701e-13,10250245566.2878,0.0,0.0,0.0
1.1250400016849791e-13,10250245566.2878,0.0,0.0,0.0
1.1571876285644045e-13,10250245566.2878,0.0,0.0,0.0
1.1902538627043993e-13,10250245566.2878,0.0,0.0,0.0
1.224264952988036e-13,10250245566.2878,0.0,0.0,0.0
1.2592478983511085e-13,10250245566.2878,0.0,0.0,0.0
1.2952304692145997e-13,10250245566.2878,0.0,0.0,0.0
1.3322412295296211e-13,10250245566.2878,0.0,0.0,0.0
1.370309559452256e-13,10250245566.2878,0.0,0.0,0.0
1.4094656786663316e-13,10250245566.2878,0.0,0.0,0.0
1.4497406703726346e-13,10250245566.2878,0.0,0.0,0.0
1.4911665059636055e-13,10250245566.2878,0.0,0.0,0.0
1.5337760704031082e-13,10250245566.2878,0.0,0.0,0.0
1.577603188331409e-13,10250245566.2878,0.0,0.0,0.0
1.622682650916128e-13,10250245566.2878,0.0,0.0,0.0
1.6690502434703842e-13,10250245566.2878,0.0,0.0,0.0
1.716742773860183e-13,10250245566.2878,0.0,0.0,0.0
1.7657981017235032e-13,10250245566.2878,0.0,0.0,0.0
1.8162551685243154e-13,10250245566.2878,0.0,0.0,0.0
1.8681540284653836e-13,10250245566.2878,0.0,0.0,0.0
1.9215358802843886e-13,10250245566.2878,0.0,0.0,0.0
1.9764430999586165e-13,10250245566.2878,0.0,0.0,0.0
2.032919274344162e-13,10250245566.2878,0.0,0.0,0.0
2.0910092357764028e-13,10250245566.2878,0.0,0.0,0.0
2.150759097659087e-13,10250245566.2878,0.0,0.0,0.0
2.21221629107045e-13,10250245566.2878,0.0,0.0,0.0
2.275429602415297e-13,10250245566.2878,0.0,0.0,0.0
2.340449212152986e-13,10250245566.2878,0.0,0.0,0.0
2.407326734632055e-13,10250245566.2878,0.0,0.0,0.0
2.4761152590631067e-13,10250245566.2878,0.0,0.0,0.0
2.546869391662475e-13,10250245566.2878,0.0,0.0,0.0
2.619645299000131e-13,10250245566.2878,0.0,0.0,0.0
2.6945007525862856e-13,10250245566.2878,0.0,0.0,0.0
2.7714951747319347e-13,10250245566.2878,0.0,0.0,0.0
2.850689685719961e-13,10250245566.2878,0.0,0.0,0.0
2.93214715232408e-13,10250245566.2878,0.0,0.0,0.0
3.015932237714207e-13,10250245566.2878,0.0,0.0,0.0
3.102111452787855e-13,10250245566.2878,0.0,0.0,0.0
3.1907532089683077e-13,10250245566.2878,0.0,0.0,0.0
3.2819278725114706e-13,10250245566.2878,0.0,0.0,0.0
3.3757078203645857e-13,10250245566.2878,0.0,0.0,0.0
3.4721674976209556e-13,10250245566.2878,0.0,0.0,0.0
3.571383476616556e-13,10250245566.2878,0.0,0.0,0.0
3.673434517715237e-13,10250245566.2878,0.0,0.0,0.0
3.7784016318308637e-13,10250245566.2878,0.0,0.0,0.0
3.8863681447359955e-13,10250245566.2878,0.0,0.0,0.0
3.9974197632081725e-13,10250245566.2878,0.0,0.0,0.0
4.111644643066303e-13,10250245566.2878,0.0,0.0,0.0
4.229133459151152e-13,10250245566.2878,0.0,0.0,0.0
4.349979477305584e-13,10250245566.2878,0.0,0.0,0.0
4.474278628411444e-13,10250245566.2878,0.0,0.0,0.0
4.602129584542188e-13,10250245566.2878,0.0,0.0,0.0
4.733633837291465e-13,10250245566.2878,0.0,0.0,0.0
4.868895778339921e-13,10250245566.2878,0.0,0.0,0.0
5.008022782324184e-13,10250245566.2878,0.0,0.0,0.0
5.151125292073789e-13,10250245566.2878,0.0,0.0,0.0
5.298316906283724e-13,10250245566.2878,0.0,0.0,0.0
5.449714469692166e-13,10250245566.2878,0.0,0.0,0.0
5.605438165835128e-13,10250245566.2878,0.0,0.0,0.0
5.765611612451311e-13,10250245566.2878,0.0,0.0,0.0
5.930361959613338e-13,10250245566.2878,0.0,0.0,0.0
6.09981999066295e-13,10250245566.2878,0.0,0.0,0.0
6.274120226030403e-13,10250245566.2878,0.0,0.0,0.0
6.453401030020482e-13,10250245566.2878,0.0,0.0,0.0
6.637804720649866e-13,10250245566.2878,0.0,0.0,0.0
6.827477682623081e-13,10250245566.2878,0.0,0.0,0.0
7.022570483536659e-13,10250245566.2878,0.0,0.0,0.0
7.223237993403937e-13,10250245566.2878,0.0,0.0,0.0
7.42963950759495e-13,10250245566.2878,0.0,0.0,0.0
7.641938873289575e-13,10250245566.2878,0.0,0.0,0.0
7.860304619543885e-13,10250245566.2878,0.0,0.0,0.0
8.084910091073133e-13,10250245566.2878,0.0,0.0,0.0
8.315933585857542e-13,10250245566.2878,0.0,0.0,0.0
8.553558496680124e-13,10250245566.2878,0.0,0.0,0.0
8.797973456708868e-13,10250245566.2878,0.0,0.0,0.0
9.049372489239056e-13,10250245566.2878,0.0,0.0,0.0
9.307955161714069e-13,10250245566.2878,0.0,0.0,0.0
9.573926744147626e-13,10250245566.2878,0.0,0.0,0.0
9.84749837207272e-13,10250245566.2878,0.0,0.0,0.0
1.012888721414679e-12,10250245566.2878,0.0,0.0,0.0
1.0418316644546144e-12,10250245566.2878,0.0,0.0,0.0
1.0716016420286526e-12,10250245566.2878,0.0,0.0,0.0
1.1022222863610513e-12,10250245566.2878,0.0,0.0,0.0
1.1337179049586547e-12,10250245566.2878,0.0,0.0,0.0
1.1661134999068777e-12,10250245566.2878,0.0,0.0,0.0
1.1994347877170192e-12,10250245566.2878,0.0,0.0,0.0
1.2337082197407513e-12,10250245566.2878,0.0,0.0,0.0
1.2689610031679235e-12,10250245566.2878,0.0,0.0,0.0
1.305221122624375e-12,10250245566.2878,0.0,1.5271813176793188e-192,0.0
1.342517362386899e-12,10250245566.2878,0.0,1.0908535118609147e-82,0.0
1.380879329232989e-12,10250245566.2878,0.0,1.7338178640499942e-38,0.0
1.4203374759435125e-12,10250245566.287798,-1.1102230246251565e-16,7.156883725839291e-20,0.0
1.4609231254769552e-12,10250245351.34778,-2.0969255774025572e-08,1.140873536944927e-11,0.0
1.502668495834469e-12,10248953344.610601,-0.0001260753344095891,6.858943814262049e-08,0.0
1.5456067256353683e-12,10164851108.291685,-0.008365863498307561,4.532721039500144e-06,0.0
1.5897719004234994e-12,9515583197.170473,-0.07437087171587238,3.9136524558950916e-05,0.0
1.6351990797252717e-12,7587904007.32229,-0.3007462615814066,0.00014978707610665,0.0
1.6819243248808723e-12,3799499900.153838,-0.9924322101351122,0.0004770312713953767,0.0
1.7299847276707456e-12,537139757.0343591,-2.948798626132803,0.0013900990731354037,0.0
1.7794184397600659e-12,5338440.828726517,-7.560123311267668,0.0034691093390343333,0.0
1.8302647029845745e-12,210.92246651586868,-17.699076891254126,0.00795908346818613,0.0
1.882563880501817e-12,1.9871054327956822e-07,-38.481984127430536,0.017087454916564934,0.0
1.9363574888325563e-12,1.1334054887512879e-23,-75.88479783132088,0.033189137471363664,0.0
1.991688230817676e-12,4.358674253309658e-49,-134.40506911585834,0.0578183909372149,0.0
2.0486000295168997e-12,1.973448352529977e-83,-213.485347773152,0.0905784449875993,0.0
2.10713806307611e-12,6.653492995915208e-123,-304.37339195888876,0.12808494531401932,0.0
2.167348800591e-12,1.4434903482882523e-160,-391.0971183452054,0.16452482281660522,0.0
2.2292800389955167e-12,3.0672795104371315e-188,-454.81577396702966,0.19289946855409865,0.0
2.2929809410043732e-12,7.006414025460023e-200,-481.6207600798697,0.20763185022586456,0.0
2.3585020741397553e-12,3.643587442431101e-194,-468.4591067833657,0.20666392495776797,0.0
2.4258954508732396e-12,1.6402055907721362e-174,-423.20555208668833,0.19187503242006831,0.0
2.495214569914667e-12,6.348918220425319e-147,-359.68229173065146,0.16787819573893084,0.0
2.5665144586809187e-12,2.7441254199615183e-117,-291.44356096443164,0.13991791715205704,0.0
2.639851716978182e-12,8.776241197962934e-90,-228.11117766298403,0.11233286805847878,0.0
2.715284561932426e-12,1.5549100101524471e-66,-174.5797659648655,0.08784758506264954,0.0
2.7928728742037523e-12,4.7583031713152316e-48,-132.01476083556867,0.0676025791673522,0.0
2.872678245521306e-12,6.8519411119675914e-34,-99.41392867558685,0.0516137358859776,0.0
2.9547640275764763e-12,2.9849006812049554e-23,-74.91645816513065,0.03931074486160322,0.0
3.0391953823131946e-12,2.7015548420729405e-15,-56.59551642014446,0.02994104671449297,0.0
3.1260393336553226e-12,2.6403066378270154e-09,-42.80293827577157,0.022788186331999326,0.0
3.215364820712003e-12,9.974334749430068e-05,-32.26347769613522,0.017262581552331763,0.0
3.307242752503466e-12,0.3637271358252186,-24.061918819240358,0.012925608303644132,0.0
3.401746064250541e-12,240.72192059145743,-17.56692508911168,0.009467213087865842,0.0
3.4989497752726328e-12,42768.03217673403,-12.387021309196685,0.006693105442712378,0.0
3.5989310485401148e-12,2455062.65839499,-8.336904658277588,0.004513900221440872,0.0
3.7017692519284095e-12,50620306.26952035,-5.310704136501643,0.002879860113136131,0.0
3.807546021222384e-12,425915665.37830555,-3.1808155838907135,0.0017268268837577064,0.0
3.916345324921057e-12,1716382152.8175719,-1.787082986935055,0.0009709530532590101,0.0
4.0282535308941614e-12,3994161467.4852977,-0.942468001295004,0.0005123275034505002,0.0
4.143359474943229e-12,6422169217.042175,-0.46754571807773543,0.00025424278323511035,0.0
4.2617545313219474e-12,8234152462.668558,-0.21901122357402833,0.00011911871720696421,0.0
4.383532685271536e-12,9308926229.438723,-0.09632791353049967,5.239832909100715e-05,0.0
4.508790607628802e-12,9852096385.128904,-0.03961739946779908,2.1551871760308212e-05,0.0
4.637627731566103e-12,10099246378.380922,-0.014840857922638465,8.07389952890742e-06,0.0
4.770146331524124e-12,10199081231.53427,-0.005004022090630104,2.722446606212838e-06,0.0
4.906451604400134e-12,10233911146.309027,-0.0015948348443303873,8.676871209934457e-07,0.0
5.046651753056143e-12,10245040897.336658,-0.0005078893698076797,2.763246279298879e-07,0.0
5.190858072213385e-12,10248573851.44976,-0.00016310352393262352,8.873924233993348e-08,0.0
5.339185036800992e-12,10249762475.238647,-4.713081558432946e-05,2.564239051300132e-08,0.0
5.491750392829418e-12,10250140177.850964,-1.0281605248965631e-05,5.593904460120801e-09,0.0
5.648675250860424e-12,10250229474.84778,-1.569860209251686e-06,8.541131120899892e-10,0.0
5.8100841821479656e-12,10250243625.18934,-1.8937094041281535e-07,1.0303097243107403e-10,0.0
5.9761053175262654e-12,10250245343.4425,-2.1740484315488198e-08,1.1828337450431815e-11,0.0
