strategy,dataset,NO,predicted_strength_kPa,rf_pred_from_initial,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm
GP-GP-2rd-pred,PRED,4,241.13234253361642,233.34386986049216,0.0,0.6402880697187442,0.0,0.04991790454403562,0.30979402573722414,0.0
GP-GP-2rd-pred,PRED,5,253.70134465675866,233.34386986049216,0.0,0.610219200084122,0.0,0.050019276625789845,0.3397615232900878,0.0
GP-GP-2rd-pred,PRED,7,206.70912951167728,232.3418929791522,0.0,0.6060517709231227,0.0,0.04048352420304563,0.3534647048738314,0.0
GP-GP-2rd-pred,PRED,10,281.6135881104034,233.13258125918233,0.0,0.629477516904649,0.0,0.060727362401018864,0.30979512069433035,0.0
RFR-GP-3rd-pred,PRED,1,229.69568294409058,228.08467665454717,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0
RFR-GP-3rd-pred,PRED,2,206.65251238499647,228.44401454870453,0.0,0.5697701241069648,0.0,0.10015256785522626,0.330077308037806,0.0
RFR-GP-3rd-pred,PRED,3,,224.5344026680948,0.0,0.5098447681119049,0.0,0.050193331659722146,0.4399619002283726,0.0
RFR-GP-3rd-pred,PRED,4,101.3446567586695,235.7334559379622,0.0,0.539657245652324,0.0,0.06001198946971338,0.25011739945820494,0.15021336541975822
RFR-GP-3rd-pred,PRED,5,117.310686482661,207.7030169339628,0.0,0.4255505410460293,0.0,0.1385728403353752,0.38646157877441417,0.04941503984418106
RFR-GP-3rd-pred,PRED,6,193.5739561217268,198.48630529562345,0.021470921801020653,0.3327401978681413,0.02029533095585027,0.23174235660496248,0.3629444161878205,0.030806776582209573
RFR-GP-3rd-pred,PRED,7,155.07430997876858,197.35850576219053,0.0,0.29695967595683287,0.0,0.20782084610479792,0.2973125132243898,0.1979069647139796
RFR-GP-3rd-pred,PRED,8,62.22222222222222,160.9301851040539,0.009970656910408639,0.4098140035643566,0.020126289805429083,0.0,0.39997783426823935,0.16011121545156465
RFR-GP-3rd-pred,PRED,9,147.99716914366596,133.12340485024126,0.14839909282488428,0.3662071735437376,0.009875221837254046,0.07925387369964097,0.38582840431218046,0.010436233782305002
RFR-GP-3rd-pred,PRED,10,160.2830856334041,201.1250326085192,0.0,0.3026869124989193,0.0,0.1618195430236925,0.2628894011568846,0.27260414332050337
GP-GP-3rd-pred,PRED,1,229.69568294409058,228.08467665454717,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0
GP-GP-3rd-pred,PRED,2,225.3927813163482,228.2227799808034,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0
GP-GP-3rd-pred,PRED,3,229.7523000707714,228.08467665454717,0.0,0.6063188913985983,0.0,0.08081296353314583,0.31286814506825583,0.0
GP-GP-3rd-pred,PRED,4,225.3927813163482,228.2227799808034,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0
GP-GP-3rd-pred,PRED,5,235.47062986553433,228.1204831269142,0.0,0.6398925234534203,0.0,0.07014122615059554,0.28996625039598395,0.0
GP-GP-3rd-pred,PRED,6,245.0955414012739,227.8006042246573,0.0,0.6502067967256617,0.0,0.08003454420927895,0.2697586590650559,0.0
GP-GP-3rd-pred,PRED,7,232.07360226468506,227.56463137990883,0.0,0.6664812891286024,0.0,0.08069229982169294,0.25282641104970216,0.0
GP-GP-3rd-pred,PRED,8,200.08492569002124,233.34386986049216,0.0,0.6299155888485775,0.0,0.05005227827225272,0.32003213287917,0.0
GP-GP-3rd-pred,PRED,9,250.98372257607926,227.70273470616502,0.0,0.6800268403861934,0.0,0.07016794018291524,0.24980521943088732,0.0
GP-GP-3rd-pred,PRED,10,199.1224345364473,208.89378062860487,0.0,0.48440376314619743,0.0,0.06082922074785176,0.4547670161059549,0.0
