simulation_name,repetition,vaccine,threshold,coverage_ratio,n_cells
100-cells.10x,3,MinSum.budget-10.adaptive,0.98,0.05,100
100-cells.10x,3,MinSum.budget-10.adaptive,0.99,0.01,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.0,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.01,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.02,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.03,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.04,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.05,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.06,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.07,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.08,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.09,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.1,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.11,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.12,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.13,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.14,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.15,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.16,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.17,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.18,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.19,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.2,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.21,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.22,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.23,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.24,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.25,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.26,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.27,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.28,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.29,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.3,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.31,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.32,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.33,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.34,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.35,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.36,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.37,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.38,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.39,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.4,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.41,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.42,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.43,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.44,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.45,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.46,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.47,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.48,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.49,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.5,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.51,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.52,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.53,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.54,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.55,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.56,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.57,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.58,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.59,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.6,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.61,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.62,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.63,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.64,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.65,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.66,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.67,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.68,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.69,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.7,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.71,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.72,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.73,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.74,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.75,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.76,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.77,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.78,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.79,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.8,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.81,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.82,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.83,1.0,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.84,0.99,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.85,0.99,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.86,0.99,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.87,0.98,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.88,0.97,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.89,0.97,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.9,0.97,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.91,0.97,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.92,0.97,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.93,0.96,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.94,0.92,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.95,0.88,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.96,0.86,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.97,0.78,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.98,0.6,100
100-cells.10x,4,MinSum.budget-10.adaptive,0.99,0.28,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.0,1.0,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.01,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.02,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.03,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.04,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.05,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.06,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.07,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.08,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.09,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.1,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.11,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.12,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.13,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.14,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.15,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.16,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.17,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.18,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.19,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.2,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.21,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.22,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.23,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.24,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.25,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.26,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.27,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.28,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.29,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.3,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.31,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.32,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.33,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.34,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.35,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.36,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.37,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.38,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.39,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.4,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.41,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.42,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.43,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.44,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.45,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.46,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.47,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.48,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.49,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.5,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.51,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.52,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.53,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.54,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.55,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.56,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.57,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.58,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.59,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.6,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.61,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.62,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.63,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.64,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.65,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.66,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.67,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.68,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.69,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.7,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.71,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.72,0.98,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.73,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.74,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.75,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.76,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.77,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.78,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.79,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.8,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.81,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.82,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.83,0.97,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.84,0.96,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.85,0.96,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.86,0.96,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.87,0.95,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.88,0.95,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.89,0.95,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.9,0.95,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.91,0.93,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.92,0.88,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.93,0.84,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.94,0.77,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.95,0.69,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.96,0.56,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.97,0.38,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.98,0.25,100
100-cells.10x,5,MinSum.budget-10.adaptive,0.99,0.05,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.0,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.01,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.02,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.03,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.04,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.05,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.06,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.07,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.08,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.09,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.1,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.11,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.12,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.13,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.14,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.15,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.16,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.17,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.18,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.19,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.2,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.21,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.22,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.23,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.24,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.25,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.26,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.27,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.28,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.29,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.3,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.31,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.32,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.33,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.34,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.35,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.36,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.37,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.38,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.39,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.4,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.41,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.42,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.43,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.44,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.45,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.46,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.47,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.48,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.49,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.5,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.51,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.52,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.53,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.54,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.55,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.56,1.0,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.57,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.58,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.59,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.6,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.61,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.62,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.63,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.64,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.65,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.66,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.67,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.68,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.69,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.7,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.71,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.72,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.73,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.74,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.75,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.76,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.77,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.78,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.79,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.8,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.81,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.82,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.83,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.84,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.85,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.86,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.87,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.88,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.89,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.9,0.99,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.91,0.97,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.92,0.97,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.93,0.94,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.94,0.9,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.95,0.82,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.96,0.77,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.97,0.63,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.98,0.35,100
100-cells.10x,6,MinSum.budget-10.adaptive,0.99,0.15,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.0,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.01,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.02,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.03,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.04,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.05,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.06,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.07,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.08,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.09,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.1,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.11,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.12,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.13,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.14,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.15,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.16,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.17,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.18,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.19,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.2,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.21,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.22,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.23,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.24,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.25,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.26,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.27,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.28,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.29,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.3,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.31,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.32,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.33,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.34,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.35,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.36,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.37,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.38,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.39,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.4,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.41,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.42,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.43,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.44,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.45,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.46,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.47,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.48,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.49,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.5,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.51,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.52,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.53,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.54,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.55,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.56,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.57,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.58,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.59,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.6,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.61,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.62,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.63,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.64,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.65,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.66,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.67,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.68,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.69,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.7,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.71,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.72,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.73,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.74,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.75,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.76,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.77,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.78,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.79,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.8,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.81,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.82,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.83,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.84,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.85,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.86,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.87,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.88,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.89,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.9,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.91,1.0,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.92,0.99,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.93,0.95,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.94,0.91,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.95,0.83,100
100-cells.10x,7,MinSum.budget-10.adaptive,0.96,0.79,100
