feature,rho_age,rho_pseudotime,F_state,F_phase,dynamic_score,confound_score,trajectory_score,rank
Int_Med_pp65_cyto,0.04625381596583965,0.15789101401405226,6.517912530087092,23.093983569468406,0.20414482997989192,5.199250675252459,-1.6155929063584686,176
Int_MeanEdge_Cdt1_cell,-0.16461699705960914,-0.010371850199663416,4.8029197011205085,28.246695505983773,0.17498884725927255,5.134127780777057,-1.6219558760126973,177
Int_Med_bCat_nuc,0.18944362607729187,-0.08770337295827903,8.754917473820182,23.935668053850314,0.2771469990355709,5.494070744606038,-1.6457777615765423,178
Int_Med_Fra1_nuc,-0.0616491710298524,-0.07962780539793878,14.92340755583026,10.690032510273994,0.1412769764277912,5.226526756477027,-1.688007388339168,179
Int_Med_pSTAT3_nuc,0.20884752910319032,0.09581862368832221,12.751320880161854,20.809316697442643,0.30466615279151255,5.703472133450703,-1.6915490939162332,180
Int_Med_AKT_cyto,-0.0935730414438983,0.527825314645341,33.40869601678558,21.535838281912593,0.6213983560892393,6.653416178178027,-1.7072973062730699,181
Int_Med_AKT_ring,-0.0935730414438983,0.527825314645341,33.40869601678558,21.535838281912593,0.6213983560892393,6.653416178178027,-1.7072973062730699,182
Int_MeanEdge_pRB_cell,-0.2102144011146283,0.13207089588341112,16.73626755397791,20.889009916094576,0.34228529699803945,5.96159623811025,-1.7442733863405477,183
Int_Med_pERK_cyto,-0.12473731716753018,0.11891742741608786,18.625718802533186,15.046449214032595,0.24365474458361805,5.752328482208286,-1.7696602241892818,184
Int_Med_pERK_ring,-0.12473731716753018,0.11891742741608786,18.625718802533186,15.046449214032595,0.24365474458361805,5.752328482208286,-1.7696602241892818,185
Int_Med_p14ARF_cell,-0.07950769083552546,-0.1476569687576473,27.20024826282795,9.83439966263133,0.22716465959317278,5.722057007772063,-1.7755552931270495,186
Int_Med_cycE_nuc,0.36154346809320304,-0.009755895551614603,19.27089163302521,26.399725217028006,0.37129936364481764,6.319718932080338,-1.8406022625833007,187
Int_Med_p16_nuc,0.3242281444594991,0.026955782982351736,7.077588506069564,64.22397575162682,0.35118392744185084,6.266920503357989,-1.8422382487334452,188
Int_MeanEdge_pERK_cell,-0.23287717648141512,0.33802095073907046,30.38803397510752,30.741169490490254,0.5708981272204856,6.9040412970587415,-1.8455163267500738,189
Int_Med_pCHK1_nuc,0.32934887790097084,0.05701496942690959,8.948392080055475,58.75945897967297,0.3863638473278804,6.387738425682649,-1.8493446016610462,190
Int_Med_PCNA_cell,-0.25491389892986577,0.3464895465242136,35.68793340694674,29.240823406209273,0.6014034454540793,7.01164069097773,-1.852670796388126,191
Int_MeanEdge_CDK2_cell,-0.1908493565087633,0.15128374330906544,22.01904625816163,22.859192118079307,0.34213309981782875,6.308491528263454,-1.8658389350743803,192
Int_Med_p14ARF_nuc,0.1009676982165501,-0.377448065113301,62.20552325811808,12.97870042579222,0.4784157633298511,6.783926463615096,-1.8959584989354321,193
Int_Med_cFos_nuc,0.31391288072518436,-0.30423693989092765,27.137098954466573,52.10579523972473,0.618149820616112,7.309375013586546,-1.940131434139179,194
Int_Med_cFos_ring,0.10522462487500346,-0.11281545513263586,20.12175628438734,22.07533510795413,0.2180400800076393,6.189067915623735,-1.9481336904606676,195
Int_Med_cFos_cyto,0.10522462487500346,-0.11281545513263586,20.12175628438734,22.07533510795413,0.2180400800076393,6.189067915623735,-1.9481336904606676,196
Int_Med_cFos_cell,0.11223505652981729,-0.05669251769187295,18.907331455015374,25.54715540507571,0.16892757422169025,6.270010679603435,-2.0255761636395118,197
Int_Med_cycD1_cell,0.015994824819345235,0.26253970158627715,3.779414260965261,150.6169168831417,0.2785345264056224,6.585675055369382,-2.0264517429736615,198
Int_Med_pp38_nuc,0.20999956954906698,-0.11380594151902543,23.702675416974124,32.53887939821681,0.3238055110680924,6.719616899175837,-2.0280604036434506,199
Int_MeanEdge_pAKT_cell,-0.25311296386772736,0.05924174041356493,25.45999924755562,31.986443298046694,0.3123547042812923,6.771730798160942,-2.057751075075037,200
Int_Med_cMyc_nuc,-0.005860143167957815,0.0012954368646727126,1.4226441678383677,189.30547488248297,0.0071555800326305275,6.133490118652909,-2.1395659614958875,201
Int_Med_Skp2_cyto,0.10010103323701743,0.21562934386397875,47.24561309461498,22.15658701240894,0.31573037710099616,7.018584179565307,-2.140774085746861,202
Int_Med_Skp2_ring,0.10010103323701743,0.21562934386397875,47.24561309461498,22.15658701240894,0.31573037710099616,7.018584179565307,-2.140774085746861,203
Int_Med_Cdt1_cell,-0.021134028369449515,0.014980217378378917,21.390677007610954,22.38592625920674,0.036114245747828434,6.2607790667169505,-2.155158427603104,204
Int_Med_Cdt1_ring,-0.03169742840929819,-0.05398971553560463,27.810261899766118,20.243595782123975,0.08568714394490282,6.416787114629538,-2.1601883461754356,205
Int_Med_Cdt1_cyto,-0.03169742840929819,-0.05398971553560463,27.810261899766118,20.243595782123975,0.08568714394490282,6.416787114629538,-2.1601883461754356,206
Int_Med_cycD1_cyto,0.01653630703430416,0.22102330299079967,4.847393744457656,164.85885809080338,0.23755961002510384,6.877133222426953,-2.1694370178243294,207
Int_Med_cycD1_ring,0.01653630703430416,0.22102330299079967,4.847393744457656,164.85885809080338,0.23755961002510384,6.877133222426953,-2.1694370178243294,208
Int_Med_pp21_nuc,0.4840634471442134,0.08796706582403281,18.857054262029724,134.66689940130786,0.5720305129682463,7.898761934702792,-2.1925361641777306,209
Int_Med_PCNA_cyto,-0.2745114406756147,0.3056873239424315,58.84766788592829,56.26470526619807,0.5801987646180462,8.13948693525824,-2.268621662722338,210
Int_Med_PCNA_ring,-0.2745114406756147,0.3056873239424315,58.84766788592829,56.26470526619807,0.5801987646180462,8.13948693525824,-2.268621662722338,211
Int_Med_pp53_nuc,0.3704153269125631,-0.11103439020641136,33.664167292207686,77.69159536112078,0.4814497171189745,7.911242866876111,-2.2874852862876645,212
Int_Med_cycA_cell,0.28653325024829934,0.3682062847333634,25.942174759486207,167.88302368220047,0.6547395349816627,8.422899201466448,-2.293275185531594,213
Int_Med_CDK2_cell,-0.13665014731929784,0.21040630873279276,58.172260147574576,31.936648348667166,0.34705645605209057,7.575038822864777,-2.3042071319505815,214
Int_Med_CDK2_ring,-0.1475608326528131,0.17547928236201182,64.4027129625887,33.1310630169394,0.32304011501482494,7.710771648760757,-2.37572996205144,215
Int_Med_CDK2_cyto,-0.1475608326528131,0.17547928236201182,64.4027129625887,33.1310630169394,0.32304011501482494,7.710771648760757,-2.37572996205144,216
Int_Med_CDK6_nuc,0.2602163261912233,0.048246072157371825,40.42904065488301,77.59647296626974,0.3084623983485951,8.088308925239067,-2.5224457254850785,217
Int_Med_pp65_nuc,0.08693845415683658,-0.04642140506892989,30.50137297622895,110.95853990525531,0.13335985922576649,8.16815975477309,-2.7254960549448146,218
Int_Med_cJun_nuc,0.16534512740977753,-0.023047886434018554,95.00045440901593,49.72409275830079,0.1883930138437961,8.490753924941497,-2.783370859885728,219
AreaShape_Area_nuc,0.7146348635615428,0.16525342579101407,88.2529030262867,493.7436981630943,0.8798882893525569,10.695513794020801,-2.863541538554723,220
Int_Med_cycA_cyto,0.2937574364225623,0.30263116808751356,52.630302113395864,367.8860471343287,0.5963886045100759,9.89260202726308,-2.8660221050320023,221
Int_Med_cycA_ring,0.2937574364225623,0.30263116808751356,52.630302113395864,367.8860471343287,0.5963886045100759,9.89260202726308,-2.8660221050320023,222
Int_MeanEdge_cycB1_cell,0.274448762228661,0.32944593976825565,122.64893443155846,325.64673233879586,0.6038947019969166,10.606325633994324,-3.1083192699010964,223
Int_Med_CDK2_nuc,0.6007035083485317,0.1557613212074403,142.0595204192277,543.0702222409825,0.7564648295559719,11.262339093896482,-3.185353853307797,224
Int_Med_cycB1_nuc,0.4304464779673577,-0.003728124659294851,92.63264250476024,372.15274919122896,0.43417460262665253,10.461366918468535,-3.2273038188373344,225
Int_Med_RB_nuc,0.0758886216652919,-0.04697990203826127,152.2894556656255,96.20435790266946,0.12286852370355317,9.60914354601234,-3.2403317174007658,226
Int_Med_Cdh1_nuc,-0.3670278266151216,-0.020629531802260657,150.38115338227695,221.56521444261938,0.3876573584173823,10.425021008251079,-3.261099994470495,227
Int_Med_CDK4_nuc,0.163320444142171,-0.053030138637809573,217.1174585605043,109.29626954106662,0.2163505827799806,10.088203823087987,-3.3145207553008147,228
Int_Med_pH2AX_nuc,0.5826144580301129,0.04503966317410174,182.15636703182864,456.50412856265274,0.6276541212042146,11.336126161504637,-3.3399900353224083,229
Int_Med_cycB1_cell,0.5493045847193913,0.2935953661634121,259.57445945285644,1070.416282219772,0.8428999508828033,12.539625333658558,-3.5459689158976917,230
Int_Med_p27_nuc,-0.49477946900436137,-0.024847921115794615,267.06460823757186,419.92129340917336,0.519627390120156,11.633673891652766,-3.5521584719583115,231
Int_Med_cycB1_cyto,0.560699121186191,0.27153923581634015,268.8039034996853,1122.0651040216733,0.8322383570025311,12.621512338155561,-3.585290961351915,232
Int_Med_cycB1_ring,0.560699121186191,0.27153923581634015,268.8039034996853,1122.0651040216733,0.8322383570025311,12.621512338155561,-3.585290961351915,233
Int_Med_E2F1_nuc,0.42886615522800786,-0.14259955632591728,201.00388585881942,730.7373329196346,0.5714657115539251,11.903708548896478,-3.5948322805598423,234
Int_Std_PCNA_nuc,0.5537299982861966,-0.07643317921813902,226.56204056650589,813.2898308820032,0.6301631775043357,12.129739267224055,-3.615245566024083,235
Int_Intg_DNA_nuc,0.7359945236404305,0.12998589357263743,246.7424804345531,1734.4485697658733,0.865980417213068,12.9714110219415,-3.6740134404664566,236
Int_Med_cycA_nuc,0.73238994282907,0.021854490964521266,300.7762869555151,1801.4120252015007,0.7542444337935913,13.206567032065067,-3.8680540274291815,237
Int_Med_cycD1_nuc,-0.15777634535034174,0.0947267486493478,333.5752311083044,447.4185919310722,0.2525030939996895,11.91858891359827,-3.9190030257597046,238
Int_Med_Skp2_nuc,0.5137867003929677,0.056388971754677025,512.8327662854778,1066.6568882076513,0.5701756721476448,13.215119557273786,-4.05511617289818,239
Int_Med_p21_nuc,-0.22669044155715593,0.08516524504358708,973.6582288254157,671.6687494159863,0.31185568660074303,13.393339883506531,-4.375813272626543,240
Int_Med_pRB_nuc,0.2582264626136358,-0.07978501757954563,2604.2896383335965,1307.7198892294396,0.33801148019318145,15.042103888193072,-4.926724880674394,241
