UMAP1,UMAP2,annotated_age,state,phase,pseudotime
26.461617,15.549378,3.2,cycling,G1,0.5529051
27.424183,18.457376,5.6,cycling,S,0.5623036
23.876905,16.78619,12.0,cycling,S,0.5416709
24.111624,19.584883,5.066666667,cycling,G1,0.30062124
24.652107,18.70159,10.13333333,cycling,S,0.46463287
26.05066,15.664441,5.6,cycling,S,0.54907966
29.755045,18.394558,2.4,nan,G1,0.7245183
26.851627,17.169752,1.6,arrested,G0,0.5378669
30.15572,18.001621,2.666666667,arrested,G0,0.80765826
26.795362,20.049953,15.2,cycling,G2,0.50861657
23.66522,17.043777,7.2,cycling,S,0.5468987
22.807714,17.669577,2.666666667,arrested,G0,0.4244133
25.112488,18.975023,8.8,cycling,S,0.445142
24.984436,18.798347,10.13333333,cycling,S,0.46742737
22.838465,17.8774,4.266666667,cycling,G1,0.44822475
23.398926,19.913422,3.4666666669999997,cycling,G1,0.14625457
27.652975,19.720829,4.266666667,cycling,G1,0.5103994
22.774769,16.991451,1.066666667,cycling,G1,0.48346245
20.870045,17.145767,13.86666667,arrested,G0,0.7614514
21.134672,16.619087,18.66666667,arrested,G0,0.6766012
25.32722,19.850513,12.0,cycling,S,0.31155014
29.30842,16.552036,3.2,cycling,G1,0.7259524
22.341406,18.06532,0.533333333,cycling,G1,0.3957474
24.484917,16.353128,5.066666667,nan,G1,0.5066754
24.34493,20.366575,4.266666667,cycling,G1,0.2909927
23.841537,17.576433,8.0,cycling,S,0.47162998
27.07673,17.37649,1.6,arrested,G0,0.52376795
22.595116,18.218287,0.533333333,arrested,G0,0.39644977
22.401638,18.851542,4.533333333,cycling,G1,0.29534453
25.695747,19.006876,5.6,cycling,S,0.440929
23.16877,16.566854,1.066666667,cycling,G1,0.52871346
28.870619,16.464838,4.533333333,cycling,G1,0.6525474
25.51407,15.285645,6.666666667,nan,G1,0.58837306
29.02258,19.93896,13.06666667,cycling,G2,0.7166179
24.778488,20.449127,5.6,cycling,S,0.36614782
22.386402,18.110445,0.26666666699999997,cycling,G1,0.38638908
24.504946,20.108232,5.6,cycling,S,0.2756233
28.26395,16.963194,0.8,arrested,G0,0.55574393
25.849514,19.03932,16.26666667,cycling,G2,0.51851916
21.346525,16.454567,10.93333333,arrested,G0,0.6570067
22.660969,19.279522,2.666666667,cycling,G1,0.27507547
21.130577,17.325392,19.73333333,nan,G1,0.63225573
29.174759,17.804363,0.26666666699999997,cycling,G1,0.6034499
23.677502,17.12254,7.2,cycling,S,0.54107326
23.246016,15.900615,2.933333333,cycling,G1,0.5128234
22.521227,18.58309,1.066666667,nan,G1,0.36291048
27.076927,18.348726,12.8,cycling,S,0.54633206
24.64914,20.874325,4.8,cycling,S,0.2920676
25.699465,18.376814,12.8,cycling,S,0.5284156
23.192287,16.339493,1.6,nan,G1,0.4809345
29.581177,18.34621,6.666666667,cycling,G1,0.7492878
30.261827,17.199274,2.666666667,arrested,G0,0.71389616
28.626085,17.464176,2.133333333,arrested,G0,0.6251786
25.647907,20.057741,13.6,cycling,S,0.4582128
25.770302,20.390936,15.2,cycling,S,0.42080486
29.376879,16.50228,2.933333333,cycling,G1,0.7352801
27.68276,20.585413,5.6,arrested,G0,0.61282176
27.658752,19.943008,22.93333333,arrested,G0,0.50791013
22.874855,19.563477,2.133333333,cycling,G1,0.24162796
28.176565,16.363182,2.933333333,cycling,G1,0.59900206
25.164007,20.088264,5.6,cycling,S,0.39386234
22.307945,18.223957,0.26666666699999997,cycling,G1,0.36619422
23.419018,20.016855,4.8,cycling,G1,0.14715162
27.21122,20.37516,15.2,cycling,G2,0.6343395
24.767199,16.990015,5.333333333,cycling,S,0.528532
29.09997,16.557652,0.8,arrested,G0,0.67375404
23.288715,16.990782,3.2,nan,G1,0.49371165
23.951635,17.81048,5.8666666670000005,cycling,S,0.49604154
22.887186,20.992079,4.8,nan,G1,0.13946112
28.372381,16.004896,1.8666666669999998,cycling,G1,0.6893599
23.183147,20.00532,4.266666667,cycling,G1,0.2548225
26.363792,18.234577,12.26666667,cycling,S,0.56211555
24.214003,20.542381,4.8,cycling,G1,0.26954412
23.8867,15.826139,6.933333332999999,cycling,S,0.55514336
22.36918,18.736599,1.066666667,nan,G1,0.29673827
29.595762,16.917963,2.666666667,cycling,G1,0.75540227
24.438948,17.16357,6.666666667,cycling,S,0.5415813
28.916721,19.991827,20.26666667,cycling,G2,0.71584725
25.026377,16.037546,6.933333332999999,cycling,S,0.5073001
23.225117,18.582052,4.266666667,cycling,G1,0.38389367
26.062302,18.654613,12.53333333,cycling,G2,0.5318083
23.75513,20.017834,6.933333332999999,cycling,S,0.204914
28.779898,16.39783,4.0,cycling,G1,0.6494034
28.383434,16.17941,12.8,cycling,S,0.719892
24.84556,20.549963,5.6,cycling,S,0.3707434
28.657028,16.188145,5.8666666670000005,cycling,S,0.7541513
25.055317,20.277119,9.066666667,cycling,S,0.43141893
21.055164,16.899195,17.86666667,nan,G1,0.6419648
23.443054,18.883057,14.66666667,cycling,G2,0.37588778
28.582407,20.083992,16.8,cycling,G2,0.74721277
26.405361,17.242062,10.13333333,cycling,S,0.5514955
23.313643,16.907814,4.266666667,nan,G1,0.45945206
23.693705,18.302582,5.6,cycling,S,0.4146227
23.896233,16.363926,8.0,cycling,S,0.63406014
29.57084,19.866245,0.0,cycling,G1,0.7254626
25.84125,15.760014,5.8666666670000005,cycling,S,0.5421601
21.26323,16.906586,19.73333333,arrested,G0,0.75475174
25.177513,17.770327,9.6,cycling,S,0.57221353
24.57005,18.161657,9.066666667,cycling,S,0.4765032
25.901325,15.473868,0.533333333,cycling,G1,0.5409758
26.156542,16.437225,8.533333333,cycling,S,0.586345
28.93601,16.090567,1.6,arrested,G0,0.73987997
29.5087,18.47087,0.0,cycling,G1,0.6536675
22.904099,19.458086,3.733333333,cycling,G1,0.25737545
23.1688,19.959951,4.8,cycling,G1,0.15465577
27.020811,18.519264,7.466666667,cycling,S,0.5528263
25.058867,16.488665,8.266666667,cycling,S,0.51115483
27.597404,15.340404,0.533333333,nan,G1,0.73360467
28.749615,15.8547735,2.666666667,arrested,G0,0.7863849
28.015749,20.438612,4.8,cycling,G1,0.6709442
29.304543,16.410955,2.933333333,cycling,G1,0.78796715
23.790464,16.503616,2.4,nan,G1,0.6038699
23.711864,20.212738,5.6,cycling,G1,0.19007994
27.25765,20.40289,13.06666667,cycling,S,0.46603402
25.741272,16.673939,16.8,cycling,G2,0.67598623
25.218697,15.803637,6.666666667,cycling,G1,0.51806253
23.40295,17.386621,10.4,cycling,S,0.5749429
24.053991,16.283579,1.6,nan,G1,0.6304019
28.3091,15.778786,1.8666666669999998,cycling,G1,0.7516714
26.600647,20.416763,6.933333332999999,cycling,G1,0.3140633
28.862486,15.961283,4.8,cycling,G1,0.82503015
25.359581,18.57647,16.53333333,cycling,S,0.5354806
26.372372,16.793064,5.066666667,nan,G1,0.60105884
24.451025,18.73044,8.8,cycling,S,0.4003856
24.414463,16.983444,9.066666667,cycling,S,0.55577826
26.708492,20.29317,14.4,nan,G1,0.42755693
26.813541,20.514116,7.2,cycling,S,0.43793288
20.974384,17.246965,17.06666667,arrested,G0,0.69132626
25.758661,15.523156,10.4,cycling,S,0.54589415
27.992739,20.271112,10.93333333,cycling,S,0.65121996
24.075253,16.20253,4.533333333,cycling,G1,0.5997664
28.125324,20.256872,2.133333333,cycling,G1,0.64825946
25.68773,15.619615,3.2,cycling,G1,0.53698003
28.613342,16.00583,2.666666667,arrested,G0,0.6606946
26.840155,20.766531,14.4,cycling,S,0.39150846
25.616676,15.285525,3.733333333,cycling,G1,0.56199515
28.833471,19.802258,20.0,cycling,G2,0.7324082
21.088583,17.481413,18.66666667,arrested,G0,0.5256492
24.653734,16.192982,2.666666667,nan,G1,0.5555117
23.771338,15.418677,2.933333333,nan,G1,0.5872299
28.872904,17.247023,3.4666666669999997,cycling,G1,0.58349526
24.598665,15.387261,4.8,arrested,G0,0.548812
27.18079,20.451998,6.933333332999999,cycling,G1,0.47725618
26.311316,20.329573,16.8,cycling,G2,0.36042783
24.231619,17.061329,12.26666667,cycling,G2,0.5559024
23.22238,17.338493,13.33333333,cycling,S,0.5651697
27.328718,17.474653,16.0,nan,S,0.5881413
25.180128,20.769629,5.6,cycling,S,0.44532433
26.020554,15.320196,3.733333333,cycling,G1,0.56117505
29.265223,16.283619,4.533333333,nan,G1,0.76456237
25.13694,18.00688,16.8,cycling,G2,0.52051425
24.244463,16.733473,5.333333333,cycling,S,0.54510206
29.715076,17.473503,2.4,nan,G1,0.72946155
24.074604,16.399073,2.4,arrested,G0,0.645823
24.829641,15.408385,3.4666666669999997,nan,G1,0.57365227
29.562115,16.69325,2.933333333,arrested,G0,0.76754165
23.95453,16.510822,3.4666666669999997,arrested,G0,0.54674155
24.34895,16.598877,2.666666667,arrested,G0,0.5566158
26.715813,20.535818,6.1333333329999995,cycling,G1,0.36000285
29.23917,16.27808,2.666666667,cycling,G1,0.78321815
26.23688,15.561838,16.53333333,cycling,S,0.5846029
26.043812,15.447946,12.8,cycling,S,0.5780327
26.682829,17.502237,14.66666667,cycling,S,0.5921056
25.282518,15.507072,2.4,nan,G1,0.60166216
28.839777,20.381323,17.86666667,cycling,G2,0.81138694
25.551212,20.518906,13.33333333,cycling,S,0.48171335
24.029465,16.528076,6.933333332999999,nan,S,0.5613602
24.130512,17.089657,12.8,cycling,S,0.52447325
24.49981,15.379617,4.0,cycling,G1,0.57038236
24.175858,15.516449,3.4666666669999997,nan,G1,0.6550393
30.263084,18.28392,2.4,cycling,G1,0.84335613
22.173695,19.81162,16.0,cycling,S,0.26015368
26.623869,17.209848,0.533333333,cycling,G1,0.45060942
23.473652,17.89797,9.6,cycling,S,0.63952523
23.943527,17.122099,6.1333333329999995,cycling,S,0.51010317
24.916754,15.503519,1.8666666669999998,cycling,G1,0.609404
23.449883,18.426628,6.933333332999999,cycling,S,0.5474273
28.040741,15.960664,5.8666666670000005,cycling,S,0.72341955
24.607332,15.194095,1.8666666669999998,cycling,G1,0.65096486
23.824951,16.915842,7.733333332999999,cycling,S,0.53910404
23.489273,17.953926,0.533333333,cycling,G1,0.7718548
24.196016,17.601025,9.6,cycling,S,0.63296956
24.49612,19.885391,6.933333332999999,cycling,G1,0.37173504
27.850477,15.459021,2.666666667,arrested,G0,0.7510036
24.351002,20.629745,1.333333333,arrested,G0,0.23202953
23.825783,16.44573,3.4666666669999997,nan,G1,0.530256
25.60224,20.357199,13.06666667,cycling,S,0.50197595
24.947609,15.096091,3.4666666669999997,arrested,G0,0.61534363
28.896852,16.261707,2.933333333,arrested,G0,0.68665445
21.558447,16.21579,16.0,arrested,G0,0.62527
28.34362,20.177633,3.733333333,cycling,G1,0.67899036
23.934284,17.307379,9.6,nan,S,0.54386884
26.919113,15.2199135,4.533333333,arrested,G0,0.6519592
23.370203,18.19756,0.533333333,nan,G1,0.71531266
22.743233,19.021332,8.0,cycling,G1,0.30428734
26.165207,20.683441,6.1333333329999995,cycling,G1,0.31849283
27.28357,17.633175,0.533333333,cycling,G1,0.46112317
25.75784,14.936634,2.133333333,arrested,G0,0.65181196
23.02557,19.095041,1.333333333,arrested,G0,0.33588094
23.342182,18.396336,4.266666667,arrested,G0,0.60222167
28.358856,20.410658,25.06666667,cycling,G2,0.654273
24.522198,15.844196,5.066666667,nan,G1,0.7617128
25.612883,15.151826,6.1333333329999995,cycling,S,0.5783977
25.303755,18.386929,17.6,cycling,G2,0.5200984
25.431643,17.962229,19.46666667,nan,G2,0.5484856
24.36046,17.497093,6.1333333329999995,cycling,S,0.5991651
27.3168,17.771688,8.8,cycling,S,0.5958937
24.522074,16.252607,10.4,cycling,S,0.7162888
23.960554,17.086252,12.8,cycling,S,0.543208
25.457273,20.618017,12.0,cycling,S,0.4702145
30.052437,18.022024,0.26666666699999997,cycling,G1,0.7728823
22.539112,18.798561,1.066666667,cycling,G1,0.30062377
23.327785,18.701868,4.0,arrested,G0,0.5629391
23.232018,18.15965,1.8666666669999998,arrested,G0,0.63895375
24.22934,17.234531,8.533333333,cycling,S,0.5404994
29.123478,16.127642,2.4,cycling,G1,0.78325194
25.349483,20.548656,8.0,cycling,S,0.48767474
27.2297,20.792347,10.4,cycling,S,0.47196576
24.772892,15.793174,3.4666666669999997,cycling,G1,0.71934944
28.572048,16.020546,0.26666666699999997,cycling,G1,0.7237356
27.944616,20.076746,16.8,cycling,G2,0.7126257
27.643297,15.319747,1.333333333,cycling,G1,0.71552646
22.402542,19.51283,1.066666667,cycling,G1,0.2896549
23.421139,18.263016,1.8666666669999998,arrested,G0,0.6069234
24.877373,15.204852,3.4666666669999997,arrested,G0,0.6563801
25.321455,15.201447,4.8,cycling,G1,0.5724175
26.043352,14.85157,6.1333333329999995,cycling,S,0.65363544
22.869238,18.982962,0.533333333,cycling,G1,0.3612959
26.494322,15.872715,12.8,cycling,S,0.60239303
24.673927,15.224452,3.4666666669999997,cycling,G1,0.7437766
23.664902,19.290014,7.733333332999999,cycling,S,0.36468035
24.422796,19.299131,8.0,cycling,S,0.35543287
27.11244,15.384235,14.13333333,cycling,G2,0.6724453
25.085564,20.392664,10.66666667,cycling,S,0.42137298
26.364809,15.673529,17.86666667,cycling,G2,0.60474026
23.796764,15.384127,4.0,cycling,G1,0.6089319
23.158972,18.459736,7.466666667,cycling,S,0.42061928
25.651548,15.462658,6.1333333329999995,cycling,S,0.5397508
23.741,16.479769,5.066666667,cycling,G1,0.5828444
21.374922,16.413816,20.8,arrested,G0,0.68930733
27.156162,15.324966,14.13333333,cycling,G2,0.6937209
25.799377,14.910184,2.133333333,arrested,G0,0.67269826
25.822466,20.607767,14.4,cycling,S,0.4035167
27.399612,17.232935,10.93333333,cycling,G2,0.64858997
27.285963,15.09309,1.333333333,cycling,G1,0.6915196
24.984402,14.947298,3.2,cycling,G1,0.62026477
23.724068,16.16201,13.06666667,cycling,S,0.5188431
23.358042,18.510302,14.93333333,cycling,S,0.42460147
25.327847,15.153444,5.6,cycling,G1,0.57782406
26.791723,15.542143,8.266666667,cycling,S,0.65068805
26.808527,15.324931,7.733333332999999,cycling,S,0.6368583
24.807917,15.269289,4.266666667,nan,G1,0.5952701
25.72158,19.563362,10.93333333,cycling,S,0.5487896
22.549362,19.396025,1.066666667,cycling,G1,0.21274062
27.15601,20.22799,8.0,cycling,S,0.4366988
23.387241,18.618834,5.8666666670000005,cycling,S,0.3803848
23.759169,15.78859,3.733333333,cycling,G1,0.6071079
25.597065,16.44593,10.93333333,cycling,S,0.61896724
29.335087,16.364004,1.8666666669999998,arrested,G0,0.782598
24.194136,17.850235,17.6,cycling,G2,0.5347888
27.024523,20.200836,16.0,arrested,G0,0.4844288
27.05965,15.549287,6.1333333329999995,cycling,S,0.60358006
26.493443,18.196844,8.0,cycling,S,0.5355538
27.006542,15.571358,6.933333332999999,cycling,S,0.6309495
24.289677,15.181954,4.8,cycling,G1,0.5850529
27.091505,15.558102,10.66666667,cycling,S,0.6785791
25.175089,18.675812,7.733333332999999,cycling,S,0.44824275
27.180004,15.731306,14.4,cycling,G2,0.6700707
27.622177,20.340466,16.8,cycling,G1,0.5072251
25.18919,19.27276,6.666666667,cycling,S,0.39855728
27.269438,15.633379,8.266666667,cycling,S,0.6794638
24.03933,15.245683,3.733333333,cycling,G1,0.591319
25.165869,16.316673,10.66666667,cycling,S,0.6330416
23.858418,19.599638,6.933333332999999,cycling,S,0.21758316
29.908451,17.896223,15.46666667,cycling,G2,0.7220977
24.144993,15.1945715,4.0,cycling,G1,0.5711488
23.737307,17.853567,9.6,cycling,S,0.5111561
27.567726,18.4612,1.066666667,cycling,G1,0.47223815
26.959034,19.748642,14.4,cycling,G2,0.7020221
23.954525,17.302027,7.2,cycling,S,0.5076628
29.65521,18.351955,5.066666667,cycling,G1,0.68732977
27.925966,20.557278,6.1333333329999995,cycling,S,0.6562182
23.35682,17.553286,13.33333333,cycling,S,0.545968
24.498728,15.637115,8.266666667,cycling,G1,0.5781506
21.230425,16.584766,17.86666667,arrested,G0,0.6982399
27.32599,16.107307,13.06666667,cycling,S,0.6175084
23.868462,15.826386,5.066666667,cycling,S,0.5834705
30.089886,18.74152,13.33333333,cycling,S,0.76445466
24.95385,19.380062,8.0,cycling,S,0.38120082
27.259155,15.54891,4.266666667,nan,G1,0.62761754
26.98105,20.302862,6.666666667,cycling,S,0.41312674
25.813986,15.00614,5.8666666670000005,cycling,S,0.6083197
30.005823,18.43726,1.6,arrested,G0,0.75329393
29.81519,17.618101,4.266666667,nan,G1,0.754715
25.160597,16.281301,9.6,cycling,S,0.6381811
26.614239,15.522048,2.933333333,cycling,G1,0.5944886
26.562605,14.990231,5.6,cycling,G1,0.65296966
26.20845,20.366726,14.4,cycling,G2,0.48782787
27.31706,20.423714,7.2,cycling,S,0.5152159
21.698734,16.176697,17.33333333,arrested,G0,0.67937905
26.674759,15.090857,2.933333333,nan,G1,0.6505848
28.61391,16.45196,12.8,cycling,S,0.7391693
29.389942,19.443972,4.533333333,arrested,G0,0.6581817
23.614187,18.242569,18.66666667,cycling,S,0.44382635
25.0466,15.614787,2.133333333,nan,G1,0.5810997
22.902441,15.853934,2.133333333,nan,G1,0.5092852
21.551216,16.347313,17.06666667,nan,G1,0.65948945
22.220606,15.888379,3.2,arrested,G0,0.5691688
25.442787,15.551977,4.8,cycling,G1,0.6084105
27.827606,15.993649,1.6,arrested,G0,0.60312
24.36268,15.127546,6.666666667,cycling,S,0.567141
23.770645,15.541749,1.8666666669999998,arrested,G0,0.5395864
27.83036,20.741209,18.4,cycling,G2,0.52980703
27.7925,20.473066,7.733333332999999,cycling,S,0.6034502
25.453463,16.316841,13.06666667,cycling,S,0.68320197
24.58746,15.442025,1.333333333,arrested,G0,0.5631091
26.981417,20.597536,4.266666667,cycling,G1,0.41168872
25.366201,14.944952,15.46666667,cycling,G2,0.64009374
28.00078,17.761198,8.266666667,cycling,S,0.63335246
24.189941,15.962016,13.86666667,cycling,G2,0.57619315
24.742998,15.586113,5.066666667,cycling,S,0.56101996
27.124235,15.21804,18.13333333,cycling,S,0.68729526
21.030157,16.828022,13.86666667,arrested,G0,0.74240875
24.033747,15.250684,4.8,cycling,G1,0.54499334
27.960594,20.36082,2.933333333,cycling,G1,0.6574528
23.718445,18.171299,5.8666666670000005,cycling,S,0.4653105
26.204708,14.94207,0.8,arrested,G0,0.6415296
23.942476,16.446003,18.4,cycling,G2,0.5245159
27.236534,15.934875,0.0,cycling,G1,0.5896607
26.457462,15.616512,0.0,cycling,G1,0.57012945
24.063745,16.982288,10.4,cycling,S,0.5541583
25.918833,14.98832,1.066666667,arrested,G0,0.6435504
23.647339,15.510519,3.2,arrested,G0,0.53970736
27.87442,19.208496,16.53333333,cycling,G2,0.58416575
23.857325,15.441482,1.8666666669999998,arrested,G0,0.46139273
23.564754,16.18887,5.333333333,cycling,S,0.5945463
24.917337,14.91606,1.066666667,arrested,G0,0.631565
26.002308,14.759146,1.8666666669999998,arrested,G0,0.6452961
26.895716,15.077586,2.133333333,arrested,G0,0.66484964
23.450834,17.519306,7.733333332999999,cycling,S,0.5132788
25.638533,15.838308,20.8,cycling,S,0.6159971
27.182741,19.128841,2.133333333,arrested,G0,0.4200485
25.3201,15.941065,5.333333333,cycling,S,0.6098512
27.971525,15.33979,0.8,arrested,G0,0.7851485
27.472527,16.293919,12.8,cycling,G2,0.6621783
24.485447,15.0893135,1.333333333,arrested,G0,0.5916736
27.899313,19.238316,0.8,cycling,G1,0.5076119
23.905695,18.233543,14.93333333,cycling,G2,0.4904861
23.685163,15.731321,5.8666666670000005,cycling,S,0.51789767
26.374048,14.941512,6.666666667,cycling,S,0.6458261
26.371912,19.871374,5.8666666670000005,cycling,S,0.35590026
27.02864,15.010192,1.066666667,nan,G1,0.70938045
26.697311,15.786644,13.86666667,cycling,G2,0.5371106
29.189222,17.133934,9.333333332999999,cycling,S,0.5217683
23.720858,15.446466,6.933333332999999,cycling,G1,0.5623415
24.547255,15.188833,6.933333332999999,cycling,G1,0.6068487
25.449003,20.527761,12.0,cycling,S,0.4186778
24.329279,15.070389,2.133333333,cycling,G1,0.61035883
26.307684,21.192871,0.8,cycling,G1,0.30088747
26.663288,15.841003,7.2,cycling,S,0.55082977
26.070686,19.69286,9.333333332999999,cycling,S,0.43110785
28.686512,19.3822,14.93333333,cycling,G2,0.7145276
25.093437,18.930223,9.333333332999999,cycling,S,0.5252999
26.754938,15.007014,3.733333333,cycling,G1,0.6701233
25.802258,15.533174,0.26666666699999997,arrested,G0,0.5491704
24.946762,15.278944,1.333333333,arrested,G0,0.6215775
27.525213,20.545649,2.933333333,cycling,G1,0.57818854
23.43462,18.828098,16.8,cycling,G2,0.3944377
23.396292,18.43106,1.6,nan,G1,0.39783937
28.361973,19.465706,15.46666667,cycling,G2,0.66295993
28.445745,19.88987,16.8,cycling,G2,0.7230905
21.553629,16.487589,16.0,arrested,G0,0.64617395
26.449718,20.701267,4.533333333,cycling,G1,0.30346194
25.111923,15.832236,4.8,cycling,G1,0.5993999
26.736876,15.383246,16.26666667,cycling,G2,0.6386757
29.83868,17.427568,1.8666666669999998,arrested,G0,0.64056706
24.035763,19.99001,3.733333333,nan,G1,0.18732719
26.311058,21.130592,0.8,nan,G1,0.2555655
23.329994,17.524536,7.2,cycling,S,0.48537955
29.389713,17.678473,8.266666667,cycling,S,0.77572346
23.57891,17.329369,5.8666666670000005,cycling,S,0.50580686
21.423128,16.845541,13.86666667,cycling,G1,0.6352321
22.770454,18.826288,1.066666667,arrested,G0,0.2954293
25.778202,15.087012,6.666666667,cycling,S,0.5875746
24.326279,15.366272,13.86666667,cycling,S,0.5621589
24.173931,18.34271,5.066666667,cycling,G1,0.4184804
24.922546,15.234327,1.066666667,nan,G1,0.68526006
25.039913,17.872404,7.733333332999999,cycling,S,0.5899043
26.54172,20.633856,4.533333333,cycling,G1,0.31435236
27.604496,19.537008,4.8,cycling,G1,0.45550743
24.889929,16.888367,7.733333332999999,cycling,S,0.57904583
28.38633,21.579365,16.53333333,cycling,G2,0.66771424
24.640306,16.015915,5.8666666670000005,cycling,S,0.8100074
28.272419,19.596027,17.06666667,cycling,G2,0.67127204
27.153152,14.883631,2.133333333,arrested,G0,0.6924478
23.758799,15.43481,1.6,cycling,G1,0.50198025
24.258783,15.213479,2.666666667,arrested,G0,0.55974746
25.845217,20.739956,14.13333333,cycling,S,0.4011944
22.121307,19.559853,1.066666667,arrested,G0,0.27034354
27.222271,15.1571045,8.266666667,nan,S,0.7455039
23.015984,19.125471,3.2,nan,G1,0.35486612
27.020855,20.705433,4.266666667,cycling,G1,0.4082614
23.969648,21.067074,6.4,arrested,G0,0.27853307
24.732506,15.474866,3.4666666669999997,arrested,G0,0.79469854
28.35354,20.097998,19.73333333,cycling,G2,0.7049416
24.469215,16.915022,9.333333332999999,cycling,S,0.5316129
26.607859,15.403362,13.33333333,nan,G2,0.6258968
26.725021,20.313028,0.8,cycling,G1,0.3519461
24.3758,15.060732,2.666666667,arrested,G0,0.5935852
28.277401,20.366198,4.266666667,cycling,G1,0.70021224
23.891262,19.95135,2.133333333,cycling,G1,0.29178816
27.549553,19.422321,19.73333333,cycling,G2,0.65839934
24.379496,16.53344,7.2,cycling,S,0.8093322
28.841429,19.610796,4.533333333,arrested,G0,0.5899448
25.018621,16.50056,5.8666666670000005,nan,S,0.6423189
26.37052,21.073874,0.8,cycling,G1,0.26284522
24.69875,17.888994,10.4,cycling,S,0.5095887
23.09391,18.466227,0.8,arrested,G0,0.54635453
24.893806,20.735537,22.66666667,cycling,S,0.4767995
25.47974,19.925303,4.8,cycling,G1,0.33101416
22.654072,20.170124,1.333333333,nan,G1,0.21919796
27.017515,19.263468,15.46666667,cycling,G2,0.5784994
27.484179,15.078251,4.0,arrested,G0,0.74880046
26.013462,18.67218,15.2,cycling,G2,0.5414761
24.829649,19.90933,7.2,cycling,S,0.34727964
27.048492,20.673792,6.4,cycling,S,0.46490648
26.341368,20.525188,8.8,arrested,G0,0.32823765
28.628325,20.648575,16.53333333,cycling,G2,0.7430671
29.55184,17.569138,0.26666666699999997,cycling,G1,0.4331576
30.624056,17.982664,0.0,cycling,G1,0.8053608
26.233368,19.66889,16.53333333,cycling,G2,0.5248733
31.131033,18.182669,0.26666666699999997,cycling,G1,0.884891
30.022676,17.779133,0.533333333,cycling,G1,0.80716795
23.365122,16.540262,3.2,cycling,G1,0.5029617
27.409473,20.47351,0.26666666699999997,cycling,G1,0.5310416
24.788813,15.600095,4.8,cycling,G1,0.5426129
25.02873,19.781546,4.266666667,cycling,G1,0.30554807
24.04962,15.1676445,3.733333333,cycling,G1,0.5410244
31.036535,17.763336,0.0,cycling,G1,0.84507877
29.818596,17.823412,17.06666667,cycling,G2,0.78762525
29.564096,16.673594,0.8,cycling,G1,0.81139135
30.158396,17.754465,0.533333333,cycling,G1,0.8052479
28.236849,20.3804,0.26666666699999997,cycling,G1,0.67776245
25.32995,20.260641,4.533333333,cycling,G1,0.3260319
23.778318,19.849463,5.066666667,cycling,G1,0.21268322
27.04291,14.929934,5.333333333,cycling,G1,0.7302427
26.958466,19.06909,2.933333333,cycling,G1,0.37818727
28.779842,15.939976,2.133333333,cycling,G1,0.7737432
24.605902,15.726788,4.266666667,cycling,G1,0.7346733
29.236307,16.253332,2.133333333,arrested,G0,0.8256927
24.500837,15.668399,22.66666667,cycling,S,0.54277074
27.162003,14.974624,2.4,cycling,G1,0.7265624
27.3098,15.190453,6.1333333329999995,cycling,G1,0.6900631
29.738647,17.181725,1.066666667,cycling,G1,0.8243677
26.352804,20.66816,2.133333333,arrested,G0,0.3175937
27.229568,15.06296,4.533333333,arrested,G0,0.6969905
27.676344,17.50044,0.8,cycling,G1,0.5617837
24.50658,15.890277,10.93333333,cycling,G2,0.5257999
26.95545,14.866075,2.4,nan,G1,0.6752462
28.511087,20.555674,17.33333333,cycling,G2,0.77118075
26.893063,19.903055,1.6,arrested,G0,0.41265073
22.629622,18.307592,0.8,arrested,G0,0.4282002
24.805021,15.585342,4.266666667,cycling,G1,0.5334466
26.869772,19.386702,3.733333333,cycling,G1,0.38329396
24.33339,15.633865,1.6,cycling,G1,0.5482687
26.93153,15.02762,8.0,cycling,S,0.6871559
24.55424,16.014761,8.266666667,cycling,S,0.5177238
24.555763,15.957828,1.8666666669999998,cycling,G1,0.4826798
26.65146,14.848058,0.8,arrested,G0,0.70059955
22.187471,20.003439,4.533333333,cycling,G1,0.275323
25.020218,15.158043,6.666666667,cycling,S,0.54763603
23.726059,20.331558,5.6,cycling,G1,0.24885723
20.983498,17.044218,16.0,arrested,G0,0.6906605
26.63416,18.903217,12.0,cycling,S,0.44169423
27.254507,14.97425,4.533333333,arrested,G0,0.76509637
23.846035,19.26459,16.0,cycling,S,0.32180145
29.84577,17.933529,0.533333333,cycling,G1,0.59234095
27.00589,18.586044,12.26666667,cycling,S,0.5488125
24.625711,19.72748,10.4,cycling,S,0.27801183
21.010508,17.115648,17.6,arrested,G0,0.6921834
26.64031,18.715843,7.2,cycling,S,0.50776976
24.4567,15.762544,6.666666667,cycling,G1,0.5457775
23.385292,16.800985,11.2,cycling,S,0.50300986
27.350073,20.445164,12.26666667,cycling,S,0.50082487
24.527578,15.654032,1.8666666669999998,cycling,G1,0.5500268
25.614962,16.610704,5.8666666670000005,cycling,S,0.6880508
25.132036,17.358824,5.333333333,cycling,G1,0.52256685
27.812548,20.480158,1.6,cycling,G1,0.6760783
24.01717,15.331366,1.6,cycling,G1,0.5400792
27.555298,17.095205,10.4,cycling,S,0.64038956
30.198528,17.707436,1.066666667,cycling,G1,0.8006145
28.09458,19.080643,0.533333333,cycling,G1,0.5097239
29.291088,16.1807,1.066666667,cycling,G1,0.8330079
24.134964,20.285275,5.6,cycling,G1,0.21037301
