R_p_n,R_p_p,D_s_n,D_s_p,k_n,k_p,eps_s_n,eps_s_p,eps_e,h,rho_cp,k_SEI,R_SEI_0
8.095973824611495e-06,5.341584168817868e-06,6.345447327894901e-13,7.776495373737069e-14,6.995872887500221e-10,8.920449883472334e-10,0.5255285899056573,0.5037295231984927,0.2782416889503381,10.82115961794292,2556793.69701456,3.0211288824400204e-19,2.2345681289450852e-06
1.0909368913992276e-05,5.303694250959895e-06,2.6396145784547628e-14,2.5948737536074965e-14,3.296459100092388e-11,1.3351140344743288e-10,0.4616314660923852,0.5419827622191162,0.30887555067505956,26.44420669463941,2608679.2194730905,3.3032288015700097e-17,7.758393131597298e-05
6.734735692744484e-06,1.2058949565343182e-05,9.737529133425237e-13,5.4806032426430725e-14,6.911276835263682e-10,1.000979605266188e-11,0.6490158516863839,0.6338057289932415,0.3128672826523379,14.530066614701424,2831677.9803502546,1.297230444680471e-17,1.7188653258489816e-06
8.3465457133851e-06,1.2568116664629457e-05,3.9170495620363353e-13,1.198916813256598e-14,1.2482050399168916e-10,3.0286680721236997e-10,0.443112069210668,0.4233535689584879,0.22341656940094787,15.036009590998404,3479648.0356285414,3.240320203392842e-19,1.794600009466323e-05
6.456861926829983e-06,8.793593552145205e-06,9.051927648276544e-13,1.060475202790851e-14,2.0013639944741593e-11,1.108437354625525e-10,0.43182943408567576,0.6836685487504803,0.3344975066124497,11.286250964405793,2019432.0455744783,1.8908195709367823e-17,4.308202782800886e-06
1.0365880014288286e-05,5.3768171243859995e-06,7.213812735319033e-13,1.9735299355927108e-14,4.130316512755813e-10,1.5499170687877173e-10,0.6386022592328456,0.5346170203749927,0.29109186551834154,8.985250789570559,2267104.724517107,9.468424277064955e-19,2.811269567820429e-06
9.296373464488254e-06,5.76934434959094e-06,1.3772548500588794e-13,5.131036963581789e-13,9.054192000843315e-11,2.0395912013454048e-11,0.6349256842813713,0.6537035623131991,0.21701936925035079,35.986335444649626,2677963.308854125,5.8737659364311625e-19,2.931794608615621e-06
1.2588796426833078e-05,1.2141015951650467e-05,3.793260799017571e-14,2.334225321377575e-13,3.5952292852163814e-11,7.388551054733357e-11,0.5223253291967851,0.560649652793551,0.27491404679272474,7.560467818825815,2983179.1388589437,3.5385286071507537e-19,1.9571147002759488e-06
1.0880247944927701e-05,6.461663594877526e-06,1.4301130967105988e-14,1.9431855732906748e-14,3.5006923258496705e-11,4.982404117226706e-11,0.5264226400533167,0.6821768991042462,0.24372057086621077,9.93080573493568,3080591.0939641707,2.2314221219405146e-20,6.681363032824178e-06
9.13911064210845e-06,1.1193880168844937e-05,3.2272965613397395e-14,3.5728500225023275e-14,3.1449010439448155e-11,1.55932174739393e-11,0.5734679177537161,0.4170741344406751,0.3704046250834614,37.006446800751796,2335463.934053868,1.7564596315099203e-17,1.0932960059353327e-06
1.4252495434256388e-05,7.407149087005572e-06,1.1856048908453715e-14,3.2680747527499016e-14,1.1548775553282413e-11,5.756326762776447e-11,0.48146976400505037,0.5552783695649135,0.4487479584104547,21.670189076677534,2515641.7739316253,6.281024124578605e-19,3.223603650920221e-05
5.844815363373391e-06,6.275350826306677e-06,4.283010821926778e-13,7.389505113693677e-13,1.1215980598013465e-11,1.6796846579969713e-11,0.46094483377167755,0.4705501394958244,0.23801494739175985,28.03987128229843,3045860.9004016593,6.98820685151208e-17,5.800739119407033e-05
9.709718812345348e-06,8.856585422249055e-06,9.90318489571479e-14,1.9815432402601047e-13,2.637625310310771e-10,2.965068770415968e-11,0.5083019279262232,0.4276102828416778,0.33225090825032993,19.210622315240144,2427443.1318932977,1.3119188217819865e-20,2.037698050837432e-06
1.0796846935086138e-05,7.601134217374903e-06,4.205361020292438e-13,4.985628925074264e-13,1.5115718475393415e-11,6.18573290521633e-10,0.681895698662008,0.6383545455559371,0.22674002218850905,18.788213313307693,2513616.6021126797,8.890340300916515e-17,4.235662443433795e-06
8.71951472240075e-06,1.3596829984785717e-05,4.6950129629014853e-14,1.108997710846369e-14,2.7461922644925982e-11,7.053410521855867e-11,0.4307444954475039,0.5107318601012635,0.2559941653115321,18.831971490930503,3579558.8464559135,4.249320450260457e-17,8.28368989030999e-05
1.1993630163503998e-05,8.671734160709923e-06,7.108193003501704e-14,9.077798217533499e-13,5.43909943929202e-11,1.758928423822922e-10,0.6158217711581003,0.4564746378849366,0.3593280930598085,6.719158826909658,2591036.568491403,2.4686606785722955e-17,1.25124385444335e-06
1.4087008809034506e-05,9.12767036544468e-06,3.862465926455681e-13,2.771573753255768e-14,5.304036338981405e-10,1.3746424866771762e-10,0.44384860416767624,0.6007840199707482,0.45391409929859694,15.662231630234825,2911497.4654874555,4.005482675205867e-17,1.3980558936410339e-05
1.3918161309304889e-05,6.128419407397624e-06,6.82877272823263e-14,6.095839494389233e-14,1.4972101270838185e-10,3.990395779342705e-11,0.5424645706580413,0.5710079314039105,0.24958967864615889,28.80464731046854,3383332.321732969,8.0167318312337575e-19,1.593498076502851e-06
5.382388779065479e-06,8.537118217596163e-06,9.891208679584203e-13,7.400079857709509e-14,4.5219037151566203e-11,1.9539641898290383e-10,0.5780745018795845,0.5891294625635374,0.21819527000480493,38.345152513001956,2789866.379378413,5.245758241676671e-18,2.672311109302962e-06
8.258392185419202e-06,5.536245745463854e-06,1.3452450663469933e-14,1.640822879466304e-14,5.226483460689993e-10,4.2414540752232224e-10,0.6580731102726435,0.6168719613097635,0.3999934291220725,34.526216922415294,2824444.141878952,4.5853052338977693e-20,1.4977753841655808e-05
1.3807203125570514e-05,5.590477053844653e-06,5.4701886619733214e-14,3.7504673898323817e-13,5.7247104847030955e-11,6.03211565415642e-11,0.6110292406904793,0.584358664432485,0.2111190327346454,8.193859338791665,3052873.959288119,8.636098393694641e-19,3.9979850874095165e-05
7.129227265499011e-06,5.006776151849629e-06,2.945483444259629e-13,1.2442744776308019e-14,1.3308826742187345e-10,6.327322441823977e-10,0.5187997665079724,0.4628963476462919,0.38917715226767124,5.93068509578201,2228216.8856370775,9.968161500504265e-20,1.8726206135809435e-06
1.1712232950705496e-05,6.968334370268054e-06,3.371145675975211e-14,1.3114423045043108e-14,1.7985562488087344e-11,2.6640454902112897e-10,0.6868085603753381,0.6692609001983122,0.46774971574717755,17.486562474661902,2141669.2745694155,3.866218328915921e-19,7.428318189339395e-05
5.689133006865869e-06,5.5658186016074185e-06,1.6998912654002334e-13,7.423635235309989e-13,2.254593826867313e-10,4.106133891661073e-11,0.6708031160239722,0.5484331018769393,0.257199038419251,16.70983580990869,3333278.199616327,7.212204555056668e-18,1.6617649430151698e-06
7.093521458798306e-06,7.347978600917137e-06,1.782094404476174e-13,2.557624992241127e-13,1.308460974192289e-10,1.0833600338836036e-11,0.4804074373866253,0.601948172318476,0.4556699484352138,26.189804924294794,2264413.8125965036,2.785710301232665e-17,1.575718331680643e-06
9.764931293150131e-06,1.0466830249017929e-05,5.1495152076011005e-14,5.104806725685161e-13,4.0561395552648864e-11,2.7685180322200962e-11,0.6143661729695558,0.4335530360314582,0.37450026462455793,11.879049106167793,2397430.729514619,7.150213835916626e-19,3.408952823249574e-05
1.0547894535107237e-05,7.485508220290361e-06,4.587067589652367e-13,1.8868614898684186e-14,1.1826329444326315e-11,1.1875762169695142e-10,0.49863391776547294,0.5961943072950252,0.48150205813464314,31.58574974878391,2957823.805684017,1.027899532514788e-19,2.450206118460198e-05
7.819659278206815e-06,8.066198358310079e-06,3.0255573240008805e-13,2.929735595190854e-13,7.914944984945902e-10,5.894575370982923e-11,0.46923520298599136,0.5951288242301477,0.2652819176085608,10.96319491896953,2022842.223720223,1.2085560575907752e-17,9.491466635518271e-05
1.1449580739823558e-05,5.49057710112759e-06,3.0068960262291647e-14,2.898642383806216e-14,3.736527204819213e-10,3.778145446121703e-10,0.4548115697643627,0.40289092672810617,0.3304676440022578,30.87411738773359,3162121.312082604,3.777473760722237e-20,3.67402028207103e-06
1.3009006475186622e-05,1.4147517428343157e-05,1.714725898923892e-14,1.6177759337275845e-14,1.8346655608393248e-10,1.6547794889499953e-10,0.6669139243319926,0.5775071315827165,0.23689346227860594,39.935584999643275,3684960.733273881,8.973845025641345e-18,1.2700372028416088e-05
9.374077564312504e-06,7.783636909597236e-06,2.6682998554027163e-13,1.2641247249193225e-14,6.198424902326146e-10,4.4539324696007584e-11,0.4855704541836017,0.5199324147787584,0.22293561232110948,10.310763061973855,2504760.4983126596,2.243720547518379e-18,9.604055274868031e-06
5.243399713687297e-06,5.923502437073376e-06,1.0187665206658628e-14,4.5072880256569995e-14,4.190481385804128e-10,9.130023050678889e-10,0.5200968308335553,0.6262606639348567,0.43141643399721713,11.568333852980563,3349563.8103512577,3.5631784467147494e-17,1.037068384393383e-06
5.179162726701203e-06,5.052471360147579e-06,3.3777836109082327e-13,3.4026402556571036e-13,1.0862727524831577e-11,5.6783525002133443e-11,0.5700657513498593,0.41921941019191594,0.34001655304100115,7.364690029143729,3148571.6276766076,5.4930844637101823e-17,7.276241542953004e-06
1.0437268212836706e-05,1.0829648147697282e-05,1.1254216537093258e-14,4.555820433480926e-13,1.1679357746000394e-10,3.2578418053793297e-10,0.5029794494892923,0.5296955687380108,0.23141120368475013,8.389057573359807,2339038.720410179,6.815742943996768e-17,1.3448054413013719e-05
6.1620029817585664e-06,8.999245683831016e-06,4.826326355712314e-14,8.231832785174168e-13,4.323508503263373e-10,1.4255003026300595e-10,0.5891224472015331,0.5635742519034969,0.40553178491257863,49.78238742215807,2779820.928983777,2.3646700589628853e-17,1.1165125610245957e-06
7.998002909059472e-06,1.0390056811086438e-05,2.587724400683818e-13,8.933458396999962e-14,7.389668058591427e-11,5.294913125221133e-10,0.42066178180077035,0.5575974546252869,0.2615161089799412,5.095930781726772,2208172.4874950876,3.3900550867422806e-20,5.1583679764880395e-06
5.347066530642025e-06,7.74969896369584e-06,1.954743182073262e-13,2.577168612967019e-13,1.7744338024880615e-11,5.174824870627376e-10,0.5100041201388501,0.5328289394530171,0.21968734526013184,30.371021420956346,3359462.4088782193,1.6028874132482494e-19,2.7739120548925327e-05
1.3286499020010872e-05,5.73099244788725e-06,2.8715333693376776e-13,4.64371468675768e-14,1.18651233781303e-10,5.302496274472204e-11,0.5581988178815493,0.5788578684803519,0.31176967684738616,9.706170843271416,3969769.624198378,8.336298537450567e-18,5.254514062852721e-06
7.867094190353724e-06,6.81986550758666e-06,1.096655350985904e-13,2.1985507914293684e-13,3.8762527337395273e-10,2.2613179863308052e-11,0.4788393347192381,0.4142539081078013,0.24663605518446907,5.3003496011605895,2614412.655210928,4.050421434530116e-18,1.931059076492963e-05
8.041686093564485e-06,1.4865540107375588e-05,2.0187708815249356e-14,1.5244361019610202e-14,8.674345446575666e-10,5.028685170323821e-10,0.6759303539633346,0.5821074217117612,0.4841308081604364,42.531345082271166,3878025.4634299153,1.9420997339860708e-19,1.055873798100236e-06
1.1718912142733122e-05,7.973523901318734e-06,2.492067598262092e-13,1.1377906412062076e-13,8.276131641600592e-10,2.2175421121127638e-11,0.5768593518327955,0.4945989834059752,0.23248700341106077,47.427398055987695,3566554.1289569,2.3874918761173944e-20,1.0144387713936362e-06
1.148730731970465e-05,1.4424079420300715e-05,5.255644214366286e-13,1.3885591196423191e-14,2.378874179410906e-10,1.3332673288801606e-11,0.43937103726686855,0.4811801702696243,0.47260722030130825,48.96122162178408,2350904.6856692894,5.169729608090169e-20,2.5550495070086994e-05
8.829650176041659e-06,9.252386809706397e-06,1.3408922845530461e-13,2.2661467788401913e-13,7.416790794480763e-10,9.580676430737395e-11,0.4879068039377303,0.5411061720872782,0.37922736202842705,6.834514582768342,2052023.1708477957,9.671999196323175e-17,1.3075001095111141e-06
5.2169653916810345e-06,1.012180306723921e-05,2.7002654844096007e-13,1.7640060774302986e-13,2.9732694505604126e-10,4.2746342779324086e-10,0.6301370822408691,0.4859375048740725,0.38065703779587506,43.92553247286817,2166089.4903464527,6.53987899546173e-17,2.0190899666636438e-05
7.4121237744394684e-06,1.2380979044497146e-05,1.6157679295338525e-14,8.63544008945104e-14,3.9595038845771905e-10,1.7794953944307465e-11,0.5644291974921217,0.4152276917315576,0.22965798453220523,17.259186835586853,3849690.8805227787,2.7383239537494957e-19,1.6522961812891462e-06
8.875984674852612e-06,6.608955721427501e-06,4.720576568241354e-13,2.824290594094585e-13,1.046733484853704e-11,5.118865086552989e-11,0.5572895421231726,0.4497431772239885,0.37290868227174523,24.83174622460811,2811988.4157907944,1.7950540974648933e-20,3.1222625081953165e-05
8.92888438156943e-06,5.805741700649092e-06,1.0563218141476113e-13,1.4305773362923744e-14,3.181402614404501e-10,2.6628182861192864e-11,0.4951459916897181,0.4465788408890391,0.25494920083696687,31.24313093205681,2563264.251069375,7.400723292490804e-19,2.1957942703872457e-05
1.1271667649635015e-05,1.1388378055141236e-05,4.0427326254793085e-13,3.0744252844886837e-14,1.946342828310029e-11,4.2013476862760205e-11,0.5744108104835278,0.5288805573878635,0.22779636208609386,6.061853647181293,2921617.3414894766,4.413529987602619e-19,7.583367266781154e-06
5.6167117335631296e-06,6.8525778072610165e-06,5.806168379771137e-14,4.206159672043445e-14,4.3689245602832134e-11,1.2056956746092442e-10,0.6318368910254833,0.6887041135006541,0.4043760213579846,38.58417572903192,2388413.927167064,9.724174135102166e-18,4.517143875255864e-05
5.522791360220636e-06,1.4689793972561198e-05,1.864655821844432e-14,8.722812275918153e-14,1.0065018152698325e-10,1.1791221188614965e-11,0.5361499590344445,0.6998932942808503,0.3926519640801069,9.088566464626119,3693943.5044134217,1.433240306389751e-17,3.357654061013286e-06
5.956276167873256e-06,1.0602230288408749e-05,1.1124127477099022e-14,1.1854842881721788e-13,1.4710942631054737e-10,4.7597946030888054e-11,0.5820742616209509,0.6526751982708753,0.24753058913253326,8.02419102369278,2110349.14637247,4.861278843580883e-19,5.054761837334433e-06
1.4311484902796902e-05,1.1644901093847737e-05,2.181762564578504e-13,7.113218827514712e-13,9.765498294798692e-10,3.8949838739887734e-11,0.5135663963444127,0.47912866419071043,0.38295113098235406,12.74523007001494,3547500.982481148,3.656224477081679e-18,4.670564773549881e-06
1.3881415451848082e-05,1.2264989726149291e-05,3.276588590721836e-13,6.184931212950191e-14,5.039647275492e-10,1.2767229080851334e-10,0.42193534874701666,0.6930596459489178,0.22557790126008367,14.120541111921606,3659542.918835563,2.826520328275142e-20,2.675631235647241e-05
5.499297530084516e-06,8.637495292686668e-06,1.5099971399940856e-14,1.6640740511835312e-13,1.0643962881670117e-10,4.621507883160261e-11,0.5877072746289703,0.412458728868237,0.37622054195237015,7.632814898493217,3708052.5632470283,6.913291821112502e-20,4.976857893613483e-05
5.727159102000096e-06,1.479232665702745e-05,7.823803486029267e-13,8.495408798169807e-13,1.9200507569862095e-10,2.156288641384383e-11,0.6910422415478422,0.48502725950589815,0.31702786585594445,16.17911956765938,3771126.9629321476,2.0149351218660335e-18,2.5720925983048923e-05
1.1866500798437368e-05,5.745664406438928e-06,1.2664972378095851e-14,4.2051403093504366e-13,7.621662344747664e-10,5.557953215078389e-10,0.6643404596863062,0.4749595902927904,0.2887105620948127,46.52734956159805,2219325.0036680107,3.429551042465397e-19,2.2616638792098253e-05
8.209672872733338e-06,1.0620936069913515e-05,2.452708536375013e-14,3.8202532273099546e-14,3.327511706855347e-10,5.153903606328051e-11,0.4675583618573589,0.40411778885460775,0.3941183513652629,17.624972314378166,3271142.283674504,4.4869225398524986e-17,5.87392701109859e-06
8.62376555716072e-06,1.148318859355448e-05,6.049111758103392e-13,1.3298450088149302e-13,6.150970017808115e-11,1.130651431413532e-11,0.5613029014706044,0.5511213268235277,0.43937368918455083,39.54243251000302,2085549.3876418085,1.1177376913996704e-17,8.411871155102555e-05
9.820702351147657e-06,9.309935101599084e-06,2.0097605579173466e-13,5.040038807408596e-14,1.2432237054951455e-11,2.841523616181844e-10,0.6215906489421587,0.6975625917889429,0.2674108759517653,12.252513449291675,2971267.3425517785,4.66332703346304e-19,1.6495722571895716e-05
5.313883587840582e-06,7.426706948710282e-06,5.076221885853075e-14,1.4564037646223212e-14,5.114046732621104e-11,1.0527682252713774e-10,0.6895595328541675,0.6436704647264327,0.24531244207770234,24.095467483843002,2368958.594160254,3.208100616834383e-18,1.4921596468727444e-06
5.422566647100207e-06,6.990662668798826e-06,2.1874700791185144e-14,2.7281720573553575e-14,1.2818209951042259e-11,7.210205816638953e-11,0.4762172313871112,0.5905359908339033,0.29960892883686707,12.344874352980197,3593693.3785729622,3.827257580022186e-18,1.7814314626306497e-06
7.3027693742939855e-06,1.2486175679134558e-05,7.382665362383748e-14,1.0986782831935571e-13,1.3654214855866303e-10,8.453294542408559e-10,0.5560859295486656,0.5675985359265329,0.25127806545015785,43.01855806765913,2032693.4421074877,1.7229935443821244e-17,9.903968971941158e-06
1.1938719327624678e-05,8.744300128445921e-06,4.125222714562513e-14,3.6821057602947765e-14,5.49604762535332e-11,1.8490221932203645e-10,0.538968071723581,0.6379127671726906,0.20395795808096648,33.081864646199925,3030296.300728823,1.478434943408426e-20,5.520468723116881e-06
6.824403348665206e-06,1.0855951084669942e-05,1.004324996569431e-13,2.1507784921723993e-13,5.450844585333609e-10,7.335062912008466e-10,0.48474886420370483,0.46888667972095044,0.47425730726038945,27.532722977574906,3678564.736946684,7.341498090182673e-18,1.7016339199267196e-05
1.4768639681074547e-05,1.1758081182493699e-05,1.3789348541188958e-14,7.032536251160181e-13,9.184871098740438e-10,1.9494762299606616e-11,0.6261640929092408,0.4454837155002203,0.409045381741317,6.239984613135469,2540013.6660226425,6.595424969814737e-20,9.690157464168635e-05
5.55589411148909e-06,8.910886111753664e-06,1.5596593259357112e-13,7.175026840222728e-14,1.1233572343887567e-11,2.3669304901250395e-10,0.6619388353760693,0.417437275222513,0.2488118076256972,20.560795315800853,2902879.5028996365,6.713782278677384e-19,1.82973767070156e-06
1.2219888927191333e-05,8.416306219404443e-06,1.6211667206192595e-13,4.2877511594330477e-13,7.724457394713654e-11,1.4065638429074869e-11,0.6724577096898587,0.5018947170202114,0.31508851648261826,6.3702011131752885,2435561.9840784357,5.929105591630347e-17,5.186710493926883e-05
1.3369214484704825e-05,1.1449310342250323e-05,4.6204193412288405e-14,6.783781180870107e-13,1.6192851205390943e-10,4.883666170842071e-10,0.5161360705834966,0.42976121904976955,0.20913534784292198,25.60665002258783,3501357.8586994787,2.099177551311032e-20,1.6890106326776003e-05
1.349182577784234e-05,7.207266859446007e-06,1.6487555261076524e-13,5.726130815965545e-13,3.332008823136039e-11,2.462311139420045e-10,0.5610315090033035,0.4362884266015825,0.26959133107447447,32.492386102780635,2718774.4347854448,1.4195485185184033e-18,4.385692010426938e-05
1.3327994467679927e-05,8.270106995918068e-06,8.753980809000094e-13,4.266328263125583e-14,2.2081906505154956e-11,3.160200319221347e-10,0.5509383290229475,0.527050238784108,0.2173914074446385,41.33600880680644,2530118.326035315,1.0163325479414681e-20,6.112288834041498e-05
5.9198835921109796e-06,9.503669732733937e-06,3.4550517816497286e-13,5.604952659308194e-13,1.1451880760865429e-10,2.7261993409854624e-11,0.4596362265905123,0.4529887139869564,0.39908715368011766,6.651183824349926,2946969.276919239,6.458114252650635e-19,3.884469744099437e-05
6.9543886146219325e-06,1.0731690068673969e-05,2.407130685431242e-13,2.0994666031984832e-14,9.266305044241373e-11,8.099583786172878e-11,0.414933388849854,0.6642475087448739,0.282558344644442,5.155162605129829,3869366.882917262,1.4828478636473713e-17,4.649650370330766e-05
7.337865618079649e-06,5.186756894104482e-06,2.468444549998241e-14,3.9411899580139844e-13,6.581202214724585e-10,2.271683517604259e-10,0.6366697649515286,0.658371360334763,0.27191334235107933,9.757105299186088,3757457.940940969,9.953471428242537e-19,1.3510051023756557e-06
7.505812815729637e-06,5.669736421544792e-06,4.076074109015176e-13,1.244523209301041e-13,2.735852297011803e-10,4.8298829562021624e-11,0.4131663389881331,0.4422567286631769,0.4364245266086786,5.253858146721308,2406844.6356941797,1.50718742036689e-19,5.4383416965756286e-05
7.5724795794508905e-06,5.952786646541013e-06,7.320354133174364e-13,5.670841269358298e-14,1.0429939006896869e-10,5.571182232012331e-11,0.6007269649762996,0.5077935212686553,0.29367403086340865,7.1370557185619665,2198117.854657908,2.8573624078081e-19,4.0735187870775125e-06
5.083291466531521e-06,7.928417476746502e-06,8.087143329233592e-14,6.249478075091946e-13,9.472354150752404e-10,7.227239968666472e-10,0.4293393958997801,0.6175140030369937,0.21217785050424337,7.933714240437734,3634134.3515925067,6.240181805370133e-18,5.7371939045192e-06
6.65702129112657e-06,8.127379405117046e-06,1.0293712289745937e-13,1.69841873421259e-14,4.409124049306853e-10,8.855762319807139e-11,0.43360511563631043,0.5813507050032265,0.22506608489312416,8.463525127938924,2060590.194711979,3.0016013835174893e-18,2.7092177881013065e-05
5.466878564026732e-06,1.4610155004522576e-05,4.950417212131731e-14,2.795761200161145e-13,1.636534156498204e-10,8.6855918916388e-11,0.45720644168618696,0.428681153404132,0.40702258844971206,23.014182081364407,2496397.9253714946,8.6898568388755e-20,1.5227367754574589e-05
7.149817199023279e-06,1.309900146088918e-05,7.758590065673194e-14,5.358724635662929e-13,2.487898756820042e-10,1.901544244700489e-10,0.4931918151921689,0.684841813006002,0.28102855148435635,36.39290148039289,2628839.0565555426,2.9617643389810387e-19,8.57048654032257e-05
9.461380891390586e-06,9.96790424513493e-06,2.938943077653135e-14,7.963801302136253e-14,6.680429944528739e-11,2.4517712743214485e-11,0.5237994352916774,0.5117956347798265,0.2757841532376726,7.8299217511119,2875922.0943099973,5.3871289218250443e-20,2.515417954265585e-06
8.129262938976444e-06,5.870378185140519e-06,1.4709674934856128e-14,1.6859334431760222e-14,1.4437761392711486e-11,9.10561286812165e-11,0.4580829035963756,0.6129664286271492,0.2635572193256584,8.293997907465886,3995877.122377043,2.6298687971646983e-17,2.4357886563067885e-06
1.4568322448282605e-05,1.3781777460493844e-05,6.809057575929841e-13,1.4126043594203316e-13,3.055711410007583e-10,3.8848326005856835e-10,0.5682069469087332,0.5011903277623593,0.3570173786322519,9.507778571259337,2656601.1786878407,2.2446715266382073e-17,9.841515442621235e-05
7.1938918903866035e-06,1.3438865692079097e-05,7.604457709576422e-13,6.040191170819623e-13,3.6916025888671526e-11,8.684751453510659e-10,0.5970999122365983,0.5436701082197359,0.47564653181409394,9.351125895779964,2997940.9717408614,1.1292282017478186e-19,1.563636440739311e-05
9.578085017559082e-06,1.2014198871123181e-05,1.6917282794948213e-13,4.9789483720224384e-14,5.962904962667634e-10,7.767955432764446e-11,0.6982936788733729,0.5922849690153337,0.205253774929007,12.071741477704187,3805269.636782763,1.7885005343002895e-19,4.565272101442415e-06
1.3120346609822229e-05,6.685452437711093e-06,5.5652831627834606e-14,2.2065224662588924e-14,1.3607514680941255e-11,1.5113837258181359e-10,0.42543236127549455,0.450132504754492,0.43326702781858173,15.877268828443945,2003189.6352598674,2.233102940590616e-19,6.919727443953501e-06
1.0039605337995155e-05,6.055001993404944e-06,2.1071165532322367e-14,2.955615428831184e-13,3.7444396426180596e-11,1.2969729749128874e-10,0.5948266207614308,0.6075902340259095,0.30678952118269576,13.890425819142077,2723123.28164646,4.789178188603475e-17,2.826019508640133e-06
1.2124300022268103e-05,9.872948556840005e-06,7.440463062255427e-13,3.466722526259532e-14,1.627127696587323e-11,1.0336439860288092e-10,0.4682093081710213,0.5135731362683865,0.48765070047060716,13.387110045935978,2178948.1336127645,2.5412844752892903e-18,5.727004194843498e-05
6.499096387785528e-06,6.218424514417645e-06,6.183534948412492e-13,3.583684002617625e-13,4.299608782966814e-11,9.505728780343889e-10,0.5805563452996364,0.6046898893165317,0.36003615313854526,16.543898735710147,2150139.4703103,3.303167333346785e-20,1.1973457326449216e-06
1.4679104861283068e-05,9.917065238690858e-06,8.228410169388429e-14,3.732277156603283e-14,2.076615284776207e-11,5.705797221932437e-10,0.40130344419740305,0.46039011612059005,0.2682461418173598,22.36130083166878,3451830.800151156,7.415824147294122e-20,2.091323103775765e-06
1.0086784593753797e-05,1.3694191530088166e-05,1.5786069862193395e-14,5.48424789274441e-13,4.635603530799599e-11,1.451929194677154e-11,0.694659542100525,0.5695874418160208,0.38479129340706747,7.192298110281486,3414478.516160073,1.197583995942907e-19,8.395448214585808e-06
1.1203694923064301e-05,7.227080942689138e-06,1.986300300997456e-14,2.317006174867812e-14,8.762662044912119e-10,1.509494203625152e-11,0.6063700085627539,0.6430698723068021,0.2417926596057213,12.648361838320886,2933664.793711974,5.858235964343172e-20,3.821953456998573e-06
1.1345620108882858e-05,5.1226655161889755e-06,8.781896723703101e-14,1.4958433200870822e-13,1.2693013102970204e-10,4.0840628074125445e-10,0.5495892395000835,0.624338413505679,0.35052711220968474,5.428303302733708,2671041.5106392577,3.841328481575927e-20,3.002447389327569e-05
5.82641351001882e-06,8.026116658444712e-06,2.7858902485762166e-13,1.0253215715975958e-13,7.264804561360009e-10,4.5147701458280605e-11,0.4239610625956489,0.5586391610901403,0.31881915120393356,32.2506530819339,2042665.3227932658,9.045932256049511e-20,6.220785225540317e-05
9.87091742095147e-06,5.05582867250239e-06,1.094931852129506e-14,2.8203825211066303e-14,6.080128700383941e-10,1.0921234357603097e-10,0.5800951558751313,0.42291004731821696,0.28386129994392467,20.726774408736016,3134066.6241460927,1.1308858944402926e-18,8.119112477870019e-05
7.044226441674492e-06,5.325255445143822e-06,6.316483760449978e-14,4.776456969915306e-14,8.718708929774859e-11,1.248955227403387e-10,0.5440827415336881,0.48980417393015047,0.20564654705832996,5.690572257126522,3919826.5053354,8.220039422585599e-17,1.544542014330159e-06
5.285977529803131e-06,7.0634836000247605e-06,2.105713899141169e-13,2.4535859128327077e-14,2.8065511817306325e-11,1.611621686714431e-10,0.4995833601720469,0.40656861839491854,0.298041035803813,16.303205559568983,2417930.669906063,1.0733549405850072e-17,1.4302850921702688e-05
6.12024518205673e-06,9.663314026123354e-06,4.807061245548157e-13,9.448439866438797e-13,1.0943340500402582e-10,5.968244618133354e-10,0.6508894735910001,0.5155139300670516,0.21353786971660696,8.492972043965576,2743799.211611497,1.8437818523334934e-20,5.462615000906961e-06
5.273339799464592e-06,6.732359098250436e-06,6.113064697705194e-14,6.382726673047737e-13,3.207771403263294e-11,1.6439373519248225e-11,0.48377539787625495,0.44760253777769127,0.49422939573171254,45.092743436197495,2805490.3186556376,9.549689652987143e-17,1.9418472522826507e-06
