country_name,ISO3,mangrove_points,mean_slr_rate_mm_yr,p90_slr_rate_mm_yr,mean_tc_exposure,tc_cat45_share,compound_risk,share_slr_ge_4,share_slr_ge_7,share_high_compound,scenario,risk_rank
Turks and Caicos Islands,TCA,26,10.76923076923077,10.900000000000002,4.34689680901535,0.02724358974358974,0.410189117220753,1.0,1.0,0.0,SSP3-7.0,66
PapuaNewGuinea,PNG,2223,9.959739091318038,10.900000000000002,5.652143736072878,0.1531180633099674,0.4013725314557338,1.0,1.0,0.0,SSP3-7.0,67
Dominica,DMA,9,9.600000000000001,9.600000000000001,6.057804655637111,0.11904761904761904,0.3935967045005999,1.0,1.0,0.0,SSP3-7.0,68
Venezuela (Bolivarian Republic of),VEN,1269,11.087352245862885,11.5,3.492166951639977,0.032817525309577156,0.3916046238667211,1.0,1.0,0.0,SSP3-7.0,69
Antigua and Barbuda,ATG,72,9.852777777777778,10.2,5.483393055881991,0.0392156862745098,0.3886664614798516,1.0,1.0,0.0,SSP3-7.0,70
Singapore,SGP,2,10.825,10.925,3.5597461106241424,0.125,0.37480392786776007,1.0,1.0,0.0,SSP3-7.0,71
Panama,PAN,793,11.422761664564943,11.7,2.6271822974721,0.03107336251019954,0.37331740326566354,1.0,1.0,0.0,SSP3-7.0,72
Guadeloupe,GLP,100,9.57,9.5,5.5363186896962375,0.04320135746606334,0.3669113644295053,1.0,1.0,0.0,SSP3-7.0,73
Bangladesh,BGD,2527,11.177938266719432,15.9,3.1670208706836482,0.020632911680289655,0.36505659718165995,1.0,1.0,0.0,SSP3-7.0,74
Thailand,THA,1195,11.440334728033474,11.350000000000001,3.087561284898471,0.052438283928187515,0.3641464099107719,1.0,1.0,0.0,SSP3-7.0,75
Eritrea,ERI,169,10.042307692307693,10.15,4.42781918639327,0.13529820606743684,0.35384056092451677,1.0,1.0,0.0,SSP3-7.0,76
Myanmar,MMR,2167,10.427411167512691,10.65,3.634031494177767,0.10849612880069733,0.347420639743076,1.0,1.0,0.0,SSP3-7.0,77
Guyana,GUY,198,10.985353535353537,11.100000000000001,2.750895284007262,0.018278018278018275,0.34597849815525383,1.0,1.0,0.0,SSP3-7.0,78
Brazil,BRA,5377,11.006490608145809,11.15,2.58147338061228,0.09522500133071415,0.3388094014976288,1.0,1.0,0.0,SSP3-7.0,79
Sao Tome and Principe,STP,3,11.699999999999998,11.7,1.5181906994575398,0.0,0.3345114978952708,1.0,1.0,0.0,SSP3-7.0,80
Colombia,COL,970,11.566494845360825,13.3,1.5240017504169008,0.002556793135599037,0.3281724353276929,1.0,1.0,0.0,SSP3-7.0,81
Kenya,KEN,194,11.38479381443299,11.65,1.817698879025669,0.014526710402999063,0.32777371293527413,1.0,1.0,0.0,SSP3-7.0,82
Suriname,SUR,265,10.910566037735851,10.950000000000001,2.35710244693256,0.0,0.32017050437012134,1.0,1.0,0.0,SSP3-7.0,83
FrenchGuiana,GUF,261,10.951340996168582,11.05,1.9824428279215989,0.0,0.3038491779900974,1.0,1.0,0.0,SSP3-7.0,84
Sri Lanka,LKA,402,10.755472636815922,11.0,2.227861400379674,0.048507462686567165,0.3009923710738774,1.0,1.0,0.0,SSP3-7.0,85
Bahrain,BHR,47,9.330851063829789,9.350000000000001,4.53097433747461,0.12293144208037825,0.3002115610342437,1.0,1.0,0.0,SSP3-7.0,86
New Zealand,NZL,269,11.72992565055762,12.0,0.776482358079408,0.0,0.297578968962769,1.0,1.0,0.0,SSP3-7.0,87
Egypt,EGY,88,9.698295454545454,9.75,3.766733058052482,0.28070887445887444,0.29491990542629226,1.0,1.0,0.0,SSP3-7.0,88
Angola,AGO,266,11.56278195488722,11.7,0.8698805200400687,0.0,0.2899983806370209,1.0,1.0,0.0,SSP3-7.0,89
Somalia,SOM,53,11.167924528301889,11.400000000000002,1.357807314541384,0.0,0.28768830177042165,1.0,1.0,0.0,SSP3-7.0,90
D.R. of the Congo,COD,73,11.518493150684932,11.65,0.8309527326246989,0.0,0.28480335572975585,1.0,1.0,0.0,SSP3-7.0,91
Nigeria,NGA,3179,11.005662157911292,11.3,1.5181906994575398,0.0,0.284209315990682,1.0,1.0,0.0,SSP3-7.0,92
South Africa,ZAF,112,11.459821428571429,11.65,0.8973147240992067,0.0,0.28419564557124205,1.0,1.0,0.0,SSP3-7.0,93
Saudi Arabia,SAU,495,9.507575757575758,9.8,3.8504527570656886,0.12441558441558441,0.2836968899063389,1.0,1.0,0.0,SSP3-7.0,94
Congo,COG,91,11.453846153846154,11.5,0.8309527326246989,0.0,0.2802743329498802,1.0,1.0,0.0,SSP3-7.0,95
Benin,BEN,45,10.900000000000002,10.900000000000002,1.431712048546006,0.0,0.2721400205836984,1.0,1.0,0.0,SSP3-7.0,96
Yemen,YEM,71,10.219014084507043,11.65,2.3291464087602085,0.08732394366197184,0.26606648848742653,1.0,1.0,0.0,SSP3-7.0,97
Gabon,GAB,764,11.303599476439791,11.450000000000001,0.7586861640836594,0.0,0.2659629292367508,1.0,1.0,0.0,SSP3-7.0,98
Cameroon,CMR,931,10.940655209452204,11.100000000000001,1.201936781872149,0.0,0.26326898372416263,1.0,1.0,0.0,SSP3-7.0,99
Ghana,GHA,188,10.982978723404257,11.55,1.0843668559003894,0.0,0.2603072895639159,1.0,1.0,0.0,SSP3-7.0,100
India,IND,2440,9.69612704918033,11.15,2.7932169721967712,0.017617258652094715,0.25843514065401546,1.0,0.940983606557377,0.0,SSP3-7.0,101
Togo,TGO,32,10.820312500000002,10.900000000000002,1.1644144002739927,0.0,0.2528202237164831,1.0,1.0,0.0,SSP3-7.0,102
Equatorial Guinea,GNQ,86,11.102906976744187,11.100000000000001,0.7474252615727258,0.0,0.25136560302866423,1.0,1.0,0.0,SSP3-7.0,103
C̫te d'Ivoire,CIV,274,10.709854014598541,10.850000000000001,1.11836139807555,0.0,0.24263330631724428,1.0,1.0,0.0,SSP3-7.0,104
Peru,PER,48,10.920833333333334,11.345,0.7325427872935973,0.0,0.2386627906976744,1.0,1.0,0.0,SSP3-7.0,105
Senegal,SEN,708,10.371963276836158,10.450000000000001,1.4654973354660257,0.0,0.23571171025744506,1.0,1.0,0.0,SSP3-7.0,106
Iran (Islamic Republic of),IRN,214,9.312850467289719,9.450000000000001,3.125049405802624,0.14873632679830415,0.23428481278823307,1.0,1.0,0.0,SSP3-7.0,107
Ecuador,ECU,678,10.84712389380531,10.8,0.7337939429299493,0.0,0.23354295723100318,1.0,1.0,0.0,SSP3-7.0,108
Qatar,QAT,121,9.382644628099175,9.450000000000001,2.9606693019358734,0.023875114784205693,0.23261179516521965,1.0,1.0,0.0,SSP3-7.0,109
Djibouti,DJI,31,10.162903225806453,10.25,1.6142887642069543,0.0,0.2278139044787458,1.0,1.0,0.0,SSP3-7.0,110
Gambia,GMB,267,10.24812734082397,10.450000000000001,1.4781894615705762,0.0,0.22737743729557475,1.0,1.0,0.0,SSP3-7.0,111
Liberia,LBR,266,10.686090225563909,10.850000000000001,0.7315451171008697,0.0,0.22371390588342838,1.0,1.0,0.0,SSP3-7.0,112
Guinea-Bissau,GNB,1221,10.33861588861589,10.350000000000001,1.2249590114505162,0.0,0.22152487862757977,1.0,1.0,0.0,SSP3-7.0,113
Sierra Leone,SLE,687,10.565065502183407,10.65,0.7063771153361292,0.0,0.21410142100762433,1.0,1.0,0.0,SSP3-7.0,114
Guinea,GIN,882,10.384863945578232,10.450000000000001,0.9877424564111791,0.0,0.21310676775841395,1.0,1.0,0.0,SSP3-7.0,115
Mauritania,MRT,13,10.2,10.2,0.9784495629316108,0.0,0.19960311422596913,1.0,1.0,0.0,SSP3-7.0,116
Oman,OMN,102,9.562745098039217,9.8,1.7305485440798096,0.065359477124183,0.18935998465386442,1.0,1.0,0.0,SSP3-7.0,117
Bermuda,BMU,14,9.8,9.8,1.126410859208963,0.0,0.17836226080421644,1.0,1.0,0.0,SSP3-7.0,118
Pakistan,PAK,69,8.868115942028988,9.450000000000001,1.1095472417861536,0.0,0.11181250309826525,1.0,1.0,0.0,SSP3-7.0,119
WallisandFutunaIslands,WLF,4,14.55,14.55,11.641190415118489,0.18717948717948718,1.0,1.0,1.0,1.0,SSP5-8.5,1
AmericanSamoa,ASM,5,15.45,15.450000000000001,10.083298806987099,0.13015873015873017,1.0,1.0,1.0,1.0,SSP5-8.5,2
Samoa,WSM,10,15.400000000000002,15.400000000000002,11.67096200808456,0.19036925427169332,1.0,1.0,1.0,1.0,SSP5-8.5,3
Guam,GUM,8,14.100000000000001,14.100000000000001,9.873381504119571,0.12181303116147309,1.0,1.0,1.0,1.0,SSP5-8.5,4
MicronesiaFederatedStatesof,FSM,100,14.4345,14.950000000000001,8.947842452256962,0.1707410210968873,0.9438103946367755,1.0,1.0,1.0,SSP5-8.5,5
Belize,BLZ,267,15.881460674157305,16.25,8.531756864782466,0.17431223398718976,0.9259365754612884,1.0,1.0,0.9887640449438202,SSP5-8.5,6
SolomonIslands,SLB,370,13.56554054054054,13.75,9.046200397356717,0.139933104144608,0.9197436679261808,1.0,1.0,1.0,SSP5-8.5,7
Fiji,FJI,319,14.254545454545454,14.400000000000002,8.196559917447695,0.09918619479190251,0.9092188593055619,1.0,1.0,0.9843260188087775,SSP5-8.5,8
Palau,PLW,31,14.350000000000001,14.350000000000001,8.101891386804562,0.08670520231213873,0.9033828022784832,1.0,1.0,1.0,SSP5-8.5,9
Tuvalu,TUV,1,13.350000000000001,13.350000000000001,9.041772698550734,0.22058823529411764,0.9021670901457923,1.0,1.0,1.0,SSP5-8.5,10
Cayman Islands,CYM,35,13.625714285714285,13.7,7.898511567111082,0.08383233532934131,0.8601606603851554,1.0,1.0,1.0,SSP5-8.5,11
Mayotte,MYT,41,13.5,13.5,7.808552258316752,0.06521739130434782,0.8428603626370311,1.0,1.0,1.0,SSP5-8.5,12
Comoros,COM,3,13.716666666666667,13.74,7.317084217179473,0.05720390228170604,0.8333890711834799,1.0,1.0,1.0,SSP5-8.5,13
FrenchPolynesia,PYF,26,12.928846153846155,13.100000000000001,8.323790715099479,0.1461833185971117,0.8200115024461575,1.0,1.0,0.8076923076923077,SSP5-8.5,14
Vanuatu,VUT,7,14.47857142857143,14.55,6.714108572658979,0.034192205923908855,0.8178297722532876,1.0,1.0,1.0,SSP5-8.5,15
MarshallIslands,MHL,1,14.350000000000001,14.350000000000001,6.233594471112037,0.25,0.788207386864054,1.0,1.0,1.0,SSP5-8.5,16
Jamaica,JAM,58,13.070689655172414,13.110000000000001,7.547174628944787,0.09100526125395111,0.7870689154594028,1.0,1.0,1.0,SSP5-8.5,17
Australia,AUS,4049,13.556075574215857,14.0,7.47364657849032,0.15394710218471025,0.7829866553625362,1.0,1.0,0.6648555198814522,SSP5-8.5,18
Seychelles,SYC,30,13.620000000000001,13.65,6.617978833736119,0.05645718934309538,0.7822363204265216,1.0,1.0,0.8,SSP5-8.5,19
Philippines,PHL,2535,15.075167652859962,18.3,6.207344184749841,0.06103863498293389,0.7781390943037721,1.0,1.0,0.5794871794871795,SSP5-8.5,20
Tonga,TON,10,14.175,14.3,6.047279460727937,0.04731018565658622,0.7767215740156299,1.0,1.0,0.5,SSP5-8.5,21
Japan,JPN,93,14.109139784946237,14.2,5.970338646953081,0.03201628513980992,0.7668373965023346,1.0,1.0,0.8279569892473119,SSP5-8.5,22
TimorLeste,TLS,31,14.030645161290321,14.150000000000002,5.781958936002032,0.04577157802964255,0.7603652864273942,1.0,1.0,0.6774193548387096,SSP5-8.5,23
United States,USA,1190,14.866806722689075,19.450000000000003,6.117367319673036,0.07641626108771367,0.7582999192132569,1.0,1.0,0.7983193277310925,SSP5-8.5,24
Aruba,ABW,12,13.4,13.5,6.46920534211342,0.09459140292867264,0.7534447721593057,1.0,1.0,1.0,SSP5-8.5,25
NetherlandsAntilles,ANT,31,13.3,13.3,6.405499669313687,0.10344827586206896,0.7406738990978838,1.0,1.0,1.0,SSP5-8.5,26
Nicaragua,NIC,382,12.835732984293193,13.350000000000001,7.613074011421377,0.32794022595347827,0.739967905737511,1.0,1.0,0.5916230366492147,SSP5-8.5,27
Grenada,GRD,45,13.055555555555555,13.100000000000001,6.585915673049253,0.08571428571428572,0.7293739787917066,1.0,1.0,0.0,SSP5-8.5,28
Cuba,CUB,1080,13.023750000000001,14.5,6.718270111511354,0.08649467453366733,0.7286196580925391,1.0,1.0,0.375,SSP5-8.5,29
Mexico,MEX,3762,14.043620414673049,14.850000000000001,5.9046235253322665,0.09195784931574079,0.7276770925953152,1.0,1.0,0.5257841573631047,SSP5-8.5,30
Honduras,HND,286,13.912762237762239,16.55,6.224737659633293,0.31886784058937323,0.713677982666494,1.0,1.0,0.6468531468531469,SSP5-8.5,31
Trinidad and Tobago,TTO,74,13.16081081081081,13.25,6.128049497887461,0.0847457627118644,0.7118828519721291,1.0,1.0,0.0,SSP5-8.5,32
Sudan,SDN,40,12.725,12.75,6.800957787418232,0.23620720720720723,0.7110016745413922,1.0,1.0,0.2,SSP5-8.5,33
United Arab Emirates,ARE,221,12.481900452488688,12.65,7.169628001481173,0.2727860374919198,0.7104316756816965,1.0,1.0,0.5656108597285068,SSP5-8.5,34
Taiwan,TWN,57,13.52982456140351,13.600000000000001,5.43781888995581,0.025673917853042332,0.7031232397576943,1.0,1.0,0.5087719298245614,SSP5-8.5,35
St. Vincent and the Grenadines,VCT,1,12.55,12.55,6.585915673049252,0.08571428571428572,0.6838439937764365,1.0,1.0,0.0,SSP5-8.5,36
Bahamas,BHS,780,12.85044871794872,13.5,6.0984879920100985,0.0769030069580219,0.682445787042769,1.0,1.0,0.11923076923076924,SSP5-8.5,37
Barbados,BRB,4,12.55,12.55,6.500823452237059,0.06666666666666667,0.6790123273761306,1.0,1.0,0.0,SSP5-8.5,38
PuertoRico,PRI,87,13.256896551724138,13.3,5.3913712046256785,0.05237289747561207,0.6766224153203708,1.0,1.0,0.06896551724137931,SSP5-8.5,39
Indonesia,IDN,13953,13.397875008958648,13.8,5.5080248118237005,0.208608295646988,0.6743416624166563,1.0,1.0,0.38357342506987746,SSP5-8.5,40
Viet Nam,VNM,1250,12.80076,13.350000000000001,5.855112208057296,0.17187193974624712,0.6705652548076518,1.0,0.9712,0.3496,SSP5-8.5,41
Mozambique,MOZ,1399,13.155110793423875,13.2,5.22339681833927,0.07692155170047965,0.6581164260253572,1.0,1.0,0.36240171551107936,SSP5-8.5,42
China,CHN,338,13.065088757396449,13.450000000000001,5.331537131240199,0.03600357172234552,0.6547278967837622,1.0,1.0,0.014792899408284023,SSP5-8.5,43
PapuaNewGuinea,PNG,2223,12.840575798470537,13.65,5.652143736072878,0.1531180633099674,0.6507243544173468,1.0,1.0,0.37156995051731895,SSP5-8.5,44
Saint Kitts and Nevis,KNA,4,12.3,12.3,6.239473538942646,0.09615384615384616,0.6419586697638088,1.0,1.0,0.0,SSP5-8.5,45
UnitedStatesVirginIslands,VIR,11,13.245454545454548,13.3,4.732661387735461,0.01515151515151515,0.6365754418109179,1.0,1.0,0.0,SSP5-8.5,46
Madagascar,MDG,884,12.783257918552037,13.05,5.370540907863672,0.03871081520168325,0.6347813039926266,1.0,1.0,0.19796380090497737,SSP5-8.5,47
Cambodia,KHM,311,12.974919614147911,13.05,5.073474864648404,0.1267416934619507,0.6340069030441121,1.0,1.0,0.0,SSP5-8.5,48
Saint Lucia,LCA,16,12.15,12.15,6.255846287166664,0.10654761904761904,0.629537291861942,1.0,1.0,0.0,SSP5-8.5,49
Offshore/Unassigned,UNK,28506,13.316161509857574,14.100000000000001,4.742387684712294,0.1014518103153354,0.6276079558345873,1.0,0.9995439556584579,0.2828176524240511,SSP5-8.5,50
Turks and Caicos Islands,TCA,26,13.409615384615384,13.5,4.34689680901535,0.02724358974358974,0.6274395995034303,1.0,1.0,0.0,SSP5-8.5,51
Dominican Republic,DOM,142,12.930281690140847,13.15,4.9958639802783615,0.045056290922794284,0.625549210603733,1.0,1.0,0.0,SSP5-8.5,52
British Virgin Islands,VGB,6,13.316666666666668,13.350000000000001,4.355550629371353,0.0,0.6203029517366075,1.0,1.0,0.0,SSP5-8.5,53
U.R. of Tanzania: Mainland,TZA,414,12.96074879227053,13.15,4.731844156895131,0.03728784611860023,0.6129989730874956,1.0,1.0,0.08454106280193237,SSP5-8.5,54
SaintMartin,MAF,7,12.8,12.8,4.951642007546186,0.027777777777777773,0.6121422708369011,1.0,1.0,0.0,SSP5-8.5,55
Anguilla,AIA,7,12.8,12.8,4.951642007546186,0.027777777777777773,0.6121422708369011,1.0,1.0,0.0,SSP5-8.5,56
Malaysia,MYS,2405,12.994137214137215,13.350000000000001,4.605195633535579,0.26754014101052626,0.6084148900320341,1.0,1.0,0.010810810810810811,SSP5-8.5,57
Kiribati,KIR,13,12.553846153846155,12.8,5.195221996735474,0.4312354312354312,0.6076116782661208,1.0,1.0,0.46153846153846156,SSP5-8.5,58
NewCaledonia,NCL,421,13.445843230403803,13.65,3.8723080719313074,0.019792576180059397,0.6020204697793572,1.0,1.0,0.0,SSP5-8.5,59
Brunei Darussalam,BRN,54,13.103703703703705,13.100000000000001,4.248880701149202,1.0,0.5965123219136811,1.0,1.0,0.0,SSP5-8.5,60
Martinique,MTQ,73,11.832191780821917,12.15,6.057804655637111,0.11904761904761904,0.590529242774519,1.0,1.0,0.0,SSP5-8.5,61
Haiti,HTI,112,13.358035714285716,13.5,3.7561550525687197,0.007355442176870748,0.5880129417672019,1.0,1.0,0.017857142857142856,SSP5-8.5,62
Antigua and Barbuda,ATG,72,12.16388888888889,12.65,5.483393055881991,0.0392156862745098,0.5879476947455551,1.0,1.0,0.0,SSP5-8.5,63
Bahrain,BHR,47,12.671276595744683,12.700000000000001,4.53097433747461,0.12293144208037825,0.577177303046336,1.0,1.0,0.0,SSP5-8.5,64
Eritrea,ERI,169,12.726923076923077,12.75,4.42781918639327,0.13529820606743684,0.57583770523914,1.0,1.0,0.0,SSP5-8.5,65
Dominica,DMA,9,11.65,11.65,6.057804655637111,0.11904761904761904,0.5744555836211399,1.0,1.0,0.0,SSP5-8.5,66
Guatemala,GTM,130,13.376923076923077,15.9,4.153287173538858,0.11658093679370274,0.5710607877726889,1.0,1.0,0.0,SSP5-8.5,67
"China, Hong Kong SAR",HKG,15,12.653333333333334,14.05,4.406351337862601,0.0,0.5668575370053478,1.0,1.0,0.0,SSP5-8.5,68
Myanmar,MMR,2167,13.034679280110753,13.25,3.634031494177767,0.10849612880069733,0.5541108996456071,1.0,1.0,0.016151361329026302,SSP5-8.5,69
Venezuela (Bolivarian Republic of),VEN,1269,13.049330181245077,13.3,3.492166951639977,0.032817525309577156,0.5473993416749343,1.0,1.0,0.0007880220646178094,SSP5-8.5,70
Guadeloupe,GLP,100,11.6375,11.55,5.5363186896962375,0.04320135746606334,0.545609704233536,1.0,1.0,0.0,SSP5-8.5,71
Mauritius,MUS,26,11.965384615384616,12.600000000000001,5.007174446324926,0.023892959541255178,0.5449630357264502,1.0,1.0,0.0,SSP5-8.5,72
Thailand,THA,1195,13.87100418410042,13.900000000000002,3.087561284898471,0.052438283928187515,0.5427916095265062,1.0,1.0,0.03765690376569038,SSP5-8.5,73
Singapore,SGP,2,12.925,13.025,3.5597461106241424,0.125,0.5418416181002526,1.0,1.0,0.0,SSP5-8.5,74
Bangladesh,BGD,2527,13.71094182825485,18.4,3.1670208706836482,0.020632911680289655,0.5355752137960015,1.0,1.0,0.0,SSP5-8.5,75
Egypt,EGY,88,12.58977272727273,12.700000000000001,3.766733058052482,0.28070887445887444,0.5269681272153744,1.0,1.0,0.0,SSP5-8.5,76
Saudi Arabia,SAU,495,12.496666666666668,12.65,3.8504527570656886,0.12441558441558441,0.5240923060466659,1.0,1.0,0.030303030303030304,SSP5-8.5,77
Guyana,GUY,198,13.008333333333335,13.100000000000001,2.750895284007262,0.018278018278018275,0.50108163678044,1.0,1.0,0.0,SSP5-8.5,78
Sri Lanka,LKA,402,13.404726368159206,13.600000000000001,2.227861400379674,0.048507462686567165,0.499895928152583,1.0,1.0,0.06716417910447761,SSP5-8.5,79
Sao Tome and Principe,STP,3,14.050000000000002,14.05,1.5181906994575398,0.0,0.4975155895991843,1.0,1.0,0.0,SSP5-8.5,80
Costa Rica,CRI,222,12.679729729729731,12.75,3.096610970013383,0.04774774774774775,0.49574987856658703,1.0,1.0,0.0,SSP5-8.5,81
Qatar,QAT,121,12.700000000000001,12.700000000000001,2.9606693019358734,0.023875114784205693,0.4896159088266193,1.0,1.0,0.0,SSP5-8.5,82
Suriname,SUR,265,13.073207547169812,13.100000000000001,2.35710244693256,0.0,0.48316158828528816,1.0,1.0,0.0,SSP5-8.5,83
El Salvador,SLV,148,12.45810810810811,12.55,3.115852073378379,0.08848133848133848,0.47963151710125607,1.0,1.0,0.0,SSP5-8.5,84
Brazil,BRA,5377,12.779105449135205,12.950000000000001,2.58147338061228,0.09522500133071415,0.4731225361198923,1.0,1.0,0.0,SSP5-8.5,85
Iran (Islamic Republic of),IRN,214,12.340186915887852,12.350000000000001,3.125049405802624,0.14873632679830415,0.47095635511401396,1.0,1.0,0.0,SSP5-8.5,86
Panama,PAN,793,12.661790668348047,13.450000000000001,2.6271822974721,0.03107336251019954,0.4677725338280787,1.0,1.0,0.0,SSP5-8.5,87
Yemen,YEM,71,12.849295774647889,13.9,2.3291464087602085,0.08732394366197184,0.46415134468160857,1.0,1.0,0.0,SSP5-8.5,88
India,IND,2440,12.451229508196722,13.65,2.7932169721967712,0.017617258652094715,0.459390279132153,1.0,1.0,0.0004098360655737705,SSP5-8.5,89
FrenchGuiana,GUF,261,12.998850574712645,13.100000000000001,1.9824428279215989,0.0,0.45580739976874324,1.0,1.0,0.0,SSP5-8.5,90
Nigeria,NGA,3179,13.235199748348538,13.55,1.5181906994575398,0.0,0.44573098259021743,1.0,1.0,0.0,SSP5-8.5,91
Angola,AGO,266,13.721992481203008,13.900000000000002,0.8698805200400687,0.0,0.44156285694941666,1.0,1.0,0.0,SSP5-8.5,92
D.R. of the Congo,COD,73,13.702739726027398,13.900000000000002,0.8309527326246989,0.0,0.4378267439818369,1.0,1.0,0.0,SSP5-8.5,93
Congo,COG,91,13.698351648351649,13.8,0.8309527326246989,0.0,0.4375193251576818,1.0,1.0,0.0,SSP5-8.5,94
Benin,BEN,45,13.15,13.15,1.431712048546006,0.0,0.4344678535241796,1.0,1.0,0.0,SSP5-8.5,95
Kenya,KEN,194,12.780412371134021,13.05,1.817698879025669,0.014526710402999063,0.43032441445937586,1.0,1.0,0.0,SSP5-8.5,96
New Zealand,NZL,269,13.598141263940521,13.8,0.776482358079408,0.0,0.4282157871743463,1.0,1.0,0.0,SSP5-8.5,97
Ghana,GHA,188,13.328191489361704,13.900000000000002,1.0843668559003894,0.0,0.426677650916766,1.0,1.0,0.0,SSP5-8.5,98
Djibouti,DJI,31,12.84677419354839,12.9,1.6142887642069543,0.0,0.4231467179657688,1.0,1.0,0.0,SSP5-8.5,99
Gabon,GAB,764,13.530039267015708,13.7,0.7586861640836594,0.0,0.4213844725524314,1.0,1.0,0.0,SSP5-8.5,100
Cameroon,CMR,931,13.141031149301828,13.3,1.201936781872149,0.0,0.4202588582363503,1.0,1.0,0.0,SSP5-8.5,101
Togo,TGO,32,13.123437500000001,13.15,1.1644144002739927,0.0,0.4168411895693118,1.0,1.0,0.0,SSP5-8.5,102
Somalia,SOM,53,12.929245283018869,12.98,1.357807314541384,0.0,0.4142001959854178,1.0,1.0,0.0,SSP5-8.5,103
C̫te d'Ivoire,CIV,274,13.06441605839416,13.25,1.11836139807555,0.0,0.40994058050409443,1.0,1.0,0.0,SSP5-8.5,104
Oman,OMN,102,12.519607843137255,12.65,1.7305485440798096,0.065359477124183,0.4058943958438357,1.0,1.0,0.0,SSP5-8.5,105
Equatorial Guinea,GNQ,86,13.304069767441861,13.3,0.7474252615727258,0.0,0.40493510005408323,1.0,1.0,0.0,SSP5-8.5,106
Colombia,COL,970,12.839845360824743,15.05,1.5240017504169008,0.002556793135599037,0.4035419417894931,1.0,1.0,0.01958762886597938,SSP5-8.5,107
South Africa,ZAF,112,13.101785714285715,13.3,0.8973147240992067,0.0,0.39960611304449856,1.0,1.0,0.0,SSP5-8.5,108
Senegal,SEN,708,12.525776836158192,12.65,1.4654973354660257,0.0,0.3913531778632747,1.0,1.0,0.0,SSP5-8.5,109
Liberia,LBR,266,12.974812030075189,13.100000000000001,0.7315451171008697,0.0,0.38361511584446745,1.0,1.0,0.0,SSP5-8.5,110
Gambia,GMB,267,12.394007490636705,12.65,1.4781894615705762,0.0,0.38254010258314886,1.0,1.0,0.0,SSP5-8.5,111
Guinea-Bissau,GNB,1221,12.52989352989353,12.55,1.2249590114505162,0.0,0.3780483160988939,1.0,1.0,0.0,SSP5-8.5,112
Sierra Leone,SLE,687,12.791339155749638,12.850000000000001,0.7063771153361292,0.0,0.369462047115421,1.0,1.0,0.0,SSP5-8.5,113
Guinea,GIN,882,12.575793650793651,12.600000000000001,0.9877424564111791,0.0,0.3677922598287385,1.0,1.0,0.0,SSP5-8.5,114
Mauritania,MRT,13,12.350000000000001,12.350000000000001,0.9784495629316108,0.0,0.35132941954041674,1.0,1.0,0.0,SSP5-8.5,115
Pakistan,PAK,69,12.073188405797103,12.5,1.1095472417861536,0.0,0.33932432521225586,1.0,1.0,0.0,SSP5-8.5,116
Peru,PER,48,11.516666666666667,11.925000000000002,0.7325427872935973,0.0,0.2802325581395349,1.0,1.0,0.0,SSP5-8.5,117
Ecuador,ECU,678,11.492625368731565,11.600000000000001,0.7337939429299493,0.0,0.27857870205477053,1.0,1.0,0.0,SSP5-8.5,118
Bermuda,BMU,14,10.75,10.75,1.126410859208963,0.0,0.2458926488641248,1.0,1.0,0.0,SSP5-8.5,119
