source,mu_ev,log10_mu_ev,p_exclusion_growth_window,p_exclusion_kinematic,posterior_fraction_in_alpha_window,median_alpha_in_window,median_chi_sat_in_window,growth_time_proxy_s_median,fa_crit_GeV_median,fa_crit_GeV_q16,fa_crit_GeV_q84,quartic_lambda_crit_median
M33_X-7,7.405231403543295e-13,-12.130461365811007,1.0,1.0,1.0,0.08680994465586364,0.33707891693195946,76192646.84540391,9.944708541229692e+17,9.069844716621532e+17,1.0987868410468639e+18,5.544892740234817e-79
M33_X-7,7.468927324633114e-13,-12.126741766383253,1.0,1.0,1.0,0.08755663832190703,0.3398065025380851,69938621.24208185,9.85989885665634e+17,8.992495977203291e+17,1.0894162531592261e+18,5.73814538166129e-79
M33_X-7,7.533171124667208e-13,-12.123022166955499,1.0,1.0,1.0,0.0883097546556888,0.34255325778414686,64197936.98948565,9.775812439393198e+17,8.91580687724708e+17,1.0801255787853654e+18,5.938133335233178e-79
M33_X-7,7.597967516213234e-13,-12.119302567527745,1.0,1.0,1.0,0.0890693489016321,0.34531924342754217,58928458.13245962,9.692443121328632e+17,8.839771791267299e+17,1.0709141364131117e+18,6.145091342526899e-79
M33_X-7,7.663321252373884e-13,-12.115582968099991,1.0,1.0,1.0,0.0898354767793437,0.3481045183520186,54091507.30868167,9.609784786953417e+17,8.764385141753178e+17,1.0617812503423141e+18,6.359262326418646e-79
M33_X-7,7.729237127135554e-13,-12.111863368672237,1.0,1.0,1.0,0.09060819448770127,0.3509091395019126,49651581.86131948,9.527831372912128e+17,8.689641398759624e+17,1.0527262506352742e+18,6.580897676222049e-79
M33_X-7,7.795719975719997e-13,-12.108143769244483,1.0,1.0,1.0,0.09138755870897572,0.3537331618150272,45576093.25365646,9.446576867558387e+17,8.615535079501603e+17,1.0437484730676047e+18,6.810257542763562e-79
M33_X-7,7.86277467493901e-13,-12.10442416981673,1.0,1.0,1.0,0.09217362661298921,0.35657663815413676,41835127.87301936,9.366015310513852e+17,8.54206074795193e+17,1.0348472590795037e+18,7.047611143741947e-79
M33_X-7,7.930406143552174e-13,-12.100704570388976,1.0,1.0,1.0,0.09296645586130875,0.3594396192371035,38401227.46833872,9.286140792231022e+17,8.469213014442523e+17,1.0260219557274479e+18,7.293237079730227e-79
M33_X-7,7.998619342627657e-13,-12.096984970961222,1.0,1.0,1.0,0.09376610461147591,0.3623221535655937,35249187.609777585,9.206947453559736e+17,8.39698653526905e+17,1.0172719156362962e+18,7.547423661191077e-79
M33_X-7,8.067419275906141e-13,-12.093265371533468,1.0,1.0,1.0,0.09457263152127304,0.3652242873523809,32355872.6911457,9.128429485317373e+17,8.325376012298931e+17,1.0085964969518011e+18,7.810469246889477e-79
M33_X-7,8.136810990167863e-13,-12.089545772105714,1.0,1.0,1.0,0.09538609575302591,0.3681460644472239,29700046.117239736,9.050581127862734e+17,8.254376192582716e+17,9.999950632935259e+17,8.08268259409982e-79
M33_X-7,8.206799575602819e-13,-12.08582617267796,1.0,1.0,1.0,0.09620655697794368,0.37108752626130875,27262214.429702424,8.97339667067354e+17,8.183981867968739e+17,9.914669837081642e+17,8.364383221018607e-79
M33_X-7,8.277390166184153e-13,-12.082106573250206,1.0,1.0,1.0,0.097034075380496,0.37404871169024323,25024484.22730425,8.896870451927535e+17,8.114187874721087e+17,9.83011632623256e+17,8.655901781808066e-79
M33_X-7,8.348587940044757e-13,-12.078386973822452,1.0,1.0,1.0,0.09786871166282775,0.37702965703559427,22970430.830458194,8.820996858087183e+17,8.044989093140814e+17,9.746283898012996e+17,8.95758045471089e-79
M33_X-7,8.420398119857108e-13,-12.074667374394698,1.0,1.0,1.0,0.09871052704921189,0.3800303959249591,21084977.725980673,8.745770323487871e+17,7.976380447190397e+17,9.663166402942536e+17,9.269773343691776e-79
M33_X-7,8.492825973216376e-13,-12.070947774966944,1.0,1.0,1.0,0.0995595832905405,0.3830509592305606,19354285.90723709,8.671185329929651e+17,7.908356904121368e+17,9.580757743984289e+17,9.592846894077045e-79
M33_X-7,8.565876813026827e-13,-12.06722817553919,1.0,1.0,1.0,0.10041594266885451,0.3860913749863612,17765652.29744169,8.59723640627246e+17,7.84091347410516e+17,9.499051876097632e+17,9.927180322680331e-79
M33_X-7,8.639555997891543e-13,-12.063508576111436,1.0,1.0,1.0,0.10127966800191225,0.38915166830368497,16307416.510550665,8.523918128034781e+17,7.774045209867064e+17,9.418042805794792e+17,1.0273166062919128e-78
M33_X-7,8.713868932505506e-13,-12.059788976683683,1.0,1.0,1.0,0.10215082264779762,0.3922318612853462,14968875.265383577,8.451225116995735e+17,7.707747206323333e+17,9.337724590701179e+17,1.0631210225444788e-78
M33_X-7,8.788821068052051e-13,-12.056069377255929,1.0,1.0,1.0,0.10302947050956747,0.3953319729382755,13740203.824783906,8.379152040800567e+17,7.642014600221377e+17,9.258091339119502e+17,1.1001733074826422e-78
M33_X-7,8.864417902602734e-13,-12.052349777828175,1.0,1.0,1.0,0.10391567603993931,0.39845201908464206,12612383.883190064,8.307693612569489e+17,7.576842569783009e+17,9.179137209597582e+17,1.1385169522848534e-78
M33_X-7,8.940664981520646e-13,-12.04863017840042,1.0,1.0,1.0,0.10480950424601916,0.40159201227146857,11577137.373320892,8.236844590509869e+17,7.512226334350756e+17,9.10085641049985e+17,1.1781969639001098e-78
M33_X-7,9.017567897867185e-13,-12.044910578972667,1.0,1.0,1.0,0.1057110206940701,0.4047519616787353,10626865.706123987,8.166599777531722e+17,7.448161154037172e+17,9.023243199582518e+17,1.2192599178761522e-78
M33_X-7,9.095132292812333e-13,-12.041190979544913,1.0,1.0,1.0,0.10662029151432184,0.4079318730259761,9754593.998015255,8.096954020866476e+17,7.384642329377151e+17,8.946291883572344e+17,1.2617540130288423e-78
M33_X-7,9.17336385604846e-13,-12.03747138011716,1.0,1.0,1.0,0.10753738340582172,0.41113174847736345,8953919.876044123,8.027902211688998e+17,7.321665200983194e+17,8.86999681774902e+17,1.3057291280169013e-78
M33_X-7,9.252268326207688e-13,-12.033751780689405,1.0,1.0,1.0,0.10846236364132732,0.4143515865452869,8218966.4852202535,7.959439284742839e+17,7.259225149203629e+17,8.794352405531091e+17,1.3512368798884135e-78
M33_X-7,9.33185149128285e-13,-12.030032181261651,1.0,1.0,1.0,0.10939530007224121,0.41759138199242796,7544339.353081004,7.891560217968671e+17,7.197317593783732e+17,8.719353098065439e+17,1.3983306846678078e-78
M33_X-7,9.41211918905206e-13,-12.026312581833897,1.0,1.0,1.0,0.11033626113358827,0.42085112573233435,6925086.79489053,7.824260032135896e+17,7.135937993529751e+17,8.644993393820233e+17,1.4470658200544495e-78
M33_X-7,9.493077307506937e-13,-12.022592982406143,1.0,1.0,1.0,0.11128531584903552,0.424130804728503,6356663.5688494425,7.757533790477409e+17,7.075081845975785e+17,8.57126783818138e+17,1.4974994903064096e-78
M33_X-7,9.574731785284524e-13,-12.01887338297839,1.0,1.0,1.0,0.11224253383595542,0.4274304018919769,5834897.514548267,7.691376598327446e+17,7.014744687053513e+17,8.498171023052398e+17,1.5496908933856078e-78
M33_X-7,9.657088612102908e-13,-12.015153783550636,1.0,1.0,1.0,0.11320798531053265,0.43074989597746743,5355958.9297949625,7.625783602762554e+17,6.954922090764728e+17,8.425697586457709e+17,1.6037012904431078e-78
M33_X-7,9.74015382920059e-13,-12.011434184122882,1.0,1.0,1.0,0.11418174109291465,0.4340892614780117,4916332.461046033,7.560749992245605e+17,6.895609668856681e+17,8.35384221214932e+17,1.6595940777261394e-78
M33_X-7,9.823933529779644e-13,-12.007714584695128,1.0,1.0,1.0,0.11516387261240675,0.43744846851817965,4512791.301120037,7.496270996272833e+17,6.836803070500166e+17,8.282599629216833e+17,1.7174348609912701e-78
M33_X-7,9.908433859452674e-13,-12.003994985267374,1.0,1.0,1.0,0.11615445191271166,0.4408274827458442,4142373.5048080212,7.432341885023923e+17,6.778497981970387e+17,8.211964611700837e+17,1.7772915325110188e-78
M33_X-7,9.993661016693621e-13,-12.00027538583962,1.0,1.0,1.0,0.11715355165721433,0.4442262652225328,3802360.248539904,7.368957969015035e+17,6.720690126330516e+17,8.141931978209526e+17,1.8392343507643638e-78
M33_X-7,1.00796212532925e-12,-11.996555786411864,1.0,1.0,1.0,0.11816124513431257,0.44764477231238015,3490255.874535362,7.306114598754785e+17,6.663375263117932e+17,8.072496591538596e+17,1.9033360229046706e-78
M33_X-7,1.016632087481382e-12,-11.99283618698411,1.0,1.0,1.0,0.11917760626279113,0.4510829555696935,3203769.572966398,7.243807164403318e+17,6.606549188033277e+17,8.003653358294559e+17,1.96967179010166e-78
M33_X-7,1.0253766241059374e-12,-11.989116587556357,1.0,1.0,1.0,0.12020270959724683,0.4545407616251781,2940798.5676785717,7.182031095433953e+17,6.550207732631898e+17,7.9353972285209e+17,2.0383195158580721e-78
M33_X-7,1.0341963766534604e-12,-11.985396988128603,1.0,1.0,1.0,0.12123663033355567,0.4580181320708157,2699412.6820590254,7.120781860298054e+17,6.494346764018154e+17,7.867723195327773e+17,2.1093597774040567e-78
M33_X-7,1.043091992091916e-12,-11.981677388700849,1.0,1.0,1.0,0.1222794443143891,0.4615150033434489,2477840.1717643803,7.060054966092581e+17,6.438962184542259e+17,7.800626294524719e+17,2.182875960277025e-78
M33_X-7,1.0520641229541491e-12,-11.977957789273095,1.0,1.0,1.0,0.12333122803477756,0.46503130660709135,2274454.7203231533,6.999845958230518e+17,6.384049931499675e+17,7.73410160425648e+17,2.2589543561978124e-78
M33_X-7,1.0611134273857505e-12,-11.974238189845341,1.0,1.0,1.0,0.12439205864772167,0.4685669676339982,2087763.5021619073,6.940150420114106e+17,6.329605976833098e+17,7.668144244641981e+17,2.3376842643580533e-78
M33_X-7,1.070240569193334e-12,-11.970518590417587,1.0,1.0,1.0,0.12546201396985168,0.472121906684532,1916396.225439066,6.880963972810875e+17,6.275626326836998e+17,7.602749377416376e+17,2.419158096237652e-78
M33_X-7,1.0794462178932308e-12,-11.966798990989833,1.0,1.0,1.0,0.1265411724871358,0.4756960383858636,1759095.0742620477,6.822282274732417e+17,6.222107021864641e+17,7.537912205576125e+17,2.5034714840754086e-78
M33_X-7,1.0887310487606e-12,-11.96307939156208,1.0,1.0,1.0,0.12762961336063736,0.4792892716095469,1614705.4764648394,6.764101021315927e+17,6.169044136037651e+17,7.473627973027117e+17,2.5907233931200806e-78
M33_X-7,1.0980957428789648e-12,-11.959359792134325,1.0,1.0,1.0,0.12872741643232172,0.48290150934801307,1482167.6291824707,6.706415944708428e+17,6.116433776958012e+17,7.409891964235789e+17,2.681016237793685e-78
M33_X-7,1.1075409871901715e-12,-11.955640192706571,1.0,1.0,1.0,0.12983466223091303,0.48653264859002965,1360508.7200211876,6.649222813453713e+17,6.064272085422559e+17,7.346699503883226e+17,2.774456001903346e-78
M33_X-7,1.11706747454478e-12,-11.951920593278818,1.0,1.0,1.0,0.1309514319778012,0.49018258019517447,1248835.7867285619,6.592517432181955e+17,6.012555235139881e+17,7.2840459565222e+17,2.871152363042813e-78
M33_X-7,1.1266759037528886e-12,-11.948200993851064,1.0,1.0,1.0,0.1320778075930002,0.4938511887673796,1146329.1629543207,6.536295641301944e+17,5.961279432449637e+17,7.22192672623714e+17,2.9712188213296855e-78
M33_X-7,1.1363669796353933e-12,-11.94448139442331,1.0,1.0,1.0,0.13321387170115684,0.4975383525275975,1052236.461994641,6.480553316695974e+17,5.910440916044293e+17,7.160337256307005e+17,3.0747728326294073e-78
M33_X-7,1.1461414130756907e-12,-11.940761794995556,1.0,1.0,1.0,0.13435970763761204,0.5012439431856526,965867.0543611698,6.425286369417313e+17,5.8600359566932e+17,7.099273028871022e+17,3.1819359464224523e-78
M33_X-7,1.1559999210718232e-12,-11.937042195567802,1.0,1.0,1.0,0.13551539945451346,0.5049678258113388,886586.9986408796,6.370490745390272e+17,5.810060856969042e+17,7.038729564597285e+17,3.2928339484764913e-78
M33_X-7,1.1659432267890756e-12,-11.933322596140048,1.0,1.0,1.0,0.1366810319269815,0.5087098587048315,813814.3884397534,6.316162425112804e+17,5.760511950976609e+17,6.97870242235418e+17,3.40759700849105e-78
M33_X-7,1.175972059613021e-12,-11.929602996712294,1.0,1.0,1.0,0.13785669055932762,0.512469893266482,747015.0812575114,6.262297423361668e+17,5.711385604083899e+17,6.919187198884598e+17,3.526359832887895e-78
M33_X-7,1.1860871552030254e-12,-11.92588339728454,1.0,1.0,1.0,0.13904246159132655,0.5162477738660686,685698.7779437356,6.208891788900093e+17,5.662678212655488e+17,6.860179528482947e+17,3.6492618229265597e-78
M33_X-7,1.1962892555462114e-12,-11.922163797856786,1.0,1.0,1.0,0.1402384320045425,0.5200433377115848,629415.4239590917,6.155941604187936e+17,5.614386203788196e+17,6.801675082674899e+17,3.776447238330554e-78
M33_X-7,1.2065791090118858e-12,-11.918444198429032,1.0,1.0,1.0,0.14144468952870945,0.5238564147176407,577751.9060273278,6.103442985094308e+17,5.566506035048995e+17,6.743669569899885e+17,3.908065366616332e-78
M33_X-7,1.216957470406436e-12,-11.914724599001278,1.0,1.0,1.0,0.14266132264816656,0.5276868273735665,530329.0199318436,6.051392080612671e+17,5.519034194215158e+17,6.686158735196287e+17,4.0442706983237846e-78
M33_X-7,1.2274251010286994e-12,-11.911004999573525,1.0,1.0,1.0,0.143888420608349,0.5315343906113084,486798.6872008107,5.999785072578327e+17,5.471967199016618e+17,6.629138359889316e+17,4.185223108353933e-78
M33_X-7,1.237982768725806e-12,-11.90728540014577,1.0,1.0,1.0,0.14512607342233438,0.535398911673206,446841.4002516546,5.94861817538836e+17,5.425301596880535e+17,6.572604261281556e+17,4.331088043626655e-78
M33_X-7,1.2486312479495051e-12,-11.903565800718017,1.0,1.0,1.0,0.14637437187744562,0.5392801899797529,410163.8772425333,5.897887635723937e+17,5.379033964678028e+17,6.51655229234614e+17,4.482036717278731e-78
M33_X-7,1.2593713198129744e-12,-11.899846201290263,1.0,1.0,1.0,0.14763340754191068,0.5431780169974407,376496.9094177055,5.847589732274977e+17,5.333160908473077e+17,6.460978341422559e+17,4.638246309630176e-78
M33_X-7,1.2702037721481177e-12,-11.896126601862509,1.0,1.0,1.0,0.14890327277157941,0.547092176106793,345593.3851465571,5.797720775467191e+17,5.28767906327356e+17,6.405878331915036e+17,4.799900176154684e-78
M33_X-7,1.2811293995633561e-12,-11.892407002434755,1.0,1.0,1.0,0.15018406071669835,0.5510224424706979,317226.47615295363,5.7482771071914246e+17,5.242585092784416e+17,6.351248221993503e+17,4.967188062698367e-78
M33_X-7,1.2921490035019165e-12,-11.888687403007001,1.0,1.0,1.0,0.1514758653287436,0.5549685829031595,291187.972622059,5.699255100535326e+17,5.197875689162917e+17,6.297084004297111e+17,5.140306328199365e-78
M33_X-7,1.3032633923006196e-12,-11.884967803579247,1.0,1.0,1.0,0.15277878136731265,0.55893035573858,267286.754964496,5.6506511595172915e+17,5.1535475727760205e+17,6.243381705640271e+17,5.319458175169752e-78
M33_X-7,1.3144733812491771e-12,-11.881248204151493,1.0,1.0,1.0,0.15409290440707546,0.5629075107017044,245347.39102077298,5.6024617188226874e+17,5.109597491959791e+17,6.190137386721207e+17,5.504853888210307e-78
M33_X-7,1.3257797926499949e-12,-11.87752860472374,1.0,1.0,1.0,0.15541833084478512,0.5668997887783516,225208.84840962657,5.5546832435423174e+17,5.06602222278088e+17,6.137347141832982e+17,5.696711080838058e-78
M33_X-7,1.3371834558784939e-12,-11.873809005295985,1.0,1.0,1.0,0.15675515790634922,0.5709069220870662,206723.31256905783,5.5073122289131194e+17,5.022818568800034e+17,6.085007098577009e+17,5.895254950916382e-78
M33_X-7,1.3486852074439472e-12,-11.870089405868232,1.0,1.0,1.0,0.15810348365396157,0.5749286337518313,189755.10181463082,5.460345200061077e+17,4.9799833608376275e+17,6.033113417578981e+17,6.10071854498743e-78
M33_X-7,1.3602858910508433e-12,-11.866369806440478,1.0,1.0,1.0,0.15946340699329567,0.5789646377759831,174179.67145167713,5.4137787117463245e+17,4.937513456741176e+17,5.981662292207251e+17,6.313343031817156e-78
M33_X-7,1.3719863576607741e-12,-11.862650207012724,1.0,1.0,1.0,0.16083502768075977,0.583014638917474,159882.69963171537,5.367609348110418e+17,4.8954057411548614e+17,5.930649948293582e+17,6.533377985474069e-78
M33_X-7,1.3837874655548576e-12,-11.85893060758497,1.0,1.0,1.0,0.16221844633081448,0.5870783325656405,146759.2482433702,5.321833722425774e+17,4.853657125290994e+17,5.880072643856307e+17,6.7610816782739e-78
M33_X-7,1.3956900803966963e-12,-11.855211008157216,1.0,1.0,1.0,0.16361376442335332,0.5911554046196302,134712.9926788318,5.276448476847229e+17,4.8122645467034445e+17,5.829926668825833e+17,6.996721383934152e-78
M33_X-7,1.4076950752958771e-12,-11.851491408729462,1.0,1.0,1.0,0.16502108431114665,0.5952455313686499,123655.51482243181,5.231450282165737e+17,4.7712249690629946e+17,5.780208344772492e+17,7.240573691294223e-78
M33_X-7,1.419803330872019e-12,-11.847771809301708,1.0,1.0,1.0,0.1664405092273498,0.599348379374203,113505.65407195012,5.186835837564147e+17,4.7305353819346125e+17,5.730914024636711e+17,7.492924828969503e-78
M33_X-7,1.4320157353193689e-12,-11.844052209873954,1.0,1.0,1.0,0.16787214329307554,0.6034636053544877,104188.91162922943,5.142601870375082e+17,4.690192800556622e+17,5.682040092461487e+17,7.754071001320362e-78
M33_X-7,1.4443331844719555e-12,-11.8403326104462,1.0,1.0,1.0,0.16931609152503196,0.6075908560711321,95636.90368765508,5.0987451358408685e+17,4.650194265621758e+17,5.6335829631271354e+17,8.024318736130491e-78
M33_X-7,1.4567565818693028e-12,-11.836613011018446,1.0,1.0,1.0,0.1707724598432259,0.6117297682184472,87786.85950296304,5.055262416875522e+17,4.610536843060089e+17,5.5855390820883104e+17,8.303985244402661e-78
M33_X-7,1.469286838822708e-12,-11.832893411590693,1.0,1.0,1.0,0.17224135507873248,0.6158799683153842,80581.16066327384,5.0121505238287584e+17,4.571217623823787e+17,5.537904925113263e+17,8.59339879269419e-78
M33_X-7,1.4819248744820908e-12,-11.829173812162939,1.0,1.0,1.0,0.17372288498153188,0.6200410726003872,73966.9181766456,4.9694062942520186e+17,4.532233723673737e+17,5.490676998025317e+17,8.892899088429206e-78
M33_X-7,1.4946716159034171e-12,-11.825454212735185,1.0,1.0,1.0,0.1752171582284131,0.6242126869293347,67895.58427202117,4.927026592666493e+17,4.4935822829679686e+17,5.443851836446563e+17,9.202837678639926e-78
M33_X-7,1.5075279981167026e-12,-11.82173461330743,1.0,1.0,1.0,0.17672428443094598,0.6283944066767724,62322.59606423127,4.8850083103331136e+17,4.455260466451888e+17,5.39742600554373e+17,9.523578362605067e-78
M33_X-7,1.5204949641946012e-12,-11.818015013879677,1.0,1.0,1.0,0.17824437414352165,0.6325858166406375,57207.048467597,4.843348365024518e+17,4.417265463050291e+17,5.351396099776219e+17,9.855497618869623e-78
M33_X-7,1.5335734653215838e-12,-11.814295414451923,1.0,1.0,1.0,0.17977753887146217,0.6367864909506878,52511.39395735571,4.802043700798954e+17,4.3795944856611706e+17,5.305758742646296e+17,1.0198985047147315e-77
M33_X-7,1.5467644608637117e-12,-11.810575815024169,1.0,1.0,1.0,0.1813238910792,0.6409959929808443,48201.166975193184,4.761091287776113e+17,4.3422447709512634e+17,5.2605105864514157e+17,1.0554443825624408e-77
M33_X-7,1.5600689184390104e-12,-11.806856215596415,1.0,1.0,1.0,0.18288354419852768,0.6452138752656653,44244.73095605199,4.7204881219148755e+17,4.305213579153345e+17,5.215648312038639e+17,1.0922291184201602e-77
M33_X-7,1.5734878139884493e-12,-11.803136616168661,1.0,1.0,1.0,0.1844566126369187,0.6494396794211745,40613.04611942075,4.680231224792946e+17,4.2684981938652666e+17,5.171168628561175e+17,1.1302958894229603e-77
M33_X-7,1.58702213184753e-12,-11.799417016740907,1.0,1.0,1.0,0.18604321178591962,0.6536729360702633,37279.45632072112,4.640317643388381e+17,4.2320959218506784e+17,5.12706827323697e+17,1.1696893775313034e-77
M33_X-7,1.6006728648184927e-12,-11.795697417313153,1.0,1.0,1.0,0.18764345802961463,0.657913164772901,34219.49339830452,4.6007444498629664e+17,4.196004092841485e+17,5.083344011109375e+17,1.2104558219777725e-77
M33_X-7,1.6144410142431427e-12,-11.7919778178854,1.0,1.0,1.0,0.1892574687531629,0.6621598739613802,31410.69757998965,4.561508741347447e+17,4.16022005934196e+17,5.039992634809842e+17,1.2526430735416968e-77
M33_X-7,1.6283275900763023e-12,-11.788258218457646,1.0,1.0,1.0,0.19088536235140915,0.6664125608808324,28832.45263094558,4.5226076397285946e+17,4.124741196434542e+17,4.997010964322656e+17,1.296300650715364e-77
M33_X-7,1.6423336109598967e-12,-11.784538619029892,1.0,1.0,1.0,0.1925272582375687,0.6706707115352558,26465.83453292387,4.484038291438072e+17,4.089564901587285e+17,4.95439584675166e+17,1.3414797978277744e-77
M33_X-7,1.6564601042976749e-12,-11.780819019602138,1.0,1.0,1.0,0.19418327685198655,0.6749338006392884,24293.47258416481,4.4457978672431296e+17,4.054688594462957e+17,4.9121441560889824e+17,1.388233545194129e-77
M33_X-7,1.6707081063305748e-12,-11.777099420174384,1.0,1.0,1.0,0.19585353967097266,0.6792012915759781,22299.42190046507,4.4078835620390534e+17,4.0201097167297485e+17,4.870252792985723e+17,1.4366167713616826e-77
M33_X-7,1.685078662212736e-12,-11.77337982074663,1.0,1.0,1.0,0.1975381692157125,0.6834726363607874,20469.04638158118,4.370292594643404e+17,3.985825731873622e+17,4.828718684524608e+17,1.4866862675250054e-77
M33_X-7,1.6995728260881666e-12,-11.769660221318876,1.0,1.0,1.0,0.1992372890612545,0.6877472756120845,18788.911283955036,4.333022207592007e+17,3.951834125012235e+17,4.7875387839945786e+17,1.5385008041862695e-77
M33_X-7,1.7141916611680691e-12,-11.765940621891122,1.0,1.0,1.0,0.20095102384557512,0.6920246385283688,17246.68461125751,4.2960696669366765e+17,3.918132402710472e+17,4.746710070667293e+17,1.5921212001388102e-77
M33_X-7,1.7289362398088315e-12,-11.762221022463368,1.0,1.0,1.0,0.20267949927872114,0.696304142872479,15831.046598969036,4.259432262044668e+17,3.884718092797532e+17,4.706229549575554e+17,1.6476103938549155e-77
M33_X-7,1.7438076435906973e-12,-11.758501423035613,1.0,1.0,1.0,0.20442284215203238,0.7005851949630406,14531.606628622914,4.2231073053998285e+17,3.851588744185575e+17,4.666094251293588e+17,1.705033517361691e-77
M33_X-7,1.758806963397075e-12,-11.754781823607859,1.0,1.0,1.0,0.2061811803474387,0.7048671896733878,13338.82696187616,4.187092132405519e+17,3.818741926689981e+17,4.6263012317193e+17,1.7644579726915287e-77
M33_X-7,1.7739352994946023e-12,-11.751062224180105,1.0,1.0,1.0,0.20795464284684587,0.7091495104382461,12243.952734614826,4.151384101189055e+17,3.7861752308509926e+17,4.586847571858203e+17,1.8259535109973254e-77
M33_X-7,1.7891937616138263e-12,-11.747342624752351,1.0,1.0,1.0,0.2097433597415936,0.713431529268385,11238.94769727155,4.1159805924079776e+17,3.7538862677570374e+17,4.5477303776093664e+17,1.8895923144247906e-77
M33_X-7,1.8045834690306157e-12,-11.743623025324597,1.0,1.0,1.0,0.21154746224199916,0.7177126067735214,10316.435229687224,4.080879009057904e+17,3.721872668869469e+17,4.508946779553107e+17,1.955449080838328e-77
M33_X-7,1.8201055506482635e-12,-11.739903425896843,1.0,1.0,1.0,0.21336708268698223,0.7219920921937149,9469.644197576346,4.0460767762820186e+17,3.6901320858488256e+17,4.470493932740501e+17,2.023601111499786e-77
M33_X-7,1.8357611450802974e-12,-11.73618382646909,1.0,1.0,1.0,0.2152023545537725,0.7262693234395001,8692.359253188495,4.011571341182198e+17,3.6586621903825734e+17,4.432369016484692e+17,2.0941284018030286e-77
M33_X-7,1.851551400734002e-12,-11.732464227041335,1.0,1.0,1.0,0.217053412467701,0.7305436271410095,7978.875215378164,3.977360172631742e+17,3.627460674014309e+17,4.39456923415399e+17,2.167113735170813e-77
M33_X-7,1.8674774758946602e-12,-11.728744627613581,0.999455930359086,0.999455930359086,1.0,0.21892039221207513,0.7348143187063241,7323.955194238393,3.943440761089713e+17,3.5965252479744275e+17,4.3570918129667155e+17,2.2426427802241913e-77
M33_X-7,1.883540538810518e-12,-11.725025028185827,0.999455930359086,0.999455930359086,1.0,0.22080343073813935,0.7390807023892976,6722.792152937457,3.909810618416838e+17,3.5658536430122285e+17,4.31993400378781e+17,2.320804191338518e-77
M33_X-7,1.8997417677784806e-12,-11.721305428758074,0.9983677910772579,0.9983677910772579,1.0,0.2227026661751209,0.7433420713670894,6170.973624627324,3.8764672776930003e+17,3.535443609229458e+17,4.283093080927175e+17,2.4016897127040443e-77
M33_X-7,1.9160823512305457e-12,-11.71758582933032,0.9983677910772579,0.9983677910772579,1.0,0.22461823784036225,0.74759770782764,5664.44932544985,3.84340829303628e+17,3.505292915915268e+17,4.2465663419397274e+17,2.4853942860132827e-77
M33_X-7,1.932563487820981e-12,-11.713866229902566,0.9978237214363439,0.9978237214363439,1.0,0.22655028624954068,0.751846883067319,5199.501425924016,3.8106312394235354e+17,3.475399351382584e+17,4.210351107427164e+17,2.5720161619015427e-77
M33_X-7,1.9491863865142495e-12,-11.710146630474812,0.9967355821545157,0.9967355821545157,1.0,0.22849895312697577,0.7560888575989668,4772.717262509686,3.7781337125125146e+17,3.445760722805869e+17,4.174444720841419e+17,2.6616570152714164e-77
M33_X-7,1.9659522666736943e-12,-11.706427031047058,0.9951033732317737,0.9951033732317737,1.0,0.23046438141602535,0.7603228812705497,4380.9642890539035,3.745913328465491e+17,3.416374856060268e+17,4.1388445482897875e+17,2.7544220646365976e-77
M33_X-7,1.9828623581509817e-12,-11.702707431619304,0.9934711643090316,0.9934711643090316,1.0,0.23244671528957117,0.7645481933946382,4021.3670842662114,3.7139677237743974e+17,3.387239595562129e+17,4.1035479783417274e+17,2.850420195625122e-77
M33_X-7,1.999917901376319e-12,-11.69898783219155,0.9912948857453754,0.9912948857453754,1.0,0.2344461001605946,0.7687640228889139,3691.286246460605,3.682294555087448e+17,3.358352804110876e+17,4.068552421837289e+17,2.949764088786993e-77
M33_X-7,2.0171201474494438e-12,-11.695268232763796,0.9902067464635473,0.9902067464635473,1.0,0.23646268269284335,0.7729695884278999,3388.299020653944,3.650891499037248e+17,3.329712362732245e+17,4.033855311697196e+17,3.052570351856189e-77
M33_X-7,2.0344703582313984e-12,-11.691548633336042,0.984221980413493,0.984221980413493,1.0,0.23849661081158974,0.7771640986061035,3110.1815158259888,3.619756252070363e+17,3.301316170522835e+17,3.999454102734537e+17,3.1589596566223205e-77
M33_X-7,2.0519698064370925e-12,-11.687829033908288,0.9766050054406964,0.9766050054406964,1.0,0.24054803371448186,0.7813467521127508,2854.892381817794,3.58888653027834e+17,3.2731621444960115e+17,3.965346271468064e+17,3.269056880572608e-77
M33_X-7,2.0696197757286626e-12,-11.684109434480535,0.9619151251360174,0.9619151251360174,1.0,0.24261710188248772,0.7855167379182803,2620.5578260588245,3.55828006923018e+17,3.245248219429103e+17,3.931529315937084e+17,3.3829912534703766e-77
M33_X-7,2.0874215608096347e-12,-11.68038983505278,0.9450489662676823,0.9450489662676823,1.0,0.24470396709093392,0.7896732354727573,2405.457860147261,3.5279346238062214e+17,3.217572347711903e+17,3.8980007555179283e+17,3.500896509042216e-77
M33_X-7,2.1053764675198962e-12,-11.676670235625027,0.9254624591947769,0.9254624591947769,1.0,0.2468087824206388,0.7938154149163535,2208.0136753350753,3.497847968033461e+17,3.190132499196479e+17,3.8647581307419904e+17,3.622911041951734e-77
