source,mu_ev,fa_crit_GeV_median,fa_crit_GeV_q16,fa_crit_GeV_q84,quartic_lambda_crit_median
M33_X-7,8.348587940044757e-13,8.820996858087183e+17,8.044989093140814e+17,9.746283898012996e+17,8.95758045471089e-79
M33_X-7,8.420398119857108e-13,8.745770323487871e+17,7.976380447190397e+17,9.663166402942536e+17,9.269773343691776e-79
M33_X-7,8.492825973216376e-13,8.671185329929651e+17,7.908356904121368e+17,9.580757743984289e+17,9.592846894077045e-79
M33_X-7,8.565876813026827e-13,8.59723640627246e+17,7.84091347410516e+17,9.499051876097632e+17,9.927180322680331e-79
M33_X-7,8.639555997891543e-13,8.523918128034781e+17,7.774045209867064e+17,9.418042805794792e+17,1.0273166062919128e-78
M33_X-7,8.713868932505506e-13,8.451225116995735e+17,7.707747206323333e+17,9.337724590701179e+17,1.0631210225444788e-78
M33_X-7,8.788821068052051e-13,8.379152040800567e+17,7.642014600221377e+17,9.258091339119502e+17,1.1001733074826422e-78
M33_X-7,8.864417902602734e-13,8.307693612569489e+17,7.576842569783009e+17,9.179137209597582e+17,1.1385169522848534e-78
M33_X-7,8.940664981520646e-13,8.236844590509869e+17,7.512226334350756e+17,9.10085641049985e+17,1.1781969639001098e-78
M33_X-7,9.017567897867185e-13,8.166599777531722e+17,7.448161154037172e+17,9.023243199582518e+17,1.2192599178761522e-78
M33_X-7,9.095132292812333e-13,8.096954020866476e+17,7.384642329377151e+17,8.946291883572344e+17,1.2617540130288423e-78
M33_X-7,9.17336385604846e-13,8.027902211688998e+17,7.321665200983194e+17,8.86999681774902e+17,1.3057291280169013e-78
M33_X-7,9.252268326207688e-13,7.959439284742839e+17,7.259225149203629e+17,8.794352405531091e+17,1.3512368798884135e-78
M33_X-7,9.33185149128285e-13,7.891560217968671e+17,7.197317593783732e+17,8.719353098065439e+17,1.3983306846678078e-78
M33_X-7,9.41211918905206e-13,7.824260032135896e+17,7.135937993529751e+17,8.644993393820233e+17,1.4470658200544495e-78
M33_X-7,9.493077307506937e-13,7.757533790477409e+17,7.075081845975785e+17,8.57126783818138e+17,1.4974994903064096e-78
M33_X-7,9.574731785284524e-13,7.691376598327446e+17,7.014744687053513e+17,8.498171023052398e+17,1.5496908933856078e-78
M33_X-7,9.657088612102908e-13,7.625783602762554e+17,6.954922090764728e+17,8.425697586457709e+17,1.6037012904431078e-78
M33_X-7,9.74015382920059e-13,7.560749992245605e+17,6.895609668856681e+17,8.35384221214932e+17,1.6595940777261394e-78
M33_X-7,9.823933529779644e-13,7.496270996272833e+17,6.836803070500166e+17,8.282599629216833e+17,1.7174348609912701e-78
M33_X-7,9.908433859452674e-13,7.432341885023923e+17,6.778497981970387e+17,8.211964611700837e+17,1.7772915325110188e-78
M33_X-7,9.993661016693621e-13,7.368957969015035e+17,6.720690126330516e+17,8.141931978209526e+17,1.8392343507643638e-78
M33_X-7,1.00796212532925e-12,7.306114598754785e+17,6.663375263117932e+17,8.072496591538596e+17,1.9033360229046706e-78
M33_X-7,1.016632087481382e-12,7.243807164403318e+17,6.606549188033277e+17,8.003653358294559e+17,1.96967179010166e-78
M33_X-7,1.0253766241059374e-12,7.182031095433953e+17,6.550207732631898e+17,7.9353972285209e+17,2.0383195158580721e-78
M33_X-7,1.0341963766534604e-12,7.120781860298054e+17,6.494346764018154e+17,7.867723195327773e+17,2.1093597774040567e-78
M33_X-7,1.043091992091916e-12,7.060054966092581e+17,6.438962184542259e+17,7.800626294524719e+17,2.182875960277025e-78
M33_X-7,1.0520641229541491e-12,6.999845958230518e+17,6.384049931499675e+17,7.73410160425648e+17,2.2589543561978124e-78
M33_X-7,1.0611134273857505e-12,6.940150420114106e+17,6.329605976833098e+17,7.668144244641981e+17,2.3376842643580533e-78
M33_X-7,1.070240569193334e-12,6.880963972810875e+17,6.275626326836998e+17,7.602749377416376e+17,2.419158096237652e-78
M33_X-7,1.0794462178932308e-12,6.822282274732417e+17,6.222107021864641e+17,7.537912205576125e+17,2.5034714840754086e-78
M33_X-7,1.0887310487606e-12,6.764101021315927e+17,6.169044136037651e+17,7.473627973027117e+17,2.5907233931200806e-78
M33_X-7,1.0980957428789648e-12,6.706415944708428e+17,6.116433776958012e+17,7.409891964235789e+17,2.681016237793685e-78
M33_X-7,1.1075409871901715e-12,6.649222813453713e+17,6.064272085422559e+17,7.346699503883226e+17,2.774456001903346e-78
M33_X-7,1.11706747454478e-12,6.592517432181955e+17,6.012555235139881e+17,7.2840459565222e+17,2.871152363042813e-78
M33_X-7,1.1266759037528886e-12,6.536295641301944e+17,5.961279432449637e+17,7.22192672623714e+17,2.9712188213296855e-78
M33_X-7,1.1363669796353933e-12,6.480553316695974e+17,5.910440916044293e+17,7.160337256307005e+17,3.0747728326294073e-78
M33_X-7,1.1461414130756907e-12,6.425286369417313e+17,5.8600359566932e+17,7.099273028871022e+17,3.1819359464224523e-78
M33_X-7,1.1559999210718232e-12,6.370490745390272e+17,5.810060856969042e+17,7.038729564597285e+17,3.2928339484764913e-78
M33_X-7,1.1659432267890756e-12,6.316162425112804e+17,5.760511950976609e+17,6.97870242235418e+17,3.40759700849105e-78
M33_X-7,1.175972059613021e-12,6.262297423361668e+17,5.711385604083899e+17,6.919187198884598e+17,3.526359832887895e-78
M33_X-7,1.1860871552030254e-12,6.208891788900093e+17,5.662678212655488e+17,6.860179528482947e+17,3.6492618229265597e-78
M33_X-7,1.1962892555462114e-12,6.155941604187936e+17,5.614386203788196e+17,6.801675082674899e+17,3.776447238330554e-78
M33_X-7,1.2065791090118858e-12,6.103442985094308e+17,5.566506035048995e+17,6.743669569899885e+17,3.908065366616332e-78
M33_X-7,1.216957470406436e-12,6.051392080612671e+17,5.519034194215158e+17,6.686158735196287e+17,4.0442706983237846e-78
M33_X-7,1.2274251010286994e-12,5.999785072578327e+17,5.471967199016618e+17,6.629138359889316e+17,4.185223108353933e-78
M33_X-7,1.237982768725806e-12,5.94861817538836e+17,5.425301596880535e+17,6.572604261281556e+17,4.331088043626655e-78
M33_X-7,1.2486312479495051e-12,5.897887635723937e+17,5.379033964678028e+17,6.51655229234614e+17,4.482036717278731e-78
M33_X-7,1.2593713198129744e-12,5.847589732274977e+17,5.333160908473077e+17,6.460978341422559e+17,4.638246309630176e-78
M33_X-7,1.2702037721481177e-12,5.797720775467191e+17,5.28767906327356e+17,6.405878331915036e+17,4.799900176154684e-78
M33_X-7,1.2811293995633561e-12,5.7482771071914246e+17,5.242585092784416e+17,6.351248221993503e+17,4.967188062698367e-78
M33_X-7,1.2921490035019165e-12,5.699255100535326e+17,5.197875689162917e+17,6.297084004297111e+17,5.140306328199365e-78
M33_X-7,1.3032633923006196e-12,5.6506511595172915e+17,5.1535475727760205e+17,6.243381705640271e+17,5.319458175169752e-78
M33_X-7,1.3144733812491771e-12,5.6024617188226874e+17,5.109597491959791e+17,6.190137386721207e+17,5.504853888210307e-78
M33_X-7,1.3257797926499949e-12,5.5546832435423174e+17,5.06602222278088e+17,6.137347141832982e+17,5.696711080838058e-78
M33_X-7,1.3371834558784939e-12,5.5073122289131194e+17,5.022818568800034e+17,6.085007098577009e+17,5.895254950916382e-78
M33_X-7,1.3486852074439472e-12,5.460345200061077e+17,4.9799833608376275e+17,6.033113417578981e+17,6.10071854498743e-78
M33_X-7,1.3602858910508433e-12,5.4137787117463245e+17,4.937513456741176e+17,5.981662292207251e+17,6.313343031817156e-78
M33_X-7,1.3719863576607741e-12,5.367609348110418e+17,4.8954057411548614e+17,5.930649948293582e+17,6.533377985474069e-78
M33_X-7,1.3837874655548576e-12,5.321833722425774e+17,4.853657125290994e+17,5.880072643856307e+17,6.7610816782739e-78
M33_X-7,1.3956900803966963e-12,5.276448476847229e+17,4.8122645467034445e+17,5.829926668825833e+17,6.996721383934152e-78
M33_X-7,1.4076950752958771e-12,5.231450282165737e+17,4.7712249690629946e+17,5.780208344772492e+17,7.240573691294223e-78
M33_X-7,1.419803330872019e-12,5.186835837564147e+17,4.7305353819346125e+17,5.730914024636711e+17,7.492924828969503e-78
M33_X-7,1.4320157353193689e-12,5.142601870375082e+17,4.690192800556622e+17,5.682040092461487e+17,7.754071001320362e-78
M33_X-7,1.4443331844719555e-12,5.0987451358408685e+17,4.650194265621758e+17,5.6335829631271354e+17,8.024318736130491e-78
M33_X-7,1.4567565818693028e-12,5.055262416875522e+17,4.610536843060089e+17,5.5855390820883104e+17,8.303985244402661e-78
M33_X-7,1.469286838822708e-12,5.0121505238287584e+17,4.571217623823787e+17,5.537904925113263e+17,8.59339879269419e-78
M33_X-7,1.4819248744820908e-12,4.9694062942520186e+17,4.532233723673737e+17,5.490676998025317e+17,8.892899088429206e-78
M33_X-7,1.4946716159034171e-12,4.927026592666493e+17,4.4935822829679686e+17,5.443851836446563e+17,9.202837678639926e-78
M33_X-7,1.5075279981167026e-12,4.8850083103331136e+17,4.455260466451888e+17,5.39742600554373e+17,9.523578362605067e-78
M33_X-7,1.5204949641946012e-12,4.843348365024518e+17,4.417265463050291e+17,5.351396099776219e+17,9.855497618869623e-78
M33_X-7,1.5335734653215838e-12,4.802043700798954e+17,4.3795944856611706e+17,5.305758742646296e+17,1.0198985047147315e-77
M33_X-7,1.5467644608637117e-12,4.761091287776113e+17,4.3422447709512634e+17,5.2605105864514157e+17,1.0554443825624408e-77
M33_X-7,1.5600689184390104e-12,4.7204881219148755e+17,4.305213579153345e+17,5.215648312038639e+17,1.0922291184201602e-77
M33_X-7,1.5734878139884493e-12,4.680231224792946e+17,4.2684981938652666e+17,5.171168628561175e+17,1.1302958894229603e-77
M33_X-7,1.58702213184753e-12,4.640317643388381e+17,4.2320959218506784e+17,5.12706827323697e+17,1.1696893775313034e-77
M33_X-7,1.6006728648184927e-12,4.6007444498629664e+17,4.196004092841485e+17,5.083344011109375e+17,1.2104558219777725e-77
M33_X-7,1.6144410142431427e-12,4.561508741347447e+17,4.16022005934196e+17,5.039992634809842e+17,1.2526430735416968e-77
M33_X-7,1.6283275900763023e-12,4.5226076397285946e+17,4.124741196434542e+17,4.997010964322656e+17,1.296300650715364e-77
M33_X-7,1.6423336109598967e-12,4.484038291438072e+17,4.089564901587285e+17,4.95439584675166e+17,1.3414797978277744e-77
M33_X-7,1.6564601042976749e-12,4.4457978672431296e+17,4.054688594462957e+17,4.9121441560889824e+17,1.388233545194129e-77
M33_X-7,1.6707081063305748e-12,4.4078835620390534e+17,4.0201097167297485e+17,4.870252792985723e+17,1.4366167713616826e-77
M33_X-7,1.685078662212736e-12,4.370292594643404e+17,3.985825731873622e+17,4.828718684524608e+17,1.4866862675250054e-77
M33_X-7,1.6995728260881666e-12,4.333022207592007e+17,3.951834125012235e+17,4.7875387839945786e+17,1.5385008041862695e-77
M33_X-7,1.7141916611680691e-12,4.2960696669366765e+17,3.918132402710472e+17,4.746710070667293e+17,1.5921212001388102e-77
M33_X-7,1.7289362398088315e-12,4.259432262044668e+17,3.884718092797532e+17,4.706229549575554e+17,1.6476103938549155e-77
M33_X-7,1.7438076435906973e-12,4.2231073053998285e+17,3.851588744185575e+17,4.666094251293588e+17,1.705033517361691e-77
M33_X-7,1.758806963397075e-12,4.187092132405519e+17,3.818741926689981e+17,4.6263012317193e+17,1.7644579726915287e-77
M33_X-7,1.7739352994946023e-12,4.151384101189055e+17,3.7861752308509926e+17,4.586847571858203e+17,1.8259535109973254e-77
M33_X-7,1.7891937616138263e-12,4.1159805924079776e+17,3.7538862677570374e+17,4.5477303776093664e+17,1.8895923144247906e-77
M33_X-7,1.8045834690306157e-12,4.080879009057904e+17,3.721872668869469e+17,4.508946779553107e+17,1.955449080838328e-77
M33_X-7,1.8201055506482635e-12,4.0460767762820186e+17,3.6901320858488256e+17,4.470493932740501e+17,2.023601111499786e-77
M33_X-7,1.8357611450802974e-12,4.011571341182198e+17,3.6586621903825734e+17,4.432369016484692e+17,2.0941284018030286e-77
M33_X-7,1.851551400734002e-12,3.977360172631742e+17,3.627460674014309e+17,4.39456923415399e+17,2.167113735170813e-77
M33_X-7,1.8674774758946602e-12,3.943440761089713e+17,3.5965252479744275e+17,4.3570918129667155e+17,2.2426427802241913e-77
M33_X-7,1.883540538810518e-12,3.909810618416838e+17,3.5658536430122285e+17,4.31993400378781e+17,2.320804191338518e-77
M33_X-7,1.8997417677784806e-12,3.8764672776930003e+17,3.535443609229458e+17,4.283093080927175e+17,2.4016897127040443e-77
M33_X-7,1.9160823512305457e-12,3.84340829303628e+17,3.505292915915268e+17,4.2465663419397274e+17,2.4853942860132827e-77
M33_X-7,1.932563487820981e-12,3.8106312394235354e+17,3.475399351382584e+17,4.210351107427164e+17,2.5720161619015427e-77
M33_X-7,1.9491863865142495e-12,3.7781337125125146e+17,3.445760722805869e+17,4.174444720841419e+17,2.6616570152714164e-77
M33_X-7,1.9659522666736943e-12,3.745913328465491e+17,3.416374856060268e+17,4.1388445482897875e+17,2.7544220646365976e-77
M33_X-7,1.9828623581509817e-12,3.7139677237743974e+17,3.387239595562129e+17,4.1035479783417274e+17,2.850420195625122e-77
M33_X-7,1.999917901376319e-12,3.682294555087448e+17,3.358352804110876e+17,4.068552421837289e+17,2.949764088786993e-77
M33_X-7,2.0171201474494438e-12,3.650891499037248e+17,3.329712362732245e+17,4.033855311697196e+17,3.052570351856189e-77
M33_X-7,2.0344703582313984e-12,3.619756252070363e+17,3.301316170522835e+17,3.999454102734537e+17,3.1589596566223205e-77
M33_X-7,2.0519698064370925e-12,3.58888653027834e+17,3.2731621444960115e+17,3.965346271468064e+17,3.269056880572608e-77
M33_X-7,2.0696197757286626e-12,3.55828006923018e+17,3.245248219429103e+17,3.931529315937084e+17,3.3829912534703766e-77
M33_X-7,2.0874215608096347e-12,3.5279346238062214e+17,3.217572347711903e+17,3.8980007555179283e+17,3.500896509042216e-77
M33_X-7,2.1053764675198962e-12,3.497847968033461e+17,3.190132499196479e+17,3.8647581307419904e+17,3.622911041951734e-77
M33_X-7,2.123485812931485e-12,3.468017894922261e+17,3.162926661048246e+17,3.8317990031153114e+17,3.749178070244271e-77
M33_X-7,2.141750925445203e-12,3.4384422163044614e+17,3.135952837598315e+17,3.7991209549397024e+17,3.879845803453165e-77
M33_X-7,2.1601731448880592e-12,3.4091187626728666e+17,3.109209050197107e+17,3.766721589135402e+17,4.015067616564917e-77
M33_X-7,2.1787538226115535e-12,3.3800453830221005e+17,3.0826933370692064e+17,3.734598529065238e+17,4.15500223004749e-77
M33_X-7,2.197494321590803e-12,3.351219944690826e+17,3.0564037531694586e+17,3.702749418360283e+17,4.299813896152968e-77
M33_X-7,2.2163960165245223e-12,3.3226403332052986e+17,3.030338370040285e+17,3.671171920747018e+17,4.4496725917133504e-77
M33_X-7,2.235460293935865e-12,3.294304452124264e+17,3.004495275670235e+17,3.6398637198759443e+17,4.604754217655709e-77
M33_X-7,2.2546885522741303e-12,3.266210222885173e+17,2.978872574353721e+17,3.608822519151675e+17,4.76524080547093e-77
M33_X-7,2.274082202017345e-12,3.238355584651713e+17,2.953468386551962e+17,3.5780460415644685e+17,4.931320730878377e-77
M33_X-7,2.2936426657757296e-12,3.2107384941626336e+17,2.928280848755116e+17,3.5475320295231974e+17,5.1031889349372774e-77
M33_X-7,2.313371378396052e-12,3.183356925581864e+17,2.903308113345578e+17,3.5172782446897485e+17,5.281047152864359e-77
M33_X-7,2.3332697870668814e-12,3.156208870349909e+17,2.8785483484624483e+17,3.4872824678148275e+17,5.465104150826344e-77
M33_X-7,2.3533393514247433e-12,3.1292923370365165e+17,2.8539997378671648e+17,3.4575424985751674e+17,5.655575970985169e-77
M33_X-7,2.373581543661193e-12,3.102605351194591e+17,2.829660480810264e+17,3.428056155412127e+17,5.852686185083689e-77
M33_X-7,2.393997848630806e-12,3.076145955215363e+17,2.8055287918992966e+17,3.3988212753716614e+17,6.0566661568693565e-77
M33_X-7,2.414589763960099e-12,3.04991220818479e+17,2.781602900967856e+17,3.3698357139456634e+17,6.267755313664075e-77
M33_X-7,2.4353588001573876e-12,3.023902185741177e+17,2.7578810529457283e+17,3.3410973449146477e+17,6.486201427398846e-77
M33_X-7,2.4563064807235882e-12,2.998113979934025e+17,2.7343615077301546e+17,3.312604060191792e+17,6.712260905443125e-77
M33_X-7,2.4774343422639746e-12,2.972545699084064e+17,2.7110425400581834e+17,3.2843537696682925e+17,6.946199091570353e-77
M33_X-7,2.4987439346008933e-12,2.947195467644499e+17,2.687922439380116e+17,3.256344401060047e+17,7.188290577412749e-77
M33_X-7,2.520236820887451e-12,2.922061426063424e+17,2.6649995097340275e+17,3.228573899755646e+17,7.43881952477111e-77
M33_X-7,2.5419145777221793e-12,2.8971417306474176e+17,2.642272069621365e+17,3.201040228665656e+17,7.698079999157851e-77
M33_X-7,2.5637787952646833e-12,2.872434553426303e+17,2.6197384518835994e+17,3.173741368073189e+17,7.966376314964772e-77
M33_X-7,2.585831077352289e-12,2.8479380820190512e+17,2.5973970035799312e+17,3.146675315485749e+17,8.244023392660832e-77
M33_X-7,2.60807304161769e-12,2.8236505195008432e+17,2.5752460858660426e+17,3.11984008548834e+17,8.531347128438976e-77
M33_X-7,2.6305063196076093e-12,2.7995700842712522e+17,2.553284073873879e+17,3.0932337095978266e+17,8.828684776746158e-77
M33_X-7,2.6531325569024796e-12,2.775695009923555e+17,2.5315093565924586e+17,3.066854236118535e+17,9.136385346145388e-77
M33_X-7,2.6759534132371557e-12,2.752023545115162e+17,2.5099203367496963e+17,3.040699729999093e+17,9.454810008974481e-77
M33_X-7,2.6989705626226716e-12,2.7285539534391347e+17,2.4885154306952288e+17,3.014768272690467e+17,9.78433252528258e-77
M33_X-7,2.7221856934689947e-12,2.7052845132968563e+17,2.4672930682842854e+17,2.9890579620052826e+17,1.0125339681541075e-76
M33_X-7,2.7456005087089442e-12,2.6822135177716816e+17,2.446251692762451e+17,2.963566911978211e+17,1.0478231744646203e-76
M33_X-7,2.769216725923063e-12,2.659339274503767e+17,2.4253897606515117e+17,2.938293252727679e+17,1.0843422931743157e-76
M33_X-7,2.793036077465623e-12,2.6366601055659206e+17,2.4047057416362237e+17,2.913235130318691e+17,1.1221341896425432e-76
M33_X-7,2.8170603105917003e-12,2.614174347340518e+17,2.384198118452058e+17,2.888390706626834e+17,1.1612432231879238e-76
M33_X-7,2.841291187585342e-12,2.5918803503974685e+17,2.363865386773901e+17,2.8637581592034454e+17,1.2017152991563682e-76
M33_X-7,2.8657304858888416e-12,2.5697764793732202e+17,2.343706055105708e+17,2.839335681141924e+17,1.2435979228037906e-76
M33_X-7,2.890379998233118e-12,2.5478611128508032e+17,2.3237186446710944e+17,2.8151214809451894e+17,1.2869402550567551e-76
M33_X-7,2.9152415327692245e-12,2.5261326432408867e+17,2.3039016893048582e+17,2.791113782394267e+17,1.3317931702165262e-76
M33_X-7,2.9403169132009802e-12,2.5045894766638586e+17,2.284253735345436e+17,2.767310824417992e+17,1.3782093156742259e-76
M33_X-7,2.9656079789187507e-12,2.4832300328329056e+17,2.264773341528264e+17,2.7437108609638304e+17,1.4262431737072204e-76
M33_X-7,2.9911165851343732e-12,2.4620527449380915e+17,2.2454590788800605e+17,2.720312160869796e+17,1.4759511254292462e-76
M33_X-7,3.0168446030172456e-12,2.4410560595314288e+17,2.2263095306139994e+17,2.697113007737461e+17,1.5273915169693538e-76
M33_X-7,3.0427939198315845e-12,2.4202384364129203e+17,2.2073232920257866e+17,2.6741116998060557e+17,1.580624727957349e-76
M33_X-7,3.0689664390748638e-12,2.3995983485175843e+17,2.188498970390618e+17,2.6513065498276317e+17,1.6357132423961012e-76
M33_X-7,3.0953640806174475e-12,2.3791342818034333e+17,2.1698351848610138e+17,2.628695884943295e+17,1.6927217220039374e-76
M33_X-7,3.121988780843416e-12,2.358844735140415e+17,2.1513305663655312e+17,2.606278046560498e+17,1.751717082113171e-76
M33_X-7,3.1488424927926137e-12,2.3387282202002963e+17,2.1329837575083344e+17,2.5840513902313712e+17,1.812768570213898e-76
M33_X-7,3.175927186303909e-12,2.31878326134749e+17,2.1149104600648752e+17,2.5623583014618534e+17,1.875947847235205e-76
M33_X-7,3.203244848159693e-12,2.2990083955308054e+17,2.0968742463060346e+17,2.540506198063354e+17,1.941329071659245e-76
M33_X-7,3.2307974822316173e-12,2.2794021721761344e+17,2.0789918475728883e+17,2.518840452061737e+17,2.008988986566863e-76
M33_X-7,3.2585871096275884e-12,2.2599631530800394e+17,2.061261952112179e+17,2.4973594741784435e+17,2.0790070097169907e-76
M33_X-7,3.2866157688400243e-12,2.241540914669851e+17,2.0436832593574416e+17,2.4763941186470365e+17,2.149832956233507e-76
M33_X-7,3.3148855158953862e-12,2.2224247809849606e+17,2.0262544798336013e+17,2.4552751282602365e+17,2.2247597252227708e-76
M33_X-7,3.3433984245049982e-12,2.2043082213688746e+17,2.0089743350623824e+17,2.4349898114524125e+17,2.300549732217423e-76
M33_X-7,3.3721565862171625e-12,2.1855096126231603e+17,1.9918415574685274e+17,2.414547919310413e+17,2.3807293377232202e-76
M33_X-7,3.401162110570585e-12,2.1668713207003606e+17,1.976222987691338e+17,2.3941972864772803e+17,2.463703392333524e-76
M33_X-7,3.4304171252491177e-12,2.1483919783991014e+17,1.95936951757325e+17,2.3740983101317427e+17,2.549569289216438e-76
M33_X-7,3.459923776237834e-12,2.1300702301776682e+17,1.9440065039564506e+17,2.3544843283125325e+17,2.6384278159225893e-76
M33_X-7,3.4896842279804474e-12,2.1127074322017286e+17,1.9283904879294582e+17,2.3354242358944736e+17,2.7283100896607745e-76
M33_X-7,3.519700663538082e-12,2.0954858607552074e+17,1.9124223353906326e+17,2.315507453821876e+17,2.821252718128302e-76
M33_X-7,3.5499752847494107e-12,2.0791958397462336e+17,1.90144232563164e+17,2.295760524490391e+17,2.9151430021432604e-76
M33_X-7,3.580510312392168e-12,2.0614642046154467e+17,1.8863813838824115e+17,2.2761819993751738e+17,3.0167426383656633e-76
M33_X-7,3.6113079863460555e-12,2.045433357208463e+17,1.8743128638423517e+17,2.260416084798085e+17,3.117154929699098e-76
M33_X-7,3.642370565757047e-12,2.02954122526955e+17,1.8621217203238016e+17,2.2431771224551203e+17,3.2208648414341385e-76
M33_X-7,3.673700329203107e-12,2.0153039905012048e+17,1.85401767194067e+17,2.2278758699750192e+17,3.3229692671725895e-76
M33_X-7,3.705299574861332e-12,1.9996430950901894e+17,1.8433825915250835e+17,2.2125328326345802e+17,3.433536571585376e-76
M33_X-7,3.737170620676535e-12,1.9856225380835443e+17,1.8341178690051715e+17,2.1955191898651344e+17,3.5423581195082084e-76
M33_X-7,3.769315804531276e-12,1.9732163623544438e+17,1.823629588693738e+17,2.1767955350495882e+17,3.649014883690332e-76
M33_X-7,3.801737484417357e-12,1.960898072441417e+17,1.81538289132475e+17,2.1618880269228643e+17,3.7588432090477813e-76
M33_X-7,3.834438038608788e-12,1.9486670361014592e+17,1.8078741131418637e+17,2.148912204683935e+17,3.8719360107532835e-76
M33_X-7,3.867419865836249e-12,1.938018588525928e+17,1.7992439122684192e+17,2.1323969721795437e+17,3.982233953489821e-76
M33_X-7,3.900685385463041e-12,1.9274467325593802e+17,1.7972534712192752e+17,2.116874976358064e+17,4.095595688418277e-76
M33_X-7,3.9342370376625635e-12,1.915462069209196e+17,1.7903085075845814e+17,2.1004665871271853e+17,4.218654243908516e-76
M33_X-7,3.968077283597308e-12,1.905788070076411e+17,1.7854094908123613e+17,2.0854662568732595e+17,4.335220921809091e-76
M33_X-7,4.002208605599397e-12,1.897669973576995e+17,1.7845167244415587e+17,2.070224088130322e+17,4.4479313033732155e-76
M33_X-7,4.036633507352674e-12,1.893342962809e+17,1.7812611368805818e+17,2.0587570634173123e+17,4.545483254426355e-76
M33_X-7,4.071354514076357e-12,1.8838743705399782e+17,1.7770254766188474e+17,2.0464582962079645e+17,4.670616064096556e-76
M33_X-7,4.10637417271028e-12,1.8774551712359194e+17,1.7718559902150762e+17,2.033056578397955e+17,4.783853677532972e-76
M33_X-7,4.141695052101716e-12,1.869615045337957e+17,1.770018826577393e+17,2.0251980379906666e+17,4.907406764453867e-76
M33_X-7,4.177319743193819e-12,1.8610973081439693e+17,1.765601732199643e+17,2.0135665787189827e+17,5.0379921259015956e-76
M33_X-7,4.213250859215677e-12,1.8533933465120102e+17,1.762603325170637e+17,2.0064850504586246e+17,5.167725501569558e-76
M33_X-7,4.249491035874006e-12,1.8494956025114858e+17,1.761050776368847e+17,2.0019309964887568e+17,5.279189223393995e-76
M33_X-7,4.286042931546491e-12,1.8411800673080758e+17,1.7582375952080096e+17,1.9936685942734902e+17,5.4190168902289477e-76
M33_X-7,4.322909227476789e-12,1.834430339103515e+17,1.7576596140845952e+17,1.9851296029454045e+17,5.553282714366706e-76
M33_X-7,4.36009262797121e-12,1.8322641283530016e+17,1.7584233841965072e+17,1.9718961149181162e+17,5.662592027168979e-76
M33_X-7,4.3975958605970906e-12,1.8302009808288765e+17,1.7587144612730464e+17,1.9625230096429766e+17,5.773418809684147e-76
M33_X-7,4.435421676382872e-12,1.8267153435467766e+17,1.7535003076217786e+17,1.9539898247963098e+17,5.895600891618105e-76
M33_X-7,4.4735728500199e-12,1.8194939680342378e+17,1.7497671944529414e+17,1.9460174183426874e+17,6.045163019762068e-76
M33_X-7,4.5120521800659655e-12,1.823094807552396e+17,1.7489551313377542e+17,1.9386765459755978e+17,6.125333208611835e-76
M33_X-7,4.550862489150583e-12,1.8167890580600435e+17,1.7468266841328182e+17,1.9343504030903936e+17,6.274489755294286e-76
M33_X-7,4.5900066241820495e-12,1.812104574814109e+17,1.7549356520500573e+17,1.926031865096175e+17,6.415937298546575e-76
M33_X-7,4.6294874565562756e-12,1.8059397419540912e+17,1.750140357303303e+17,1.9186272536331696e+17,6.57142132658325e-76
M33_X-7,4.669307882367415e-12,1.8021858470934288e+17,1.7498272828536538e+17,1.9116461756303005e+17,6.712837246338384e-76
M33_X-7,4.709470822620308e-12,1.8079852001450067e+17,1.7511254921561962e+17,1.9125861124841597e+17,6.78507228793389e-76
M33_X-7,4.749979223444763e-12,1.8020551430992064e+17,1.742114722222386e+17,1.9033432215668547e+17,6.947799345547333e-76
M33_X-7,4.7908360563116e-12,1.7961948658960346e+17,1.7421158861483296e+17,1.897151942632287e+17,7.114030412700291e-76
M33_X-7,4.83204431825073e-12,1.7936029252874525e+17,1.7432748259204918e+17,1.8963224805119338e+17,7.257870427353611e-76
M33_X-7,4.873607032070928e-12,1.7943348611645405e+17,1.7517682916080058e+17,1.8878511824170854e+17,7.37724194405783e-76
M33_X-7,4.915527246581584e-12,1.7895167948945965e+17,1.7469135432318256e+17,1.8782369269135738e+17,7.545168202588694e-76
M33_X-7,4.95780803681635e-12,1.782335068055148e+17,1.7366260313428323e+17,1.884090910297919e+17,7.737505670870114e-76
M33_X-7,5.000452504258708e-12,1.782557587458715e+17,1.741910686128726e+17,1.8913354176440957e+17,7.869216156534511e-76
M33_X-7,5.043463777069474e-12,1.7887184542872624e+17,1.7444703581833702e+17,1.8906797878409363e+17,7.950122795656009e-76
M33_X-7,5.086845010316266e-12,1.7842478922703658e+17,1.7379139724619814e+17,1.8829410191548253e+17,8.12806019201645e-76
M33_X-7,5.13059938620494e-12,1.7865810693589434e+17,1.7422698102325776e+17,1.8768678420112486e+17,8.246922566019761e-76
M33_X-7,5.1747301143130205e-12,1.7780624848716883e+17,1.7449034152468522e+17,1.8742714861624835e+17,8.469960221827997e-76
M33_X-7,5.219240431825135e-12,1.7738333653106374e+17,1.73901976997681e+17,1.863636021629606e+17,8.657435503461186e-76
M33_X-7,5.264133603770479e-12,1.793794021964277e+17,1.7441600249260378e+17,1.875359135082859e+17,8.612092020040509e-76
M33_X-7,5.3094129232623175e-12,1.7915842675923757e+17,1.7329587317051814e+17,1.8697752522534634e+17,8.782665689188552e-76
