repetition,threshold,coverage,num_covered,num_total
9,0.54,0.99,99,100
9,0.55,0.99,99,100
9,0.56,0.99,99,100
9,0.5700000000000001,0.99,99,100
9,0.58,0.99,99,100
9,0.59,0.99,99,100
9,0.6,0.99,99,100
9,0.61,0.99,99,100
9,0.62,0.99,99,100
9,0.63,0.99,99,100
9,0.64,0.99,99,100
9,0.65,0.99,99,100
9,0.66,0.99,99,100
9,0.67,0.99,99,100
9,0.68,0.99,99,100
9,0.6900000000000001,0.99,99,100
9,0.7000000000000001,0.99,99,100
9,0.71,0.99,99,100
9,0.72,0.99,99,100
9,0.73,0.99,99,100
9,0.74,0.99,99,100
9,0.75,0.99,99,100
9,0.76,0.99,99,100
9,0.77,0.99,99,100
9,0.78,0.99,99,100
9,0.79,0.99,99,100
9,0.8,0.99,99,100
9,0.81,0.99,99,100
9,0.8200000000000001,0.99,99,100
9,0.8300000000000001,0.99,99,100
9,0.84,0.99,99,100
9,0.85,0.99,99,100
9,0.86,0.99,99,100
9,0.87,0.99,99,100
9,0.88,0.99,99,100
9,0.89,0.99,99,100
9,0.9,0.98,98,100
9,0.91,0.98,98,100
9,0.92,0.97,97,100
9,0.93,0.94,94,100
9,0.9400000000000001,0.88,88,100
9,0.9500000000000001,0.82,82,100
9,0.96,0.75,75,100
9,0.97,0.65,65,100
9,0.98,0.41,41,100
9,0.99,0.14,14,100
9,1.0,0.0,0,100
