dataset,instance,agents,method,success,runtime_sec,sum_of_costs,makespan,remaining_conflicts,initial_conflicts_est,lns_rounds
room,eval_map_room_26.npy,12,hybrid,1,0.10545754199847579,335.0,60.0,0.0,1.0,1.0
room,eval_map_room_27.npy,12,prioritized,1,0.01363323199984734,214.0,38.0,0.0,,
room,eval_map_room_27.npy,12,hybrid,1,0.025505142999463715,223.0,36.0,0.0,1.0,1.0
warehouse,eval_map_warehouse_1.npy,14,prioritized,1,0.006413858998712385,240.0,33.0,0.0,,
warehouse,eval_map_warehouse_1.npy,14,hybrid,1,0.016186212000320666,261.0,33.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_10.npy,14,prioritized,1,0.008790566000243416,264.0,36.0,0.0,,
warehouse,eval_map_warehouse_10.npy,14,hybrid,1,0.01599510400046711,266.0,31.0,0.0,1.0,1.0
warehouse,eval_map_warehouse_100.npy,14,prioritized,1,0.004325915997469565,154.0,31.0,0.0,,
warehouse,eval_map_warehouse_100.npy,14,hybrid,1,0.015904562002106104,160.0,31.0,0.0,2.0,1.0
warehouse,eval_map_warehouse_11.npy,14,prioritized,1,0.006514544002129696,214.0,32.0,0.0,,
warehouse,eval_map_warehouse_11.npy,14,hybrid,1,0.01432179199764505,232.0,30.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_12.npy,14,prioritized,1,0.006799170001613675,247.0,31.0,0.0,,
warehouse,eval_map_warehouse_12.npy,14,hybrid,1,0.012415694000083022,259.0,31.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_13.npy,14,prioritized,1,0.008378773000004003,282.0,36.0,0.0,,
warehouse,eval_map_warehouse_13.npy,14,hybrid,1,0.01823793900257442,284.0,36.0,0.0,1.0,1.0
warehouse,eval_map_warehouse_14.npy,14,prioritized,1,0.007629210998857161,237.0,43.0,0.0,,
warehouse,eval_map_warehouse_14.npy,14,hybrid,1,0.027424181000242243,244.0,43.0,0.0,3.0,1.0
warehouse,eval_map_warehouse_15.npy,14,prioritized,1,0.006392859002517071,216.0,32.0,0.0,,
warehouse,eval_map_warehouse_15.npy,14,hybrid,1,0.011454194998805178,230.0,30.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_16.npy,14,prioritized,1,0.00922136400185991,302.0,47.0,0.0,,
warehouse,eval_map_warehouse_16.npy,14,hybrid,1,0.04620279499795288,313.0,47.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_17.npy,14,prioritized,1,0.006607141000131378,258.0,35.0,0.0,,
warehouse,eval_map_warehouse_17.npy,14,hybrid,1,0.012832198000978678,267.0,35.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_18.npy,14,prioritized,1,0.009523079999780748,254.0,30.0,0.0,,
warehouse,eval_map_warehouse_18.npy,14,hybrid,1,0.014988811002695002,267.0,30.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_19.npy,14,prioritized,1,0.011188633998244768,294.0,35.0,0.0,,
warehouse,eval_map_warehouse_19.npy,14,hybrid,1,0.012452750001102686,292.0,32.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_2.npy,14,prioritized,1,0.007613814999785973,212.0,33.0,0.0,,
warehouse,eval_map_warehouse_2.npy,14,hybrid,1,0.018577794002339942,217.0,33.0,0.0,2.0,1.0
warehouse,eval_map_warehouse_20.npy,14,prioritized,1,0.00865969100050279,257.0,32.0,0.0,,
warehouse,eval_map_warehouse_20.npy,14,hybrid,1,0.014886843000567751,270.0,32.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_21.npy,14,prioritized,1,0.012397111000609584,316.0,40.0,0.0,,
warehouse,eval_map_warehouse_21.npy,14,hybrid,1,0.027549222999368794,327.0,40.0,0.0,2.0,1.0
warehouse,eval_map_warehouse_22.npy,14,prioritized,1,0.006901008000568254,268.0,36.0,0.0,,
warehouse,eval_map_warehouse_22.npy,14,hybrid,1,0.011546470999746816,275.0,36.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_23.npy,14,prioritized,1,0.011352318000717787,286.0,36.0,0.0,,
warehouse,eval_map_warehouse_23.npy,14,hybrid,1,0.023238092002429767,282.0,35.0,0.0,1.0,1.0
warehouse,eval_map_warehouse_24.npy,14,prioritized,1,0.00896831300269696,295.0,36.0,0.0,,
warehouse,eval_map_warehouse_24.npy,14,hybrid,1,0.021153958998183953,315.0,36.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_25.npy,14,prioritized,1,0.010151728998607723,311.0,39.0,0.0,,
warehouse,eval_map_warehouse_25.npy,14,hybrid,1,0.01994017000106396,318.0,39.0,0.0,0.0,0.0
warehouse,eval_map_warehouse_26.npy,14,prioritized,0,0.010714816002291627,285.0,31.0,1.0,,
warehouse,eval_map_warehouse_26.npy,14,hybrid,1,0.014966819999244763,287.0,31.0,0.0,0.0,0.0
