ISO3,Country,n_points,mean_scenario_risk,high_risk_share,slr_ge_4_share,slr_ge_7_share,baseline_tc_hazard,future_tc_hazard,scenario,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,risk_pop_proxy,risk_stock_proxy
GUY,Guyana,59,0.41740627747046877,0.6271186440677966,1.0,1.0,0.19173213322786933,0.23968433974815945,ssp370,38703.0,56761.0,34969608.0,33613.0,14078963.0,23692.397715501276,14596533.899881525
HKG,"China, Hong Kong SAR",1,0.39724508179070417,0.0,1.0,1.0,0.1922704032552845,0.2250948064990267,ssp370,546.0,57102.0,243074683.0,18509.0,54590872.0,22683.48866041279,96560222.3295845
HND,Honduras,99,0.5021482981387231,0.98989898989899,1.0,1.0,0.28090731040593364,0.35116222873845765,ssp370,85226.0,6683.0,22392815.0,2721.0,8215556.0,3355.8570764610863,11244513.94278527
HTI,Haiti,42,0.35747781675576595,0.047619047619047616,1.0,1.0,0.12150667413270042,0.15189549333328878,ssp370,18837.0,29641.0,75816106.0,32354.0,88657453.0,10595.999966457659,27102576.047803726
IDN,Indonesia,7679,0.37782711108230643,0.29209532491209794,0.9998697747102487,0.9997395494204975,0.22204575247214156,0.1940574237202973,ssp370,2913232.0,783119.0,2608833271.0,489596.0,1550664018.0,295883.58940366475,985687938.0773338
IND,India,1215,0.3144919753676883,0.05102880658436214,1.0,0.9415637860082304,0.11535382535106788,0.1239999790738816,ssp370,492571.0,1210902.0,1698438651.0,1144050.0,1587476843.0,380818.9619566845,534145326.3938218
IRN,Iran (Islamic Republic of),29,0.3429664462783699,0.06896551724137931,1.0,1.0,0.11501683755396491,0.1307396392475919,ssp370,10286.0,60448.0,331228543.0,2788.0,26222184.0,20731.635744634907,113600276.29867224
JAM,Jamaica,22,0.4427924781848232,0.8181818181818182,1.0,1.0,0.22836193787962608,0.28547525854332056,ssp370,9767.0,9981.0,163076058.0,2804.0,40149921.0,4419.51172476272,72208851.85443196
JPN,Japan,13,0.4278556858320396,0.3076923076923077,1.0,1.0,0.20250621656677462,0.2370780778590544,ssp370,1016.0,33178.0,1273881731.0,2485.0,392369031.0,14195.39594453541,545037541.6859108
KEN,Kenya,115,0.34892178545136154,0.017391304347826087,1.0,1.0,0.12504258421910425,0.1449718712919451,ssp370,56260.0,15358.0,16215720.0,34183.0,28889528.0,5358.740780962011,5658017.974779353
KHM,Cambodia,94,0.42967588257286327,0.425531914893617,1.0,1.0,0.22711635092967522,0.2658896543603894,ssp370,69351.0,92456.0,115114355.0,71430.0,109160155.0,39726.113399156646,49461862.0814309
KNA,Saint Kitts and Nevis,1,0.41187683442012146,0.0,1.0,1.0,0.18443988308981082,0.2305682978505725,ssp370,35.0,0.0,0.0,0.0,0.0,0.0,0.0
LBR,Liberia,63,0.24214498299319728,0.0,1.0,1.0,,0.0,ssp370,19726.0,11220.0,7794388.0,5823.0,5240208.0,2716.8667091836737,1887371.949702381
LCA,Saint Lucia,2,0.40946751018988853,0.5,1.0,1.0,0.216538219101361,0.2706944276986114,ssp370,162.0,1108.0,24666533.0,1933.0,31297014.0,453.6900012903965,10100143.852526722
LKA,Sri Lanka,89,0.3343777801536519,0.011235955056179775,1.0,1.0,0.10275001640024169,0.11679594364215472,ssp370,18119.0,45376.0,164516359.0,3985.0,18904169.0,15172.726152252108,55010614.921381265
MDG,Madagascar,564,0.400553544228071,0.19680851063829788,1.0,1.0,0.1918625602493172,0.2224416151018534,ssp370,275833.0,103671.0,31719761.0,20020.0,13838664.0,41525.78648366835,12705462.690617342
MEX,Mexico,2222,0.43651732086849737,0.40324032403240323,1.0,1.0,0.191556450959122,0.23448997394266802,ssp370,1004711.0,104691.0,1239455750.0,161141.0,1364288402.0,45699.43483904386,541043903.325054
MMR,Myanmar,1137,0.3301682443684273,0.056288478452066845,1.0,1.0,0.11473909525586873,0.13042392957734597,ssp370,546707.0,469825.0,172667784.0,63024.0,65783025.0,155121.29541039636,57009419.10226682
MOZ,Mozambique,660,0.4264001796079923,0.553030303030303,1.0,1.0,0.2154681801014343,0.2494309994056282,ssp370,304897.0,41997.0,23362062.0,28845.0,22122480.0,17907.528342996855,9961587.432813052
MTQ,Martinique,21,0.4522143916975616,0.8571428571428571,1.0,1.0,0.2349437410969118,0.29370317074524943,ssp370,1944.0,2384.0,0.0,620.0,0.0,1078.079109806987,0.0
MYS,Malaysia,1339,0.41829720793603414,0.37117251680358476,1.0,1.0,0.22612283517618087,0.2508352053957316,ssp370,579537.0,106284.0,342518762.0,22448.0,106584340.0,44458.300448273454,143274641.810307
MYT,Mayotte,11,0.4855680160725623,1.0,1.0,1.0,0.3018920684610597,0.35000762633238347,ssp370,675.0,2167.0,0.0,1335.0,0.0,1052.2258908292424,0.0
NCL,NewCaledonia,85,0.3238780374311177,0.0,1.0,1.0,0.1111396209924569,0.10490691104719992,ssp370,33481.0,5427.0,0.0,1384.0,0.0,1757.6861091386759,0.0
NGA,Nigeria,2592,0.2540764164462081,0.0,1.0,1.0,,0.0,ssp370,887472.0,133742.0,192628973.0,94983.0,86226425.0,33980.68808834876,48942479.16355337
NIC,Nicaragua,141,0.5020271945168108,0.9787234042553191,1.0,1.0,0.28208895208078283,0.35263939899618657,ssp370,86057.0,5268.0,19362943.0,8175.0,16184777.0,2644.679260714559,9720723.95187892
NZL,New Zealand,44,0.24280133928571426,0.0,1.0,1.0,,0.0,ssp370,29676.0,23126.0,1361281995.0,1186.0,230904478.0,5615.023772321428,330521091.531529
PAK,Pakistan,16,0.33635236135771546,0.0,1.0,1.0,0.10542547261587076,0.1198371347224603,ssp370,82083.0,42299.0,23958274.0,21578.0,18389322.0,14227.368533070006,8058422.033955159
PAN,Panama,513,0.3653215535419971,0.015594541910331383,1.0,1.0,0.13258469517588886,0.1657441274393787,ssp370,152860.0,8837.0,29974273.0,4742.0,14958912.0,3228.3465686506283,10950247.978651937
PER,Peru,24,0.2396019345238095,0.0,1.0,1.0,,0.0,ssp370,11845.0,8188.0,66437364.0,659.0,5598405.0,1961.8606398809522,15918520.939062499
PHL,Philippines,599,0.4195059050615962,0.34724540901502504,1.0,1.0,0.20477686898972405,0.23973637606364978,ssp370,274939.0,817650.0,1465017667.0,327137.0,545975346.0,343009.0032736141,614583562.3260632
PLW,Palau,15,0.5162329872062965,1.0,1.0,1.0,0.32985411786202273,0.3861668128634273,ssp370,5687.0,584.0,0.0,253.0,0.0,301.48006452847716,0.0
PNG,PapuaNewGuinea,1034,0.36082649455854965,0.058027079303675046,1.0,1.0,0.19754518819832004,0.18646685404415825,ssp370,461059.0,22150.0,107732071.677141,8133.0,39556882.119647,7992.306854471874,38872585.77479319
PRI,PuertoRico,18,0.3557201620554744,0.0,1.0,1.0,0.12272453696792823,0.15341794366360706,ssp370,8200.0,14668.0,753682843.679039,17258.0,886764283.897794,5217.703337029699,268100183.29193854
PYF,FrenchPolynesia,3,0.47304716122968693,1.0,1.0,1.0,0.35080076338107546,0.39079906642178575,ssp370,126.0,1753.0,0.0,122.0,0.0,829.2516736356412,0.0
QAT,Qatar,3,0.3400915261624806,0.0,1.0,1.0,0.10590715252419151,0.12038466027424849,ssp370,460.0,3051.0,53392981.0,6533.0,70418287.0,1037.6192463217283,18158500.39465433
SAU,Saudi Arabia,8,0.3871236372758332,0.0,1.0,1.0,0.17767348073781072,0.20196144555466944,ssp370,6127.0,82993.0,535581663.0,17490.0,112569887.0,32128.552028433227,207336321.43879953
SEN,Senegal,374,0.32086937949069755,0.0,1.0,1.0,0.10588132613922145,0.11669237574833619,ssp370,232995.0,30551.0,34984208.0,32980.0,43091067.0,9802.880412820301,11225361.112933498
SLB,SolomonIslands,125,0.44684440048599194,0.656,1.0,1.0,0.31121444160957307,0.29376153572410824,ssp370,51928.0,12568.0,15205621.486379,4837.0,5852131.693954,5615.9404253079465,6794546.817097941
SLE,Sierra Leone,514,0.24407874166203447,0.0,1.0,1.0,,0.0,ssp370,172741.0,10778.0,6624940.0,6660.0,3760047.0,2630.6806776334074,1617007.0187864786
SLV,El Salvador,119,0.41464313374405515,0.5462184873949579,1.0,1.0,0.18514317160597335,0.23144747882462727,ssp370,51920.0,2324.0,15254762.0,1222.0,2186078.0,963.6306428211842,6325282.32019973
SOM,Somalia,4,0.2522879464285714,0.0,1.0,1.0,,0.0,ssp370,5886.0,21804.0,11893090.909091,2039.0,1112181.818182,5500.8863839285705,3000483.4821428796
SUR,Suriname,116,0.40852956749890973,0.28448275862068967,1.0,1.0,0.1880061771385868,0.23502652204094737,ssp370,85438.0,4230.0,50073326.0,69710.0,595114322.0,1728.080070520388,20456434.21401191
SYC,Seychelles,4,0.4343431830648892,1.0,1.0,1.0,0.2346143919947115,0.2720072337908287,ssp370,227.0,5287.0,33278197.0,652.0,13548792.0,2296.3724088640693,14454158.011640448
TCA,Turks and Caicos Islands,8,0.370697955483666,0.0,1.0,1.0,0.1461833840046417,0.18274384834420257,ssp370,15037.0,827.0,44163526.0,1641.0,66776159.0,306.5672091849918,16371328.795149727
THA,Thailand,694,0.3386211862817621,0.05475504322766571,1.0,0.9985590778097982,0.1196744877457164,0.13715393589080047,ssp370,264930.0,124711.0,814801338.0,23646.0,204952563.0,42229.78676238483,275908995.65752697
TLS,TimorLeste,7,0.3558655769448598,0.0,1.0,1.0,0.1824424151541606,0.1722110445123153,ssp370,1344.0,2188.0,0.0,3698.0,0.0,778.6338823553533,0.0
TON,Tonga,4,0.3549919808740508,0.25,1.0,1.0,0.16420513234760103,0.18292780153787455,ssp370,1039.0,896.0,11031140.544791,1404.0,17285403.264382,318.0728148631495,3915966.4332954134
TTO,Trinidad and Tobago,26,0.3948788210901284,0.0,1.0,1.0,0.17170245454506386,0.21464523842678435,ssp370,11169.0,3000.0,16320282.0,567.0,6924440.0,1184.636463270385,6444533.716018443
TWN,Taiwan,9,0.37252267748762197,0.0,1.0,1.0,0.16042277227196466,0.1878101479542345,ssp370,167.0,389704.0,4891052614.0,70762.0,263254022.0,145173.57750763622,1822028015.5001123
TZA,U.R. of Tanzania: Mainland,201,0.4020172551822486,0.1044776119402985,1.0,1.0,0.19001063124458675,0.22029452565234908,ssp370,120155.0,19894.0,27388931.0,10681.0,15160642.0,7997.731274595654,11010822.862996
USA,United States,486,0.4163771748028739,0.3991769547325103,1.0,1.0,0.1772522638430283,0.22112712281817345,ssp370,231525.0,329242.0,21150953450.0,64247.0,2352552635.0,137088.8537864478,8806774241.898098
VEN,Venezuela (Bolivarian Republic of),634,0.3668775445873463,0.01892744479495268,1.0,1.0,0.1447643743774491,0.18068450285655313,ssp370,300542.0,128871.0,578987661.0,19847.0,123343160.0,47279.8760485159,212417571.41405085
VIR,UnitedStatesVirginIslands,4,0.3852850816757084,0.0,1.0,1.0,0.1552652030508147,0.19409703033382347,ssp370,274.0,1395.0,0.0,257.0,0.0,537.4726889376133,0.0
VNM,Viet Nam,226,0.43274280187713365,0.28761061946902655,1.0,1.0,0.21923787243063944,0.2566661620119982,ssp370,186363.0,2467538.0,4746241695.0,3673309.0,7391633755.0,1067809.3078582985,2053901929.480376
VUT,Vanuatu,4,0.4051980565914879,0.25,1.0,1.0,0.22273303785054493,0.2102421690878864,ssp370,1532.0,5656.0,50318275.816529,1607.0,14296582.25551,2291.8002080814554,20388867.571892012
WSM,Samoa,2,0.6245184806607539,1.0,1.0,1.0,0.47712459366132104,0.531526339830585,ssp370,231.0,543.0,0.0,2568.0,0.0,339.11353499878936,0.0
YEM,Yemen,1,0.32374022187076834,0.0,1.0,1.0,0.1167896234426099,0.1327547649672147,ssp370,1566.0,50926.0,369260678.0,6239.0,35634167.0,16486.794538990747,119544533.82387035
ZAF,South Africa,3,0.28344063424181526,0.0,1.0,1.0,0.11278775904181382,0.04358795735929938,ssp370,2654.0,8866.0,86491602.0,1603.0,22566767.0,2512.984663187934,24515234.527470656
,,9264,0.35900645122221697,0.1932210708117444,1.0,0.9981649395509499,0.19047818142978284,0.16184360990689967,ssp370,,,,,,0.0,0.0
ABW,Aruba,2,0.46267370523130874,0.5,1.0,1.0,0.24025745927215128,0.32468393046038524,ssp585,43.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,Angola,106,0.28483956124904614,0.0,1.0,1.0,0.10612475889402662,0.016795664766278102,ssp585,51756.0,11775.0,41409776.0,6739.0,41700883.0,3353.9858337075184,11795142.42726128
ANT,NetherlandsAntilles,3,0.4016194288229735,0.0,1.0,1.0,0.18582401275154078,0.25112257083243217,ssp585,228.0,458.0,0.0,6468.0,0.0,183.94169840092187,0.0
ARE,United Arab Emirates,3,0.5306648032004281,1.0,1.0,1.0,0.3172674917105156,0.38827195635532896,ssp585,7393.0,249755.0,570497070.0,111891.0,352075128.0,132536.18792332293,302742715.3779708
ATG,Antigua and Barbuda,14,0.4261237196588203,0.0,1.0,1.0,0.1784368718172567,0.24113958857384069,ssp585,869.0,1050.0,37536879.0,452.0,13802800.0,447.4299056417613,15995354.503863059
AUS,Australia,1573,0.43879964480526656,0.4589955499046408,1.0,1.0,0.2649324119399638,0.2590079800262395,ssp585,988392.0,98148.0,5895729369.0,111606.0,5565606181.0,43067.307538347304,2587043952.9851785
BEN,Benin,1,0.2455357142857143,0.0,1.0,1.0,,0.0,ssp585,2970.0,70975.0,102402912.0,7469.0,6886351.0,17426.897321428572,25143572.142857146
BGD,Bangladesh,2130,0.3983119691102759,0.2802816901408451,1.0,1.0,0.15008373740001069,0.18367247783013307,ssp585,531711.0,657059.0,1352366845.0,621358.0,1286290673.0,261714.46411162877,538663900.9914013
BHS,Bahamas,197,0.438237190688846,0.3299492385786802,1.0,1.0,0.19449737980284187,0.26284375906556046,ssp585,145902.0,6953.0,358419473.0,2378.0,149169432.0,3047.063186859546,157072742.9356967
BLZ,Belize,84,0.6294338803603333,1.0,1.0,1.0,0.34017345397769383,0.4597104057054554,ssp585,68012.0,3252.0,14005376.0,5925.0,20171289.0,2046.9189789318038,8815458.161585484
BMU,Bermuda,2,0.3631110724670057,0.0,1.0,1.0,0.08736950370467363,0.11807114730649593,ssp585,21.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2870,0.292006923099927,0.0013937282229965157,1.0,1.0,0.1372122796424395,0.04384088669769541,ssp585,1138408.0,348868.0,2319344780.0,265511.0,1002668479.0,101871.87124802533,677264732.815677
BRB,Barbados,1,0.4726276034115071,1.0,1.0,1.0,0.25560315156595936,0.3454220990262375,ssp585,11.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,Brunei Darussalam,37,0.6969357667412928,1.0,1.0,1.0,0.4724154543763932,0.5962260966593583,ssp585,18707.0,4636.0,56058429.0,1602.0,9281843.0,3230.994214612633,39069124.197427325
CHN,China,27,0.3936195848208396,0.0,1.0,1.0,0.16332182013733917,0.206125202758933,ssp585,24926.0,16077932.0,124137014007.0,764842.0,7632534942.0,6328588.918617691,48862759914.33409
CIV,C̫te d'Ivoire,12,0.25044642857142857,0.0,1.0,1.0,,0.0,ssp585,6453.0,82261.0,98886688.0,32548.0,12765872.0,20601.973660714284,24765817.84285714
CMR,Cameroon,748,0.2681099002100841,0.0,1.0,1.0,,0.0,ssp585,211303.0,9922.0,13652327.0,159861.0,88430743.0,2660.1864298844544,3660324.0296054366
COD,D.R. of the Congo,61,0.27834089578454335,0.0,1.0,1.0,,0.0,ssp585,36328.0,0.0,0.0,0.004043,5.0,0.0,0.0
COG,Congo,21,0.27733843537414965,0.0,1.0,1.0,,0.0,ssp585,2500.0,1001.0,9054302.0,1510.0,2081811.0,277.6157738095238,2511105.950085034
COL,Colombia,500,0.2977731060638349,0.004,1.0,1.0,0.11138697680494354,0.052383869438061836,ssp585,289936.0,71822.0,242069107.0,15055.0,85285326.0,21386.66002371675,72081669.8734888
CRI,Costa Rica,109,0.3492074670355492,0.009174311926605505,1.0,0.9908256880733946,0.096765892702673,0.13076942739839229,ssp585,37034.0,4394.0,36007873.0,2729.0,16020972.0,1534.4176101542032,12574218.123667743
CUB,Cuba,553,0.4678012026230943,0.48282097649186256,1.0,0.9981916817359855,0.21878532503787296,0.2956664882561815,ssp585,342417.0,29447.0,287496675.522528,9227.0,90084960.269174,13775.34201364226,134491290.55958012
CYM,Cayman Islands,21,0.5156581980263581,1.0,1.0,1.0,0.26595877102487353,0.35941668316301406,ssp585,4432.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Dominica,2,0.41232089230544583,0.0,1.0,1.0,0.16605091810596914,0.22440121072840669,ssp585,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,Dominican Republic,63,0.4354255839269945,0.2857142857142857,1.0,1.0,0.1964724954250356,0.2655129303173931,ssp585,19270.0,42807.0,211021863.0,6554.0,15004277.0,18639.262971162854,91884317.91813724
ECU,Ecuador,487,0.24359462085655614,0.0,1.0,1.0,,0.0,ssp585,162785.0,30509.0,143295722.0,16398.0,145772481.0,7431.828287712671,34906067.07095647
ERI,Eritrea,6,0.456919106833438,0.3333333333333333,1.0,1.0,0.18747206981625344,0.22942831904113095,ssp585,7175.0,4570.0,4847504.23871,6838.0,7253224.066586,2088.120318228812,2214917.307122678
FJI,Fiji,121,0.502643245961831,0.8181818181818182,1.0,1.0,0.3257866922445669,0.3304591111962686,ssp585,48811.0,5564.0,27088891.0,3911.0,18594698.0,2796.7070205316277,13616048.10174623
FSM,MicronesiaFederatedStatesof,24,0.5514092460164821,0.9166666666666666,1.0,1.0,0.30835400052249257,0.38916741697942747,ssp585,8711.0,2962.0,0.0,420.0,0.0,1633.27418670082,0.0
GAB,Gabon,569,0.2743613482299774,0.0,1.0,1.0,,0.0,ssp585,194197.0,2162.0,5069257.0,1557.0,3320704.0,593.169234873211,1390808.1850442505
GHA,Ghana,22,0.2597098214285714,0.0,1.0,1.0,,0.0,ssp585,18391.0,59157.0,249967863.0,18397.0,109352669.0,15363.65390625,64919109.0626116
GIN,Guinea,772,0.3036959699151711,0.0,1.0,1.0,0.12121748918155352,0.07375515185375259,ssp585,253417.0,7795.0,9351624.0,21210.0,30338541.0,2367.310085488759,2840050.520961992
GLP,Guadeloupe,33,0.47193781953278435,0.9090909090909091,1.0,1.0,0.2340265266792163,0.3162634481542929,ssp585,3415.0,2631.0,0.0,1016.0,0.0,1241.6684031907557,0.0
GMB,Gambia,163,0.339770895441958,0.0,1.0,1.0,0.10588132613922145,0.12687547548610625,ssp585,74425.0,2784.0,1684971.0,1687.0,1323843.0,945.9221729104111,572504.1054637313
GNB,Guinea-Bissau,814,0.34643890782988235,0.0012285012285012285,1.0,1.0,0.11505137802553743,0.13786376526044097,ssp585,297832.0,2443.0,1774430.0,2711.0,1585206.0,846.3502518284025,614731.5912205782
GNQ,Equatorial Guinea,55,0.2719196428571429,0.0,1.0,1.0,,0.0,ssp585,33795.0,3803.0,8258813.0,1290.0,13360149.0,1034.1104017857144,2245733.4813839286
GRD,Grenada,8,0.43023230325635187,0.0,1.0,1.0,0.20335992144367662,0.27482059783898455,ssp585,209.0,1594.0,36869182.0,623.0,18227371.0,685.7902913906249,15862313.09103763
GTM,Guatemala,59,0.4118578522281647,0.05084745762711865,1.0,1.0,0.17496234152986784,0.23644410834346338,ssp585,29554.0,1684.0,7753412.0,996.0,4470789.0,693.5686231522293,3193303.613760079
GUF,FrenchGuiana,112,0.44955205831639383,0.4375,1.0,1.0,0.20839897873033864,0.2816303798561796,ssp585,83100.0,3484.0,0.0,6074.0,0.0,1566.2393711743161,0.0
GUY,Guyana,59,0.4444342813970394,0.6271186440677966,1.0,1.0,0.19173213322786933,0.2591068048441426,ssp585,38703.0,56761.0,34969608.0,33613.0,14078963.0,25226.534246377352,15541692.60221616
HKG,"China, Hong Kong SAR",1,0.4236246265771592,0.0,1.0,1.0,0.1922704032552845,0.24266063054042947,ssp585,546.0,57102.0,243074683.0,18509.0,54590872.0,24189.813426808945,102972421.81623635
HND,Honduras,99,0.5252080771870344,0.98989898989899,1.0,1.0,0.28090731040593364,0.3796181392825787,ssp585,85226.0,6683.0,22392815.0,2721.0,8215556.0,3509.9655798409512,11760887.308954982
HTI,Haiti,42,0.3786176354932154,0.047619047619047616,1.0,1.0,0.12150667413270042,0.1642041194229313,ssp585,18837.0,29641.0,75816106.0,32354.0,88657453.0,11222.6053336544,28705314.786022983
IDN,Indonesia,7679,0.40067030064576875,0.2914441984633416,1.0,0.9997395494204975,0.22204575247214156,0.2078489884463807,ssp585,2913232.0,783119.0,2608833271.0,489596.0,1550664018.0,313772.5251714138,1045282011.0262543
IND,India,1215,0.3414980116917526,0.05185185185185185,1.0,0.9415637860082304,0.11535382535106788,0.13350151701470597,ssp585,492571.0,1210902.0,1698438651.0,1144050.0,1587476843.0,413520.6253535666,580013422.2969224
IRN,Iran (Islamic Republic of),29,0.35849916323565434,0.06896551724137931,1.0,1.0,0.11501683755396491,0.14075760579854227,ssp585,10286.0,60448.0,331228543.0,2788.0,26222184.0,21670.557419268833,118745155.50526495
JAM,Jamaica,22,0.4727518956508323,0.7727272727272727,1.0,1.0,0.22836193787962608,0.3086083228505267,ssp585,9767.0,9981.0,163076058.0,2804.0,40149921.0,4718.5366704909575,77094515.55476508
JPN,Japan,13,0.44975571022430777,0.3076923076923077,1.0,1.0,0.20250621656677462,0.2555790458045949,ssp585,1016.0,33178.0,1273881731.0,2485.0,392369031.0,14921.994953822083,572935582.6676756
KEN,Kenya,115,0.36617898697657575,0.008695652173913044,1.0,1.0,0.12504258421910425,0.15621820131661127,ssp585,56260.0,15358.0,16215720.0,34183.0,28889528.0,5623.77688198625,5937855.922695799
KHM,Cambodia,94,0.45568485544945353,0.425531914893617,1.0,1.0,0.22711635092967522,0.28663900418132454,ssp585,69351.0,92456.0,115114355.0,71430.0,109160155.0,42130.79899543468,52455868.218332075
KNA,Saint Kitts and Nevis,1,0.436542293935676,0.0,1.0,1.0,0.18443988308981082,0.24925205800757033,ssp585,35.0,0.0,0.0,0.0,0.0,0.0,0.0
LBR,Liberia,63,0.2636196145124716,0.0,1.0,1.0,,0.0,ssp585,19726.0,11220.0,7794388.0,5823.0,5240208.0,2957.8120748299316,2054753.5599206346
LCA,Saint Lucia,2,0.4350613097117154,0.5,1.0,1.0,0.216538219101361,0.2926297492935792,ssp585,162.0,1108.0,24666533.0,1933.0,31297014.0,482.0479311605807,10731454.15302725
LKA,Sri Lanka,89,0.35192662536172103,0.011235955056179775,1.0,1.0,0.10275001640024169,0.1257454700706158,ssp585,18119.0,45376.0,164516359.0,3985.0,18904169.0,15969.022552413453,57897687.039667405
MDG,Madagascar,564,0.420898435647649,0.20212765957446807,1.0,1.0,0.1918625602493172,0.23969773377067688,ssp585,275833.0,103671.0,31719761.0,20020.0,13838664.0,43634.96172202742,13350797.784017306
MEX,Mexico,2222,0.4640346039880698,0.40324032403240323,1.0,1.0,0.191556450959122,0.25327170252448405,ssp585,1004711.0,104691.0,1239455750.0,161141.0,1364288402.0,48580.246726115016,575150358.111986
MMR,Myanmar,1137,0.3539326659007938,0.056288478452066845,1.0,1.0,0.11473909525586873,0.14041770477413215,ssp585,546707.0,469825.0,172667784.0,63024.0,65783025.0,166286.41475684044,61112769.10630243
MOZ,Mozambique,660,0.44990015877014694,0.44696969696969696,1.0,1.0,0.2154681801014343,0.2687808450874082,ssp585,304897.0,41997.0,23362062.0,28845.0,22122480.0,18894.45696786986,10510595.402998017
MTQ,Martinique,21,0.4785183268899982,0.7619047619047619,1.0,1.0,0.2349437410969118,0.31750297171836656,ssp585,1944.0,2384.0,0.0,620.0,0.0,1140.7876913057557,0.0
MYS,Malaysia,1339,0.4415144231444834,0.368185212845407,1.0,1.0,0.22612283517618087,0.27040729118438733,ssp585,579537.0,106284.0,342518762.0,22448.0,106584340.0,46925.918949488274,151226973.6205926
MYT,Mayotte,11,0.5160718550735859,1.0,1.0,1.0,0.3018920684610597,0.37715979896977103,ssp585,675.0,2167.0,0.0,1335.0,0.0,1118.3277099444606,0.0
NCL,NewCaledonia,85,0.3345550729098661,0.0,1.0,1.0,0.1111396209924569,0.111904261584885,ssp585,33481.0,5427.0,0.0,1384.0,0.0,1815.6303806818432,0.0
NGA,Nigeria,2592,0.27039809992283953,0.0,1.0,1.0,,0.0,ssp585,887472.0,133742.0,192628973.0,94983.0,86226425.0,36163.582679880405,52086508.289287955
NIC,Nicaragua,141,0.5265995585852935,0.9787234042553191,1.0,1.0,0.28208895208078283,0.3812150098419699,ssp585,86057.0,5268.0,19362943.0,8175.0,16184777.0,2774.1264746273264,10196517.236712199
NZL,New Zealand,44,0.2539620535714286,0.0,1.0,1.0,,0.0,ssp585,29676.0,23126.0,1361281995.0,1186.0,230904478.0,5873.126450892858,345713970.9400112
PAK,Pakistan,16,0.3564059004775893,0.0,1.0,1.0,0.10542547261587076,0.12901969338730263,ssp585,82083.0,42299.0,23958274.0,21578.0,18389322.0,15075.61318430155,8538870.218858816
PAN,Panama,513,0.3816985268236909,0.009746588693957114,1.0,1.0,0.13258469517588886,0.17917495706069622,ssp585,152860.0,8837.0,29974273.0,4742.0,14958912.0,3373.0698815409564,11441135.846711133
PER,Peru,24,0.23949962797619043,0.0,1.0,1.0,,0.0,ssp585,11845.0,8188.0,66437364.0,659.0,5598405.0,1961.0229538690471,15911723.961718747
PHL,Philippines,599,0.44525757580512976,0.34891485809682804,1.0,1.0,0.20477686898972405,0.25844479081455096,ssp585,274939.0,817650.0,1465017667.0,327137.0,545975346.0,364064.85685706435,652310214.9201069
PLW,Palau,15,0.5502923488677761,1.0,1.0,1.0,0.32985411786202273,0.4163022850713017,ssp585,5687.0,584.0,0.0,253.0,0.0,321.3707317387813,0.0
PNG,PapuaNewGuinea,1034,0.38322139950622347,0.058027079303675046,1.0,1.0,0.19754518819832004,0.1989042990931245,ssp585,461059.0,22150.0,107732071.677141,8133.0,39556882.119647,8488.35399906285,41285235.27981875
PRI,PuertoRico,18,0.3754218006351414,0.0,1.0,1.0,0.12272453696792823,0.1658499392584582,ssp585,8200.0,14668.0,753682843.679039,17258.0,886764283.897794,5506.686971716254,282948970.2817986
PYF,FrenchPolynesia,3,0.5000126210356561,1.0,1.0,1.0,0.35080076338107546,0.42035753874427506,ssp585,126.0,1753.0,0.0,122.0,0.0,876.5221246755052,0.0
QAT,Qatar,3,0.35602946882875325,0.0,1.0,1.0,0.10590715252419151,0.12960917325910556,ssp585,460.0,3051.0,53392981.0,6533.0,70418287.0,1086.2459093965263,19009474.664613713
SAU,Saudi Arabia,8,0.40720634021175367,0.0,1.0,1.0,0.17767348073781072,0.21743680572693275,ssp585,6127.0,82993.0,535581663.0,17490.0,112569887.0,33795.27579319407,218092248.87475482
SEN,Senegal,374,0.3417164934507946,0.0,1.0,1.0,0.10588132613922145,0.1255185185290356,ssp585,232995.0,30551.0,34984208.0,32980.0,43091067.0,10439.780591415225,11954680.883913236
SLB,SolomonIslands,125,0.4750598835201275,0.696,1.0,1.0,0.31121444160957307,0.3133555969678469,ssp585,51928.0,12568.0,15205621.486379,4837.0,5852131.693954,5970.552616080962,7223580.772170356
SLE,Sierra Leone,514,0.2595369823513063,0.0,1.0,1.0,,0.0,ssp585,172741.0,10778.0,6624940.0,6660.0,3760047.0,2797.2895957823794,1719416.9358584632
SLV,El Salvador,119,0.43128823052446275,0.5462184873949579,1.0,1.0,0.18514317160597335,0.25020248210831236,ssp585,51920.0,2324.0,15254762.0,1222.0,2186078.0,1002.3138477388515,6579199.310051815
SOM,Somalia,4,0.26640624999999996,0.0,1.0,1.0,,0.0,ssp585,5886.0,21804.0,11893090.909091,2039.0,1112181.818182,5808.721874999999,3168393.7500000237
SUR,Suriname,116,0.43582642855161496,0.28448275862068967,1.0,1.0,0.1880061771385868,0.2540715477850862,ssp585,85438.0,4230.0,50073326.0,69710.0,595114322.0,1843.5457927733312,21823278.836280722
