feature,spearman_pt,pearson_pt,spearman_age,overall_var,trajectory_var,dynamic_ratio,autocorrelation,f_stat_phase,p_anova,f_stat_batch,p_batch,batch_confound_ratio,dynamism_score
Int_Med_p16_ring,0.34153740809602695,0.36058694,-0.059919857979975545,0.005165293,0.00084787287,0.16414808,0.12258559822860812,3.6728482,0.011733647,0.002215326,0.962463,0.000603163,0.3829166666666667
Int_Med_p16_cyto,0.34153740809602695,0.36058694,-0.059919857979975545,0.005165293,0.00084787287,0.16414808,0.12258559822860812,3.6728482,0.011733647,0.002215326,0.962463,0.000603163,0.3829166666666667
Int_Med_pp27_cell,0.2512934741535928,0.30519825,0.06119821396841916,0.008034855,0.0010252584,0.12760136,0.14942452310452575,14.46023,2.40099e-09,0.03059519,0.8611594,0.0021158163,0.37937499999999996
Int_MeanEdge_pERK_cell,0.18494052432030667,0.28772458,-0.23287717648141512,0.0134701785,0.0014521867,0.10780753,0.10237642008537302,30.741177,1.5267381e-19,0.0004133833,0.98378015,1.34472175e-05,0.376875
Int_Med_pGSK3b_cell,0.26310571021611573,0.30425283,-0.08893840217624241,0.009048376,0.0009775975,0.10804121,0.13922215237574487,9.549085,2.8459467e-06,0.00047430466,0.9826262,4.967017e-05,0.36791666666666667
Int_Med_Bcl2_cyto,0.3113011164170321,0.3312536,-0.02322085454589954,0.0058268732,0.0007660917,0.13147561,0.11987448376155567,8.081659,2.3316989e-05,0.0064708465,0.93589187,0.00080068293,0.366875
Int_Med_Bcl2_ring,0.3113011164170321,0.3312536,-0.02322085454589954,0.0058268732,0.0007660917,0.13147561,0.11987448376155567,8.081659,2.3316989e-05,0.0064708465,0.93589187,0.00080068293,0.366875
Int_MeanEdge_cJun_cell,0.21523412137746267,0.2826515,-0.21672360168731614,0.002990697,0.0003949287,0.13205239,0.22203151353272385,7.9905267,2.6562391e-05,0.00048132235,0.98249817,6.0236624e-05,0.3660416666666667
Int_Med_Cdh1_nuc,-0.01899156841935698,0.031035207,-0.3670278266151216,0.017832322,0.0020570755,0.11535657,0.0976940898589603,221.56528,0.0,0.003267029,0.9544235,1.4745221e-05,0.3639583333333333
Int_Med_pRB_nuc,0.18281649856429139,0.11666969,0.2582264626136358,0.026878338,0.0014389904,0.053537175,0.01568709819107917,1307.72,0.0,0.00039411176,0.9841626,3.013732e-07,0.36270833333333335
Int_Med_pp38_nuc,0.22954854505856515,0.23282774,0.209999569549067,0.004701233,0.0004671978,0.099377714,0.08586655445208831,32.538876,1.1570492e-20,0.00085458206,0.9766807,2.6263417e-05,0.35750000000000004
Int_MeanEdge_Fra1_cell,0.11056581814147283,0.23728727,-0.2303140430166519,0.0031830298,0.00043719157,0.13735077,0.2449076712720995,15.663613,4.2214607e-10,0.0007800867,0.97772,4.980247e-05,0.355625
Int_MeanEdge_cMyc_cell,0.16738013336306734,0.27540195,-0.1196201287998278,0.0028718424,0.00041712215,0.14524549,0.17667348231932783,15.571512,4.822263e-10,0.0018568353,0.9656321,0.00011924566,0.3547916666666666
Int_Med_p53_cell,0.3534910935224265,0.3821845,0.009913395457826062,0.0015723694,0.00027227626,0.17316304,0.18915660400714018,0.5681564,0.63598907,0.009232175,0.9234606,0.016249353,0.3527083333333334
Int_Med_BP1_ring,0.28682866790522366,0.30447924,-0.0647102296901224,0.0014814322,0.0001611831,0.10880221,0.16226397343866766,7.8567643,3.2158852e-05,5.695197e-05,0.9939793,7.2487815e-06,0.34937500000000005
Int_Med_BP1_cyto,0.28682866790522366,0.30447924,-0.0647102296901224,0.0014814322,0.0001611831,0.10880221,0.16226397343866766,7.8567643,3.2158852e-05,5.695197e-05,0.9939793,7.2487815e-06,0.34937500000000005
Int_MeanEdge_DNA_cell,0.08103759743276881,0.2386519,-0.19907465870862515,0.003332032,0.0004840613,0.14527512,0.2832778688918585,11.792713,1.12740736e-07,0.0008465897,0.97678995,7.178922e-05,0.34520833333333334
Int_MeanEdge_pp38_cell,0.2254170045615298,0.2883935,-0.1502739949442502,0.0065612323,0.00074322347,0.113274984,0.1333969974281316,12.086971,7.376637e-08,0.0010267999,0.9744395,8.495097e-05,0.3404166666666667
Int_Med_RB_ring,0.36700605667345926,0.30938,-0.07580263457210897,0.0011878408,0.00014106648,0.118758745,0.1537543159449148,4.1677046,0.005915377,0.0010702916,0.97390395,0.00025680603,0.33791666666666664
Int_Med_RB_cyto,0.36700605667345926,0.30938,-0.07580263457210897,0.0011878408,0.00014106648,0.118758745,0.1537543159449148,4.1677046,0.005915377,0.0010702916,0.97390395,0.00025680603,0.33791666666666664
Int_Med_CDK6_cyto,0.3078909625060824,0.31062302,-0.04842524372610919,0.002950774,0.00033980008,0.115156256,0.10816996329960009,6.684909,0.00017090394,0.00019294518,0.98891836,2.88628e-05,0.33208333333333334
Int_Med_CDK6_ring,0.3078909625060824,0.31062302,-0.04842524372610919,0.002950774,0.00033980008,0.115156256,0.10816996329960009,6.684909,0.00017090394,0.00019294518,0.98891836,2.88628e-05,0.33208333333333334
Int_Med_pRB_ring,0.3367434437956045,0.27932882,-0.07797778424554547,0.0005521018,5.3678476e-05,0.09722568,0.14402158216443958,8.331855,1.6300854e-05,0.00042382214,0.9835766,5.0867682e-05,0.33
Int_Med_pRB_cyto,0.3367434437956045,0.27932882,-0.07797778424554547,0.0005521018,5.3678476e-05,0.09722568,0.14402158216443958,8.331855,1.6300854e-05,0.00042382214,0.9835766,5.0867682e-05,0.33
Int_MeanEdge_Cdh1_cell,0.2189255130027377,0.28115994,-0.1571476446738223,0.0048872093,0.00057105697,0.116847254,0.14970119654349465,16.611912,1.0725492e-10,0.070849404,0.7901239,0.004264976,0.3297916666666667
Int_Med_bCat_cell,0.24966733740202712,0.306144,0.03179761300010028,0.0070283846,0.00097308535,0.13845079,0.16261922012703864,3.469666,0.015516916,0.01930632,0.889502,0.0055643166,0.3229166666666667
Int_Med_p21_nuc,0.01808949121306971,0.14075166,-0.22669044155715595,0.01180668,0.0008976005,0.0760248,0.05140573586436266,671.6687,0.0,8.734928e-05,0.9925437,1.3004816e-07,0.32145833333333335
Int_Med_STAT3_cell,0.2622156984152491,0.30239236,-0.056873499520277905,0.0021813447,0.00025542773,0.117096454,0.17180907185347064,6.23256,0.0003248135,0.00065825286,0.97953326,0.00010561517,0.31437499999999996
Int_MeanEdge_pCHK1_cell,0.2973810826163539,0.29821718,-0.1702349070120387,0.001183696,0.00013482932,0.11390536,0.12613830791108588,8.134103,2.1632006e-05,0.00085394265,0.9766894,0.00010498302,0.31187499999999996
Int_Med_Cdt1_cyto,0.16144653073000576,0.22171284,-0.0316974284092982,0.0054658772,0.0006970031,0.12751898,0.0946929938520752,20.243595,5.6459e-13,0.0015175601,0.9689284,7.496495e-05,0.30750000000000005
Int_Med_Cdt1_ring,0.16144653073000576,0.22171284,-0.0316974284092982,0.0054658772,0.0006970031,0.12751898,0.0946929938520752,20.243595,5.6459e-13,0.0015175601,0.9689284,7.496495e-05,0.30750000000000005
Int_Med_pGSK3b_ring,0.21006424422576242,0.25357667,-0.1159699814494251,0.011163874,0.0008749891,0.07837684,0.1030059375875147,15.840885,3.267639e-10,0.00058969366,0.98062813,3.7226055e-05,0.30437500000000006
Int_Med_pGSK3b_cyto,0.21006424422576242,0.25357667,-0.1159699814494251,0.011163874,0.0008749891,0.07837684,0.1030059375875147,15.840885,3.267639e-10,0.00058969366,0.98062813,3.7226055e-05,0.30437500000000006
Int_MeanEdge_GSK3b_cell,0.26112011291532194,0.32324106,-0.14003489423084065,0.0032325063,0.00040509753,0.12531994,0.10147564224322887,6.410365,0.0002524083,0.00019120946,0.9889683,2.982817e-05,0.3035416666666667
Int_Med_pp21_cyto,0.26594302972380346,0.31053397,-0.01572091851764839,0.0048345793,0.0005489994,0.11355681,0.10799712429512671,8.894662,7.2786975e-06,0.018197276,0.8927029,0.0020458647,0.2889583333333333
Int_Med_pp21_ring,0.26594302972380346,0.31053397,-0.01572091851764839,0.0048345793,0.0005489994,0.11355681,0.10799712429512671,8.894662,7.2786975e-06,0.018197276,0.8927029,0.0020458647,0.2889583333333333
Int_Med_cJun_nuc,0.1746499923827045,0.14912759,0.1653456250167014,0.010472893,0.000766638,0.073202126,0.047915848307887,49.724106,2.719655e-31,0.0043314267,0.947531,8.710919e-05,0.2881250000000001
Int_Med_pp38_cyto,0.30559103613830957,0.32589507,0.011951646772377228,0.0020132256,0.00028940054,0.14374968,0.14093663209580612,1.4740117,0.21960336,0.002596408,0.95936507,0.0017614568,0.28645833333333337
Int_Med_pp38_ring,0.30559103613830957,0.32589507,0.011951646772377228,0.0020132256,0.00028940054,0.14374968,0.14093663209580612,1.4740117,0.21960336,0.002596408,0.95936507,0.0017614568,0.28645833333333337
Int_Med_cycE_nuc,0.24031224356052688,0.18508402,0.361543468093203,0.0015232979,9.108394e-05,0.059793912,0.06758628915099556,26.39972,7.858259e-17,0.00022782527,0.9879584,8.629837e-06,0.2843750000000001
Int_Med_pGSK3b_nuc,0.20195396592092946,0.19659208,0.17471514653448733,0.010136935,0.00061705103,0.06087156,0.01735415379327673,20.791586,2.5588524e-13,8.279438e-06,0.9977044,3.9821097e-07,0.2833333333333333
Int_MeanEdge_CDK4_cell,0.2909719422546935,0.32968903,-0.025407566050300628,0.0068604946,0.0009092125,0.1325287,0.11646235966348202,1.6877441,0.16749159,0.07015095,0.7911369,0.04156492,0.28041666666666665
Int_Med_cFos_cyto,0.14527150069727665,0.18899654,0.10522462487500348,0.0026805233,0.00026780835,0.09990898,0.07311436871726035,22.075336,4.0101088e-14,4.9076356e-05,0.99441105,2.2231307e-06,0.275625
Int_Med_cFos_ring,0.14527150069727665,0.18899654,0.10522462487500348,0.0026805233,0.00026780835,0.09990898,0.07311436871726035,22.075336,4.0101088e-14,4.9076356e-05,0.99441105,2.2231307e-06,0.275625
Int_MeanEdge_Skp2_cell,0.26971475816943447,0.29924667,-0.052183797555815564,0.0024790925,0.0003535457,0.14261094,0.15111467090013198,1.6156578,0.18361491,0.05193214,0.8197515,0.032143034,0.26875
Int_Med_RB_nuc,0.13325164322361346,0.11414225,0.0758886216652919,0.011587783,0.0007110347,0.06136072,0.039484704621269226,96.20436,0.0,0.003160137,0.9551745,3.284817e-05,0.2679166666666667
Int_Med_cFos_nuc,0.10540001663818248,0.11458799,0.31391288072518436,0.00964523,0.0007578742,0.07857503,0.07502842465578403,52.105797,9.4183465e-33,0.0055135638,0.94081414,0.00010581478,0.2679166666666667
Int_MeanEdge_pRB_cell,0.053411941190043444,0.14716019,-0.21021440111462833,0.0059659416,0.0005348077,0.08964346,0.13693759825632387,20.88901,2.2230544e-13,0.00047424374,0.9826273,2.2703027e-05,0.26333333333333336
Int_MeanEdge_Cdt1_cell,0.09491269624253465,0.14040299,-0.1646169970596091,0.0046230946,0.00036201542,0.07830586,0.07704491543589384,28.246695,5.5056273e-18,3.6198995e-05,0.9951999,1.2815303e-06,0.26187499999999997
Int_Med_STAT3_cyto,0.2380111647556248,0.26720414,-0.07173629666069929,0.0029015995,0.0002682432,0.09244666,0.12744943445360218,7.666602,4.2196134e-05,0.0010146603,0.974591,0.00013234811,0.26125000000000004
Int_Med_STAT3_ring,0.2380111647556248,0.26720414,-0.07173629666069929,0.0029015995,0.0002682432,0.09244666,0.12744943445360218,7.666602,4.2196134e-05,0.0010146603,0.974591,0.00013234811,0.26125000000000004
Int_MeanEdge_PCNA_cell,0.1568132592221084,0.2534463,-0.25977044219430495,0.0053131846,0.0005533189,0.10414072,0.10846107316422712,6.6575823,0.00017767228,9.861258e-06,0.99749464,1.481207e-06,0.2579166666666667
Int_Med_ERK_nuc,0.13824879870871307,0.1524588,-0.04219177167450063,0.005764391,0.00045772994,0.07940647,0.06094128465849027,15.557172,4.923214e-10,4.806684e-06,0.99825084,3.0896902e-07,0.2529166666666667
Int_Med_pAKT_nuc,-0.2245146454704483,-0.17633814,-0.14149436584683495,0.0073154797,0.00069814466,0.09543389,0.07266653995340569,7.6897225,4.082564e-05,0.0006075672,0.9803368,7.9010286e-05,0.25083333333333335
Int_Med_pp53_ring,0.27313913844698834,0.30032352,-0.019313854239664852,0.0021244565,0.00026662994,0.12550502,0.10457070691121205,2.7551856,0.041031312,0.00048559613,0.9824206,0.00017624807,0.2458333333333333
Int_Med_pp53_cyto,0.27313913844698834,0.30032352,-0.019313854239664852,0.0021244565,0.00026662994,0.12550502,0.10457070691121205,2.7551856,0.041031312,0.00048559613,0.9824206,0.00017624807,0.2458333333333333
Int_MeanEdge_BP1_cell,0.19956418687582508,0.23211926,-0.08976532499241016,0.0015397754,0.00014038254,0.091170795,0.16781109205261432,6.6126685,0.00018938206,0.00036308367,0.9847988,5.4907283e-05,0.24208333333333332
Int_Med_p53_cyto,0.2975438764344945,0.32741013,-0.02309290634982326,0.0015378712,0.00020140887,0.13096602,0.11221402015426542,1.8499058,0.13596356,0.015142712,0.90207195,0.008185666,0.2391666666666667
Int_Med_p53_ring,0.2975438764344945,0.32741013,-0.02309290634982326,0.0015378712,0.00020140887,0.13096602,0.11221402015426542,1.8499058,0.13596356,0.015142712,0.90207195,0.008185666,0.2391666666666667
Int_MeanEdge_bCat_cell,0.14275381105710228,0.23932719,-0.12662570985310673,0.007303182,0.00074578164,0.10211735,0.12629440908817777,10.139124,1.2190081e-06,0.015279796,0.90163183,0.0015070135,0.23520833333333335
Int_MeanEdge_pAKT_cell,-0.09310002744761195,0.027794005,-0.25311296386772736,0.009433496,0.0003369367,0.035717055,0.05117152966228514,31.986446,2.5556214e-20,2.7627531e-05,0.9958066,8.637262e-07,0.22041666666666665
Int_MeanEdge_pp65_cell,0.16198469744284716,0.22616838,-0.0974407377625937,0.006331085,0.00060948,0.09626786,0.11492393934377712,4.6439643,0.0030454707,0.0001542386,0.990092,3.3212702e-05,0.21833333333333332
Int_Med_bCat_nuc,0.1851037420166419,0.18909204,0.18944362607729184,0.004422902,0.0002980972,0.067398556,0.02190580709898817,23.935673,2.7385598e-15,0.0053249463,0.94183344,0.00022246904,0.21416666666666667
Int_Med_STAT3_nuc,0.18941326560563965,0.20894232,0.11089699144424732,0.0058656647,0.00034881238,0.059466813,0.05843220971801802,8.503979,1.2740414e-05,3.0962787e-05,0.99556065,3.6409765e-06,0.20770833333333333
Int_MeanEdge_p53_cell,0.23668104843468277,0.24676819,-0.1401330627363786,0.002472251,0.00021616933,0.08743826,0.07672991968959139,8.536212,1.2165627e-05,0.005096994,0.9430899,0.00059710257,0.20729166666666662
Int_Med_pSTAT3_nuc,0.21654545988158663,0.13354963,0.20884752910319032,0.0016745782,5.506632e-05,0.032883696,0.02591677536211935,20.809319,2.494156e-13,0.00045120693,0.9830544,2.1682927e-05,0.2
Int_Med_pp27_nuc,0.2150355576591498,0.17826535,0.18297683057954198,0.00046387472,3.4747376e-05,0.07490681,0.05366750594967268,14.273674,3.1433736e-09,0.0014513115,0.9696138,0.0001016775,0.19479166666666664
Int_Med_pS6_nuc,0.16828039210383322,0.15613395,0.1538910972520072,0.0022821343,0.00013470107,0.059024166,0.059604653720956316,10.120129,1.2527568e-06,1.8346034e-05,0.9965828,1.8128262e-06,0.18833333333333332
Int_Med_pERK_ring,0.09588214926458048,0.14046511,-0.1247373171675302,0.016871914,0.0006942153,0.041146208,0.03302968919530294,15.046448,1.0296054e-09,7.022428e-05,0.9933144,4.667167e-06,0.179375
Int_Med_pERK_cyto,0.09588214926458048,0.14046511,-0.1247373171675302,0.016871914,0.0006942153,0.041146208,0.03302968919530294,15.046448,1.0296054e-09,7.022428e-05,0.9933144,4.667167e-06,0.179375
Int_Med_pRSK_nuc,0.21070230446169494,0.15813315,0.118745420387973,0.0083601745,0.00034692508,0.04149735,0.03353310922528518,9.82116,1.9252595e-06,0.00090502395,0.9760026,9.215041e-05,0.17354166666666665
Int_Med_pp27_cyto,0.1803697759027843,0.2118217,0.020346008238520227,0.013629265,0.0009786293,0.07180353,0.07452308376545659,6.951988,0.00011688594,0.032364085,0.8572441,0.004655371,0.17291666666666666
Int_Med_pp27_ring,0.1803697759027843,0.2118217,0.020346008238520227,0.013629265,0.0009786293,0.07180353,0.07452308376545659,6.951988,0.00011688594,0.032364085,0.8572441,0.004655371,0.17291666666666666
Int_Med_pERK_cell,0.12490759693146639,0.17002054,-0.10596157112035924,0.01660518,0.00085817603,0.051681224,0.04296943048660261,9.788283,2.0183963e-06,0.00019495403,0.98886085,1.991708e-05,0.17229166666666668
Int_MeanEdge_RB_cell,0.07280025054314682,0.15479182,-0.15739859654985608,0.00532828,0.00035379804,0.06640004,0.1371484129795618,5.120346,0.0015617897,2.9893228e-05,0.995638,5.8381265e-06,0.16895833333333335
Int_Med_RSK1_cell,0.19437347668651525,0.2506319,0.0004180954171696553,0.00083267,8.070673e-05,0.09692523,0.16887157459332502,1.4716741,0.2202487,0.0011068092,0.9734627,0.000752075,0.16145833333333331
Int_Med_p14ARF_nuc,-0.04895646669742978,-0.024623668,0.10096769821655012,0.009769215,0.00075928343,0.07772205,0.05899079065563585,12.978699,2.0382396e-08,0.0062325066,0.9370811,0.00048021044,0.15395833333333334
Int_MeanEdge_cFos_cell,0.06074384470956065,0.12920263,-0.02744291432543554,0.0058656675,0.00051158346,0.08721658,0.05652143690053921,5.13499,0.0015299745,2.4710109e-05,0.99603415,4.812104e-06,0.1491666666666667
Int_MeanEdge_RSK1_cell,0.1307432089520024,0.18340984,-0.10157582083547603,0.0061225006,0.00036025554,0.05884124,0.04895997845723226,4.2151113,0.0055381525,2.1253199e-07,0.9996322,5.042144e-08,0.14916666666666667
Int_Med_pSTAT3_cell,0.20156803145235422,0.22473754,-0.02975553623307318,0.0009922774,7.950446e-05,0.08012322,0.10131176150062031,1.676286,0.16996224,8.837436e-05,0.99250007,5.2720337e-05,0.14270833333333333
Int_MeanEdge_p21_cell,0.15232297422309382,0.16087006,-0.10938292525994234,0.0032591769,0.00017210946,0.052807648,0.02817454267716247,9.567126,2.7731617e-06,0.00023057492,0.98788595,2.4100751e-05,0.13604166666666664
Int_MeanEdge_p16_cell,0.22878893327055444,0.18449391,-0.055480953598460246,0.0058908267,0.0003234003,0.05489897,0.0198911538318295,1.3342588,0.26139975,1.1994809e-05,0.9972369,8.989867e-06,0.13145833333333334
Int_Med_pRSK_cell,0.2227654097717209,0.22593299,-0.001206207317802089,0.00087373884,6.8166555e-05,0.078017086,0.03160926309088918,4.945194,0.0019972345,0.0021499395,0.96302074,0.00043475334,0.130625
Int_Med_bCat_ring,0.18220517034071926,0.22981733,-0.0029269861185564636,0.006373212,0.000566219,0.08884358,0.0891801758427533,1.8665295,0.13307033,0.022235151,0.8814741,0.011912564,0.12458333333333334
Int_Med_bCat_cyto,0.18220517034071926,0.22981733,-0.0029269861185564636,0.006373212,0.000566219,0.08884358,0.0891801758427533,1.8665295,0.13307033,0.022235151,0.8814741,0.011912564,0.12458333333333334
Int_MeanEdge_pp53_cell,0.18090087010971617,0.15029241,-0.11851613260173162,0.011557201,0.0005769123,0.049917996,0.03129126209105631,3.648853,0.012128079,0.00020547055,0.9885644,5.6310997e-05,0.12416666666666668
Int_Med_p14ARF_cell,0.020438740121356633,0.10372875,-0.07950769083552546,0.00832149,0.0005787934,0.06955406,0.025302591866736203,9.834398,1.8889891e-06,0.002190039,0.9626777,0.00022269171,0.11895833333333335
Int_Med_YAP_nuc,-0.0983109029062029,-0.10595041,0.13119370681931286,0.016110193,0.00048133187,0.029877475,-0.013356257731131383,15.22227,7.986676e-10,0.0016102289,0.9679943,0.00010578113,0.11395833333333336
Int_Med_cycE_cell,0.19190791115942693,0.14167802,-0.002652896986770219,0.0010834563,6.372209e-05,0.05881371,0.018815494693595065,3.6276257,0.012487882,3.6228706e-05,0.99519795,9.986892e-06,0.11333333333333334
Int_Med_pRSK_cyto,0.20061489943492372,0.20053588,-0.004077172202488541,0.0008001784,5.580387e-05,0.06973929,0.021243228566819598,5.6465964,0.0007441803,0.002165598,0.96288645,0.00038352274,0.10875000000000001
Int_Med_pRSK_ring,0.20061489943492372,0.20053588,-0.004077172202488541,0.0008001784,5.580387e-05,0.06973929,0.021243228566819598,5.6465964,0.0007441803,0.002165598,0.96288645,0.00038352274,0.10875000000000001
Int_Med_p14ARF_ring,-0.012193759210395071,0.07417636,-0.10633435157098928,0.006826223,0.00041086393,0.060189057,0.01808695502016215,10.016277,1.4544729e-06,0.0021239407,0.96324486,0.00021204891,0.09479166666666668
Int_Med_p14ARF_cyto,-0.012193759210395071,0.07417636,-0.10633435157098928,0.006826223,0.00041086393,0.060189057,0.01808695502016215,10.016277,1.4544729e-06,0.0021239407,0.96324486,0.00021204891,0.09479166666666668
Int_Med_pSTAT3_cyto,0.14030384612745098,0.17389378,-0.05903577365610279,0.0009507215,5.5272874e-05,0.05813782,0.08090716274858226,3.393533,0.017224845,5.231701e-05,0.99422944,1.541668e-05,0.08958333333333335
Int_Med_pSTAT3_ring,0.14030384612745098,0.17389378,-0.05903577365610279,0.0009507215,5.5272874e-05,0.05813782,0.08090716274858226,3.393533,0.017224845,5.231701e-05,0.99422944,1.541668e-05,0.08958333333333335
Int_Med_RSK1_ring,0.13474662339427013,0.19282311,-0.02011618487608783,0.00084673264,5.5816876e-05,0.06592031,0.1138649654694112,3.5582,0.0137397535,0.0013968981,0.9701886,0.0003925856,0.08645833333333332
Int_Med_RSK1_cyto,0.13474662339427013,0.19282311,-0.02011618487608783,0.00084673264,5.5816876e-05,0.06592031,0.1138649654694112,3.5582,0.0137397535,0.0013968981,0.9701886,0.0003925856,0.08645833333333332
Int_Med_Fra1_nuc,-0.06921485997652704,-0.06008894,-0.061649171029852394,0.021419577,0.0005486002,0.025612094,0.017458402730854198,10.690033,5.518653e-07,0.0032750652,0.9543676,0.00030636624,0.0841666666666667
Int_MeanEdge_STAT3_cell,0.1561344487933758,0.178589,-0.09014835934928671,0.0030170027,0.0001684236,0.05582481,0.08471013317822479,4.1890736,0.005742288,0.0021302337,0.9631905,0.00050852145,0.083125
Int_MeanEdge_CDK6_cell,0.2127300721516305,0.13593619,-0.10719738920254981,0.0018715027,8.083915e-05,0.04319478,0.026407911682027135,1.9919758,0.11305243,0.00044300326,0.9832092,0.0002223939,0.07229166666666667
Int_MeanEdge_pp21_cell,0.1707643985076543,0.18979524,-0.12393793844722409,0.0029782923,0.00016433824,0.055178683,0.028623213396715568,4.188802,0.0057444605,0.003245743,0.9545721,0.0007748619,0.06041666666666666
Int_Med_S6_nuc,0.095162922294091,0.10023697,0.07103784385741135,0.007297248,0.00046880118,0.064243555,0.048593236564981906,1.0403179,0.37352777,0.00011923568,0.9912885,0.00011461466,0.059583333333333335
Int_MeanEdge_cycE_cell,0.12257428397065781,0.088024154,-0.06677828053949578,0.001101345,5.3020412e-05,0.04814151,0.03714373381557661,3.4092913,0.016856795,2.2492673e-05,0.99621624,6.597463e-06,0.0575
Int_Med_RSK1_nuc,0.1656004431366889,0.14160945,0.08812780653742924,0.0015062399,5.3249358e-05,0.03535251,0.020236611411338323,3.8239815,0.009524681,0.00021123682,0.98840505,5.5240023e-05,0.055
Int_Med_pERK_nuc,-0.07848832663996097,-0.06322163,-0.05677977697738272,0.0046160533,0.00028035144,0.06073401,0.04579641042651219,2.8478093,0.03620994,0.0004158386,0.98373204,0.00014602051,0.04708333333333334
Int_MeanEdge_pRSK_cell,0.17301053210814274,0.17016925,-0.006487175609937316,0.0029728808,0.00017296894,0.058182266,0.008182478089106143,1.7457771,0.15548894,0.00063707825,0.979865,0.0003649253,0.041041666666666685
Int_Med_cycE_cyto,0.1443294252685824,0.1026977,-0.007390527993064244,0.000972466,4.195755e-05,0.04314552,0.006030357838697209,3.065779,0.026945818,8.8885026e-05,0.99247843,2.899264e-05,0.039166666666666655
Int_Med_cycE_ring,0.1443294252685824,0.1026977,-0.007390527993064244,0.000972466,4.195755e-05,0.04314552,0.006030357838697209,3.065779,0.026945818,8.8885026e-05,0.99247843,2.899264e-05,0.039166666666666655
Int_MeanEdge_p14ARF_cell,-0.03860605338377202,0.025306497,-0.12968895943101802,0.005914237,0.00024786356,0.041909643,0.005383275527498207,5.8286543,0.0005754064,0.0017403389,0.966727,0.0002985833,0.02062499999999999
Int_MeanEdge_pp27_cell,0.09004627230961339,0.096241616,-0.09699049977798929,0.001614338,5.3783955e-05,0.033316415,0.06421110536688471,5.208754,0.0013792482,0.013771098,0.90659094,0.0026438374,0.012499999999999983
Int_Med_E2F1_cell,0.17559848131681244,0.05850252,0.04396401281832011,0.001434348,3.1016458e-05,0.02162408,-0.005156931628431975,0.83517784,0.47441548,0.03214963,0.85771275,0.038494356,-0.031041666666666676
Int_MeanEdge_pSTAT3_cell,0.11349778432339386,0.10358215,-0.0851007512885164,0.0027915984,7.525649e-05,0.026958207,0.004618895756501328,0.18527961,0.90645325,6.0889473e-05,0.9937746,0.0003286356,-0.03270833333333334
Int_Med_E2F1_cyto,0.1382358444133836,0.03163775,0.02843818378450523,0.0014078638,2.5993371e-05,0.018462988,-0.005220492459550555,0.71441776,0.5433009,0.031229058,0.85974324,0.0437126,-0.06166666666666667
Int_Med_E2F1_ring,0.1382358444133836,0.03163775,0.02843818378450523,0.0014078638,2.5993371e-05,0.018462988,-0.005220492459550555,0.71441776,0.5433009,0.031229058,0.85974324,0.0437126,-0.06166666666666667
Int_MeanEdge_E2F1_cell,0.08955584380131934,0.006667334,-0.011847915902740428,0.0018318136,4.5935034e-05,0.02507626,-0.007745744840716821,0.9193216,0.43061328,0.018768437,0.8910424,0.02041553,-0.07354166666666667
