cluster,core_element,shell_element,core_category,shell_category,observed_mismatch,target_mismatch,target_low,target_high,core_energy,shell_energy,stability_score,within_target_range
Cu13@Na32,Cu,Na,MC,Ch1,0.45312500000000006,0.136,0.12,0.16,0.0,-2.15,0.9854375000000002,False
Cu13@Na42,Cu,Na,MC,Ch1,0.45312500000000006,0.136,0.12,0.16,0.0,-2.15,0.9854375000000002,False
Cu13@Na45,Cu,Na,MC,Ch1,0.45312500000000006,0.136,0.12,0.16,0.0,-2.15,0.9854375000000002,False
Na55@Cu92,Na,Cu,MC,MC,-0.3118279569892473,0.038,0.03,0.05,-2.35,-4.82,0.9892978494623655,False
Na55@Cu147,Na,Cu,MC,MC,-0.3118279569892473,0.038,0.03,0.05,-2.35,-4.82,0.9892978494623655,False
K13@Na32,K,Na,MC,Ch1,-0.1806167400881057,0.136,0.12,0.16,0.0,-2.15,1.00365859030837,False
K13@Na42,K,Na,MC,Ch1,-0.1806167400881057,0.136,0.12,0.16,0.0,-2.15,1.00365859030837,False
K13@Na45,K,Na,MC,Ch1,-0.1806167400881057,0.136,0.12,0.16,0.0,-2.15,1.00365859030837,False
Ni55@Na92,Ni,Na,MC,Ch1,0.5000000000000001,0.136,0.12,0.16,-2.35,-4.61,1.0052000000000003,False
Ni55@Na147,Ni,Na,MC,Ch1,0.5000000000000001,0.136,0.12,0.16,-2.35,-4.61,1.0052000000000003,False
Cs147@Na192,Cs,Na,MC,MC,-0.29811320754716975,0.038,0.03,0.05,-4.82,0.0,1.0117962264150941,False
Na55@Ag92,Na,Ag,MC,Ch1,-0.2258064516129033,0.136,0.12,0.16,-2.35,-4.61,1.0175225806451615,False
Na55@Ag147,Na,Ag,MC,Ch1,-0.2258064516129033,0.136,0.12,0.16,-2.35,-4.61,1.0175225806451615,False
Na147@Cu192,Na,Cu,MC,MC,-0.3118279569892473,0.038,0.03,0.05,-4.82,0.0,1.0597978494623654,False
Na55@Ni92,Na,Ni,MC,MC,-0.33333333333333337,0.038,0.03,0.05,-2.35,-4.82,1.0645666666666667,False
Na55@Ni147,Na,Ni,MC,MC,-0.33333333333333337,0.038,0.03,0.05,-2.35,-4.82,1.0645666666666667,False
Ni147@Na192,Ni,Na,MC,Ch1,0.5000000000000001,0.136,0.12,0.16,-4.82,0.0,1.0694000000000004,False
Na147@Ag192,Na,Ag,MC,Ch1,-0.2258064516129033,0.136,0.12,0.16,-4.82,0.0,1.0817225806451616,False
Cs13@Na32,Cs,Na,MC,MC,-0.29811320754716975,0.038,0.03,0.05,0.0,-2.35,1.0858962264150942,False
Cs13@Na42,Cs,Na,MC,MC,-0.29811320754716975,0.038,0.03,0.05,0.0,-2.35,1.0858962264150942,False
Cs13@Na45,Cs,Na,MC,MC,-0.29811320754716975,0.038,0.03,0.05,0.0,-2.35,1.0858962264150942,False
Rb55@Na92,Rb,Na,MC,Ch1,-0.24999999999999994,0.136,0.12,0.16,-2.35,-4.61,1.1021999999999996,False
Rb55@Na147,Rb,Na,MC,Ch1,-0.24999999999999994,0.136,0.12,0.16,-2.35,-4.61,1.1021999999999996,False
Na55@Cs92,Na,Cs,MC,MC,0.4247311827956988,0.038,0.03,0.05,-2.35,-4.82,1.1084591397849457,False
Na55@Cs147,Na,Cs,MC,MC,0.4247311827956988,0.038,0.03,0.05,-2.35,-4.82,1.1084591397849457,False
Na13@Cu32,Na,Cu,MC,MC,-0.3118279569892473,0.038,0.03,0.05,0.0,-2.35,1.1338978494623655,False
Na13@Cu42,Na,Cu,MC,MC,-0.3118279569892473,0.038,0.03,0.05,0.0,-2.35,1.1338978494623655,False
Na13@Cu45,Na,Cu,MC,MC,-0.3118279569892473,0.038,0.03,0.05,0.0,-2.35,1.1338978494623655,False
Na147@Ni192,Na,Ni,MC,MC,-0.33333333333333337,0.038,0.03,0.05,-4.82,0.0,1.1350666666666667,False
Ni13@Na32,Ni,Na,MC,Ch1,0.5000000000000001,0.136,0.12,0.16,0.0,-2.15,1.1495000000000004,False
Ni13@Na42,Ni,Na,MC,Ch1,0.5000000000000001,0.136,0.12,0.16,0.0,-2.15,1.1495000000000004,False
Ni13@Na45,Ni,Na,MC,Ch1,0.5000000000000001,0.136,0.12,0.16,0.0,-2.15,1.1495000000000004,False
Na13@Ag32,Na,Ag,MC,Ch1,-0.2258064516129033,0.136,0.12,0.16,0.0,-2.15,1.1618225806451616,False
Na13@Ag42,Na,Ag,MC,Ch1,-0.2258064516129033,0.136,0.12,0.16,0.0,-2.15,1.1618225806451616,False
Na13@Ag45,Na,Ag,MC,Ch1,-0.2258064516129033,0.136,0.12,0.16,0.0,-2.15,1.1618225806451616,False
Rb147@Na192,Rb,Na,MC,Ch1,-0.24999999999999994,0.136,0.12,0.16,-4.82,0.0,1.1663999999999997,False
K55@Ag92,K,Ag,MC,MC,-0.3656387665198238,0.038,0.03,0.05,-2.35,-4.82,1.1776356828193832,False
K55@Ag147,K,Ag,MC,MC,-0.3656387665198238,0.038,0.03,0.05,-2.35,-4.82,1.1776356828193832,False
Na147@Cs192,Na,Cs,MC,MC,0.4247311827956988,0.038,0.03,0.05,-4.82,0.0,1.1789591397849457,False
Cu55@Na92,Cu,Na,MC,MC,0.45312500000000006,0.038,0.03,0.05,-2.35,-4.82,1.2078375000000001,False
Cu55@Na147,Cu,Na,MC,MC,0.45312500000000006,0.038,0.03,0.05,-2.35,-4.82,1.2078375000000001,False
Na13@Ni32,Na,Ni,MC,MC,-0.33333333333333337,0.038,0.03,0.05,0.0,-2.35,1.2091666666666667,False
Na13@Ni42,Na,Ni,MC,MC,-0.33333333333333337,0.038,0.03,0.05,0.0,-2.35,1.2091666666666667,False
Na13@Ni45,Na,Ni,MC,MC,-0.33333333333333337,0.038,0.03,0.05,0.0,-2.35,1.2091666666666667,False
Rb13@Na32,Rb,Na,MC,Ch1,-0.24999999999999994,0.136,0.12,0.16,0.0,-2.15,1.2464999999999997,False
Rb13@Na42,Rb,Na,MC,Ch1,-0.24999999999999994,0.136,0.12,0.16,0.0,-2.15,1.2464999999999997,False
Rb13@Na45,Rb,Na,MC,Ch1,-0.24999999999999994,0.136,0.12,0.16,0.0,-2.15,1.2464999999999997,False
K147@Ag192,K,Ag,MC,MC,-0.3656387665198238,0.038,0.03,0.05,-4.82,0.0,1.2481356828193833,False
Na13@Cs32,Na,Cs,MC,MC,0.4247311827956988,0.038,0.03,0.05,0.0,-2.35,1.2530591397849458,False
Na13@Cs42,Na,Cs,MC,MC,0.4247311827956988,0.038,0.03,0.05,0.0,-2.35,1.2530591397849458,False
Na13@Cs45,Na,Cs,MC,MC,0.4247311827956988,0.038,0.03,0.05,0.0,-2.35,1.2530591397849458,False
Cs55@Na92,Cs,Na,MC,Ch1,-0.29811320754716975,0.136,0.12,0.16,-2.35,-4.61,1.270596226415094,False
Cs55@Na147,Cs,Na,MC,Ch1,-0.29811320754716975,0.136,0.12,0.16,-2.35,-4.61,1.270596226415094,False
Ag55@K92,Ag,K,MC,Ch1,0.576388888888889,0.136,0.12,0.16,-2.35,-4.61,1.2725611111111113,False
Ag55@K147,Ag,K,MC,Ch1,0.576388888888889,0.136,0.12,0.16,-2.35,-4.61,1.2725611111111113,False
Cu147@Na192,Cu,Na,MC,MC,0.45312500000000006,0.038,0.03,0.05,-4.82,0.0,1.2783375000000001,False
Na55@Cu92,Na,Cu,MC,Ch1,-0.3118279569892473,0.136,0.12,0.16,-2.35,-4.61,1.3185978494623656,False
Na55@Cu147,Na,Cu,MC,Ch1,-0.3118279569892473,0.136,0.12,0.16,-2.35,-4.61,1.3185978494623656,False
K13@Ag32,K,Ag,MC,MC,-0.3656387665198238,0.038,0.03,0.05,0.0,-2.35,1.3222356828193833,False
K13@Ag42,K,Ag,MC,MC,-0.3656387665198238,0.038,0.03,0.05,0.0,-2.35,1.3222356828193833,False
K13@Ag45,K,Ag,MC,MC,-0.3656387665198238,0.038,0.03,0.05,0.0,-2.35,1.3222356828193833,False
Cs147@Na192,Cs,Na,MC,Ch1,-0.29811320754716975,0.136,0.12,0.16,-4.82,0.0,1.334796226415094,False
Ag147@K192,Ag,K,MC,Ch1,0.576388888888889,0.136,0.12,0.16,-4.82,0.0,1.3367611111111113,False
Cu13@Na32,Cu,Na,MC,MC,0.45312500000000006,0.038,0.03,0.05,0.0,-2.35,1.3524375000000002,False
Cu13@Na42,Cu,Na,MC,MC,0.45312500000000006,0.038,0.03,0.05,0.0,-2.35,1.3524375000000002,False
Cu13@Na45,Cu,Na,MC,MC,0.45312500000000006,0.038,0.03,0.05,0.0,-2.35,1.3524375000000002,False
Rb55@Ag92,Rb,Ag,MC,MC,-0.41935483870967744,0.038,0.03,0.05,-2.35,-4.82,1.365641935483871,False
Rb55@Ag147,Rb,Ag,MC,MC,-0.41935483870967744,0.038,0.03,0.05,-2.35,-4.82,1.365641935483871,False
Ni55@Na92,Ni,Na,MC,MC,0.5000000000000001,0.038,0.03,0.05,-2.35,-4.82,1.3719000000000003,False
Ni55@Na147,Ni,Na,MC,MC,0.5000000000000001,0.038,0.03,0.05,-2.35,-4.82,1.3719000000000003,False
Na147@Cu192,Na,Cu,MC,Ch1,-0.3118279569892473,0.136,0.12,0.16,-4.82,0.0,1.3827978494623656,False
Na55@Ni92,Na,Ni,MC,Ch1,-0.33333333333333337,0.136,0.12,0.16,-2.35,-4.61,1.3938666666666666,False
Na55@Ni147,Na,Ni,MC,Ch1,-0.33333333333333337,0.136,0.12,0.16,-2.35,-4.61,1.3938666666666666,False
Cs13@Na32,Cs,Na,MC,Ch1,-0.29811320754716975,0.136,0.12,0.16,0.0,-2.15,1.4148962264150942,False
Cs13@Na42,Cs,Na,MC,Ch1,-0.29811320754716975,0.136,0.12,0.16,0.0,-2.15,1.4148962264150942,False
Cs13@Na45,Cs,Na,MC,Ch1,-0.29811320754716975,0.136,0.12,0.16,0.0,-2.15,1.4148962264150942,False
Ag13@K32,Ag,K,MC,Ch1,0.576388888888889,0.136,0.12,0.16,0.0,-2.15,1.4168611111111113,False
Ag13@K42,Ag,K,MC,Ch1,0.576388888888889,0.136,0.12,0.16,0.0,-2.15,1.4168611111111113,False
Ag13@K45,Ag,K,MC,Ch1,0.576388888888889,0.136,0.12,0.16,0.0,-2.15,1.4168611111111113,False
K55@Cu92,K,Cu,MC,MC,-0.43612334801762115,0.038,0.03,0.05,-2.35,-4.82,1.4243317180616737,False
K55@Cu147,K,Cu,MC,MC,-0.43612334801762115,0.038,0.03,0.05,-2.35,-4.82,1.4243317180616737,False
Rb147@Ag192,Rb,Ag,MC,MC,-0.41935483870967744,0.038,0.03,0.05,-4.82,0.0,1.436141935483871,False
Ni147@Na192,Ni,Na,MC,MC,0.5000000000000001,0.038,0.03,0.05,-4.82,0.0,1.4424000000000003,False
Na147@Ni192,Na,Ni,MC,Ch1,-0.33333333333333337,0.136,0.12,0.16,-4.82,0.0,1.4580666666666666,False
Na13@Cu32,Na,Cu,MC,Ch1,-0.3118279569892473,0.136,0.12,0.16,0.0,-2.15,1.4628978494623657,False
Na13@Cu42,Na,Cu,MC,Ch1,-0.3118279569892473,0.136,0.12,0.16,0.0,-2.15,1.4628978494623657,False
Na13@Cu45,Na,Cu,MC,Ch1,-0.3118279569892473,0.136,0.12,0.16,0.0,-2.15,1.4628978494623657,False
K55@Ni92,K,Ni,MC,MC,-0.4537444933920705,0.038,0.03,0.05,-2.35,-4.82,1.4860057268722466,False
K55@Ni147,K,Ni,MC,MC,-0.4537444933920705,0.038,0.03,0.05,-2.35,-4.82,1.4860057268722466,False
K147@Cu192,K,Cu,MC,MC,-0.43612334801762115,0.038,0.03,0.05,-4.82,0.0,1.4948317180616737,False
Cs55@Ag92,Cs,Ag,MC,MC,-0.45660377358490567,0.038,0.03,0.05,-2.35,-4.82,1.4960132075471697,False
Cs55@Ag147,Cs,Ag,MC,MC,-0.45660377358490567,0.038,0.03,0.05,-2.35,-4.82,1.4960132075471697,False
K55@Ag92,K,Ag,MC,Ch1,-0.3656387665198238,0.136,0.12,0.16,-2.35,-4.61,1.5069356828193832,False
K55@Ag147,K,Ag,MC,Ch1,-0.3656387665198238,0.136,0.12,0.16,-2.35,-4.61,1.5069356828193832,False
Rb13@Ag32,Rb,Ag,MC,MC,-0.41935483870967744,0.038,0.03,0.05,0.0,-2.35,1.510241935483871,False
Rb13@Ag42,Rb,Ag,MC,MC,-0.41935483870967744,0.038,0.03,0.05,0.0,-2.35,1.510241935483871,False
Rb13@Ag45,Rb,Ag,MC,MC,-0.41935483870967744,0.038,0.03,0.05,0.0,-2.35,1.510241935483871,False
Ni13@Na32,Ni,Na,MC,MC,0.5000000000000001,0.038,0.03,0.05,0.0,-2.35,1.5165000000000004,False
Ni13@Na42,Ni,Na,MC,MC,0.5000000000000001,0.038,0.03,0.05,0.0,-2.35,1.5165000000000004,False
Ni13@Na45,Ni,Na,MC,MC,0.5000000000000001,0.038,0.03,0.05,0.0,-2.35,1.5165000000000004,False
Na13@Ni32,Na,Ni,MC,Ch1,-0.33333333333333337,0.136,0.12,0.16,0.0,-2.15,1.5381666666666667,False
Na13@Ni42,Na,Ni,MC,Ch1,-0.33333333333333337,0.136,0.12,0.16,0.0,-2.15,1.5381666666666667,False
Na13@Ni45,Na,Ni,MC,Ch1,-0.33333333333333337,0.136,0.12,0.16,0.0,-2.15,1.5381666666666667,False
K147@Ni192,K,Ni,MC,MC,-0.4537444933920705,0.038,0.03,0.05,-4.82,0.0,1.5565057268722466,False
Cs147@Ag192,Cs,Ag,MC,MC,-0.45660377358490567,0.038,0.03,0.05,-4.82,0.0,1.5665132075471697,False
K13@Cu32,K,Cu,MC,MC,-0.43612334801762115,0.038,0.03,0.05,0.0,-2.35,1.5689317180616738,False
K13@Cu42,K,Cu,MC,MC,-0.43612334801762115,0.038,0.03,0.05,0.0,-2.35,1.5689317180616738,False
K13@Cu45,K,Cu,MC,MC,-0.43612334801762115,0.038,0.03,0.05,0.0,-2.35,1.5689317180616738,False
K147@Ag192,K,Ag,MC,Ch1,-0.3656387665198238,0.136,0.12,0.16,-4.82,0.0,1.5711356828193832,False
Rb55@Cu92,Rb,Cu,MC,MC,-0.48387096774193544,0.038,0.03,0.05,-2.35,-4.82,1.591448387096774,False
Rb55@Cu147,Rb,Cu,MC,MC,-0.48387096774193544,0.038,0.03,0.05,-2.35,-4.82,1.591448387096774,False
K13@Ni32,K,Ni,MC,MC,-0.4537444933920705,0.038,0.03,0.05,0.0,-2.35,1.6306057268722467,False
K13@Ni42,K,Ni,MC,MC,-0.4537444933920705,0.038,0.03,0.05,0.0,-2.35,1.6306057268722467,False
K13@Ni45,K,Ni,MC,MC,-0.4537444933920705,0.038,0.03,0.05,0.0,-2.35,1.6306057268722467,False
Ag55@K92,Ag,K,MC,MC,0.576388888888889,0.038,0.03,0.05,-2.35,-4.82,1.6392611111111113,False
Ag55@K147,Ag,K,MC,MC,0.576388888888889,0.038,0.03,0.05,-2.35,-4.82,1.6392611111111113,False
Cs13@Ag32,Cs,Ag,MC,MC,-0.45660377358490567,0.038,0.03,0.05,0.0,-2.35,1.6406132075471698,False
Cs13@Ag42,Cs,Ag,MC,MC,-0.45660377358490567,0.038,0.03,0.05,0.0,-2.35,1.6406132075471698,False
Cs13@Ag45,Cs,Ag,MC,MC,-0.45660377358490567,0.038,0.03,0.05,0.0,-2.35,1.6406132075471698,False
Rb55@Ni92,Rb,Ni,MC,MC,-0.5,0.038,0.03,0.05,-2.35,-4.82,1.6479000000000001,False
Rb55@Ni147,Rb,Ni,MC,MC,-0.5,0.038,0.03,0.05,-2.35,-4.82,1.6479000000000001,False
K13@Ag32,K,Ag,MC,Ch1,-0.3656387665198238,0.136,0.12,0.16,0.0,-2.15,1.6512356828193833,False
K13@Ag42,K,Ag,MC,Ch1,-0.3656387665198238,0.136,0.12,0.16,0.0,-2.15,1.6512356828193833,False
K13@Ag45,K,Ag,MC,Ch1,-0.3656387665198238,0.136,0.12,0.16,0.0,-2.15,1.6512356828193833,False
Rb147@Cu192,Rb,Cu,MC,MC,-0.48387096774193544,0.038,0.03,0.05,-4.82,0.0,1.661948387096774,False
Rb55@Ag92,Rb,Ag,MC,Ch1,-0.41935483870967744,0.136,0.12,0.16,-2.35,-4.61,1.6949419354838706,False
Rb55@Ag147,Rb,Ag,MC,Ch1,-0.41935483870967744,0.136,0.12,0.16,-2.35,-4.61,1.6949419354838706,False
Cs55@Cu92,Cs,Cu,MC,MC,-0.5169811320754717,0.038,0.03,0.05,-2.35,-4.82,1.7073339622641508,False
Cs55@Cu147,Cs,Cu,MC,MC,-0.5169811320754717,0.038,0.03,0.05,-2.35,-4.82,1.7073339622641508,False
Ag147@K192,Ag,K,MC,MC,0.576388888888889,0.038,0.03,0.05,-4.82,0.0,1.7097611111111113,False
Rb147@Ni192,Rb,Ni,MC,MC,-0.5,0.038,0.03,0.05,-4.82,0.0,1.7184000000000001,False
Rb13@Cu32,Rb,Cu,MC,MC,-0.48387096774193544,0.038,0.03,0.05,0.0,-2.35,1.736048387096774,False
Rb13@Cu42,Rb,Cu,MC,MC,-0.48387096774193544,0.038,0.03,0.05,0.0,-2.35,1.736048387096774,False
Rb13@Cu45,Rb,Cu,MC,MC,-0.48387096774193544,0.038,0.03,0.05,0.0,-2.35,1.736048387096774,False
K55@Cu92,K,Cu,MC,Ch1,-0.43612334801762115,0.136,0.12,0.16,-2.35,-4.61,1.7536317180616738,False
K55@Cu147,K,Cu,MC,Ch1,-0.43612334801762115,0.136,0.12,0.16,-2.35,-4.61,1.7536317180616738,False
Rb147@Ag192,Rb,Ag,MC,Ch1,-0.41935483870967744,0.136,0.12,0.16,-4.82,0.0,1.7591419354838707,False
Cs55@Ni92,Cs,Ni,MC,MC,-0.5320754716981132,0.038,0.03,0.05,-2.35,-4.82,1.760164150943396,False
Cs55@Ni147,Cs,Ni,MC,MC,-0.5320754716981132,0.038,0.03,0.05,-2.35,-4.82,1.760164150943396,False
Cs147@Cu192,Cs,Cu,MC,MC,-0.5169811320754717,0.038,0.03,0.05,-4.82,0.0,1.7778339622641508,False
Ag55@Rb92,Ag,Rb,MC,Ch1,0.7222222222222223,0.136,0.12,0.16,-2.35,-4.61,1.782977777777778,False
Ag55@Rb147,Ag,Rb,MC,Ch1,0.7222222222222223,0.136,0.12,0.16,-2.35,-4.61,1.782977777777778,False
Ag13@K32,Ag,K,MC,MC,0.576388888888889,0.038,0.03,0.05,0.0,-2.35,1.7838611111111113,False
Ag13@K42,Ag,K,MC,MC,0.576388888888889,0.038,0.03,0.05,0.0,-2.35,1.7838611111111113,False
Ag13@K45,Ag,K,MC,MC,0.576388888888889,0.038,0.03,0.05,0.0,-2.35,1.7838611111111113,False
Rb13@Ni32,Rb,Ni,MC,MC,-0.5,0.038,0.03,0.05,0.0,-2.35,1.7925000000000002,False
Rb13@Ni42,Rb,Ni,MC,MC,-0.5,0.038,0.03,0.05,0.0,-2.35,1.7925000000000002,False
Rb13@Ni45,Rb,Ni,MC,MC,-0.5,0.038,0.03,0.05,0.0,-2.35,1.7925000000000002,False
K55@Ni92,K,Ni,MC,Ch1,-0.4537444933920705,0.136,0.12,0.16,-2.35,-4.61,1.8153057268722472,False
K55@Ni147,K,Ni,MC,Ch1,-0.4537444933920705,0.136,0.12,0.16,-2.35,-4.61,1.8153057268722472,False
K147@Cu192,K,Cu,MC,Ch1,-0.43612334801762115,0.136,0.12,0.16,-4.82,0.0,1.8178317180616739,False
Cs55@Ag92,Cs,Ag,MC,Ch1,-0.45660377358490567,0.136,0.12,0.16,-2.35,-4.61,1.82531320754717,False
Cs55@Ag147,Cs,Ag,MC,Ch1,-0.45660377358490567,0.136,0.12,0.16,-2.35,-4.61,1.82531320754717,False
Cs147@Ni192,Cs,Ni,MC,MC,-0.5320754716981132,0.038,0.03,0.05,-4.82,0.0,1.830664150943396,False
Rb13@Ag32,Rb,Ag,MC,Ch1,-0.41935483870967744,0.136,0.12,0.16,0.0,-2.15,1.8392419354838707,False
Rb13@Ag42,Rb,Ag,MC,Ch1,-0.41935483870967744,0.136,0.12,0.16,0.0,-2.15,1.8392419354838707,False
Rb13@Ag45,Rb,Ag,MC,Ch1,-0.41935483870967744,0.136,0.12,0.16,0.0,-2.15,1.8392419354838707,False
Ag147@Rb192,Ag,Rb,MC,Ch1,0.7222222222222223,0.136,0.12,0.16,-4.82,0.0,1.847177777777778,False
Cs13@Cu32,Cs,Cu,MC,MC,-0.5169811320754717,0.038,0.03,0.05,0.0,-2.35,1.8519339622641509,False
Cs13@Cu42,Cs,Cu,MC,MC,-0.5169811320754717,0.038,0.03,0.05,0.0,-2.35,1.8519339622641509,False
Cs13@Cu45,Cs,Cu,MC,MC,-0.5169811320754717,0.038,0.03,0.05,0.0,-2.35,1.8519339622641509,False
K147@Ni192,K,Ni,MC,Ch1,-0.4537444933920705,0.136,0.12,0.16,-4.82,0.0,1.8795057268722473,False
Cs147@Ag192,Cs,Ag,MC,Ch1,-0.45660377358490567,0.136,0.12,0.16,-4.82,0.0,1.8895132075471701,False
K13@Cu32,K,Cu,MC,Ch1,-0.43612334801762115,0.136,0.12,0.16,0.0,-2.15,1.897931718061674,False
K13@Cu42,K,Cu,MC,Ch1,-0.43612334801762115,0.136,0.12,0.16,0.0,-2.15,1.897931718061674,False
K13@Cu45,K,Cu,MC,Ch1,-0.43612334801762115,0.136,0.12,0.16,0.0,-2.15,1.897931718061674,False
Cs13@Ni32,Cs,Ni,MC,MC,-0.5320754716981132,0.038,0.03,0.05,0.0,-2.35,1.9047641509433961,False
Cs13@Ni42,Cs,Ni,MC,MC,-0.5320754716981132,0.038,0.03,0.05,0.0,-2.35,1.9047641509433961,False
Cs13@Ni45,Cs,Ni,MC,MC,-0.5320754716981132,0.038,0.03,0.05,0.0,-2.35,1.9047641509433961,False
Rb55@Cu92,Rb,Cu,MC,Ch1,-0.48387096774193544,0.136,0.12,0.16,-2.35,-4.61,1.9207483870967739,False
Rb55@Cu147,Rb,Cu,MC,Ch1,-0.48387096774193544,0.136,0.12,0.16,-2.35,-4.61,1.9207483870967739,False
Ag13@Rb32,Ag,Rb,MC,Ch1,0.7222222222222223,0.136,0.12,0.16,0.0,-2.15,1.927277777777778,False
Ag13@Rb42,Ag,Rb,MC,Ch1,0.7222222222222223,0.136,0.12,0.16,0.0,-2.15,1.927277777777778,False
Ag13@Rb45,Ag,Rb,MC,Ch1,0.7222222222222223,0.136,0.12,0.16,0.0,-2.15,1.927277777777778,False
K13@Ni32,K,Ni,MC,Ch1,-0.4537444933920705,0.136,0.12,0.16,0.0,-2.15,1.9596057268722473,False
K13@Ni42,K,Ni,MC,Ch1,-0.4537444933920705,0.136,0.12,0.16,0.0,-2.15,1.9596057268722473,False
K13@Ni45,K,Ni,MC,Ch1,-0.4537444933920705,0.136,0.12,0.16,0.0,-2.15,1.9596057268722473,False
Cu55@K92,Cu,K,MC,Ch1,0.7734375,0.136,0.12,0.16,-2.35,-4.61,1.9622312499999999,False
Cu55@K147,Cu,K,MC,Ch1,0.7734375,0.136,0.12,0.16,-2.35,-4.61,1.9622312499999999,False
Cs13@Ag32,Cs,Ag,MC,Ch1,-0.45660377358490567,0.136,0.12,0.16,0.0,-2.15,1.9696132075471702,False
Cs13@Ag42,Cs,Ag,MC,Ch1,-0.45660377358490567,0.136,0.12,0.16,0.0,-2.15,1.9696132075471702,False
Cs13@Ag45,Cs,Ag,MC,Ch1,-0.45660377358490567,0.136,0.12,0.16,0.0,-2.15,1.9696132075471702,False
Rb55@Ni92,Rb,Ni,MC,Ch1,-0.5,0.136,0.12,0.16,-2.35,-4.61,1.9771999999999998,False
Rb55@Ni147,Rb,Ni,MC,Ch1,-0.5,0.136,0.12,0.16,-2.35,-4.61,1.9771999999999998,False
Rb147@Cu192,Rb,Cu,MC,Ch1,-0.48387096774193544,0.136,0.12,0.16,-4.82,0.0,1.984948387096774,False
Cu147@K192,Cu,K,MC,Ch1,0.7734375,0.136,0.12,0.16,-4.82,0.0,2.02643125,False
Cs55@Cu92,Cs,Cu,MC,Ch1,-0.5169811320754717,0.136,0.12,0.16,-2.35,-4.61,2.036633962264151,False
Cs55@Cu147,Cs,Cu,MC,Ch1,-0.5169811320754717,0.136,0.12,0.16,-2.35,-4.61,2.036633962264151,False
Rb147@Ni192,Rb,Ni,MC,Ch1,-0.5,0.136,0.12,0.16,-4.82,0.0,2.0414,False
Rb13@Cu32,Rb,Cu,MC,Ch1,-0.48387096774193544,0.136,0.12,0.16,0.0,-2.15,2.065048387096774,False
Rb13@Cu42,Rb,Cu,MC,Ch1,-0.48387096774193544,0.136,0.12,0.16,0.0,-2.15,2.065048387096774,False
Rb13@Cu45,Rb,Cu,MC,Ch1,-0.48387096774193544,0.136,0.12,0.16,0.0,-2.15,2.065048387096774,False
Cs55@Ni92,Cs,Ni,MC,Ch1,-0.5320754716981132,0.136,0.12,0.16,-2.35,-4.61,2.089464150943396,False
Cs55@Ni147,Cs,Ni,MC,Ch1,-0.5320754716981132,0.136,0.12,0.16,-2.35,-4.61,2.089464150943396,False
Cs147@Cu192,Cs,Cu,MC,Ch1,-0.5169811320754717,0.136,0.12,0.16,-4.82,0.0,2.100833962264151,False
Cu13@K32,Cu,K,MC,Ch1,0.7734375,0.136,0.12,0.16,0.0,-2.15,2.1065312499999997,False
Cu13@K42,Cu,K,MC,Ch1,0.7734375,0.136,0.12,0.16,0.0,-2.15,2.1065312499999997,False
Cu13@K45,Cu,K,MC,Ch1,0.7734375,0.136,0.12,0.16,0.0,-2.15,2.1065312499999997,False
Rb13@Ni32,Rb,Ni,MC,Ch1,-0.5,0.136,0.12,0.16,0.0,-2.15,2.1215,False
Rb13@Ni42,Rb,Ni,MC,Ch1,-0.5,0.136,0.12,0.16,0.0,-2.15,2.1215,False
Rb13@Ni45,Rb,Ni,MC,Ch1,-0.5,0.136,0.12,0.16,0.0,-2.15,2.1215,False
Ag55@Rb92,Ag,Rb,MC,MC,0.7222222222222223,0.038,0.03,0.05,-2.35,-4.82,2.1496777777777782,False
Ag55@Rb147,Ag,Rb,MC,MC,0.7222222222222223,0.038,0.03,0.05,-2.35,-4.82,2.1496777777777782,False
Cs147@Ni192,Cs,Ni,MC,Ch1,-0.5320754716981132,0.136,0.12,0.16,-4.82,0.0,2.153664150943396,False
Ni55@K92,Ni,K,MC,Ch1,0.8306451612903226,0.136,0.12,0.16,-2.35,-4.61,2.1624580645161293,False
Ni55@K147,Ni,K,MC,Ch1,0.8306451612903226,0.136,0.12,0.16,-2.35,-4.61,2.1624580645161293,False
Cs13@Cu32,Cs,Cu,MC,Ch1,-0.5169811320754717,0.136,0.12,0.16,0.0,-2.15,2.1809339622641515,False
Cs13@Cu42,Cs,Cu,MC,Ch1,-0.5169811320754717,0.136,0.12,0.16,0.0,-2.15,2.1809339622641515,False
Cs13@Cu45,Cs,Cu,MC,Ch1,-0.5169811320754717,0.136,0.12,0.16,0.0,-2.15,2.1809339622641515,False
Ag55@Cs92,Ag,Cs,MC,Ch1,0.8402777777777778,0.136,0.12,0.16,-2.35,-4.61,2.1961722222222217,False
Ag55@Cs147,Ag,Cs,MC,Ch1,0.8402777777777778,0.136,0.12,0.16,-2.35,-4.61,2.1961722222222217,False
Ag147@Rb192,Ag,Rb,MC,MC,0.7222222222222223,0.038,0.03,0.05,-4.82,0.0,2.2201777777777782,False
Ni147@K192,Ni,K,MC,Ch1,0.8306451612903226,0.136,0.12,0.16,-4.82,0.0,2.2266580645161294,False
Cs13@Ni32,Cs,Ni,MC,Ch1,-0.5320754716981132,0.136,0.12,0.16,0.0,-2.15,2.2337641509433963,False
Cs13@Ni42,Cs,Ni,MC,Ch1,-0.5320754716981132,0.136,0.12,0.16,0.0,-2.15,2.2337641509433963,False
