hour,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
130,0.0,0.0,0.0,0.0,0.0,0.0,4994.7735,2605.1389,0.0,4720.6821,6416.2009,5996.0607,6351.1966,0.0,5613.1245,6313.1159,4512.4787,4744.7266,4418.9982,5024.1998
131,0.0,0.0,0.0,0.0,0.0,4539.8635,5814.527,0.0,6405.6083,5495.4511,7469.2422,6980.1476,0.0,2984.2399,6534.3631,7349.2387,5253.0769,5523.4418,5144.2541,5848.7828
132,0.0,0.0,0.0,0.0,0.0,6823.8688,0.0,6458.7679,0.0,876.97084,7610.8493,5785.5671,7015.5221,6101.1605,6658.2461,7488.5707,5352.6683,5628.159,5241.7825,5959.6681
133,0.0,0.0,0.0,0.0,0.0,5944.538,0.0,5626.4844,3461.4367,0.0,6630.1074,0.0,6089.8748,5022.2169,5800.2576,6523.5858,4662.918,4902.9087,4566.321,5191.6991
134,0.0,0.0,0.0,0.0,0.0,1834.2916,4028.4963,4391.5889,0.0,0.0,5174.9377,4836.0768,0.0,1015.5901,4527.2226,5091.7953,3639.5052,3826.8229,3564.1092,4052.2299
135,0.0,0.0,0.0,0.0,0.0,0.0,3315.7078,3614.5561,0.0,347.04542,0.0,0.0,4216.1496,2702.5235,3726.1911,4190.8703,2995.5434,3149.7178,2933.4878,3335.242
136,0.0,0.0,0.0,0.0,0.0,0.0,2884.39,3811.7416,3852.0395,0.0,0.0,2108.4052,0.0,3417.5216,3929.4667,4419.4956,3158.9599,3321.5449,3093.5188,3517.1901
137,0.0,0.0,0.0,0.0,0.0,5031.8552,4368.8631,0.0,0.0,4129.119,1353.118,5244.6759,0.0,4386.6662,4909.7266,5522.0,3947.0062,4150.1504,3865.24,4394.6019
138,0.0,0.0,0.0,0.0,0.0,0.0,5208.6919,0.0,5738.1865,0.0,5371.6448,5814.9004,6623.2085,4929.2834,5853.5259,6583.4969,4705.7412,4947.9359,4608.2571,5239.3785
139,0.0,0.0,0.0,0.0,0.0,6129.8466,0.0,0.0,5863.216,0.0,6836.7871,6389.1065,3929.614,5420.2423,5981.0685,6726.9449,4808.2747,5055.7466,4708.6665,5353.5395
140,0.0,0.0,0.0,0.0,0.0,0.0,575.04291,4986.3216,1175.7048,0.0,5875.7556,4266.0337,5320.5728,4590.4681,5140.3234,5781.3537,4132.3866,4345.0719,4046.78,4601.0047
141,0.0,0.0,0.0,0.0,0.0,0.0,3490.9235,3805.5641,3122.7546,0.0,0.0,0.0,4438.9483,920.32428,3923.0984,4412.3331,3153.8403,3316.1619,3088.5053,3511.49
142,0.0,0.0,0.0,0.0,0.0,3294.6507,2860.5509,0.0,0.0,0.0,3038.8136,0.0,0.0,0.0,3214.686,3615.5773,2584.3364,2717.3468,2530.7993,2877.4036
143,0.0,0.0,0.0,0.0,0.0,3607.5583,3132.2301,0.0,0.0,0.0,0.0,3760.1389,1298.982,0.0,3519.999,3958.9647,2829.7823,2975.4253,2771.1606,3150.6834
144,0.0,0.0,0.0,0.0,0.0,0.0,4068.6668,4442.1097,4489.0718,0.0,205.00399,0.0,5181.4382,3454.9201,4579.3036,5150.3712,3681.3739,3870.8466,3605.1106,4098.8466
145,0.0,0.0,0.0,0.0,0.0,0.0,4952.9704,0.0,5456.4693,0.0,6362.5013,5945.8774,2961.897,5157.2152,5566.1461,6260.2791,4474.7121,4705.0162,4382.014,4982.1504
146,0.0,0.0,0.0,0.0,0.0,5858.9659,1468.8724,5545.4907,0.0,0.0,6534.6664,6106.769,6468.4619,0.0,5716.7624,6429.6782,4595.7949,4832.3309,4500.5884,5116.9641
147,0.0,0.0,0.0,0.0,0.0,5033.8885,0.0,4764.5578,4243.3596,0.0,5614.4348,0.0,626.38603,4257.2843,4911.7105,5524.2313,3948.6011,4151.8273,3866.8018,4396.3777
148,0.0,0.0,0.0,0.0,0.0,361.37496,3351.884,3653.9928,0.0,0.0,0.0,0.0,4262.15,2436.3353,3766.8459,4236.5949,3028.2264,3184.0829,2965.4937,3371.6313
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3069.5632,0.0,2661.2571,3022.3493,0.0,0.0,0.0,3164.3663,3558.9824,2543.8836,2674.812,2491.1845,2832.3634
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.9327,0.0,3011.6576,4093.3492,0.0,0.0,3207.7482,3581.0098,4027.584,2878.8299,3026.9973,2819.1921,3205.2931
151,0.0,0.0,0.0,0.0,0.0,4842.4763,0.0,0.0,4631.8426,2527.3797,5400.9475,0.0,5346.229,0.0,4724.9441,5314.174,3798.4566,3993.9553,3719.7678,4229.2067
152,0.0,0.0,0.0,0.0,0.0,5901.0614,0.0,5585.334,5644.3823,1865.5727,6581.6167,0.0,1502.48,5308.4642,5757.8362,6475.8742,4628.8148,4867.0502,4532.9243,5153.7285
153,0.0,0.0,0.0,0.0,0.0,0.0,5279.42,311.36665,5816.1045,4989.7085,0.0,6337.7694,5659.2092,5471.3622,5933.0101,6672.8933,4769.6398,5015.1232,4670.8319,5310.5233
154,0.0,0.0,0.0,0.0,0.0,5292.2203,4594.9228,0.0,5062.0241,0.0,902.37717,5516.0531,5842.759,0.0,5163.7724,5807.7269,4151.2375,4364.8931,4065.2405,4621.9934
155,0.0,0.0,0.0,0.0,0.0,4190.8773,3638.6916,1191.6376,0.0,0.0,375.42419,4368.1291,0.0,3690.1493,4089.1601,4599.1038,3287.3399,3456.5324,3219.2394,3660.1286
156,0.0,0.0,0.0,0.0,0.0,0.0,2605.5003,0.0,0.0,3016.7367,4100.2524,0.0,0.0,2901.6419,3587.0491,4034.3763,2883.6849,3032.1022,2823.9465,3210.6987
157,0.0,0.0,0.0,0.0,0.0,4207.4841,918.01363,3982.3689,0.0,0.0,4692.7232,3487.8243,0.0,0.0,4105.3639,4617.3282,3300.3663,3470.2293,3231.9959,3674.6323
158,0.0,0.0,0.0,0.0,0.0,5452.988,4734.5078,2244.7542,0.0,4474.6987,6081.868,740.37789,0.0,4917.1257,5320.638,5984.1546,4277.3443,4497.4903,4188.7348,4762.4008
159,0.0,0.0,0.0,0.0,0.0,6542.7107,831.88133,6192.6528,6258.1218,0.0,7297.2659,0.0,4997.3996,5632.9808,6383.912,7180.0255,5132.1269,5396.2668,5025.8098,5714.1169
160,0.0,0.0,0.0,0.0,0.0,6730.0815,0.0,793.72584,6437.3425,5522.6763,7506.2458,0.0,7099.2356,6330.6334,6566.7351,7385.6478,5279.1013,5550.8056,5169.7394,5877.7584
161,0.0,0.0,0.0,0.0,0.0,5960.0361,0.0,5641.1533,0.0,4890.7803,5103.7468,0.0,6157.7864,5339.0515,5815.3795,6540.5935,4675.0747,4915.6911,4578.2259,5205.2344
162,0.0,0.0,0.0,0.0,0.0,4910.4491,4263.4534,0.0,0.0,4029.4937,5476.7595,0.0,4722.0181,0.0,4791.2672,5388.768,3851.7748,4050.0176,3771.9814,4288.5712
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.6667,3672.5382,4991.597,4664.7415,0.0,3556.318,4366.8295,4911.4002,3510.5626,3691.244,3437.8378,3908.6651
164,0.0,0.0,0.0,0.0,0.0,5084.0722,4414.2,0.0,0.0,0.0,1288.8501,5299.1014,5612.9576,3349.5302,4960.6762,5579.3034,3987.9654,4193.2176,3905.3507,4440.2059
165,0.0,0.0,0.0,0.0,0.0,1763.5611,5533.2894,6032.0106,6095.7812,2911.2031,0.0,6642.5312,2187.4573,5801.9047,6218.3084,6993.7701,4998.9956,5256.2835,4895.4364,5565.8883
166,0.0,0.0,0.0,0.0,0.0,7462.6217,0.0,832.93681,7138.0193,6123.7956,8323.2681,2093.7921,8238.9428,6426.768,7281.4958,8189.5436,5853.7086,6154.9868,5732.4432,6517.5269
167,0.0,0.0,0.0,0.0,0.0,7626.3068,6621.4724,59.31917,7294.5845,6258.1149,5025.8839,7948.859,0.0,7141.6372,7441.208,8369.1728,5982.1037,6289.9901,5858.1785,6660.4822
