hour,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
119,0.0,0.0,2819.4677,5136.9233,4133.1966,723.95119,492.6534,2124.55372,561.6831500000001,857.295391,839.24336,618.7499700000001,327.76106,1984.601788,817.18514,695.8770440000001,794.06839,512.70962,614.42424,469.71567
120,0.0,0.0,2000.461,5580.7425,3740.3533,721.32287,398.05372,2067.2745999999997,511.78057,897.95591,877.0017,692.19595,391.846181,1987.3938320000002,892.6989,785.2370000000001,778.362889,563.1115,594.81642,468.81750999999997
121,0.0,0.0,1317.6868,5960.2656,3510.4029,747.3817799999999,439.166353,1975.034843,464.84934000000004,844.9480570000001,885.80663,655.5367100000001,346.18014999999997,2130.29201,816.50328,814.5903900000001,787.1383500000001,579.19046,639.22443,423.249009
122,0.0,0.0,3241.329,4457.2973,3140.6928,741.03941,482.70442,2084.5524100000002,483.35001,914.01994,875.4697,594.49146,399.153148,2053.95757,883.06034,762.9945240000001,869.48758,534.82546,520.4641790000001,566.44746
123,0.0,0.0,1643.3702,5038.5587,4695.6163,675.0826099999999,413.063677,2137.3588099999997,545.20484,818.44347,931.07884,549.0624700000001,379.088958,2172.24431,800.64048,795.3151300000001,915.30929,554.11436,528.41153,595.46554
124,0.0,0.0,2348.7098,4907.2157,4678.0808,691.81728,474.3621,2048.21986,573.7248500000001,885.17057,937.33601,603.08716,348.017091,2078.04991,816.0212,840.1585600000001,832.69643,489.76878,519.323573,432.241344
125,0.0,0.0,7100.0017,4481.6966,443.32517,790.05597,411.165729,2134.12371,545.5617,982.2429000000001,815.9669700000001,502.83817,408.0877,2027.68918,811.69336,791.20396,897.5287900000001,518.7388100000001,596.77268,476.25063
126,0.0,0.0,4236.0767,5268.3942,2016.4284,760.09527,457.535212,2125.31086,433.28776100000005,843.0392270000001,972.82182,564.06903,479.07547999999997,2064.19724,864.2766300000001,754.641194,779.424679,549.79362,599.2617300000001,524.09811
127,0.0,0.0,6582.5744,992.77114,3169.6714,687.38667,514.07209,2154.46661,391.747966,868.066959,827.07551,554.46618,385.921477,2187.37222,850.17389,798.22252,862.6234400000001,516.61562,577.477046,499.81664
128,0.0,0.0,4590.5122,3601.1971,2036.2351,660.5839639999999,429.418603,2129.22476,445.66575,937.48593,962.74811,571.60056,439.35835999999995,2121.81106,730.712076,758.5541420000001,897.10877,468.433,616.44446,582.38999
129,0.0,0.0,2310.2114,4838.7621,3154.805,659.215254,542.3349000000001,2070.70503,362.27532,931.3215,966.68132,646.6659999999999,347.727146,2104.5911100000003,784.72723,759.2751290000001,858.56015,497.72025,504.23286,528.61504
130,0.0,1254.4192,4564.5502,2334.1878,2702.9291,679.95974,530.57556,2173.75669,440.04567000000003,950.90281,853.34509,519.31623,374.501922,2140.72682,735.968968,748.555012,861.05514,511.00138000000004,650.12943,679.9277
131,0.0,3367.1545,3240.6054,3791.5277,1007.607,596.34804,570.1774,2099.15093,411.213495,969.08725,883.27757,466.38236,456.56507,2156.84013,698.713114,853.43578,876.69443,362.02233,649.85987,636.4076600000001
132,0.0,659.81249,3123.2919,3558.974,4138.8859,633.4946199999999,564.24469,2097.59601,391.550764,987.59378,842.92759,483.987408,518.21955,2184.9727000000003,741.922625,744.3700920000001,925.21301,511.79253,618.66418,591.15566
133,0.0,0.0,4288.251,2481.2878,4498.4344,596.34804,631.01541,2043.09968,362.27532,1022.29187,880.45768,424.35784,473.06115,2197.26604,729.629576,872.5967,900.06213,427.317066,680.22857,633.8819599999999
134,0.0,348.6534,4411.0285,2980.5663,2241.5775,670.146345,577.87173,2057.5267400000002,438.00968,997.71882,867.54775,441.863879,450.83735,2101.07386,859.98941,832.0771000000001,794.6740500000001,456.66491,518.424172,638.14699
135,0.0,2807.9064,2955.6672,1308.64,2655.6755,686.8999799999999,557.78608,2024.7321299999999,386.96979600000003,974.8222900000001,912.61964,454.22916200000003,477.35424,2045.59465,755.36577,748.3918860000001,796.1037200000001,487.68057,585.7821,553.28031
136,0.0,0.0,2865.2831,3432.9625,3551.182,636.246118,591.6879799999999,2049.20232,362.27532,1029.18908,928.9911400000001,448.270491,425.21193999999997,2082.8340200000002,678.42867,847.9258500000001,865.84519,362.02233,586.37797,537.63001
137,0.0,2602.1921,1665.4829,2318.2255,3849.6244,746.34772,617.5828300000001,2132.1597899999997,362.27532,1098.05156,922.48064,483.567098,527.51018,2107.09672,700.411095,735.3882570000001,911.75362,381.357857,670.49342,577.71734
138,0.0,1502.9445,3031.3132,2019.7384,4445.8261,614.8169809999999,596.12433,1966.806318,425.74496700000003,1002.5752,813.43411,437.962286,549.94665,2035.64838,779.70136,881.926,742.9714710000001,399.23474400000003,593.07147,610.77211
139,0.0,0.0,1476.7309,3513.6366,6085.7125,612.366169,597.3190999999999,1943.9051690000001,523.12897,965.14318,819.80496,539.85738,490.57138,2025.14227,834.72759,904.3560400000001,845.82687,372.965167,694.24281,567.17259
140,0.0,2243.4291,2085.9334,2047.6531,4196.383,707.0956199999999,560.10656,2087.92303,526.1677,1072.29438,734.950068,490.020648,495.65394,2079.00752,678.42867,838.8899000000001,834.17241,499.08285,735.07098,472.71705
141,0.0,1797.6165,2663.2844,1509.0003,3875.7187,759.09195,560.28806,1994.510014,429.836807,1012.3305,768.068715,497.091344,536.92918,2048.11142,678.42867,881.8774900000001,919.01136,371.368961,710.63697,501.78659
142,0.0,2592.358,1676.1813,1562.0723,3591.4487,802.1277299999999,519.8802000000001,1963.1768969999998,432.949702,909.43195,846.4725900000001,489.87872400000003,504.67629999999997,2041.07226,838.45526,979.2169700000001,819.13748,389.947837,698.34259,527.8216600000001
143,0.0,0.0,1121.4821,3957.1772,4525.9475,706.2586799999999,672.4944399999999,2041.51141,497.41511,1058.46547,869.7335400000001,523.72407,524.41545,1990.809672,772.08177,860.51601,846.2698800000001,433.02878,641.79801,516.79632
144,0.0,0.0,2416.0404,2329.1744,5492.7501,794.23091,516.3682699999999,1953.5131900000001,435.273857,985.7145800000001,719.027638,567.6654100000001,632.2233799999999,2007.171925,718.029511,835.5404000000001,823.10763,369.237615,654.4851100000001,607.98016
145,0.0,0.0,1339.5999,2360.3506,7128.0474,749.03706,536.1486,2070.89374,511.54653,1002.78025,744.1644170000001,494.018704,512.71759,1963.320343,797.96779,963.5789300000001,710.63517,417.40068,763.41653,428.795027
146,0.0,0.0,3348.2813,2098.6354,5471.1347,752.32727,525.96811,2010.90529,545.81718,1017.2881500000001,766.91904,515.70499,503.34884999999997,2045.97155,678.42867,986.93982,833.87278,462.02364,742.39003,512.33771
147,0.0,0.0,1123.3102,2917.4611,6395.9396,814.24233,596.79282,1951.704047,579.45857,1002.30223,778.23366,544.677,483.53711999999996,2046.42575,792.93492,886.6301500000001,797.19083,439.39816,702.28146,550.94966
148,0.0,0.0,744.93482,2705.9283,6301.3335,810.6750099999999,526.74325,2084.7510899999997,523.00585,1019.2227,721.3570100000001,503.58475,546.34451,1932.73071,820.4081,933.02709,803.90557,461.96241,682.45136,580.213
149,0.0,0.0,545.81656,1989.1112,6857.0463,705.95677,592.84658,1949.063659,526.81057,952.0374800000001,782.331126,540.44391,492.02000999999996,1938.989643,861.46816,944.00021,968.1669400000001,451.21667,599.49541,437.500647
150,0.0,0.0,683.5164,2053.5112,6904.0577,863.88704,485.52769,2020.53987,500.95189000000005,988.84226,738.422328,567.39976,459.46654,1932.73071,775.53012,832.8635400000001,710.63517,413.222406,643.06462,474.50714
151,0.0,0.0,1061.5843,3294.7805,5968.6786,862.79492,521.92316,2004.01504,510.06218,939.13849,764.0509420000001,643.78812,547.96879,1950.263549,840.9642,837.5295100000001,849.25864,516.24474,786.47654,471.94997
152,0.0,0.0,1402.9531,3558.5289,5981.1275,764.6048999999999,455.259645,2061.15546,545.18769,977.7891500000001,796.35995,620.90822,542.19333,1979.778917,800.11186,914.0765100000001,746.65691,598.83379,619.7869800000001,448.219804
153,0.0,0.0,1460.8477,2417.0562,7169.442,816.08095,593.86778,2082.40595,578.4201800000001,960.4084600000001,775.155383,623.85043,430.08446,1932.73071,867.88449,926.6617800000001,775.087759,522.38525,684.95415,430.058096
154,0.0,0.0,1206.6162,2418.2837,6962.5189,819.7058499999999,417.578987,2015.24984,607.6262,871.9716510000001,760.188994,661.64144,355.505075,1945.1690910000002,817.91176,859.8025100000001,759.831245,542.3278,716.4772800000001,455.002525
155,0.0,0.0,851.45903,2132.0552,6961.394,805.0865,483.78197,1986.14456,521.99505,962.70456,784.9251300000001,615.57703,488.02301,1947.024128,848.49839,776.5273500000001,743.942777,574.30452,593.15033,382.93453
156,0.0,0.0,685.51235,2444.6704,6514.5133,759.98768,492.49118999999996,2057.59665,635.30273,872.061234,795.41828,643.66571,392.572743,2014.91315,823.8568700000001,908.5947500000001,741.303979,483.61552,654.32061,468.78458
157,0.0,0.0,856.81433,3752.206,5345.5761,747.87637,475.3524,2011.86787,543.9673,930.7241200000001,791.58698,618.9876300000001,456.07921,2016.547,909.36129,771.53574,792.40047,638.26373,680.8111200000001,444.23055999999997
158,0.0,0.0,1258.4599,3380.1801,6042.5686,772.7755999999999,440.745632,2157.69942,551.72224,901.3483100000001,807.98737,635.73236,327.76106,1986.532296,921.22513,770.54115,710.63517,567.81576,623.26472,431.621198
159,0.0,0.0,5030.7962,0.0,6286.1439,824.0940499999999,440.459205,2074.99916,509.2161,968.9226000000001,912.04269,589.9891700000001,443.33446,2041.7933400000002,866.37702,794.2437100000001,829.59319,642.25575,754.93336,551.3850199999999
160,0.0,0.0,1670.2925,4047.8228,5708.1346,783.04476,447.742859,2060.6626699999997,417.81018100000006,861.371314,871.43015,492.271892,330.962336,2016.5115700000001,878.13721,845.50856,780.899457,525.31011,517.357273,422.92350799999997
161,0.0,0.0,1421.971,4458.6682,5096.3753,726.96089,438.497655,2098.28999,574.50017,852.2127240000001,839.71985,601.11832,422.25987999999995,2041.46998,800.2673500000001,802.22883,755.617589,652.4696200000001,643.64074,445.303601
162,0.0,0.0,1083.504,3925.9834,5355.2106,773.15761,496.02393,2030.9688099999998,557.4432300000001,867.509077,900.03596,671.26733,382.151571,2149.9930400000003,852.61881,773.2455400000001,800.56385,598.24391,572.8522800000001,574.7825
163,0.0,0.0,943.22818,4005.6521,5162.0464,596.34804,561.98027,2057.94596,496.08442,853.8171970000001,858.53458,637.5905700000001,331.069533,2144.417,858.5474,770.0405400000001,897.14958,583.41961,611.9556600000001,444.089101
164,0.0,0.0,1689.4933,4235.9025,5090.5918,769.52981,428.763684,2173.4958699999997,502.53297000000003,911.15283,943.03512,629.7518600000001,357.416009,2023.0439000000001,984.24951,744.9544970000001,818.78334,562.19624,588.55538,469.17655
165,0.0,0.0,2105.1382,5572.0686,4090.7189,614.051836,395.46211,2086.16888,513.7438400000001,818.44347,910.92344,632.76451,412.78038,2139.4538000000002,788.63837,768.2098100000001,874.50661,531.36112,524.380951,500.57555
166,0.0,0.0,6712.5981,4536.1454,1154.8618,672.32062,466.771108,2070.67117,398.56784100000004,827.6469430000001,893.8655100000001,564.37853,386.13536899999997,2147.57163,907.54993,689.50358,830.59639,595.82343,568.578928,561.20823
167,0.0,26.808225,5335.2449,4003.9353,3133.1087,624.562962,609.20461,2152.2266799999998,439.22994000000006,833.72928,926.97912,558.55978,414.06332999999995,2057.50943,873.5895399999999,725.5708350000001,914.88826,533.72152,504.23286,540.5523000000001
