acid,epoxide
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
N#Cc1cccc(CCNC(=O)NC(COCC(=O)O)COCC(=O)O)c1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
CN(CCOCC(=O)O)Cc1cn(Cc2ccc(COCC(=O)O)cc2)nn1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
CC(C)(CCCOCC(=O)O)CNC(=O)NCc1ccccc1COCC(=O)O,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
C=CCOc1ccc(C(=O)NC(COCC(=O)O)COCC(=O)O)cc1OC,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
O=C(O)COCCOc1ncccc1C(=O)NCCc1ccc(COCC(=O)O)cc1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
O=C(O)COCc1ccnc(COCC(=O)O)c1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
O=C(O)COCc1ccnc(COCC(=O)O)c1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
O=C(O)COCc1ccnc(COCC(=O)O)c1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
O=C(O)COCc1ccnc(COCC(=O)O)c1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
O=C(O)COCc1ccnc(COCC(=O)O)c1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
O=C(O)COCc1ccnc(COCC(=O)O)c1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
O=C(O)COCc1ccnc(COCC(=O)O)c1,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
O=C(O)COCc1ccnc(COCC(=O)O)c1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
O=C(O)COCc1ccnc(COCC(=O)O)c1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
O=C(O)COCc1ccnc(COCC(=O)O)c1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
Cc1ccccc1CNC(=O)CN(CCOCC(=O)O)CCOCC(=O)O,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
