dataset,map_file,map_h,map_w,agents,obstacle_ratio,method,runtime_sec,success,collisions,soc,makespan,init_collisions,final_collisions,accepted,iters
random_medium,eval_map_12.npy,25,25,64,0.184,hybrid_lns,0.2322406768798828,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_random,0.2113056182861328,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_marl,0.23300623893737793,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,hybrid_lns,0.2317657470703125,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_random,0.5036590099334717,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_marl,0.21776843070983887,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,hybrid_lns,0.21780729293823242,0,,,,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_random,0.10387897491455078,0,9.0,1131.0,39.0,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_marl,0.10538315773010254,0,12.0,1089.0,39.0,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,hybrid_lns,1.1544742584228516,0,10.0,1096.0,39.0,12.0,10.0,20,20
random_medium,eval_map_12.npy,25,25,64,0.184,pp_random,0.15706419944763184,0,40.0,1245.0,47.0,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,pp_marl,0.14633631706237793,0,35.0,1239.0,37.0,,,0,0
random_medium,eval_map_12.npy,25,25,64,0.184,hybrid_lns,1.819838523864746,0,17.0,1314.0,50.0,35.0,17.0,2,20
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_random,0.4984562397003174,0,23.0,1300.0,42.0,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_marl,0.1615300178527832,0,28.0,1278.0,36.0,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,hybrid_lns,1.7720868587493896,0,14.0,1345.0,43.0,28.0,14.0,20,20
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_random,0.3670940399169922,0,31.0,1130.0,40.0,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_marl,0.1474595069885254,0,39.0,1143.0,36.0,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,hybrid_lns,2.7515029907226562,0,18.0,1266.0,45.0,39.0,18.0,1,20
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_random,0.09832429885864258,0,,,,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_marl,0.02962040901184082,0,,,,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,hybrid_lns,0.029053211212158203,0,,,,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_random,0.5381715297698975,0,18.0,1226.0,43.0,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_marl,0.1660170555114746,0,35.0,1205.0,43.0,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,hybrid_lns,2.885303497314453,0,13.0,1220.0,43.0,35.0,13.0,1,20
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_random,0.30156898498535156,0,,,,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,pp_marl,0.22493839263916016,0,,,,,,0,0
random_medium,eval_map_13.npy,25,25,64,0.2096,hybrid_lns,0.22821521759033203,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_random,0.07942438125610352,0,15.0,1151.0,38.0,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_marl,0.11545920372009277,0,24.0,1172.0,38.0,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,hybrid_lns,1.1632931232452393,0,15.0,1174.0,38.0,24.0,15.0,10,20
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_random,0.22636747360229492,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_marl,0.21289539337158203,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,hybrid_lns,0.24430179595947266,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_random,0.41182589530944824,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_marl,0.035863399505615234,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,hybrid_lns,0.03563857078552246,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_random,0.0635366439819336,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_marl,0.03695940971374512,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,hybrid_lns,0.03674435615539551,0,,,,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_random,0.11303257942199707,0,9.0,1097.0,44.0,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,pp_marl,0.09306573867797852,0,32.0,1065.0,38.0,,,0,0
random_medium,eval_map_14.npy,25,25,64,0.1664,hybrid_lns,0.9725849628448486,0,12.0,1081.0,38.0,32.0,12.0,20,20
random_medium,eval_map_15.npy,25,25,64,0.168,pp_random,0.08659839630126953,0,21.0,1187.0,43.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,pp_marl,0.12432527542114258,0,39.0,1195.0,41.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,hybrid_lns,1.6991283893585205,0,16.0,1212.0,45.0,39.0,16.0,1,20
random_medium,eval_map_15.npy,25,25,64,0.168,pp_random,0.07694649696350098,0,24.0,1135.0,43.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,pp_marl,0.09838509559631348,0,39.0,1137.0,41.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,hybrid_lns,1.3901236057281494,0,13.0,1153.0,41.0,39.0,13.0,1,20
random_medium,eval_map_15.npy,25,25,64,0.168,pp_random,0.09690117835998535,0,14.0,1197.0,34.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,pp_marl,0.15765857696533203,0,23.0,1192.0,34.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,hybrid_lns,1.3107380867004395,0,12.0,1209.0,37.0,23.0,12.0,2,20
random_medium,eval_map_15.npy,25,25,64,0.168,pp_random,0.4965543746948242,0,22.0,1211.0,41.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,pp_marl,0.32292962074279785,0,36.0,1191.0,39.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,hybrid_lns,1.799306869506836,0,13.0,1225.0,42.0,36.0,13.0,2,20
random_medium,eval_map_15.npy,25,25,64,0.168,pp_random,0.0930325984954834,0,11.0,1255.0,37.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,pp_marl,0.13234782218933105,0,30.0,1264.0,39.0,,,0,0
random_medium,eval_map_15.npy,25,25,64,0.168,hybrid_lns,1.2394237518310547,0,12.0,1272.0,39.0,30.0,12.0,20,20
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_random,0.2024540901184082,0,14.0,1305.0,42.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_marl,0.17885398864746094,0,28.0,1292.0,40.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,hybrid_lns,1.5903995037078857,0,15.0,1322.0,45.0,28.0,15.0,2,20
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_random,0.39124536514282227,0,13.0,1334.0,41.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_marl,0.1762709617614746,0,31.0,1326.0,41.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,hybrid_lns,2.3437466621398926,0,13.0,1352.0,41.0,31.0,13.0,3,20
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_random,0.14615797996520996,0,47.0,1211.0,39.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_marl,0.1931750774383545,0,62.0,1213.0,39.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,hybrid_lns,2.4752347469329834,0,12.0,1272.0,44.0,62.0,12.0,1,20
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_random,0.40778207778930664,0,15.0,1220.0,39.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_marl,0.12875008583068848,0,27.0,1209.0,39.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,hybrid_lns,1.9052491188049316,0,10.0,1236.0,39.0,27.0,10.0,1,20
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_random,0.18782711029052734,0,13.0,1292.0,35.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,pp_marl,0.22787165641784668,0,33.0,1270.0,39.0,,,0,0
random_medium,eval_map_16.npy,25,25,64,0.1872,hybrid_lns,1.4883811473846436,0,13.0,1277.0,39.0,33.0,13.0,1,20
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_random,0.44337916374206543,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_marl,0.2672431468963623,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,hybrid_lns,0.24592161178588867,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_random,0.03646230697631836,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_marl,0.03626680374145508,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,hybrid_lns,0.036112070083618164,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_random,0.0744173526763916,0,12.0,1077.0,39.0,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_marl,0.10348033905029297,0,16.0,1071.0,39.0,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,hybrid_lns,0.9678947925567627,0,8.0,1073.0,39.0,16.0,8.0,20,20
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_random,0.29061150550842285,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_marl,0.034708499908447266,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,hybrid_lns,0.03318619728088379,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_random,0.03471732139587402,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,pp_marl,0.03542470932006836,0,,,,,,0,0
random_medium,eval_map_17.npy,25,25,64,0.1776,hybrid_lns,0.03622150421142578,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_random,0.27275800704956055,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_marl,0.033235788345336914,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,hybrid_lns,0.033023834228515625,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_random,0.13471579551696777,0,6.0,1178.0,45.0,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_marl,0.14580273628234863,0,22.0,1168.0,45.0,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,hybrid_lns,1.7278072834014893,0,10.0,1175.0,45.0,22.0,10.0,20,20
random_medium,eval_map_18.npy,25,25,64,0.192,pp_random,0.0010504722595214844,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_marl,0.03009343147277832,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,hybrid_lns,0.029988527297973633,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_random,0.5393326282501221,0,26.0,1273.0,42.0,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_marl,0.49211573600769043,0,36.0,1217.0,39.0,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,hybrid_lns,8.911656618118286,0,12.0,1246.0,39.0,36.0,12.0,1,20
random_medium,eval_map_18.npy,25,25,64,0.192,pp_random,0.5263311862945557,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,pp_marl,0.22958731651306152,0,,,,,,0,0
random_medium,eval_map_18.npy,25,25,64,0.192,hybrid_lns,0.22922921180725098,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_random,0.22603154182434082,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_marl,0.2168138027191162,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,hybrid_lns,0.2483510971069336,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_random,0.0705568790435791,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_marl,0.030575275421142578,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,hybrid_lns,0.030393123626708984,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_random,0.08001089096069336,0,16.0,1189.0,45.0,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_marl,0.10904312133789062,0,28.0,1197.0,45.0,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,hybrid_lns,1.2282836437225342,0,13.0,1213.0,45.0,28.0,13.0,2,20
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_random,0.07689046859741211,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_marl,0.03443622589111328,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,hybrid_lns,0.03423333168029785,0,,,,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_random,0.42716193199157715,0,28.0,1232.0,42.0,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,pp_marl,0.47582197189331055,0,36.0,1228.0,42.0,,,0,0
random_medium,eval_map_19.npy,25,25,64,0.2032,hybrid_lns,8.713027477264404,0,15.0,1240.0,42.0,36.0,15.0,1,20
random_large,eval_map_1.npy,50,50,64,0.1736,pp_random,0.28607964515686035,0,23.0,2204.0,78.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,pp_marl,0.35474443435668945,0,39.0,2203.0,78.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,hybrid_lns,4.735601425170898,0,11.0,2217.0,78.0,39.0,11.0,1,20
random_large,eval_map_1.npy,50,50,64,0.1736,pp_random,0.3041090965270996,0,10.0,2426.0,77.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,pp_marl,0.4053473472595215,0,16.0,2432.0,77.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,hybrid_lns,4.195460796356201,0,11.0,2431.0,77.0,16.0,11.0,20,20
random_large,eval_map_1.npy,50,50,64,0.1736,pp_random,0.31352734565734863,0,8.0,2345.0,93.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,pp_marl,0.3847827911376953,0,18.0,2349.0,93.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,hybrid_lns,4.628450393676758,0,18.0,2349.0,93.0,18.0,18.0,20,20
random_large,eval_map_1.npy,50,50,64,0.1736,pp_random,0.2632412910461426,0,7.0,2231.0,84.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,pp_marl,0.36717939376831055,0,10.0,2233.0,84.0,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,hybrid_lns,4.598809480667114,0,10.0,2233.0,84.0,10.0,10.0,20,20
random_large,eval_map_1.npy,50,50,64,0.1736,pp_random,0.16912531852722168,0,,,,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,pp_marl,0.11912751197814941,0,,,,,,0,0
random_large,eval_map_1.npy,50,50,64,0.1736,hybrid_lns,0.11860895156860352,0,,,,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,pp_random,0.2081911563873291,0,11.0,2099.0,59.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,pp_marl,0.4104602336883545,0,11.0,2095.0,59.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,hybrid_lns,3.2228832244873047,0,11.0,2093.0,59.0,11.0,11.0,20,20
random_large,eval_map_10.npy,50,50,64,0.1588,pp_random,0.2660503387451172,0,16.0,2468.0,86.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,pp_marl,0.44179677963256836,0,29.0,2474.0,86.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,hybrid_lns,4.599171876907349,0,11.0,2476.0,86.0,29.0,11.0,1,20
random_large,eval_map_10.npy,50,50,64,0.1588,pp_random,0.28344225883483887,0,12.0,2209.0,78.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,pp_marl,0.3768143653869629,0,16.0,2213.0,78.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,hybrid_lns,3.4130465984344482,0,10.0,2213.0,78.0,16.0,10.0,20,20
random_large,eval_map_10.npy,50,50,64,0.1588,pp_random,0.2513604164123535,0,6.0,2270.0,78.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,pp_marl,0.4042489528656006,0,20.0,2268.0,78.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,hybrid_lns,3.7111220359802246,0,18.0,2268.0,78.0,20.0,18.0,20,20
random_large,eval_map_10.npy,50,50,64,0.1588,pp_random,0.24263644218444824,0,20.0,2240.0,79.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,pp_marl,0.5763545036315918,0,23.0,2239.0,79.0,,,0,0
random_large,eval_map_10.npy,50,50,64,0.1588,hybrid_lns,3.892183542251587,0,8.0,2241.0,79.0,23.0,8.0,20,20
random_large,eval_map_100.npy,50,50,64,0.1716,pp_random,1.2506725788116455,0,,,,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,pp_marl,1.1087045669555664,0,,,,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,hybrid_lns,1.0797662734985352,0,,,,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,pp_random,0.262725830078125,0,7.0,2236.0,81.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,pp_marl,0.34014177322387695,0,21.0,2234.0,81.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,hybrid_lns,4.22585391998291,0,8.0,2249.0,81.0,21.0,8.0,20,20
random_large,eval_map_100.npy,50,50,64,0.1716,pp_random,0.3657374382019043,0,9.0,2279.0,82.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,pp_marl,0.4159538745880127,0,18.0,2280.0,82.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,hybrid_lns,4.0726318359375,0,15.0,2286.0,82.0,18.0,15.0,1,20
random_large,eval_map_100.npy,50,50,64,0.1716,pp_random,0.32253289222717285,0,8.0,2320.0,88.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,pp_marl,0.44696617126464844,0,26.0,2314.0,88.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,hybrid_lns,4.077408075332642,0,11.0,2311.0,88.0,26.0,11.0,20,20
random_large,eval_map_100.npy,50,50,64,0.1716,pp_random,0.25482702255249023,0,15.0,2308.0,84.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,pp_marl,0.45885705947875977,0,27.0,2311.0,84.0,,,0,0
random_large,eval_map_100.npy,50,50,64,0.1716,hybrid_lns,4.277098178863525,0,10.0,2320.0,84.0,27.0,10.0,20,20
random_large,eval_map_11.npy,50,50,64,0.1636,pp_random,1.3920278549194336,0,,,,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_marl,0.1238546371459961,0,,,,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,hybrid_lns,0.12344670295715332,0,,,,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_random,0.3331913948059082,0,12.0,2493.0,76.0,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_marl,0.4204995632171631,0,23.0,2489.0,76.0,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,hybrid_lns,3.918498992919922,0,15.0,2489.0,76.0,23.0,15.0,20,20
random_large,eval_map_11.npy,50,50,64,0.1636,pp_random,0.21814632415771484,0,4.0,2070.0,76.0,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_marl,0.3052520751953125,0,11.0,2066.0,76.0,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,hybrid_lns,2.827580690383911,0,11.0,2066.0,76.0,11.0,11.0,20,20
random_large,eval_map_11.npy,50,50,64,0.1636,pp_random,0.012495756149291992,0,,,,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_marl,0.13821935653686523,0,,,,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,hybrid_lns,0.1347651481628418,0,,,,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_random,0.3171992301940918,0,16.0,2329.0,76.0,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,pp_marl,0.45732951164245605,0,18.0,2330.0,76.0,,,0,0
random_large,eval_map_11.npy,50,50,64,0.1636,hybrid_lns,4.426806688308716,0,11.0,2336.0,76.0,18.0,11.0,20,20
random_large,eval_map_12.npy,50,50,64,0.1768,pp_random,0.170914888381958,0,17.0,1909.0,71.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,pp_marl,0.26459741592407227,0,21.0,1900.0,71.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,hybrid_lns,3.1777961254119873,0,14.0,1911.0,71.0,21.0,14.0,20,20
random_large,eval_map_12.npy,50,50,64,0.1768,pp_random,0.44699764251708984,0,12.0,2334.0,85.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,pp_marl,0.4424717426300049,0,21.0,2331.0,83.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,hybrid_lns,5.207846164703369,0,21.0,2331.0,83.0,21.0,21.0,20,20
random_large,eval_map_12.npy,50,50,64,0.1768,pp_random,0.05019330978393555,0,,,,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,pp_marl,0.12070751190185547,0,,,,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,hybrid_lns,0.1200869083404541,0,,,,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,pp_random,0.2380831241607666,0,9.0,2266.0,69.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,pp_marl,0.3448066711425781,0,16.0,2268.0,69.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,hybrid_lns,2.7072064876556396,0,16.0,2268.0,69.0,16.0,16.0,20,20
random_large,eval_map_12.npy,50,50,64,0.1768,pp_random,0.24471473693847656,0,11.0,2106.0,77.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,pp_marl,0.3594646453857422,0,25.0,2098.0,76.0,,,0,0
random_large,eval_map_12.npy,50,50,64,0.1768,hybrid_lns,4.532403230667114,0,13.0,2097.0,76.0,25.0,13.0,1,20
random_large,eval_map_13.npy,50,50,64,0.1644,pp_random,0.125075101852417,0,,,,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,pp_marl,0.14871525764465332,0,,,,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,hybrid_lns,0.14805388450622559,0,,,,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,pp_random,0.2591707706451416,0,8.0,2238.0,76.0,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,pp_marl,0.35705089569091797,0,24.0,2235.0,76.0,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,hybrid_lns,4.195639610290527,0,7.0,2240.0,76.0,24.0,7.0,20,20
random_large,eval_map_13.npy,50,50,64,0.1644,pp_random,0.23547768592834473,0,6.0,2184.0,71.0,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,pp_marl,0.3572397232055664,0,16.0,2182.0,71.0,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,hybrid_lns,3.678802013397217,0,14.0,2186.0,71.0,16.0,14.0,20,20
random_large,eval_map_13.npy,50,50,64,0.1644,pp_random,0.23625659942626953,0,15.0,2127.0,71.0,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,pp_marl,0.34439682960510254,0,23.0,2130.0,71.0,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,hybrid_lns,4.256593704223633,0,10.0,2135.0,71.0,23.0,10.0,1,20
random_large,eval_map_13.npy,50,50,64,0.1644,pp_random,0.0615839958190918,0,,,,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,pp_marl,0.15405869483947754,0,,,,,,0,0
random_large,eval_map_13.npy,50,50,64,0.1644,hybrid_lns,0.14162921905517578,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_random,0.273709774017334,0,9.0,2412.0,85.0,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_marl,0.37787795066833496,0,21.0,2413.0,85.0,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,hybrid_lns,4.012774467468262,0,14.0,2421.0,85.0,21.0,14.0,20,20
random_large,eval_map_14.npy,50,50,64,0.1744,pp_random,1.746523141860962,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_marl,0.1371312141418457,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,hybrid_lns,0.1367206573486328,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_random,1.1795756816864014,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_marl,0.9125871658325195,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,hybrid_lns,0.9221246242523193,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_random,1.9915292263031006,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_marl,1.0722832679748535,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,hybrid_lns,1.0960843563079834,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_random,1.4745392799377441,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,pp_marl,1.087857961654663,0,,,,,,0,0
random_large,eval_map_14.npy,50,50,64,0.1744,hybrid_lns,1.0838878154754639,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_random,1.0840344429016113,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_marl,0.14054512977600098,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,hybrid_lns,0.14013004302978516,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_random,0.2616283893585205,0,10.0,2279.0,77.0,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_marl,0.34985876083374023,0,19.0,2268.0,77.0,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,hybrid_lns,3.887911796569824,0,9.0,2282.0,77.0,19.0,9.0,1,20
random_large,eval_map_15.npy,50,50,64,0.1872,pp_random,0.01479196548461914,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_marl,0.12317132949829102,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,hybrid_lns,0.12325191497802734,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_random,0.26091766357421875,0,10.0,2242.0,63.0,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,pp_marl,0.3582887649536133,0,14.0,2248.0,63.0,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,hybrid_lns,3.0204977989196777,0,14.0,2248.0,63.0,14.0,14.0,20,20
random_large,eval_map_15.npy,50,50,64,0.1872,pp_random,0.01699542999267578,0,,,,,,0,0
