scenario,hour,demand_MWh,load_shed_MWh,storage_charge_MWh,storage_discharge_MWh,wind_curtailment_MWh,gas_MWh,nuclear_MWh,onshore wind_MWh
high_renewable_2035,53,74404.62563023587,48698.89025623531,0.0,0.0,24745.574141585366,6840.253094680726,2400.0,16465.48227931985
high_renewable_2035,54,92786.62847864233,65999.19890506426,0.0,0.0,25169.805074718668,6840.253094680726,2400.0,17547.17647889734
high_renewable_2035,55,103077.7284971828,75446.86183310031,0.0,0.0,30662.348075449972,6840.253094680726,2400.0,18390.61356940176
high_renewable_2035,56,96452.10189791741,69467.48510766844,0.0,0.0,28309.260867231613,6840.253094680726,2400.0,17744.363695568234
high_renewable_2035,57,77073.98919277838,51018.10415842867,0.0,0.0,25251.968567372707,6840.253094680726,2400.0,16815.631939668958
high_renewable_2035,58,58931.84913208273,33294.71914713771,0.0,0.0,24928.161594308724,6840.253094680726,2400.0,16396.87689026431
high_renewable_2035,59,55191.28758672051,30480.58276919994,0.0,0.0,17641.76781854318,6840.253094680726,2400.0,15470.451722839833
high_renewable_2035,60,68173.87248020385,42639.30443746828,0.0,0.0,28945.455050223543,6840.253094680726,2400.0,16294.314948054849
high_renewable_2035,61,87592.37323720905,61443.87242077799,0.0,0.0,27046.770617978607,6840.253094680726,2400.0,16908.24772175034
high_renewable_2035,62,98386.17209942966,70875.19900780753,0.0,0.0,28109.00175187702,6840.253094680726,2400.0,18270.719996941432
high_renewable_2035,63,92190.61689069081,65345.21754832459,0.0,0.0,15688.909394325528,6840.253094680726,2400.0,17605.14624768549
high_renewable_2035,64,73707.05032650949,48045.58983166302,0.0,0.0,22040.74049528577,6840.253094680726,2400.0,16421.20740016575
high_renewable_2035,65,57123.09822949066,32573.527675998714,0.0,0.0,21809.16867999463,6840.253094680726,2400.0,15309.317458811216
high_renewable_2035,66,55308.961904127,30448.058663639884,0.0,0.0,29852.083078216503,6840.253094680726,2400.0,15620.650145806385
high_renewable_2035,67,70016.12371519057,44229.53143420735,0.0,0.0,35017.98955947503,6840.253094680726,2400.0,16546.3391863025
high_renewable_2035,68,90541.59872767888,63828.08862248222,0.0,0.0,20704.62965687362,6840.253094680726,2400.0,17473.257010515925
high_renewable_2035,69,101874.84023806368,74753.9323267635,0.0,0.0,27233.397105855904,6840.253094680726,2400.0,17880.65481661947
high_renewable_2035,70,96123.91249505771,69959.35529822602,0.0,0.0,30206.78862249628,6840.253094680726,2400.0,16924.30410215097
high_renewable_2035,71,78520.57344128915,52562.81356664004,0.0,0.0,26124.38658540055,6840.253094680726,2400.0,16717.50677996839
high_renewable_2035,72,63431.764072672784,38572.813091977245,0.0,0.0,27957.048482577426,6840.253094680726,2400.0,15618.697886014806
high_renewable_2035,73,63414.554449252995,38346.92325160371,0.0,0.0,29274.424294726952,6840.253094680726,2400.0,15827.378102968556
high_renewable_2035,74,79648.60978495536,53889.3536412332,0.0,0.0,26762.08690573621,6840.253094680726,2400.0,16519.00304904142
high_renewable_2035,75,101031.34065122368,74000.09218031516,0.0,0.0,28504.411050986462,6840.253094680726,2400.0,17790.995376227802
high_renewable_2035,76,112624.76602476815,85756.70051753984,0.0,0.0,27411.414415997097,6840.253094680726,2400.0,17627.812412547573
high_renewable_2035,77,107022.32642614921,80253.74329661882,0.0,0.0,27305.690179690097,6840.253094680726,2400.0,17528.330034849678
high_renewable_2035,78,89980.51213946095,63949.19357868609,0.0,0.0,29212.474806672217,6840.253094680726,2400.0,16791.06546609412
high_renewable_2035,79,76027.1892602639,50213.05935775069,0.0,0.0,35980.02794995082,6840.253094680726,2400.0,16573.8768078325
high_renewable_2035,80,77390.67983620553,51742.67691609508,0.0,0.0,38478.25588816505,6840.253094680726,2400.0,16407.749825429724
high_renewable_2035,81,94679.51803847101,68730.08151552475,0.0,0.0,24666.75925593429,6840.253094680726,2400.0,16709.183428265525
high_renewable_2035,82,116409.76631009155,89201.57765090001,0.0,0.0,35546.61754923545,6840.253094680726,2400.0,17967.935564510826
high_renewable_2035,83,127739.86595415063,100225.51515353196,0.0,0.0,32733.38890928028,6840.253094680726,2400.0,18274.097705937947
high_renewable_2035,84,121761.98687949538,94754.62959864539,0.0,0.0,28941.072545621028,6840.253094680726,2400.0,17767.104186169265
high_renewable_2035,85,104752.21411575637,78630.28931110827,0.0,0.0,32126.873278413776,6840.253094680726,2400.0,16881.67170996739
high_renewable_2035,86,91381.90943757423,65434.0076730487,0.0,0.0,32436.17790328596,6840.253094680726,2400.0,16707.64866984479
high_renewable_2035,87,93536.57755184703,67295.21604559441,0.0,0.0,34048.289712608595,6840.253094680726,2400.0,17001.10841157192
high_renewable_2035,88,111256.08578537445,84128.54885349839,0.0,0.0,29474.253797274672,6840.253094680726,2400.0,17887.283837195344
high_renewable_2035,89,132694.796388079,103702.26274227486,0.0,0.0,29271.66500887442,6840.253094680726,2400.0,19752.280551123422
high_renewable_2035,90,143132.02225058782,114605.40134161149,0.0,0.0,25622.605373687256,6840.253094680726,2400.0,19286.367814295594
high_renewable_2035,91,136171.9121300517,108107.01835727629,0.0,0.0,23793.673699830477,6840.253094680726,2400.0,18824.64067809468
high_renewable_2035,92,118604.74475750628,91269.23750657687,0.0,0.0,34489.04483805701,6840.253094680726,2400.0,18095.25415624869
high_renewable_2035,93,105228.08411367955,78619.8293607786,0.0,0.0,23609.625862067576,6840.253094680726,2400.0,17368.00165822022
high_renewable_2035,94,107571.23765637512,80805.12383262608,0.0,0.0,26200.52656181772,6840.253094680726,2400.0,17525.86072906833
high_renewable_2035,95,125108.7431461385,97304.59788804353,0.0,0.0,29361.433875369294,6840.253094680726,2400.0,18563.892163414224
high_renewable_2035,96,145653.35432581577,116945.0896947433,0.0,0.0,24613.455591734433,6840.253094680726,2400.0,19468.011536391718
high_renewable_2035,97,154629.32965413455,125784.9880517791,0.0,0.0,25500.4847940313,6840.253094680726,2400.0,19604.088507674733
high_renewable_2035,98,146164.98249809744,117457.62243469026,0.0,0.0,21403.036039619983,6840.253094680726,2400.0,19467.10696872648
high_renewable_2035,99,127558.1844822721,99695.76494202873,0.0,0.0,17564.795987860813,6840.253094680726,2400.0,18622.166445562652
high_renewable_2035,100,113714.62745611335,86721.62407230792,0.0,0.0,22483.586662016533,6840.253094680726,2400.0,17752.750289124706
high_renewable_2035,101,115793.81678730465,88404.5896990781,0.0,0.0,23040.45232481412,6840.253094680726,2400.0,18148.97399354579
high_renewable_2035,102,132708.24629452126,105001.00566150736,0.0,0.0,15839.805885752547,6840.253094680726,2400.0,18466.987538333175
high_renewable_2035,103,151948.66669008136,123222.14281411265,0.0,0.0,21786.151181872454,6840.253094680726,2400.0,19486.270781287953
high_renewable_2035,104,159107.06869358104,130193.8327340325,0.0,0.0,20654.186205754733,6840.253094680726,2400.0,19672.98286486778
high_renewable_2035,105,148846.18572245032,120055.11875161814,0.0,0.0,18931.557876616436,6840.253094680726,2400.0,19550.813876151413
high_renewable_2035,106,128962.87505626828,100821.06006107344,0.0,0.0,24102.82600466085,6840.253094680726,2400.0,18901.561900514112
high_renewable_2035,107,114451.34876763518,87328.07824763223,0.0,0.0,26705.011136376328,6840.253094680726,2400.0,17883.01742532222
high_renewable_2035,108,116086.76397731279,88397.20640348484,0.0,0.0,28773.31682845822,6840.253094680726,2400.0,18449.304479147228
high_renewable_2035,109,132222.11079329948,104332.37311226342,0.0,0.0,24038.79288949962,6840.253094680726,2400.0,18649.484586355324
high_renewable_2035,110,150044.58977623738,121574.81505592806,0.0,0.0,20118.2015848821,6840.253094680726,2400.0,19229.521625628575
high_renewable_2035,111,155334.80648525816,126895.20043309194,0.0,0.0,22108.422560394167,6840.253094680726,2400.0,19199.352957485487
high_renewable_2035,112,143297.69779108584,115400.45759020933,0.0,0.0,19042.809078254886,6840.253094680726,2400.0,18656.987106195797
high_renewable_2035,113,122218.0382971248,94950.89990194123,0.0,0.0,22272.99772655168,6840.253094680726,2400.0,18026.88530050285
high_renewable_2035,114,107157.04325198573,80391.69548600614,0.0,0.0,25041.595676231023,6840.253094680726,2400.0,17525.094671298855
high_renewable_2035,115,108489.71608405339,81144.16803422899,0.0,0.0,32444.52714520279,6840.253094680726,2400.0,18105.294955143676
high_renewable_2035,116,124011.06307243025,96958.88846456504,0.0,0.0,32449.776041849247,6840.253094680726,2400.0,17811.921513184476
high_renewable_2035,117,140621.80616475086,112415.90065842071,0.0,0.0,35884.97938972914,6840.253094680726,2400.0,18965.65241164944
high_renewable_2035,118,144309.98192586473,115665.24882507607,0.0,0.0,27896.400271524413,6840.253094680726,2400.0,19404.480006107937
high_renewable_2035,119,130827.96892130759,103495.56790119682,0.0,0.0,28315.99462000586,6840.253094680726,2400.0,18092.147925430036
high_renewable_2035,120,108934.95419917002,82114.6341244443,0.0,0.0,24862.36683982539,6840.253094680726,2400.0,17580.066980044983
high_renewable_2035,121,93735.84000466307,67654.50551517407,0.0,0.0,35440.446455779194,6840.253094680726,2400.0,16841.081394808287
high_renewable_2035,122,95188.58400869161,68659.70357523147,0.0,0.0,29258.346120253693,6840.253094680726,2400.0,17288.627338779406
high_renewable_2035,123,110530.92597401851,83320.27227178065,0.0,0.0,30994.581008113564,6840.253094680726,2400.0,17970.40060755714
high_renewable_2035,124,126393.06359084314,98990.97475627379,0.0,0.0,31458.0138157323,6840.253094680726,2400.0,18161.83573988864
high_renewable_2035,125,128987.54262796404,101231.64860843256,0.0,0.0,33385.30372685223,6840.253094680726,2400.0,18515.64092485075
high_renewable_2035,126,114617.28883566362,87316.20017590703,0.0,0.0,28389.376005476006,6840.253094680726,2400.0,18060.835565075868
high_renewable_2035,127,92500.46158936404,66240.1226611305,0.0,0.0,34572.71520392367,6840.253094680726,2400.0,17020.08583355283
high_renewable_2035,128,77761.10965789932,51943.029476047945,0.0,0.0,29040.086971975517,6840.253094680726,2400.0,16577.82708717065
high_renewable_2035,129,79922.78859166107,54356.17863953956,0.0,0.0,32754.642968912874,6840.253094680726,2400.0,16326.356857440784
high_renewable_2035,130,95666.53696688976,68968.12637207855,0.0,0.0,24714.166204019835,6840.253094680726,2400.0,17458.15750013049
high_renewable_2035,131,111367.54391008083,84346.69478897177,0.0,0.0,19860.21280353615,6840.253094680726,2400.0,17780.596026428324
high_renewable_2035,132,113478.9270880168,86102.36641096794,0.0,0.0,27930.61640041796,6840.253094680726,2400.0,18136.30758236815
high_renewable_2035,133,98855.91572219068,71988.77424576049,0.0,0.0,29944.12104334805,6840.253094680726,2400.0,17626.888381749468
high_renewable_2035,134,77159.11280527538,51452.82571490515,0.0,0.0,28581.566551494972,6840.253094680726,2400.0,16466.033995689504
high_renewable_2035,135,63506.84056941004,38795.89131522551,0.0,0.0,23130.636617996613,6840.253094680726,2400.0,15470.696159503808
high_renewable_2035,136,66971.34065154789,42152.12133723384,0.0,0.0,29876.70117661718,6840.253094680726,2400.0,15578.966219633334
high_renewable_2035,137,83678.26961574092,57226.92236616876,0.0,0.0,23896.64979541586,6840.253094680726,2400.0,17211.094154891412
high_renewable_2035,138,99763.78691762581,73622.64921941562,0.0,0.0,23830.44802767726,6840.253094680726,2400.0,16900.884603529466
high_renewable_2035,139,101937.54236440019,75196.56813976931,0.0,0.0,26404.77418542377,6840.253094680726,2400.0,17500.721129950125
high_renewable_2035,140,87608.41570318889,61295.35159091542,0.0,0.0,21471.64622986786,6840.253094680726,2400.0,17072.811017592743
high_renewable_2035,141,66862.80342873881,41620.835347916116,0.0,0.0,18342.848956638838,6840.253094680726,2400.0,16001.714986141975
high_renewable_2035,142,54789.070581349755,29853.69314655219,0.0,0.0,18546.982811293918,6840.253094680726,2400.0,15695.124340116847
high_renewable_2035,143,59992.63206156481,34505.88759875695,0.0,0.0,22978.65340269079,6840.253094680726,2400.0,16246.491368127136
high_renewable_2035,144,78046.74944566436,52454.99218100186,0.0,0.0,25031.96211792626,6840.253094680726,2400.0,16351.504169981785
high_renewable_2035,145,94865.86809295033,68528.94067848667,0.0,0.0,31198.31278744639,6840.253094680726,2400.0,17096.674319782946
high_renewable_2035,146,97432.8764054898,70574.21002180521,0.0,0.0,20133.34361355104,6840.253094680726,2400.0,17618.41328900388
high_renewable_2035,147,83712.08204915117,57272.78877960252,0.0,0.0,25492.07672092303,6840.253094680726,2400.0,17199.040174867936
high_renewable_2035,148,64199.734005587394,38556.57421619592,0.0,0.0,31305.285811410802,6840.253094680726,2400.0,16402.90669471074
high_renewable_2035,149,53931.45400226523,29066.2056649008,0.0,0.0,30183.82591831765,6840.253094680726,2400.0,15624.995242683704
high_renewable_2035,150,61032.46268906127,36490.771994307725,0.0,0.0,27943.34723723249,6840.253094680726,2400.0,15301.437600072826
high_renewable_2035,151,80528.9541324837,54071.32239489174,0.0,0.0,31771.58165758611,6840.253094680726,2400.0,17217.378642911244
high_renewable_2035,152,98132.91279338735,71299.51735743412,0.0,0.0,31184.37970642228,6840.253094680726,2400.0,17593.14234127251
high_renewable_2035,153,101118.46521791258,73935.3620905473,0.0,0.0,30761.35701192027,6840.253094680726,2400.0,17942.850032684542
high_renewable_2035,154,88008.06458555689,62049.36189076524,0.0,0.0,30169.560935250913,6840.253094680726,2400.0,16718.449600110922
high_renewable_2035,155,69693.0543413405,44618.43014274405,0.0,0.0,31854.345719186193,6840.253094680726,2400.0,15834.371103915724
high_renewable_2035,156,61135.39128897298,35983.24614359663,0.0,0.0,26402.799058327324,6840.253094680726,2400.0,15911.892050695627
high_renewable_2035,157,69969.22046848846,44316.79595032046,0.0,0.0,29901.124253449347,6840.253094680726,2400.0,16412.171423487267
high_renewable_2035,158,90681.58313340621,64615.28478654103,0.0,0.0,31227.431009977197,6840.253094680726,2400.0,16826.045252184456
high_renewable_2035,159,108803.35166252844,80879.817628525,0.0,0.0,29281.08850822468,6840.253094680726,2400.0,18683.280939322707
high_renewable_2035,160,111919.27305138015,85658.36288165771,0.0,0.0,29773.26111859944,6840.253094680726,2400.0,17020.6570750417
high_renewable_2035,161,99113.64432121972,72559.17379353472,0.0,0.0,36263.75137629575,6840.253094680726,2400.0,17314.217433004265
high_renewable_2035,162,81659.32260382603,55239.30621533726,0.0,0.0,39404.70454980353,6840.253094680726,2400.0,17179.763293808035
high_renewable_2035,163,74425.47479723023,48825.84457508731,0.0,0.0,29223.22468502675,6840.253094680726,2400.0,16359.377127462196
high_renewable_2035,164,84546.62272716385,58182.757720016954,0.0,0.0,35145.10073099824,6840.253094680726,2400.0,17123.61191246617
high_renewable_2035,165,105980.90838686102,79486.18394624168,0.0,0.0,30436.075279354,6840.253094680726,2400.0,17254.471345938615
high_renewable_2035,166,124101.20111406264,96769.01135577375,0.0,0.0,26592.786098445053,6840.253094680726,2400.0,18091.936663608172
high_renewable_2035,167,126823.23451518363,99154.71760392809,0.0,0.0,38083.91493536876,6840.253094680726,2400.0,18428.263816574832
net_zero_2050,0,147205.54006226663,115720.54173651901,0.0,0.0,58970.12475915218,4426.046120087528,2640.0,24418.95220566011
net_zero_2050,1,132086.2534951117,101183.37288139545,0.0,0.0,46406.54137130432,4426.046120087528,2640.0,23836.834493628747
net_zero_2050,2,112200.62005305581,82025.82522793981,0.0,0.0,48165.0026434645,4426.046120087528,2640.0,23108.74870502849
net_zero_2050,3,104679.06407127598,75320.14277527705,0.0,0.0,50601.41229617041,4426.046120087528,2640.0,22292.87517591141
net_zero_2050,4,117214.89828744589,86824.31950198417,0.0,0.0,41697.69678589373,4426.046120087528,2640.0,23324.532665374205
net_zero_2050,5,142195.1791151027,109595.34530061949,0.0,0.0,47288.2594372616,4426.046120087528,2640.0,25533.787694395694
net_zero_2050,6,162486.59135872353,131385.45082999178,0.0,0.0,39685.00797152764,4426.046120087528,2640.0,24035.09440864423
net_zero_2050,7,164470.8039937166,132448.7365525831,0.0,0.0,47215.08599472011,4426.046120087528,2640.0,24956.02132104597
net_zero_2050,8,148403.6796412071,117687.04164644406,0.0,0.0,55264.370786383864,4426.046120087528,2640.0,23650.59187467547
net_zero_2050,9,128210.45093779606,97987.19316360768,0.0,0.0,56736.33864532211,4426.046120087528,2640.0,23157.211654100855
net_zero_2050,10,120872.88186845185,91160.94903211575,0.0,0.0,33609.18386988972,4426.046120087528,2640.0,22645.886716248573
net_zero_2050,11,133489.53784335405,102232.2574612043,0.0,0.0,38582.37488914747,4426.046120087528,2640.0,24191.23426206222
net_zero_2050,12,157862.08016743633,127182.32512139065,0.0,0.0,37229.86518439105,4426.046120087528,2640.0,23613.70892595814
net_zero_2050,13,176729.86042483454,143670.96925667993,0.0,0.0,39571.433059802635,4426.046120087528,2640.0,25992.845048067105
net_zero_2050,14,176905.57287403132,144174.0249052362,0.0,0.0,38427.92310232376,4426.046120087528,2640.0,25665.501848707587
net_zero_2050,15,159309.9584469436,126997.52660203405,0.0,0.0,44087.62752321233,4426.046120087528,2640.0,25246.385724822027
net_zero_2050,16,138264.74499537708,107134.3729576423,0.0,0.0,31352.534503006587,4426.046120087528,2640.0,24064.325917647264
net_zero_2050,17,130582.24312236134,99610.19959886119,0.0,0.0,41625.35213557206,4426.046120087528,2640.0,23905.997403412635
net_zero_2050,18,142759.27590958434,111360.6834659304,0.0,0.0,30223.294175629286,4426.046120087528,2640.0,24332.546323566403
net_zero_2050,19,166026.55780369136,133332.42310640233,0.0,0.0,34263.77173844605,4426.046120087528,2640.0,25628.088577201495
net_zero_2050,20,183023.15820080292,149473.16714505604,0.0,0.0,36169.74721127689,4426.046120087528,2640.0,26483.94493565937
net_zero_2050,21,181013.84357880073,148927.93418029047,0.0,0.0,30670.129680982427,4426.046120087528,2640.0,25019.863278422756
net_zero_2050,22,161585.05953952877,129302.68514501434,0.0,0.0,45323.97377818753,4426.046120087528,2640.0,25216.328274426887
net_zero_2050,23,139436.62364357975,108186.18180354412,0.0,0.0,46504.75576663073,4426.046120087528,2640.0,24184.395719948086
net_zero_2050,24,131189.1876403825,101851.7107799524,0.0,0.0,41462.48555584486,4426.046120087528,2640.0,22271.430740342577
net_zero_2050,25,142729.94340530285,112106.53528644469,0.0,0.0,47865.536096576965,4426.046120087528,2640.0,23557.36199877061
net_zero_2050,26,164732.085898242,132314.75511829858,0.0,0.0,55152.25607613224,4426.046120087528,2640.0,25351.2846598559
net_zero_2050,27,179759.6932445213,147872.29603669245,0.0,0.0,46934.3049394782,4426.046120087528,2640.0,24821.351087741306
net_zero_2050,28,175548.04686837044,142804.42327270296,0.0,0.0,39027.20326866147,4426.046120087528,2640.0,25677.57747557995
net_zero_2050,29,154347.16563745524,123714.40219343588,0.0,0.0,48410.9360017821,4426.046120087528,2640.0,23566.71732393186
net_zero_2050,30,131213.96086429709,100373.38637476825,0.0,0.0,51050.03675216577,4426.046120087528,2640.0,23774.528369441316
net_zero_2050,31,122553.40779609552,92318.83102002276,0.0,0.0,53355.54123355603,4426.046120087528,2640.0,23168.53065598522
net_zero_2050,32,133633.94128969838,103488.8897165358,0.0,0.0,58185.52625336166,4426.046120087528,2640.0,23079.00545307505
net_zero_2050,33,154583.34903052385,123202.21306105421,0.0,0.0,54444.18936804806,4426.046120087528,2640.0,24315.08984938211
net_zero_2050,34,167914.0181088827,136554.58902650236,0.0,0.0,50443.04375780922,4426.046120087528,2640.0,24293.382962292835
net_zero_2050,35,161847.4441474905,130724.01523815352,0.0,0.0,39744.610993776005,4426.046120087528,2640.0,24057.38278924944
net_zero_2050,36,139292.10221590666,107831.32801251847,0.0,0.0,37034.66969386868,4426.046120087528,2640.0,24394.728083300706
net_zero_2050,37,115638.49219879856,85524.29150804212,0.0,0.0,46502.45061295163,4426.046120087528,2640.0,23048.154570668907
net_zero_2050,38,107050.25065182972,78247.30303160413,0.0,0.0,53452.36649742741,4426.046120087528,2640.0,21736.901500138065
net_zero_2050,39,118166.9206008824,88621.40126648785,0.0,0.0,55085.91673353307,4426.046120087528,2640.0,22479.473214307014
net_zero_2050,40,138581.9575425841,107430.43650123157,0.0,0.0,65657.90756758676,4426.046120087528,2640.0,24085.47492126501
net_zero_2050,41,150777.70777200448,120765.23936338237,0.0,0.0,49486.61530484561,4426.046120087528,2640.0,22946.422288534617
net_zero_2050,42,143475.26470473263,112199.62380602615,0.0,0.0,53898.61684525544,4426.046120087528,2640.0,24209.594778618975
net_zero_2050,43,120233.98799501025,89872.19403960968,0.0,0.0,55278.375306774615,4426.046120087528,2640.0,23295.74783531305
net_zero_2050,44,96752.5796912721,68222.37503174916,0.0,0.0,50108.65214185559,4426.046120087528,2640.0,21464.158539435408
net_zero_2050,45,88926.7294705915,59233.76857219039,0.0,0.0,37446.3919027052,4426.046120087528,2640.0,22626.914778313596
net_zero_2050,46,100756.6850285719,70707.8004595071,0.0,0.0,47269.05522072974,4426.046120087528,2640.0,22982.83844897726
net_zero_2050,47,121312.37756438779,91911.59793261609,0.0,0.0,53204.69175603631,4426.046120087528,2640.0,22334.73351168418
net_zero_2050,48,133066.92297876198,102412.06133468727,0.0,0.0,45535.38980923337,4426.046120087528,2640.0,23588.815523987185
net_zero_2050,49,125252.9527087821,94246.70671478947,0.0,0.0,49547.001586168204,4426.046120087528,2640.0,23940.19987390511
net_zero_2050,50,102071.63216495806,72493.66116146425,0.0,0.0,45199.13664207938,4426.046120087528,2640.0,22511.924883406315
net_zero_2050,51,79503.61056890916,50550.7249567489,0.0,0.0,39239.123355626514,4426.046120087528,2640.0,21886.83949207275
net_zero_2050,52,73150.12547169319,45152.21147102,0.0,0.0,49159.30188614078,4426.046120087528,2640.0,20931.867880585654
net_zero_2050,53,86362.5118922381,57421.113028277905,0.0,0.0,42230.73502197991,4426.046120087528,2640.0,21875.352743872652
net_zero_2050,54,107698.76519842411,77359.90263344569,0.0,0.0,43175.821527400665,4426.046120087528,2640.0,23272.816444890912
net_zero_2050,55,119643.79200565862,88152.5685793758,0.0,0.0,51879.42969690742,4426.046120087528,2640.0,24425.17730619528
net_zero_2050,56,111953.33256008268,81364.59914899121,0.0,0.0,48116.28425112913,4426.046120087528,2640.0,23522.68729100395
net_zero_2050,57,89460.88031304629,60016.21573713313,0.0,0.0,43059.87122179471,4426.046120087528,2640.0,22378.618455825646
net_zero_2050,58,68403.03917116747,39328.32076245761,0.0,0.0,42274.72090960239,4426.046120087528,2640.0,22008.672288622325
net_zero_2050,59,64061.315948872005,36369.673641956586,0.0,0.0,30882.30087754567,4426.046120087528,2640.0,20625.596186827897
net_zero_2050,60,79130.3877002366,50358.587486402146,0.0,0.0,48667.221459130575,4426.046120087528,2640.0,21705.75409374692
net_zero_2050,61,101669.71893604622,72244.16375826183,0.0,0.0,46014.96391521484,4426.046120087528,2640.0,22359.50905769686
net_zero_2050,62,114198.2354725523,82820.73005580454,0.0,0.0,47834.77453483513,4426.046120087528,2640.0,24311.45929666023
net_zero_2050,63,107006.96603383754,76568.68196550998,0.0,0.0,28418.515272665987,4426.046120087528,2640.0,23372.237948240036
net_zero_2050,64,85552.82627184138,56669.47751203988,0.0,0.0,38012.394086543965,4426.046120087528,2640.0,21817.302639713962
net_zero_2050,65,66303.59615923023,38892.57656108711,0.0,0.0,37394.89384897573,4426.046120087528,2640.0,20344.973478055585
net_zero_2050,66,64197.902210147404,36274.44346860169,0.0,0.0,49877.950171466306,4426.046120087528,2640.0,20857.41262145818
net_zero_2050,67,81268.71502656047,52133.457125810215,0.0,0.0,58141.966268324526,4426.046120087528,2640.0,22069.211780662736
net_zero_2050,68,105092.92709462726,74834.22179261758,0.0,0.0,36195.16452290605,4426.046120087528,2640.0,23192.65918192213
net_zero_2050,69,118247.58241918105,87530.96699202241,0.0,0.0,46526.844794557226,4426.046120087528,2640.0,23650.56930707112
net_zero_2050,70,111572.39843176343,82254.2218658173,0.0,0.0,51062.90268137047,4426.046120087528,2640.0,22252.130445858587
net_zero_2050,71,91139.95131578206,61870.36766018275,0.0,0.0,44439.40769950656,4426.046120087528,2640.0,22203.53753551178
net_zero_2050,72,73626.15472720948,45831.747038946385,0.0,0.0,47056.13278296792,4426.046120087528,2640.0,20728.36156817556
net_zero_2050,73,73606.17927145436,45486.890928522735,0.0,0.0,49105.11706246002,4426.046120087528,2640.0,21053.242222844096
net_zero_2050,74,92449.27921468031,63505.979086944215,0.0,0.0,45448.88592200553,4426.046120087528,2640.0,21877.25400764857
net_zero_2050,75,117268.52039874176,86678.2894657455,0.0,0.0,48490.891851646804,4426.046120087528,2640.0,23524.184812908723
net_zero_2050,76,130725.1748501773,100568.64027638319,0.0,0.0,46970.53105736291,4426.046120087528,2640.0,23090.488453706592
net_zero_2050,77,124222.34317320891,94133.64475016326,0.0,0.0,46719.156919659305,4426.046120087528,2640.0,23022.65230295811
net_zero_2050,78,104441.66587616004,75235.4429273423,0.0,0.0,49420.88581779522,4426.046120087528,2640.0,22140.176828730204
net_zero_2050,79,88245.84467709203,59161.00396536818,0.0,0.0,59731.723920471064,4426.046120087528,2640.0,22018.79459163632
net_zero_2050,80,89828.46766702428,61023.19940362874,0.0,0.0,63639.00896672831,4426.046120087528,2640.0,21739.222143307994
net_zero_2050,81,109895.86915179671,80889.91693386322,0.0,0.0,42422.671410909315,4426.046120087528,2640.0,21939.90609784596
net_zero_2050,82,135118.47875278484,104491.5828410634,0.0,0.0,59684.01060752696,4426.046120087528,2640.0,23560.849791633926
net_zero_2050,83,148269.48726821056,117342.11019017402,0.0,0.0,55483.64822127935,4426.046120087528,2640.0,23861.330957948994
net_zero_2050,84,141330.8776279857,111099.41848992906,0.0,0.0,49491.750787038,4426.046120087528,2640.0,23165.413017969124
net_zero_2050,85,121587.39138436006,92469.38821267223,0.0,0.0,54183.557374770404,4426.046120087528,2640.0,22051.957051600304
net_zero_2050,86,106068.2877400415,77013.56502110978,0.0,0.0,54457.27584824812,4426.046120087528,2640.0,21988.676598844166
net_zero_2050,87,108569.24180125102,79091.45288984408,0.0,0.0,56998.43206851695,4426.046120087528,2640.0,22411.742791319408
net_zero_2050,88,129136.5281437382,98555.13814534608,0.0,0.0,50158.159108648775,4426.046120087528,2640.0,23515.34387830458
net_zero_2050,89,154020.74580759168,120870.84218498811,0.0,0.0,50175.613368591716,4426.046120087528,2640.0,26083.85750251604
net_zero_2050,90,166135.38296943228,133872.1518269045,0.0,0.0,44661.217714421946,4426.046120087528,2640.0,25197.18502244026
net_zero_2050,91,158056.6837223814,126403.71816944414,0.0,0.0,41708.23626614493,4426.046120087528,2640.0,24586.91943284977
net_zero_2050,92,137666.22159353408,106875.32663808753,0.0,0.0,58072.949600227614,4426.046120087528,2640.0,23724.84883535902
net_zero_2050,93,122139.74048909234,92272.60653900023,0.0,0.0,40941.88831266534,4426.046120087528,2640.0,22801.087830004566
net_zero_2050,94,124859.47227972111,94783.13060860353,0.0,0.0,45008.52912368157,4426.046120087528,2640.0,23010.29555103006
net_zero_2050,95,145215.50543748218,113796.51869685677,0.0,0.0,50197.566550903175,4426.046120087528,2640.0,24352.940620537862
net_zero_2050,96,169061.92912817904,136555.25611532474,0.0,0.0,43130.544195429495,4426.046120087528,2640.0,25440.626892766737
net_zero_2050,97,179480.4719199776,146901.3736419252,0.0,0.0,44649.61742246672,4426.046120087528,2640.0,25513.052157964885
net_zero_2050,98,169655.78325672026,137158.4545628953,0.0,0.0,38144.49543924593,4426.046120087528,2640.0,25431.28257373745
net_zero_2050,99,148058.60698835156,116586.97110826212,0.0,0.0,31885.24069199017,4426.046120087528,2640.0,24405.58976000189
net_zero_2050,100,131990.1925829887,101656.21791587256,0.0,0.0,39321.92893252446,4426.046120087528,2640.0,23267.928547028583
net_zero_2050,101,134403.5373424072,103485.47047929016,0.0,0.0,40220.42019664151,4426.046120087528,2640.0,23852.02074302946
net_zero_2050,102,154036.35730614074,122886.00702706675,0.0,0.0,29281.818945146882,4426.046120087528,2640.0,24084.304158986466
net_zero_2050,103,176368.98812241585,143931.5750308944,0.0,0.0,38830.17830459336,4426.046120087528,2640.0,25371.366971433934
