scenario,hour,storage,bus,charge_MW,discharge_MW,soc_MWh
baseline_2025,123,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,123,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,124,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,124,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,124,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,125,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,125,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,125,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,126,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,126,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,126,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,127,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,127,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,127,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,128,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,128,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,128,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,129,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,129,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,129,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,130,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,130,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,130,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,131,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,131,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,131,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,132,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,132,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,132,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,133,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,133,PHS_1_Bus3,Bus3,0.0,0.0,-0.0
baseline_2025,133,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,134,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,134,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,134,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,135,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,135,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,135,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,136,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,136,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,136,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,137,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,137,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,137,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,138,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,138,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,138,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,139,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,139,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,139,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,140,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,140,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,140,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,141,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,141,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,141,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,142,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,142,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,142,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,143,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,143,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,143,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,144,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,144,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,144,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,145,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,145,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,145,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,146,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,146,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,146,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,147,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,147,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,147,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,148,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,148,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,148,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,149,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,149,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,149,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,150,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,150,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,150,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,151,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,151,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,151,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,152,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,152,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,152,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,153,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,153,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,153,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,154,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,154,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,154,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,155,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,155,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,155,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,156,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,156,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,156,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,157,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,157,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,157,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,158,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,158,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,158,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,159,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,159,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,159,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,160,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,160,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,160,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,161,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,161,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,161,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,162,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,162,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,162,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,163,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,163,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,163,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,164,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,164,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,164,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,165,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,165,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,165,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,166,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,166,PHS_1_Bus3,Bus3,0.0,0.0,0.0
baseline_2025,166,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
baseline_2025,167,PHS_0_Bus1,Bus1,0.0,0.0,0.0
baseline_2025,167,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
baseline_2025,167,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,0,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,0,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,0,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,1,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,1,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,1,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,2,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,2,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,2,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,3,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,3,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,3,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,4,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,4,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,4,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,5,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,5,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,5,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,6,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,6,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,6,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,7,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,7,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,7,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,8,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,8,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,8,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,9,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,9,PHS_1_Bus3,Bus3,0.0,0.0,-0.0
high_renewable_2035,9,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,10,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,10,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,10,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,11,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,11,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,11,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,12,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,12,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,12,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,13,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,13,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,13,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,14,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,14,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,14,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,15,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,15,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,15,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,16,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,16,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,16,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,17,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,17,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,17,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,18,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,18,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,18,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,19,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,19,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,19,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,20,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,20,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,20,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,21,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,21,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,21,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,22,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,22,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,22,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,23,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,23,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,23,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,24,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,24,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,24,PHS_2_Bus12,Bus12,0.0,0.0,0.0
high_renewable_2035,25,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,25,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,25,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,26,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,26,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,26,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,27,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,27,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,27,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,28,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,28,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,28,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,29,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,29,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,29,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,30,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,30,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,30,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,31,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,31,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,31,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,32,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,32,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,32,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,33,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,33,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,33,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,34,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,34,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,34,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,35,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,35,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,35,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,36,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,36,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,36,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,37,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,37,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,37,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,38,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,38,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,38,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,39,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,39,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,39,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,40,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,40,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,40,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,41,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,41,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,41,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,42,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,42,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,42,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,43,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,43,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,43,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,44,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,44,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,44,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,45,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,45,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,45,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,46,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,46,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,46,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,47,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,47,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,47,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,48,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,48,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,48,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,49,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,49,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,49,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,50,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,50,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,50,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,51,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,51,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,51,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,52,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,52,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,52,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,53,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,53,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,53,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,54,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,54,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,54,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,55,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,55,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,55,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,56,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,56,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,56,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,57,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,57,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,57,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,58,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,58,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,58,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,59,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,59,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,59,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,60,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,60,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,60,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,61,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,61,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,61,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,62,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,62,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,62,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,63,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,63,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,63,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,64,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,64,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,64,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,65,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,65,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,65,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,66,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,66,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,66,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,67,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,67,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,67,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,68,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,68,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,68,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,69,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,69,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,69,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,70,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,70,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,70,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,71,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,71,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,71,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,72,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,72,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,72,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,73,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,73,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,73,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,74,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,74,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,74,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,75,PHS_0_Bus1,Bus1,0.0,0.0,0.0
